'Time and date','II ','V ','PLETH ','RESP '
'[09:47:39.784 24/01/1995]',0.003,0.003,0.843,0.436
'[09:47:39.786 24/01/1995]',0.003,0.003,0.843,0.436
'[09:47:39.788 24/01/1995]',0.003,0.003,0.843,0.436
'[09:47:39.790 24/01/1995]',0.003,0.003,0.843,0.436
'[09:47:39.792 24/01/1995]',0.003,-0.031,0.855,0.420
'[09:47:39.794 24/01/1995]',0.003,-0.031,0.855,0.420
'[09:47:39.796 24/01/1995]',0.003,0.003,0.855,0.420
'[09:47:39.798 24/01/1995]',0.003,0.003,0.855,0.420
'[09:47:39.800 24/01/1995]',0.003,0.003,0.849,0.404
'[09:47:39.802 24/01/1995]',0.003,0.003,0.849,0.404
'[09:47:39.804 24/01/1995]',0.003,0.003,0.849,0.404
'[09:47:39.806 24/01/1995]',0.003,0.003,0.849,0.404
'[09:47:39.808 24/01/1995]',-0.032,0.003,0.832,0.388
'[09:47:39.810 24/01/1995]',-0.032,0.003,0.832,0.388
'[09:47:39.812 24/01/1995]',-0.032,0.003,0.832,0.388
'[09:47:39.814 24/01/1995]',-0.032,0.003,0.832,0.388
'[09:47:39.816 24/01/1995]',-0.032,0.003,0.815,0.373
'[09:47:39.818 24/01/1995]',-0.032,0.003,0.815,0.373
'[09:47:39.820 24/01/1995]',-0.032,0.003,0.815,0.373
'[09:47:39.822 24/01/1995]',-0.032,0.003,0.815,0.373
'[09:47:39.824 24/01/1995]',0.003,0.003,0.792,0.358
'[09:47:39.826 24/01/1995]',-0.032,0.003,0.792,0.358
'[09:47:39.828 24/01/1995]',0.003,0.003,0.792,0.358
'[09:47:39.830 24/01/1995]',-0.032,0.003,0.792,0.358
'[09:47:39.832 24/01/1995]',-0.032,0.035,0.769,0.344
'[09:47:39.834 24/01/1995]',-0.032,0.003,0.769,0.344
'[09:47:39.836 24/01/1995]',-0.032,0.003,0.769,0.344
'[09:47:39.838 24/01/1995]',0.003,0.003,0.769,0.344
'[09:47:39.840 24/01/1995]',0.003,0.003,0.736,0.331
'[09:47:39.842 24/01/1995]',0.003,0.003,0.736,0.331
'[09:47:39.844 24/01/1995]',0.003,0.003,0.736,0.331
'[09:47:39.846 24/01/1995]',0.003,0.003,0.736,0.331
'[09:47:39.848 24/01/1995]',0.003,0.003,0.707,0.318
'[09:47:39.850 24/01/1995]',0.003,0.003,0.707,0.318
'[09:47:39.852 24/01/1995]',-0.032,0.003,0.707,0.318
'[09:47:39.854 24/01/1995]',-0.032,0.003,0.707,0.318
'[09:47:39.856 24/01/1995]',-0.032,0.003,0.667,0.305
'[09:47:39.858 24/01/1995]',-0.032,0.003,0.667,0.305
'[09:47:39.860 24/01/1995]',-0.032,0.003,0.667,0.305
'[09:47:39.862 24/01/1995]',-0.032,0.003,0.667,0.305
'[09:47:39.864 24/01/1995]',-0.032,0.003,0.628,0.292
'[09:47:39.866 24/01/1995]',0.003,0.003,0.628,0.292
'[09:47:39.868 24/01/1995]',0.003,0.003,0.628,0.292
'[09:47:39.870 24/01/1995]',0.003,0.003,0.628,0.292
'[09:47:39.872 24/01/1995]',0.003,0.003,0.583,0.279
'[09:47:39.874 24/01/1995]',0.003,0.003,0.583,0.279
'[09:47:39.876 24/01/1995]',0.003,0.003,0.583,0.279
'[09:47:39.878 24/01/1995]',0.003,0.003,0.583,0.279
'[09:47:39.880 24/01/1995]',0.003,0.003,0.537,0.265
'[09:47:39.882 24/01/1995]',0.003,-0.031,0.537,0.265
'[09:47:39.884 24/01/1995]',0.003,-0.031,0.537,0.265
'[09:47:39.886 24/01/1995]',0.003,0.003,0.537,0.265
'[09:47:39.888 24/01/1995]',0.003,0.003,0.481,0.251
'[09:47:39.890 24/01/1995]',0.003,0.003,0.481,0.251
'[09:47:39.892 24/01/1995]',-0.032,0.003,0.481,0.251
'[09:47:39.894 24/01/1995]',-0.032,0.003,0.481,0.251
'[09:47:39.896 24/01/1995]',-0.032,0.035,0.435,0.236
'[09:47:39.898 24/01/1995]',-0.032,0.069,0.435,0.236
'[09:47:39.900 24/01/1995]',-0.032,0.103,0.435,0.236
'[09:47:39.902 24/01/1995]',-0.032,0.137,0.435,0.236
'[09:47:39.904 24/01/1995]',-0.032,0.170,0.385,0.222
'[09:47:39.906 24/01/1995]',0.003,0.204,0.385,0.222
'[09:47:39.908 24/01/1995]',0.003,0.170,0.385,0.222
'[09:47:39.910 24/01/1995]',0.073,0.170,0.385,0.222
'[09:47:39.912 24/01/1995]',0.144,0.137,0.334,0.207
'[09:47:39.914 24/01/1995]',0.250,0.069,0.334,0.207
'[09:47:39.916 24/01/1995]',0.393,0.003,0.334,0.207
'[09:47:39.918 24/01/1995]',0.533,-0.064,0.334,0.207
'[09:47:39.920 24/01/1995]',0.640,-0.166,0.288,0.192
'[09:47:39.922 24/01/1995]',0.711,-0.233,0.288,0.192
'[09:47:39.924 24/01/1995]',0.675,-0.334,0.288,0.192
'[09:47:39.926 24/01/1995]',0.569,-0.436,0.288,0.192
'[09:47:39.928 24/01/1995]',0.393,-0.502,0.249,0.176
'[09:47:39.930 24/01/1995]',0.250,-0.569,0.249,0.176
'[09:47:39.932 24/01/1995]',0.108,-0.569,0.249,0.176
'[09:47:39.934 24/01/1995]',0.037,-0.569,0.249,0.176
'[09:47:39.936 24/01/1995]',0.003,-0.535,0.204,0.161
'[09:47:39.938 24/01/1995]',-0.032,-0.469,0.204,0.161
'[09:47:39.940 24/01/1995]',-0.103,-0.402,0.204,0.161
'[09:47:39.942 24/01/1995]',-0.139,-0.334,0.204,0.161
'[09:47:39.944 24/01/1995]',-0.139,-0.267,0.170,0.145
'[09:47:39.946 24/01/1995]',-0.139,-0.199,0.170,0.145
'[09:47:39.948 24/01/1995]',-0.139,-0.166,0.170,0.145
'[09:47:39.950 24/01/1995]',-0.139,-0.098,0.170,0.145
'[09:47:39.952 24/01/1995]',-0.103,-0.064,0.131,0.130
'[09:47:39.954 24/01/1995]',-0.103,-0.031,0.131,0.130
'[09:47:39.956 24/01/1995]',-0.103,-0.031,0.131,0.130
'[09:47:39.958 24/01/1995]',-0.103,0.003,0.131,0.130
'[09:47:39.960 24/01/1995]',-0.103,0.003,0.102,0.114
'[09:47:39.962 24/01/1995]',-0.103,0.003,0.102,0.114
'[09:47:39.964 24/01/1995]',-0.103,0.003,0.102,0.114
'[09:47:39.966 24/01/1995]',-0.103,0.003,0.102,0.114
'[09:47:39.968 24/01/1995]',-0.139,0.003,0.068,0.099
'[09:47:39.970 24/01/1995]',-0.139,0.003,0.068,0.099
'[09:47:39.972 24/01/1995]',-0.174,0.035,0.068,0.099
'[09:47:39.974 24/01/1995]',-0.174,0.035,0.068,0.099
'[09:47:39.976 24/01/1995]',-0.174,0.035,0.045,0.083
'[09:47:39.978 24/01/1995]',-0.174,0.035,0.045,0.083
'[09:47:39.980 24/01/1995]',-0.210,0.035,0.045,0.083
'[09:47:39.982 24/01/1995]',-0.210,0.035,0.045,0.083
'[09:47:39.984 24/01/1995]',-0.210,0.069,0.023,0.068
'[09:47:39.986 24/01/1995]',-0.210,0.035,0.023,0.068
'[09:47:39.988 24/01/1995]',-0.210,0.069,0.023,0.068
'[09:47:39.990 24/01/1995]',-0.210,0.035,0.023,0.068
'[09:47:39.992 24/01/1995]',-0.210,0.035,-0.005,0.052
'[09:47:39.994 24/01/1995]',-0.210,0.035,-0.005,0.052
'[09:47:39.996 24/01/1995]',-0.210,0.035,-0.005,0.052
'[09:47:39.998 24/01/1995]',-0.210,0.035,-0.005,0.052
'[09:47:40.000 24/01/1995]',-0.210,0.035,-0.028,0.038
'[09:47:40.002 24/01/1995]',-0.174,0.035,-0.028,0.038
'[09:47:40.004 24/01/1995]',-0.174,0.035,-0.028,0.038
'[09:47:40.006 24/01/1995]',-0.174,0.035,-0.028,0.038
'[09:47:40.008 24/01/1995]',-0.174,0.035,-0.051,0.025
'[09:47:40.010 24/01/1995]',-0.174,0.035,-0.051,0.025
'[09:47:40.012 24/01/1995]',-0.174,0.003,-0.051,0.025
'[09:47:40.014 24/01/1995]',-0.174,0.003,-0.051,0.025
'[09:47:40.016 24/01/1995]',-0.139,0.003,-0.073,0.012
'[09:47:40.018 24/01/1995]',-0.139,0.003,-0.073,0.012
'[09:47:40.020 24/01/1995]',-0.103,0.003,-0.073,0.012
'[09:47:40.022 24/01/1995]',-0.103,0.003,-0.073,0.012
'[09:47:40.024 24/01/1995]',-0.103,0.003,-0.096,-0.001
'[09:47:40.026 24/01/1995]',-0.103,0.003,-0.096,-0.001
'[09:47:40.028 24/01/1995]',-0.103,0.003,-0.096,-0.001
'[09:47:40.030 24/01/1995]',-0.103,0.003,-0.096,-0.001
'[09:47:40.032 24/01/1995]',-0.103,0.003,-0.107,-0.012
'[09:47:40.034 24/01/1995]',-0.103,0.003,-0.107,-0.012
'[09:47:40.036 24/01/1995]',-0.103,0.003,-0.107,-0.012
'[09:47:40.038 24/01/1995]',-0.103,0.003,-0.107,-0.012
'[09:47:40.040 24/01/1995]',-0.103,0.003,-0.130,-0.022
'[09:47:40.042 24/01/1995]',-0.103,0.003,-0.130,-0.022
'[09:47:40.044 24/01/1995]',-0.103,0.003,-0.130,-0.022
'[09:47:40.046 24/01/1995]',-0.068,0.003,-0.130,-0.022
'[09:47:40.048 24/01/1995]',-0.068,0.003,-0.152,-0.033
'[09:47:40.050 24/01/1995]',-0.068,0.003,-0.152,-0.033
'[09:47:40.052 24/01/1995]',-0.068,0.003,-0.152,-0.033
'[09:47:40.054 24/01/1995]',-0.068,0.003,-0.152,-0.033
'[09:47:40.056 24/01/1995]',-0.068,0.035,-0.170,-0.042
'[09:47:40.058 24/01/1995]',-0.068,0.035,-0.170,-0.042
'[09:47:40.060 24/01/1995]',-0.068,0.035,-0.170,-0.042
'[09:47:40.062 24/01/1995]',-0.068,0.035,-0.170,-0.042
'[09:47:40.064 24/01/1995]',-0.068,0.035,-0.192,-0.051
'[09:47:40.066 24/01/1995]',-0.068,0.035,-0.192,-0.051
'[09:47:40.068 24/01/1995]',-0.032,0.035,-0.192,-0.051
'[09:47:40.070 24/01/1995]',-0.032,0.035,-0.192,-0.051
'[09:47:40.072 24/01/1995]',-0.032,0.035,-0.209,-0.059
'[09:47:40.074 24/01/1995]',-0.032,0.035,-0.209,-0.059
'[09:47:40.076 24/01/1995]',0.003,0.035,-0.209,-0.059
'[09:47:40.078 24/01/1995]',0.003,0.035,-0.209,-0.059
'[09:47:40.080 24/01/1995]',0.003,0.069,-0.237,-0.068
'[09:47:40.082 24/01/1995]',0.003,0.069,-0.237,-0.068
'[09:47:40.084 24/01/1995]',0.003,0.069,-0.237,-0.068
'[09:47:40.086 24/01/1995]',0.003,0.069,-0.237,-0.068
'[09:47:40.088 24/01/1995]',0.003,0.069,-0.255,-0.076
'[09:47:40.090 24/01/1995]',0.037,0.069,-0.255,-0.076
'[09:47:40.092 24/01/1995]',0.037,0.069,-0.255,-0.076
'[09:47:40.094 24/01/1995]',0.037,0.069,-0.255,-0.076
'[09:47:40.096 24/01/1995]',0.073,0.069,-0.272,-0.084
'[09:47:40.098 24/01/1995]',0.073,0.069,-0.272,-0.084
'[09:47:40.100 24/01/1995]',0.073,0.069,-0.272,-0.084
'[09:47:40.102 24/01/1995]',0.073,0.069,-0.272,-0.084
'[09:47:40.104 24/01/1995]',0.108,0.069,-0.288,-0.090
'[09:47:40.106 24/01/1995]',0.108,0.069,-0.288,-0.090
'[09:47:40.108 24/01/1995]',0.108,0.035,-0.288,-0.090
'[09:47:40.110 24/01/1995]',0.108,0.069,-0.288,-0.090
'[09:47:40.112 24/01/1995]',0.108,0.069,-0.305,-0.097
'[09:47:40.114 24/01/1995]',0.108,0.035,-0.305,-0.097
'[09:47:40.116 24/01/1995]',0.144,0.035,-0.305,-0.097
'[09:47:40.118 24/01/1995]',0.144,0.035,-0.305,-0.097
'[09:47:40.120 24/01/1995]',0.144,0.069,-0.322,-0.103
'[09:47:40.122 24/01/1995]',0.144,0.069,-0.322,-0.103
'[09:47:40.124 24/01/1995]',0.144,0.069,-0.322,-0.103
'[09:47:40.126 24/01/1995]',0.179,0.069,-0.322,-0.103
'[09:47:40.128 24/01/1995]',0.179,0.035,-0.345,-0.111
'[09:47:40.130 24/01/1995]',0.179,0.035,-0.345,-0.111
'[09:47:40.132 24/01/1995]',0.179,0.035,-0.345,-0.111
'[09:47:40.134 24/01/1995]',0.179,0.035,-0.345,-0.111
'[09:47:40.136 24/01/1995]',0.179,0.035,-0.350,-0.119
'[09:47:40.138 24/01/1995]',0.179,0.035,-0.350,-0.119
'[09:47:40.140 24/01/1995]',0.144,0.035,-0.350,-0.119
'[09:47:40.142 24/01/1995]',0.108,0.035,-0.350,-0.119
'[09:47:40.144 24/01/1995]',0.108,0.035,-0.367,-0.128
'[09:47:40.146 24/01/1995]',0.108,0.035,-0.367,-0.128
'[09:47:40.148 24/01/1995]',0.108,0.035,-0.367,-0.128
'[09:47:40.150 24/01/1995]',0.108,0.069,-0.367,-0.128
'[09:47:40.152 24/01/1995]',0.108,0.069,-0.373,-0.137
'[09:47:40.154 24/01/1995]',0.073,0.170,-0.373,-0.137
'[09:47:40.156 24/01/1995]',0.073,0.204,-0.373,-0.137
'[09:47:40.158 24/01/1995]',0.073,0.170,-0.373,-0.137
'[09:47:40.160 24/01/1995]',0.073,0.137,-0.385,-0.146
'[09:47:40.162 24/01/1995]',0.037,0.204,-0.385,-0.146
'[09:47:40.164 24/01/1995]',0.037,0.305,-0.385,-0.146
'[09:47:40.166 24/01/1995]',0.003,0.373,-0.385,-0.146
'[09:47:40.168 24/01/1995]',0.003,0.406,-0.390,-0.156
'[09:47:40.170 24/01/1995]',0.003,0.440,-0.390,-0.156
'[09:47:40.172 24/01/1995]',0.003,0.406,-0.390,-0.156
'[09:47:40.174 24/01/1995]',0.003,0.271,-0.390,-0.156
'[09:47:40.176 24/01/1995]',0.003,0.170,-0.385,-0.167
'[09:47:40.178 24/01/1995]',-0.032,0.137,-0.385,-0.167
'[09:47:40.180 24/01/1995]',-0.032,0.103,-0.385,-0.167
'[09:47:40.182 24/01/1995]',-0.032,0.103,-0.385,-0.167
'[09:47:40.184 24/01/1995]',-0.032,0.069,-0.390,-0.177
'[09:47:40.186 24/01/1995]',-0.032,0.069,-0.390,-0.177
'[09:47:40.188 24/01/1995]',-0.032,0.069,-0.390,-0.177
'[09:47:40.190 24/01/1995]',-0.032,0.069,-0.390,-0.177
'[09:47:40.192 24/01/1995]',-0.032,0.069,-0.379,-0.190
'[09:47:40.194 24/01/1995]',-0.032,0.069,-0.379,-0.190
'[09:47:40.196 24/01/1995]',-0.032,0.069,-0.379,-0.190
'[09:47:40.198 24/01/1995]',-0.032,0.069,-0.379,-0.190
'[09:47:40.200 24/01/1995]',-0.032,0.069,-0.362,-0.203
'[09:47:40.202 24/01/1995]',-0.032,0.069,-0.362,-0.203
'[09:47:40.204 24/01/1995]',-0.032,0.035,-0.362,-0.203
'[09:47:40.206 24/01/1995]',-0.032,0.035,-0.362,-0.203
'[09:47:40.208 24/01/1995]',-0.032,0.003,-0.339,-0.216
'[09:47:40.210 24/01/1995]',-0.068,0.003,-0.339,-0.216
'[09:47:40.212 24/01/1995]',-0.068,0.003,-0.339,-0.216
'[09:47:40.214 24/01/1995]',-0.068,0.003,-0.339,-0.216
'[09:47:40.216 24/01/1995]',-0.068,0.003,-0.317,-0.230
'[09:47:40.218 24/01/1995]',-0.068,0.003,-0.317,-0.230
'[09:47:40.220 24/01/1995]',-0.068,0.003,-0.317,-0.230
'[09:47:40.222 24/01/1995]',-0.032,0.003,-0.317,-0.230
'[09:47:40.224 24/01/1995]',-0.032,0.003,-0.282,-0.244
'[09:47:40.226 24/01/1995]',-0.068,0.003,-0.282,-0.244
'[09:47:40.228 24/01/1995]',-0.068,0.003,-0.282,-0.244
'[09:47:40.230 24/01/1995]',-0.068,0.003,-0.282,-0.244
'[09:47:40.232 24/01/1995]',-0.068,0.003,-0.243,-0.258
'[09:47:40.234 24/01/1995]',-0.068,0.003,-0.243,-0.258
'[09:47:40.236 24/01/1995]',-0.068,0.003,-0.243,-0.258
'[09:47:40.238 24/01/1995]',-0.068,-0.031,-0.243,-0.258
'[09:47:40.240 24/01/1995]',-0.032,-0.031,-0.203,-0.271
'[09:47:40.242 24/01/1995]',-0.068,-0.031,-0.203,-0.271
'[09:47:40.244 24/01/1995]',-0.068,-0.031,-0.203,-0.271
'[09:47:40.246 24/01/1995]',-0.068,-0.031,-0.203,-0.271
'[09:47:40.248 24/01/1995]',-0.068,-0.031,-0.201,-0.284
'[09:47:40.250 24/01/1995]',-0.068,-0.031,-0.201,-0.284
'[09:47:40.252 24/01/1995]',-0.068,-0.031,-0.201,-0.284
'[09:47:40.254 24/01/1995]',-0.068,-0.031,-0.201,-0.284
'[09:47:40.256 24/01/1995]',-0.068,-0.031,-0.164,-0.298
'[09:47:40.258 24/01/1995]',-0.068,-0.031,-0.164,-0.298
'[09:47:40.260 24/01/1995]',-0.068,-0.031,-0.164,-0.298
'[09:47:40.262 24/01/1995]',-0.068,-0.031,-0.164,-0.298
'[09:47:40.264 24/01/1995]',-0.068,-0.031,-0.142,-0.312
'[09:47:40.266 24/01/1995]',-0.068,-0.031,-0.142,-0.312
'[09:47:40.268 24/01/1995]',-0.068,-0.031,-0.142,-0.312
'[09:47:40.270 24/01/1995]',-0.068,-0.031,-0.142,-0.312
'[09:47:40.272 24/01/1995]',-0.068,-0.031,-0.121,-0.326
'[09:47:40.274 24/01/1995]',-0.068,-0.031,-0.121,-0.326
'[09:47:40.276 24/01/1995]',-0.068,-0.031,-0.121,-0.326
'[09:47:40.278 24/01/1995]',-0.068,-0.031,-0.121,-0.326
'[09:47:40.280 24/01/1995]',-0.068,-0.031,-0.105,-0.340
'[09:47:40.282 24/01/1995]',-0.068,-0.031,-0.105,-0.340
'[09:47:40.284 24/01/1995]',-0.068,0.003,-0.105,-0.340
'[09:47:40.286 24/01/1995]',-0.068,0.003,-0.105,-0.340
'[09:47:40.288 24/01/1995]',-0.068,0.003,-0.101,-0.352
'[09:47:40.290 24/01/1995]',-0.068,0.003,-0.101,-0.352
'[09:47:40.292 24/01/1995]',-0.068,0.035,-0.101,-0.352
'[09:47:40.294 24/01/1995]',-0.068,0.170,-0.101,-0.352
'[09:47:40.296 24/01/1995]',-0.068,0.271,-0.101,-0.364
'[09:47:40.298 24/01/1995]',-0.068,0.339,-0.101,-0.364
'[09:47:40.300 24/01/1995]',-0.068,0.373,-0.101,-0.364
'[09:47:40.302 24/01/1995]',-0.068,0.406,-0.101,-0.364
'[09:47:40.304 24/01/1995]',-0.068,0.440,-0.105,-0.377
'[09:47:40.306 24/01/1995]',-0.068,0.440,-0.105,-0.377
'[09:47:40.308 24/01/1995]',-0.068,0.440,-0.105,-0.377
'[09:47:40.310 24/01/1995]',-0.068,0.440,-0.105,-0.377
'[09:47:40.312 24/01/1995]',-0.068,0.440,-0.127,-0.389
'[09:47:40.314 24/01/1995]',-0.068,0.440,-0.127,-0.389
'[09:47:40.316 24/01/1995]',-0.032,0.440,-0.127,-0.389
'[09:47:40.318 24/01/1995]',-0.032,0.440,-0.127,-0.389
'[09:47:40.320 24/01/1995]',-0.032,0.440,-0.142,-0.401
'[09:47:40.322 24/01/1995]',-0.032,0.440,-0.142,-0.401
'[09:47:40.324 24/01/1995]',-0.068,0.440,-0.142,-0.401
'[09:47:40.326 24/01/1995]',-0.068,0.440,-0.142,-0.401
'[09:47:40.328 24/01/1995]',-0.068,0.440,-0.169,-0.414
'[09:47:40.330 24/01/1995]',-0.068,0.440,-0.169,-0.414
'[09:47:40.332 24/01/1995]',-0.068,0.440,-0.169,-0.414
'[09:47:40.334 24/01/1995]',-0.068,0.440,-0.169,-0.414
'[09:47:40.336 24/01/1995]',-0.068,0.440,-0.206,-0.428
'[09:47:40.338 24/01/1995]',-0.068,0.440,-0.206,-0.428
'[09:47:40.340 24/01/1995]',-0.068,0.440,-0.206,-0.428
'[09:47:40.342 24/01/1995]',-0.068,0.440,-0.206,-0.428
'[09:47:40.344 24/01/1995]',-0.068,0.406,-0.233,-0.443
'[09:47:40.346 24/01/1995]',-0.068,0.373,-0.233,-0.443
'[09:47:40.348 24/01/1995]',-0.068,0.305,-0.233,-0.443
'[09:47:40.350 24/01/1995]',-0.068,0.238,-0.233,-0.443
'[09:47:40.352 24/01/1995]',-0.032,0.170,-0.264,-0.456
'[09:47:40.354 24/01/1995]',-0.032,0.103,-0.264,-0.456
'[09:47:40.356 24/01/1995]',-0.032,0.069,-0.264,-0.456
'[09:47:40.358 24/01/1995]',-0.032,0.069,-0.264,-0.456
'[09:47:40.360 24/01/1995]',-0.032,0.035,-0.290,-0.469
'[09:47:40.362 24/01/1995]',-0.032,0.035,-0.290,-0.469
'[09:47:40.364 24/01/1995]',-0.032,0.035,-0.290,-0.469
'[09:47:40.366 24/01/1995]',-0.032,0.035,-0.290,-0.469
'[09:47:40.368 24/01/1995]',-0.032,0.035,-0.317,-0.482
'[09:47:40.370 24/01/1995]',-0.032,0.003,-0.317,-0.482
'[09:47:40.372 24/01/1995]',-0.032,0.003,-0.317,-0.482
'[09:47:40.374 24/01/1995]',-0.032,0.003,-0.317,-0.482
'[09:47:40.376 24/01/1995]',-0.032,0.003,-0.344,-0.495
'[09:47:40.378 24/01/1995]',-0.032,0.003,-0.344,-0.495
'[09:47:40.380 24/01/1995]',-0.032,0.003,-0.344,-0.495
'[09:47:40.382 24/01/1995]',-0.032,0.035,-0.344,-0.495
'[09:47:40.384 24/01/1995]',-0.032,0.103,-0.369,-0.507
'[09:47:40.386 24/01/1995]',-0.032,0.103,-0.369,-0.507
'[09:47:40.388 24/01/1995]',-0.032,0.069,-0.369,-0.507
'[09:47:40.390 24/01/1995]',-0.032,0.035,-0.369,-0.507
'[09:47:40.392 24/01/1995]',-0.032,0.003,-0.391,-0.519
'[09:47:40.394 24/01/1995]',-0.032,0.003,-0.391,-0.519
'[09:47:40.396 24/01/1995]',-0.032,-0.031,-0.391,-0.519
'[09:47:40.398 24/01/1995]',-0.032,-0.031,-0.391,-0.519
'[09:47:40.400 24/01/1995]',-0.032,-0.031,-0.402,-0.530
'[09:47:40.402 24/01/1995]',-0.032,-0.064,-0.402,-0.530
'[09:47:40.404 24/01/1995]',-0.032,-0.031,-0.402,-0.530
'[09:47:40.406 24/01/1995]',-0.032,-0.031,-0.402,-0.530
'[09:47:40.408 24/01/1995]',-0.032,-0.031,-0.417,-0.541
'[09:47:40.410 24/01/1995]',-0.068,-0.031,-0.417,-0.541
'[09:47:40.412 24/01/1995]',-0.068,-0.031,-0.417,-0.541
'[09:47:40.414 24/01/1995]',-0.068,-0.031,-0.417,-0.541
'[09:47:40.416 24/01/1995]',-0.068,-0.031,-0.422,-0.550
'[09:47:40.418 24/01/1995]',-0.068,-0.031,-0.422,-0.550
'[09:47:40.420 24/01/1995]',-0.068,-0.031,-0.422,-0.550
'[09:47:40.422 24/01/1995]',-0.032,-0.031,-0.422,-0.550
'[09:47:40.424 24/01/1995]',-0.032,-0.031,-0.428,-0.558
'[09:47:40.426 24/01/1995]',-0.032,-0.031,-0.428,-0.558
'[09:47:40.428 24/01/1995]',0.003,0.003,-0.428,-0.558
'[09:47:40.430 24/01/1995]',0.003,0.003,-0.428,-0.558
'[09:47:40.432 24/01/1995]',0.003,0.035,-0.433,-0.565
'[09:47:40.434 24/01/1995]',0.003,0.069,-0.433,-0.565
'[09:47:40.436 24/01/1995]',0.003,0.103,-0.433,-0.565
'[09:47:40.438 24/01/1995]',0.003,0.137,-0.433,-0.565
'[09:47:40.440 24/01/1995]',0.037,0.137,-0.433,-0.572
'[09:47:40.442 24/01/1995]',0.073,0.170,-0.433,-0.572
'[09:47:40.444 24/01/1995]',0.144,0.137,-0.433,-0.572
'[09:47:40.446 24/01/1995]',0.250,0.103,-0.433,-0.572
'[09:47:40.448 24/01/1995]',0.321,0.069,-0.433,-0.578
'[09:47:40.450 24/01/1995]',0.464,0.003,-0.433,-0.578
'[09:47:40.452 24/01/1995]',0.604,-0.031,-0.433,-0.578
'[09:47:40.454 24/01/1995]',0.640,-0.098,-0.433,-0.578
'[09:47:40.456 24/01/1995]',0.604,-0.132,-0.428,-0.584
'[09:47:40.458 24/01/1995]',0.533,-0.199,-0.428,-0.584
'[09:47:40.460 24/01/1995]',0.393,-0.233,-0.428,-0.584
'[09:47:40.462 24/01/1995]',0.250,-0.334,-0.428,-0.584
'[09:47:40.464 24/01/1995]',0.108,-0.402,-0.428,-0.589
'[09:47:40.466 24/01/1995]',0.003,-0.436,-0.428,-0.589
'[09:47:40.468 24/01/1995]',-0.068,-0.469,-0.428,-0.589
'[09:47:40.470 24/01/1995]',-0.139,-0.469,-0.428,-0.589
'[09:47:40.472 24/01/1995]',-0.210,-0.469,-0.417,-0.595
'[09:47:40.474 24/01/1995]',-0.246,-0.436,-0.417,-0.595
'[09:47:40.476 24/01/1995]',-0.317,-0.402,-0.417,-0.595
'[09:47:40.478 24/01/1995]',-0.317,-0.334,-0.417,-0.595
'[09:47:40.480 24/01/1995]',-0.352,-0.301,-0.417,-0.600
'[09:47:40.482 24/01/1995]',-0.352,-0.233,-0.417,-0.600
'[09:47:40.484 24/01/1995]',-0.317,-0.166,-0.417,-0.600
'[09:47:40.486 24/01/1995]',-0.317,-0.132,-0.417,-0.600
'[09:47:40.488 24/01/1995]',-0.281,-0.098,-0.412,-0.604
'[09:47:40.490 24/01/1995]',-0.210,-0.064,-0.412,-0.604
'[09:47:40.492 24/01/1995]',-0.174,-0.064,-0.412,-0.604
'[09:47:40.494 24/01/1995]',-0.174,-0.031,-0.412,-0.604
'[09:47:40.496 24/01/1995]',-0.139,-0.031,-0.412,-0.609
'[09:47:40.498 24/01/1995]',-0.139,-0.031,-0.412,-0.609
'[09:47:40.500 24/01/1995]',-0.139,0.003,-0.412,-0.609
'[09:47:40.502 24/01/1995]',-0.139,0.003,-0.412,-0.609
'[09:47:40.504 24/01/1995]',-0.139,0.003,-0.402,-0.613
'[09:47:40.506 24/01/1995]',-0.139,0.003,-0.402,-0.613
'[09:47:40.508 24/01/1995]',-0.139,0.003,-0.402,-0.613
'[09:47:40.510 24/01/1995]',-0.139,0.003,-0.402,-0.613
'[09:47:40.512 24/01/1995]',-0.139,0.035,-0.402,-0.616
'[09:47:40.514 24/01/1995]',-0.139,0.035,-0.402,-0.616
'[09:47:40.516 24/01/1995]',-0.139,0.035,-0.402,-0.616
'[09:47:40.518 24/01/1995]',-0.139,0.069,-0.402,-0.616
'[09:47:40.520 24/01/1995]',-0.139,0.069,-0.406,-0.619
'[09:47:40.522 24/01/1995]',-0.139,0.069,-0.406,-0.619
'[09:47:40.524 24/01/1995]',-0.103,0.069,-0.406,-0.619
'[09:47:40.526 24/01/1995]',-0.103,0.035,-0.406,-0.619
'[09:47:40.528 24/01/1995]',-0.103,0.035,-0.406,-0.622
'[09:47:40.530 24/01/1995]',-0.103,0.035,-0.406,-0.622
'[09:47:40.532 24/01/1995]',-0.103,0.035,-0.406,-0.622
'[09:47:40.534 24/01/1995]',-0.068,0.035,-0.406,-0.622
'[09:47:40.536 24/01/1995]',-0.068,0.035,-0.402,-0.624
'[09:47:40.538 24/01/1995]',-0.068,0.035,-0.402,-0.624
'[09:47:40.540 24/01/1995]',-0.068,0.035,-0.402,-0.624
'[09:47:40.542 24/01/1995]',-0.068,0.035,-0.402,-0.624
'[09:47:40.544 24/01/1995]',-0.068,0.003,-0.402,-0.625
'[09:47:40.546 24/01/1995]',-0.068,0.003,-0.402,-0.625
'[09:47:40.548 24/01/1995]',-0.068,0.003,-0.402,-0.625
'[09:47:40.550 24/01/1995]',-0.068,0.003,-0.402,-0.625
