'Time and date','II','MCL1','V','ABP','PAP','PLETH','RESP'
'[14:00:59.572 24/11/1995]',0.055,-0.001,-0.009,95.775,27.225,-0.024,-0.454
'[14:00:59.574 24/11/1995]',0.045,0.009,-0.009,95.775,27.225,-0.024,-0.454
'[14:00:59.576 24/11/1995]',0.041,0.025,0.001,95.550,27.050,-0.026,-0.456
'[14:00:59.578 24/11/1995]',0.037,0.042,0.040,95.550,27.050,-0.026,-0.456
'[14:00:59.580 24/11/1995]',0.047,0.057,0.089,95.550,27.050,-0.026,-0.456
'[14:00:59.582 24/11/1995]',0.056,0.071,0.118,95.550,27.050,-0.026,-0.456
'[14:00:59.584 24/11/1995]',0.086,0.069,0.157,95.325,26.950,-0.028,-0.459
'[14:00:59.586 24/11/1995]',0.116,0.066,0.167,95.325,26.950,-0.028,-0.459
'[14:00:59.588 24/11/1995]',0.172,0.034,0.157,95.325,26.950,-0.028,-0.459
'[14:00:59.590 24/11/1995]',0.228,0.003,0.157,95.325,26.950,-0.028,-0.459
'[14:00:59.592 24/11/1995]',0.309,-0.062,0.108,95.175,26.950,-0.030,-0.462
'[14:00:59.594 24/11/1995]',0.391,-0.126,0.059,95.175,26.950,-0.030,-0.462
'[14:00:59.596 24/11/1995]',0.493,-0.218,0.010,95.175,26.950,-0.030,-0.462
'[14:00:59.598 24/11/1995]',0.595,-0.310,-0.048,95.175,26.950,-0.030,-0.462
'[14:00:59.600 24/11/1995]',0.709,-0.418,-0.156,95.025,27.050,-0.030,-0.465
'[14:00:59.602 24/11/1995]',0.823,-0.525,-0.264,95.025,27.050,-0.030,-0.465
'[14:00:59.604 24/11/1995]',0.929,-0.629,-0.361,95.025,27.050,-0.030,-0.465
'[14:00:59.606 24/11/1995]',1.035,-0.732,-0.508,95.025,27.050,-0.030,-0.465
'[14:00:59.608 24/11/1995]',1.106,-0.811,-0.635,95.025,27.125,-0.028,-0.468
'[14:00:59.610 24/11/1995]',1.177,-0.889,-0.743,95.025,27.125,-0.028,-0.468
'[14:00:59.612 24/11/1995]',1.186,-,-0.840,95.025,27.125,-0.028,-0.468
'[14:00:59.614 24/11/1995]',1.196,-,-0.889,95.025,27.125,-0.028,-0.468
'[14:00:59.616 24/11/1995]',1.133,-,-,94.950,27.175,-0.030,-0.471
'[14:00:59.618 24/11/1995]',1.069,-,-,94.950,27.175,-0.030,-0.471
'[14:00:59.620 24/11/1995]',0.947,-,-0.909,94.950,27.175,-0.030,-0.471
'[14:00:59.622 24/11/1995]',0.825,-0.905,-0.880,94.950,27.175,-0.030,-0.471
'[14:00:59.624 24/11/1995]',0.682,-0.852,-0.811,94.800,27.175,-0.030,-0.473
'[14:00:59.626 24/11/1995]',0.540,-0.798,-0.733,94.800,27.175,-0.030,-0.473
'[14:00:59.628 24/11/1995]',0.416,-0.732,-0.665,94.800,27.175,-0.030,-0.473
'[14:00:59.630 24/11/1995]',0.293,-0.665,-0.576,94.800,27.175,-0.030,-0.473
'[14:00:59.632 24/11/1995]',0.213,-0.592,-0.488,94.725,27.125,-0.030,-0.475
'[14:00:59.634 24/11/1995]',0.133,-0.519,-0.420,94.725,27.125,-0.030,-0.475
'[14:00:59.636 24/11/1995]',0.096,-0.448,-0.351,94.725,27.125,-0.030,-0.475
'[14:00:59.638 24/11/1995]',0.059,-0.376,-0.293,94.725,27.125,-0.030,-0.475
'[14:00:59.640 24/11/1995]',0.051,-0.314,-0.224,94.500,26.950,-0.030,-0.477
'[14:00:59.642 24/11/1995]',0.043,-0.252,-0.156,94.500,26.950,-0.030,-0.477
'[14:00:59.644 24/11/1995]',0.046,-0.203,-0.087,94.500,26.950,-0.030,-0.477
'[14:00:59.646 24/11/1995]',0.048,-0.154,-0.038,94.500,26.950,-0.030,-0.477
'[14:00:59.648 24/11/1995]',0.051,-0.119,0.001,94.350,26.600,-0.028,-0.479
'[14:00:59.650 24/11/1995]',0.053,-0.084,0.010,94.350,26.600,-0.028,-0.479
'[14:00:59.652 24/11/1995]',0.053,-0.059,0.020,94.350,26.600,-0.028,-0.479
'[14:00:59.654 24/11/1995]',0.053,-0.034,0.030,94.350,26.600,-0.028,-0.479
'[14:00:59.656 24/11/1995]',0.052,-0.016,0.040,94.050,26.175,-0.028,-0.480
'[14:00:59.658 24/11/1995]',0.051,0.003,0.040,94.050,26.175,-0.028,-0.480
'[14:00:59.660 24/11/1995]',0.051,0.014,0.059,94.050,26.175,-0.028,-0.480
'[14:00:59.662 24/11/1995]',0.051,0.025,0.079,94.050,26.175,-0.028,-0.480
'[14:00:59.664 24/11/1995]',0.052,0.027,0.099,93.750,25.700,-0.030,-0.482
'[14:00:59.666 24/11/1995]',0.053,0.029,0.099,93.750,25.700,-0.030,-0.482
'[14:00:59.668 24/11/1995]',0.054,0.023,0.099,93.750,25.700,-0.030,-0.482
'[14:00:59.670 24/11/1995]',0.055,0.018,0.089,93.750,25.700,-0.030,-0.482
'[14:00:59.672 24/11/1995]',0.057,0.011,0.079,93.450,25.300,-0.028,-0.484
'[14:00:59.674 24/11/1995]',0.059,0.004,0.079,93.450,25.300,-0.028,-0.484
'[14:00:59.676 24/11/1995]',0.067,-0.002,0.050,93.450,25.300,-0.028,-0.484
'[14:00:59.678 24/11/1995]',0.074,-0.007,0.050,93.450,25.300,-0.028,-0.484
'[14:00:59.680 24/11/1995]',0.082,-0.008,0.040,93.000,25.000,-0.028,-0.487
'[14:00:59.682 24/11/1995]',0.090,-0.009,0.050,93.000,25.000,-0.028,-0.487
'[14:00:59.684 24/11/1995]',0.096,-0.005,0.050,93.000,25.000,-0.028,-0.487
'[14:00:59.686 24/11/1995]',0.101,-0.002,0.059,93.000,25.000,-0.028,-0.487
'[14:00:59.688 24/11/1995]',0.102,0.003,0.069,92.625,25.125,-0.032,-0.490
'[14:00:59.690 24/11/1995]',0.103,0.007,0.089,92.625,25.125,-0.032,-0.490
'[14:00:59.692 24/11/1995]',0.097,0.010,0.099,92.625,25.125,-0.032,-0.490
'[14:00:59.694 24/11/1995]',0.092,0.012,0.099,92.625,25.125,-0.032,-0.490
'[14:00:59.696 24/11/1995]',0.081,0.013,0.108,92.325,25.650,-0.032,-0.495
'[14:00:59.698 24/11/1995]',0.071,0.014,0.108,92.325,25.650,-0.032,-0.495
'[14:00:59.700 24/11/1995]',0.058,0.014,0.108,92.325,25.650,-0.032,-0.495
'[14:00:59.702 24/11/1995]',0.045,0.013,0.089,92.325,25.650,-0.032,-0.495
'[14:00:59.704 24/11/1995]',0.037,0.015,0.069,91.950,26.650,-0.032,-0.501
'[14:00:59.706 24/11/1995]',0.029,0.017,0.050,91.950,26.650,-0.032,-0.501
'[14:00:59.708 24/11/1995]',0.025,0.020,0.050,91.950,26.650,-0.032,-0.501
'[14:00:59.710 24/11/1995]',0.021,0.022,0.050,91.950,26.650,-0.032,-0.501
'[14:00:59.712 24/11/1995]',0.021,0.022,0.050,91.575,27.825,-0.032,-0.508
'[14:00:59.714 24/11/1995]',0.021,0.022,0.059,91.575,27.825,-0.032,-0.508
'[14:00:59.716 24/11/1995]',0.023,0.020,0.069,91.575,27.825,-0.032,-0.508
'[14:00:59.718 24/11/1995]',0.026,0.017,0.079,91.575,27.825,-0.032,-0.508
'[14:00:59.720 24/11/1995]',0.030,0.013,0.079,91.050,28.875,-0.032,-0.517
'[14:00:59.722 24/11/1995]',0.034,0.010,0.050,91.050,28.875,-0.032,-0.517
'[14:00:59.724 24/11/1995]',0.039,0.008,0.040,91.050,28.875,-0.032,-0.517
'[14:00:59.726 24/11/1995]',0.043,0.005,0.030,91.050,28.875,-0.032,-0.517
'[14:00:59.728 24/11/1995]',0.045,0.008,0.030,90.525,29.625,-0.032,-0.527
'[14:00:59.730 24/11/1995]',0.047,0.010,0.040,90.525,29.625,-0.032,-0.527
'[14:00:59.732 24/11/1995]',0.047,0.017,0.050,90.525,29.625,-0.032,-0.527
'[14:00:59.734 24/11/1995]',0.047,0.024,0.050,90.525,29.625,-0.032,-0.527
'[14:00:59.736 24/11/1995]',0.047,0.034,0.069,89.850,30.225,-0.032,-0.538
'[14:00:59.738 24/11/1995]',0.047,0.044,0.069,89.850,30.225,-0.032,-0.538
'[14:00:59.740 24/11/1995]',0.047,0.053,0.069,89.850,30.225,-0.032,-0.538
'[14:00:59.742 24/11/1995]',0.047,0.062,0.069,89.850,30.225,-0.032,-0.538
'[14:00:59.744 24/11/1995]',0.047,0.069,0.079,89.250,30.525,-0.033,-0.548
'[14:00:59.746 24/11/1995]',0.047,0.076,0.099,89.250,30.525,-0.033,-0.548
'[14:00:59.748 24/11/1995]',0.047,0.079,0.099,89.250,30.525,-0.033,-0.548
'[14:00:59.750 24/11/1995]',0.048,0.081,0.099,89.250,30.525,-0.033,-0.548
'[14:00:59.752 24/11/1995]',0.050,0.078,0.099,88.725,30.575,-0.033,-0.558
'[14:00:59.754 24/11/1995]',0.051,0.074,0.099,88.725,30.575,-0.033,-0.558
'[14:00:59.756 24/11/1995]',0.053,0.064,0.099,88.725,30.575,-0.033,-0.558
'[14:00:59.758 24/11/1995]',0.055,0.054,0.099,88.725,30.575,-0.033,-0.558
'[14:00:59.760 24/11/1995]',0.057,0.039,0.089,88.425,30.400,-0.033,-0.568
'[14:00:59.762 24/11/1995]',0.059,0.024,0.079,88.425,30.400,-0.033,-0.568
'[14:00:59.764 24/11/1995]',0.063,0.012,0.069,88.425,30.400,-0.033,-0.568
'[14:00:59.766 24/11/1995]',0.066,0.000,0.059,88.425,30.400,-0.033,-0.568
'[14:00:59.768 24/11/1995]',0.068,-0.006,0.050,88.575,30.175,-0.033,-0.577
'[14:00:59.770 24/11/1995]',0.069,-0.012,0.030,88.575,30.175,-0.033,-0.577
'[14:00:59.772 24/11/1995]',0.070,-0.010,0.010,88.575,30.175,-0.033,-0.577
'[14:00:59.774 24/11/1995]',0.071,-0.008,0.020,88.575,30.175,-0.033,-0.577
'[14:00:59.776 24/11/1995]',0.071,-0.001,0.030,89.550,30.050,-0.033,-0.584
'[14:00:59.778 24/11/1995]',0.071,0.006,0.030,89.550,30.050,-0.033,-0.584
'[14:00:59.780 24/11/1995]',0.072,0.016,0.040,89.550,30.050,-0.033,-0.584
'[14:00:59.782 24/11/1995]',0.072,0.026,0.059,89.550,30.050,-0.033,-0.584
'[14:00:59.784 24/11/1995]',0.074,0.035,0.059,91.875,30.175,-0.035,-0.590
'[14:00:59.786 24/11/1995]',0.076,0.045,0.059,91.875,30.175,-0.035,-0.590
'[14:00:59.788 24/11/1995]',0.076,0.052,0.050,91.875,30.175,-0.035,-0.590
'[14:00:59.790 24/11/1995]',0.076,0.060,0.050,91.875,30.175,-0.035,-0.590
'[14:00:59.792 24/11/1995]',0.076,0.065,0.059,95.625,30.525,-0.036,-0.595
'[14:00:59.794 24/11/1995]',0.077,0.070,0.069,95.625,30.525,-0.036,-0.595
'[14:00:59.796 24/11/1995]',0.080,0.069,0.079,95.625,30.525,-0.036,-0.595
'[14:00:59.798 24/11/1995]',0.084,0.069,0.089,95.625,30.525,-0.036,-0.595
'[14:00:59.800 24/11/1995]',0.090,0.064,0.089,101.175,30.925,-0.036,-0.599
'[14:00:59.802 24/11/1995]',0.096,0.059,0.089,101.175,30.925,-0.036,-0.599
'[14:00:59.804 24/11/1995]',0.103,0.054,0.069,101.175,30.925,-0.036,-0.599
'[14:00:59.806 24/11/1995]',0.109,0.050,0.050,101.175,30.925,-0.036,-0.599
'[14:00:59.808 24/11/1995]',0.117,0.048,0.050,108.075,31.325,-0.037,-0.601
'[14:00:59.810 24/11/1995]',0.124,0.045,0.050,108.075,31.325,-0.037,-0.601
'[14:00:59.812 24/11/1995]',0.128,0.045,0.050,108.075,31.325,-0.037,-0.601
'[14:00:59.814 24/11/1995]',0.132,0.044,0.059,108.075,31.325,-0.037,-0.601
'[14:00:59.816 24/11/1995]',0.133,0.041,0.069,116.100,31.750,-0.037,-0.601
'[14:00:59.818 24/11/1995]',0.135,0.039,0.069,116.100,31.750,-0.037,-0.601
'[14:00:59.820 24/11/1995]',0.136,0.031,0.079,116.100,31.750,-0.037,-0.601
'[14:00:59.822 24/11/1995]',0.137,0.023,0.059,116.100,31.750,-0.037,-0.601
'[14:00:59.824 24/11/1995]',0.139,0.012,0.050,124.800,32.325,-0.037,-0.600
'[14:00:59.826 24/11/1995]',0.141,0.000,0.030,124.800,32.325,-0.037,-0.600
'[14:00:59.828 24/11/1995]',0.145,-0.012,0.020,124.800,32.325,-0.037,-0.600
'[14:00:59.830 24/11/1995]',0.150,-0.023,0.010,124.800,32.325,-0.037,-0.600
'[14:00:59.832 24/11/1995]',0.154,-0.029,0.001,133.575,33.100,-0.036,-0.598
'[14:00:59.834 24/11/1995]',0.159,-0.034,0.001,133.575,33.100,-0.036,-0.598
'[14:00:59.836 24/11/1995]',0.162,-0.035,0.001,133.575,33.100,-0.036,-0.598
'[14:00:59.838 24/11/1995]',0.166,-0.036,-0.009,133.575,33.100,-0.036,-0.598
'[14:00:59.840 24/11/1995]',0.170,-0.036,0.001,141.750,34.025,-0.035,-0.595
'[14:00:59.842 24/11/1995]',0.174,-0.036,0.001,141.750,34.025,-0.035,-0.595
'[14:00:59.844 24/11/1995]',0.178,-0.037,0.001,141.750,34.025,-0.035,-0.595
'[14:00:59.846 24/11/1995]',0.183,-0.038,0.001,141.750,34.025,-0.035,-0.595
'[14:00:59.848 24/11/1995]',0.191,-0.041,0.001,148.800,35.150,-0.035,-0.592
'[14:00:59.850 24/11/1995]',0.199,-0.045,0.001,148.800,35.150,-0.035,-0.592
'[14:00:59.852 24/11/1995]',0.209,-0.047,-0.019,148.800,35.150,-0.035,-0.592
'[14:00:59.854 24/11/1995]',0.219,-0.050,-0.029,148.800,35.150,-0.035,-0.592
'[14:00:59.856 24/11/1995]',0.229,-0.049,-0.029,154.350,36.250,-0.032,-0.589
'[14:00:59.858 24/11/1995]',0.240,-0.048,-0.029,154.350,36.250,-0.032,-0.589
'[14:00:59.860 24/11/1995]',0.247,-0.045,-0.029,154.350,36.250,-0.032,-0.589
'[14:00:59.862 24/11/1995]',0.254,-0.042,-0.029,154.350,36.250,-0.032,-0.589
'[14:00:59.864 24/11/1995]',0.257,-0.039,-0.029,158.175,37.375,-0.026,-0.585
'[14:00:59.866 24/11/1995]',0.260,-0.036,-0.019,158.175,37.375,-0.026,-0.585
'[14:00:59.868 24/11/1995]',0.262,-0.034,-0.029,158.175,37.375,-0.026,-0.585
'[14:00:59.870 24/11/1995]',0.264,-0.032,-0.029,158.175,37.375,-0.026,-0.585
'[14:00:59.872 24/11/1995]',0.265,-0.031,-0.029,160.125,38.475,-0.022,-0.581
'[14:00:59.874 24/11/1995]',0.267,-0.030,-0.029,160.125,38.475,-0.022,-0.581
'[14:00:59.876 24/11/1995]',0.273,-0.032,-0.029,160.125,38.475,-0.022,-0.581
'[14:00:59.878 24/11/1995]',0.278,-0.033,-0.029,160.125,38.475,-0.022,-0.581
'[14:00:59.880 24/11/1995]',0.285,-0.036,-0.029,160.650,39.550,-0.016,-0.577
'[14:00:59.882 24/11/1995]',0.293,-0.039,-0.029,160.650,39.550,-0.016,-0.577
'[14:00:59.884 24/11/1995]',0.301,-0.045,-0.048,160.650,39.550,-0.016,-0.577
'[14:00:59.886 24/11/1995]',0.309,-0.052,-0.048,160.650,39.550,-0.016,-0.577
'[14:00:59.888 24/11/1995]',0.317,-0.061,-0.068,159.975,40.475,-0.009,-0.573
'[14:00:59.890 24/11/1995]',0.325,-0.070,-0.068,159.975,40.475,-0.009,-0.573
'[14:00:59.892 24/11/1995]',0.332,-0.081,-0.058,159.975,40.475,-0.009,-0.573
'[14:00:59.894 24/11/1995]',0.339,-0.092,-0.068,159.975,40.475,-0.009,-0.573
'[14:00:59.896 24/11/1995]',0.344,-0.101,-0.068,158.550,41.275,0.000,-0.568
'[14:00:59.898 24/11/1995]',0.349,-0.111,-0.078,158.550,41.275,0.000,-0.568
'[14:00:59.900 24/11/1995]',0.354,-0.114,-0.078,158.550,41.275,0.000,-0.568
'[14:00:59.902 24/11/1995]',0.359,-0.118,-0.087,158.550,41.275,0.000,-0.568
'[14:00:59.904 24/11/1995]',0.362,-0.115,-0.097,156.825,41.975,0.009,-0.564
'[14:00:59.906 24/11/1995]',0.365,-0.112,-0.097,156.825,41.975,0.009,-0.564
'[14:00:59.908 24/11/1995]',0.367,-0.104,-0.097,156.825,41.975,0.009,-0.564
'[14:00:59.910 24/11/1995]',0.370,-0.097,-0.087,156.825,41.975,0.009,-0.564
'[14:00:59.912 24/11/1995]',0.371,-0.092,-0.087,155.025,42.575,0.020,-0.559
'[14:00:59.914 24/11/1995]',0.373,-0.087,-0.068,155.025,42.575,0.020,-0.559
'[14:00:59.916 24/11/1995]',0.375,-0.084,-0.068,155.025,42.575,0.020,-0.559
'[14:00:59.918 24/11/1995]',0.376,-0.082,-0.068,155.025,42.575,0.020,-0.559
'[14:00:59.920 24/11/1995]',0.379,-0.084,-0.078,153.300,43.050,0.028,-0.554
'[14:00:59.922 24/11/1995]',0.383,-0.086,-0.097,153.300,43.050,0.028,-0.554
'[14:00:59.924 24/11/1995]',0.385,-0.089,-0.097,153.300,43.050,0.028,-0.554
'[14:00:59.926 24/11/1995]',0.387,-0.093,-0.117,153.300,43.050,0.028,-0.554
'[14:00:59.928 24/11/1995]',0.388,-0.095,-0.107,151.875,43.450,0.037,-0.550
'[14:00:59.930 24/11/1995]',0.389,-0.098,-0.107,151.875,43.450,0.037,-0.550
'[14:00:59.932 24/11/1995]',0.387,-0.099,-0.107,151.875,43.450,0.037,-0.550
'[14:00:59.934 24/11/1995]',0.386,-0.099,-0.097,151.875,43.450,0.037,-0.550
'[14:00:59.936 24/11/1995]',0.383,-0.098,-0.107,150.825,43.675,0.045,-0.545
'[14:00:59.938 24/11/1995]',0.379,-0.097,-0.097,150.825,43.675,0.045,-0.545
'[14:00:59.940 24/11/1995]',0.375,-0.096,-0.107,150.825,43.675,0.045,-0.545
'[14:00:59.942 24/11/1995]',0.371,-0.095,-0.107,150.825,43.675,0.045,-0.545
'[14:00:59.944 24/11/1995]',0.370,-0.093,-0.107,150.150,43.925,0.051,-0.541
'[14:00:59.946 24/11/1995]',0.368,-0.091,-0.117,150.150,43.925,0.051,-0.541
'[14:00:59.948 24/11/1995]',0.370,-0.090,-0.117,150.150,43.925,0.051,-0.541
'[14:00:59.950 24/11/1995]',0.371,-0.089,-0.107,150.150,43.925,0.051,-0.541
'[14:00:59.952 24/11/1995]',0.374,-0.091,-0.097,149.775,43.925,0.056,-0.536
'[14:00:59.954 24/11/1995]',0.376,-0.093,-0.097,149.775,43.925,0.056,-0.536
'[14:00:59.956 24/11/1995]',0.378,-0.096,-0.097,149.775,43.925,0.056,-0.536
'[14:00:59.958 24/11/1995]',0.379,-0.100,-0.097,149.775,43.925,0.056,-0.536
'[14:00:59.960 24/11/1995]',0.377,-0.104,-0.097,149.775,43.850,0.060,-0.531
'[14:00:59.962 24/11/1995]',0.375,-0.108,-0.097,149.775,43.850,0.060,-0.531
'[14:00:59.964 24/11/1995]',0.368,-0.109,-0.097,149.775,43.850,0.060,-0.531
'[14:00:59.966 24/11/1995]',0.362,-0.111,-0.097,149.775,43.850,0.060,-0.531
'[14:00:59.968 24/11/1995]',0.353,-0.109,-0.097,150.000,43.625,0.064,-0.527
'[14:00:59.970 24/11/1995]',0.344,-0.108,-0.097,150.000,43.625,0.064,-0.527
'[14:00:59.972 24/11/1995]',0.338,-0.108,-0.107,150.000,43.625,0.064,-0.527
'[14:00:59.974 24/11/1995]',0.333,-0.108,-0.107,150.000,43.625,0.064,-0.527
'[14:00:59.976 24/11/1995]',0.330,-0.114,-0.097,150.375,43.275,0.067,-0.524
'[14:00:59.978 24/11/1995]',0.326,-0.120,-0.097,150.375,43.275,0.067,-0.524
'[14:00:59.980 24/11/1995]',0.324,-0.132,-0.097,150.375,43.275,0.067,-0.524
'[14:00:59.982 24/11/1995]',0.322,-0.143,-0.087,150.375,43.275,0.067,-0.524
'[14:00:59.984 24/11/1995]',0.318,-0.154,-0.078,150.900,42.875,0.067,-0.521
'[14:00:59.986 24/11/1995]',0.314,-0.165,-0.097,150.900,42.875,0.067,-0.521
'[14:00:59.988 24/11/1995]',0.309,-0.169,-0.097,150.900,42.875,0.067,-0.521
'[14:00:59.990 24/11/1995]',0.305,-0.173,-0.097,150.900,42.875,0.067,-0.521
'[14:00:59.992 24/11/1995]',0.300,-0.168,-0.117,151.350,42.400,0.067,-0.518
'[14:00:59.994 24/11/1995]',0.294,-0.163,-0.107,151.350,42.400,0.067,-0.518
'[14:00:59.996 24/11/1995]',0.286,-0.153,-0.097,151.350,42.400,0.067,-0.518
'[14:00:59.998 24/11/1995]',0.278,-0.142,-0.087,151.350,42.400,0.067,-0.518
'[14:01:00.000 24/11/1995]',0.268,-0.129,-0.087,151.875,41.875,0.068,-0.515
'[14:01:00.002 24/11/1995]',0.257,-0.116,-0.078,151.875,41.875,0.068,-0.515
'[14:01:00.004 24/11/1995]',0.243,-0.104,-0.068,151.875,41.875,0.068,-0.515
'[14:01:00.006 24/11/1995]',0.228,-0.093,-0.068,151.875,41.875,0.068,-0.515
'[14:01:00.008 24/11/1995]',0.214,-0.085,-0.058,152.100,41.275,0.070,-0.511
'[14:01:00.010 24/11/1995]',0.199,-0.078,-0.038,152.100,41.275,0.070,-0.511
'[14:01:00.012 24/11/1995]',0.185,-0.072,-0.029,152.100,41.275,0.070,-0.511
'[14:01:00.014 24/11/1995]',0.170,-0.066,-0.019,152.100,41.275,0.070,-0.511
'[14:01:00.016 24/11/1995]',0.159,-0.061,-0.009,152.100,40.700,0.068,-0.508
'[14:01:00.018 24/11/1995]',0.148,-0.056,-0.019,152.100,40.700,0.068,-0.508
'[14:01:00.020 24/11/1995]',0.140,-0.051,-0.029,152.100,40.700,0.068,-0.508
'[14:01:00.022 24/11/1995]',0.132,-0.045,-0.029,152.100,40.700,0.068,-0.508
'[14:01:00.024 24/11/1995]',0.127,-0.042,-0.038,151.950,40.000,0.070,-0.504
'[14:01:00.026 24/11/1995]',0.122,-0.038,-0.029,151.950,40.000,0.070,-0.504
'[14:01:00.028 24/11/1995]',0.117,-0.038,-0.009,151.950,40.000,0.070,-0.504
'[14:01:00.030 24/11/1995]',0.113,-0.038,0.001,151.950,40.000,0.070,-0.504
'[14:01:00.032 24/11/1995]',0.108,-0.042,0.001,151.350,39.250,0.068,-0.499
'[14:01:00.034 24/11/1995]',0.103,-0.045,0.001,151.350,39.250,0.068,-0.499
'[14:01:00.036 24/11/1995]',0.096,-0.050,-0.019,151.350,39.250,0.068,-0.499
'[14:01:00.038 24/11/1995]',0.090,-0.054,-0.029,151.350,39.250,0.068,-0.499
'[14:01:00.040 24/11/1995]',0.082,-0.054,-0.029,150.450,38.550,0.070,-0.494
'[14:01:00.042 24/11/1995]',0.074,-0.055,-0.019,150.450,38.550,0.070,-0.494
'[14:01:00.044 24/11/1995]',0.067,-0.054,-0.009,150.450,38.550,0.070,-0.494
'[14:01:00.046 24/11/1995]',0.059,-0.053,0.001,150.450,38.550,0.070,-0.494
'[14:01:00.048 24/11/1995]',0.052,-0.050,0.010,149.100,37.775,0.068,-0.488
'[14:01:00.050 24/11/1995]',0.045,-0.046,0.020,149.100,37.775,0.068,-0.488
'[14:01:00.052 24/11/1995]',0.039,-0.042,0.001,149.100,37.775,0.068,-0.488
'[14:01:00.054 24/11/1995]',0.032,-0.037,0.001,149.100,37.775,0.068,-0.488
'[14:01:00.056 24/11/1995]',0.029,-0.029,-0.009,147.300,37.025,0.070,-0.482
'[14:01:00.058 24/11/1995]',0.026,-0.021,-0.019,147.300,37.025,0.070,-0.482
'[14:01:00.060 24/11/1995]',0.022,-0.009,0.001,147.300,37.025,0.070,-0.482
'[14:01:00.062 24/11/1995]',0.018,0.004,0.001,147.300,37.025,0.070,-0.482
'[14:01:00.064 24/11/1995]',0.013,0.018,0.040,144.900,36.325,0.070,-0.477
'[14:01:00.066 24/11/1995]',0.008,0.033,0.050,144.900,36.325,0.070,-0.477
'[14:01:00.068 24/11/1995]',0.004,0.044,0.050,144.900,36.325,0.070,-0.477
'[14:01:00.070 24/11/1995]',0.000,0.055,0.050,144.900,36.325,0.070,-0.477
'[14:01:00.072 24/11/1995]',-0.002,0.058,0.050,141.975,35.675,0.068,-0.472
'[14:01:00.074 24/11/1995]',-0.003,0.061,0.059,141.975,35.675,0.068,-0.472
'[14:01:00.076 24/11/1995]',-0.004,0.056,0.059,141.975,35.675,0.068,-0.472
'[14:01:00.078 24/11/1995]',-0.005,0.052,0.059,141.975,35.675,0.068,-0.472
'[14:01:00.080 24/11/1995]',-0.006,0.045,0.059,138.450,35.200,0.070,-0.469
'[14:01:00.082 24/11/1995]',-0.006,0.038,0.050,138.450,35.200,0.070,-0.469
'[14:01:00.084 24/11/1995]',-0.006,0.032,0.040,138.450,35.200,0.070,-0.469
'[14:01:00.086 24/11/1995]',-0.006,0.026,0.030,138.450,35.200,0.070,-0.469
'[14:01:00.088 24/11/1995]',-0.007,0.025,0.020,134.400,34.725,0.068,-0.466
'[14:01:00.090 24/11/1995]',-0.008,0.023,0.020,134.400,34.725,0.068,-0.466
'[14:01:00.092 24/11/1995]',-0.010,0.027,0.030,134.400,34.725,0.068,-0.466
'[14:01:00.094 24/11/1995]',-0.013,0.031,0.050,134.400,34.725,0.068,-0.466
'[14:01:00.096 24/11/1995]',-0.015,0.039,0.050,130.050,34.325,0.068,-0.463
'[14:01:00.098 24/11/1995]',-0.018,0.046,0.050,130.050,34.325,0.068,-0.463
'[14:01:00.100 24/11/1995]',-0.018,0.056,0.040,130.050,34.325,0.068,-0.463
'[14:01:00.102 24/11/1995]',-0.019,0.066,0.040,130.050,34.325,0.068,-0.463
'[14:01:00.104 24/11/1995]',-0.022,0.077,0.050,125.625,33.925,0.067,-0.460
'[14:01:00.106 24/11/1995]',-0.024,0.088,0.050,125.625,33.925,0.067,-0.460
'[14:01:00.108 24/11/1995]',-0.024,0.096,0.069,125.625,33.925,0.067,-0.460
'[14:01:00.110 24/11/1995]',-0.024,0.104,0.089,125.625,33.925,0.067,-0.460
'[14:01:00.112 24/11/1995]',-0.024,0.105,0.099,121.575,33.550,0.065,-0.458
'[14:01:00.114 24/11/1995]',-0.024,0.106,0.099,121.575,33.550,0.065,-0.458
'[14:01:00.116 24/11/1995]',-0.025,0.098,0.089,121.575,33.550,0.065,-0.458
'[14:01:00.118 24/11/1995]',-0.026,0.090,0.079,121.575,33.550,0.065,-0.458
'[14:01:00.120 24/11/1995]',-0.027,0.076,0.069,118.200,33.275,0.064,-0.456
'[14:01:00.122 24/11/1995]',-0.029,0.062,0.059,118.200,33.275,0.064,-0.456
'[14:01:00.124 24/11/1995]',-0.031,0.047,0.050,118.200,33.275,0.064,-0.456
'[14:01:00.126 24/11/1995]',-0.034,0.031,0.059,118.200,33.275,0.064,-0.456
'[14:01:00.128 24/11/1995]',-0.037,0.019,0.050,115.500,33.100,0.060,-0.453
'[14:01:00.130 24/11/1995]',-0.040,0.007,0.050,115.500,33.100,0.060,-0.453
'[14:01:00.132 24/11/1995]',-0.043,-0.000,0.050,115.500,33.100,0.060,-0.453
'[14:01:00.134 24/11/1995]',-0.045,-0.008,0.040,115.500,33.100,0.060,-0.453
'[14:01:00.136 24/11/1995]',-0.045,-0.012,0.020,113.700,33.100,0.056,-0.449
'[14:01:00.138 24/11/1995]',-0.045,-0.016,0.001,113.700,33.100,0.056,-0.449
'[14:01:00.140 24/11/1995]',-0.044,-0.018,0.001,113.700,33.100,0.056,-0.449
'[14:01:00.142 24/11/1995]',-0.043,-0.020,0.001,113.700,33.100,0.056,-0.449
'[14:01:00.144 24/11/1995]',-0.041,-0.019,0.001,112.650,33.275,0.052,-0.444
