'Time and date','III ','I ','V ','ABP ','PAP ','PLETH ','RESP '
'[08:16:12.580 26/10/1994]',-0.032,0.100,0.022,71.250,26.062,0.537,0.577
'[08:16:12.582 26/10/1994]',-0.027,0.100,0.022,71.250,26.062,0.537,0.577
'[08:16:12.584 26/10/1994]',-0.019,0.111,0.022,69.100,25.012,0.514,0.548
'[08:16:12.586 26/10/1994]',-0.011,0.111,0.022,69.100,25.012,0.514,0.548
'[08:16:12.588 26/10/1994]',-0.004,0.100,0.022,69.100,25.012,0.514,0.548
'[08:16:12.590 26/10/1994]',0.004,0.044,0.011,69.100,25.012,0.514,0.548
'[08:16:12.592 26/10/1994]',0.007,-0.547,-0.076,67.100,24.137,0.484,0.513
'[08:16:12.594 26/10/1994]',0.011,-0.942,-0.142,67.100,24.137,0.484,0.513
'[08:16:12.596 26/10/1994]',0.010,-,-0.164,67.100,24.137,0.484,0.513
'[08:16:12.598 26/10/1994]',0.009,-,-0.174,67.100,24.137,0.484,0.513
'[08:16:12.600 26/10/1994]',0.004,-,-0.153,65.200,23.550,0.450,0.472
'[08:16:12.602 26/10/1994]',-0.002,-,-0.142,65.200,23.550,0.450,0.472
'[08:16:12.604 26/10/1994]',-0.009,-0.986,-0.131,65.200,23.550,0.450,0.472
'[08:16:12.606 26/10/1994]',-0.017,-0.942,-0.131,65.200,23.550,0.450,0.472
'[08:16:12.608 26/10/1994]',-0.022,-0.898,-0.120,63.250,23.375,0.411,0.429
'[08:16:12.610 26/10/1994]',-0.028,-0.855,-0.109,63.250,23.375,0.411,0.429
'[08:16:12.612 26/10/1994]',-0.032,-0.788,-0.098,63.250,23.375,0.411,0.429
'[08:16:12.614 26/10/1994]',-0.035,-0.701,-0.087,63.250,23.375,0.411,0.429
'[08:16:12.616 26/10/1994]',-0.039,-0.592,-0.076,61.500,23.550,0.369,0.390
'[08:16:12.618 26/10/1994]',-0.043,-0.481,-0.054,61.500,23.550,0.369,0.390
'[08:16:12.620 26/10/1994]',-0.049,-0.416,-0.043,61.500,23.550,0.369,0.390
'[08:16:12.622 26/10/1994]',-0.055,-0.394,-0.043,61.500,23.550,0.369,0.390
'[08:16:12.624 26/10/1994]',-0.061,-0.394,-0.043,59.800,23.962,0.323,0.353
'[08:16:12.626 26/10/1994]',-0.067,-0.295,-0.032,59.800,23.962,0.323,0.353
'[08:16:12.628 26/10/1994]',-0.071,-0.164,-0.010,59.800,23.962,0.323,0.353
'[08:16:12.630 26/10/1994]',-0.076,-0.043,0.001,59.800,23.962,0.323,0.353
'[08:16:12.632 26/10/1994]',-0.079,0.176,0.022,58.150,24.488,0.275,0.318
'[08:16:12.634 26/10/1994]',-0.081,0.330,0.056,58.150,24.488,0.275,0.318
'[08:16:12.636 26/10/1994]',-0.080,0.483,0.067,58.150,24.488,0.275,0.318
'[08:16:12.638 26/10/1994]',-0.079,0.604,0.088,58.150,24.488,0.275,0.318
'[08:16:12.640 26/10/1994]',-0.075,0.647,0.088,56.600,25.012,0.224,0.287
'[08:16:12.642 26/10/1994]',-0.072,0.680,0.100,56.600,25.012,0.224,0.287
'[08:16:12.644 26/10/1994]',-0.069,0.714,0.100,56.600,25.012,0.224,0.287
'[08:16:12.646 26/10/1994]',-0.065,0.625,0.088,56.600,25.012,0.224,0.287
'[08:16:12.648 26/10/1994]',-0.061,0.516,0.067,55.150,25.363,0.172,0.261
'[08:16:12.650 26/10/1994]',-0.058,0.472,0.056,55.150,25.363,0.172,0.261
'[08:16:12.652 26/10/1994]',-0.056,0.417,0.056,55.150,25.363,0.172,0.261
'[08:16:12.654 26/10/1994]',-0.054,0.373,0.044,55.150,25.363,0.172,0.261
'[08:16:12.656 26/10/1994]',-0.052,0.362,0.044,53.900,25.712,0.119,0.239
'[08:16:12.658 26/10/1994]',-0.051,0.373,0.044,53.900,25.712,0.119,0.239
'[08:16:12.660 26/10/1994]',-0.049,0.362,0.044,53.900,25.712,0.119,0.239
'[08:16:12.662 26/10/1994]',-0.047,0.351,0.044,53.900,25.712,0.119,0.239
'[08:16:12.664 26/10/1994]',-0.045,0.330,0.034,52.750,25.950,0.065,0.223
'[08:16:12.666 26/10/1994]',-0.043,0.319,0.034,52.750,25.950,0.065,0.223
'[08:16:12.668 26/10/1994]',-0.042,0.297,0.034,52.750,25.950,0.065,0.223
'[08:16:12.670 26/10/1994]',-0.041,0.286,0.034,52.750,25.950,0.065,0.223
'[08:16:12.672 26/10/1994]',-0.041,0.253,0.022,51.750,26.188,0.011,0.209
'[08:16:12.674 26/10/1994]',-0.040,0.231,0.022,51.750,26.188,0.011,0.209
'[08:16:12.676 26/10/1994]',-0.040,0.209,0.022,51.750,26.188,0.011,0.209
'[08:16:12.678 26/10/1994]',-0.040,0.198,0.011,51.750,26.188,0.011,0.209
'[08:16:12.680 26/10/1994]',-0.040,0.176,0.011,50.900,26.300,-0.042,0.201
'[08:16:12.682 26/10/1994]',-0.040,0.176,0.011,50.900,26.300,-0.042,0.201
'[08:16:12.684 26/10/1994]',-0.040,0.176,0.011,50.900,26.300,-0.042,0.201
'[08:16:12.686 26/10/1994]',-0.040,0.165,0.011,50.900,26.300,-0.042,0.201
'[08:16:12.688 26/10/1994]',-0.040,0.154,0.011,50.200,26.363,-0.095,0.195
'[08:16:12.690 26/10/1994]',-0.039,0.143,0.011,50.200,26.363,-0.095,0.195
'[08:16:12.692 26/10/1994]',-0.037,0.133,0.011,50.200,26.363,-0.095,0.195
'[08:16:12.694 26/10/1994]',-0.036,0.121,0.001,50.200,26.363,-0.095,0.195
'[08:16:12.696 26/10/1994]',-0.035,0.121,0.011,49.650,26.425,-0.147,0.193
'[08:16:12.698 26/10/1994]',-0.033,0.133,0.011,49.650,26.425,-0.147,0.193
'[08:16:12.700 26/10/1994]',-0.031,0.143,0.011,49.650,26.425,-0.147,0.193
'[08:16:12.702 26/10/1994]',-0.029,0.143,0.011,49.650,26.425,-0.147,0.193
'[08:16:12.704 26/10/1994]',-0.027,0.133,0.011,49.350,26.425,-0.199,0.193
'[08:16:12.706 26/10/1994]',-0.025,0.121,0.011,49.350,26.425,-0.199,0.193
'[08:16:12.708 26/10/1994]',-0.023,0.111,0.011,49.350,26.425,-0.199,0.193
'[08:16:12.710 26/10/1994]',-0.021,0.100,0.001,49.350,26.425,-0.199,0.193
'[08:16:12.712 26/10/1994]',-0.020,0.100,0.011,49.250,26.425,-0.248,0.195
'[08:16:12.714 26/10/1994]',-0.019,0.111,0.011,49.250,26.425,-0.248,0.195
'[08:16:12.716 26/10/1994]',-0.018,0.121,0.011,49.250,26.425,-0.248,0.195
'[08:16:12.718 26/10/1994]',-0.017,0.121,0.011,49.250,26.425,-0.248,0.195
'[08:16:12.720 26/10/1994]',-0.017,0.121,0.011,49.300,26.363,-0.297,0.200
'[08:16:12.722 26/10/1994]',-0.016,0.121,0.011,49.300,26.363,-0.297,0.200
'[08:16:12.724 26/10/1994]',-0.015,0.121,0.011,49.300,26.363,-0.297,0.200
'[08:16:12.726 26/10/1994]',-0.014,0.121,0.011,49.300,26.363,-0.297,0.200
'[08:16:12.728 26/10/1994]',-0.012,0.133,0.011,49.600,26.250,-0.344,0.205
'[08:16:12.730 26/10/1994]',-0.010,0.133,0.011,49.600,26.250,-0.344,0.205
'[08:16:12.732 26/10/1994]',-0.009,0.133,0.011,49.600,26.250,-0.344,0.205
'[08:16:12.734 26/10/1994]',-0.008,0.143,0.011,49.600,26.250,-0.344,0.205
'[08:16:12.736 26/10/1994]',-0.007,0.133,0.011,50.000,26.125,-0.387,0.210
'[08:16:12.738 26/10/1994]',-0.006,0.133,0.011,50.000,26.125,-0.387,0.210
'[08:16:12.740 26/10/1994]',-0.004,0.100,0.001,50.000,26.125,-0.387,0.210
'[08:16:12.742 26/10/1994]',-0.001,0.088,0.001,50.000,26.125,-0.387,0.210
'[08:16:12.744 26/10/1994]',0.004,0.044,0.001,50.550,25.950,-0.428,0.210
'[08:16:12.746 26/10/1994]',0.008,0.001,-0.010,50.550,25.950,-0.428,0.210
'[08:16:12.748 26/10/1994]',0.013,-0.054,-0.010,50.550,25.950,-0.428,0.210
'[08:16:12.750 26/10/1994]',0.019,-0.174,-0.032,50.550,25.950,-0.428,0.210
'[08:16:12.752 26/10/1994]',0.022,-0.197,-0.043,51.200,25.663,-0.467,0.207
'[08:16:12.754 26/10/1994]',0.026,-0.438,-0.076,51.200,25.663,-0.467,0.207
'[08:16:12.756 26/10/1994]',0.025,-0.788,-0.131,51.200,25.663,-0.467,0.207
'[08:16:12.758 26/10/1994]',0.025,-,-0.174,51.200,25.663,-0.467,0.207
'[08:16:12.760 26/10/1994]',0.022,-,-0.185,51.950,25.363,-0.500,0.201
'[08:16:12.762 26/10/1994]',0.019,-,-0.174,51.950,25.363,-0.500,0.201
'[08:16:12.764 26/10/1994]',0.014,-,-0.153,51.950,25.363,-0.500,0.201
'[08:16:12.766 26/10/1994]',0.009,-0.931,-0.142,51.950,25.363,-0.500,0.201
'[08:16:12.768 26/10/1994]',0.004,-0.822,-0.120,52.650,24.950,-0.530,0.193
'[08:16:12.770 26/10/1994]',-0.002,-0.756,-0.109,52.650,24.950,-0.530,0.193
'[08:16:12.772 26/10/1994]',-0.006,-0.734,-0.109,52.650,24.950,-0.530,0.193
'[08:16:12.774 26/10/1994]',-0.010,-0.734,-0.109,52.650,24.950,-0.530,0.193
'[08:16:12.776 26/10/1994]',-0.013,-0.723,-0.109,53.400,24.488,-0.555,0.184
'[08:16:12.778 26/10/1994]',-0.016,-0.679,-0.098,53.400,24.488,-0.555,0.184
'[08:16:12.780 26/10/1994]',-0.018,-0.614,-0.087,53.400,24.488,-0.555,0.184
'[08:16:12.782 26/10/1994]',-0.020,-0.514,-0.076,53.400,24.488,-0.555,0.184
'[08:16:12.784 26/10/1994]',-0.021,-0.438,-0.065,54.150,23.962,-0.574,0.176
'[08:16:12.786 26/10/1994]',-0.023,-0.394,-0.054,54.150,23.962,-0.574,0.176
'[08:16:12.788 26/10/1994]',-0.024,-0.394,-0.054,54.150,23.962,-0.574,0.176
'[08:16:12.790 26/10/1994]',-0.025,-0.416,-0.065,54.150,23.962,-0.574,0.176
'[08:16:12.792 26/10/1994]',-0.026,-0.438,-0.065,54.900,23.375,-0.588,0.169
'[08:16:12.794 26/10/1994]',-0.027,-0.438,-0.065,54.900,23.375,-0.588,0.169
'[08:16:12.796 26/10/1994]',-0.026,-0.405,-0.054,54.900,23.375,-0.588,0.169
'[08:16:12.798 26/10/1994]',-0.026,-0.339,-0.043,54.900,23.375,-0.588,0.169
'[08:16:12.800 26/10/1994]',-0.026,-0.263,-0.043,55.600,22.850,-0.595,0.161
'[08:16:12.802 26/10/1994]',-0.026,-0.207,-0.032,55.600,22.850,-0.595,0.161
'[08:16:12.804 26/10/1994]',-0.026,-0.218,-0.032,55.600,22.850,-0.595,0.161
'[08:16:12.806 26/10/1994]',-0.027,-0.263,-0.043,55.600,22.850,-0.595,0.161
'[08:16:12.808 26/10/1994]',-0.029,-0.306,-0.043,56.250,22.375,-0.596,0.152
'[08:16:12.810 26/10/1994]',-0.030,-0.328,-0.043,56.250,22.375,-0.596,0.152
'[08:16:12.812 26/10/1994]',-0.032,-0.317,-0.043,56.250,22.375,-0.596,0.152
'[08:16:12.814 26/10/1994]',-0.034,-0.284,-0.043,56.250,22.375,-0.596,0.152
'[08:16:12.816 26/10/1994]',-0.035,-0.230,-0.032,56.800,21.913,-0.591,0.144
'[08:16:12.818 26/10/1994]',-0.036,-0.185,-0.021,56.800,21.913,-0.591,0.144
'[08:16:12.820 26/10/1994]',-0.034,-0.185,-0.021,56.800,21.913,-0.591,0.144
'[08:16:12.822 26/10/1994]',-0.031,-0.230,-0.021,56.800,21.913,-0.591,0.144
'[08:16:12.824 26/10/1994]',-0.021,-0.274,-0.021,57.350,21.500,-0.579,0.137
'[08:16:12.826 26/10/1994]',-0.011,-0.295,-0.021,57.350,21.500,-0.579,0.137
'[08:16:12.828 26/10/1994]',0.015,-0.274,-0.021,57.350,21.500,-0.579,0.137
'[08:16:12.830 26/10/1994]',0.040,-0.240,-0.032,57.350,21.500,-0.579,0.137
'[08:16:12.832 26/10/1994]',0.089,-0.185,-0.043,57.750,21.150,-0.561,0.130
'[08:16:12.834 26/10/1994]',0.138,-0.131,-0.076,57.750,21.150,-0.561,0.130
'[08:16:12.836 26/10/1994]',0.210,-0.131,-0.120,57.750,21.150,-0.561,0.130
'[08:16:12.838 26/10/1994]',0.283,-0.153,-0.174,57.750,21.150,-0.561,0.130
'[08:16:12.840 26/10/1994]',0.367,-0.218,-0.240,58.050,20.738,-0.538,0.122
'[08:16:12.842 26/10/1994]',0.452,-0.295,-0.317,58.050,20.738,-0.538,0.122
'[08:16:12.844 26/10/1994]',0.525,-0.372,-0.383,58.050,20.738,-0.538,0.122
'[08:16:12.846 26/10/1994]',0.598,-0.416,-0.449,58.050,20.738,-0.538,0.122
'[08:16:12.848 26/10/1994]',0.635,-0.427,-0.492,58.300,20.438,-0.511,0.116
'[08:16:12.850 26/10/1994]',0.673,-0.449,-0.547,58.300,20.438,-0.511,0.116
'[08:16:12.852 26/10/1994]',0.662,-0.481,-0.592,58.300,20.438,-0.511,0.116
'[08:16:12.854 26/10/1994]',0.652,-0.558,-0.603,58.300,20.438,-0.511,0.116
'[08:16:12.856 26/10/1994]',0.600,-0.635,-0.614,58.400,20.087,-0.481,0.108
'[08:16:12.858 26/10/1994]',0.548,-0.679,-0.592,58.400,20.087,-0.481,0.108
'[08:16:12.860 26/10/1994]',0.473,-0.690,-0.558,58.400,20.087,-0.481,0.108
'[08:16:12.862 26/10/1994]',0.398,-0.657,-0.514,58.400,20.087,-0.481,0.108
'[08:16:12.864 26/10/1994]',0.322,-0.592,-0.460,58.400,19.800,-0.450,0.102
'[08:16:12.866 26/10/1994]',0.245,-0.470,-0.383,58.400,19.800,-0.450,0.102
'[08:16:12.868 26/10/1994]',0.183,-0.350,-0.317,58.400,19.800,-0.450,0.102
'[08:16:12.870 26/10/1994]',0.121,-0.295,-0.252,58.400,19.800,-0.450,0.102
'[08:16:12.872 26/10/1994]',0.080,-0.317,-0.207,58.300,19.562,-0.418,0.093
'[08:16:12.874 26/10/1994]',0.038,-0.317,-0.174,58.300,19.562,-0.418,0.093
'[08:16:12.876 26/10/1994]',0.015,-0.284,-0.131,58.300,19.562,-0.418,0.093
'[08:16:12.878 26/10/1994]',-0.009,-0.230,-0.087,58.300,19.562,-0.418,0.093
'[08:16:12.880 26/10/1994]',-0.021,-0.153,-0.054,58.050,19.387,-0.387,0.085
'[08:16:12.882 26/10/1994]',-0.032,-0.054,-0.010,58.050,19.387,-0.387,0.085
'[08:16:12.884 26/10/1994]',-0.037,-0.054,0.001,58.050,19.387,-0.387,0.085
'[08:16:12.886 26/10/1994]',-0.042,-0.109,0.001,58.050,19.387,-0.387,0.085
'[08:16:12.888 26/10/1994]',-0.044,-0.164,0.001,57.750,19.212,-0.359,0.074
'[08:16:12.890 26/10/1994]',-0.047,-0.142,0.011,57.750,19.212,-0.359,0.074
'[08:16:12.892 26/10/1994]',-0.049,-0.142,0.011,57.750,19.212,-0.359,0.074
'[08:16:12.894 26/10/1994]',-0.051,-0.164,0.011,57.750,19.212,-0.359,0.074
'[08:16:12.896 26/10/1994]',-0.052,-0.109,0.022,57.350,19.100,-0.334,0.064
'[08:16:12.898 26/10/1994]',-0.053,-0.087,0.022,57.350,19.100,-0.334,0.064
'[08:16:12.900 26/10/1994]',-0.054,-0.109,0.022,57.350,19.100,-0.334,0.064
'[08:16:12.902 26/10/1994]',-0.055,-0.054,0.034,57.350,19.100,-0.334,0.064
'[08:16:12.904 26/10/1994]',-0.056,0.022,0.044,56.850,19.038,-0.311,0.053
'[08:16:12.906 26/10/1994]',-0.056,-0.054,0.034,56.850,19.038,-0.311,0.053
'[08:16:12.908 26/10/1994]',-0.058,-0.207,0.011,56.850,19.038,-0.311,0.053
'[08:16:12.910 26/10/1994]',-0.059,-0.263,0.001,56.850,19.038,-0.311,0.053
'[08:16:12.912 26/10/1994]',-0.059,-0.207,0.011,56.400,18.925,-0.292,0.042
'[08:16:12.914 26/10/1994]',-0.058,-0.142,0.022,56.400,18.925,-0.292,0.042
'[08:16:12.916 26/10/1994]',-0.057,-0.054,0.044,56.400,18.925,-0.292,0.042
'[08:16:12.918 26/10/1994]',-0.055,0.077,0.056,56.400,18.925,-0.292,0.042
'[08:16:12.920 26/10/1994]',-0.052,0.133,0.067,55.850,18.800,-0.278,0.030
'[08:16:12.922 26/10/1994]',-0.049,0.121,0.067,55.850,18.800,-0.278,0.030
'[08:16:12.924 26/10/1994]',-0.045,0.143,0.067,55.850,18.800,-0.278,0.030
'[08:16:12.926 26/10/1994]',-0.042,0.001,0.044,55.850,18.800,-0.278,0.030
'[08:16:12.928 26/10/1994]',-0.040,-0.207,0.011,55.300,18.625,-0.274,0.018
'[08:16:12.930 26/10/1994]',-0.038,-0.295,0.001,55.300,18.625,-0.274,0.018
'[08:16:12.932 26/10/1994]',-0.038,-0.306,0.001,55.300,18.625,-0.274,0.018
'[08:16:12.934 26/10/1994]',-0.038,-0.295,0.001,55.300,18.625,-0.274,0.018
'[08:16:12.936 26/10/1994]',-0.040,-0.274,0.001,54.700,18.337,-0.267,0.005
'[08:16:12.938 26/10/1994]',-0.041,-0.263,0.011,54.700,18.337,-0.267,0.005
'[08:16:12.940 26/10/1994]',-0.043,-0.295,0.001,54.700,18.337,-0.267,0.005
'[08:16:12.942 26/10/1994]',-0.044,-0.328,0.001,54.700,18.337,-0.267,0.005
'[08:16:12.944 26/10/1994]',-0.044,-0.350,0.001,54.150,18.038,-0.263,-0.008
'[08:16:12.946 26/10/1994]',-0.045,-0.295,0.001,54.150,18.038,-0.263,-0.008
'[08:16:12.948 26/10/1994]',-0.044,-0.230,0.011,54.150,18.038,-0.263,-0.008
'[08:16:12.950 26/10/1994]',-0.044,-0.174,0.022,54.150,18.038,-0.263,-0.008
'[08:16:12.952 26/10/1994]',-0.043,-0.153,0.022,53.650,17.750,-0.262,-0.022
'[08:16:12.954 26/10/1994]',-0.043,-0.164,0.022,53.650,17.750,-0.262,-0.022
'[08:16:12.956 26/10/1994]',-0.042,-0.197,0.022,53.650,17.750,-0.262,-0.022
'[08:16:12.958 26/10/1994]',-0.041,-0.218,0.011,53.650,17.750,-0.262,-0.022
'[08:16:12.960 26/10/1994]',-0.040,-0.252,0.011,53.200,17.625,-0.263,-0.037
'[08:16:12.962 26/10/1994]',-0.039,-0.230,0.011,53.200,17.625,-0.263,-0.037
'[08:16:12.964 26/10/1994]',-0.038,-0.197,0.022,53.200,17.625,-0.263,-0.037
'[08:16:12.966 26/10/1994]',-0.037,-0.142,0.022,53.200,17.625,-0.263,-0.037
'[08:16:12.968 26/10/1994]',-0.037,-0.109,0.034,52.650,17.925,-0.266,-0.052
'[08:16:12.970 26/10/1994]',-0.037,-0.098,0.034,52.650,17.925,-0.266,-0.052
'[08:16:12.972 26/10/1994]',-0.037,-0.153,0.022,52.650,17.925,-0.266,-0.052
'[08:16:12.974 26/10/1994]',-0.037,-0.207,0.011,52.650,17.925,-0.266,-0.052
'[08:16:12.976 26/10/1994]',-0.036,-0.230,0.011,52.250,18.562,-0.272,-0.068
'[08:16:12.978 26/10/1994]',-0.036,-0.218,0.011,52.250,18.562,-0.272,-0.068
'[08:16:12.980 26/10/1994]',-0.035,-0.185,0.022,52.250,18.562,-0.272,-0.068
'[08:16:12.982 26/10/1994]',-0.034,-0.120,0.034,52.250,18.562,-0.272,-0.068
'[08:16:12.984 26/10/1994]',-0.034,-0.065,0.044,51.750,19.500,-0.279,-0.084
'[08:16:12.986 26/10/1994]',-0.033,-0.054,0.044,51.750,19.500,-0.279,-0.084
'[08:16:12.988 26/10/1994]',-0.033,-0.076,0.044,51.750,19.500,-0.279,-0.084
'[08:16:12.990 26/10/1994]',-0.032,-0.131,0.034,51.750,19.500,-0.279,-0.084
'[08:16:12.992 26/10/1994]',-0.030,-0.153,0.022,51.350,20.438,-0.286,-0.100
'[08:16:12.994 26/10/1994]',-0.029,-0.153,0.034,51.350,20.438,-0.286,-0.100
'[08:16:12.996 26/10/1994]',-0.027,-0.087,0.044,51.350,20.438,-0.286,-0.100
'[08:16:12.998 26/10/1994]',-0.025,-0.010,0.056,51.350,20.438,-0.286,-0.100
'[08:16:13.000 26/10/1994]',-0.022,0.034,0.056,50.900,21.200,-0.296,-0.117
'[08:16:13.002 26/10/1994]',-0.020,0.067,0.067,50.900,21.200,-0.296,-0.117
'[08:16:13.004 26/10/1994]',-0.018,0.022,0.056,50.900,21.200,-0.296,-0.117
'[08:16:13.006 26/10/1994]',-0.015,-0.043,0.044,50.900,21.200,-0.296,-0.117
'[08:16:13.008 26/10/1994]',-0.012,-0.098,0.044,50.500,21.913,-0.305,-0.135
'[08:16:13.010 26/10/1994]',-0.009,-0.131,0.034,50.500,21.913,-0.305,-0.135
'[08:16:13.012 26/10/1994]',-0.006,-0.153,0.034,50.500,21.913,-0.305,-0.135
'[08:16:13.014 26/10/1994]',-0.004,-0.131,0.034,50.500,21.913,-0.305,-0.135
'[08:16:13.016 26/10/1994]',-0.002,-0.087,0.044,50.150,22.613,-0.315,-0.153
'[08:16:13.018 26/10/1994]',0.000,-0.065,0.044,50.150,22.613,-0.315,-0.153
'[08:16:13.020 26/10/1994]',0.001,-0.076,0.044,50.150,22.613,-0.315,-0.153
'[08:16:13.022 26/10/1994]',0.001,-0.109,0.044,50.150,22.613,-0.315,-0.153
'[08:16:13.024 26/10/1994]',0.003,-0.164,0.034,49.800,23.250,-0.326,-0.172
'[08:16:13.026 26/10/1994]',0.004,-0.174,0.034,49.800,23.250,-0.326,-0.172
'[08:16:13.028 26/10/1994]',0.005,-0.174,0.034,49.800,23.250,-0.326,-0.172
'[08:16:13.030 26/10/1994]',0.007,-0.131,0.044,49.800,23.250,-0.326,-0.172
'[08:16:13.032 26/10/1994]',0.009,-0.076,0.056,49.450,23.837,-0.336,-0.190
'[08:16:13.034 26/10/1994]',0.011,-0.032,0.056,49.450,23.837,-0.336,-0.190
'[08:16:13.036 26/10/1994]',0.011,-0.032,0.056,49.450,23.837,-0.336,-0.190
'[08:16:13.038 26/10/1994]',0.012,-0.065,0.056,49.450,23.837,-0.336,-0.190
'[08:16:13.040 26/10/1994]',0.013,-0.109,0.056,49.250,24.375,-0.346,-0.209
'[08:16:13.042 26/10/1994]',0.015,-0.142,0.044,49.250,24.375,-0.346,-0.209
'[08:16:13.044 26/10/1994]',0.017,-0.164,0.044,49.250,24.375,-0.346,-0.209
'[08:16:13.046 26/10/1994]',0.019,-0.131,0.056,49.250,24.375,-0.346,-0.209
'[08:16:13.048 26/10/1994]',0.021,-0.076,0.056,49.500,24.900,-0.355,-0.228
'[08:16:13.050 26/10/1994]',0.023,0.001,0.067,49.500,24.900,-0.355,-0.228
'[08:16:13.052 26/10/1994]',0.025,0.067,0.077,49.500,24.900,-0.355,-0.228
'[08:16:13.054 26/10/1994]',0.027,0.044,0.077,49.500,24.900,-0.355,-0.228
'[08:16:13.056 26/10/1994]',0.030,-0.032,0.067,50.700,25.363,-0.364,-0.246
'[08:16:13.058 26/10/1994]',0.034,-0.098,0.056,50.700,25.363,-0.364,-0.246
'[08:16:13.060 26/10/1994]',0.038,-0.164,0.044,50.700,25.363,-0.364,-0.246
'[08:16:13.062 26/10/1994]',0.042,-0.174,0.044,50.700,25.363,-0.364,-0.246
'[08:16:13.064 26/10/1994]',0.045,-0.153,0.056,53.550,25.837,-0.373,-0.263
'[08:16:13.066 26/10/1994]',0.049,-0.098,0.056,53.550,25.837,-0.373,-0.263
'[08:16:13.068 26/10/1994]',0.052,-0.076,0.056,53.550,25.837,-0.373,-0.263
'[08:16:13.070 26/10/1994]',0.056,-0.076,0.056,53.550,25.837,-0.373,-0.263
'[08:16:13.072 26/10/1994]',0.059,-0.109,0.056,57.850,26.250,-0.382,-0.278
'[08:16:13.074 26/10/1994]',0.062,-0.164,0.056,57.850,26.250,-0.382,-0.278
'[08:16:13.076 26/10/1994]',0.065,-0.197,0.044,57.850,26.250,-0.382,-0.278
'[08:16:13.078 26/10/1994]',0.067,-0.197,0.044,57.850,26.250,-0.382,-0.278
'[08:16:13.080 26/10/1994]',0.069,-0.142,0.056,62.900,26.600,-0.388,-0.291
'[08:16:13.082 26/10/1994]',0.071,-0.076,0.067,62.900,26.600,-0.388,-0.291
'[08:16:13.084 26/10/1994]',0.074,0.001,0.077,62.900,26.600,-0.388,-0.291
'[08:16:13.086 26/10/1994]',0.078,0.011,0.077,62.900,26.600,-0.388,-0.291
'[08:16:13.088 26/10/1994]',0.082,-0.010,0.067,67.650,26.950,-0.395,-0.305
'[08:16:13.090 26/10/1994]',0.086,-0.065,0.056,67.650,26.950,-0.395,-0.305
'[08:16:13.092 26/10/1994]',0.089,-0.120,0.056,67.650,26.950,-0.395,-0.305
'[08:16:13.094 26/10/1994]',0.093,-0.142,0.044,67.650,26.950,-0.395,-0.305
'[08:16:13.096 26/10/1994]',0.096,-0.120,0.056,71.850,27.188,-0.399,-0.319
'[08:16:13.098 26/10/1994]',0.099,-0.054,0.056,71.850,27.188,-0.399,-0.319
'[08:16:13.100 26/10/1994]',0.101,-0.010,0.067,71.850,27.188,-0.399,-0.319
'[08:16:13.102 26/10/1994]',0.103,-0.010,0.056,71.850,27.188,-0.399,-0.319
'[08:16:13.104 26/10/1994]',0.104,-0.032,0.056,75.800,27.363,-0.399,-0.332
'[08:16:13.106 26/10/1994]',0.106,-0.087,0.044,75.800,27.363,-0.399,-0.332
'[08:16:13.108 26/10/1994]',0.106,-0.142,0.044,75.800,27.363,-0.399,-0.332
'[08:16:13.110 26/10/1994]',0.106,-0.174,0.034,75.800,27.363,-0.399,-0.332
'[08:16:13.112 26/10/1994]',0.106,-0.153,0.034,79.600,27.475,-0.393,-0.345
'[08:16:13.114 26/10/1994]',0.106,-0.109,0.044,79.600,27.475,-0.393,-0.345
'[08:16:13.116 26/10/1994]',0.106,-0.054,0.044,79.600,27.475,-0.393,-0.345
'[08:16:13.118 26/10/1994]',0.106,-0.032,0.056,79.600,27.475,-0.393,-0.345
'[08:16:13.120 26/10/1994]',0.105,-0.021,0.044,83.400,27.587,-0.378,-0.357
'[08:16:13.122 26/10/1994]',0.105,-0.054,0.044,83.400,27.587,-0.378,-0.357
'[08:16:13.124 26/10/1994]',0.103,-0.109,0.034,83.400,27.587,-0.378,-0.357
'[08:16:13.126 26/10/1994]',0.102,-0.142,0.022,83.400,27.587,-0.378,-0.357
'[08:16:13.128 26/10/1994]',0.099,-0.142,0.022,87.100,27.650,-0.350,-0.369
'[08:16:13.130 26/10/1994]',0.096,-0.109,0.022,87.100,27.650,-0.350,-0.369
'[08:16:13.132 26/10/1994]',0.093,-0.065,0.034,87.100,27.650,-0.350,-0.369
'[08:16:13.134 26/10/1994]',0.091,-0.021,0.044,87.100,27.650,-0.350,-0.369
'[08:16:13.136 26/10/1994]',0.088,-0.010,0.044,90.550,27.712,-0.308,-0.380
'[08:16:13.138 26/10/1994]',0.086,-0.043,0.034,90.550,27.712,-0.308,-0.380
'[08:16:13.140 26/10/1994]',0.082,-0.087,0.022,90.550,27.712,-0.308,-0.380
'[08:16:13.142 26/10/1994]',0.078,-0.131,0.011,90.550,27.712,-0.308,-0.380
'[08:16:13.144 26/10/1994]',0.073,-0.120,0.011,93.350,27.762,-0.253,-0.390
'[08:16:13.146 26/10/1994]',0.068,-0.109,0.011,93.350,27.762,-0.253,-0.390
'[08:16:13.148 26/10/1994]',0.064,-0.076,0.011,93.350,27.762,-0.253,-0.390
'[08:16:13.150 26/10/1994]',0.059,-0.043,0.022,93.350,27.762,-0.253,-0.390
