'Time and date','V','aVL','V','ABP','PAP','CVP','PLETH'
'[10:01:48.586 29/12/1995]',-0.329,0.451,-0.427,65.950,40.409,19.062,-0.316
'[10:01:48.588 29/12/1995]',-0.218,0.462,-0.306,65.950,40.409,19.062,-0.316
'[10:01:48.590 29/12/1995]',-0.162,0.472,-0.207,65.950,40.409,19.062,-0.316
'[10:01:48.592 29/12/1995]',-0.051,0.505,-0.098,65.350,40.634,19.062,-0.323
'[10:01:48.594 29/12/1995]',0.005,0.472,-0.010,65.350,40.634,19.062,-0.323
'[10:01:48.596 29/12/1995]',0.005,0.462,0.067,65.350,40.634,19.062,-0.323
'[10:01:48.598 29/12/1995]',0.058,0.440,0.133,65.350,40.634,19.062,-0.323
'[10:01:48.600 29/12/1995]',0.114,0.417,0.187,64.700,40.934,19.062,-0.331
'[10:01:48.602 29/12/1995]',0.170,0.362,0.231,64.700,40.934,19.062,-0.331
'[10:01:48.604 29/12/1995]',0.170,0.330,0.253,64.700,40.934,19.062,-0.331
'[10:01:48.606 29/12/1995]',0.170,0.275,0.286,64.700,40.934,19.062,-0.331
'[10:01:48.608 29/12/1995]',0.225,0.242,0.319,64.150,41.284,19.175,-0.338
'[10:01:48.610 29/12/1995]',0.225,0.209,0.351,64.150,41.284,19.175,-0.338
'[10:01:48.612 29/12/1995]',0.281,0.165,0.385,64.150,41.284,19.175,-0.338
'[10:01:48.614 29/12/1995]',0.281,0.143,0.417,64.150,41.284,19.175,-0.338
'[10:01:48.616 29/12/1995]',0.337,0.121,0.440,63.650,41.760,19.238,-0.345
'[10:01:48.618 29/12/1995]',0.337,0.077,0.462,63.650,41.760,19.238,-0.345
'[10:01:48.620 29/12/1995]',0.337,0.044,0.494,63.650,41.760,19.238,-0.345
'[10:01:48.622 29/12/1995]',0.392,0.022,0.527,63.650,41.760,19.238,-0.345
'[10:01:48.624 29/12/1995]',0.392,-0.010,0.549,63.200,42.285,19.350,-0.354
'[10:01:48.626 29/12/1995]',0.448,-0.021,0.582,63.200,42.285,19.350,-0.354
'[10:01:48.628 29/12/1995]',0.448,-0.032,0.593,63.200,42.285,19.350,-0.354
'[10:01:48.630 29/12/1995]',0.448,-0.032,0.615,63.200,42.285,19.350,-0.354
'[10:01:48.632 29/12/1995]',0.448,-0.043,0.625,62.850,42.686,19.525,-0.361
'[10:01:48.634 29/12/1995]',0.448,-0.043,0.625,62.850,42.686,19.525,-0.361
'[10:01:48.636 29/12/1995]',0.448,-0.032,0.636,62.850,42.686,19.525,-0.361
'[10:01:48.638 29/12/1995]',0.448,-0.043,0.636,62.850,42.686,19.525,-0.361
'[10:01:48.640 29/12/1995]',0.504,-0.043,0.647,62.550,42.635,19.700,-0.369
'[10:01:48.642 29/12/1995]',0.504,-0.054,0.658,62.550,42.635,19.700,-0.369
'[10:01:48.644 29/12/1995]',0.504,-0.043,0.669,62.550,42.635,19.700,-0.369
'[10:01:48.646 29/12/1995]',0.504,-0.054,0.680,62.550,42.635,19.700,-0.369
'[10:01:48.648 29/12/1995]',0.504,-0.054,0.692,62.400,41.885,19.875,-0.378
'[10:01:48.650 29/12/1995]',0.504,-0.054,0.692,62.400,41.885,19.875,-0.378
'[10:01:48.652 29/12/1995]',0.504,-0.065,0.703,62.400,41.885,19.875,-0.378
'[10:01:48.654 29/12/1995]',0.504,-0.065,0.703,62.400,41.885,19.875,-0.378
'[10:01:48.656 29/12/1995]',0.504,-0.065,0.714,62.300,40.759,20.050,-0.386
'[10:01:48.658 29/12/1995]',0.559,-0.065,0.725,62.300,40.759,20.050,-0.386
'[10:01:48.660 29/12/1995]',0.559,-0.076,0.736,62.300,40.759,20.050,-0.386
'[10:01:48.662 29/12/1995]',0.559,-0.065,0.757,62.300,40.759,20.050,-0.386
'[10:01:48.664 29/12/1995]',0.559,-0.054,0.768,62.400,39.933,20.175,-0.394
'[10:01:48.666 29/12/1995]',0.559,-0.065,0.779,62.400,39.933,20.175,-0.394
'[10:01:48.668 29/12/1995]',0.615,-0.065,0.790,62.400,39.933,20.175,-0.394
'[10:01:48.670 29/12/1995]',0.615,-0.065,0.812,62.400,39.933,20.175,-0.394
'[10:01:48.672 29/12/1995]',0.615,-0.076,0.812,62.550,39.933,20.225,-0.401
'[10:01:48.674 29/12/1995]',0.615,-0.065,0.834,62.550,39.933,20.225,-0.401
'[10:01:48.676 29/12/1995]',0.615,-0.065,0.845,62.550,39.933,20.225,-0.401
'[10:01:48.678 29/12/1995]',0.671,-0.054,0.867,62.550,39.933,20.225,-0.401
'[10:01:48.680 29/12/1995]',0.671,-0.054,0.889,62.950,40.709,20.350,-0.408
'[10:01:48.682 29/12/1995]',0.671,-0.043,0.911,62.950,40.709,20.350,-0.408
'[10:01:48.684 29/12/1995]',0.671,-0.054,0.922,62.950,40.709,20.350,-0.408
'[10:01:48.686 29/12/1995]',0.727,-0.065,0.944,62.950,40.709,20.350,-0.408
'[10:01:48.688 29/12/1995]',0.727,-0.076,0.955,63.850,41.885,20.400,-0.414
'[10:01:48.690 29/12/1995]',0.727,-0.076,0.977,63.850,41.885,20.400,-0.414
'[10:01:48.692 29/12/1995]',0.727,-0.076,0.999,63.850,41.885,20.400,-0.414
'[10:01:48.694 29/12/1995]',0.782,-0.076,1.010,63.850,41.885,20.400,-0.414
'[10:01:48.696 29/12/1995]',0.782,-0.054,1.024,65.550,43.236,20.525,-0.418
'[10:01:48.698 29/12/1995]',0.782,-0.065,1.024,65.550,43.236,20.525,-0.418
'[10:01:48.700 29/12/1995]',0.835,-0.065,1.024,65.550,43.236,20.525,-0.418
'[10:01:48.702 29/12/1995]',0.835,-0.065,1.024,65.550,43.236,20.525,-0.418
'[10:01:48.704 29/12/1995]',0.835,-0.076,1.024,68.250,44.812,20.587,-0.420
'[10:01:48.706 29/12/1995]',0.891,-0.076,1.024,68.250,44.812,20.587,-0.420
'[10:01:48.708 29/12/1995]',0.891,-0.076,1.024,68.250,44.812,20.587,-0.420
'[10:01:48.710 29/12/1995]',0.947,-0.065,1.024,68.250,44.812,20.587,-0.420
'[10:01:48.712 29/12/1995]',0.947,-0.054,1.024,71.850,46.614,20.587,-0.421
'[10:01:48.714 29/12/1995]',0.947,-0.054,1.024,71.850,46.614,20.587,-0.421
'[10:01:48.716 29/12/1995]',1.003,-0.065,1.024,71.850,46.614,20.587,-0.421
'[10:01:48.718 29/12/1995]',1.003,-0.076,1.024,71.850,46.614,20.587,-0.421
'[10:01:48.720 29/12/1995]',1.058,-0.098,1.024,76.100,48.741,20.587,-0.417
'[10:01:48.722 29/12/1995]',1.058,-0.098,1.024,76.100,48.741,20.587,-0.417
'[10:01:48.724 29/12/1995]',1.058,-0.098,1.024,76.100,48.741,20.587,-0.417
'[10:01:48.726 29/12/1995]',1.114,-0.076,1.024,76.100,48.741,20.587,-0.417
'[10:01:48.728 29/12/1995]',1.114,-0.065,1.024,80.500,50.967,20.587,-0.409
'[10:01:48.730 29/12/1995]',1.114,-0.065,1.024,80.500,50.967,20.587,-0.409
'[10:01:48.732 29/12/1995]',1.170,-0.065,1.024,80.500,50.967,20.587,-0.409
'[10:01:48.734 29/12/1995]',1.170,-0.065,1.024,80.500,50.967,20.587,-0.409
'[10:01:48.736 29/12/1995]',1.170,-0.076,1.024,84.550,53.019,20.525,-0.396
'[10:01:48.738 29/12/1995]',1.170,-0.098,1.024,84.550,53.019,20.525,-0.396
'[10:01:48.740 29/12/1995]',1.170,-0.098,1.024,84.550,53.019,20.525,-0.396
'[10:01:48.742 29/12/1995]',1.170,-0.076,1.024,84.550,53.019,20.525,-0.396
'[10:01:48.744 29/12/1995]',1.170,-0.076,1.024,88.200,54.771,20.525,-0.376
'[10:01:48.746 29/12/1995]',1.225,-0.076,1.024,88.200,54.771,20.525,-0.376
'[10:01:48.748 29/12/1995]',1.225,-0.076,1.024,88.200,54.771,20.525,-0.376
'[10:01:48.750 29/12/1995]',1.225,-0.076,1.024,88.200,54.771,20.525,-0.376
'[10:01:48.752 29/12/1995]',1.170,-0.076,1.024,91.400,56.072,20.462,-0.349
'[10:01:48.754 29/12/1995]',1.170,-0.098,1.024,91.400,56.072,20.462,-0.349
'[10:01:48.756 29/12/1995]',1.170,-0.109,1.024,91.400,56.072,20.462,-0.349
'[10:01:48.758 29/12/1995]',1.170,-0.109,1.024,91.400,56.072,20.462,-0.349
'[10:01:48.760 29/12/1995]',1.170,-0.098,1.024,94.250,56.947,20.400,-0.312
'[10:01:48.762 29/12/1995]',1.114,-0.098,1.024,94.250,56.947,20.400,-0.312
'[10:01:48.764 29/12/1995]',1.114,-0.109,1.024,94.250,56.947,20.400,-0.312
'[10:01:48.766 29/12/1995]',1.114,-0.131,1.024,94.250,56.947,20.400,-0.312
'[10:01:48.768 29/12/1995]',1.058,-0.131,1.024,96.900,57.248,20.350,-0.270
'[10:01:48.770 29/12/1995]',1.058,-0.142,1.024,96.900,57.248,20.350,-0.270
'[10:01:48.772 29/12/1995]',1.003,-0.142,1.024,96.900,57.248,20.350,-0.270
'[10:01:48.774 29/12/1995]',1.003,-0.120,1.024,96.900,57.248,20.350,-0.270
'[10:01:48.776 29/12/1995]',0.947,-0.120,1.024,99.300,56.997,20.288,-0.218
'[10:01:48.778 29/12/1995]',0.947,-0.120,1.024,99.300,56.997,20.288,-0.218
'[10:01:48.780 29/12/1995]',0.891,-0.109,1.024,99.300,56.997,20.288,-0.218
'[10:01:48.782 29/12/1995]',0.891,-0.131,1.024,99.300,56.997,20.288,-0.218
'[10:01:48.784 29/12/1995]',0.835,-0.142,1.024,101.500,56.072,20.225,-0.164
'[10:01:48.786 29/12/1995]',0.835,-0.142,1.024,101.500,56.072,20.225,-0.164
'[10:01:48.788 29/12/1995]',0.782,-0.142,0.999,101.500,56.072,20.225,-0.164
'[10:01:48.790 29/12/1995]',0.727,-0.142,0.955,101.500,56.072,20.225,-0.164
'[10:01:48.792 29/12/1995]',0.727,-0.131,0.922,103.750,54.545,20.113,-0.104
'[10:01:48.794 29/12/1995]',0.671,-0.131,0.889,103.750,54.545,20.113,-0.104
'[10:01:48.796 29/12/1995]',0.671,-0.120,0.845,103.750,54.545,20.113,-0.104
'[10:01:48.798 29/12/1995]',0.615,-0.120,0.812,103.750,54.545,20.113,-0.104
'[10:01:48.800 29/12/1995]',0.615,-0.120,0.768,105.950,52.544,20.050,-0.043
'[10:01:48.802 29/12/1995]',0.559,-0.131,0.747,105.950,52.544,20.050,-0.043
'[10:01:48.804 29/12/1995]',0.504,-0.142,0.703,105.950,52.544,20.050,-0.043
'[10:01:48.806 29/12/1995]',0.504,-0.142,0.669,105.950,52.544,20.050,-0.043
'[10:01:48.808 29/12/1995]',0.504,-0.131,0.636,108.250,50.142,19.938,0.017
'[10:01:48.810 29/12/1995]',0.448,-0.120,0.615,108.250,50.142,19.938,0.017
'[10:01:48.812 29/12/1995]',0.448,-0.109,0.604,108.250,50.142,19.938,0.017
'[10:01:48.814 29/12/1995]',0.448,-0.098,0.571,108.250,50.142,19.938,0.017
'[10:01:48.816 29/12/1995]',0.392,-0.076,0.538,110.250,47.565,19.875,0.073
'[10:01:48.818 29/12/1995]',0.392,-0.076,0.527,110.250,47.565,19.875,0.073
'[10:01:48.820 29/12/1995]',0.392,-0.098,0.494,110.250,47.565,19.875,0.073
'[10:01:48.822 29/12/1995]',0.337,-0.098,0.462,110.250,47.565,19.875,0.073
'[10:01:48.824 29/12/1995]',0.337,-0.065,0.462,111.750,44.737,19.825,0.127
'[10:01:48.826 29/12/1995]',0.337,-0.076,0.440,111.750,44.737,19.825,0.127
'[10:01:48.828 29/12/1995]',0.337,-0.065,0.440,111.750,44.737,19.825,0.127
'[10:01:48.830 29/12/1995]',0.337,-0.054,0.428,111.750,44.737,19.825,0.127
'[10:01:48.832 29/12/1995]',0.281,-0.054,0.417,112.850,41.885,19.700,0.174
'[10:01:48.834 29/12/1995]',0.281,-0.054,0.396,112.850,41.885,19.700,0.174
'[10:01:48.836 29/12/1995]',0.281,-0.065,0.385,112.850,41.885,19.700,0.174
'[10:01:48.838 29/12/1995]',0.281,-0.065,0.385,112.850,41.885,19.700,0.174
'[10:01:48.840 29/12/1995]',0.281,-0.054,0.373,113.250,38.932,19.525,0.217
'[10:01:48.842 29/12/1995]',0.281,-0.043,0.362,113.250,38.932,19.525,0.217
'[10:01:48.844 29/12/1995]',0.281,-0.032,0.351,113.250,38.932,19.525,0.217
'[10:01:48.846 29/12/1995]',0.281,-0.021,0.341,113.250,38.932,19.525,0.217
'[10:01:48.848 29/12/1995]',0.225,-0.021,0.341,113.000,36.080,19.288,0.255
'[10:01:48.850 29/12/1995]',0.225,-0.021,0.330,113.000,36.080,19.288,0.255
'[10:01:48.852 29/12/1995]',0.225,-0.032,0.330,113.000,36.080,19.288,0.255
'[10:01:48.854 29/12/1995]',0.225,-0.054,0.319,113.000,36.080,19.288,0.255
'[10:01:48.856 29/12/1995]',0.225,-0.043,0.319,111.950,33.303,19.062,0.288
'[10:01:48.858 29/12/1995]',0.225,-0.043,0.319,111.950,33.303,19.062,0.288
'[10:01:48.860 29/12/1995]',0.225,-0.032,0.319,111.950,33.303,19.062,0.288
'[10:01:48.862 29/12/1995]',0.225,-0.021,0.319,111.950,33.303,19.062,0.288
'[10:01:48.864 29/12/1995]',0.225,-0.021,0.319,110.000,30.726,18.825,0.317
'[10:01:48.866 29/12/1995]',0.225,-0.032,0.319,110.000,30.726,18.825,0.317
'[10:01:48.868 29/12/1995]',0.225,-0.032,0.319,110.000,30.726,18.825,0.317
'[10:01:48.870 29/12/1995]',0.225,-0.043,0.308,110.000,30.726,18.825,0.317
'[10:01:48.872 29/12/1995]',0.225,-0.043,0.308,107.450,28.499,18.587,0.341
'[10:01:48.874 29/12/1995]',0.225,-0.043,0.308,107.450,28.499,18.587,0.341
'[10:01:48.876 29/12/1995]',0.225,-0.032,0.308,107.450,28.499,18.587,0.341
'[10:01:48.878 29/12/1995]',0.225,-0.021,0.308,107.450,28.499,18.587,0.341
'[10:01:48.880 29/12/1995]',0.225,-0.010,0.319,104.200,26.747,18.238,0.361
'[10:01:48.882 29/12/1995]',0.225,-0.021,0.308,104.200,26.747,18.238,0.361
'[10:01:48.884 29/12/1995]',0.225,-0.032,0.308,104.200,26.747,18.238,0.361
'[10:01:48.886 29/12/1995]',0.225,-0.032,0.308,104.200,26.747,18.238,0.361
'[10:01:48.888 29/12/1995]',0.225,-0.032,0.308,100.500,25.696,17.887,0.378
'[10:01:48.890 29/12/1995]',0.225,-0.032,0.297,100.500,25.696,17.887,0.378
'[10:01:48.892 29/12/1995]',0.225,-0.021,0.308,100.500,25.696,17.887,0.378
'[10:01:48.894 29/12/1995]',0.225,-0.010,0.308,100.500,25.696,17.887,0.378
'[10:01:48.896 29/12/1995]',0.225,-0.010,0.308,96.750,25.396,17.413,0.387
'[10:01:48.898 29/12/1995]',0.225,-0.021,0.308,96.750,25.396,17.413,0.387
'[10:01:48.900 29/12/1995]',0.225,-0.032,0.308,96.750,25.396,17.413,0.387
'[10:01:48.902 29/12/1995]',0.225,-0.043,0.308,96.750,25.396,17.413,0.387
'[10:01:48.904 29/12/1995]',0.225,-0.043,0.308,93.450,26.047,16.950,0.391
'[10:01:48.906 29/12/1995]',0.225,-0.054,0.297,93.450,26.047,16.950,0.391
'[10:01:48.908 29/12/1995]',0.225,-0.043,0.297,93.450,26.047,16.950,0.391
'[10:01:48.910 29/12/1995]',0.225,-0.032,0.297,93.450,26.047,16.950,0.391
'[10:01:48.912 29/12/1995]',0.225,-0.032,0.297,90.700,27.673,16.475,0.389
'[10:01:48.914 29/12/1995]',0.225,-0.032,0.308,90.700,27.673,16.475,0.389
'[10:01:48.916 29/12/1995]',0.225,-0.043,0.286,90.700,27.673,16.475,0.389
'[10:01:48.918 29/12/1995]',0.225,-0.054,0.297,90.700,27.673,16.475,0.389
'[10:01:48.920 29/12/1995]',0.225,-0.054,0.297,88.450,30.100,16.075,0.379
'[10:01:48.922 29/12/1995]',0.225,-0.065,0.286,88.450,30.100,16.075,0.379
'[10:01:48.924 29/12/1995]',0.225,-0.054,0.297,88.450,30.100,16.075,0.379
'[10:01:48.926 29/12/1995]',0.225,-0.054,0.297,88.450,30.100,16.075,0.379
'[10:01:48.928 29/12/1995]',0.225,-0.043,0.297,86.600,33.128,15.713,0.361
'[10:01:48.930 29/12/1995]',0.671,0.933,0.900,86.600,33.128,15.713,0.361
'[10:01:48.932 29/12/1995]',0.727,1.024,0.911,86.600,33.128,15.713,0.361
'[10:01:48.934 29/12/1995]',0.504,0.625,0.636,86.600,33.128,15.713,0.361
'[10:01:48.936 29/12/1995]',0.337,0.319,0.472,84.950,36.881,15.312,0.338
'[10:01:48.938 29/12/1995]',0.281,0.121,0.362,84.950,36.881,15.312,0.338
'[10:01:48.940 29/12/1995]',0.225,0.001,0.275,84.950,36.881,15.312,0.338
'[10:01:48.942 29/12/1995]',0.170,-0.098,0.242,84.950,36.881,15.312,0.338
'[10:01:48.944 29/12/1995]',0.114,-0.153,0.198,83.400,41.359,14.963,0.309
'[10:01:48.946 29/12/1995]',0.114,-0.230,0.154,83.400,41.359,14.963,0.309
'[10:01:48.948 29/12/1995]',0.058,-0.306,0.121,83.400,41.359,14.963,0.309
'[10:01:48.950 29/12/1995]',0.058,-0.361,0.077,83.400,41.359,14.963,0.309
'[10:01:48.952 29/12/1995]',0.058,-0.405,0.067,82.100,45.813,14.662,0.276
'[10:01:48.954 29/12/1995]',0.005,-0.438,0.044,82.100,45.813,14.662,0.276
'[10:01:48.956 29/12/1995]',0.005,-0.438,0.044,82.100,45.813,14.662,0.276
'[10:01:48.958 29/12/1995]',0.005,-0.416,0.056,82.100,45.813,14.662,0.276
'[10:01:48.960 29/12/1995]',0.058,-0.394,0.077,80.950,49.091,14.375,0.236
'[10:01:48.962 29/12/1995]',0.058,-0.339,0.088,80.950,49.091,14.375,0.236
'[10:01:48.964 29/12/1995]',0.058,-0.306,0.121,80.950,49.091,14.375,0.236
'[10:01:48.966 29/12/1995]',0.114,-0.263,0.154,80.950,49.091,14.375,0.236
'[10:01:48.968 29/12/1995]',0.114,-0.240,0.154,79.850,50.267,14.200,0.200
'[10:01:48.970 29/12/1995]',0.114,-0.218,0.154,79.850,50.267,14.200,0.200
'[10:01:48.972 29/12/1995]',0.114,-0.197,0.165,79.850,50.267,14.200,0.200
'[10:01:48.974 29/12/1995]',0.114,-0.153,0.165,79.850,50.267,14.200,0.200
'[10:01:48.976 29/12/1995]',0.114,-0.131,0.176,78.800,49.616,14.075,0.160
'[10:01:48.978 29/12/1995]',0.114,-0.120,0.187,78.800,49.616,14.075,0.160
'[10:01:48.980 29/12/1995]',0.114,-0.109,0.187,78.800,49.616,14.075,0.160
'[10:01:48.982 29/12/1995]',0.114,-0.109,0.187,78.800,49.616,14.075,0.160
'[10:01:48.984 29/12/1995]',0.114,-0.098,0.187,77.600,48.040,13.900,0.121
'[10:01:48.986 29/12/1995]',0.114,-0.098,0.187,77.600,48.040,13.900,0.121
'[10:01:48.988 29/12/1995]',0.114,-0.076,0.187,77.600,48.040,13.900,0.121
'[10:01:48.990 29/12/1995]',0.114,-0.065,0.198,77.600,48.040,13.900,0.121
'[10:01:48.992 29/12/1995]',0.114,-0.054,0.198,76.550,46.264,13.787,0.085
'[10:01:48.994 29/12/1995]',0.114,-0.043,0.198,76.550,46.264,13.787,0.085
'[10:01:48.996 29/12/1995]',0.170,-0.032,0.198,76.550,46.264,13.787,0.085
'[10:01:48.998 29/12/1995]',0.170,-0.021,0.209,76.550,46.264,13.787,0.085
'[10:01:49.000 29/12/1995]',0.114,-0.021,0.198,75.550,44.212,13.725,0.050
'[10:01:49.002 29/12/1995]',0.114,-0.021,0.198,75.550,44.212,13.725,0.050
'[10:01:49.004 29/12/1995]',0.114,-0.043,0.187,75.550,44.212,13.725,0.050
'[10:01:49.006 29/12/1995]',0.114,-0.043,0.176,75.550,44.212,13.725,0.050
'[10:01:49.008 29/12/1995]',0.114,-0.054,0.176,74.700,41.935,13.662,0.017
'[10:01:49.010 29/12/1995]',0.114,-0.054,0.176,74.700,41.935,13.662,0.017
'[10:01:49.012 29/12/1995]',0.114,-0.054,0.165,74.700,41.935,13.662,0.017
'[10:01:49.014 29/12/1995]',0.114,-0.043,0.165,74.700,41.935,13.662,0.017
'[10:01:49.016 29/12/1995]',0.114,-0.032,0.165,74.000,39.358,13.725,-0.013
'[10:01:49.018 29/12/1995]',0.114,-0.032,0.154,74.000,39.358,13.725,-0.013
'[10:01:49.020 29/12/1995]',0.114,-0.021,0.154,74.000,39.358,13.725,-0.013
'[10:01:49.022 29/12/1995]',0.114,-0.010,0.154,74.000,39.358,13.725,-0.013
'[10:01:49.024 29/12/1995]',0.114,0.011,0.154,73.400,36.956,13.838,-0.044
'[10:01:49.026 29/12/1995]',0.114,0.022,0.165,73.400,36.956,13.838,-0.044
'[10:01:49.028 29/12/1995]',0.114,0.044,0.176,73.400,36.956,13.838,-0.044
'[10:01:49.030 29/12/1995]',0.114,0.056,0.187,73.400,36.956,13.838,-0.044
'[10:01:49.032 29/12/1995]',0.114,0.067,0.187,72.900,34.829,14.075,-0.072
'[10:01:49.034 29/12/1995]',0.114,0.067,0.187,72.900,34.829,14.075,-0.072
'[10:01:49.036 29/12/1995]',0.114,0.067,0.176,72.900,34.829,14.075,-0.072
'[10:01:49.038 29/12/1995]',0.114,0.067,0.176,72.900,34.829,14.075,-0.072
'[10:01:49.040 29/12/1995]',0.114,0.067,0.176,72.500,33.078,14.312,-0.100
'[10:01:49.042 29/12/1995]',0.114,0.077,0.176,72.500,33.078,14.312,-0.100
'[10:01:49.044 29/12/1995]',0.114,0.100,0.176,72.500,33.078,14.312,-0.100
'[10:01:49.046 29/12/1995]',0.114,0.111,0.187,72.500,33.078,14.312,-0.100
'[10:01:49.048 29/12/1995]',0.114,0.111,0.198,72.200,31.726,14.600,-0.127
'[10:01:49.050 29/12/1995]',0.170,0.077,0.209,72.200,31.726,14.600,-0.127
'[10:01:49.052 29/12/1995]',0.170,0.067,0.220,72.200,31.726,14.600,-0.127
'[10:01:49.054 29/12/1995]',0.170,0.056,0.220,72.200,31.726,14.600,-0.127
'[10:01:49.056 29/12/1995]',0.170,0.044,0.231,71.850,30.676,14.963,-0.153
'[10:01:49.058 29/12/1995]',0.170,0.044,0.231,71.850,30.676,14.963,-0.153
'[10:01:49.060 29/12/1995]',0.170,0.056,0.231,71.850,30.676,14.963,-0.153
'[10:01:49.062 29/12/1995]',0.170,0.056,0.231,71.850,30.676,14.963,-0.153
'[10:01:49.064 29/12/1995]',0.170,0.056,0.231,71.600,29.900,15.312,-0.177
'[10:01:49.066 29/12/1995]',0.170,0.034,0.242,71.600,29.900,15.312,-0.177
'[10:01:49.068 29/12/1995]',0.170,0.011,0.242,71.600,29.900,15.312,-0.177
'[10:01:49.070 29/12/1995]',0.170,-0.021,0.231,71.600,29.900,15.312,-0.177
'[10:01:49.072 29/12/1995]',0.170,-0.043,0.231,71.300,29.324,15.600,-0.201
'[10:01:49.074 29/12/1995]',0.170,-0.021,0.231,71.300,29.324,15.600,-0.201
'[10:01:49.076 29/12/1995]',0.170,-0.032,0.220,71.300,29.324,15.600,-0.201
'[10:01:49.078 29/12/1995]',0.170,-0.021,0.231,71.300,29.324,15.600,-0.201
'[10:01:49.080 29/12/1995]',0.170,-0.010,0.231,71.100,28.849,15.950,-0.223
'[10:01:49.082 29/12/1995]',0.170,-0.010,0.220,71.100,28.849,15.950,-0.223
'[10:01:49.084 29/12/1995]',0.170,-0.021,0.264,71.100,28.849,15.950,-0.223
'[10:01:49.086 29/12/1995]',0.114,-0.043,0.154,71.100,28.849,15.950,-0.223
'[10:01:49.088 29/12/1995]',0.114,-0.043,0.165,70.950,28.574,16.250,-0.242
'[10:01:49.090 29/12/1995]',0.114,-0.043,0.187,70.950,28.574,16.250,-0.242
'[10:01:49.092 29/12/1995]',0.114,-0.032,0.198,70.950,28.574,16.250,-0.242
'[10:01:49.094 29/12/1995]',0.114,-0.021,0.209,70.950,28.574,16.250,-0.242
'[10:01:49.096 29/12/1995]',0.170,-0.021,0.220,70.650,28.399,16.538,-0.261
'[10:01:49.098 29/12/1995]',0.170,-0.021,0.220,70.650,28.399,16.538,-0.261
'[10:01:49.100 29/12/1995]',0.170,-0.021,0.220,70.650,28.399,16.538,-0.261
'[10:01:49.102 29/12/1995]',0.170,-0.032,0.220,70.650,28.399,16.538,-0.261
'[10:01:49.104 29/12/1995]',0.170,-0.032,0.220,70.250,28.324,16.712,-0.276
'[10:01:49.106 29/12/1995]',0.114,-0.032,0.209,70.250,28.324,16.712,-0.276
'[10:01:49.108 29/12/1995]',0.114,-0.032,0.209,70.250,28.324,16.712,-0.276
'[10:01:49.110 29/12/1995]',0.170,-0.032,0.209,70.250,28.324,16.712,-0.276
'[10:01:49.112 29/12/1995]',0.170,-0.021,0.220,69.900,28.324,16.950,-0.289
'[10:01:49.114 29/12/1995]',0.170,-0.021,0.209,69.900,28.324,16.950,-0.289
'[10:01:49.116 29/12/1995]',0.170,-0.032,0.220,69.900,28.324,16.950,-0.289
'[10:01:49.118 29/12/1995]',0.170,-0.043,0.220,69.900,28.324,16.950,-0.289
'[10:01:49.120 29/12/1995]',0.170,-0.043,0.220,69.600,28.399,17.062,-0.301
'[10:01:49.122 29/12/1995]',0.114,-0.043,0.209,69.600,28.399,17.062,-0.301
'[10:01:49.124 29/12/1995]',0.170,-0.032,0.209,69.600,28.399,17.062,-0.301
'[10:01:49.126 29/12/1995]',0.170,-0.032,0.220,69.600,28.399,17.062,-0.301
'[10:01:49.128 29/12/1995]',0.170,-0.021,0.220,69.300,28.574,17.188,-0.310
'[10:01:49.130 29/12/1995]',0.170,-0.021,0.231,69.300,28.574,17.188,-0.310
'[10:01:49.132 29/12/1995]',0.170,-0.021,0.231,69.300,28.574,17.188,-0.310
'[10:01:49.134 29/12/1995]',0.170,-0.032,0.220,69.300,28.574,17.188,-0.310
'[10:01:49.136 29/12/1995]',0.170,-0.043,0.220,68.950,28.749,17.238,-0.320
'[10:01:49.138 29/12/1995]',0.114,-0.043,0.220,68.950,28.749,17.238,-0.320
'[10:01:49.140 29/12/1995]',0.114,-0.043,0.209,68.950,28.749,17.238,-0.320
'[10:01:49.142 29/12/1995]',0.114,-0.043,0.209,68.950,28.749,17.238,-0.320
'[10:01:49.144 29/12/1995]',0.170,-0.032,0.209,68.600,29.024,17.238,-0.327
'[10:01:49.146 29/12/1995]',0.114,-0.032,0.209,68.600,29.024,17.238,-0.327
'[10:01:49.148 29/12/1995]',0.114,-0.021,0.209,68.600,29.024,17.238,-0.327
'[10:01:49.150 29/12/1995]',0.114,-0.021,0.209,68.600,29.024,17.238,-0.327
'[10:01:49.152 29/12/1995]',0.114,-0.021,0.187,68.250,29.274,17.238,-0.334
'[10:01:49.154 29/12/1995]',0.114,-0.021,0.176,68.250,29.274,17.238,-0.334
'[10:01:49.156 29/12/1995]',0.114,-0.010,0.154,68.250,29.274,17.238,-0.334
'[10:01:49.158 29/12/1995]',0.058,-0.010,0.111,68.250,29.274,17.238,-0.334
'[10:01:49.160 29/12/1995]',0.005,-0.010,0.034,67.900,29.450,17.238,-0.341
'[10:01:49.162 29/12/1995]',0.005,-0.010,-0.076,67.900,29.450,17.238,-0.341
'[10:01:49.164 29/12/1995]',-0.106,-0.021,-0.207,67.900,29.450,17.238,-0.341
'[10:01:49.166 29/12/1995]',-0.218,-0.032,-0.339,67.900,29.450,17.238,-0.341
'[10:01:49.168 29/12/1995]',-0.385,-0.065,-0.503,67.550,29.550,17.188,-0.346
'[10:01:49.170 29/12/1995]',-0.496,-0.098,-0.690,67.550,29.550,17.188,-0.346
