'Time and date','aVL','III','V','ABP','PLETH','RESP'
'[13:11:43.626 13/07/1995]',0.122,-0.077,0.239,119.850,0.000,-0.633
'[13:11:43.628 13/07/1995]',0.120,-0.073,0.239,119.850,0.000,-0.633
'[13:11:43.630 13/07/1995]',0.117,-0.070,0.239,119.850,0.000,-0.633
'[13:11:43.632 13/07/1995]',0.120,-0.072,0.232,115.038,0.000,-0.627
'[13:11:43.634 13/07/1995]',0.122,-0.073,0.225,115.038,0.000,-0.627
'[13:11:43.636 13/07/1995]',0.124,-0.077,0.218,115.038,0.000,-0.627
'[13:11:43.638 13/07/1995]',0.127,-0.080,0.211,115.038,0.000,-0.627
'[13:11:43.640 13/07/1995]',0.128,-0.084,0.205,110.451,0.000,-0.621
'[13:11:43.642 13/07/1995]',0.129,-0.087,0.198,110.451,0.000,-0.621
'[13:11:43.644 13/07/1995]',0.130,-0.092,0.192,110.451,0.000,-0.621
'[13:11:43.646 13/07/1995]',0.131,-0.098,0.187,110.451,0.000,-0.621
'[13:11:43.648 13/07/1995]',0.133,-0.099,0.182,105.940,0.000,-0.616
'[13:11:43.650 13/07/1995]',0.134,-0.101,0.177,105.940,0.000,-0.616
'[13:11:43.652 13/07/1995]',0.134,-0.103,0.173,105.940,0.000,-0.616
'[13:11:43.654 13/07/1995]',0.134,-0.105,0.170,105.940,0.000,-0.616
'[13:11:43.656 13/07/1995]',0.134,-0.105,0.168,101.579,0.000,-0.611
'[13:11:43.658 13/07/1995]',0.134,-0.105,0.166,101.579,0.000,-0.611
'[13:11:43.660 13/07/1995]',0.135,-0.105,0.165,101.579,0.000,-0.611
'[13:11:43.662 13/07/1995]',0.136,-0.105,0.163,101.579,0.000,-0.611
'[13:11:43.664 13/07/1995]',0.136,-0.105,0.163,97.368,0.000,-0.606
'[13:11:43.666 13/07/1995]',0.136,-0.105,0.163,97.368,0.000,-0.606
'[13:11:43.668 13/07/1995]',0.136,-0.103,0.161,97.368,0.000,-0.606
'[13:11:43.670 13/07/1995]',0.136,-0.101,0.159,97.368,0.000,-0.606
'[13:11:43.672 13/07/1995]',0.135,-0.098,0.154,93.534,0.000,-0.602
'[13:11:43.674 13/07/1995]',0.134,-0.094,0.149,93.534,0.000,-0.602
'[13:11:43.676 13/07/1995]',0.131,-0.089,0.144,93.534,0.000,-0.602
'[13:11:43.678 13/07/1995]',0.129,-0.084,0.139,93.534,0.000,-0.602
'[13:11:43.680 13/07/1995]',0.127,-0.082,0.137,90.000,0.000,-0.598
'[13:11:43.682 13/07/1995]',0.124,-0.080,0.135,90.000,0.000,-0.598
'[13:11:43.684 13/07/1995]',0.122,-0.077,0.137,90.000,0.000,-0.598
'[13:11:43.686 13/07/1995]',0.120,-0.073,0.139,90.000,0.000,-0.598
'[13:11:43.688 13/07/1995]',0.115,-0.070,0.140,87.068,0.000,-0.594
'[13:11:43.690 13/07/1995]',0.110,-0.066,0.142,87.068,0.000,-0.594
'[13:11:43.692 13/07/1995]',0.110,-0.065,0.147,87.068,0.000,-0.594
'[13:11:43.694 13/07/1995]',0.110,-0.063,0.153,87.068,0.000,-0.594
'[13:11:43.696 13/07/1995]',0.110,-0.065,0.158,84.737,0.000,-0.590
'[13:11:43.698 13/07/1995]',0.110,-0.066,0.163,84.737,0.000,-0.590
'[13:11:43.700 13/07/1995]',0.110,-0.066,0.165,84.737,0.000,-0.590
'[13:11:43.702 13/07/1995]',0.110,-0.066,0.166,84.737,0.000,-0.590
'[13:11:43.704 13/07/1995]',0.110,-0.066,0.165,83.158,0.000,-0.586
'[13:11:43.706 13/07/1995]',0.110,-0.066,0.163,83.158,0.000,-0.586
'[13:11:43.708 13/07/1995]',0.110,-0.066,0.163,83.158,0.000,-0.586
'[13:11:43.710 13/07/1995]',0.110,-0.066,0.163,83.158,0.000,-0.586
'[13:11:43.712 13/07/1995]',0.110,-0.066,0.165,82.105,0.000,-0.581
'[13:11:43.714 13/07/1995]',0.110,-0.066,0.166,82.105,0.000,-0.581
'[13:11:43.716 13/07/1995]',0.110,-0.066,0.170,82.105,0.000,-0.581
'[13:11:43.718 13/07/1995]',0.110,-0.066,0.173,82.105,0.000,-0.581
'[13:11:43.720 13/07/1995]',0.110,-0.066,0.179,81.579,0.000,-0.576
'[13:11:43.722 13/07/1995]',0.110,-0.066,0.184,81.579,0.000,-0.576
'[13:11:43.724 13/07/1995]',0.110,-0.066,0.185,81.579,0.000,-0.576
'[13:11:43.726 13/07/1995]',0.110,-0.066,0.187,81.579,0.000,-0.576
'[13:11:43.728 13/07/1995]',0.110,-0.065,0.191,81.429,0.000,-0.571
'[13:11:43.730 13/07/1995]',0.110,-0.063,0.194,81.429,0.000,-0.571
'[13:11:43.732 13/07/1995]',0.109,-0.059,0.198,81.429,0.000,-0.571
'[13:11:43.734 13/07/1995]',0.108,-0.056,0.201,81.429,0.000,-0.571
'[13:11:43.736 13/07/1995]',0.106,-0.052,0.203,81.429,0.000,-0.566
'[13:11:43.738 13/07/1995]',0.103,-0.049,0.205,81.429,0.000,-0.566
'[13:11:43.740 13/07/1995]',0.101,-0.044,0.201,81.429,0.000,-0.566
'[13:11:43.742 13/07/1995]',0.099,-0.038,0.198,81.429,0.000,-0.566
'[13:11:43.744 13/07/1995]',0.097,-0.037,0.194,81.504,0.000,-0.560
'[13:11:43.746 13/07/1995]',0.096,-0.035,0.191,81.504,0.000,-0.560
'[13:11:43.748 13/07/1995]',0.095,-0.031,0.187,81.504,0.000,-0.560
'[13:11:43.750 13/07/1995]',0.094,-0.028,0.184,81.504,0.000,-0.560
'[13:11:43.752 13/07/1995]',0.093,-0.026,0.182,81.729,0.000,-0.554
'[13:11:43.754 13/07/1995]',0.092,-0.024,0.180,81.729,0.000,-0.554
'[13:11:43.756 13/07/1995]',0.093,-0.024,0.175,81.729,0.000,-0.554
'[13:11:43.758 13/07/1995]',0.094,-0.024,0.170,81.729,0.000,-0.554
'[13:11:43.760 13/07/1995]',0.094,-0.026,0.166,81.729,0.000,-0.549
'[13:11:43.762 13/07/1995]',0.094,-0.028,0.163,81.729,0.000,-0.549
'[13:11:43.764 13/07/1995]',0.095,-0.030,0.156,81.729,0.000,-0.549
'[13:11:43.766 13/07/1995]',0.096,-0.031,0.149,81.729,0.000,-0.549
'[13:11:43.768 13/07/1995]',0.099,-0.033,0.144,81.729,0.000,-0.543
'[13:11:43.770 13/07/1995]',0.101,-0.035,0.139,81.729,0.000,-0.543
'[13:11:43.772 13/07/1995]',0.102,-0.038,0.137,81.729,0.000,-0.543
'[13:11:43.774 13/07/1995]',0.103,-0.042,0.135,81.729,0.000,-0.543
'[13:11:43.776 13/07/1995]',0.104,-0.049,0.139,81.504,0.000,-0.536
'[13:11:43.778 13/07/1995]',0.106,-0.056,0.142,81.504,0.000,-0.536
'[13:11:43.780 13/07/1995]',0.108,-0.059,0.146,81.504,0.000,-0.536
'[13:11:43.782 13/07/1995]',0.110,-0.063,0.149,81.504,0.000,-0.536
'[13:11:43.784 13/07/1995]',0.110,-0.065,0.153,81.053,0.000,-0.530
'[13:11:43.786 13/07/1995]',0.110,-0.066,0.156,81.053,0.000,-0.530
'[13:11:43.788 13/07/1995]',0.110,-0.066,0.159,81.053,0.000,-0.530
'[13:11:43.790 13/07/1995]',0.110,-0.066,0.163,81.053,0.000,-0.530
'[13:11:43.792 13/07/1995]',0.110,-0.066,0.163,80.526,0.000,-0.523
'[13:11:43.794 13/07/1995]',0.110,-0.066,0.163,80.526,0.000,-0.523
'[13:11:43.796 13/07/1995]',0.110,-0.066,0.163,80.526,0.000,-0.523
'[13:11:43.798 13/07/1995]',0.110,-0.066,0.163,80.526,0.000,-0.523
'[13:11:43.800 13/07/1995]',0.110,-0.066,0.163,79.774,0.000,-0.516
'[13:11:43.802 13/07/1995]',0.110,-0.066,0.163,79.774,0.000,-0.516
'[13:11:43.804 13/07/1995]',0.110,-0.066,0.163,79.774,0.000,-0.516
'[13:11:43.806 13/07/1995]',0.110,-0.066,0.163,79.774,0.000,-0.516
'[13:11:43.808 13/07/1995]',0.110,-0.068,0.163,78.947,0.000,-0.509
'[13:11:43.810 13/07/1995]',0.110,-0.070,0.163,78.947,0.000,-0.509
'[13:11:43.812 13/07/1995]',0.112,-0.073,0.163,78.947,0.000,-0.509
'[13:11:43.814 13/07/1995]',0.113,-0.077,0.163,78.947,0.000,-0.509
'[13:11:43.816 13/07/1995]',0.115,-0.079,0.163,77.970,0.000,-0.502
'[13:11:43.818 13/07/1995]',0.117,-0.080,0.163,77.970,0.000,-0.502
'[13:11:43.820 13/07/1995]',0.120,-0.084,0.163,77.970,0.000,-0.502
'[13:11:43.822 13/07/1995]',0.122,-0.087,0.163,77.970,0.000,-0.502
'[13:11:43.824 13/07/1995]',0.121,-0.091,0.163,76.917,0.000,-0.495
'[13:11:43.826 13/07/1995]',0.120,-0.094,0.163,76.917,0.000,-0.495
'[13:11:43.828 13/07/1995]',0.120,-0.091,0.163,76.917,0.000,-0.495
'[13:11:43.830 13/07/1995]',0.120,-0.087,0.163,76.917,0.000,-0.495
'[13:11:43.832 13/07/1995]',0.119,-0.084,0.163,75.865,0.000,-0.487
'[13:11:43.834 13/07/1995]',0.117,-0.080,0.163,75.865,0.000,-0.487
'[13:11:43.836 13/07/1995]',0.115,-0.077,0.163,75.865,0.000,-0.487
'[13:11:43.838 13/07/1995]',0.113,-0.073,0.163,75.865,0.000,-0.487
'[13:11:43.840 13/07/1995]',0.112,-0.070,0.163,74.737,0.000,-0.479
'[13:11:43.842 13/07/1995]',0.110,-0.066,0.163,74.737,0.000,-0.479
'[13:11:43.844 13/07/1995]',0.110,-0.065,0.163,74.737,0.000,-0.479
'[13:11:43.846 13/07/1995]',0.110,-0.063,0.163,74.737,0.000,-0.479
'[13:11:43.848 13/07/1995]',0.110,-0.065,0.163,73.684,0.000,-0.470
'[13:11:43.850 13/07/1995]',0.110,-0.066,0.163,73.684,0.000,-0.470
'[13:11:43.852 13/07/1995]',0.110,-0.066,0.163,73.684,0.000,-0.470
'[13:11:43.854 13/07/1995]',0.110,-0.066,0.163,73.684,0.000,-0.470
'[13:11:43.856 13/07/1995]',0.110,-0.066,0.163,72.556,0.000,-0.460
'[13:11:43.858 13/07/1995]',0.110,-0.066,0.163,72.556,0.000,-0.460
'[13:11:43.860 13/07/1995]',0.110,-0.066,0.165,72.556,0.000,-0.460
'[13:11:43.862 13/07/1995]',0.110,-0.066,0.166,72.556,0.000,-0.460
'[13:11:43.864 13/07/1995]',0.110,-0.066,0.172,71.579,0.000,-0.450
'[13:11:43.866 13/07/1995]',0.110,-0.066,0.177,71.579,0.000,-0.450
'[13:11:43.868 13/07/1995]',0.110,-0.066,0.184,71.579,0.000,-0.450
'[13:11:43.870 13/07/1995]',0.110,-0.066,0.191,71.579,0.000,-0.450
'[13:11:43.872 13/07/1995]',0.109,-0.066,0.192,70.526,0.000,-0.439
'[13:11:43.874 13/07/1995]',0.108,-0.066,0.194,70.526,0.000,-0.439
'[13:11:43.876 13/07/1995]',0.104,-0.066,0.198,70.526,0.000,-0.439
'[13:11:43.878 13/07/1995]',0.101,-0.066,0.201,70.526,0.000,-0.439
'[13:11:43.880 13/07/1995]',0.097,-0.065,0.203,69.699,0.000,-0.427
'[13:11:43.882 13/07/1995]',0.094,-0.063,0.205,69.699,0.000,-0.427
'[13:11:43.884 13/07/1995]',0.092,-0.059,0.201,69.699,0.000,-0.427
'[13:11:43.886 13/07/1995]',0.089,-0.056,0.198,69.699,0.000,-0.427
'[13:11:43.888 13/07/1995]',0.089,-0.054,0.194,68.872,0.000,-0.416
'[13:11:43.890 13/07/1995]',0.089,-0.052,0.191,68.872,0.000,-0.416
'[13:11:43.892 13/07/1995]',0.090,-0.051,0.187,68.872,0.000,-0.416
'[13:11:43.894 13/07/1995]',0.092,-0.049,0.184,68.872,0.000,-0.416
'[13:11:43.896 13/07/1995]',0.094,-0.052,0.180,68.045,0.000,-0.405
'[13:11:43.898 13/07/1995]',0.096,-0.056,0.177,68.045,0.000,-0.405
'[13:11:43.900 13/07/1995]',0.099,-0.059,0.170,68.045,0.000,-0.405
'[13:11:43.902 13/07/1995]',0.101,-0.063,0.163,68.045,0.000,-0.405
'[13:11:43.904 13/07/1995]',0.102,-0.065,0.163,67.368,0.000,-0.393
'[13:11:43.906 13/07/1995]',0.103,-0.066,0.163,67.368,0.000,-0.393
'[13:11:43.908 13/07/1995]',0.103,-0.066,0.163,67.368,0.000,-0.393
'[13:11:43.910 13/07/1995]',0.103,-0.066,0.163,67.368,0.000,-0.393
'[13:11:43.912 13/07/1995]',0.103,-0.066,0.163,66.692,0.000,-0.381
'[13:11:43.914 13/07/1995]',0.103,-0.066,0.163,66.692,0.000,-0.381
'[13:11:43.916 13/07/1995]',0.103,-0.066,0.163,66.692,0.000,-0.381
'[13:11:43.918 13/07/1995]',0.103,-0.066,0.163,66.692,0.000,-0.381
'[13:11:43.920 13/07/1995]',0.104,-0.066,0.163,66.015,0.000,-0.367
'[13:11:43.922 13/07/1995]',0.106,-0.066,0.163,66.015,0.000,-0.367
'[13:11:43.924 13/07/1995]',0.108,-0.066,0.163,66.015,0.000,-0.367
'[13:11:43.926 13/07/1995]',0.110,-0.066,0.163,66.015,0.000,-0.367
'[13:11:43.928 13/07/1995]',0.110,-0.068,0.163,65.338,0.000,-0.354
'[13:11:43.930 13/07/1995]',0.110,-0.070,0.163,65.338,0.000,-0.354
'[13:11:43.932 13/07/1995]',0.110,-0.073,0.163,65.338,0.000,-0.354
'[13:11:43.934 13/07/1995]',0.110,-0.077,0.163,65.338,0.000,-0.354
'[13:11:43.936 13/07/1995]',0.110,-0.077,0.163,64.737,0.000,-0.342
'[13:11:43.938 13/07/1995]',0.110,-0.077,0.163,64.737,0.000,-0.342
'[13:11:43.940 13/07/1995]',0.110,-0.077,0.165,64.737,0.000,-0.342
'[13:11:43.942 13/07/1995]',0.110,-0.077,0.166,64.737,0.000,-0.342
'[13:11:43.944 13/07/1995]',0.110,-0.077,0.170,64.135,0.000,-0.330
'[13:11:43.946 13/07/1995]',0.110,-0.077,0.173,64.135,0.000,-0.330
'[13:11:43.948 13/07/1995]',0.110,-0.075,0.179,64.135,0.000,-0.330
'[13:11:43.950 13/07/1995]',0.110,-0.073,0.184,64.135,0.000,-0.330
'[13:11:43.952 13/07/1995]',0.110,-0.070,0.185,63.609,0.000,-0.319
'[13:11:43.954 13/07/1995]',0.110,-0.066,0.187,63.609,0.000,-0.319
'[13:11:43.956 13/07/1995]',0.110,-0.065,0.191,63.609,0.000,-0.319
'[13:11:43.958 13/07/1995]',0.110,-0.063,0.194,63.609,0.000,-0.319
'[13:11:43.960 13/07/1995]',0.110,-0.065,0.198,63.158,0.000,-0.307
'[13:11:43.962 13/07/1995]',0.110,-0.066,0.201,63.158,0.000,-0.307
'[13:11:43.964 13/07/1995]',0.110,-0.066,0.203,63.158,0.000,-0.307
'[13:11:43.966 13/07/1995]',0.110,-0.066,0.205,63.158,0.000,-0.307
'[13:11:43.968 13/07/1995]',0.110,-0.066,0.203,62.707,0.000,-0.295
'[13:11:43.970 13/07/1995]',0.110,-0.066,0.201,62.707,0.000,-0.295
'[13:11:43.972 13/07/1995]',0.110,-0.066,0.201,62.707,0.000,-0.295
'[13:11:43.974 13/07/1995]',0.110,-0.066,0.201,62.707,0.000,-0.295
'[13:11:43.976 13/07/1995]',0.110,-0.066,0.201,62.331,0.000,-0.282
'[13:11:43.978 13/07/1995]',0.110,-0.066,0.201,62.331,0.000,-0.282
'[13:11:43.980 13/07/1995]',0.110,-0.066,0.201,62.331,0.000,-0.282
'[13:11:43.982 13/07/1995]',0.110,-0.066,0.201,62.331,0.000,-0.282
'[13:11:43.984 13/07/1995]',0.110,-0.066,0.201,61.955,0.000,-0.270
'[13:11:43.986 13/07/1995]',0.110,-0.066,0.201,61.955,0.000,-0.270
'[13:11:43.988 13/07/1995]',0.110,-0.068,0.199,61.955,0.000,-0.270
'[13:11:43.990 13/07/1995]',0.110,-0.070,0.198,61.955,0.000,-0.270
'[13:11:43.992 13/07/1995]',0.109,-0.073,0.194,61.729,0.000,-0.257
'[13:11:43.994 13/07/1995]',0.108,-0.077,0.191,61.729,0.000,-0.257
'[13:11:43.996 13/07/1995]',0.104,-0.073,0.189,61.729,0.000,-0.257
'[13:11:43.998 13/07/1995]',0.101,-0.070,0.187,61.729,0.000,-0.257
'[13:11:44.000 13/07/1995]',0.094,-0.059,0.191,61.504,0.000,-0.243
'[13:11:44.002 13/07/1995]',0.087,-0.049,0.194,61.504,0.000,-0.243
'[13:11:44.004 13/07/1995]',0.074,-0.030,0.199,61.504,0.000,-0.243
'[13:11:44.006 13/07/1995]',0.061,-0.010,0.205,61.504,0.000,-0.243
'[13:11:44.008 13/07/1995]',0.045,0.017,0.215,61.278,0.000,-0.231
'[13:11:44.010 13/07/1995]',0.028,0.045,0.225,61.278,0.000,-0.231
'[13:11:44.012 13/07/1995]',0.016,0.070,0.244,61.278,0.000,-0.231
'[13:11:44.014 13/07/1995]',0.005,0.094,0.263,61.278,0.000,-0.231
'[13:11:44.016 13/07/1995]',0.004,0.105,0.289,61.053,0.000,-0.218
'[13:11:44.018 13/07/1995]',0.002,0.115,0.315,61.053,0.000,-0.218
'[13:11:44.020 13/07/1995]',0.014,0.108,0.350,61.053,0.000,-0.218
'[13:11:44.022 13/07/1995]',0.026,0.101,0.385,61.053,0.000,-0.218
'[13:11:44.024 13/07/1995]',0.060,0.061,0.423,60.902,0.000,-0.205
'[13:11:44.026 13/07/1995]',0.094,0.021,0.461,60.902,0.000,-0.205
'[13:11:44.028 13/07/1995]',0.157,-0.061,0.510,60.902,0.000,-0.205
'[13:11:44.030 13/07/1995]',0.221,-0.143,0.558,60.902,0.000,-0.205
'[13:11:44.032 13/07/1995]',0.317,-0.274,0.617,60.752,0.000,-0.193
'[13:11:44.034 13/07/1995]',0.413,-0.405,0.676,60.752,0.000,-0.193
'[13:11:44.036 13/07/1995]',0.535,-0.583,0.747,60.752,0.000,-0.193
'[13:11:44.038 13/07/1995]',0.657,-0.761,0.818,60.752,0.000,-0.193
'[13:11:44.040 13/07/1995]',0.795,-0.969,0.896,60.526,0.000,-0.180
'[13:11:44.042 13/07/1995]',0.932,-1.176,0.974,60.526,0.000,-0.180
'[13:11:44.044 13/07/1995]',1.063,-1.379,1.036,60.526,0.000,-0.180
'[13:11:44.046 13/07/1995]',1.195,-1.581,1.099,60.526,0.000,-0.180
'[13:11:44.048 13/07/1995]',1.300,-1.747,1.127,60.301,0.000,-0.168
'[13:11:44.050 13/07/1995]',1.406,-1.913,1.154,60.301,0.000,-0.168
'[13:11:44.052 13/07/1995]',1.473,-2.021,1.154,60.301,0.000,-0.168
'[13:11:44.054 13/07/1995]',1.540,-2.129,1.154,60.301,0.000,-0.168
'[13:11:44.056 13/07/1995]',1.562,-2.173,1.142,60.075,0.000,-0.157
'[13:11:44.058 13/07/1995]',1.585,-2.216,1.130,60.075,0.000,-0.157
'[13:11:44.060 13/07/1995]',1.562,-2.201,1.139,60.075,0.000,-0.157
'[13:11:44.062 13/07/1995]',1.540,-2.185,1.147,60.075,0.000,-0.157
'[13:11:44.064 13/07/1995]',1.480,-2.120,1.192,59.850,0.000,-0.146
'[13:11:44.066 13/07/1995]',1.420,-2.056,1.237,59.850,0.000,-0.146
'[13:11:44.068 13/07/1995]',1.338,-1.955,1.314,59.850,0.000,-0.146
'[13:11:44.070 13/07/1995]',1.256,-1.853,1.390,59.850,0.000,-0.146
'[13:11:44.072 13/07/1995]',1.160,-1.728,1.477,59.549,0.000,-0.138
'[13:11:44.074 13/07/1995]',1.063,-1.602,1.563,59.549,0.000,-0.138
'[13:11:44.076 13/07/1995]',0.962,-1.466,1.624,59.549,0.000,-0.138
'[13:11:44.078 13/07/1995]',0.862,-1.330,1.685,59.549,0.000,-0.138
'[13:11:44.080 13/07/1995]',0.758,-1.190,1.683,59.248,0.000,-0.131
'[13:11:44.082 13/07/1995]',0.655,-1.051,1.681,59.248,0.000,-0.131
'[13:11:44.084 13/07/1995]',0.559,-0.914,1.600,59.248,0.000,-0.131
'[13:11:44.086 13/07/1995]',0.462,-0.778,1.518,59.248,0.000,-0.131
'[13:11:44.088 13/07/1995]',0.379,-0.660,1.367,58.947,0.000,-0.124
'[13:11:44.090 13/07/1995]',0.296,-0.541,1.217,58.947,0.000,-0.124
'[13:11:44.092 13/07/1995]',0.230,-0.449,1.026,58.947,0.000,-0.124
'[13:11:44.094 13/07/1995]',0.164,-0.356,0.835,58.947,0.000,-0.124
'[13:11:44.096 13/07/1995]',0.120,-0.286,0.650,58.647,0.000,-0.119
'[13:11:44.098 13/07/1995]',0.075,-0.216,0.464,58.647,0.000,-0.119
'[13:11:44.100 13/07/1995]',0.048,-0.161,0.319,58.647,0.000,-0.119
'[13:11:44.102 13/07/1995]',0.021,-0.105,0.173,58.647,0.000,-0.119
'[13:11:44.104 13/07/1995]',0.002,-0.063,0.083,58.271,0.000,-0.116
'[13:11:44.106 13/07/1995]',-0.016,-0.021,-0.007,58.271,0.000,-0.116
'[13:11:44.108 13/07/1995]',-0.033,0.017,-0.052,58.271,0.000,-0.116
'[13:11:44.110 13/07/1995]',-0.049,0.056,-0.097,58.271,0.000,-0.116
'[13:11:44.112 13/07/1995]',-0.063,0.091,-0.120,57.970,0.000,-0.113
'[13:11:44.114 13/07/1995]',-0.077,0.126,-0.142,57.970,0.000,-0.113
'[13:11:44.116 13/07/1995]',-0.089,0.157,-0.156,57.970,0.000,-0.113
'[13:11:44.118 13/07/1995]',-0.101,0.188,-0.170,57.970,0.000,-0.113
'[13:11:44.120 13/07/1995]',-0.112,0.211,-0.185,57.669,0.000,-0.112
'[13:11:44.122 13/07/1995]',-0.122,0.234,-0.201,57.669,0.000,-0.112
'[13:11:44.124 13/07/1995]',-0.128,0.251,-0.217,57.669,0.000,-0.112
'[13:11:44.126 13/07/1995]',-0.134,0.269,-0.232,57.669,0.000,-0.112
'[13:11:44.128 13/07/1995]',-0.137,0.283,-0.246,57.293,0.000,-0.114
'[13:11:44.130 13/07/1995]',-0.141,0.297,-0.260,57.293,0.000,-0.114
'[13:11:44.132 13/07/1995]',-0.143,0.304,-0.272,57.293,0.000,-0.114
'[13:11:44.134 13/07/1995]',-0.146,0.311,-0.284,57.293,0.000,-0.114
'[13:11:44.136 13/07/1995]',-0.147,0.314,-0.293,57.068,0.000,-0.118
'[13:11:44.138 13/07/1995]',-0.148,0.318,-0.302,57.068,0.000,-0.118
'[13:11:44.140 13/07/1995]',-0.148,0.318,-0.308,57.068,0.000,-0.118
'[13:11:44.142 13/07/1995]',-0.148,0.318,-0.315,57.068,0.000,-0.118
'[13:11:44.144 13/07/1995]',-0.148,0.318,-0.321,56.692,0.000,-0.126
'[13:11:44.146 13/07/1995]',-0.148,0.318,-0.326,56.692,0.000,-0.126
'[13:11:44.148 13/07/1995]',-0.148,0.319,-0.329,56.692,0.000,-0.126
'[13:11:44.150 13/07/1995]',-0.148,0.321,-0.333,56.692,0.000,-0.126
'[13:11:44.152 13/07/1995]',-0.149,0.325,-0.340,56.391,0.000,-0.135
'[13:11:44.154 13/07/1995]',-0.150,0.328,-0.347,56.391,0.000,-0.135
'[13:11:44.156 13/07/1995]',-0.153,0.330,-0.350,56.391,0.000,-0.135
'[13:11:44.158 13/07/1995]',-0.155,0.332,-0.354,56.391,0.000,-0.135
'[13:11:44.160 13/07/1995]',-0.155,0.332,-0.357,56.015,0.000,-0.145
'[13:11:44.162 13/07/1995]',-0.155,0.332,-0.360,56.015,0.000,-0.145
'[13:11:44.164 13/07/1995]',-0.155,0.332,-0.366,56.015,0.000,-0.145
'[13:11:44.166 13/07/1995]',-0.155,0.332,-0.371,56.015,0.000,-0.145
'[13:11:44.168 13/07/1995]',-0.154,0.330,-0.378,55.714,0.000,-0.157
'[13:11:44.170 13/07/1995]',-0.153,0.328,-0.385,55.714,0.000,-0.157
'[13:11:44.172 13/07/1995]',-0.150,0.325,-0.397,55.714,0.000,-0.157
'[13:11:44.174 13/07/1995]',-0.148,0.321,-0.409,55.714,0.000,-0.157
'[13:11:44.176 13/07/1995]',-0.147,0.319,-0.419,55.414,0.000,-0.170
'[13:11:44.178 13/07/1995]',-0.146,0.318,-0.430,55.414,0.000,-0.170
'[13:11:44.180 13/07/1995]',-0.148,0.319,-0.440,55.414,0.000,-0.170
'[13:11:44.182 13/07/1995]',-0.150,0.321,-0.451,55.414,0.000,-0.170
'[13:11:44.184 13/07/1995]',-0.154,0.326,-0.463,55.188,0.000,-0.182
'[13:11:44.186 13/07/1995]',-0.157,0.332,-0.475,55.188,0.000,-0.182
'[13:11:44.188 13/07/1995]',-0.161,0.339,-0.489,55.188,0.000,-0.182
'[13:11:44.190 13/07/1995]',-0.164,0.346,-0.503,55.188,0.000,-0.182
'[13:11:44.192 13/07/1995]',-0.170,0.353,-0.515,55.188,0.000,-0.195
'[13:11:44.194 13/07/1995]',-0.176,0.360,-0.527,55.188,0.000,-0.195
'[13:11:44.196 13/07/1995]',-0.184,0.368,-0.537,55.188,0.000,-0.195
'[13:11:44.198 13/07/1995]',-0.192,0.377,-0.548,55.188,0.000,-0.195
'[13:11:44.200 13/07/1995]',-0.201,0.386,-0.558,55.564,0.000,-0.207
'[13:11:44.202 13/07/1995]',-0.209,0.394,-0.568,55.564,0.000,-0.207
'[13:11:44.204 13/07/1995]',-0.214,0.405,-0.584,55.564,0.000,-0.207
'[13:11:44.206 13/07/1995]',-0.218,0.415,-0.600,55.564,0.000,-0.207
'[13:11:44.208 13/07/1995]',-0.222,0.424,-0.614,57.143,0.000,-0.220
'[13:11:44.210 13/07/1995]',-0.225,0.433,-0.627,57.143,0.000,-0.220
'[13:11:44.212 13/07/1995]',-0.230,0.443,-0.641,57.143,0.000,-0.220
'[13:11:44.214 13/07/1995]',-0.235,0.454,-0.655,57.143,0.000,-0.220
'[13:11:44.216 13/07/1995]',-0.239,0.466,-0.667,61.128,0.000,-0.231
'[13:11:44.218 13/07/1995]',-0.244,0.478,-0.679,61.128,0.000,-0.231
'[13:11:44.220 13/07/1995]',-0.252,0.489,-0.692,61.128,0.000,-0.231
'[13:11:44.222 13/07/1995]',-0.261,0.499,-0.704,61.128,0.000,-0.231
'[13:11:44.224 13/07/1995]',-0.270,0.510,-0.716,68.571,0.000,-0.240
'[13:11:44.226 13/07/1995]',-0.279,0.520,-0.728,68.571,0.000,-0.240
'[13:11:44.228 13/07/1995]',-0.289,0.536,-0.742,68.571,0.000,-0.240
'[13:11:44.230 13/07/1995]',-0.298,0.551,-0.756,68.571,0.000,-0.240
'[13:11:44.232 13/07/1995]',-0.306,0.565,-0.769,79.398,0.000,-0.249
'[13:11:44.234 13/07/1995]',-0.315,0.579,-0.783,79.398,0.000,-0.249
'[13:11:44.236 13/07/1995]',-0.322,0.590,-0.799,79.398,0.000,-0.249
'[13:11:44.238 13/07/1995]',-0.329,0.600,-0.815,79.398,0.000,-0.249
'[13:11:44.240 13/07/1995]',-0.335,0.609,-0.830,92.180,0.000,-0.257
'[13:11:44.242 13/07/1995]',-0.340,0.618,-0.846,92.180,0.000,-0.257
'[13:11:44.244 13/07/1995]',-0.346,0.630,-0.858,92.180,0.000,-0.257
'[13:11:44.246 13/07/1995]',-0.352,0.642,-0.870,92.180,0.000,-0.257
'[13:11:44.248 13/07/1995]',-0.358,0.653,-0.880,105.038,0.000,-0.264
'[13:11:44.250 13/07/1995]',-0.364,0.663,-0.891,105.038,0.000,-0.264
'[13:11:44.252 13/07/1995]',-0.367,0.672,-0.898,105.038,0.000,-0.264
'[13:11:44.254 13/07/1995]',-0.371,0.681,-0.905,105.038,0.000,-0.264
'[13:11:44.256 13/07/1995]',-0.370,0.684,-0.908,116.992,0.000,-0.270
