'Time and date','MCL1 ','V ','ABP ','PAP ','PLETH ','RESP '
'[10:41:44.620 08/05/1995]',-0.026,-0.025,79.149,20.507,-0.445,-0.240
'[10:41:44.622 08/05/1995]',-0.026,-0.025,79.149,20.507,-0.445,-0.240
'[10:41:44.624 08/05/1995]',-0.034,-0.038,78.698,20.332,-0.445,-0.231
'[10:41:44.626 08/05/1995]',-0.034,-0.038,78.698,20.332,-0.445,-0.231
'[10:41:44.628 08/05/1995]',-0.043,-0.038,78.698,20.332,-0.445,-0.231
'[10:41:44.630 08/05/1995]',-0.034,-0.038,78.698,20.332,-0.445,-0.231
'[10:41:44.632 08/05/1995]',-0.008,-0.025,78.398,20.208,-0.445,-0.222
'[10:41:44.634 08/05/1995]',-0.008,-0.025,78.398,20.208,-0.445,-0.222
'[10:41:44.636 08/05/1995]',-0.008,-0.025,78.398,20.208,-0.445,-0.222
'[10:41:44.638 08/05/1995]',-0.008,-0.038,78.398,20.208,-0.445,-0.222
'[10:41:44.640 08/05/1995]',-0.017,-0.038,78.022,20.033,-0.445,-0.212
'[10:41:44.642 08/05/1995]',-0.017,-0.038,78.022,20.033,-0.445,-0.212
'[10:41:44.644 08/05/1995]',-0.017,-0.038,78.022,20.033,-0.445,-0.212
'[10:41:44.646 08/05/1995]',-0.017,-0.038,78.022,20.033,-0.445,-0.212
'[10:41:44.648 08/05/1995]',-0.017,-0.025,77.647,19.983,-0.446,-0.203
'[10:41:44.650 08/05/1995]',-0.008,-0.025,77.647,19.983,-0.446,-0.203
'[10:41:44.652 08/05/1995]',-0.017,-0.038,77.647,19.983,-0.446,-0.203
'[10:41:44.654 08/05/1995]',-0.017,-0.025,77.647,19.983,-0.446,-0.203
'[10:41:44.656 08/05/1995]',-0.026,-0.025,77.346,19.859,-0.448,-0.193
'[10:41:44.658 08/05/1995]',-0.026,-0.025,77.346,19.859,-0.448,-0.193
'[10:41:44.660 08/05/1995]',-0.017,-0.025,77.346,19.859,-0.448,-0.193
'[10:41:44.662 08/05/1995]',-0.017,-0.038,77.346,19.859,-0.448,-0.193
'[10:41:44.664 08/05/1995]',-0.008,-0.025,77.046,19.809,-0.450,-0.182
'[10:41:44.666 08/05/1995]',-0.017,-0.025,77.046,19.809,-0.450,-0.182
'[10:41:44.668 08/05/1995]',-0.017,-0.025,77.046,19.809,-0.450,-0.182
'[10:41:44.670 08/05/1995]',-0.017,-0.025,77.046,19.809,-0.450,-0.182
'[10:41:44.672 08/05/1995]',-0.017,-0.025,76.821,19.809,-0.452,-0.172
'[10:41:44.674 08/05/1995]',-0.017,-0.038,76.821,19.809,-0.452,-0.172
'[10:41:44.676 08/05/1995]',-0.026,-0.025,76.821,19.809,-0.452,-0.172
'[10:41:44.678 08/05/1995]',-0.026,-0.025,76.821,19.809,-0.452,-0.172
'[10:41:44.680 08/05/1995]',-0.017,-0.025,76.596,19.759,-0.455,-0.162
'[10:41:44.682 08/05/1995]',-0.017,-0.025,76.596,19.759,-0.455,-0.162
'[10:41:44.684 08/05/1995]',-0.017,-0.025,76.596,19.759,-0.455,-0.162
'[10:41:44.686 08/05/1995]',-0.017,-0.025,76.596,19.759,-0.455,-0.162
'[10:41:44.688 08/05/1995]',-0.017,-0.038,76.370,19.759,-0.458,-0.151
'[10:41:44.690 08/05/1995]',-0.017,-0.025,76.370,19.759,-0.458,-0.151
'[10:41:44.692 08/05/1995]',-0.026,-0.038,76.370,19.759,-0.458,-0.151
'[10:41:44.694 08/05/1995]',-0.026,-0.025,76.370,19.759,-0.458,-0.151
'[10:41:44.696 08/05/1995]',-0.017,-0.025,76.295,19.684,-0.461,-0.141
'[10:41:44.698 08/05/1995]',-0.017,-0.025,76.295,19.684,-0.461,-0.141
'[10:41:44.700 08/05/1995]',-0.017,-0.012,76.295,19.684,-0.461,-0.141
'[10:41:44.702 08/05/1995]',-0.017,-0.025,76.295,19.684,-0.461,-0.141
'[10:41:44.704 08/05/1995]',-0.017,-0.025,76.070,19.635,-0.464,-0.131
'[10:41:44.706 08/05/1995]',-0.017,-0.025,76.070,19.635,-0.464,-0.131
'[10:41:44.708 08/05/1995]',-0.017,-0.012,76.070,19.635,-0.464,-0.131
'[10:41:44.710 08/05/1995]',-0.017,-0.025,76.070,19.635,-0.464,-0.131
'[10:41:44.712 08/05/1995]',-0.017,-0.025,75.995,19.585,-0.468,-0.120
'[10:41:44.714 08/05/1995]',-0.017,-0.025,75.995,19.585,-0.468,-0.120
'[10:41:44.716 08/05/1995]',-0.026,-0.012,75.995,19.585,-0.468,-0.120
'[10:41:44.718 08/05/1995]',-0.017,-0.012,75.995,19.585,-0.468,-0.120
'[10:41:44.720 08/05/1995]',-0.026,-0.025,75.920,19.510,-0.470,-0.110
'[10:41:44.722 08/05/1995]',-0.026,-0.025,75.920,19.510,-0.470,-0.110
'[10:41:44.724 08/05/1995]',-0.034,-0.025,75.920,19.510,-0.470,-0.110
'[10:41:44.726 08/05/1995]',-0.026,-0.025,75.920,19.510,-0.470,-0.110
'[10:41:44.728 08/05/1995]',-0.017,-0.025,75.920,19.410,-0.473,-0.100
'[10:41:44.730 08/05/1995]',-0.017,-0.012,75.920,19.410,-0.473,-0.100
'[10:41:44.732 08/05/1995]',-0.008,-0.012,75.920,19.410,-0.473,-0.100
'[10:41:44.734 08/05/1995]',-0.008,-0.012,75.920,19.410,-0.473,-0.100
'[10:41:44.736 08/05/1995]',0.001,-0.012,75.920,19.336,-0.476,-0.090
'[10:41:44.738 08/05/1995]',-0.008,-0.025,75.920,19.336,-0.476,-0.090
'[10:41:44.740 08/05/1995]',-0.008,-0.025,75.920,19.336,-0.476,-0.090
'[10:41:44.742 08/05/1995]',-0.008,-0.025,75.920,19.336,-0.476,-0.090
'[10:41:44.744 08/05/1995]',-0.008,-0.025,75.995,19.236,-0.478,-0.081
'[10:41:44.746 08/05/1995]',-0.008,-0.025,75.995,19.236,-0.478,-0.081
'[10:41:44.748 08/05/1995]',-0.008,-0.025,75.995,19.236,-0.478,-0.081
'[10:41:44.750 08/05/1995]',-0.008,-0.012,75.995,19.236,-0.478,-0.081
'[10:41:44.752 08/05/1995]',-0.008,-0.012,75.995,19.161,-0.480,-0.071
'[10:41:44.754 08/05/1995]',-0.008,-0.012,75.995,19.161,-0.480,-0.071
'[10:41:44.756 08/05/1995]',-0.017,-0.025,75.995,19.161,-0.480,-0.071
'[10:41:44.758 08/05/1995]',-0.017,-0.025,75.995,19.161,-0.480,-0.071
'[10:41:44.760 08/05/1995]',-0.008,-0.012,75.995,19.061,-0.482,-0.062
'[10:41:44.762 08/05/1995]',-0.008,-0.012,75.995,19.061,-0.482,-0.062
'[10:41:44.764 08/05/1995]',0.001,-0.012,75.995,19.061,-0.482,-0.062
'[10:41:44.766 08/05/1995]',0.001,-0.012,75.995,19.061,-0.482,-0.062
'[10:41:44.768 08/05/1995]',0.001,0.001,75.920,18.987,-0.484,-0.053
'[10:41:44.770 08/05/1995]',0.001,0.001,75.920,18.987,-0.484,-0.053
'[10:41:44.772 08/05/1995]',-0.008,0.001,75.920,18.987,-0.484,-0.053
'[10:41:44.774 08/05/1995]',-0.008,0.001,75.920,18.987,-0.484,-0.053
'[10:41:44.776 08/05/1995]',-0.008,0.001,75.770,18.937,-0.486,-0.044
'[10:41:44.778 08/05/1995]',-0.008,0.001,75.770,18.937,-0.486,-0.044
'[10:41:44.780 08/05/1995]',0.001,0.001,75.770,18.937,-0.486,-0.044
'[10:41:44.782 08/05/1995]',0.001,0.001,75.770,18.937,-0.486,-0.044
'[10:41:44.784 08/05/1995]',0.001,0.001,75.619,18.937,-0.488,-0.034
'[10:41:44.786 08/05/1995]',0.001,0.001,75.619,18.937,-0.488,-0.034
'[10:41:44.788 08/05/1995]',0.001,0.001,75.619,18.937,-0.488,-0.034
'[10:41:44.790 08/05/1995]',0.001,0.001,75.619,18.937,-0.488,-0.034
'[10:41:44.792 08/05/1995]',0.001,0.001,75.469,18.937,-0.490,-0.024
'[10:41:44.794 08/05/1995]',-0.008,0.001,75.469,18.937,-0.490,-0.024
'[10:41:44.796 08/05/1995]',0.001,0.001,75.469,18.937,-0.490,-0.024
'[10:41:44.798 08/05/1995]',0.001,0.001,75.469,18.937,-0.490,-0.024
'[10:41:44.800 08/05/1995]',0.001,0.001,75.169,18.937,-0.492,-0.013
'[10:41:44.802 08/05/1995]',0.001,0.001,75.169,18.937,-0.492,-0.013
'[10:41:44.804 08/05/1995]',-0.008,0.001,75.169,18.937,-0.492,-0.013
'[10:41:44.806 08/05/1995]',-0.017,0.001,75.169,18.937,-0.492,-0.013
'[10:41:44.808 08/05/1995]',-0.017,-0.012,74.943,18.987,-0.494,-0.003
'[10:41:44.810 08/05/1995]',-0.008,-0.012,74.943,18.987,-0.494,-0.003
'[10:41:44.812 08/05/1995]',-0.008,-0.012,74.943,18.987,-0.494,-0.003
'[10:41:44.814 08/05/1995]',-0.008,-0.012,74.943,18.987,-0.494,-0.003
'[10:41:44.816 08/05/1995]',-0.008,-0.012,74.493,18.987,-0.496,0.007
'[10:41:44.818 08/05/1995]',-0.008,-0.012,74.493,18.987,-0.496,0.007
'[10:41:44.820 08/05/1995]',-0.008,-0.012,74.493,18.987,-0.496,0.007
'[10:41:44.822 08/05/1995]',-0.017,-0.012,74.493,18.987,-0.496,0.007
'[10:41:44.824 08/05/1995]',-0.017,-0.012,74.117,18.987,-0.498,0.017
'[10:41:44.826 08/05/1995]',-0.017,-0.012,74.117,18.987,-0.498,0.017
'[10:41:44.828 08/05/1995]',-0.017,-0.012,74.117,18.987,-0.498,0.017
'[10:41:44.830 08/05/1995]',-0.008,-0.012,74.117,18.987,-0.498,0.017
'[10:41:44.832 08/05/1995]',-0.008,-0.012,73.667,18.937,-0.499,0.027
'[10:41:44.834 08/05/1995]',-0.008,-0.012,73.667,18.937,-0.499,0.027
'[10:41:44.836 08/05/1995]',-0.008,-0.012,73.667,18.937,-0.499,0.027
'[10:41:44.838 08/05/1995]',-0.008,-0.012,73.667,18.937,-0.499,0.027
'[10:41:44.840 08/05/1995]',-0.017,-0.012,73.216,18.812,-0.500,0.038
'[10:41:44.842 08/05/1995]',-0.017,-0.012,73.216,18.812,-0.500,0.038
'[10:41:44.844 08/05/1995]',-0.017,-0.025,73.216,18.812,-0.500,0.038
'[10:41:44.846 08/05/1995]',0.001,-0.012,73.216,18.812,-0.500,0.038
'[10:41:44.848 08/05/1995]',-0.008,-0.012,72.766,18.638,-0.500,0.050
'[10:41:44.850 08/05/1995]',-0.008,-0.012,72.766,18.638,-0.500,0.050
'[10:41:44.852 08/05/1995]',-0.008,-0.025,72.766,18.638,-0.500,0.050
'[10:41:44.854 08/05/1995]',-0.008,-0.012,72.766,18.638,-0.500,0.050
'[10:41:44.856 08/05/1995]',0.001,-0.012,72.240,18.463,-0.501,0.061
'[10:41:44.858 08/05/1995]',-0.008,-0.025,72.240,18.463,-0.501,0.061
'[10:41:44.860 08/05/1995]',-0.008,-0.012,72.240,18.463,-0.501,0.061
'[10:41:44.862 08/05/1995]',-0.008,-0.012,72.240,18.463,-0.501,0.061
'[10:41:44.864 08/05/1995]',-0.008,-0.012,71.714,18.339,-0.500,0.073
'[10:41:44.866 08/05/1995]',-0.008,-0.012,71.714,18.339,-0.500,0.073
'[10:41:44.868 08/05/1995]',0.001,-0.012,71.714,18.339,-0.500,0.073
'[10:41:44.870 08/05/1995]',0.001,-0.012,71.714,18.339,-0.500,0.073
'[10:41:44.872 08/05/1995]',0.001,-0.012,71.189,18.239,-0.500,0.085
'[10:41:44.874 08/05/1995]',-0.008,-0.012,71.189,18.239,-0.500,0.085
'[10:41:44.876 08/05/1995]',-0.008,-0.012,71.189,18.239,-0.500,0.085
'[10:41:44.878 08/05/1995]',0.001,-0.012,71.189,18.239,-0.500,0.085
'[10:41:44.880 08/05/1995]',-0.008,0.001,70.663,18.115,-0.500,0.096
'[10:41:44.882 08/05/1995]',0.001,0.001,70.663,18.115,-0.500,0.096
'[10:41:44.884 08/05/1995]',0.001,0.014,70.663,18.115,-0.500,0.096
'[10:41:44.886 08/05/1995]',0.001,0.040,70.663,18.115,-0.500,0.096
'[10:41:44.888 08/05/1995]',0.009,0.040,70.137,17.990,-0.499,0.106
'[10:41:44.890 08/05/1995]',0.018,0.066,70.137,17.990,-0.499,0.106
'[10:41:44.892 08/05/1995]',0.036,0.093,70.137,17.990,-0.499,0.106
'[10:41:44.894 08/05/1995]',0.053,0.106,70.137,17.990,-0.499,0.106
'[10:41:44.896 08/05/1995]',0.071,0.119,69.537,17.890,-0.501,0.117
'[10:41:44.898 08/05/1995]',0.097,0.132,69.537,17.890,-0.501,0.117
'[10:41:44.900 08/05/1995]',0.124,0.145,69.537,17.890,-0.501,0.117
'[10:41:44.902 08/05/1995]',0.141,0.158,69.537,17.890,-0.501,0.117
'[10:41:44.904 08/05/1995]',0.167,0.145,69.086,17.816,-0.499,0.129
'[10:41:44.906 08/05/1995]',0.185,0.158,69.086,17.816,-0.499,0.129
'[10:41:44.908 08/05/1995]',0.220,0.158,69.086,17.816,-0.499,0.129
'[10:41:44.910 08/05/1995]',0.238,0.158,69.086,17.816,-0.499,0.129
'[10:41:44.912 08/05/1995]',0.246,0.119,68.636,17.816,-0.498,0.141
'[10:41:44.914 08/05/1995]',0.238,0.066,68.636,17.816,-0.498,0.141
'[10:41:44.916 08/05/1995]',0.211,-0.012,68.636,17.816,-0.498,0.141
'[10:41:44.918 08/05/1995]',0.202,-0.091,68.636,17.816,-0.498,0.141
'[10:41:44.920 08/05/1995]',0.176,-0.170,68.260,17.816,-0.497,0.152
'[10:41:44.922 08/05/1995]',0.141,-0.261,68.260,17.816,-0.497,0.152
'[10:41:44.924 08/05/1995]',0.106,-0.327,68.260,17.816,-0.497,0.152
'[10:41:44.926 08/05/1995]',0.062,-0.366,68.260,17.816,-0.497,0.152
'[10:41:44.928 08/05/1995]',0.018,-0.392,67.960,17.816,-0.496,0.165
'[10:41:44.930 08/05/1995]',-0.017,-0.418,67.960,17.816,-0.496,0.165
'[10:41:44.932 08/05/1995]',-0.087,-0.470,67.960,17.816,-0.496,0.165
'[10:41:44.934 08/05/1995]',-0.157,-0.536,67.960,17.816,-0.496,0.165
'[10:41:44.936 08/05/1995]',-0.228,-0.588,67.734,17.816,-0.494,0.176
'[10:41:44.938 08/05/1995]',-0.271,-0.601,67.734,17.816,-0.494,0.176
'[10:41:44.940 08/05/1995]',-0.306,-0.614,67.734,17.816,-0.494,0.176
'[10:41:44.942 08/05/1995]',-0.315,-0.601,67.734,17.816,-0.494,0.176
'[10:41:44.944 08/05/1995]',-0.324,-0.575,67.509,17.766,-0.492,0.186
'[10:41:44.946 08/05/1995]',-0.315,-0.536,67.509,17.766,-0.492,0.186
'[10:41:44.948 08/05/1995]',-0.306,-0.510,67.509,17.766,-0.492,0.186
'[10:41:44.950 08/05/1995]',-0.280,-0.457,67.509,17.766,-0.492,0.186
'[10:41:44.952 08/05/1995]',-0.262,-0.418,67.434,17.766,-0.490,0.197
'[10:41:44.954 08/05/1995]',-0.245,-0.379,67.434,17.766,-0.490,0.197
'[10:41:44.956 08/05/1995]',-0.219,-0.327,67.434,17.766,-0.490,0.197
'[10:41:44.958 08/05/1995]',-0.201,-0.287,67.434,17.766,-0.490,0.197
'[10:41:44.960 08/05/1995]',-0.166,-0.248,67.284,17.816,-0.487,0.206
'[10:41:44.962 08/05/1995]',-0.140,-0.208,67.284,17.816,-0.487,0.206
'[10:41:44.964 08/05/1995]',-0.122,-0.156,67.284,17.816,-0.487,0.206
'[10:41:44.966 08/05/1995]',-0.096,-0.130,67.284,17.816,-0.487,0.206
'[10:41:44.968 08/05/1995]',-0.070,-0.078,67.134,17.990,-0.485,0.216
'[10:41:44.970 08/05/1995]',-0.052,-0.064,67.134,17.990,-0.485,0.216
'[10:41:44.972 08/05/1995]',-0.034,-0.038,67.134,17.990,-0.485,0.216
'[10:41:44.974 08/05/1995]',-0.026,-0.012,67.134,17.990,-0.485,0.216
'[10:41:44.976 08/05/1995]',-0.008,0.001,67.059,18.239,-0.481,0.227
'[10:41:44.978 08/05/1995]',0.001,0.001,67.059,18.239,-0.481,0.227
'[10:41:44.980 08/05/1995]',0.001,0.014,67.059,18.239,-0.481,0.227
'[10:41:44.982 08/05/1995]',0.001,0.027,67.059,18.239,-0.481,0.227
'[10:41:44.984 08/05/1995]',0.001,0.040,66.908,18.688,-0.478,0.236
'[10:41:44.986 08/05/1995]',0.001,0.040,66.908,18.688,-0.478,0.236
'[10:41:44.988 08/05/1995]',0.001,0.040,66.908,18.688,-0.478,0.236
'[10:41:44.990 08/05/1995]',0.009,0.040,66.908,18.688,-0.478,0.236
'[10:41:44.992 08/05/1995]',0.009,0.040,66.908,19.286,-0.474,0.246
'[10:41:44.994 08/05/1995]',0.018,0.040,66.908,19.286,-0.474,0.246
'[10:41:44.996 08/05/1995]',0.018,0.040,66.908,19.286,-0.474,0.246
'[10:41:44.998 08/05/1995]',0.027,0.053,66.908,19.286,-0.474,0.246
'[10:41:45.000 08/05/1995]',0.027,0.066,66.758,19.983,-0.470,0.255
'[10:41:45.002 08/05/1995]',0.027,0.066,66.758,19.983,-0.470,0.255
'[10:41:45.004 08/05/1995]',0.018,0.066,66.758,19.983,-0.470,0.255
'[10:41:45.006 08/05/1995]',0.027,0.066,66.758,19.983,-0.470,0.255
'[10:41:45.008 08/05/1995]',0.027,0.066,66.608,20.681,-0.467,0.263
'[10:41:45.010 08/05/1995]',0.027,0.079,66.608,20.681,-0.467,0.263
'[10:41:45.012 08/05/1995]',0.027,0.066,66.608,20.681,-0.467,0.263
'[10:41:45.014 08/05/1995]',0.027,0.066,66.608,20.681,-0.467,0.263
'[10:41:45.016 08/05/1995]',0.027,0.066,66.533,21.454,-0.463,0.271
'[10:41:45.018 08/05/1995]',0.018,0.066,66.533,21.454,-0.463,0.271
'[10:41:45.020 08/05/1995]',0.018,0.066,66.533,21.454,-0.463,0.271
'[10:41:45.022 08/05/1995]',0.018,0.066,66.533,21.454,-0.463,0.271
'[10:41:45.024 08/05/1995]',0.018,0.066,66.383,22.251,-0.458,0.278
'[10:41:45.026 08/05/1995]',0.027,0.066,66.383,22.251,-0.458,0.278
'[10:41:45.028 08/05/1995]',0.027,0.066,66.383,22.251,-0.458,0.278
'[10:41:45.030 08/05/1995]',0.036,0.066,66.383,22.251,-0.458,0.278
'[10:41:45.032 08/05/1995]',0.036,0.066,66.233,23.198,-0.454,0.284
'[10:41:45.034 08/05/1995]',0.044,0.079,66.233,23.198,-0.454,0.284
'[10:41:45.036 08/05/1995]',0.044,0.079,66.233,23.198,-0.454,0.284
'[10:41:45.038 08/05/1995]',0.044,0.066,66.233,23.198,-0.454,0.284
'[10:41:45.040 08/05/1995]',0.036,0.066,66.308,24.294,-0.450,0.290
'[10:41:45.042 08/05/1995]',0.036,0.066,66.308,24.294,-0.450,0.290
'[10:41:45.044 08/05/1995]',0.036,0.079,66.308,24.294,-0.450,0.290
'[10:41:45.046 08/05/1995]',0.036,0.079,66.308,24.294,-0.450,0.290
'[10:41:45.048 08/05/1995]',0.044,0.079,66.608,25.590,-0.447,0.297
'[10:41:45.050 08/05/1995]',0.036,0.079,66.608,25.590,-0.447,0.297
'[10:41:45.052 08/05/1995]',0.036,0.093,66.608,25.590,-0.447,0.297
'[10:41:45.054 08/05/1995]',0.036,0.079,66.608,25.590,-0.447,0.297
'[10:41:45.056 08/05/1995]',0.036,0.079,67.359,26.935,-0.443,0.304
'[10:41:45.058 08/05/1995]',0.036,0.079,67.359,26.935,-0.443,0.304
'[10:41:45.060 08/05/1995]',0.036,0.079,67.359,26.935,-0.443,0.304
'[10:41:45.062 08/05/1995]',0.036,0.079,67.359,26.935,-0.443,0.304
'[10:41:45.064 08/05/1995]',0.036,0.079,68.861,28.331,-0.439,0.310
'[10:41:45.066 08/05/1995]',0.044,0.093,68.861,28.331,-0.439,0.310
'[10:41:45.068 08/05/1995]',0.036,0.093,68.861,28.331,-0.439,0.310
'[10:41:45.070 08/05/1995]',0.036,0.079,68.861,28.331,-0.439,0.310
'[10:41:45.072 08/05/1995]',0.036,0.079,71.189,29.676,-0.435,0.316
'[10:41:45.074 08/05/1995]',0.036,0.079,71.189,29.676,-0.435,0.316
'[10:41:45.076 08/05/1995]',0.036,0.079,71.189,29.676,-0.435,0.316
'[10:41:45.078 08/05/1995]',0.036,0.079,71.189,29.676,-0.435,0.316
'[10:41:45.080 08/05/1995]',0.044,0.079,74.493,30.972,-0.431,0.321
'[10:41:45.082 08/05/1995]',0.044,0.079,74.493,30.972,-0.431,0.321
'[10:41:45.084 08/05/1995]',0.053,0.093,74.493,30.972,-0.431,0.321
'[10:41:45.086 08/05/1995]',0.053,0.079,74.493,30.972,-0.431,0.321
'[10:41:45.088 08/05/1995]',0.053,0.079,78.698,32.068,-0.426,0.326
'[10:41:45.090 08/05/1995]',0.044,0.079,78.698,32.068,-0.426,0.326
'[10:41:45.092 08/05/1995]',0.044,0.079,78.698,32.068,-0.426,0.326
'[10:41:45.094 08/05/1995]',0.044,0.079,78.698,32.068,-0.426,0.326
'[10:41:45.096 08/05/1995]',0.053,0.093,83.579,33.065,-0.419,0.330
'[10:41:45.098 08/05/1995]',0.044,0.093,83.579,33.065,-0.419,0.330
'[10:41:45.100 08/05/1995]',0.053,0.106,83.579,33.065,-0.419,0.330
'[10:41:45.102 08/05/1995]',0.053,0.106,83.579,33.065,-0.419,0.330
'[10:41:45.104 08/05/1995]',0.044,0.106,88.986,33.937,-0.410,0.335
'[10:41:45.106 08/05/1995]',0.053,0.106,88.986,33.937,-0.410,0.335
'[10:41:45.108 08/05/1995]',0.053,0.093,88.986,33.937,-0.410,0.335
'[10:41:45.110 08/05/1995]',0.062,0.106,88.986,33.937,-0.410,0.335
'[10:41:45.112 08/05/1995]',0.062,0.106,94.543,34.709,-0.397,0.339
'[10:41:45.114 08/05/1995]',0.062,0.106,94.543,34.709,-0.397,0.339
'[10:41:45.116 08/05/1995]',0.071,0.106,94.543,34.709,-0.397,0.339
'[10:41:45.118 08/05/1995]',0.062,0.106,94.543,34.709,-0.397,0.339
'[10:41:45.120 08/05/1995]',0.062,0.106,100.175,35.332,-0.379,0.344
'[10:41:45.122 08/05/1995]',0.062,0.106,100.175,35.332,-0.379,0.344
'[10:41:45.124 08/05/1995]',0.062,0.106,100.175,35.332,-0.379,0.344
'[10:41:45.126 08/05/1995]',0.071,0.106,100.175,35.332,-0.379,0.344
'[10:41:45.128 08/05/1995]',0.062,0.106,105.507,35.880,-0.355,0.348
'[10:41:45.130 08/05/1995]',0.071,0.119,105.507,35.880,-0.355,0.348
'[10:41:45.132 08/05/1995]',0.071,0.132,105.507,35.880,-0.355,0.348
'[10:41:45.134 08/05/1995]',0.071,0.132,105.507,35.880,-0.355,0.348
'[10:41:45.136 08/05/1995]',0.071,0.132,110.313,36.329,-0.325,0.352
'[10:41:45.138 08/05/1995]',0.071,0.132,110.313,36.329,-0.325,0.352
'[10:41:45.140 08/05/1995]',0.071,0.119,110.313,36.329,-0.325,0.352
'[10:41:45.142 08/05/1995]',0.071,0.119,110.313,36.329,-0.325,0.352
'[10:41:45.144 08/05/1995]',0.071,0.119,114.443,36.628,-0.287,0.357
'[10:41:45.146 08/05/1995]',0.071,0.132,114.443,36.628,-0.287,0.357
'[10:41:45.148 08/05/1995]',0.080,0.132,114.443,36.628,-0.287,0.357
'[10:41:45.150 08/05/1995]',0.080,0.132,114.443,36.628,-0.287,0.357
'[10:41:45.152 08/05/1995]',0.088,0.132,117.972,36.927,-0.242,0.362
'[10:41:45.154 08/05/1995]',0.088,0.145,117.972,36.927,-0.242,0.362
'[10:41:45.156 08/05/1995]',0.088,0.145,117.972,36.927,-0.242,0.362
'[10:41:45.158 08/05/1995]',0.088,0.145,117.972,36.927,-0.242,0.362
'[10:41:45.160 08/05/1995]',0.088,0.145,120.751,37.027,-0.190,0.367
'[10:41:45.162 08/05/1995]',0.097,0.145,120.751,37.027,-0.190,0.367
'[10:41:45.164 08/05/1995]',0.097,0.145,120.751,37.027,-0.190,0.367
'[10:41:45.166 08/05/1995]',0.097,0.158,120.751,37.027,-0.190,0.367
'[10:41:45.168 08/05/1995]',0.097,0.158,122.778,37.101,-0.131,0.373
'[10:41:45.170 08/05/1995]',0.088,0.158,122.778,37.101,-0.131,0.373
'[10:41:45.172 08/05/1995]',0.088,0.158,122.778,37.101,-0.131,0.373
'[10:41:45.174 08/05/1995]',0.097,0.158,122.778,37.101,-0.131,0.373
'[10:41:45.176 08/05/1995]',0.097,0.158,124.130,37.027,-0.066,0.381
'[10:41:45.178 08/05/1995]',0.097,0.145,124.130,37.027,-0.066,0.381
'[10:41:45.180 08/05/1995]',0.106,0.158,124.130,37.027,-0.066,0.381
'[10:41:45.182 08/05/1995]',0.106,0.158,124.130,37.027,-0.066,0.381
'[10:41:45.184 08/05/1995]',0.106,0.158,124.806,36.852,0.004,0.387
'[10:41:45.186 08/05/1995]',0.106,0.158,124.806,36.852,0.004,0.387
'[10:41:45.188 08/05/1995]',0.088,0.145,124.806,36.852,0.004,0.387
'[10:41:45.190 08/05/1995]',0.097,0.158,124.806,36.852,0.004,0.387
'[10:41:45.192 08/05/1995]',0.097,0.171,124.881,36.628,0.076,0.393
'[10:41:45.194 08/05/1995]',0.097,0.171,124.881,36.628,0.076,0.393
'[10:41:45.196 08/05/1995]',0.088,0.171,124.881,36.628,0.076,0.393
'[10:41:45.198 08/05/1995]',0.097,0.171,124.881,36.628,0.076,0.393
'[10:41:45.200 08/05/1995]',0.097,0.171,124.580,36.329,0.148,0.399
'[10:41:45.202 08/05/1995]',0.106,0.158,124.580,36.329,0.148,0.399
'[10:41:45.204 08/05/1995]',0.097,0.145,124.580,36.329,0.148,0.399
'[10:41:45.206 08/05/1995]',0.080,0.145,124.580,36.329,0.148,0.399
'[10:41:45.208 08/05/1995]',0.080,0.145,123.754,36.055,0.220,0.404
'[10:41:45.210 08/05/1995]',0.071,0.132,123.754,36.055,0.220,0.404
'[10:41:45.212 08/05/1995]',0.071,0.132,123.754,36.055,0.220,0.404
'[10:41:45.214 08/05/1995]',0.071,0.132,123.754,36.055,0.220,0.404
'[10:41:45.216 08/05/1995]',0.071,0.132,122.628,35.581,0.287,0.409
'[10:41:45.218 08/05/1995]',0.062,0.132,122.628,35.581,0.287,0.409
'[10:41:45.220 08/05/1995]',0.062,0.132,122.628,35.581,0.287,0.409
'[10:41:45.222 08/05/1995]',0.053,0.119,122.628,35.581,0.287,0.409
'[10:41:45.224 08/05/1995]',0.044,0.106,121.126,35.108,0.350,0.415
'[10:41:45.226 08/05/1995]',0.044,0.106,121.126,35.108,0.350,0.415
'[10:41:45.228 08/05/1995]',0.044,0.106,121.126,35.108,0.350,0.415
'[10:41:45.230 08/05/1995]',0.044,0.093,121.126,35.108,0.350,0.415
'[10:41:45.232 08/05/1995]',0.044,0.079,119.474,34.535,0.406,0.423
'[10:41:45.234 08/05/1995]',0.036,0.079,119.474,34.535,0.406,0.423
'[10:41:45.236 08/05/1995]',0.036,0.079,119.474,34.535,0.406,0.423
'[10:41:45.238 08/05/1995]',0.018,0.066,119.474,34.535,0.406,0.423
'[10:41:45.240 08/05/1995]',0.027,0.066,117.447,33.837,0.453,0.431
'[10:41:45.242 08/05/1995]',0.009,0.053,117.447,33.837,0.453,0.431
'[10:41:45.244 08/05/1995]',0.009,0.053,117.447,33.837,0.453,0.431
'[10:41:45.246 08/05/1995]',0.009,0.053,117.447,33.837,0.453,0.431
'[10:41:45.248 08/05/1995]',0.009,0.053,115.269,32.940,0.491,0.440
'[10:41:45.250 08/05/1995]',0.001,0.040,115.269,32.940,0.491,0.440
