'Time and date','MCL1','II','V','ABP','PLETH','RESP'
'[19:40:48.634 19/11/1995]',-0.027,-0.106,0.046,69.580,-0.133,0.420
'[19:40:48.636 19/11/1995]',-0.002,-0.101,0.046,69.580,-0.133,0.420
'[19:40:48.638 19/11/1995]',0.023,-0.095,0.004,69.580,-0.133,0.420
'[19:40:48.640 19/11/1995]',0.033,-0.092,0.004,69.378,-0.137,0.431
'[19:40:48.642 19/11/1995]',0.044,-0.088,0.004,69.378,-0.137,0.431
'[19:40:48.644 19/11/1995]',0.044,-0.088,0.004,69.378,-0.137,0.431
'[19:40:48.646 19/11/1995]',0.043,-0.088,0.004,69.378,-0.137,0.431
'[19:40:48.648 19/11/1995]',0.035,-0.088,0.046,69.076,-0.140,0.439
'[19:40:48.650 19/11/1995]',0.026,-0.088,0.046,69.076,-0.140,0.439
'[19:40:48.652 19/11/1995]',0.016,-0.086,0.004,69.076,-0.140,0.439
'[19:40:48.654 19/11/1995]',0.006,-0.084,0.004,69.076,-0.140,0.439
'[19:40:48.656 19/11/1995]',-0.002,-0.082,0.004,68.723,-0.142,0.445
'[19:40:48.658 19/11/1995]',-0.010,-0.080,0.004,68.723,-0.142,0.445
'[19:40:48.660 19/11/1995]',-0.012,-0.077,0.004,68.723,-0.142,0.445
'[19:40:48.662 19/11/1995]',-0.014,-0.075,0.004,68.723,-0.142,0.445
'[19:40:48.664 19/11/1995]',-0.011,-0.072,0.046,68.370,-0.146,0.450
'[19:40:48.666 19/11/1995]',-0.007,-0.069,0.046,68.370,-0.146,0.450
'[19:40:48.668 19/11/1995]',-0.001,-0.068,0.046,68.370,-0.146,0.450
'[19:40:48.670 19/11/1995]',0.006,-0.067,0.046,68.370,-0.146,0.450
'[19:40:48.672 19/11/1995]',0.013,-0.068,0.046,68.017,-0.148,0.453
'[19:40:48.674 19/11/1995]',0.020,-0.069,0.046,68.017,-0.148,0.453
'[19:40:48.676 19/11/1995]',0.026,-0.068,0.046,68.017,-0.148,0.453
'[19:40:48.678 19/11/1995]',0.032,-0.067,0.046,68.017,-0.148,0.453
'[19:40:48.680 19/11/1995]',0.037,-0.065,0.046,67.664,-0.150,0.456
'[19:40:48.682 19/11/1995]',0.042,-0.063,0.089,67.664,-0.150,0.456
'[19:40:48.684 19/11/1995]',0.047,-0.063,0.089,67.664,-0.150,0.456
'[19:40:48.686 19/11/1995]',0.053,-0.062,0.046,67.664,-0.150,0.456
'[19:40:48.688 19/11/1995]',0.056,-0.061,0.046,67.261,-0.154,0.458
'[19:40:48.690 19/11/1995]',0.059,-0.060,0.004,67.261,-0.154,0.458
'[19:40:48.692 19/11/1995]',0.061,-0.058,0.004,67.261,-0.154,0.458
'[19:40:48.694 19/11/1995]',0.063,-0.056,0.004,67.261,-0.154,0.458
'[19:40:48.696 19/11/1995]',0.068,-0.055,0.046,66.756,-0.158,0.460
'[19:40:48.698 19/11/1995]',0.073,-0.054,0.046,66.756,-0.158,0.460
'[19:40:48.700 19/11/1995]',0.082,-0.056,0.046,66.756,-0.158,0.460
'[19:40:48.702 19/11/1995]',0.091,-0.058,0.046,66.756,-0.158,0.460
'[19:40:48.704 19/11/1995]',0.101,-0.060,0.046,66.303,-0.161,0.460
'[19:40:48.706 19/11/1995]',0.111,-0.062,0.046,66.303,-0.161,0.460
'[19:40:48.708 19/11/1995]',0.116,-0.063,0.046,66.303,-0.161,0.460
'[19:40:48.710 19/11/1995]',0.122,-0.065,0.046,66.303,-0.161,0.460
'[19:40:48.712 19/11/1995]',0.118,-0.065,0.046,65.748,-0.166,0.459
'[19:40:48.714 19/11/1995]',0.113,-0.065,0.089,65.748,-0.166,0.459
'[19:40:48.716 19/11/1995]',0.101,-0.063,0.089,65.748,-0.166,0.459
'[19:40:48.718 19/11/1995]',0.090,-0.062,0.046,65.748,-0.166,0.459
'[19:40:48.720 19/11/1995]',0.073,-0.059,0.046,65.244,-0.171,0.457
'[19:40:48.722 19/11/1995]',0.056,-0.056,0.004,65.244,-0.171,0.457
'[19:40:48.724 19/11/1995]',0.041,-0.055,0.004,65.244,-0.171,0.457
'[19:40:48.726 19/11/1995]',0.026,-0.054,0.004,65.244,-0.171,0.457
'[19:40:48.728 19/11/1995]',0.018,-0.056,0.004,64.891,-0.177,0.453
'[19:40:48.730 19/11/1995]',0.010,-0.058,0.046,64.891,-0.177,0.453
'[19:40:48.732 19/11/1995]',0.007,-0.061,0.046,64.891,-0.177,0.453
'[19:40:48.734 19/11/1995]',0.005,-0.063,0.046,64.891,-0.177,0.453
'[19:40:48.736 19/11/1995]',0.006,-0.065,0.046,64.689,-0.185,0.449
'[19:40:48.738 19/11/1995]',0.007,-0.067,0.046,64.689,-0.185,0.449
'[19:40:48.740 19/11/1995]',0.008,-0.063,0.004,64.689,-0.185,0.449
'[19:40:48.742 19/11/1995]',0.010,-0.060,0.004,64.689,-0.185,0.449
'[19:40:48.744 19/11/1995]',0.008,-0.052,0.004,64.941,-0.193,0.444
'[19:40:48.746 19/11/1995]',0.007,-0.045,0.004,64.941,-0.193,0.444
'[19:40:48.748 19/11/1995]',0.007,-0.036,0.004,64.941,-0.193,0.444
'[19:40:48.750 19/11/1995]',0.006,-0.028,0.046,64.941,-0.193,0.444
'[19:40:48.752 19/11/1995]',0.008,-0.022,0.046,65.748,-0.201,0.439
'[19:40:48.754 19/11/1995]',0.011,-0.017,0.046,65.748,-0.201,0.439
'[19:40:48.756 19/11/1995]',0.017,-0.017,0.046,65.748,-0.201,0.439
'[19:40:48.758 19/11/1995]',0.024,-0.017,0.004,65.748,-0.201,0.439
'[19:40:48.760 19/11/1995]',0.033,-0.018,0.004,67.361,-0.211,0.434
'[19:40:48.762 19/11/1995]',0.042,-0.019,0.046,67.361,-0.211,0.434
'[19:40:48.764 19/11/1995]',0.051,-0.020,0.046,67.361,-0.211,0.434
'[19:40:48.766 19/11/1995]',0.060,-0.021,0.089,67.361,-0.211,0.434
'[19:40:48.768 19/11/1995]',0.066,-0.021,0.089,69.882,-0.218,0.429
'[19:40:48.770 19/11/1995]',0.073,-0.021,0.089,69.882,-0.218,0.429
'[19:40:48.772 19/11/1995]',0.079,-0.021,0.046,69.882,-0.218,0.429
'[19:40:48.774 19/11/1995]',0.086,-0.022,0.046,69.882,-0.218,0.429
'[19:40:48.776 19/11/1995]',0.094,-0.025,0.046,73.462,-0.226,0.424
'[19:40:48.778 19/11/1995]',0.101,-0.028,0.046,73.462,-0.226,0.424
'[19:40:48.780 19/11/1995]',0.115,-0.029,0.046,73.462,-0.226,0.424
'[19:40:48.782 19/11/1995]',0.128,-0.030,0.089,73.462,-0.226,0.424
'[19:40:48.784 19/11/1995]',0.143,-0.031,0.089,77.798,-0.231,0.420
'[19:40:48.786 19/11/1995]',0.158,-0.032,0.133,77.798,-0.231,0.420
'[19:40:48.788 19/11/1995]',0.170,-0.031,0.133,77.798,-0.231,0.420
'[19:40:48.790 19/11/1995]',0.181,-0.030,0.089,77.798,-0.231,0.420
'[19:40:48.792 19/11/1995]',0.186,-0.026,0.089,82.840,-0.231,0.416
'[19:40:48.794 19/11/1995]',0.191,-0.022,0.089,82.840,-0.231,0.416
'[19:40:48.796 19/11/1995]',0.184,-0.014,0.089,82.840,-0.231,0.416
'[19:40:48.798 19/11/1995]',0.178,-0.006,0.089,82.840,-0.231,0.416
'[19:40:48.800 19/11/1995]',0.161,0.003,0.089,88.235,-0.227,0.412
'[19:40:48.802 19/11/1995]',0.144,0.011,0.089,88.235,-0.227,0.412
'[19:40:48.804 19/11/1995]',0.123,0.015,0.046,88.235,-0.227,0.412
'[19:40:48.806 19/11/1995]',0.101,0.019,0.046,88.235,-0.227,0.412
'[19:40:48.808 19/11/1995]',0.082,0.020,0.004,93.832,-0.217,0.409
'[19:40:48.810 19/11/1995]',0.062,0.021,0.004,93.832,-0.217,0.409
'[19:40:48.812 19/11/1995]',0.048,0.021,0.004,93.832,-0.217,0.409
'[19:40:48.814 19/11/1995]',0.033,0.021,0.046,93.832,-0.217,0.409
'[19:40:48.816 19/11/1995]',0.026,0.021,0.046,99.580,-0.198,0.406
'[19:40:48.818 19/11/1995]',0.019,0.021,0.046,99.580,-0.198,0.406
'[19:40:48.820 19/11/1995]',0.018,0.021,0.046,99.580,-0.198,0.406
'[19:40:48.822 19/11/1995]',0.017,0.021,0.046,99.580,-0.198,0.406
'[19:40:48.824 19/11/1995]',0.020,0.021,0.046,104.975,-0.172,0.403
'[19:40:48.826 19/11/1995]',0.024,0.021,0.046,104.975,-0.172,0.403
'[19:40:48.828 19/11/1995]',0.032,0.021,0.046,104.975,-0.172,0.403
'[19:40:48.830 19/11/1995]',0.039,0.022,0.046,104.975,-0.172,0.403
'[19:40:48.832 19/11/1995]',0.050,0.026,0.089,109.916,-0.046,0.399
'[19:40:48.834 19/11/1995]',0.060,0.030,0.089,109.916,-0.046,0.399
'[19:40:48.836 19/11/1995]',0.069,0.035,0.089,109.916,-0.046,0.399
'[19:40:48.838 19/11/1995]',0.079,0.041,0.089,109.916,-0.046,0.399
'[19:40:48.840 19/11/1995]',0.088,0.045,0.046,114.000,-0.003,0.396
'[19:40:48.842 19/11/1995]',0.097,0.049,0.046,114.000,-0.003,0.396
'[19:40:48.844 19/11/1995]',0.101,0.049,0.046,114.000,-0.003,0.396
'[19:40:48.846 19/11/1995]',0.106,0.049,0.089,114.000,-0.003,0.396
'[19:40:48.848 19/11/1995]',0.108,0.048,0.089,117.126,0.047,0.392
'[19:40:48.850 19/11/1995]',0.110,0.047,0.089,117.126,0.047,0.392
'[19:40:48.852 19/11/1995]',0.111,0.048,0.089,117.126,0.047,0.392
'[19:40:48.854 19/11/1995]',0.112,0.049,0.089,117.126,0.047,0.392
'[19:40:48.856 19/11/1995]',0.113,0.052,0.046,119.395,0.102,0.387
'[19:40:48.858 19/11/1995]',0.115,0.056,0.046,119.395,0.102,0.387
'[19:40:48.860 19/11/1995]',0.116,0.062,0.046,119.395,0.102,0.387
'[19:40:48.862 19/11/1995]',0.118,0.067,0.046,119.395,0.102,0.387
'[19:40:48.864 19/11/1995]',0.121,0.071,0.089,120.908,0.160,0.383
'[19:40:48.866 19/11/1995]',0.123,0.075,0.089,120.908,0.160,0.383
'[19:40:48.868 19/11/1995]',0.125,0.076,0.089,120.908,0.160,0.383
'[19:40:48.870 19/11/1995]',0.127,0.077,0.089,120.908,0.160,0.383
'[19:40:48.872 19/11/1995]',0.127,0.076,0.046,121.714,0.218,0.379
'[19:40:48.874 19/11/1995]',0.127,0.075,0.046,121.714,0.218,0.379
'[19:40:48.876 19/11/1995]',0.127,0.074,0.046,121.714,0.218,0.379
'[19:40:48.878 19/11/1995]',0.127,0.073,0.046,121.714,0.218,0.379
'[19:40:48.880 19/11/1995]',0.128,0.075,0.089,122.067,0.276,0.374
'[19:40:48.882 19/11/1995]',0.130,0.077,0.089,122.067,0.276,0.374
'[19:40:48.884 19/11/1995]',0.136,0.078,0.089,122.067,0.276,0.374
'[19:40:48.886 19/11/1995]',0.141,0.080,0.089,122.067,0.276,0.374
'[19:40:48.888 19/11/1995]',0.149,0.081,0.089,122.017,0.331,0.371
'[19:40:48.890 19/11/1995]',0.158,0.082,0.089,122.017,0.331,0.371
'[19:40:48.892 19/11/1995]',0.167,0.082,0.089,122.017,0.331,0.371
'[19:40:48.894 19/11/1995]',0.177,0.082,0.089,122.017,0.331,0.371
'[19:40:48.896 19/11/1995]',0.184,0.083,0.089,121.765,0.382,0.366
'[19:40:48.898 19/11/1995]',0.192,0.084,0.089,121.765,0.382,0.366
'[19:40:48.900 19/11/1995]',0.192,0.088,0.089,121.765,0.382,0.366
'[19:40:48.902 19/11/1995]',0.191,0.092,0.089,121.765,0.382,0.366
'[19:40:48.904 19/11/1995]',0.177,0.097,0.046,121.412,0.428,0.360
'[19:40:48.906 19/11/1995]',0.164,0.103,0.004,121.412,0.428,0.360
'[19:40:48.908 19/11/1995]',0.145,0.108,0.004,121.412,0.428,0.360
'[19:40:48.910 19/11/1995]',0.127,0.114,0.004,121.412,0.428,0.360
'[19:40:48.912 19/11/1995]',0.111,0.122,0.004,121.009,0.469,0.351
'[19:40:48.914 19/11/1995]',0.096,0.131,0.046,121.009,0.469,0.351
'[19:40:48.916 19/11/1995]',0.088,0.137,0.046,121.009,0.469,0.351
'[19:40:48.918 19/11/1995]',0.080,0.144,0.046,121.009,0.469,0.351
'[19:40:48.920 19/11/1995]',0.081,0.149,0.046,120.656,0.502,0.341
'[19:40:48.922 19/11/1995]',0.081,0.155,0.004,120.656,0.502,0.341
'[19:40:48.924 19/11/1995]',0.085,0.159,0.004,120.656,0.502,0.341
'[19:40:48.926 19/11/1995]',0.090,0.162,0.004,120.656,0.502,0.341
'[19:40:48.928 19/11/1995]',0.093,0.164,0.046,120.353,0.529,0.331
'[19:40:48.930 19/11/1995]',0.097,0.166,0.046,120.353,0.529,0.331
'[19:40:48.932 19/11/1995]',0.095,0.169,0.046,120.353,0.529,0.331
'[19:40:48.934 19/11/1995]',0.093,0.172,0.046,120.353,0.529,0.331
'[19:40:48.936 19/11/1995]',0.088,0.174,0.046,120.101,0.553,0.321
'[19:40:48.938 19/11/1995]',0.084,0.176,0.004,120.101,0.553,0.321
'[19:40:48.940 19/11/1995]',0.080,0.176,0.004,120.101,0.553,0.321
'[19:40:48.942 19/11/1995]',0.076,0.176,0.004,120.101,0.553,0.321
'[19:40:48.944 19/11/1995]',0.076,0.174,0.004,119.849,0.571,0.312
'[19:40:48.946 19/11/1995]',0.076,0.172,0.046,119.849,0.571,0.312
'[19:40:48.948 19/11/1995]',0.081,0.171,0.046,119.849,0.571,0.312
'[19:40:48.950 19/11/1995]',0.085,0.170,0.046,119.849,0.571,0.312
'[19:40:48.952 19/11/1995]',0.090,0.170,0.046,119.496,0.583,0.305
'[19:40:48.954 19/11/1995]',0.096,0.170,0.046,119.496,0.583,0.305
'[19:40:48.956 19/11/1995]',0.099,0.171,0.046,119.496,0.583,0.305
'[19:40:48.958 19/11/1995]',0.101,0.172,0.004,119.496,0.583,0.305
'[19:40:48.960 19/11/1995]',0.100,0.173,0.004,119.093,0.593,0.298
'[19:40:48.962 19/11/1995]',0.099,0.174,0.046,119.093,0.593,0.298
'[19:40:48.964 19/11/1995]',0.094,0.171,0.046,119.093,0.593,0.298
'[19:40:48.966 19/11/1995]',0.088,0.168,0.046,119.093,0.593,0.298
'[19:40:48.968 19/11/1995]',0.082,0.162,0.046,118.588,0.597,0.292
'[19:40:48.970 19/11/1995]',0.076,0.155,0.046,118.588,0.597,0.292
'[19:40:48.972 19/11/1995]',0.072,0.146,0.004,118.588,0.597,0.292
'[19:40:48.974 19/11/1995]',0.067,0.136,0.004,118.588,0.597,0.292
'[19:40:48.976 19/11/1995]',0.063,0.125,0.004,117.933,0.602,0.286
'[19:40:48.978 19/11/1995]',0.060,0.114,0.004,117.933,0.602,0.286
'[19:40:48.980 19/11/1995]',0.058,0.106,0.004,117.933,0.602,0.286
'[19:40:48.982 19/11/1995]',0.056,0.097,0.046,117.933,0.602,0.286
'[19:40:48.984 19/11/1995]',0.057,0.091,0.046,117.126,0.602,0.281
'[19:40:48.986 19/11/1995]',0.059,0.084,0.046,117.126,0.602,0.281
'[19:40:48.988 19/11/1995]',0.062,0.078,0.004,117.126,0.602,0.281
'[19:40:48.990 19/11/1995]',0.066,0.073,0.004,117.126,0.602,0.281
'[19:40:48.992 19/11/1995]',0.067,0.065,0.004,116.168,0.599,0.277
'[19:40:48.994 19/11/1995]',0.069,0.058,0.004,116.168,0.599,0.277
'[19:40:48.996 19/11/1995]',0.069,0.052,0.004,116.168,0.599,0.277
'[19:40:48.998 19/11/1995]',0.068,0.047,0.046,116.168,0.599,0.277
'[19:40:49.000 19/11/1995]',0.063,0.042,0.046,114.958,0.595,0.273
'[19:40:49.002 19/11/1995]',0.057,0.037,0.004,114.958,0.595,0.273
'[19:40:49.004 19/11/1995]',0.049,0.031,0.004,114.958,0.595,0.273
'[19:40:49.006 19/11/1995]',0.041,0.024,0.004,114.958,0.595,0.273
'[19:40:49.008 19/11/1995]',0.035,0.018,0.004,113.496,0.588,0.269
'[19:40:49.010 19/11/1995]',0.030,0.011,0.004,113.496,0.588,0.269
'[19:40:49.012 19/11/1995]',0.028,0.006,0.004,113.496,0.588,0.269
'[19:40:49.014 19/11/1995]',0.026,0.000,0.046,113.496,0.588,0.269
'[19:40:49.016 19/11/1995]',0.029,-0.001,0.046,111.681,0.581,0.265
'[19:40:49.018 19/11/1995]',0.031,-0.002,0.046,111.681,0.581,0.265
'[19:40:49.020 19/11/1995]',0.036,0.000,0.004,111.681,0.581,0.265
'[19:40:49.022 19/11/1995]',0.041,0.002,0.004,111.681,0.581,0.265
'[19:40:49.024 19/11/1995]',0.045,0.006,0.004,109.362,0.569,0.262
'[19:40:49.026 19/11/1995]',0.050,0.009,0.004,109.362,0.569,0.262
'[19:40:49.028 19/11/1995]',0.053,0.014,0.004,109.362,0.569,0.262
'[19:40:49.030 19/11/1995]',0.056,0.019,0.004,109.362,0.569,0.262
'[19:40:49.032 19/11/1995]',0.057,0.021,0.046,106.639,0.554,0.259
'[19:40:49.034 19/11/1995]',0.057,0.022,0.046,106.639,0.554,0.259
'[19:40:49.036 19/11/1995]',0.055,0.024,0.004,106.639,0.554,0.259
'[19:40:49.038 19/11/1995]',0.053,0.026,0.004,106.639,0.554,0.259
'[19:40:49.040 19/11/1995]',0.048,0.028,0.004,103.563,0.538,0.256
'[19:40:49.042 19/11/1995]',0.043,0.030,0.004,103.563,0.538,0.256
'[19:40:49.044 19/11/1995]',0.038,0.030,0.004,103.563,0.538,0.256
'[19:40:49.046 19/11/1995]',0.032,0.030,0.004,103.563,0.538,0.256
'[19:40:49.048 19/11/1995]',0.029,0.029,0.004,100.336,0.521,0.253
'[19:40:49.050 19/11/1995]',0.025,0.028,0.046,100.336,0.521,0.253
'[19:40:49.052 19/11/1995]',0.023,0.027,0.004,100.336,0.521,0.253
'[19:40:49.054 19/11/1995]',0.020,0.026,0.004,100.336,0.521,0.253
'[19:40:49.056 19/11/1995]',0.018,0.025,0.004,97.210,0.499,0.251
'[19:40:49.058 19/11/1995]',0.016,0.024,0.004,97.210,0.499,0.251
'[19:40:49.060 19/11/1995]',0.014,0.023,0.004,97.210,0.499,0.251
'[19:40:49.062 19/11/1995]',0.012,0.022,0.004,97.210,0.499,0.251
'[19:40:49.064 19/11/1995]',0.010,0.022,0.004,94.336,0.475,0.248
'[19:40:49.066 19/11/1995]',0.007,0.022,0.004,94.336,0.475,0.248
'[19:40:49.068 19/11/1995]',0.005,0.022,0.004,94.336,0.475,0.248
'[19:40:49.070 19/11/1995]',0.004,0.022,0.004,94.336,0.475,0.248
'[19:40:49.072 19/11/1995]',0.004,0.021,0.004,92.118,0.451,0.245
'[19:40:49.074 19/11/1995]',0.004,0.019,-0.040,92.118,0.451,0.245
'[19:40:49.076 19/11/1995]',0.004,0.016,-0.040,92.118,0.451,0.245
'[19:40:49.078 19/11/1995]',0.005,0.013,0.004,92.118,0.451,0.245
'[19:40:49.080 19/11/1995]',0.007,0.009,0.004,90.353,0.422,0.243
'[19:40:49.082 19/11/1995]',0.008,0.006,0.004,90.353,0.422,0.243
'[19:40:49.084 19/11/1995]',0.011,0.006,0.004,90.353,0.422,0.243
'[19:40:49.086 19/11/1995]',0.014,0.006,0.004,90.353,0.422,0.243
'[19:40:49.088 19/11/1995]',0.016,0.006,0.004,89.093,0.392,0.242
'[19:40:49.090 19/11/1995]',0.017,0.006,0.004,89.093,0.392,0.242
'[19:40:49.092 19/11/1995]',0.017,0.006,0.004,89.093,0.392,0.242
'[19:40:49.094 19/11/1995]',0.018,0.006,0.004,89.093,0.392,0.242
'[19:40:49.096 19/11/1995]',0.017,0.007,0.004,88.336,0.361,0.241
'[19:40:49.098 19/11/1995]',0.017,0.007,0.004,88.336,0.361,0.241
'[19:40:49.100 19/11/1995]',0.017,0.008,0.004,88.336,0.361,0.241
'[19:40:49.102 19/11/1995]',0.017,0.009,0.004,88.336,0.361,0.241
'[19:40:49.104 19/11/1995]',0.017,0.009,0.004,87.883,0.328,0.242
'[19:40:49.106 19/11/1995]',0.017,0.009,0.004,87.883,0.328,0.242
'[19:40:49.108 19/11/1995]',0.017,0.007,0.004,87.883,0.328,0.242
'[19:40:49.110 19/11/1995]',0.018,0.004,0.004,87.883,0.328,0.242
'[19:40:49.112 19/11/1995]',0.019,0.000,0.004,87.681,0.296,0.244
'[19:40:49.114 19/11/1995]',0.020,-0.004,0.004,87.681,0.296,0.244
'[19:40:49.116 19/11/1995]',0.021,-0.009,0.046,87.681,0.296,0.244
'[19:40:49.118 19/11/1995]',0.023,-0.015,0.004,87.681,0.296,0.244
'[19:40:49.120 19/11/1995]',0.022,-0.019,0.004,87.731,0.264,0.246
'[19:40:49.122 19/11/1995]',0.021,-0.022,0.004,87.731,0.264,0.246
'[19:40:49.124 19/11/1995]',0.022,-0.023,0.004,87.731,0.264,0.246
'[19:40:49.126 19/11/1995]',0.023,-0.024,0.004,87.731,0.264,0.246
'[19:40:49.128 19/11/1995]',0.024,-0.024,0.004,87.933,0.233,0.248
'[19:40:49.130 19/11/1995]',0.025,-0.024,0.004,87.933,0.233,0.248
'[19:40:49.132 19/11/1995]',0.026,-0.023,0.046,87.933,0.233,0.248
'[19:40:49.134 19/11/1995]',0.026,-0.022,0.046,87.933,0.233,0.248
'[19:40:49.136 19/11/1995]',0.026,-0.021,0.046,88.034,0.203,0.249
'[19:40:49.138 19/11/1995]',0.026,-0.019,0.004,88.034,0.203,0.249
'[19:40:49.140 19/11/1995]',0.026,-0.016,0.004,88.034,0.203,0.249
'[19:40:49.142 19/11/1995]',0.026,-0.013,0.004,88.034,0.203,0.249
'[19:40:49.144 19/11/1995]',0.026,-0.009,0.004,88.135,0.174,0.250
'[19:40:49.146 19/11/1995]',0.026,-0.006,0.004,88.135,0.174,0.250
'[19:40:49.148 19/11/1995]',0.026,-0.004,0.004,88.135,0.174,0.250
'[19:40:49.150 19/11/1995]',0.025,-0.002,0.004,88.135,0.174,0.250
'[19:40:49.152 19/11/1995]',0.024,-0.001,0.004,88.235,0.146,0.251
'[19:40:49.154 19/11/1995]',0.023,0.000,0.004,88.235,0.146,0.251
'[19:40:49.156 19/11/1995]',0.021,0.000,0.004,88.235,0.146,0.251
'[19:40:49.158 19/11/1995]',0.019,0.000,0.004,88.235,0.146,0.251
'[19:40:49.160 19/11/1995]',0.019,-0.002,0.004,88.235,0.121,0.252
'[19:40:49.162 19/11/1995]',0.018,-0.004,0.004,88.235,0.121,0.252
'[19:40:49.164 19/11/1995]',0.017,-0.008,0.004,88.235,0.121,0.252
'[19:40:49.166 19/11/1995]',0.016,-0.013,0.004,88.235,0.121,0.252
'[19:40:49.168 19/11/1995]',0.014,-0.018,0.004,88.084,0.099,0.254
'[19:40:49.170 19/11/1995]',0.013,-0.022,0.004,88.084,0.099,0.254
'[19:40:49.172 19/11/1995]',0.011,-0.025,0.004,88.084,0.099,0.254
'[19:40:49.174 19/11/1995]',0.010,-0.028,0.004,88.084,0.099,0.254
'[19:40:49.176 19/11/1995]',0.007,-0.027,0.004,87.883,0.078,0.255
'[19:40:49.178 19/11/1995]',0.004,-0.026,0.004,87.883,0.078,0.255
'[19:40:49.180 19/11/1995]',-0.001,-0.025,0.004,87.883,0.078,0.255
'[19:40:49.182 19/11/1995]',-0.005,-0.024,0.004,87.883,0.078,0.255
'[19:40:49.184 19/11/1995]',-0.011,-0.025,0.004,87.429,0.059,0.257
'[19:40:49.186 19/11/1995]',-0.017,-0.026,0.004,87.429,0.059,0.257
'[19:40:49.188 19/11/1995]',-0.020,-0.028,0.004,87.429,0.059,0.257
'[19:40:49.190 19/11/1995]',-0.023,-0.030,0.004,87.429,0.059,0.257
'[19:40:49.192 19/11/1995]',-0.021,-0.033,0.004,87.025,0.042,0.260
'[19:40:49.194 19/11/1995]',-0.020,-0.035,0.004,87.025,0.042,0.260
'[19:40:49.196 19/11/1995]',-0.017,-0.039,0.004,87.025,0.042,0.260
'[19:40:49.198 19/11/1995]',-0.013,-0.043,0.004,87.025,0.042,0.260
'[19:40:49.200 19/11/1995]',-0.008,-0.046,0.004,86.521,0.024,0.264
'[19:40:49.202 19/11/1995]',-0.004,-0.049,0.004,86.521,0.024,0.264
'[19:40:49.204 19/11/1995]',-0.002,-0.049,0.004,86.521,0.024,0.264
'[19:40:49.206 19/11/1995]',-0.001,-0.049,0.004,86.521,0.024,0.264
'[19:40:49.208 19/11/1995]',-0.003,-0.046,0.004,85.916,0.009,0.268
'[19:40:49.210 19/11/1995]',-0.005,-0.043,0.004,85.916,0.009,0.268
'[19:40:49.212 19/11/1995]',-0.006,-0.041,0.004,85.916,0.009,0.268
'[19:40:49.214 19/11/1995]',-0.007,-0.039,0.004,85.916,0.009,0.268
'[19:40:49.216 19/11/1995]',-0.005,-0.036,0.004,85.261,-0.008,0.272
'[19:40:49.218 19/11/1995]',-0.004,-0.034,0.004,85.261,-0.008,0.272
'[19:40:49.220 19/11/1995]',0.001,-0.031,0.004,85.261,-0.008,0.272
'[19:40:49.222 19/11/1995]',0.005,-0.028,0.004,85.261,-0.008,0.272
'[19:40:49.224 19/11/1995]',0.008,-0.026,0.004,84.605,-0.024,0.273
'[19:40:49.226 19/11/1995]',0.012,-0.024,0.004,84.605,-0.024,0.273
'[19:40:49.228 19/11/1995]',0.014,-0.023,0.004,84.605,-0.024,0.273
'[19:40:49.230 19/11/1995]',0.016,-0.022,0.004,84.605,-0.024,0.273
'[19:40:49.232 19/11/1995]',0.016,-0.021,0.004,83.899,-0.040,0.273
'[19:40:49.234 19/11/1995]',0.016,-0.021,0.004,83.899,-0.040,0.273
'[19:40:49.236 19/11/1995]',0.015,-0.021,0.004,83.899,-0.040,0.273
'[19:40:49.238 19/11/1995]',0.014,-0.022,0.004,83.899,-0.040,0.273
'[19:40:49.240 19/11/1995]',0.014,-0.026,0.004,83.244,-0.055,0.272
'[19:40:49.242 19/11/1995]',0.014,-0.030,0.004,83.244,-0.055,0.272
'[19:40:49.244 19/11/1995]',0.015,-0.033,0.004,83.244,-0.055,0.272
'[19:40:49.246 19/11/1995]',0.016,-0.035,0.004,83.244,-0.055,0.272
'[19:40:49.248 19/11/1995]',0.016,-0.039,0.004,82.538,-0.071,0.270
'[19:40:49.250 19/11/1995]',0.017,-0.043,0.046,82.538,-0.071,0.270
'[19:40:49.252 19/11/1995]',0.017,-0.046,0.046,82.538,-0.071,0.270
'[19:40:49.254 19/11/1995]',0.018,-0.049,0.004,82.538,-0.071,0.270
'[19:40:49.256 19/11/1995]',0.019,-0.049,0.004,81.832,-0.088,0.270
'[19:40:49.258 19/11/1995]',0.020,-0.050,0.004,81.832,-0.088,0.270
'[19:40:49.260 19/11/1995]',0.021,-0.049,0.004,81.832,-0.088,0.270
'[19:40:49.262 19/11/1995]',0.021,-0.047,0.004,81.832,-0.088,0.270
'[19:40:49.264 19/11/1995]',0.019,-0.045,0.004,81.177,-0.106,0.271
'[19:40:49.266 19/11/1995]',0.017,-0.043,0.004,81.177,-0.106,0.271
'[19:40:49.268 19/11/1995]',0.014,-0.041,0.004,81.177,-0.106,0.271
'[19:40:49.270 19/11/1995]',0.012,-0.039,0.004,81.177,-0.106,0.271
'[19:40:49.272 19/11/1995]',0.010,-0.036,0.004,80.572,-0.121,0.273
'[19:40:49.274 19/11/1995]',0.008,-0.034,0.004,80.572,-0.121,0.273
'[19:40:49.276 19/11/1995]',0.007,-0.030,0.004,80.572,-0.121,0.273
'[19:40:49.278 19/11/1995]',0.006,-0.026,0.004,80.572,-0.121,0.273
'[19:40:49.280 19/11/1995]',0.006,-0.023,0.004,80.017,-0.137,0.274
