'Time and date','II ','I ','V ','ABP ','PLETH ','RESP '
'[13:21:42.638 30/01/1995]',0.002,0.067,-0.157,71.562,0.000,0.367
'[13:21:42.640 30/01/1995]',0.002,0.034,-0.093,71.562,0.000,0.373
'[13:21:42.642 30/01/1995]',0.020,0.003,-0.029,71.562,0.000,0.373
'[13:21:42.644 30/01/1995]',0.020,0.003,0.003,71.562,0.000,0.373
'[13:21:42.646 30/01/1995]',0.002,0.003,0.033,71.562,0.000,0.373
'[13:21:42.648 30/01/1995]',0.020,-0.030,0.065,71.620,0.000,0.378
'[13:21:42.650 30/01/1995]',0.020,-0.030,0.097,71.620,0.000,0.378
'[13:21:42.652 30/01/1995]',0.020,-0.062,0.161,71.620,0.000,0.378
'[13:21:42.654 30/01/1995]',0.039,-0.062,0.161,71.620,0.000,0.378
'[13:21:42.656 30/01/1995]',0.039,-0.062,0.161,71.562,0.000,0.382
'[13:21:42.658 30/01/1995]',0.039,-0.062,0.193,71.562,0.000,0.382
'[13:21:42.660 30/01/1995]',0.039,-0.062,0.193,71.562,0.000,0.382
'[13:21:42.662 30/01/1995]',0.058,-0.062,0.193,71.562,0.000,0.382
'[13:21:42.664 30/01/1995]',0.039,-0.062,0.225,71.504,0.000,0.385
'[13:21:42.666 30/01/1995]',0.058,-0.062,0.225,71.504,0.000,0.385
'[13:21:42.668 30/01/1995]',0.039,-0.095,0.225,71.504,0.000,0.385
'[13:21:42.670 30/01/1995]',0.058,-0.062,0.225,71.504,0.000,0.385
'[13:21:42.672 30/01/1995]',0.058,-0.062,0.225,71.331,0.000,0.387
'[13:21:42.674 30/01/1995]',0.058,-0.062,0.225,71.331,0.000,0.387
'[13:21:42.676 30/01/1995]',0.058,-0.062,0.225,71.331,0.000,0.387
'[13:21:42.678 30/01/1995]',0.058,-0.062,0.225,71.331,0.000,0.387
'[13:21:42.680 30/01/1995]',0.058,-0.062,0.257,71.101,0.000,0.389
'[13:21:42.682 30/01/1995]',0.058,-0.062,0.257,71.101,0.000,0.389
'[13:21:42.684 30/01/1995]',0.058,-0.062,0.257,71.101,0.000,0.389
'[13:21:42.686 30/01/1995]',0.058,-0.062,0.257,71.101,0.000,0.389
'[13:21:42.688 30/01/1995]',0.058,-0.062,0.257,70.813,0.000,0.391
'[13:21:42.690 30/01/1995]',0.058,-0.062,0.257,70.813,0.000,0.391
'[13:21:42.692 30/01/1995]',0.058,-0.062,0.257,70.813,0.000,0.391
'[13:21:42.694 30/01/1995]',0.058,-0.062,0.257,70.813,0.000,0.391
'[13:21:42.696 30/01/1995]',0.058,-0.062,0.257,70.410,0.000,0.392
'[13:21:42.698 30/01/1995]',0.058,-0.062,0.257,70.410,0.000,0.392
'[13:21:42.700 30/01/1995]',0.058,-0.062,0.257,70.410,0.000,0.392
'[13:21:42.702 30/01/1995]',0.058,-0.062,0.257,70.410,0.000,0.392
'[13:21:42.704 30/01/1995]',0.058,-0.062,0.288,69.949,0.000,0.392
'[13:21:42.706 30/01/1995]',0.077,-0.062,0.288,69.949,0.000,0.392
'[13:21:42.708 30/01/1995]',0.077,-0.062,0.257,69.949,0.000,0.392
'[13:21:42.710 30/01/1995]',0.058,-0.062,0.257,69.949,0.000,0.392
'[13:21:42.712 30/01/1995]',0.058,-0.062,0.257,69.488,0.000,0.390
'[13:21:42.714 30/01/1995]',0.058,-0.062,0.288,69.488,0.000,0.390
'[13:21:42.716 30/01/1995]',0.058,-0.062,0.257,69.488,0.000,0.390
'[13:21:42.718 30/01/1995]',0.058,-0.030,0.257,69.488,0.000,0.390
'[13:21:42.720 30/01/1995]',0.077,-0.062,0.257,68.969,0.000,0.386
'[13:21:42.722 30/01/1995]',0.077,-0.030,0.257,68.969,0.000,0.386
'[13:21:42.724 30/01/1995]',0.077,-0.030,0.257,68.969,0.000,0.386
'[13:21:42.726 30/01/1995]',0.077,-0.030,0.257,68.969,0.000,0.386
'[13:21:42.728 30/01/1995]',0.077,-0.030,0.257,68.451,0.000,0.382
'[13:21:42.730 30/01/1995]',0.077,-0.030,0.257,68.451,0.000,0.382
'[13:21:42.732 30/01/1995]',0.077,-0.030,0.257,68.451,0.000,0.382
'[13:21:42.734 30/01/1995]',0.077,-0.030,0.257,68.451,0.000,0.382
'[13:21:42.736 30/01/1995]',0.077,-0.030,0.257,67.990,0.000,0.375
'[13:21:42.738 30/01/1995]',0.077,-0.030,0.257,67.990,0.000,0.375
'[13:21:42.740 30/01/1995]',0.077,-0.030,0.257,67.990,0.000,0.375
'[13:21:42.742 30/01/1995]',0.077,-0.030,0.257,67.990,0.000,0.375
'[13:21:42.744 30/01/1995]',0.077,-0.030,0.257,67.586,0.000,0.367
'[13:21:42.746 30/01/1995]',0.077,-0.030,0.257,67.586,0.000,0.367
'[13:21:42.748 30/01/1995]',0.077,-0.030,0.288,67.586,0.000,0.367
'[13:21:42.750 30/01/1995]',0.077,-0.030,0.288,67.586,0.000,0.367
'[13:21:42.752 30/01/1995]',0.077,-0.030,0.288,67.183,0.000,0.357
'[13:21:42.754 30/01/1995]',0.077,0.003,0.257,67.183,0.000,0.357
'[13:21:42.756 30/01/1995]',0.077,0.003,0.257,67.183,0.000,0.357
'[13:21:42.758 30/01/1995]',0.077,0.003,0.257,67.183,0.000,0.357
'[13:21:42.760 30/01/1995]',0.096,0.003,0.288,66.895,0.000,0.346
'[13:21:42.762 30/01/1995]',0.077,0.003,0.288,66.895,0.000,0.346
'[13:21:42.764 30/01/1995]',0.077,0.003,0.288,66.895,0.000,0.346
'[13:21:42.766 30/01/1995]',0.077,0.003,0.257,66.895,0.000,0.346
'[13:21:42.768 30/01/1995]',0.077,0.003,0.288,66.664,0.000,0.335
'[13:21:42.770 30/01/1995]',0.077,0.003,0.288,66.664,0.000,0.335
'[13:21:42.772 30/01/1995]',0.077,0.003,0.288,66.664,0.000,0.335
'[13:21:42.774 30/01/1995]',0.077,0.003,0.257,66.664,0.000,0.335
'[13:21:42.776 30/01/1995]',0.096,0.003,0.288,66.607,0.000,0.324
'[13:21:42.778 30/01/1995]',0.077,0.003,0.257,66.607,0.000,0.324
'[13:21:42.780 30/01/1995]',0.077,0.003,0.257,66.607,0.000,0.324
'[13:21:42.782 30/01/1995]',0.077,0.003,0.257,66.607,0.000,0.324
'[13:21:42.784 30/01/1995]',0.077,0.003,0.257,66.722,0.000,0.312
'[13:21:42.786 30/01/1995]',0.077,0.003,0.257,66.722,0.000,0.312
'[13:21:42.788 30/01/1995]',0.077,0.003,0.257,66.722,0.000,0.312
'[13:21:42.790 30/01/1995]',0.077,0.003,0.288,66.722,0.000,0.312
'[13:21:42.792 30/01/1995]',0.077,0.034,0.257,67.298,0.000,0.300
'[13:21:42.794 30/01/1995]',0.077,0.034,0.257,67.298,0.000,0.300
'[13:21:42.796 30/01/1995]',0.058,0.034,0.288,67.298,0.000,0.300
'[13:21:42.798 30/01/1995]',0.058,0.034,0.257,67.298,0.000,0.300
'[13:21:42.800 30/01/1995]',0.058,0.034,0.257,68.623,0.000,0.289
'[13:21:42.802 30/01/1995]',0.058,0.034,0.257,68.623,0.000,0.289
'[13:21:42.804 30/01/1995]',0.058,0.034,0.257,68.623,0.000,0.289
'[13:21:42.806 30/01/1995]',0.058,0.034,0.257,68.623,0.000,0.289
'[13:21:42.808 30/01/1995]',0.077,0.034,0.288,70.986,0.000,0.277
'[13:21:42.810 30/01/1995]',0.058,0.034,0.257,70.986,0.000,0.277
'[13:21:42.812 30/01/1995]',0.058,0.067,0.257,70.986,0.000,0.277
'[13:21:42.814 30/01/1995]',0.058,0.067,0.257,70.986,0.000,0.277
'[13:21:42.816 30/01/1995]',0.058,0.067,0.257,74.731,0.000,0.265
'[13:21:42.818 30/01/1995]',0.058,0.067,0.257,74.731,0.000,0.265
'[13:21:42.820 30/01/1995]',0.058,0.067,0.257,74.731,0.000,0.265
'[13:21:42.822 30/01/1995]',0.058,0.067,0.257,74.731,0.000,0.265
'[13:21:42.824 30/01/1995]',0.058,0.067,0.257,79.859,0.000,0.252
'[13:21:42.826 30/01/1995]',0.077,0.099,0.257,79.859,0.000,0.252
'[13:21:42.828 30/01/1995]',0.058,0.099,0.257,79.859,0.000,0.252
'[13:21:42.830 30/01/1995]',0.058,0.099,0.257,79.859,0.000,0.252
'[13:21:42.832 30/01/1995]',0.058,0.099,0.257,86.139,0.000,0.238
'[13:21:42.834 30/01/1995]',0.058,0.099,0.257,86.139,0.000,0.238
'[13:21:42.836 30/01/1995]',0.058,0.099,0.225,86.139,0.000,0.238
'[13:21:42.838 30/01/1995]',0.058,0.099,0.225,86.139,0.000,0.238
'[13:21:42.840 30/01/1995]',0.077,0.132,0.225,92.938,0.000,0.226
'[13:21:42.842 30/01/1995]',0.077,0.132,0.225,92.938,0.000,0.226
'[13:21:42.844 30/01/1995]',0.058,0.132,0.225,92.938,0.000,0.226
'[13:21:42.846 30/01/1995]',0.058,0.132,0.225,92.938,0.000,0.226
'[13:21:42.848 30/01/1995]',0.058,0.165,0.225,99.680,0.000,0.213
'[13:21:42.850 30/01/1995]',0.058,0.165,0.225,99.680,0.000,0.213
'[13:21:42.852 30/01/1995]',0.058,0.132,0.225,99.680,0.000,0.213
'[13:21:42.854 30/01/1995]',0.058,0.165,0.225,99.680,0.000,0.213
'[13:21:42.856 30/01/1995]',0.058,0.165,0.225,105.902,0.000,0.201
'[13:21:42.858 30/01/1995]',0.058,0.165,0.193,105.902,0.000,0.201
'[13:21:42.860 30/01/1995]',0.058,0.165,0.193,105.902,0.000,0.201
'[13:21:42.862 30/01/1995]',0.058,0.165,0.193,105.902,0.000,0.201
'[13:21:42.864 30/01/1995]',0.058,0.165,0.193,111.030,0.000,0.189
'[13:21:42.866 30/01/1995]',0.039,0.197,0.193,111.030,0.000,0.189
'[13:21:42.868 30/01/1995]',0.039,0.197,0.193,111.030,0.000,0.189
'[13:21:42.870 30/01/1995]',0.039,0.197,0.161,111.030,0.000,0.189
'[13:21:42.872 30/01/1995]',0.058,0.197,0.161,114.948,0.000,0.177
'[13:21:42.874 30/01/1995]',0.058,0.197,0.161,114.948,0.000,0.177
'[13:21:42.876 30/01/1995]',0.039,0.197,0.161,114.948,0.000,0.177
'[13:21:42.878 30/01/1995]',0.039,0.197,0.161,114.948,0.000,0.177
'[13:21:42.880 30/01/1995]',0.039,0.197,0.161,117.599,0.000,0.168
'[13:21:42.882 30/01/1995]',0.039,0.197,0.161,117.599,0.000,0.168
'[13:21:42.884 30/01/1995]',0.020,0.197,0.161,117.599,0.000,0.168
'[13:21:42.886 30/01/1995]',0.039,0.197,0.161,117.599,0.000,0.168
'[13:21:42.888 30/01/1995]',0.039,0.197,0.097,118.924,0.000,0.159
'[13:21:42.890 30/01/1995]',0.039,0.197,0.097,118.924,0.000,0.159
'[13:21:42.892 30/01/1995]',0.039,0.197,0.097,118.924,0.000,0.159
'[13:21:42.894 30/01/1995]',0.039,0.197,0.065,118.924,0.000,0.159
'[13:21:42.896 30/01/1995]',0.039,0.165,0.097,119.155,0.000,0.150
'[13:21:42.898 30/01/1995]',0.020,0.165,0.065,119.155,0.000,0.150
'[13:21:42.900 30/01/1995]',0.020,0.165,0.065,119.155,0.000,0.150
'[13:21:42.902 30/01/1995]',0.020,0.132,0.065,119.155,0.000,0.150
'[13:21:42.904 30/01/1995]',0.020,0.132,0.065,118.406,0.000,0.142
'[13:21:42.906 30/01/1995]',0.020,0.132,0.065,118.406,0.000,0.142
'[13:21:42.908 30/01/1995]',0.020,0.099,0.065,118.406,0.000,0.142
'[13:21:42.910 30/01/1995]',0.020,0.099,0.065,118.406,0.000,0.142
'[13:21:42.912 30/01/1995]',0.020,0.099,0.065,116.908,0.000,0.136
'[13:21:42.914 30/01/1995]',0.020,0.067,0.065,116.908,0.000,0.136
'[13:21:42.916 30/01/1995]',0.002,0.067,0.065,116.908,0.000,0.136
'[13:21:42.918 30/01/1995]',0.002,0.034,0.065,116.908,0.000,0.136
'[13:21:42.920 30/01/1995]',0.002,0.034,0.033,114.948,0.000,0.129
'[13:21:42.922 30/01/1995]',0.002,0.034,0.065,114.948,0.000,0.129
'[13:21:42.924 30/01/1995]',0.002,0.003,0.065,114.948,0.000,0.129
'[13:21:42.926 30/01/1995]',0.002,0.003,0.065,114.948,0.000,0.129
'[13:21:42.928 30/01/1995]',0.002,0.003,0.033,112.644,0.000,0.122
'[13:21:42.930 30/01/1995]',0.002,0.003,0.065,112.644,0.000,0.122
'[13:21:42.932 30/01/1995]',-0.017,-0.030,0.065,112.644,0.000,0.122
'[13:21:42.934 30/01/1995]',-0.017,-0.030,0.033,112.644,0.000,0.122
'[13:21:42.936 30/01/1995]',-0.017,-0.030,0.065,110.166,0.000,0.116
'[13:21:42.938 30/01/1995]',-0.017,-0.030,0.065,110.166,0.000,0.116
'[13:21:42.940 30/01/1995]',-0.017,-0.030,0.033,110.166,0.000,0.116
'[13:21:42.942 30/01/1995]',-0.017,-0.030,0.065,110.166,0.000,0.116
'[13:21:42.944 30/01/1995]',-0.017,-0.062,0.065,107.689,0.000,0.108
'[13:21:42.946 30/01/1995]',-0.017,-0.062,0.065,107.689,0.000,0.108
'[13:21:42.948 30/01/1995]',-0.036,-0.062,0.065,107.689,0.000,0.108
'[13:21:42.950 30/01/1995]',-0.036,-0.062,0.065,107.689,0.000,0.108
'[13:21:42.952 30/01/1995]',-0.036,-0.062,0.065,105.269,0.000,0.101
'[13:21:42.954 30/01/1995]',-0.036,-0.095,0.065,105.269,0.000,0.101
'[13:21:42.956 30/01/1995]',-0.036,-0.095,0.065,105.269,0.000,0.101
'[13:21:42.958 30/01/1995]',-0.036,-0.095,0.065,105.269,0.000,0.101
'[13:21:42.960 30/01/1995]',-0.036,-0.095,0.065,102.906,0.000,0.093
'[13:21:42.962 30/01/1995]',-0.036,-0.095,0.033,102.906,0.000,0.093
'[13:21:42.964 30/01/1995]',-0.055,-0.095,0.065,102.906,0.000,0.093
'[13:21:42.966 30/01/1995]',-0.055,-0.095,0.065,102.906,0.000,0.093
'[13:21:42.968 30/01/1995]',-0.055,-0.095,0.065,100.659,0.000,0.086
'[13:21:42.970 30/01/1995]',-0.036,-0.095,0.065,100.659,0.000,0.086
'[13:21:42.972 30/01/1995]',-0.036,-0.095,0.065,100.659,0.000,0.086
'[13:21:42.974 30/01/1995]',-0.036,-0.095,0.065,100.659,0.000,0.086
'[13:21:42.976 30/01/1995]',-0.036,-0.095,0.065,98.470,0.000,0.077
'[13:21:42.978 30/01/1995]',-0.036,-0.095,0.065,98.470,0.000,0.077
'[13:21:42.980 30/01/1995]',-0.036,-0.095,0.065,98.470,0.000,0.077
'[13:21:42.982 30/01/1995]',-0.055,-0.095,0.065,98.470,0.000,0.077
'[13:21:42.984 30/01/1995]',-0.055,-0.095,0.065,96.453,0.000,0.069
'[13:21:42.986 30/01/1995]',-0.055,-0.095,0.033,96.453,0.000,0.069
'[13:21:42.988 30/01/1995]',-0.036,-0.095,0.033,96.453,0.000,0.069
'[13:21:42.990 30/01/1995]',-0.036,-0.095,0.065,96.453,0.000,0.069
'[13:21:42.992 30/01/1995]',-0.036,-0.095,0.033,94.494,0.000,0.060
'[13:21:42.994 30/01/1995]',-0.036,-0.095,0.033,94.494,0.000,0.060
'[13:21:42.996 30/01/1995]',-0.036,-0.095,0.033,94.494,0.000,0.060
'[13:21:42.998 30/01/1995]',-0.036,-0.095,0.033,94.494,0.000,0.060
'[13:21:43.000 30/01/1995]',-0.036,-0.095,0.065,92.650,0.000,0.050
'[13:21:43.002 30/01/1995]',-0.036,-0.095,0.065,92.650,0.000,0.050
'[13:21:43.004 30/01/1995]',-0.036,-0.095,0.033,92.650,0.000,0.050
'[13:21:43.006 30/01/1995]',-0.036,-0.095,0.033,92.650,0.000,0.050
'[13:21:43.008 30/01/1995]',-0.017,-0.095,0.033,90.806,0.000,0.038
'[13:21:43.010 30/01/1995]',-0.017,-0.095,0.065,90.806,0.000,0.038
'[13:21:43.012 30/01/1995]',-0.036,-0.095,0.033,90.806,0.000,0.038
'[13:21:43.014 30/01/1995]',-0.036,-0.095,0.033,90.806,0.000,0.038
'[13:21:43.016 30/01/1995]',-0.036,-0.095,0.033,89.020,0.000,0.026
'[13:21:43.018 30/01/1995]',-0.036,-0.095,0.065,89.020,0.000,0.026
'[13:21:43.020 30/01/1995]',-0.017,-0.095,0.033,89.020,0.000,0.026
'[13:21:43.022 30/01/1995]',-0.017,-0.095,0.065,89.020,0.000,0.026
'[13:21:43.024 30/01/1995]',-0.017,-0.095,0.033,87.292,0.000,0.013
'[13:21:43.026 30/01/1995]',-0.017,-0.095,0.065,87.292,0.000,0.013
'[13:21:43.028 30/01/1995]',-0.017,-0.095,0.033,87.292,0.000,0.013
'[13:21:43.030 30/01/1995]',-0.017,-0.095,0.065,87.292,0.000,0.013
'[13:21:43.032 30/01/1995]',-0.017,-0.095,0.033,85.563,0.000,-0.002
'[13:21:43.034 30/01/1995]',-0.017,-0.095,0.065,85.563,0.000,-0.002
'[13:21:43.036 30/01/1995]',-0.017,-0.095,0.033,85.563,0.000,-0.002
'[13:21:43.038 30/01/1995]',0.002,-0.095,0.033,85.563,0.000,-0.002
'[13:21:43.040 30/01/1995]',0.002,-0.095,0.033,83.892,0.000,-0.017
'[13:21:43.042 30/01/1995]',0.002,-0.095,0.033,83.892,0.000,-0.017
'[13:21:43.044 30/01/1995]',0.002,-0.062,0.033,83.892,0.000,-0.017
'[13:21:43.046 30/01/1995]',0.002,-0.062,0.065,83.892,0.000,-0.017
'[13:21:43.048 30/01/1995]',-0.017,-0.062,0.033,82.394,0.000,-0.033
'[13:21:43.050 30/01/1995]',-0.017,-0.095,0.033,82.394,0.000,-0.033
'[13:21:43.052 30/01/1995]',-0.017,-0.062,0.065,82.394,0.000,-0.033
'[13:21:43.054 30/01/1995]',0.002,-0.062,0.033,82.394,0.000,-0.033
'[13:21:43.056 30/01/1995]',0.002,-0.062,0.033,81.011,0.000,-0.050
'[13:21:43.058 30/01/1995]',0.002,-0.062,0.033,81.011,0.000,-0.050
'[13:21:43.060 30/01/1995]',0.002,-0.062,0.033,81.011,0.000,-0.050
'[13:21:43.062 30/01/1995]',0.002,-0.062,0.033,81.011,0.000,-0.050
'[13:21:43.064 30/01/1995]',0.002,-0.062,0.033,79.917,0.000,-0.066
'[13:21:43.066 30/01/1995]',-0.017,-0.062,0.033,79.917,0.000,-0.066
'[13:21:43.068 30/01/1995]',-0.017,-0.062,0.033,79.917,0.000,-0.066
'[13:21:43.070 30/01/1995]',-0.017,-0.062,0.033,79.917,0.000,-0.066
'[13:21:43.072 30/01/1995]',0.002,-0.062,0.033,79.052,0.000,-0.083
'[13:21:43.074 30/01/1995]',0.002,-0.062,0.003,79.052,0.000,-0.083
'[13:21:43.076 30/01/1995]',0.002,-0.062,0.033,79.052,0.000,-0.083
'[13:21:43.078 30/01/1995]',0.002,-0.062,0.033,79.052,0.000,-0.083
'[13:21:43.080 30/01/1995]',-0.017,-0.062,0.033,78.534,0.000,-0.099
'[13:21:43.082 30/01/1995]',-0.017,-0.062,0.033,78.534,0.000,-0.099
'[13:21:43.084 30/01/1995]',-0.017,-0.062,0.033,78.534,0.000,-0.099
'[13:21:43.086 30/01/1995]',-0.017,-0.062,0.033,78.534,0.000,-0.099
'[13:21:43.088 30/01/1995]',0.002,-0.062,0.033,78.361,0.000,-0.116
'[13:21:43.090 30/01/1995]',0.002,-0.062,0.033,78.361,0.000,-0.116
'[13:21:43.092 30/01/1995]',0.002,-0.062,0.003,78.361,0.000,-0.116
'[13:21:43.094 30/01/1995]',0.002,-0.062,0.003,78.361,0.000,-0.116
'[13:21:43.096 30/01/1995]',-0.017,-0.062,0.033,78.418,0.000,-0.132
'[13:21:43.098 30/01/1995]',-0.017,-0.062,0.003,78.418,0.000,-0.132
'[13:21:43.100 30/01/1995]',-0.017,-0.062,0.003,78.418,0.000,-0.132
'[13:21:43.102 30/01/1995]',-0.017,-0.062,0.003,78.418,0.000,-0.132
'[13:21:43.104 30/01/1995]',-0.017,-0.062,0.003,78.591,0.000,-0.147
'[13:21:43.106 30/01/1995]',0.002,-0.062,0.003,78.591,0.000,-0.147
'[13:21:43.108 30/01/1995]',0.002,-0.062,0.003,78.591,0.000,-0.147
'[13:21:43.110 30/01/1995]',0.002,-0.062,0.003,78.591,0.000,-0.147
'[13:21:43.112 30/01/1995]',0.002,-0.062,0.003,78.879,0.000,-0.162
'[13:21:43.114 30/01/1995]',0.002,-0.062,0.003,78.879,0.000,-0.162
'[13:21:43.116 30/01/1995]',-0.017,-0.062,0.003,78.879,0.000,-0.162
'[13:21:43.118 30/01/1995]',0.002,-0.062,0.003,78.879,0.000,-0.162
'[13:21:43.120 30/01/1995]',0.002,-0.062,0.003,79.225,0.000,-0.177
'[13:21:43.122 30/01/1995]',0.002,-0.062,0.003,79.225,0.000,-0.177
'[13:21:43.124 30/01/1995]',0.002,-0.062,0.003,79.225,0.000,-0.177
'[13:21:43.126 30/01/1995]',0.002,-0.062,0.003,79.225,0.000,-0.177
'[13:21:43.128 30/01/1995]',0.002,-0.062,0.003,79.513,0.000,-0.192
'[13:21:43.130 30/01/1995]',-0.017,-0.062,0.003,79.513,0.000,-0.192
'[13:21:43.132 30/01/1995]',-0.017,-0.062,0.003,79.513,0.000,-0.192
'[13:21:43.134 30/01/1995]',-0.017,-0.062,0.003,79.513,0.000,-0.192
'[13:21:43.136 30/01/1995]',-0.017,-0.062,0.003,79.744,0.000,-0.207
'[13:21:43.138 30/01/1995]',-0.017,-0.062,0.003,79.744,0.000,-0.207
'[13:21:43.140 30/01/1995]',-0.017,-0.062,0.003,79.744,0.000,-0.207
'[13:21:43.142 30/01/1995]',-0.017,-0.062,0.003,79.744,0.000,-0.207
'[13:21:43.144 30/01/1995]',-0.017,-0.062,0.003,79.744,0.000,-0.223
'[13:21:43.146 30/01/1995]',-0.036,-0.062,0.003,79.744,0.000,-0.223
'[13:21:43.148 30/01/1995]',-0.036,-0.062,0.003,79.744,0.000,-0.223
'[13:21:43.150 30/01/1995]',-0.017,-0.062,0.003,79.744,0.000,-0.223
'[13:21:43.152 30/01/1995]',-0.017,-0.062,0.003,79.686,0.000,-0.238
'[13:21:43.154 30/01/1995]',-0.017,-0.062,0.003,79.686,0.000,-0.238
'[13:21:43.156 30/01/1995]',-0.017,-0.062,0.003,79.686,0.000,-0.238
'[13:21:43.158 30/01/1995]',-0.017,-0.062,0.003,79.686,0.000,-0.238
'[13:21:43.160 30/01/1995]',0.002,-0.062,0.003,79.456,0.000,-0.254
'[13:21:43.162 30/01/1995]',-0.017,-0.062,0.003,79.456,0.000,-0.254
'[13:21:43.164 30/01/1995]',-0.017,-0.062,0.003,79.456,0.000,-0.254
'[13:21:43.166 30/01/1995]',-0.017,-0.062,0.003,79.456,0.000,-0.254
'[13:21:43.168 30/01/1995]',-0.017,-0.062,0.003,79.052,0.000,-0.270
'[13:21:43.170 30/01/1995]',-0.017,-0.095,0.003,79.052,0.000,-0.270
'[13:21:43.172 30/01/1995]',-0.017,-0.095,0.003,79.052,0.000,-0.270
'[13:21:43.174 30/01/1995]',0.002,-0.062,0.003,79.052,0.000,-0.270
'[13:21:43.176 30/01/1995]',0.002,-0.062,0.003,78.591,0.000,-0.285
'[13:21:43.178 30/01/1995]',0.002,-0.062,0.003,78.591,0.000,-0.285
'[13:21:43.180 30/01/1995]',0.002,-0.062,0.033,78.591,0.000,-0.285
'[13:21:43.182 30/01/1995]',0.002,-0.062,0.033,78.591,0.000,-0.285
'[13:21:43.184 30/01/1995]',0.002,-0.062,0.033,78.015,0.000,-0.300
'[13:21:43.186 30/01/1995]',0.002,-0.062,0.033,78.015,0.000,-0.300
'[13:21:43.188 30/01/1995]',0.002,-0.062,0.033,78.015,0.000,-0.300
'[13:21:43.190 30/01/1995]',0.002,-0.062,0.033,78.015,0.000,-0.300
'[13:21:43.192 30/01/1995]',0.002,-0.062,0.033,77.324,0.000,-0.317
'[13:21:43.194 30/01/1995]',0.002,-0.062,0.033,77.324,0.000,-0.317
'[13:21:43.196 30/01/1995]',0.002,-0.062,0.033,77.324,0.000,-0.317
'[13:21:43.198 30/01/1995]',0.002,-0.062,0.033,77.324,0.000,-0.317
'[13:21:43.200 30/01/1995]',0.020,-0.062,0.033,76.690,0.000,-0.333
'[13:21:43.202 30/01/1995]',0.020,-0.030,0.033,76.690,0.000,-0.333
'[13:21:43.204 30/01/1995]',0.039,-0.030,0.033,76.690,0.000,-0.333
'[13:21:43.206 30/01/1995]',0.058,-0.030,0.033,76.690,0.000,-0.333
'[13:21:43.208 30/01/1995]',0.039,-0.030,0.065,76.056,0.000,-0.350
'[13:21:43.210 30/01/1995]',0.039,-0.030,0.033,76.056,0.000,-0.350
'[13:21:43.212 30/01/1995]',0.020,-0.030,0.033,76.056,0.000,-0.350
'[13:21:43.214 30/01/1995]',0.020,-0.030,0.033,76.056,0.000,-0.350
'[13:21:43.216 30/01/1995]',0.002,-0.030,0.033,75.365,0.000,-0.368
'[13:21:43.218 30/01/1995]',0.002,0.003,0.033,75.365,0.000,-0.368
'[13:21:43.220 30/01/1995]',0.002,0.003,0.033,75.365,0.000,-0.368
'[13:21:43.222 30/01/1995]',0.002,0.003,0.033,75.365,0.000,-0.368
'[13:21:43.224 30/01/1995]',0.002,0.003,0.033,74.731,0.000,-0.387
'[13:21:43.226 30/01/1995]',0.002,0.003,0.003,74.731,0.000,-0.387
'[13:21:43.228 30/01/1995]',-0.017,0.003,0.003,74.731,0.000,-0.387
'[13:21:43.230 30/01/1995]',-0.036,0.003,0.003,74.731,0.000,-0.387
'[13:21:43.232 30/01/1995]',-0.036,0.003,0.003,74.155,0.000,-0.406
'[13:21:43.234 30/01/1995]',-0.055,0.003,0.003,74.155,0.000,-0.406
'[13:21:43.236 30/01/1995]',-0.055,0.003,0.003,74.155,0.000,-0.406
'[13:21:43.238 30/01/1995]',-0.055,-0.030,0.003,74.155,0.000,-0.406
'[13:21:43.240 30/01/1995]',-0.055,-0.030,0.003,73.579,0.000,-0.426
'[13:21:43.242 30/01/1995]',-0.074,-0.062,0.003,73.579,0.000,-0.426
'[13:21:43.244 30/01/1995]',-0.093,-0.062,0.003,73.579,0.000,-0.426
'[13:21:43.246 30/01/1995]',-0.093,-0.062,0.003,73.579,0.000,-0.426
'[13:21:43.248 30/01/1995]',-0.093,-0.062,0.003,73.060,0.000,-0.446
'[13:21:43.250 30/01/1995]',-0.093,-0.062,0.003,73.060,0.000,-0.446
'[13:21:43.252 30/01/1995]',-0.093,-0.062,0.003,73.060,0.000,-0.446
'[13:21:43.254 30/01/1995]',-0.093,-0.062,0.003,73.060,0.000,-0.446
'[13:21:43.256 30/01/1995]',-0.093,-0.062,0.003,72.541,0.000,-0.464
'[13:21:43.258 30/01/1995]',-0.093,-0.062,0.003,72.541,0.000,-0.464
'[13:21:43.260 30/01/1995]',-0.112,-0.062,0.003,72.541,0.000,-0.464
'[13:21:43.262 30/01/1995]',-0.112,-0.062,0.003,72.541,0.000,-0.464
'[13:21:43.264 30/01/1995]',-0.131,-0.062,0.003,72.138,0.000,-0.480
'[13:21:43.266 30/01/1995]',-0.112,-0.062,0.003,72.138,0.000,-0.480
'[13:21:43.268 30/01/1995]',-0.112,-0.062,0.003,72.138,0.000,-0.480
'[13:21:43.270 30/01/1995]',-0.112,-0.062,0.003,72.138,0.000,-0.480
'[13:21:43.272 30/01/1995]',-0.112,-0.062,0.003,71.735,0.000,-0.495
'[13:21:43.274 30/01/1995]',-0.093,-0.062,0.003,71.735,0.000,-0.495
'[13:21:43.276 30/01/1995]',-0.093,-0.062,0.003,71.735,0.000,-0.495
'[13:21:43.278 30/01/1995]',-0.112,-0.062,0.003,71.735,0.000,-0.495
