'Time and date','aVL','II','ABP','PAP','PLETH','RESP'
'[08:33:11.640 11/03/1996]',0.359,0.043,33.155,39.130,-0.460,0.910
'[08:33:11.642 11/03/1996]',0.364,0.043,33.155,39.130,-0.460,0.910
'[08:33:11.644 11/03/1996]',0.368,0.043,33.155,39.130,-0.460,0.910
'[08:33:11.646 11/03/1996]',0.372,0.043,33.155,39.130,-0.460,0.910
'[08:33:11.648 11/03/1996]',0.375,0.043,34.107,41.538,-0.461,0.916
'[08:33:11.650 11/03/1996]',0.379,0.043,34.107,41.538,-0.461,0.916
'[08:33:11.652 11/03/1996]',0.382,0.043,34.107,41.538,-0.461,0.916
'[08:33:11.654 11/03/1996]',0.385,0.043,34.107,41.538,-0.461,0.916
'[08:33:11.656 11/03/1996]',0.386,0.043,35.910,43.896,-0.460,0.923
'[08:33:11.658 11/03/1996]',0.387,0.043,35.910,43.896,-0.460,0.923
'[08:33:11.660 11/03/1996]',0.388,0.043,35.910,43.896,-0.460,0.923
'[08:33:11.662 11/03/1996]',0.389,0.043,35.910,43.896,-0.460,0.923
'[08:33:11.664 11/03/1996]',0.387,0.043,38.664,46.053,-0.455,0.929
'[08:33:11.666 11/03/1996]',0.386,0.043,38.664,46.053,-0.455,0.929
'[08:33:11.668 11/03/1996]',0.383,0.043,38.664,46.053,-0.455,0.929
'[08:33:11.670 11/03/1996]',0.380,0.043,38.664,46.053,-0.455,0.929
'[08:33:11.672 11/03/1996]',0.374,0.043,42.120,47.885,-0.449,0.936
'[08:33:11.674 11/03/1996]',0.368,0.043,42.120,47.885,-0.449,0.936
'[08:33:11.676 11/03/1996]',0.361,0.043,42.120,47.885,-0.449,0.936
'[08:33:11.678 11/03/1996]',0.354,0.043,42.120,47.885,-0.449,0.936
'[08:33:11.680 11/03/1996]',0.346,0.043,45.676,49.415,-0.438,0.945
'[08:33:11.682 11/03/1996]',0.338,0.043,45.676,49.415,-0.438,0.945
'[08:33:11.684 11/03/1996]',0.329,0.043,45.676,49.415,-0.438,0.945
'[08:33:11.686 11/03/1996]',0.319,0.043,45.676,49.415,-0.438,0.945
'[08:33:11.688 11/03/1996]',0.309,0.043,48.631,50.594,-0.417,0.954
'[08:33:11.690 11/03/1996]',0.299,0.043,48.631,50.594,-0.417,0.954
'[08:33:11.692 11/03/1996]',0.288,0.043,48.631,50.594,-0.417,0.954
'[08:33:11.694 11/03/1996]',0.278,0.043,48.631,50.594,-0.417,0.954
'[08:33:11.696 11/03/1996]',0.265,0.043,51.085,51.296,-0.388,0.964
'[08:33:11.698 11/03/1996]',0.253,0.043,51.085,51.296,-0.388,0.964
'[08:33:11.700 11/03/1996]',0.240,0.043,51.085,51.296,-0.388,0.964
'[08:33:11.702 11/03/1996]',0.228,0.043,51.085,51.296,-0.388,0.964
'[08:33:11.704 11/03/1996]',0.216,0.043,52.888,51.647,-0.346,0.975
'[08:33:11.706 11/03/1996]',0.204,0.043,52.888,51.647,-0.346,0.975
'[08:33:11.708 11/03/1996]',0.191,0.043,52.888,51.647,-0.346,0.975
'[08:33:11.710 11/03/1996]',0.178,0.043,52.888,51.647,-0.346,0.975
'[08:33:11.712 11/03/1996]',0.164,0.043,54.190,51.647,-0.294,0.985
'[08:33:11.714 11/03/1996]',0.151,0.043,54.190,51.647,-0.294,0.985
'[08:33:11.716 11/03/1996]',0.141,0.043,54.190,51.647,-0.294,0.985
'[08:33:11.718 11/03/1996]',0.130,0.043,54.190,51.647,-0.294,0.985
'[08:33:11.720 11/03/1996]',0.122,0.043,55.042,51.296,-0.231,0.995
'[08:33:11.722 11/03/1996]',0.113,0.043,55.042,51.296,-0.231,0.995
'[08:33:11.724 11/03/1996]',0.104,0.043,55.042,51.296,-0.231,0.995
'[08:33:11.726 11/03/1996]',0.095,0.043,55.042,51.296,-0.231,0.995
'[08:33:11.728 11/03/1996]',0.088,0.043,55.442,50.769,-0.158,1.003
'[08:33:11.730 11/03/1996]',0.081,0.043,55.442,50.769,-0.158,1.003
'[08:33:11.732 11/03/1996]',0.075,0.043,55.442,50.769,-0.158,1.003
'[08:33:11.734 11/03/1996]',0.069,0.043,55.442,50.769,-0.158,1.003
'[08:33:11.736 11/03/1996]',0.063,0.043,55.442,49.941,-0.072,1.010
'[08:33:11.738 11/03/1996]',0.056,0.043,55.442,49.941,-0.072,1.010
'[08:33:11.740 11/03/1996]',0.050,0.043,55.442,49.941,-0.072,1.010
'[08:33:11.742 11/03/1996]',0.044,0.043,55.442,49.941,-0.072,1.010
'[08:33:11.744 11/03/1996]',0.041,0.043,55.042,48.888,0.017,1.016
'[08:33:11.746 11/03/1996]',0.037,0.043,55.042,48.888,0.017,1.016
'[08:33:11.748 11/03/1996]',0.033,0.043,55.042,48.888,0.017,1.016
'[08:33:11.750 11/03/1996]',0.030,0.043,55.042,48.888,0.017,1.016
'[08:33:11.752 11/03/1996]',0.027,0.043,54.290,47.709,0.110,1.021
'[08:33:11.754 11/03/1996]',0.025,0.043,54.290,47.709,0.110,1.021
'[08:33:11.756 11/03/1996]',0.023,0.043,54.290,47.709,0.110,1.021
'[08:33:11.758 11/03/1996]',0.021,0.043,54.290,47.709,0.110,1.021
'[08:33:11.760 11/03/1996]',0.020,0.043,53.289,46.405,0.198,1.024
'[08:33:11.762 11/03/1996]',0.019,0.043,53.289,46.405,0.198,1.024
'[08:33:11.764 11/03/1996]',0.018,0.043,53.289,46.405,0.198,1.024
'[08:33:11.766 11/03/1996]',0.018,0.043,53.289,46.405,0.198,1.024
'[08:33:11.768 11/03/1996]',0.017,0.043,52.037,45.125,0.283,1.024
'[08:33:11.770 11/03/1996]',0.015,0.043,52.037,45.125,0.283,1.024
'[08:33:11.772 11/03/1996]',0.014,0.043,52.037,45.125,0.283,1.024
'[08:33:11.774 11/03/1996]',0.013,0.043,52.037,45.125,0.283,1.024
'[08:33:11.776 11/03/1996]',0.013,0.043,50.684,43.821,0.360,1.024
'[08:33:11.778 11/03/1996]',0.012,0.043,50.684,43.821,0.360,1.024
'[08:33:11.780 11/03/1996]',0.013,0.043,50.684,43.821,0.360,1.024
'[08:33:11.782 11/03/1996]',0.013,0.043,50.684,43.821,0.360,1.024
'[08:33:11.784 11/03/1996]',0.013,0.043,49.282,42.943,0.427,1.020
'[08:33:11.786 11/03/1996]',0.013,0.043,49.282,42.943,0.427,1.020
'[08:33:11.788 11/03/1996]',0.013,0.043,49.282,42.943,0.427,1.020
'[08:33:11.790 11/03/1996]',0.013,0.043,49.282,42.943,0.427,1.020
'[08:33:11.792 11/03/1996]',0.013,0.043,47.930,42.467,0.482,1.012
'[08:33:11.794 11/03/1996]',0.013,0.043,47.930,42.467,0.482,1.012
'[08:33:11.796 11/03/1996]',0.013,0.043,47.930,42.467,0.482,1.012
'[08:33:11.798 11/03/1996]',0.013,0.043,47.930,42.467,0.482,1.012
'[08:33:11.800 11/03/1996]',0.013,0.043,46.678,42.416,0.524,1.001
'[08:33:11.802 11/03/1996]',0.013,0.043,46.678,42.416,0.524,1.001
'[08:33:11.804 11/03/1996]',0.013,0.043,46.678,42.416,0.524,1.001
'[08:33:11.806 11/03/1996]',0.012,0.043,46.678,42.416,0.524,1.001
'[08:33:11.808 11/03/1996]',0.010,0.045,45.526,42.592,0.554,0.989
'[08:33:11.810 11/03/1996]',0.007,0.046,45.526,42.592,0.554,0.989
'[08:33:11.812 11/03/1996]',0.002,0.049,45.526,42.592,0.554,0.989
'[08:33:11.814 11/03/1996]',-0.002,0.052,45.526,42.592,0.554,0.989
'[08:33:11.816 11/03/1996]',-0.006,0.057,44.524,42.717,0.571,0.977
'[08:33:11.818 11/03/1996]',-0.010,0.061,44.524,42.717,0.571,0.977
'[08:33:11.820 11/03/1996]',-0.013,0.065,44.524,42.717,0.571,0.977
'[08:33:11.822 11/03/1996]',-0.017,0.068,44.524,42.717,0.571,0.977
'[08:33:11.824 11/03/1996]',-0.020,0.075,43.723,42.717,0.577,0.965
'[08:33:11.826 11/03/1996]',-0.023,0.083,43.723,42.717,0.577,0.965
'[08:33:11.828 11/03/1996]',-0.024,0.094,43.723,42.717,0.577,0.965
'[08:33:11.830 11/03/1996]',-0.025,0.104,43.723,42.717,0.577,0.965
'[08:33:11.832 11/03/1996]',-0.023,0.117,43.022,42.542,0.573,0.953
'[08:33:11.834 11/03/1996]',-0.020,0.129,43.022,42.542,0.573,0.953
'[08:33:11.836 11/03/1996]',-0.014,0.138,43.022,42.542,0.573,0.953
'[08:33:11.838 11/03/1996]',-0.007,0.147,43.022,42.542,0.573,0.953
'[08:33:11.840 11/03/1996]',-0.002,0.152,42.320,42.241,0.560,0.942
'[08:33:11.842 11/03/1996]',0.004,0.157,42.320,42.241,0.560,0.942
'[08:33:11.844 11/03/1996]',0.001,0.154,42.320,42.241,0.560,0.942
'[08:33:11.846 11/03/1996]',-0.001,0.151,42.320,42.241,0.560,0.942
'[08:33:11.848 11/03/1996]',-0.018,0.134,41.669,41.890,0.538,0.930
'[08:33:11.850 11/03/1996]',-0.035,0.117,41.669,41.890,0.538,0.930
'[08:33:11.852 11/03/1996]',-0.069,0.092,41.669,41.890,0.538,0.930
'[08:33:11.854 11/03/1996]',-0.104,0.068,41.669,41.890,0.538,0.930
'[08:33:11.856 11/03/1996]',-0.157,0.043,40.968,41.488,0.512,0.918
'[08:33:11.858 11/03/1996]',-0.210,0.018,40.968,41.488,0.512,0.918
'[08:33:11.860 11/03/1996]',-0.276,-0.005,40.968,41.488,0.512,0.918
'[08:33:11.862 11/03/1996]',-0.342,-0.028,40.968,41.488,0.512,0.918
'[08:33:11.864 11/03/1996]',-0.408,-0.048,40.317,41.012,0.481,0.907
'[08:33:11.866 11/03/1996]',-0.474,-0.068,40.317,41.012,0.481,0.907
'[08:33:11.868 11/03/1996]',-0.531,-0.081,40.317,41.012,0.481,0.907
'[08:33:11.870 11/03/1996]',-0.588,-0.095,40.317,41.012,0.481,0.907
'[08:33:11.872 11/03/1996]',-0.626,-0.106,39.716,40.485,0.443,0.894
'[08:33:11.874 11/03/1996]',-0.664,-0.117,39.716,40.485,0.443,0.894
'[08:33:11.876 11/03/1996]',-0.684,-0.118,39.716,40.485,0.443,0.894
'[08:33:11.878 11/03/1996]',-0.704,-0.120,39.716,40.485,0.443,0.894
'[08:33:11.880 11/03/1996]',-0.712,-0.109,39.265,39.883,0.402,0.879
'[08:33:11.882 11/03/1996]',-0.719,-0.098,39.265,39.883,0.402,0.879
'[08:33:11.884 11/03/1996]',-0.720,-0.080,39.265,39.883,0.402,0.879
'[08:33:11.886 11/03/1996]',-0.721,-0.061,39.265,39.883,0.402,0.879
'[08:33:11.888 11/03/1996]',-0.719,-0.038,38.865,39.356,0.360,0.863
'[08:33:11.890 11/03/1996]',-0.718,-0.015,38.865,39.356,0.360,0.863
'[08:33:11.892 11/03/1996]',-0.711,0.002,38.865,39.356,0.360,0.863
'[08:33:11.894 11/03/1996]',-0.704,0.018,38.865,39.356,0.360,0.863
'[08:33:11.896 11/03/1996]',-0.688,0.025,38.464,38.829,0.316,0.844
'[08:33:11.898 11/03/1996]',-0.672,0.031,38.464,38.829,0.316,0.844
'[08:33:11.900 11/03/1996]',-0.643,0.022,38.464,38.829,0.316,0.844
'[08:33:11.902 11/03/1996]',-0.614,0.012,38.464,38.829,0.316,0.844
'[08:33:11.904 11/03/1996]',-0.571,-0.006,38.113,38.252,0.269,0.824
'[08:33:11.906 11/03/1996]',-0.528,-0.025,38.113,38.252,0.269,0.824
'[08:33:11.908 11/03/1996]',-0.479,-0.038,38.113,38.252,0.269,0.824
'[08:33:11.910 11/03/1996]',-0.430,-0.052,38.113,38.252,0.269,0.824
'[08:33:11.912 11/03/1996]',-0.383,-0.058,37.813,37.776,0.223,0.801
'[08:33:11.914 11/03/1996]',-0.335,-0.065,37.813,37.776,0.223,0.801
'[08:33:11.916 11/03/1996]',-0.295,-0.060,37.813,37.776,0.223,0.801
'[08:33:11.918 11/03/1996]',-0.255,-0.055,37.813,37.776,0.223,0.801
'[08:33:11.920 11/03/1996]',-0.225,-0.041,37.563,37.475,0.178,0.778
'[08:33:11.922 11/03/1996]',-0.194,-0.028,37.563,37.475,0.178,0.778
'[08:33:11.924 11/03/1996]',-0.168,-0.014,37.563,37.475,0.178,0.778
'[08:33:11.926 11/03/1996]',-0.142,0.000,37.563,37.475,0.178,0.778
'[08:33:11.928 11/03/1996]',-0.117,0.005,37.312,37.475,0.130,0.753
'[08:33:11.930 11/03/1996]',-0.092,0.009,37.312,37.475,0.130,0.753
'[08:33:11.932 11/03/1996]',-0.067,0.006,37.312,37.475,0.130,0.753
'[08:33:11.934 11/03/1996]',-0.042,0.003,37.312,37.475,0.130,0.753
'[08:33:11.936 11/03/1996]',-0.015,-0.002,37.112,37.726,0.086,0.727
'[08:33:11.938 11/03/1996]',0.012,-0.006,37.112,37.726,0.086,0.727
'[08:33:11.940 11/03/1996]',0.038,-0.009,37.112,37.726,0.086,0.727
'[08:33:11.942 11/03/1996]',0.063,-0.012,37.112,37.726,0.086,0.727
'[08:33:11.944 11/03/1996]',0.086,-0.011,36.911,38.177,0.042,0.701
'[08:33:11.946 11/03/1996]',0.110,-0.009,36.911,38.177,0.042,0.701
'[08:33:11.948 11/03/1996]',0.131,-0.005,36.911,38.177,0.042,0.701
'[08:33:11.950 11/03/1996]',0.151,0.000,36.911,38.177,0.042,0.701
'[08:33:11.952 11/03/1996]',0.168,0.006,36.761,38.604,0.000,0.675
'[08:33:11.954 11/03/1996]',0.185,0.012,36.761,38.604,0.000,0.675
'[08:33:11.956 11/03/1996]',0.197,0.018,36.761,38.604,0.000,0.675
'[08:33:11.958 11/03/1996]',0.210,0.025,36.761,38.604,0.000,0.675
'[08:33:11.960 11/03/1996]',0.218,0.031,36.611,38.704,-0.038,0.649
'[08:33:11.962 11/03/1996]',0.225,0.037,36.611,38.704,-0.038,0.649
'[08:33:11.964 11/03/1996]',0.231,0.040,36.611,38.704,-0.038,0.649
'[08:33:11.966 11/03/1996]',0.236,0.043,36.611,38.704,-0.038,0.649
'[08:33:11.968 11/03/1996]',0.238,0.045,36.461,38.604,-0.074,0.624
'[08:33:11.970 11/03/1996]',0.241,0.046,36.461,38.604,-0.074,0.624
'[08:33:11.972 11/03/1996]',0.242,0.045,36.461,38.604,-0.074,0.624
'[08:33:11.974 11/03/1996]',0.243,0.043,36.461,38.604,-0.074,0.624
'[08:33:11.976 11/03/1996]',0.244,0.043,36.310,38.177,-0.110,0.601
'[08:33:11.978 11/03/1996]',0.246,0.043,36.310,38.177,-0.110,0.601
'[08:33:11.980 11/03/1996]',0.247,0.043,36.310,38.177,-0.110,0.601
'[08:33:11.982 11/03/1996]',0.249,0.043,36.310,38.177,-0.110,0.601
'[08:33:11.984 11/03/1996]',0.251,0.043,36.160,37.425,-0.144,0.580
'[08:33:11.986 11/03/1996]',0.254,0.043,36.160,37.425,-0.144,0.580
'[08:33:11.988 11/03/1996]',0.256,0.043,36.160,37.425,-0.144,0.580
'[08:33:11.990 11/03/1996]',0.257,0.043,36.160,37.425,-0.144,0.580
'[08:33:11.992 11/03/1996]',0.260,0.045,35.960,36.246,-0.172,0.559
'[08:33:11.994 11/03/1996]',0.262,0.046,35.960,36.246,-0.172,0.559
'[08:33:11.996 11/03/1996]',0.265,0.049,35.960,36.246,-0.172,0.559
'[08:33:11.998 11/03/1996]',0.267,0.052,35.960,36.246,-0.172,0.559
'[08:33:12.000 11/03/1996]',0.269,0.057,35.810,34.716,-0.201,0.540
'[08:33:12.002 11/03/1996]',0.271,0.061,35.810,34.716,-0.201,0.540
'[08:33:12.004 11/03/1996]',0.274,0.065,35.810,34.716,-0.201,0.540
'[08:33:12.006 11/03/1996]',0.277,0.068,35.810,34.716,-0.201,0.540
'[08:33:12.008 11/03/1996]',0.281,0.072,35.609,33.135,-0.225,0.521
'[08:33:12.010 11/03/1996]',0.285,0.077,35.609,33.135,-0.225,0.521
'[08:33:12.012 11/03/1996]',0.290,0.078,35.609,33.135,-0.225,0.521
'[08:33:12.014 11/03/1996]',0.294,0.080,35.609,33.135,-0.225,0.521
'[08:33:12.016 11/03/1996]',0.298,0.078,35.509,31.655,-0.247,0.502
'[08:33:12.018 11/03/1996]',0.302,0.077,35.509,31.655,-0.247,0.502
'[08:33:12.020 11/03/1996]',0.305,0.077,35.509,31.655,-0.247,0.502
'[08:33:12.022 11/03/1996]',0.308,0.077,35.509,31.655,-0.247,0.502
'[08:33:12.024 11/03/1996]',0.311,0.077,35.409,30.602,-0.272,0.483
'[08:33:12.026 11/03/1996]',0.315,0.077,35.409,30.602,-0.272,0.483
'[08:33:12.028 11/03/1996]',0.319,0.077,35.409,30.602,-0.272,0.483
'[08:33:12.030 11/03/1996]',0.323,0.077,35.409,30.602,-0.272,0.483
'[08:33:12.032 11/03/1996]',0.326,0.077,35.309,29.849,-0.291,0.465
'[08:33:12.034 11/03/1996]',0.329,0.077,35.309,29.849,-0.291,0.465
'[08:33:12.036 11/03/1996]',0.331,0.077,35.309,29.849,-0.291,0.465
'[08:33:12.038 11/03/1996]',0.333,0.077,35.309,29.849,-0.291,0.465
'[08:33:12.040 11/03/1996]',0.334,0.077,35.259,29.373,-0.311,0.448
'[08:33:12.042 11/03/1996]',0.336,0.077,35.259,29.373,-0.311,0.448
'[08:33:12.044 11/03/1996]',0.338,0.077,35.259,29.373,-0.311,0.448
'[08:33:12.046 11/03/1996]',0.340,0.077,35.259,29.373,-0.311,0.448
'[08:33:12.048 11/03/1996]',0.339,0.077,35.409,29.072,-0.327,0.431
'[08:33:12.050 11/03/1996]',0.338,0.077,35.409,29.072,-0.327,0.431
'[08:33:12.052 11/03/1996]',0.337,0.075,35.409,29.072,-0.327,0.431
'[08:33:12.054 11/03/1996]',0.335,0.074,35.409,29.072,-0.327,0.431
'[08:33:12.056 11/03/1996]',0.331,0.071,35.659,28.846,-0.342,0.416
'[08:33:12.058 11/03/1996]',0.328,0.068,35.659,28.846,-0.342,0.416
'[08:33:12.060 11/03/1996]',0.322,0.068,35.659,28.846,-0.342,0.416
'[08:33:12.062 11/03/1996]',0.317,0.068,35.659,28.846,-0.342,0.416
'[08:33:12.064 11/03/1996]',0.311,0.066,36.210,28.721,-0.357,0.401
'[08:33:12.066 11/03/1996]',0.305,0.065,36.210,28.721,-0.357,0.401
'[08:33:12.068 11/03/1996]',0.299,0.061,36.210,28.721,-0.357,0.401
'[08:33:12.070 11/03/1996]',0.293,0.058,36.210,28.721,-0.357,0.401
'[08:33:12.072 11/03/1996]',0.287,0.055,36.911,28.595,-0.366,0.386
'[08:33:12.074 11/03/1996]',0.280,0.052,36.911,28.595,-0.366,0.386
'[08:33:12.076 11/03/1996]',0.273,0.052,36.911,28.595,-0.366,0.386
'[08:33:12.078 11/03/1996]',0.266,0.052,36.911,28.595,-0.366,0.386
'[08:33:12.080 11/03/1996]',0.257,0.049,37.763,28.545,-0.374,0.371
'[08:33:12.082 11/03/1996]',0.249,0.046,37.763,28.545,-0.374,0.371
'[08:33:12.084 11/03/1996]',0.240,0.045,37.763,28.545,-0.374,0.371
'[08:33:12.086 11/03/1996]',0.230,0.043,37.763,28.545,-0.374,0.371
'[08:33:12.088 11/03/1996]',0.219,0.043,38.714,28.495,-0.381,0.357
'[08:33:12.090 11/03/1996]',0.209,0.043,38.714,28.495,-0.381,0.357
'[08:33:12.092 11/03/1996]',0.197,0.043,38.714,28.495,-0.381,0.357
'[08:33:12.094 11/03/1996]',0.186,0.043,38.714,28.495,-0.381,0.357
'[08:33:12.096 11/03/1996]',0.175,0.043,39.816,28.420,-0.384,0.343
'[08:33:12.098 11/03/1996]',0.164,0.043,39.816,28.420,-0.384,0.343
'[08:33:12.100 11/03/1996]',0.154,0.043,39.816,28.420,-0.384,0.343
'[08:33:12.102 11/03/1996]',0.143,0.043,39.816,28.420,-0.384,0.343
'[08:33:12.104 11/03/1996]',0.132,0.043,40.868,28.370,-0.382,0.330
'[08:33:12.106 11/03/1996]',0.120,0.043,40.868,28.370,-0.382,0.330
'[08:33:12.108 11/03/1996]',0.111,0.043,40.868,28.370,-0.382,0.330
'[08:33:12.110 11/03/1996]',0.101,0.043,40.868,28.370,-0.382,0.330
'[08:33:12.112 11/03/1996]',0.092,0.043,41.669,28.244,-0.378,0.317
'[08:33:12.114 11/03/1996]',0.082,0.043,41.669,28.244,-0.378,0.317
'[08:33:12.116 11/03/1996]',0.074,0.043,41.669,28.244,-0.378,0.317
'[08:33:12.118 11/03/1996]',0.067,0.043,41.669,28.244,-0.378,0.317
'[08:33:12.120 11/03/1996]',0.060,0.043,42.320,28.194,-0.368,0.303
'[08:33:12.122 11/03/1996]',0.052,0.043,42.320,28.194,-0.368,0.303
'[08:33:12.124 11/03/1996]',0.047,0.043,42.320,28.194,-0.368,0.303
'[08:33:12.126 11/03/1996]',0.042,0.043,42.320,28.194,-0.368,0.303
'[08:33:12.128 11/03/1996]',0.037,0.043,42.721,28.144,-0.354,0.291
'[08:33:12.130 11/03/1996]',0.032,0.043,42.721,28.144,-0.354,0.291
'[08:33:12.132 11/03/1996]',0.029,0.043,42.721,28.144,-0.354,0.291
'[08:33:12.134 11/03/1996]',0.025,0.043,42.721,28.144,-0.354,0.291
'[08:33:12.136 11/03/1996]',0.023,0.043,42.821,28.069,-0.336,0.279
'[08:33:12.138 11/03/1996]',0.020,0.043,42.821,28.069,-0.336,0.279
'[08:33:12.140 11/03/1996]',0.018,0.043,42.821,28.069,-0.336,0.279
'[08:33:12.142 11/03/1996]',0.015,0.043,42.821,28.069,-0.336,0.279
'[08:33:12.144 11/03/1996]',0.014,0.043,42.721,27.968,-0.314,0.268
'[08:33:12.146 11/03/1996]',0.013,0.043,42.721,27.968,-0.314,0.268
'[08:33:12.148 11/03/1996]',0.013,0.043,42.721,27.968,-0.314,0.268
'[08:33:12.150 11/03/1996]',0.012,0.043,42.721,27.968,-0.314,0.268
'[08:33:12.152 11/03/1996]',0.013,0.043,42.421,27.843,-0.287,0.256
'[08:33:12.154 11/03/1996]',0.013,0.043,42.421,27.843,-0.287,0.256
'[08:33:12.156 11/03/1996]',0.013,0.043,42.421,27.843,-0.287,0.256
'[08:33:12.158 11/03/1996]',0.012,0.043,42.421,27.843,-0.287,0.256
'[08:33:12.160 11/03/1996]',0.011,0.043,41.970,27.667,-0.262,0.243
'[08:33:12.162 11/03/1996]',0.010,0.043,41.970,27.667,-0.262,0.243
'[08:33:12.164 11/03/1996]',0.008,0.043,41.970,27.667,-0.262,0.243
'[08:33:12.166 11/03/1996]',0.006,0.043,41.970,27.667,-0.262,0.243
'[08:33:12.168 11/03/1996]',0.005,0.043,41.369,27.667,-0.234,0.228
'[08:33:12.170 11/03/1996]',0.005,0.043,41.369,27.667,-0.234,0.228
'[08:33:12.172 11/03/1996]',0.004,0.043,41.369,27.667,-0.234,0.228
'[08:33:12.174 11/03/1996]',0.004,0.043,41.369,27.667,-0.234,0.228
'[08:33:12.176 11/03/1996]',0.004,0.043,40.718,27.893,-0.205,0.210
'[08:33:12.178 11/03/1996]',0.004,0.043,40.718,27.893,-0.205,0.210
'[08:33:12.180 11/03/1996]',0.004,0.043,40.718,27.893,-0.205,0.210
'[08:33:12.182 11/03/1996]',0.004,0.043,40.718,27.893,-0.205,0.210
'[08:33:12.184 11/03/1996]',0.004,0.043,40.167,28.495,-0.176,0.191
'[08:33:12.186 11/03/1996]',0.004,0.043,40.167,28.495,-0.176,0.191
'[08:33:12.188 11/03/1996]',0.004,0.043,40.167,28.495,-0.176,0.191
'[08:33:12.190 11/03/1996]',0.004,0.043,40.167,28.495,-0.176,0.191
'[08:33:12.192 11/03/1996]',0.004,0.043,39.566,29.197,-0.153,0.171
'[08:33:12.194 11/03/1996]',0.004,0.043,39.566,29.197,-0.153,0.171
'[08:33:12.196 11/03/1996]',0.003,0.043,39.566,29.197,-0.153,0.171
'[08:33:12.198 11/03/1996]',0.002,0.043,39.566,29.197,-0.153,0.171
'[08:33:12.200 11/03/1996]',0.001,0.043,39.165,29.724,-0.130,0.150
'[08:33:12.202 11/03/1996]',0.000,0.043,39.165,29.724,-0.130,0.150
'[08:33:12.204 11/03/1996]',-0.001,0.043,39.165,29.724,-0.130,0.150
'[08:33:12.206 11/03/1996]',-0.001,0.043,39.165,29.724,-0.130,0.150
'[08:33:12.208 11/03/1996]',-0.001,0.043,38.915,30.125,-0.113,0.131
'[08:33:12.210 11/03/1996]',0.000,0.043,38.915,30.125,-0.113,0.131
'[08:33:12.212 11/03/1996]',-0.001,0.043,38.915,30.125,-0.113,0.131
'[08:33:12.214 11/03/1996]',-0.001,0.043,38.915,30.125,-0.113,0.131
'[08:33:12.216 11/03/1996]',-0.002,0.043,38.614,30.301,-0.099,0.112
'[08:33:12.218 11/03/1996]',-0.004,0.043,38.614,30.301,-0.099,0.112
'[08:33:12.220 11/03/1996]',-0.004,0.043,38.614,30.301,-0.099,0.112
'[08:33:12.222 11/03/1996]',-0.005,0.043,38.614,30.301,-0.099,0.112
'[08:33:12.224 11/03/1996]',-0.005,0.043,38.314,30.301,-0.091,0.093
'[08:33:12.226 11/03/1996]',-0.005,0.043,38.314,30.301,-0.091,0.093
'[08:33:12.228 11/03/1996]',-0.005,0.043,38.314,30.301,-0.091,0.093
'[08:33:12.230 11/03/1996]',-0.005,0.043,38.314,30.301,-0.091,0.093
'[08:33:12.232 11/03/1996]',-0.005,0.043,37.963,30.201,-0.088,0.075
'[08:33:12.234 11/03/1996]',-0.005,0.043,37.963,30.201,-0.088,0.075
'[08:33:12.236 11/03/1996]',-0.005,0.043,37.963,30.201,-0.088,0.075
'[08:33:12.238 11/03/1996]',-0.005,0.043,37.963,30.201,-0.088,0.075
'[08:33:12.240 11/03/1996]',-0.005,0.043,37.613,30.025,-0.086,0.059
'[08:33:12.242 11/03/1996]',-0.005,0.043,37.613,30.025,-0.086,0.059
'[08:33:12.244 11/03/1996]',-0.004,0.043,37.613,30.025,-0.086,0.059
'[08:33:12.246 11/03/1996]',-0.004,0.043,37.613,30.025,-0.086,0.059
'[08:33:12.248 11/03/1996]',-0.002,0.043,37.262,29.774,-0.093,0.043
'[08:33:12.250 11/03/1996]',-0.001,0.043,37.262,29.774,-0.093,0.043
'[08:33:12.252 11/03/1996]',-0.001,0.043,37.262,29.774,-0.093,0.043
'[08:33:12.254 11/03/1996]',0.000,0.043,37.262,29.774,-0.093,0.043
'[08:33:12.256 11/03/1996]',0.000,0.043,36.861,29.473,-0.098,0.029
'[08:33:12.258 11/03/1996]',0.000,0.043,36.861,29.473,-0.098,0.029
'[08:33:12.260 11/03/1996]',0.000,0.043,36.861,29.473,-0.098,0.029
'[08:33:12.262 11/03/1996]',0.000,0.043,36.861,29.473,-0.098,0.029
'[08:33:12.264 11/03/1996]',0.000,0.043,36.511,29.122,-0.110,0.015
'[08:33:12.266 11/03/1996]',0.000,0.043,36.511,29.122,-0.110,0.015
'[08:33:12.268 11/03/1996]',-0.001,0.043,36.511,29.122,-0.110,0.015
'[08:33:12.270 11/03/1996]',-0.001,0.043,36.511,29.122,-0.110,0.015
'[08:33:12.272 11/03/1996]',-0.003,0.043,36.210,28.846,-0.122,0.002
'[08:33:12.274 11/03/1996]',-0.005,0.043,36.210,28.846,-0.122,0.002
'[08:33:12.276 11/03/1996]',-0.007,0.043,36.210,28.846,-0.122,0.002
'[08:33:12.278 11/03/1996]',-0.010,0.043,36.210,28.846,-0.122,0.002
'[08:33:12.280 11/03/1996]',-0.012,0.043,35.860,28.495,-0.139,-0.011
'[08:33:12.282 11/03/1996]',-0.014,0.043,35.860,28.495,-0.139,-0.011
'[08:33:12.284 11/03/1996]',-0.017,0.043,35.860,28.495,-0.139,-0.011
'[08:33:12.286 11/03/1996]',-0.019,0.043,35.860,28.495,-0.139,-0.011
