'Time and date','II','aVR','V','ABP','PAP','PLETH','RESP'
'[14:07:05.574 26/10/1995]',0.113,-0.041,-0.036,63.985,51.075,-0.369,0.084
'[14:07:05.576 26/10/1995]',0.116,-0.069,-0.036,68.647,53.125,-0.365,0.088
'[14:07:05.578 26/10/1995]',0.119,-0.083,-0.036,68.647,53.125,-0.365,0.088
'[14:07:05.580 26/10/1995]',0.120,-0.076,-0.045,68.647,53.125,-0.365,0.088
'[14:07:05.582 26/10/1995]',0.122,-0.069,-0.054,68.647,53.125,-0.365,0.088
'[14:07:05.584 26/10/1995]',0.122,-0.062,-0.064,73.308,54.875,-0.356,0.091
'[14:07:05.586 26/10/1995]',0.123,-0.048,-0.064,73.308,54.875,-0.356,0.091
'[14:07:05.588 26/10/1995]',0.123,-0.048,-0.064,73.308,54.875,-0.356,0.091
'[14:07:05.590 26/10/1995]',0.123,-0.048,-0.064,73.308,54.875,-0.356,0.091
'[14:07:05.592 26/10/1995]',0.123,-0.069,-0.054,77.368,56.450,-0.344,0.093
'[14:07:05.594 26/10/1995]',0.122,-0.083,-0.045,77.368,56.450,-0.344,0.093
'[14:07:05.596 26/10/1995]',0.121,-0.089,-0.054,77.368,56.450,-0.344,0.093
'[14:07:05.598 26/10/1995]',0.121,-0.083,-0.064,77.368,56.450,-0.344,0.093
'[14:07:05.600 26/10/1995]',0.118,-0.069,-0.064,80.977,57.875,-0.324,0.095
'[14:07:05.602 26/10/1995]',0.116,-0.062,-0.064,80.977,57.875,-0.324,0.095
'[14:07:05.604 26/10/1995]',0.113,-0.041,-0.064,80.977,57.875,-0.324,0.095
'[14:07:05.606 26/10/1995]',0.110,-0.048,-0.064,80.977,57.875,-0.324,0.095
'[14:07:05.608 26/10/1995]',0.106,-0.048,-0.045,84.436,58.975,-0.301,0.095
'[14:07:05.610 26/10/1995]',0.102,-0.076,-0.045,84.436,58.975,-0.301,0.095
'[14:07:05.612 26/10/1995]',0.098,-0.076,-0.054,84.436,58.975,-0.301,0.095
'[14:07:05.614 26/10/1995]',0.094,-0.076,-0.054,84.436,58.975,-0.301,0.095
'[14:07:05.616 26/10/1995]',0.089,-0.062,-0.054,87.669,59.750,-0.267,0.096
'[14:07:05.618 26/10/1995]',0.084,-0.041,-0.054,87.669,59.750,-0.267,0.096
'[14:07:05.620 26/10/1995]',0.079,-0.027,-0.054,87.669,59.750,-0.267,0.096
'[14:07:05.622 26/10/1995]',0.074,-0.020,-0.045,87.669,59.750,-0.267,0.096
'[14:07:05.624 26/10/1995]',0.069,-0.034,-0.036,90.451,60.150,-0.223,0.096
'[14:07:05.626 26/10/1995]',0.064,-0.041,-0.027,90.451,60.150,-0.223,0.096
'[14:07:05.628 26/10/1995]',0.060,-0.048,-0.027,90.451,60.150,-0.223,0.096
'[14:07:05.630 26/10/1995]',0.056,-0.048,-0.027,90.451,60.150,-0.223,0.096
'[14:07:05.632 26/10/1995]',0.051,-0.041,-0.036,92.707,60.400,-0.172,0.096
'[14:07:05.634 26/10/1995]',0.047,-0.027,-0.036,92.707,60.400,-0.172,0.096
'[14:07:05.636 26/10/1995]',0.043,-0.006,-0.036,92.707,60.400,-0.172,0.096
'[14:07:05.638 26/10/1995]',0.039,-0.006,-0.027,92.707,60.400,-0.172,0.096
'[14:07:05.640 26/10/1995]',0.035,-0.006,-0.008,94.436,60.450,-0.115,0.095
'[14:07:05.642 26/10/1995]',0.032,-0.020,-0.008,94.436,60.450,-0.115,0.095
'[14:07:05.644 26/10/1995]',0.027,-0.027,0.001,94.436,60.450,-0.115,0.095
'[14:07:05.646 26/10/1995]',0.022,-0.027,0.001,94.436,60.450,-0.115,0.095
'[14:07:05.648 26/10/1995]',0.018,-0.020,0.001,95.714,60.200,-0.051,0.095
'[14:07:05.650 26/10/1995]',0.013,-0.006,0.001,95.714,60.200,-0.051,0.095
'[14:07:05.652 26/10/1995]',0.008,0.007,0.001,95.714,60.200,-0.051,0.095
'[14:07:05.654 26/10/1995]',0.004,0.028,0.001,95.714,60.200,-0.051,0.095
'[14:07:05.656 26/10/1995]',0.000,0.021,0.001,96.767,59.850,0.018,0.093
'[14:07:05.658 26/10/1995]',-0.004,0.014,0.010,96.767,59.850,0.018,0.093
'[14:07:05.660 26/10/1995]',-0.007,0.001,0.010,96.767,59.850,0.018,0.093
'[14:07:05.662 26/10/1995]',-0.010,-0.006,0.010,96.767,59.850,0.018,0.093
'[14:07:05.664 26/10/1995]',-0.012,0.001,0.010,97.368,59.450,0.087,0.092
'[14:07:05.666 26/10/1995]',-0.015,0.014,0.010,97.368,59.450,0.087,0.092
'[14:07:05.668 26/10/1995]',-0.017,0.021,0.010,97.368,59.450,0.087,0.092
'[14:07:05.670 26/10/1995]',-0.019,0.035,0.010,97.368,59.450,0.087,0.092
'[14:07:05.672 26/10/1995]',-0.022,0.035,0.019,97.820,58.925,0.161,0.090
'[14:07:05.674 26/10/1995]',-0.025,0.028,0.028,97.820,58.925,0.161,0.090
'[14:07:05.676 26/10/1995]',-0.027,0.014,0.037,97.820,58.925,0.161,0.090
'[14:07:05.678 26/10/1995]',-0.030,0.007,0.028,97.820,58.925,0.161,0.090
'[14:07:05.680 26/10/1995]',-0.032,0.014,0.028,97.895,58.275,0.228,0.089
'[14:07:05.682 26/10/1995]',-0.033,0.021,0.028,97.895,58.275,0.228,0.089
'[14:07:05.684 26/10/1995]',-0.034,0.035,0.028,97.895,58.275,0.228,0.089
'[14:07:05.686 26/10/1995]',-0.035,0.049,0.028,97.895,58.275,0.228,0.089
'[14:07:05.688 26/10/1995]',-0.035,0.049,0.037,97.744,57.350,0.296,0.088
'[14:07:05.690 26/10/1995]',-0.035,0.042,0.037,97.744,57.350,0.296,0.088
'[14:07:05.692 26/10/1995]',-0.035,0.028,0.046,97.744,57.350,0.296,0.088
'[14:07:05.694 26/10/1995]',-0.035,0.021,0.046,97.744,57.350,0.296,0.088
'[14:07:05.696 26/10/1995]',-0.035,0.014,0.046,97.368,56.225,0.358,0.088
'[14:07:05.698 26/10/1995]',-0.035,0.014,0.037,97.368,56.225,0.358,0.088
'[14:07:05.700 26/10/1995]',-0.034,0.035,0.037,97.368,56.225,0.358,0.088
'[14:07:05.702 26/10/1995]',-0.034,0.042,0.037,97.368,56.225,0.358,0.088
'[14:07:05.704 26/10/1995]',-0.033,0.063,0.037,96.842,54.875,0.416,0.087
'[14:07:05.706 26/10/1995]',-0.033,0.049,0.046,96.842,54.875,0.416,0.087
'[14:07:05.708 26/10/1995]',-0.032,0.035,0.046,96.842,54.875,0.416,0.087
'[14:07:05.710 26/10/1995]',-0.032,0.021,0.056,96.842,54.875,0.416,0.087
'[14:07:05.712 26/10/1995]',-0.032,0.014,0.046,96.241,53.300,0.467,0.086
'[14:07:05.714 26/10/1995]',-0.033,0.014,0.046,96.241,53.300,0.467,0.086
'[14:07:05.716 26/10/1995]',-0.033,0.021,0.037,96.241,53.300,0.467,0.086
'[14:07:05.718 26/10/1995]',-0.034,0.035,0.037,96.241,53.300,0.467,0.086
'[14:07:05.720 26/10/1995]',-0.033,0.049,0.037,95.338,51.425,0.512,0.086
'[14:07:05.722 26/10/1995]',-0.033,0.049,0.046,95.338,51.425,0.512,0.086
'[14:07:05.724 26/10/1995]',-0.032,0.035,0.046,95.338,51.425,0.512,0.086
'[14:07:05.726 26/10/1995]',-0.032,0.021,0.046,95.338,51.425,0.512,0.086
'[14:07:05.728 26/10/1995]',-0.031,0.014,0.046,94.286,49.425,0.547,0.084
'[14:07:05.730 26/10/1995]',-0.030,0.014,0.037,94.286,49.425,0.547,0.084
'[14:07:05.732 26/10/1995]',-0.029,0.021,0.037,94.286,49.425,0.547,0.084
'[14:07:05.734 26/10/1995]',-0.028,0.028,0.037,94.286,49.425,0.547,0.084
'[14:07:05.736 26/10/1995]',-0.028,0.049,0.028,92.857,47.450,0.575,0.083
'[14:07:05.738 26/10/1995]',-0.027,0.049,0.028,92.857,47.450,0.575,0.083
'[14:07:05.740 26/10/1995]',-0.026,0.049,0.037,92.857,47.450,0.575,0.083
'[14:07:05.742 26/10/1995]',-0.025,0.028,0.037,92.857,47.450,0.575,0.083
'[14:07:05.744 26/10/1995]',-0.024,0.014,0.037,91.128,45.325,0.593,0.081
'[14:07:05.746 26/10/1995]',-0.023,0.014,0.037,91.128,45.325,0.593,0.081
'[14:07:05.748 26/10/1995]',-0.022,0.014,0.037,91.128,45.325,0.593,0.081
'[14:07:05.750 26/10/1995]',-0.021,0.028,0.028,91.128,45.325,0.593,0.081
'[14:07:05.752 26/10/1995]',-0.020,0.035,0.028,89.023,43.100,0.604,0.079
'[14:07:05.754 26/10/1995]',-0.019,0.042,0.028,89.023,43.100,0.604,0.079
'[14:07:05.756 26/10/1995]',-0.018,0.042,0.028,89.023,43.100,0.604,0.079
'[14:07:05.758 26/10/1995]',-0.018,0.028,0.037,89.023,43.100,0.604,0.079
'[14:07:05.760 26/10/1995]',-0.017,0.014,0.046,86.692,40.750,0.614,0.076
'[14:07:05.762 26/10/1995]',-0.016,0.001,0.028,86.692,40.750,0.614,0.076
'[14:07:05.764 26/10/1995]',-0.016,0.007,0.028,86.692,40.750,0.614,0.076
'[14:07:05.766 26/10/1995]',-0.016,0.021,0.019,86.692,40.750,0.614,0.076
'[14:07:05.768 26/10/1995]',-0.015,0.028,0.019,84.436,38.700,0.609,0.073
'[14:07:05.770 26/10/1995]',-0.014,0.035,0.019,84.436,38.700,0.609,0.073
'[14:07:05.772 26/10/1995]',-0.014,0.035,0.028,84.436,38.700,0.609,0.073
'[14:07:05.774 26/10/1995]',-0.013,0.028,0.028,84.436,38.700,0.609,0.073
'[14:07:05.776 26/10/1995]',-0.013,0.014,0.037,82.481,37.350,0.604,0.071
'[14:07:05.778 26/10/1995]',-0.012,0.007,0.028,82.481,37.350,0.604,0.071
'[14:07:05.780 26/10/1995]',-0.012,0.001,0.028,82.481,37.350,0.604,0.071
'[14:07:05.782 26/10/1995]',-0.012,0.007,0.019,82.481,37.350,0.604,0.071
'[14:07:05.784 26/10/1995]',-0.012,0.021,0.019,80.827,36.900,0.591,0.069
'[14:07:05.786 26/10/1995]',-0.012,0.035,0.010,80.827,36.900,0.591,0.069
'[14:07:05.788 26/10/1995]',-0.012,0.035,0.019,80.827,36.900,0.591,0.069
'[14:07:05.790 26/10/1995]',-0.012,0.028,0.019,80.827,36.900,0.591,0.069
'[14:07:05.792 26/10/1995]',-0.012,0.014,0.028,79.323,36.900,0.570,0.066
'[14:07:05.794 26/10/1995]',-0.012,0.001,0.019,79.323,36.900,0.570,0.066
'[14:07:05.796 26/10/1995]',-0.011,0.001,0.019,79.323,36.900,0.570,0.066
'[14:07:05.798 26/10/1995]',-0.011,0.007,0.019,79.323,36.900,0.570,0.066
'[14:07:05.800 26/10/1995]',-0.011,0.021,0.010,77.970,37.300,0.547,0.064
'[14:07:05.802 26/10/1995]',-0.011,0.028,0.010,77.970,37.300,0.547,0.064
'[14:07:05.804 26/10/1995]',-0.011,0.035,0.010,77.970,37.300,0.547,0.064
'[14:07:05.806 26/10/1995]',-0.012,0.028,0.019,77.970,37.300,0.547,0.064
'[14:07:05.808 26/10/1995]',-0.012,0.021,0.019,76.842,37.900,0.521,0.061
'[14:07:05.810 26/10/1995]',-0.013,0.007,0.028,76.842,37.900,0.521,0.061
'[14:07:05.812 26/10/1995]',-0.013,0.001,0.028,76.842,37.900,0.521,0.061
'[14:07:05.814 26/10/1995]',-0.013,0.007,0.019,76.842,37.900,0.521,0.061
'[14:07:05.816 26/10/1995]',-0.014,0.014,0.019,75.789,38.425,0.491,0.058
'[14:07:05.818 26/10/1995]',-0.015,0.021,0.010,75.789,38.425,0.491,0.058
'[14:07:05.820 26/10/1995]',-0.015,0.035,0.010,75.789,38.425,0.491,0.058
'[14:07:05.822 26/10/1995]',-0.015,0.035,0.010,75.789,38.425,0.491,0.058
'[14:07:05.824 26/10/1995]',-0.014,0.028,0.019,74.812,38.700,0.460,0.055
'[14:07:05.826 26/10/1995]',-0.013,0.007,0.028,74.812,38.700,0.460,0.055
'[14:07:05.828 26/10/1995]',-0.012,0.007,0.019,74.812,38.700,0.460,0.055
'[14:07:05.830 26/10/1995]',-0.011,0.007,0.028,74.812,38.700,0.460,0.055
'[14:07:05.832 26/10/1995]',-0.011,0.014,0.019,74.060,38.600,0.422,0.052
'[14:07:05.834 26/10/1995]',-0.010,0.021,0.019,74.060,38.600,0.422,0.052
'[14:07:05.836 26/10/1995]',-0.010,0.035,0.019,74.060,38.600,0.422,0.052
'[14:07:05.838 26/10/1995]',-0.010,0.035,0.019,74.060,38.600,0.422,0.052
'[14:07:05.840 26/10/1995]',-0.011,0.035,0.028,73.383,38.175,0.389,0.050
'[14:07:05.842 26/10/1995]',-0.011,0.014,0.028,73.383,38.175,0.389,0.050
'[14:07:05.844 26/10/1995]',-0.012,0.007,0.028,73.383,38.175,0.389,0.050
'[14:07:05.846 26/10/1995]',-0.013,0.001,0.028,73.383,38.175,0.389,0.050
'[14:07:05.848 26/10/1995]',-0.014,0.014,0.028,72.707,37.600,0.351,0.048
'[14:07:05.850 26/10/1995]',-0.015,0.028,0.019,72.707,37.600,0.351,0.048
'[14:07:05.852 26/10/1995]',-0.016,0.035,0.019,72.707,37.600,0.351,0.048
'[14:07:05.854 26/10/1995]',-0.016,0.042,0.019,72.707,37.600,0.351,0.048
'[14:07:05.856 26/10/1995]',-0.016,0.042,0.028,72.105,36.950,0.317,0.046
'[14:07:05.858 26/10/1995]',-0.016,0.028,0.028,72.105,36.950,0.317,0.046
'[14:07:05.860 26/10/1995]',-0.017,0.014,0.037,72.105,36.950,0.317,0.046
'[14:07:05.862 26/10/1995]',-0.018,0.007,0.037,72.105,36.950,0.317,0.046
'[14:07:05.864 26/10/1995]',-0.018,0.007,0.037,71.654,36.200,0.281,0.045
'[14:07:05.866 26/10/1995]',-0.019,0.021,0.028,71.654,36.200,0.281,0.045
'[14:07:05.868 26/10/1995]',-0.020,0.035,0.028,71.654,36.200,0.281,0.045
'[14:07:05.870 26/10/1995]',-0.020,0.042,0.028,71.654,36.200,0.281,0.045
'[14:07:05.872 26/10/1995]',-0.020,0.042,0.037,71.128,35.375,0.246,0.044
'[14:07:05.874 26/10/1995]',-0.019,0.028,0.037,71.128,35.375,0.246,0.044
'[14:07:05.876 26/10/1995]',-0.019,0.021,0.046,71.128,35.375,0.246,0.044
'[14:07:05.878 26/10/1995]',-0.019,0.014,0.037,71.128,35.375,0.246,0.044
'[14:07:05.880 26/10/1995]',-0.019,0.014,0.037,70.677,34.675,0.213,0.043
'[14:07:05.882 26/10/1995]',-0.019,0.014,0.028,70.677,34.675,0.213,0.043
'[14:07:05.884 26/10/1995]',-0.019,0.028,0.028,70.677,34.675,0.213,0.043
'[14:07:05.886 26/10/1995]',-0.019,0.042,0.028,70.677,34.675,0.213,0.043
'[14:07:05.888 26/10/1995]',-0.019,0.049,0.037,70.226,34.075,0.181,0.042
'[14:07:05.890 26/10/1995]',-0.019,0.035,0.037,70.226,34.075,0.181,0.042
'[14:07:05.892 26/10/1995]',-0.019,0.028,0.046,70.226,34.075,0.181,0.042
'[14:07:05.894 26/10/1995]',-0.019,0.014,0.046,70.226,34.075,0.181,0.042
'[14:07:05.896 26/10/1995]',-0.018,0.014,0.037,69.699,33.550,0.149,0.041
'[14:07:05.898 26/10/1995]',-0.016,0.014,0.037,69.699,33.550,0.149,0.041
'[14:07:05.900 26/10/1995]',-0.014,0.028,0.037,69.699,33.550,0.149,0.041
'[14:07:05.902 26/10/1995]',-0.012,0.035,0.037,69.699,33.550,0.149,0.041
'[14:07:05.904 26/10/1995]',-0.008,0.042,0.037,69.173,33.075,0.119,0.040
'[14:07:05.906 26/10/1995]',-0.005,0.042,0.046,69.173,33.075,0.119,0.040
'[14:07:05.908 26/10/1995]',-0.001,0.021,0.056,69.173,33.075,0.119,0.040
'[14:07:05.910 26/10/1995]',0.002,0.007,0.065,69.173,33.075,0.119,0.040
'[14:07:05.912 26/10/1995]',0.005,0.001,0.065,68.722,32.625,0.092,0.040
'[14:07:05.914 26/10/1995]',0.007,0.001,0.065,68.722,32.625,0.092,0.040
'[14:07:05.916 26/10/1995]',0.008,0.007,0.065,68.722,32.625,0.092,0.040
'[14:07:05.918 26/10/1995]',0.010,0.014,0.065,68.722,32.625,0.092,0.040
'[14:07:05.920 26/10/1995]',0.011,0.028,0.065,68.120,32.200,0.065,0.039
'[14:07:05.922 26/10/1995]',0.013,0.028,0.065,68.120,32.200,0.065,0.039
'[14:07:05.924 26/10/1995]',0.015,0.021,0.065,68.120,32.200,0.065,0.039
'[14:07:05.926 26/10/1995]',0.016,0.007,0.074,68.120,32.200,0.065,0.039
'[14:07:05.928 26/10/1995]',0.020,0.001,0.074,67.594,31.900,0.035,0.038
'[14:07:05.930 26/10/1995]',0.023,0.001,0.065,67.594,31.900,0.035,0.038
'[14:07:05.932 26/10/1995]',0.027,0.001,0.065,67.594,31.900,0.035,0.038
'[14:07:05.934 26/10/1995]',0.032,0.007,0.056,67.594,31.900,0.035,0.038
'[14:07:05.936 26/10/1995]',0.037,0.014,0.056,67.143,31.675,0.007,0.038
'[14:07:05.938 26/10/1995]',0.042,0.014,0.046,67.143,31.675,0.007,0.038
'[14:07:05.940 26/10/1995]',0.046,0.007,0.046,67.143,31.675,0.007,0.038
'[14:07:05.942 26/10/1995]',0.050,-0.013,0.046,67.143,31.675,0.007,0.038
'[14:07:05.944 26/10/1995]',0.051,-0.027,0.037,66.692,31.550,-0.018,0.037
'[14:07:05.946 26/10/1995]',0.052,-0.034,0.028,66.692,31.550,-0.018,0.037
'[14:07:05.948 26/10/1995]',0.051,-0.034,0.019,66.692,31.550,-0.018,0.037
'[14:07:05.950 26/10/1995]',0.050,-0.027,0.010,66.692,31.550,-0.018,0.037
'[14:07:05.952 26/10/1995]',0.047,-0.013,0.010,66.391,31.450,-0.041,0.037
'[14:07:05.954 26/10/1995]',0.043,-0.006,0.010,66.391,31.450,-0.041,0.037
'[14:07:05.956 26/10/1995]',0.039,-0.006,0.019,66.391,31.450,-0.041,0.037
'[14:07:05.958 26/10/1995]',0.034,-0.013,0.019,66.391,31.450,-0.041,0.037
'[14:07:05.960 26/10/1995]',0.029,-0.020,0.019,65.940,31.450,-0.063,0.036
'[14:07:05.962 26/10/1995]',0.024,-0.027,0.019,65.940,31.450,-0.063,0.036
'[14:07:05.964 26/10/1995]',0.019,-0.020,0.001,65.940,31.450,-0.063,0.036
'[14:07:05.966 26/10/1995]',0.014,-0.006,0.001,65.940,31.450,-0.063,0.036
'[14:07:05.968 26/10/1995]',0.009,0.007,0.001,65.489,31.375,-0.084,0.036
'[14:07:05.970 26/10/1995]',0.004,0.021,0.001,65.489,31.375,-0.084,0.036
'[14:07:05.972 26/10/1995]',-0.000,0.021,0.010,65.489,31.375,-0.084,0.036
'[14:07:05.974 26/10/1995]',-0.005,0.014,0.010,65.489,31.375,-0.084,0.036
'[14:07:05.976 26/10/1995]',-0.010,0.007,0.019,64.887,31.375,-0.106,0.037
'[14:07:05.978 26/10/1995]',-0.015,0.007,0.010,64.887,31.375,-0.106,0.037
'[14:07:05.980 26/10/1995]',-0.019,0.007,0.019,64.887,31.375,-0.106,0.037
'[14:07:05.982 26/10/1995]',-0.023,0.014,0.010,64.887,31.375,-0.106,0.037
'[14:07:05.984 26/10/1995]',-0.027,0.028,0.019,64.361,31.275,-0.129,0.037
'[14:07:05.986 26/10/1995]',-0.030,0.042,0.010,64.361,31.275,-0.129,0.037
'[14:07:05.988 26/10/1995]',-0.032,0.049,0.019,64.361,31.275,-0.129,0.037
'[14:07:05.990 26/10/1995]',-0.034,0.042,0.028,64.361,31.275,-0.129,0.037
'[14:07:05.992 26/10/1995]',-0.035,0.028,0.028,63.835,31.200,-0.146,0.038
'[14:07:05.994 26/10/1995]',-0.036,0.021,0.028,63.835,31.200,-0.146,0.038
'[14:07:05.996 26/10/1995]',-0.037,0.021,0.028,63.835,31.200,-0.146,0.038
'[14:07:05.998 26/10/1995]',-0.038,0.028,0.019,63.835,31.200,-0.146,0.038
'[14:07:06.000 26/10/1995]',-0.039,0.035,0.019,63.459,31.100,-0.164,0.040
'[14:07:06.002 26/10/1995]',-0.041,0.049,0.019,63.459,31.100,-0.164,0.040
'[14:07:06.004 26/10/1995]',-0.042,0.063,0.019,63.459,31.100,-0.164,0.040
'[14:07:06.006 26/10/1995]',-0.044,0.049,0.019,63.459,31.100,-0.164,0.040
'[14:07:06.008 26/10/1995]',-0.045,0.042,0.037,63.083,31.025,-0.184,0.041
'[14:07:06.010 26/10/1995]',-0.046,0.028,0.028,63.083,31.025,-0.184,0.041
'[14:07:06.012 26/10/1995]',-0.047,0.028,0.028,63.083,31.025,-0.184,0.041
'[14:07:06.014 26/10/1995]',-0.047,0.028,0.028,63.083,31.025,-0.184,0.041
'[14:07:06.016 26/10/1995]',-0.047,0.035,0.019,62.707,30.975,-0.202,0.043
'[14:07:06.018 26/10/1995]',-0.046,0.049,0.019,62.707,30.975,-0.202,0.043
'[14:07:06.020 26/10/1995]',-0.045,0.063,0.019,62.707,30.975,-0.202,0.043
'[14:07:06.022 26/10/1995]',-0.044,0.063,0.028,62.707,30.975,-0.202,0.043
'[14:07:06.024 26/10/1995]',-0.044,0.049,0.028,62.406,30.925,-0.220,0.044
'[14:07:06.026 26/10/1995]',-0.043,0.028,0.037,62.406,30.925,-0.220,0.044
'[14:07:06.028 26/10/1995]',-0.042,0.021,0.028,62.406,30.925,-0.220,0.044
'[14:07:06.030 26/10/1995]',-0.041,0.021,0.028,62.406,30.925,-0.220,0.044
'[14:07:06.032 26/10/1995]',-0.041,0.035,0.019,62.030,30.750,-0.235,0.046
'[14:07:06.034 26/10/1995]',-0.040,0.049,0.019,62.030,30.750,-0.235,0.046
'[14:07:06.036 26/10/1995]',-0.042,0.063,0.019,62.030,30.750,-0.235,0.046
'[14:07:06.038 26/10/1995]',-0.043,0.063,0.019,62.030,30.750,-0.235,0.046
'[14:07:06.040 26/10/1995]',-0.047,0.049,0.019,61.729,30.625,-0.253,0.049
'[14:07:06.042 26/10/1995]',-0.051,0.035,0.028,61.729,30.625,-0.253,0.049
'[14:07:06.044 26/10/1995]',-0.058,0.021,0.028,61.729,30.625,-0.253,0.049
'[14:07:06.046 26/10/1995]',-0.065,0.021,0.028,61.729,30.625,-0.253,0.049
'[14:07:06.048 26/10/1995]',-0.070,0.028,0.019,61.353,30.500,-0.265,0.052
'[14:07:06.050 26/10/1995]',-0.075,0.042,0.037,61.353,30.500,-0.265,0.052
'[14:07:06.052 26/10/1995]',-0.072,0.070,0.065,61.353,30.500,-0.265,0.052
'[14:07:06.054 26/10/1995]',-0.068,0.090,0.074,61.353,30.500,-0.265,0.052
'[14:07:06.056 26/10/1995]',-0.047,0.083,0.083,61.053,30.575,-0.280,0.054
'[14:07:06.058 26/10/1995]',-0.026,0.077,0.083,61.053,30.575,-0.280,0.054
'[14:07:06.060 26/10/1995]',0.019,0.063,0.074,61.053,30.575,-0.280,0.054
'[14:07:06.062 26/10/1995]',0.064,0.035,0.065,61.053,30.575,-0.280,0.054
'[14:07:06.064 26/10/1995]',0.132,0.028,0.056,60.827,30.750,-0.293,0.057
'[14:07:06.066 26/10/1995]',0.199,-0.006,0.046,60.827,30.750,-0.293,0.057
'[14:07:06.068 26/10/1995]',0.273,-0.041,0.010,60.827,30.750,-0.293,0.057
'[14:07:06.070 26/10/1995]',0.347,-0.083,-0.018,60.827,30.750,-0.293,0.057
'[14:07:06.072 26/10/1995]',0.405,-0.145,-0.082,60.602,30.800,-0.308,0.059
'[14:07:06.074 26/10/1995]',0.463,-0.207,-0.174,60.602,30.800,-0.308,0.059
'[14:07:06.076 26/10/1995]',0.484,-0.276,-0.265,60.602,30.800,-0.308,0.059
'[14:07:06.078 26/10/1995]',0.505,-0.317,-0.367,60.602,30.800,-0.308,0.059
'[14:07:06.080 26/10/1995]',0.482,-0.331,-0.422,60.376,30.675,-0.318,0.060
'[14:07:06.082 26/10/1995]',0.459,-0.324,-0.468,60.376,30.675,-0.318,0.060
'[14:07:06.084 26/10/1995]',0.400,-0.296,-0.495,60.376,30.675,-0.318,0.060
'[14:07:06.086 26/10/1995]',0.342,-0.248,-0.495,60.376,30.675,-0.318,0.060
'[14:07:06.088 26/10/1995]',0.269,-0.186,-0.495,60.150,30.200,-0.331,0.061
'[14:07:06.090 26/10/1995]',0.197,-0.138,-0.495,60.150,30.200,-0.331,0.061
'[14:07:06.092 26/10/1995]',0.133,-0.096,-0.504,60.150,30.200,-0.331,0.061
'[14:07:06.094 26/10/1995]',0.068,-0.062,-0.514,60.150,30.200,-0.331,0.061
'[14:07:06.096 26/10/1995]',0.023,0.001,-0.514,59.925,29.675,-0.344,0.062
'[14:07:06.098 26/10/1995]',-0.022,0.042,-0.504,59.925,29.675,-0.344,0.062
'[14:07:06.100 26/10/1995]',-0.046,0.077,-0.495,59.925,29.675,-0.344,0.062
'[14:07:06.102 26/10/1995]',-0.070,0.097,-0.486,59.925,29.675,-0.344,0.062
'[14:07:06.104 26/10/1995]',-0.079,0.111,-0.458,59.699,29.050,-0.351,0.064
'[14:07:06.106 26/10/1995]',-0.088,0.111,-0.440,59.699,29.050,-0.351,0.064
'[14:07:06.108 26/10/1995]',-0.089,0.090,-0.403,59.699,29.050,-0.351,0.064
'[14:07:06.110 26/10/1995]',-0.091,0.077,-0.357,59.699,29.050,-0.351,0.064
'[14:07:06.112 26/10/1995]',-0.090,0.077,-0.302,59.398,28.400,-0.361,0.065
'[14:07:06.114 26/10/1995]',-0.089,0.077,-0.257,59.398,28.400,-0.361,0.065
'[14:07:06.116 26/10/1995]',-0.088,0.083,-0.192,59.398,28.400,-0.361,0.065
'[14:07:06.118 26/10/1995]',-0.087,0.083,-0.146,59.398,28.400,-0.361,0.065
'[14:07:06.120 26/10/1995]',-0.087,0.090,-0.100,59.173,27.875,-0.366,0.066
'[14:07:06.122 26/10/1995]',-0.086,0.083,-0.064,59.173,27.875,-0.366,0.066
'[14:07:06.124 26/10/1995]',-0.086,0.070,-0.018,59.173,27.875,-0.366,0.066
'[14:07:06.126 26/10/1995]',-0.087,0.049,0.001,59.173,27.875,-0.366,0.066
'[14:07:06.128 26/10/1995]',-0.088,0.035,0.028,58.947,27.525,-0.376,0.066
'[14:07:06.130 26/10/1995]',-0.090,0.035,0.046,58.947,27.525,-0.376,0.066
'[14:07:06.132 26/10/1995]',-0.091,0.049,0.056,58.947,27.525,-0.376,0.066
'[14:07:06.134 26/10/1995]',-0.092,0.070,0.065,58.947,27.525,-0.376,0.066
'[14:07:06.136 26/10/1995]',-0.092,0.077,0.074,58.647,27.525,-0.386,0.066
'[14:07:06.138 26/10/1995]',-0.092,0.083,0.074,58.647,27.525,-0.386,0.066
'[14:07:06.140 26/10/1995]',-0.091,0.070,0.083,58.647,27.525,-0.386,0.066
'[14:07:06.142 26/10/1995]',-0.089,0.049,0.093,58.647,27.525,-0.386,0.066
'[14:07:06.144 26/10/1995]',-0.087,0.042,0.102,58.421,27.750,-0.391,0.066
'[14:07:06.146 26/10/1995]',-0.084,0.035,0.102,58.421,27.750,-0.391,0.066
'[14:07:06.148 26/10/1995]',-0.081,0.042,0.093,58.421,27.750,-0.391,0.066
'[14:07:06.150 26/10/1995]',-0.078,0.049,0.093,58.421,27.750,-0.391,0.066
'[14:07:06.152 26/10/1995]',-0.076,0.070,0.093,58.271,28.100,-0.402,0.065
'[14:07:06.154 26/10/1995]',-0.074,0.077,0.093,58.271,28.100,-0.402,0.065
'[14:07:06.156 26/10/1995]',-0.072,0.070,0.093,58.271,28.100,-0.402,0.065
'[14:07:06.158 26/10/1995]',-0.070,0.049,0.102,58.271,28.100,-0.402,0.065
