'Time and date','MCL1','I','V','ABP','PAP','PLETH','RESP'
'[10:55:35.570 10/11/1995]',0.060,-0.033,0.015,81.600,31.750,0.230,-0.579
'[10:55:35.572 10/11/1995]',0.040,-0.033,0.001,81.600,31.750,0.230,-0.579
'[10:55:35.574 10/11/1995]',0.040,-0.022,0.001,81.600,31.750,0.230,-0.579
'[10:55:35.576 10/11/1995]',0.021,-0.022,0.001,77.550,31.575,0.195,-0.578
'[10:55:35.578 10/11/1995]',0.021,-0.022,-0.007,77.550,31.575,0.195,-0.578
'[10:55:35.580 10/11/1995]',0.021,-0.022,-0.007,77.550,31.575,0.195,-0.578
'[10:55:35.582 10/11/1995]',0.021,-0.022,0.001,77.550,31.575,0.195,-0.578
'[10:55:35.584 10/11/1995]',0.021,-0.022,-0.014,74.050,30.400,0.153,-0.576
'[10:55:35.586 10/11/1995]',0.021,-0.022,-0.007,74.050,30.400,0.153,-0.576
'[10:55:35.588 10/11/1995]',0.021,-0.010,-0.007,74.050,30.400,0.153,-0.576
'[10:55:35.590 10/11/1995]',0.002,-0.010,-0.007,74.050,30.400,0.153,-0.576
'[10:55:35.592 10/11/1995]',0.002,0.001,-0.007,71.150,28.650,0.108,-0.575
'[10:55:35.594 10/11/1995]',0.002,0.001,-0.007,71.150,28.650,0.108,-0.575
'[10:55:35.596 10/11/1995]',0.002,0.001,0.001,71.150,28.650,0.108,-0.575
'[10:55:35.598 10/11/1995]',0.002,-0.010,0.001,71.150,28.650,0.108,-0.575
'[10:55:35.600 10/11/1995]',0.002,0.001,0.001,68.750,26.725,0.054,-0.575
'[10:55:35.602 10/11/1995]',0.002,-0.010,-0.007,68.750,26.725,0.054,-0.575
'[10:55:35.604 10/11/1995]',0.002,-0.010,-0.007,68.750,26.725,0.054,-0.575
'[10:55:35.606 10/11/1995]',0.002,0.001,-0.007,68.750,26.725,0.054,-0.575
'[10:55:35.608 10/11/1995]',0.002,-0.010,-0.007,66.900,24.950,-0.003,-0.574
'[10:55:35.610 10/11/1995]',0.002,-0.010,-0.007,66.900,24.950,-0.003,-0.574
'[10:55:35.612 10/11/1995]',0.002,-0.010,0.001,66.900,24.950,-0.003,-0.574
'[10:55:35.614 10/11/1995]',0.002,0.001,-0.007,66.900,24.950,-0.003,-0.574
'[10:55:35.616 10/11/1995]',0.002,0.001,0.001,65.300,23.675,-0.058,-0.574
'[10:55:35.618 10/11/1995]',0.002,0.001,-0.007,65.300,23.675,-0.058,-0.574
'[10:55:35.620 10/11/1995]',0.002,0.001,-0.007,65.300,23.675,-0.058,-0.574
'[10:55:35.622 10/11/1995]',0.002,0.001,0.001,65.300,23.675,-0.058,-0.574
'[10:55:35.624 10/11/1995]',0.002,0.001,0.001,64.000,22.975,-0.118,-0.575
'[10:55:35.626 10/11/1995]',0.002,0.001,-0.007,64.000,22.975,-0.118,-0.575
'[10:55:35.628 10/11/1995]',0.002,0.001,-0.007,64.000,22.975,-0.118,-0.575
'[10:55:35.630 10/11/1995]',0.002,-0.010,0.001,64.000,22.975,-0.118,-0.575
'[10:55:35.632 10/11/1995]',0.002,-0.010,0.001,63.000,22.725,-0.172,-0.575
'[10:55:35.634 10/11/1995]',0.002,-0.010,0.001,63.000,22.725,-0.172,-0.575
'[10:55:35.636 10/11/1995]',0.002,-0.010,0.001,63.000,22.725,-0.172,-0.575
'[10:55:35.638 10/11/1995]',0.002,0.001,0.001,63.000,22.725,-0.172,-0.575
'[10:55:35.640 10/11/1995]',0.002,0.001,-0.007,62.400,22.850,-0.224,-0.576
'[10:55:35.642 10/11/1995]',0.002,0.001,-0.007,62.400,22.850,-0.224,-0.576
'[10:55:35.644 10/11/1995]',0.021,0.001,-0.014,62.400,22.850,-0.224,-0.576
'[10:55:35.646 10/11/1995]',0.021,-0.010,-0.021,62.400,22.850,-0.224,-0.576
'[10:55:35.648 10/11/1995]',0.040,-0.022,-0.021,61.950,23.025,-0.278,-0.576
'[10:55:35.650 10/11/1995]',0.040,-0.033,-0.021,61.950,23.025,-0.278,-0.576
'[10:55:35.652 10/11/1995]',0.040,-0.033,-0.035,61.950,23.025,-0.278,-0.576
'[10:55:35.654 10/11/1995]',0.040,-0.045,-0.050,61.950,23.025,-0.278,-0.576
'[10:55:35.656 10/11/1995]',0.021,-0.056,-0.072,61.750,23.150,-0.323,-0.577
'[10:55:35.658 10/11/1995]',0.002,-0.045,-0.093,61.750,23.150,-0.323,-0.577
'[10:55:35.660 10/11/1995]',-0.038,-0.033,-0.115,61.750,23.150,-0.323,-0.577
'[10:55:35.662 10/11/1995]',-0.097,0.001,-0.143,61.750,23.150,-0.323,-0.577
'[10:55:35.664 10/11/1995]',-0.195,0.070,-0.172,61.750,23.075,-0.364,-0.577
'[10:55:35.666 10/11/1995]',-0.292,0.127,-0.201,61.750,23.075,-0.364,-0.577
'[10:55:35.668 10/11/1995]',-0.411,0.219,-0.230,61.750,23.075,-0.364,-0.577
'[10:55:35.670 10/11/1995]',-0.548,0.322,-0.259,61.750,23.075,-0.364,-0.577
'[10:55:35.672 10/11/1995]',-0.685,0.414,-0.273,61.800,22.800,-0.403,-0.577
'[10:55:35.674 10/11/1995]',-0.784,0.505,-0.280,61.800,22.800,-0.403,-0.577
'[10:55:35.676 10/11/1995]',-0.861,0.563,-0.287,61.800,22.800,-0.403,-0.577
'[10:55:35.678 10/11/1995]',-0.901,0.597,-0.287,61.800,22.800,-0.403,-0.577
'[10:55:35.680 10/11/1995]',-0.901,0.620,-0.287,61.950,22.325,-0.438,-0.576
'[10:55:35.682 10/11/1995]',-0.881,0.620,-0.280,61.950,22.325,-0.438,-0.576
'[10:55:35.684 10/11/1995]',-0.861,0.609,-0.266,61.950,22.325,-0.438,-0.576
'[10:55:35.686 10/11/1995]',-0.803,0.574,-0.237,61.950,22.325,-0.438,-0.576
'[10:55:35.688 10/11/1995]',-0.744,0.528,-0.215,62.200,21.850,-0.467,-0.574
'[10:55:35.690 10/11/1995]',-0.685,0.483,-0.179,62.200,21.850,-0.467,-0.574
'[10:55:35.692 10/11/1995]',-0.606,0.437,-0.158,62.200,21.850,-0.467,-0.574
'[10:55:35.694 10/11/1995]',-0.548,0.379,-0.136,62.200,21.850,-0.467,-0.574
'[10:55:35.696 10/11/1995]',-0.470,0.322,-0.093,62.450,21.375,-0.495,-0.573
'[10:55:35.698 10/11/1995]',-0.391,0.253,-0.064,62.450,21.375,-0.495,-0.573
'[10:55:35.700 10/11/1995]',-0.312,0.207,-0.035,62.450,21.375,-0.495,-0.573
'[10:55:35.702 10/11/1995]',-0.274,0.162,-0.021,62.450,21.375,-0.495,-0.573
'[10:55:35.704 10/11/1995]',-0.254,0.139,-0.007,62.650,21.100,-0.514,-0.571
'[10:55:35.706 10/11/1995]',-0.195,0.116,0.001,62.650,21.100,-0.514,-0.571
'[10:55:35.708 10/11/1995]',-0.156,0.093,0.015,62.650,21.100,-0.514,-0.571
'[10:55:35.710 10/11/1995]',-0.136,0.070,0.022,62.650,21.100,-0.514,-0.571
'[10:55:35.712 10/11/1995]',-0.097,0.047,0.036,62.950,20.975,-0.530,-0.570
'[10:55:35.714 10/11/1995]',-0.057,0.024,0.044,62.950,20.975,-0.530,-0.570
'[10:55:35.716 10/11/1995]',-0.018,0.001,0.051,62.950,20.975,-0.530,-0.570
'[10:55:35.718 10/11/1995]',0.002,-0.022,0.065,62.950,20.975,-0.530,-0.570
'[10:55:35.720 10/11/1995]',0.060,-0.033,0.073,63.250,21.025,-0.543,-0.570
'[10:55:35.722 10/11/1995]',0.080,-0.056,0.087,63.250,21.025,-0.543,-0.570
'[10:55:35.724 10/11/1995]',0.099,-0.079,0.094,63.250,21.025,-0.543,-0.570
'[10:55:35.726 10/11/1995]',0.119,-0.091,0.094,63.250,21.025,-0.543,-0.570
'[10:55:35.728 10/11/1995]',0.139,-0.091,0.101,63.550,21.150,-0.553,-0.570
'[10:55:35.730 10/11/1995]',0.139,-0.091,0.108,63.550,21.150,-0.553,-0.570
'[10:55:35.732 10/11/1995]',0.158,-0.103,0.108,63.550,21.150,-0.553,-0.570
'[10:55:35.734 10/11/1995]',0.158,-0.103,0.115,63.550,21.150,-0.553,-0.570
'[10:55:35.736 10/11/1995]',0.178,-0.103,0.108,63.800,21.325,-0.562,-0.570
'[10:55:35.738 10/11/1995]',0.178,-0.103,0.108,63.800,21.325,-0.562,-0.570
'[10:55:35.740 10/11/1995]',0.158,-0.103,0.101,63.800,21.325,-0.562,-0.570
'[10:55:35.742 10/11/1995]',0.158,-0.114,0.094,63.800,21.325,-0.562,-0.570
'[10:55:35.744 10/11/1995]',0.158,-0.103,0.087,63.950,21.325,-0.566,-0.572
'[10:55:35.746 10/11/1995]',0.158,-0.103,0.087,63.950,21.325,-0.566,-0.572
'[10:55:35.748 10/11/1995]',0.158,-0.114,0.080,63.950,21.325,-0.566,-0.572
'[10:55:35.750 10/11/1995]',0.139,-0.114,0.073,63.950,21.325,-0.566,-0.572
'[10:55:35.752 10/11/1995]',0.139,-0.103,0.065,64.100,21.275,-0.569,-0.574
'[10:55:35.754 10/11/1995]',0.139,-0.103,0.073,64.100,21.275,-0.569,-0.574
'[10:55:35.756 10/11/1995]',0.139,-0.103,0.073,64.100,21.275,-0.569,-0.574
'[10:55:35.758 10/11/1995]',0.119,-0.103,0.073,64.100,21.275,-0.569,-0.574
'[10:55:35.760 10/11/1995]',0.119,-0.103,0.073,64.150,21.675,-0.566,-0.578
'[10:55:35.762 10/11/1995]',0.119,-0.091,0.073,64.150,21.675,-0.566,-0.578
'[10:55:35.764 10/11/1995]',0.119,-0.091,0.065,64.150,21.675,-0.566,-0.578
'[10:55:35.766 10/11/1995]',0.099,-0.079,0.065,64.150,21.675,-0.566,-0.578
'[10:55:35.768 10/11/1995]',0.099,-0.079,0.051,64.100,23.150,-0.562,-0.582
'[10:55:35.770 10/11/1995]',0.099,-0.079,0.051,64.100,23.150,-0.562,-0.582
'[10:55:35.772 10/11/1995]',0.099,-0.068,0.051,64.100,23.150,-0.562,-0.582
'[10:55:35.774 10/11/1995]',0.080,-0.068,0.044,64.100,23.150,-0.562,-0.582
'[10:55:35.776 10/11/1995]',0.080,-0.068,0.044,63.950,25.425,-0.566,-0.587
'[10:55:35.778 10/11/1995]',0.080,-0.068,0.044,63.950,25.425,-0.566,-0.587
'[10:55:35.780 10/11/1995]',0.080,-0.068,0.044,63.950,25.425,-0.566,-0.587
'[10:55:35.782 10/11/1995]',0.080,-0.068,0.044,63.950,25.425,-0.566,-0.587
'[10:55:35.784 10/11/1995]',0.080,-0.068,0.051,63.650,27.200,-0.559,-0.593
'[10:55:35.786 10/11/1995]',0.080,-0.068,0.051,63.650,27.200,-0.559,-0.593
'[10:55:35.788 10/11/1995]',0.080,-0.068,0.044,63.650,27.200,-0.559,-0.593
'[10:55:35.790 10/11/1995]',0.080,-0.068,0.051,63.650,27.200,-0.559,-0.593
'[10:55:35.792 10/11/1995]',0.080,-0.068,0.051,63.350,27.375,-0.556,-0.599
'[10:55:35.794 10/11/1995]',0.080,-0.068,0.051,63.350,27.375,-0.556,-0.599
'[10:55:35.796 10/11/1995]',0.080,-0.068,0.051,63.350,27.375,-0.556,-0.599
'[10:55:35.798 10/11/1995]',0.080,-0.056,0.051,63.350,27.375,-0.556,-0.599
'[10:55:35.800 10/11/1995]',0.060,-0.056,0.051,62.950,25.900,-0.551,-0.606
'[10:55:35.802 10/11/1995]',0.060,-0.056,0.051,62.950,25.900,-0.551,-0.606
'[10:55:35.804 10/11/1995]',0.060,-0.056,0.051,62.950,25.900,-0.551,-0.606
'[10:55:35.806 10/11/1995]',0.060,-0.068,0.051,62.950,25.900,-0.551,-0.606
'[10:55:35.808 10/11/1995]',0.080,-0.068,0.044,62.600,23.200,-0.544,-0.614
'[10:55:35.810 10/11/1995]',0.080,-0.068,0.051,62.600,23.200,-0.544,-0.614
'[10:55:35.812 10/11/1995]',0.080,-0.068,0.051,62.600,23.200,-0.544,-0.614
'[10:55:35.814 10/11/1995]',0.080,-0.068,0.065,62.600,23.200,-0.544,-0.614
'[10:55:35.816 10/11/1995]',0.060,-0.068,0.051,62.200,20.150,-0.544,-0.621
'[10:55:35.818 10/11/1995]',0.080,-0.068,0.051,62.200,20.150,-0.544,-0.621
'[10:55:35.820 10/11/1995]',0.080,-0.056,0.044,62.200,20.150,-0.544,-0.621
'[10:55:35.822 10/11/1995]',0.060,-0.056,0.036,62.200,20.150,-0.544,-0.621
'[10:55:35.824 10/11/1995]',0.060,-0.045,0.036,61.800,18.100,-0.541,-0.629
'[10:55:35.826 10/11/1995]',0.060,-0.045,0.036,61.800,18.100,-0.541,-0.629
'[10:55:35.828 10/11/1995]',0.060,-0.045,0.036,61.800,18.100,-0.541,-0.629
'[10:55:35.830 10/11/1995]',0.060,-0.056,0.036,61.800,18.100,-0.541,-0.629
'[10:55:35.832 10/11/1995]',0.080,-0.045,0.044,61.550,18.350,-0.535,-0.637
'[10:55:35.834 10/11/1995]',0.080,-0.045,0.044,61.550,18.350,-0.535,-0.637
'[10:55:35.836 10/11/1995]',0.080,-0.045,0.036,61.550,18.350,-0.535,-0.637
'[10:55:35.838 10/11/1995]',0.060,-0.033,0.044,61.550,18.350,-0.535,-0.637
'[10:55:35.840 10/11/1995]',0.060,-0.033,0.036,61.650,20.800,-0.538,-0.644
'[10:55:35.842 10/11/1995]',0.060,-0.033,0.036,61.650,20.800,-0.538,-0.644
'[10:55:35.844 10/11/1995]',0.060,-0.033,0.044,61.650,20.800,-0.538,-0.644
'[10:55:35.846 10/11/1995]',0.080,-0.045,0.044,61.650,20.800,-0.538,-0.644
'[10:55:35.848 10/11/1995]',0.099,-0.045,0.051,62.950,24.500,-0.532,-0.651
'[10:55:35.850 10/11/1995]',0.099,-0.056,0.051,62.950,24.500,-0.532,-0.651
'[10:55:35.852 10/11/1995]',0.119,-0.056,0.065,62.950,24.500,-0.532,-0.651
'[10:55:35.854 10/11/1995]',0.119,-0.068,0.051,62.950,24.500,-0.532,-0.651
'[10:55:35.856 10/11/1995]',0.139,-0.068,0.051,66.350,28.650,-0.532,-0.658
'[10:55:35.858 10/11/1995]',0.139,-0.068,0.051,66.350,28.650,-0.532,-0.658
'[10:55:35.860 10/11/1995]',0.139,-0.079,0.073,66.350,28.650,-0.532,-0.658
'[10:55:35.862 10/11/1995]',0.158,-0.091,0.073,66.350,28.650,-0.532,-0.658
'[10:55:35.864 10/11/1995]',0.158,-0.091,0.073,72.450,32.625,-0.525,-0.664
'[10:55:35.866 10/11/1995]',0.158,-0.091,0.073,72.450,32.625,-0.525,-0.664
'[10:55:35.868 10/11/1995]',0.158,-0.091,0.065,72.450,32.625,-0.525,-0.664
'[10:55:35.870 10/11/1995]',0.139,-0.091,0.065,72.450,32.625,-0.525,-0.664
'[10:55:35.872 10/11/1995]',0.158,-0.068,0.065,81.150,35.800,-0.522,-0.669
'[10:55:35.874 10/11/1995]',0.139,-0.068,0.051,81.150,35.800,-0.522,-0.669
'[10:55:35.876 10/11/1995]',0.139,-0.068,0.051,81.150,35.800,-0.522,-0.669
'[10:55:35.878 10/11/1995]',0.139,-0.056,0.051,81.150,35.800,-0.522,-0.669
'[10:55:35.880 10/11/1995]',0.139,-0.068,0.051,91.500,37.725,-0.513,-0.672
'[10:55:35.882 10/11/1995]',0.139,-0.068,0.051,91.500,37.725,-0.513,-0.672
'[10:55:35.884 10/11/1995]',0.139,-0.056,0.051,91.500,37.725,-0.513,-0.672
'[10:55:35.886 10/11/1995]',0.139,-0.045,0.044,91.500,37.725,-0.513,-0.672
'[10:55:35.888 10/11/1995]',0.139,-0.045,0.044,102.650,38.250,-0.494,-0.675
'[10:55:35.890 10/11/1995]',0.119,-0.045,0.036,102.650,38.250,-0.494,-0.675
'[10:55:35.892 10/11/1995]',0.119,-0.033,0.036,102.650,38.250,-0.494,-0.675
'[10:55:35.894 10/11/1995]',0.119,-0.033,0.036,102.650,38.250,-0.494,-0.675
'[10:55:35.896 10/11/1995]',0.099,-0.045,0.036,114.000,37.625,-0.472,-0.676
'[10:55:35.898 10/11/1995]',0.119,-0.033,0.036,114.000,37.625,-0.472,-0.676
'[10:55:35.900 10/11/1995]',0.119,-0.033,0.036,114.000,37.625,-0.472,-0.676
'[10:55:35.902 10/11/1995]',0.119,-0.033,0.036,114.000,37.625,-0.472,-0.676
'[10:55:35.904 10/11/1995]',0.119,-0.033,0.036,125.000,35.975,-0.438,-0.675
'[10:55:35.906 10/11/1995]',0.119,-0.033,0.036,125.000,35.975,-0.438,-0.675
'[10:55:35.908 10/11/1995]',0.119,-0.033,0.036,125.000,35.975,-0.438,-0.675
'[10:55:35.910 10/11/1995]',0.099,-0.033,0.036,125.000,35.975,-0.438,-0.675
'[10:55:35.912 10/11/1995]',0.099,-0.033,0.036,135.100,33.750,-0.394,-0.673
'[10:55:35.914 10/11/1995]',0.099,-0.033,0.036,135.100,33.750,-0.394,-0.673
'[10:55:35.916 10/11/1995]',0.099,-0.033,0.029,135.100,33.750,-0.394,-0.673
'[10:55:35.918 10/11/1995]',0.099,-0.033,0.029,135.100,33.750,-0.394,-0.673
'[10:55:35.920 10/11/1995]',0.099,-0.033,0.022,143.300,31.350,-0.331,-0.670
'[10:55:35.922 10/11/1995]',0.080,-0.022,0.015,143.300,31.350,-0.331,-0.670
'[10:55:35.924 10/11/1995]',0.080,-0.033,0.008,143.300,31.350,-0.331,-0.670
'[10:55:35.926 10/11/1995]',0.060,-0.022,0.001,143.300,31.350,-0.331,-0.670
'[10:55:35.928 10/11/1995]',0.060,-0.010,-0.007,149.050,29.250,-0.262,-0.665
'[10:55:35.930 10/11/1995]',0.060,-0.010,-0.014,149.050,29.250,-0.262,-0.665
'[10:55:35.932 10/11/1995]',0.040,-0.010,-0.014,149.050,29.250,-0.262,-0.665
'[10:55:35.934 10/11/1995]',0.040,0.001,-0.014,149.050,29.250,-0.262,-0.665
'[10:55:35.936 10/11/1995]',0.021,0.001,-0.014,152.250,27.475,-0.173,-0.660
'[10:55:35.938 10/11/1995]',0.021,0.001,-0.021,152.250,27.475,-0.173,-0.660
'[10:55:35.940 10/11/1995]',0.021,0.001,-0.021,152.250,27.475,-0.173,-0.660
'[10:55:35.942 10/11/1995]',0.002,0.001,-0.021,152.250,27.475,-0.173,-0.660
'[10:55:35.944 10/11/1995]',0.002,0.001,-0.021,153.100,26.075,-0.079,-0.655
'[10:55:35.946 10/11/1995]',0.002,0.001,-0.021,153.100,26.075,-0.079,-0.655
'[10:55:35.948 10/11/1995]',0.002,0.001,-0.021,153.100,26.075,-0.079,-0.655
'[10:55:35.950 10/11/1995]',0.002,0.001,-0.028,153.100,26.075,-0.079,-0.655
'[10:55:35.952 10/11/1995]',0.002,0.001,-0.021,152.050,24.900,0.019,-0.649
'[10:55:35.954 10/11/1995]',0.002,0.001,-0.028,152.050,24.900,0.019,-0.649
'[10:55:35.956 10/11/1995]',0.002,0.012,-0.028,152.050,24.900,0.019,-0.649
'[10:55:35.958 10/11/1995]',0.002,0.012,-0.021,152.050,24.900,0.019,-0.649
'[10:55:35.960 10/11/1995]',0.002,0.012,-0.021,149.500,23.900,0.123,-0.642
'[10:55:35.962 10/11/1995]',0.002,0.012,-0.014,149.500,23.900,0.123,-0.642
'[10:55:35.964 10/11/1995]',0.002,0.012,-0.021,149.500,23.900,0.123,-0.642
'[10:55:35.966 10/11/1995]',0.002,0.012,-0.014,149.500,23.900,0.123,-0.642
'[10:55:35.968 10/11/1995]',0.002,0.001,-0.014,145.850,22.800,0.217,-0.636
'[10:55:35.970 10/11/1995]',0.002,0.001,-0.014,145.850,22.800,0.217,-0.636
'[10:55:35.972 10/11/1995]',0.002,0.001,-0.014,145.850,22.800,0.217,-0.636
'[10:55:35.974 10/11/1995]',0.002,0.001,-0.007,145.850,22.800,0.217,-0.636
'[10:55:35.976 10/11/1995]',0.002,0.001,-0.007,141.350,21.575,0.305,-0.629
'[10:55:35.978 10/11/1995]',0.002,0.001,-0.007,141.350,21.575,0.305,-0.629
'[10:55:35.980 10/11/1995]',0.002,0.001,-0.007,141.350,21.575,0.305,-0.629
'[10:55:35.982 10/11/1995]',0.002,0.001,-0.007,141.350,21.575,0.305,-0.629
'[10:55:35.984 10/11/1995]',0.021,0.001,0.001,136.200,20.275,0.378,-0.623
'[10:55:35.986 10/11/1995]',0.002,0.001,-0.007,136.200,20.275,0.378,-0.623
'[10:55:35.988 10/11/1995]',0.002,-0.010,0.001,136.200,20.275,0.378,-0.623
'[10:55:35.990 10/11/1995]',0.021,-0.022,0.001,136.200,20.275,0.378,-0.623
'[10:55:35.992 10/11/1995]',0.021,-0.022,0.008,130.650,19.150,0.441,-0.617
'[10:55:35.994 10/11/1995]',0.021,-0.022,0.008,130.650,19.150,0.441,-0.617
'[10:55:35.996 10/11/1995]',0.021,-0.022,0.008,130.650,19.150,0.441,-0.617
'[10:55:35.998 10/11/1995]',0.021,-0.033,0.015,130.650,19.150,0.441,-0.617
'[10:55:36.000 10/11/1995]',0.040,-0.033,0.008,124.850,18.450,0.482,-0.610
'[10:55:36.002 10/11/1995]',0.040,-0.033,0.008,124.850,18.450,0.482,-0.610
'[10:55:36.004 10/11/1995]',0.040,-0.033,0.008,124.850,18.450,0.482,-0.610
'[10:55:36.006 10/11/1995]',0.040,-0.033,0.015,124.850,18.450,0.482,-0.610
'[10:55:36.008 10/11/1995]',0.040,-0.033,0.008,118.900,18.400,0.513,-0.604
'[10:55:36.010 10/11/1995]',0.040,-0.033,0.015,118.900,18.400,0.513,-0.604
'[10:55:36.012 10/11/1995]',0.040,-0.033,0.015,118.900,18.400,0.513,-0.604
'[10:55:36.014 10/11/1995]',0.021,-0.022,0.015,118.900,18.400,0.513,-0.604
'[10:55:36.016 10/11/1995]',0.040,-0.010,0.008,113.000,18.975,0.529,-0.598
'[10:55:36.018 10/11/1995]',0.021,-0.010,0.008,113.000,18.975,0.529,-0.598
'[10:55:36.020 10/11/1995]',0.021,-0.010,0.008,113.000,18.975,0.529,-0.598
'[10:55:36.022 10/11/1995]',0.040,0.001,0.015,113.000,18.975,0.529,-0.598
'[10:55:36.024 10/11/1995]',0.021,0.001,0.015,107.100,19.975,0.526,-0.592
'[10:55:36.026 10/11/1995]',0.021,0.001,0.015,107.100,19.975,0.526,-0.592
'[10:55:36.028 10/11/1995]',0.021,0.001,0.015,107.100,19.975,0.526,-0.592
'[10:55:36.030 10/11/1995]',0.040,0.001,0.015,107.100,19.975,0.526,-0.592
'[10:55:36.032 10/11/1995]',0.040,0.001,0.015,101.150,21.325,0.522,-0.584
'[10:55:36.034 10/11/1995]',0.040,0.001,0.022,101.150,21.325,0.522,-0.584
'[10:55:36.036 10/11/1995]',0.021,0.001,0.008,101.150,21.325,0.522,-0.584
'[10:55:36.038 10/11/1995]',0.021,0.001,0.015,101.150,21.325,0.522,-0.584
'[10:55:36.040 10/11/1995]',0.021,0.001,0.022,95.350,22.850,0.497,-0.575
'[10:55:36.042 10/11/1995]',0.021,0.001,0.022,95.350,22.850,0.497,-0.575
'[10:55:36.044 10/11/1995]',0.040,0.001,0.022,95.350,22.850,0.497,-0.575
'[10:55:36.046 10/11/1995]',0.021,0.001,0.022,95.350,22.850,0.497,-0.575
'[10:55:36.048 10/11/1995]',0.021,0.001,0.022,89.850,24.325,0.469,-0.566
'[10:55:36.050 10/11/1995]',0.021,0.001,0.015,89.850,24.325,0.469,-0.566
'[10:55:36.052 10/11/1995]',0.021,0.001,0.015,89.850,24.325,0.469,-0.566
'[10:55:36.054 10/11/1995]',0.040,-0.010,0.022,89.850,24.325,0.469,-0.566
'[10:55:36.056 10/11/1995]',0.021,0.001,0.022,84.800,25.425,0.431,-0.555
'[10:55:36.058 10/11/1995]',0.021,0.001,0.022,84.800,25.425,0.431,-0.555
'[10:55:36.060 10/11/1995]',0.021,0.001,0.015,84.800,25.425,0.431,-0.555
'[10:55:36.062 10/11/1995]',0.021,0.001,0.015,84.800,25.425,0.431,-0.555
'[10:55:36.064 10/11/1995]',0.021,0.001,0.015,80.400,26.025,0.381,-0.544
'[10:55:36.066 10/11/1995]',0.002,0.001,0.015,80.400,26.025,0.381,-0.544
'[10:55:36.068 10/11/1995]',0.021,0.001,0.015,80.400,26.025,0.381,-0.544
'[10:55:36.070 10/11/1995]',0.021,0.001,0.022,80.400,26.025,0.381,-0.544
'[10:55:36.072 10/11/1995]',0.021,0.001,0.029,76.750,25.900,0.331,-0.532
'[10:55:36.074 10/11/1995]',0.021,0.001,0.036,76.750,25.900,0.331,-0.532
'[10:55:36.076 10/11/1995]',0.002,0.001,0.029,76.750,25.900,0.331,-0.532
'[10:55:36.078 10/11/1995]',0.002,0.001,0.029,76.750,25.900,0.331,-0.532
'[10:55:36.080 10/11/1995]',0.002,0.001,0.029,73.800,25.200,0.274,-0.519
'[10:55:36.082 10/11/1995]',0.002,-0.010,0.022,73.800,25.200,0.274,-0.519
'[10:55:36.084 10/11/1995]',0.002,0.001,0.022,73.800,25.200,0.274,-0.519
'[10:55:36.086 10/11/1995]',0.002,-0.010,0.015,73.800,25.200,0.274,-0.519
'[10:55:36.088 10/11/1995]',0.002,-0.010,0.015,71.450,24.200,0.211,-0.506
'[10:55:36.090 10/11/1995]',0.002,-0.010,0.015,71.450,24.200,0.211,-0.506
'[10:55:36.092 10/11/1995]',0.002,0.001,0.015,71.450,24.200,0.211,-0.506
'[10:55:36.094 10/11/1995]',0.002,0.001,0.008,71.450,24.200,0.211,-0.506
'[10:55:36.096 10/11/1995]',0.002,0.001,0.008,69.600,22.850,0.148,-0.493
'[10:55:36.098 10/11/1995]',0.002,0.001,0.001,69.600,22.850,0.148,-0.493
'[10:55:36.100 10/11/1995]',0.002,0.012,-0.007,69.600,22.850,0.148,-0.493
'[10:55:36.102 10/11/1995]',0.002,0.012,-0.007,69.600,22.850,0.148,-0.493
'[10:55:36.104 10/11/1995]',0.002,0.001,-0.007,68.100,21.375,0.079,-0.479
'[10:55:36.106 10/11/1995]',0.002,0.001,0.001,68.100,21.375,0.079,-0.479
'[10:55:36.108 10/11/1995]',0.002,-0.010,0.001,68.100,21.375,0.079,-0.479
'[10:55:36.110 10/11/1995]',0.002,-0.022,0.001,68.100,21.375,0.079,-0.479
'[10:55:36.112 10/11/1995]',0.002,-0.010,0.001,66.950,19.925,0.019,-0.465
'[10:55:36.114 10/11/1995]',0.002,0.001,0.001,66.950,19.925,0.019,-0.465
'[10:55:36.116 10/11/1995]',0.002,0.001,0.008,66.950,19.925,0.019,-0.465
'[10:55:36.118 10/11/1995]',0.021,0.001,0.001,66.950,19.925,0.019,-0.465
'[10:55:36.120 10/11/1995]',0.021,-0.022,0.001,66.150,18.750,-0.047,-0.450
'[10:55:36.122 10/11/1995]',0.040,-0.033,0.001,66.150,18.750,-0.047,-0.450
'[10:55:36.124 10/11/1995]',0.060,-0.045,0.001,66.150,18.750,-0.047,-0.450
'[10:55:36.126 10/11/1995]',0.060,-0.068,0.001,66.150,18.750,-0.047,-0.450
'[10:55:36.128 10/11/1995]',0.080,-0.079,0.001,65.550,17.875,-0.110,-0.435
'[10:55:36.130 10/11/1995]',0.080,-0.091,-0.007,65.550,17.875,-0.110,-0.435
'[10:55:36.132 10/11/1995]',0.080,-0.091,-0.028,65.550,17.875,-0.110,-0.435
'[10:55:36.134 10/11/1995]',0.060,-0.079,-0.050,65.550,17.875,-0.110,-0.435
'[10:55:36.136 10/11/1995]',0.002,-0.056,-0.079,65.200,17.275,-0.167,-0.421
'[10:55:36.138 10/11/1995]',-0.057,0.001,-0.115,65.200,17.275,-0.167,-0.421
'[10:55:36.140 10/11/1995]',-0.175,0.058,-0.151,65.200,17.275,-0.167,-0.421
'[10:55:36.142 10/11/1995]',-0.292,0.150,-0.172,65.200,17.275,-0.167,-0.421
