'Time and date','MCL1','V','ABP','PLETH','RESP'
'[11:08:33.696 07/11/1995]',0.001,0.018,54.737,0.000,-0.545
'[11:08:33.698 07/11/1995]',0.001,0.018,54.737,0.000,-0.545
'[11:08:33.700 07/11/1995]',0.001,0.018,54.737,0.000,-0.545
'[11:08:33.702 07/11/1995]',0.001,0.018,54.737,0.000,-0.545
'[11:08:33.704 07/11/1995]',0.001,0.018,55.188,0.000,-0.550
'[11:08:33.706 07/11/1995]',0.011,0.018,55.188,0.000,-0.550
'[11:08:33.708 07/11/1995]',0.011,0.018,55.188,0.000,-0.550
'[11:08:33.710 07/11/1995]',0.011,0.018,55.188,0.000,-0.550
'[11:08:33.712 07/11/1995]',0.001,0.018,55.489,0.000,-0.556
'[11:08:33.714 07/11/1995]',0.001,0.018,55.489,0.000,-0.556
'[11:08:33.716 07/11/1995]',0.001,0.018,55.489,0.000,-0.556
'[11:08:33.718 07/11/1995]',0.001,0.018,55.489,0.000,-0.556
'[11:08:33.720 07/11/1995]',0.001,0.018,55.865,0.000,-0.562
'[11:08:33.722 07/11/1995]',0.001,0.018,55.865,0.000,-0.562
'[11:08:33.724 07/11/1995]',0.001,0.018,55.865,0.000,-0.562
'[11:08:33.726 07/11/1995]',0.011,0.018,55.865,0.000,-0.562
'[11:08:33.728 07/11/1995]',0.001,0.018,56.241,0.000,-0.568
'[11:08:33.730 07/11/1995]',0.001,0.018,56.241,0.000,-0.568
'[11:08:33.732 07/11/1995]',0.001,0.018,56.241,0.000,-0.568
'[11:08:33.734 07/11/1995]',0.001,0.018,56.241,0.000,-0.568
'[11:08:33.736 07/11/1995]',0.001,0.018,56.466,0.000,-0.574
'[11:08:33.738 07/11/1995]',0.001,0.018,56.466,0.000,-0.574
'[11:08:33.740 07/11/1995]',0.001,0.018,56.466,0.000,-0.574
'[11:08:33.742 07/11/1995]',0.001,0.018,56.466,0.000,-0.574
'[11:08:33.744 07/11/1995]',0.001,0.018,56.617,0.000,-0.580
'[11:08:33.746 07/11/1995]',0.001,0.017,56.617,0.000,-0.580
'[11:08:33.748 07/11/1995]',0.001,0.016,56.617,0.000,-0.580
'[11:08:33.750 07/11/1995]',0.001,0.015,56.617,0.000,-0.580
'[11:08:33.752 07/11/1995]',0.001,0.015,56.767,0.000,-0.586
'[11:08:33.754 07/11/1995]',0.001,0.014,56.767,0.000,-0.586
'[11:08:33.756 07/11/1995]',0.001,0.014,56.767,0.000,-0.586
'[11:08:33.758 07/11/1995]',0.001,0.014,56.767,0.000,-0.586
'[11:08:33.760 07/11/1995]',0.001,0.014,56.767,0.000,-0.591
'[11:08:33.762 07/11/1995]',0.001,0.014,56.767,0.000,-0.591
'[11:08:33.764 07/11/1995]',0.001,0.014,56.767,0.000,-0.591
'[11:08:33.766 07/11/1995]',0.001,0.014,56.767,0.000,-0.591
'[11:08:33.768 07/11/1995]',0.001,0.014,56.767,0.000,-0.598
'[11:08:33.770 07/11/1995]',0.001,0.014,56.767,0.000,-0.598
'[11:08:33.772 07/11/1995]',0.001,0.014,56.767,0.000,-0.598
'[11:08:33.774 07/11/1995]',0.001,0.014,56.767,0.000,-0.598
'[11:08:33.776 07/11/1995]',0.001,0.014,56.767,0.000,-0.605
'[11:08:33.778 07/11/1995]',0.001,0.014,56.767,0.000,-0.605
'[11:08:33.780 07/11/1995]',0.001,0.014,56.767,0.000,-0.605
'[11:08:33.782 07/11/1995]',0.001,0.014,56.767,0.000,-0.605
'[11:08:33.784 07/11/1995]',0.001,0.014,56.767,0.000,-0.614
'[11:08:33.786 07/11/1995]',0.001,0.014,56.767,0.000,-0.614
'[11:08:33.788 07/11/1995]',0.001,0.014,56.767,0.000,-0.614
'[11:08:33.790 07/11/1995]',0.001,0.014,56.767,0.000,-0.614
'[11:08:33.792 07/11/1995]',0.001,0.014,56.541,0.000,-0.624
'[11:08:33.794 07/11/1995]',0.001,0.014,56.541,0.000,-0.624
'[11:08:33.796 07/11/1995]',0.001,0.014,56.541,0.000,-0.624
'[11:08:33.798 07/11/1995]',0.001,0.014,56.541,0.000,-0.624
'[11:08:33.800 07/11/1995]',0.001,0.014,56.391,0.000,-0.634
'[11:08:33.802 07/11/1995]',0.001,0.014,56.391,0.000,-0.634
'[11:08:33.804 07/11/1995]',0.001,0.014,56.391,0.000,-0.634
'[11:08:33.806 07/11/1995]',0.001,0.014,56.391,0.000,-0.634
'[11:08:33.808 07/11/1995]',0.001,0.014,56.165,0.000,-0.645
'[11:08:33.810 07/11/1995]',0.001,0.014,56.165,0.000,-0.645
'[11:08:33.812 07/11/1995]',0.001,0.014,56.165,0.000,-0.645
'[11:08:33.814 07/11/1995]',0.001,0.014,56.165,0.000,-0.645
'[11:08:33.816 07/11/1995]',0.001,0.014,55.940,0.000,-0.656
'[11:08:33.818 07/11/1995]',0.001,0.014,55.940,0.000,-0.656
'[11:08:33.820 07/11/1995]',0.001,0.014,55.940,0.000,-0.656
'[11:08:33.822 07/11/1995]',0.001,0.014,55.940,0.000,-0.656
'[11:08:33.824 07/11/1995]',0.001,0.014,55.639,0.000,-0.669
'[11:08:33.826 07/11/1995]',0.001,0.014,55.639,0.000,-0.669
'[11:08:33.828 07/11/1995]',0.001,0.014,55.639,0.000,-0.669
'[11:08:33.830 07/11/1995]',0.001,0.014,55.639,0.000,-0.669
'[11:08:33.832 07/11/1995]',0.001,0.014,55.414,0.000,-0.682
'[11:08:33.834 07/11/1995]',0.001,0.014,55.414,0.000,-0.682
'[11:08:33.836 07/11/1995]',0.001,0.014,55.414,0.000,-0.682
'[11:08:33.838 07/11/1995]',0.001,0.014,55.414,0.000,-0.682
'[11:08:33.840 07/11/1995]',0.001,0.014,55.113,0.000,-0.696
'[11:08:33.842 07/11/1995]',0.001,0.014,55.113,0.000,-0.696
'[11:08:33.844 07/11/1995]',0.001,0.014,55.113,0.000,-0.696
'[11:08:33.846 07/11/1995]',0.001,0.014,55.113,0.000,-0.696
'[11:08:33.848 07/11/1995]',0.001,0.014,54.812,0.000,-0.710
'[11:08:33.850 07/11/1995]',0.001,0.014,54.812,0.000,-0.710
'[11:08:33.852 07/11/1995]',0.001,0.014,54.812,0.000,-0.710
'[11:08:33.854 07/11/1995]',0.001,0.014,54.812,0.000,-0.710
'[11:08:33.856 07/11/1995]',0.001,0.014,54.436,0.000,-0.724
'[11:08:33.858 07/11/1995]',0.001,0.014,54.436,0.000,-0.724
'[11:08:33.860 07/11/1995]',0.001,0.014,54.436,0.000,-0.724
'[11:08:33.862 07/11/1995]',0.001,0.014,54.436,0.000,-0.724
'[11:08:33.864 07/11/1995]',0.001,0.014,54.060,0.000,-0.739
'[11:08:33.866 07/11/1995]',0.001,0.014,54.060,0.000,-0.739
'[11:08:33.868 07/11/1995]',0.001,0.014,54.060,0.000,-0.739
'[11:08:33.870 07/11/1995]',0.001,0.014,54.060,0.000,-0.739
'[11:08:33.872 07/11/1995]',0.001,0.014,53.759,0.000,-0.753
'[11:08:33.874 07/11/1995]',0.001,0.014,53.759,0.000,-0.753
'[11:08:33.876 07/11/1995]',0.001,0.014,53.759,0.000,-0.753
'[11:08:33.878 07/11/1995]',0.001,0.014,53.759,0.000,-0.753
'[11:08:33.880 07/11/1995]',0.001,0.014,53.383,0.000,-0.768
'[11:08:33.882 07/11/1995]',0.001,0.014,53.383,0.000,-0.768
'[11:08:33.884 07/11/1995]',0.001,0.014,53.383,0.000,-0.768
'[11:08:33.886 07/11/1995]',0.001,0.014,53.383,0.000,-0.768
'[11:08:33.888 07/11/1995]',0.001,0.014,53.008,0.000,-0.783
'[11:08:33.890 07/11/1995]',0.001,0.014,53.008,0.000,-0.783
'[11:08:33.892 07/11/1995]',0.001,0.014,53.008,0.000,-0.783
'[11:08:33.894 07/11/1995]',0.001,0.014,53.008,0.000,-0.783
'[11:08:33.896 07/11/1995]',0.001,0.014,52.707,0.000,-0.797
'[11:08:33.898 07/11/1995]',-0.010,0.014,52.707,0.000,-0.797
'[11:08:33.900 07/11/1995]',-0.010,0.014,52.707,0.000,-0.797
'[11:08:33.902 07/11/1995]',0.001,0.014,52.707,0.000,-0.797
'[11:08:33.904 07/11/1995]',0.001,0.014,52.331,0.000,-0.811
'[11:08:33.906 07/11/1995]',0.001,0.014,52.331,0.000,-0.811
'[11:08:33.908 07/11/1995]',0.001,0.015,52.331,0.000,-0.811
'[11:08:33.910 07/11/1995]',0.001,0.015,52.331,0.000,-0.811
'[11:08:33.912 07/11/1995]',0.001,0.016,51.955,0.000,-0.824
'[11:08:33.914 07/11/1995]',0.001,0.017,51.955,0.000,-0.824
'[11:08:33.916 07/11/1995]',0.001,0.018,51.955,0.000,-0.824
'[11:08:33.918 07/11/1995]',0.001,0.019,51.955,0.000,-0.824
'[11:08:33.920 07/11/1995]',0.001,0.018,51.579,0.000,-0.837
'[11:08:33.922 07/11/1995]',0.011,0.018,51.579,0.000,-0.837
'[11:08:33.924 07/11/1995]',0.011,0.018,51.579,0.000,-0.837
'[11:08:33.926 07/11/1995]',0.011,0.018,51.579,0.000,-0.837
'[11:08:33.928 07/11/1995]',0.011,0.018,51.203,0.000,-0.848
'[11:08:33.930 07/11/1995]',0.001,0.017,51.203,0.000,-0.848
'[11:08:33.932 07/11/1995]',0.001,0.016,51.203,0.000,-0.848
'[11:08:33.934 07/11/1995]',0.001,0.015,51.203,0.000,-0.848
'[11:08:33.936 07/11/1995]',0.001,0.015,50.902,0.000,-0.859
'[11:08:33.938 07/11/1995]',0.001,0.014,50.902,0.000,-0.859
'[11:08:33.940 07/11/1995]',0.001,0.015,50.902,0.000,-0.859
'[11:08:33.942 07/11/1995]',0.001,0.015,50.902,0.000,-0.859
'[11:08:33.944 07/11/1995]',0.001,0.016,50.526,0.000,-0.868
'[11:08:33.946 07/11/1995]',0.001,0.017,50.526,0.000,-0.868
'[11:08:33.948 07/11/1995]',0.001,0.018,50.526,0.000,-0.868
'[11:08:33.950 07/11/1995]',0.001,0.020,50.526,0.000,-0.868
'[11:08:33.952 07/11/1995]',0.001,0.021,50.150,0.000,-0.876
'[11:08:33.954 07/11/1995]',0.001,0.021,50.150,0.000,-0.876
'[11:08:33.956 07/11/1995]',0.011,0.021,50.150,0.000,-0.876
'[11:08:33.958 07/11/1995]',0.011,0.022,50.150,0.000,-0.876
'[11:08:33.960 07/11/1995]',0.011,0.021,49.774,0.000,-0.884
'[11:08:33.962 07/11/1995]',0.001,0.021,49.774,0.000,-0.884
'[11:08:33.964 07/11/1995]',0.001,0.020,49.774,0.000,-0.884
'[11:08:33.966 07/11/1995]',0.001,0.019,49.774,0.000,-0.884
'[11:08:33.968 07/11/1995]',0.001,0.018,49.474,0.000,-0.890
'[11:08:33.970 07/11/1995]',0.001,0.017,49.474,0.000,-0.890
'[11:08:33.972 07/11/1995]',0.001,0.018,49.474,0.000,-0.890
'[11:08:33.974 07/11/1995]',0.001,0.018,49.474,0.000,-0.890
'[11:08:33.976 07/11/1995]',0.001,0.018,49.098,0.000,-0.895
'[11:08:33.978 07/11/1995]',0.001,0.017,49.098,0.000,-0.895
'[11:08:33.980 07/11/1995]',0.001,0.016,49.098,0.000,-0.895
'[11:08:33.982 07/11/1995]',0.001,0.015,49.098,0.000,-0.895
'[11:08:33.984 07/11/1995]',-0.010,0.015,48.797,0.000,-0.898
'[11:08:33.986 07/11/1995]',-0.010,0.014,48.797,0.000,-0.898
'[11:08:33.988 07/11/1995]',-0.010,0.014,48.797,0.000,-0.898
'[11:08:33.990 07/11/1995]',-0.010,0.014,48.797,0.000,-0.898
'[11:08:33.992 07/11/1995]',-0.010,0.014,48.496,0.000,-0.901
'[11:08:33.994 07/11/1995]',-0.010,0.014,48.496,0.000,-0.901
'[11:08:33.996 07/11/1995]',-0.010,0.014,48.496,0.000,-0.901
'[11:08:33.998 07/11/1995]',-0.010,0.014,48.496,0.000,-0.901
'[11:08:34.000 07/11/1995]',-0.021,0.014,48.195,0.000,-0.904
'[11:08:34.002 07/11/1995]',-0.010,0.014,48.195,0.000,-0.904
'[11:08:34.004 07/11/1995]',-0.010,0.014,48.195,0.000,-0.904
'[11:08:34.006 07/11/1995]',-0.010,0.014,48.195,0.000,-0.904
'[11:08:34.008 07/11/1995]',-0.010,0.014,47.895,0.000,-0.906
'[11:08:34.010 07/11/1995]',-0.010,0.014,47.895,0.000,-0.906
'[11:08:34.012 07/11/1995]',-0.010,0.014,47.895,0.000,-0.906
'[11:08:34.014 07/11/1995]',-0.010,0.014,47.895,0.000,-0.906
'[11:08:34.016 07/11/1995]',-0.010,0.014,47.669,0.000,-0.908
'[11:08:34.018 07/11/1995]',-0.010,0.014,47.669,0.000,-0.908
'[11:08:34.020 07/11/1995]',-0.010,0.014,47.669,0.000,-0.908
'[11:08:34.022 07/11/1995]',0.001,0.014,47.669,0.000,-0.908
'[11:08:34.024 07/11/1995]',0.001,0.015,47.444,0.000,-0.909
'[11:08:34.026 07/11/1995]',0.001,0.015,47.444,0.000,-0.909
'[11:08:34.028 07/11/1995]',0.001,0.016,47.444,0.000,-0.909
'[11:08:34.030 07/11/1995]',0.001,0.017,47.444,0.000,-0.909
'[11:08:34.032 07/11/1995]',0.001,0.018,47.218,0.000,-0.909
'[11:08:34.034 07/11/1995]',0.001,0.020,47.218,0.000,-0.909
'[11:08:34.036 07/11/1995]',0.001,0.025,47.218,0.000,-0.909
'[11:08:34.038 07/11/1995]',0.001,0.029,47.218,0.000,-0.909
'[11:08:34.040 07/11/1995]',0.011,0.047,47.068,0.000,-0.908
'[11:08:34.042 07/11/1995]',0.011,0.065,47.068,0.000,-0.908
'[11:08:34.044 07/11/1995]',0.011,0.102,47.068,0.000,-0.908
'[11:08:34.046 07/11/1995]',0.011,0.140,47.068,0.000,-0.908
'[11:08:34.048 07/11/1995]',0.034,0.200,46.842,0.000,-0.906
'[11:08:34.050 07/11/1995]',0.067,0.260,46.842,0.000,-0.906
'[11:08:34.052 07/11/1995]',0.121,0.335,46.842,0.000,-0.906
'[11:08:34.054 07/11/1995]',0.198,0.410,46.842,0.000,-0.906
'[11:08:34.056 07/11/1995]',0.286,0.482,46.617,0.000,-0.904
'[11:08:34.058 07/11/1995]',0.373,0.555,46.617,0.000,-0.904
'[11:08:34.060 07/11/1995]',0.451,0.604,46.617,0.000,-0.904
'[11:08:34.062 07/11/1995]',0.527,0.653,46.617,0.000,-0.904
'[11:08:34.064 07/11/1995]',0.571,0.665,46.541,0.000,-0.902
'[11:08:34.066 07/11/1995]',0.604,0.677,46.541,0.000,-0.902
'[11:08:34.068 07/11/1995]',0.604,0.650,46.541,0.000,-0.902
'[11:08:34.070 07/11/1995]',0.593,0.623,46.541,0.000,-0.902
'[11:08:34.072 07/11/1995]',0.560,0.568,46.316,0.000,-0.899
'[11:08:34.074 07/11/1995]',0.516,0.513,46.316,0.000,-0.899
'[11:08:34.076 07/11/1995]',0.451,0.446,46.316,0.000,-0.899
'[11:08:34.078 07/11/1995]',0.351,0.379,46.316,0.000,-0.899
'[11:08:34.080 07/11/1995]',0.253,0.314,46.165,0.000,-0.897
'[11:08:34.082 07/11/1995]',0.165,0.248,46.165,0.000,-0.897
'[11:08:34.084 07/11/1995]',0.088,0.194,46.165,0.000,-0.897
'[11:08:34.086 07/11/1995]',0.034,0.140,46.165,0.000,-0.897
'[11:08:34.088 07/11/1995]',-0.010,0.101,46.015,0.000,-0.894
'[11:08:34.090 07/11/1995]',-0.054,0.061,46.015,0.000,-0.894
'[11:08:34.092 07/11/1995]',-0.076,0.034,46.015,0.000,-0.894
'[11:08:34.094 07/11/1995]',-0.087,0.007,46.015,0.000,-0.894
'[11:08:34.096 07/11/1995]',-0.098,-0.011,45.865,0.000,-0.891
'[11:08:34.098 07/11/1995]',-0.087,-0.029,45.865,0.000,-0.891
'[11:08:34.100 07/11/1995]',-0.087,-0.039,45.865,0.000,-0.891
'[11:08:34.102 07/11/1995]',-0.087,-0.049,45.865,0.000,-0.891
'[11:08:34.104 07/11/1995]',-0.087,-0.054,45.714,0.000,-0.888
'[11:08:34.106 07/11/1995]',-0.076,-0.060,45.714,0.000,-0.888
'[11:08:34.108 07/11/1995]',-0.076,-0.061,45.714,0.000,-0.888
'[11:08:34.110 07/11/1995]',-0.076,-0.063,45.714,0.000,-0.888
'[11:08:34.112 07/11/1995]',-0.076,-0.062,45.564,0.000,-0.884
'[11:08:34.114 07/11/1995]',-0.076,-0.062,45.564,0.000,-0.884
'[11:08:34.116 07/11/1995]',-0.076,-0.061,45.564,0.000,-0.884
'[11:08:34.118 07/11/1995]',-0.076,-0.060,45.564,0.000,-0.884
'[11:08:34.120 07/11/1995]',-0.054,-0.059,45.489,0.000,-0.880
'[11:08:34.122 07/11/1995]',-0.054,-0.059,45.489,0.000,-0.880
'[11:08:34.124 07/11/1995]',-0.054,-0.059,45.489,0.000,-0.880
'[11:08:34.126 07/11/1995]',-0.054,-0.058,45.489,0.000,-0.880
'[11:08:34.128 07/11/1995]',-0.054,-0.059,45.338,0.000,-0.875
'[11:08:34.130 07/11/1995]',-0.054,-0.059,45.338,0.000,-0.875
'[11:08:34.132 07/11/1995]',-0.065,-0.059,45.338,0.000,-0.875
'[11:08:34.134 07/11/1995]',-0.065,-0.059,45.338,0.000,-0.875
'[11:08:34.136 07/11/1995]',-0.054,-0.059,45.263,0.000,-0.870
'[11:08:34.138 07/11/1995]',-0.054,-0.058,45.263,0.000,-0.870
'[11:08:34.140 07/11/1995]',-0.054,-0.057,45.263,0.000,-0.870
'[11:08:34.142 07/11/1995]',-0.054,-0.056,45.263,0.000,-0.870
'[11:08:34.144 07/11/1995]',-0.054,-0.056,45.113,0.000,-0.864
'[11:08:34.146 07/11/1995]',-0.054,-0.055,45.113,0.000,-0.864
'[11:08:34.148 07/11/1995]',-0.054,-0.056,45.113,0.000,-0.864
'[11:08:34.150 07/11/1995]',-0.065,-0.056,45.113,0.000,-0.864
'[11:08:34.152 07/11/1995]',-0.054,-0.058,44.962,0.000,-0.857
'[11:08:34.154 07/11/1995]',-0.054,-0.059,44.962,0.000,-0.857
'[11:08:34.156 07/11/1995]',-0.054,-0.059,44.962,0.000,-0.857
'[11:08:34.158 07/11/1995]',-0.054,-0.060,44.962,0.000,-0.857
'[11:08:34.160 07/11/1995]',-0.054,-0.060,44.887,0.000,-0.850
'[11:08:34.162 07/11/1995]',-0.054,-0.061,44.887,0.000,-0.850
'[11:08:34.164 07/11/1995]',-0.065,-0.060,44.887,0.000,-0.850
'[11:08:34.166 07/11/1995]',-0.065,-0.060,44.887,0.000,-0.850
'[11:08:34.168 07/11/1995]',-0.065,-0.059,44.737,0.000,-0.842
'[11:08:34.170 07/11/1995]',-0.054,-0.058,44.737,0.000,-0.842
'[11:08:34.172 07/11/1995]',-0.054,-0.057,44.737,0.000,-0.842
'[11:08:34.174 07/11/1995]',-0.054,-0.055,44.737,0.000,-0.842
'[11:08:34.176 07/11/1995]',-0.054,-0.055,44.662,0.000,-0.834
'[11:08:34.178 07/11/1995]',-0.054,-0.055,44.662,0.000,-0.834
'[11:08:34.180 07/11/1995]',-0.054,-0.055,44.662,0.000,-0.834
'[11:08:34.182 07/11/1995]',-0.065,-0.055,44.662,0.000,-0.834
'[11:08:34.184 07/11/1995]',-0.065,-0.055,44.511,0.000,-0.826
'[11:08:34.186 07/11/1995]',-0.054,-0.055,44.511,0.000,-0.826
'[11:08:34.188 07/11/1995]',-0.054,-0.055,44.511,0.000,-0.826
'[11:08:34.190 07/11/1995]',-0.054,-0.055,44.511,0.000,-0.826
'[11:08:34.192 07/11/1995]',-0.054,-0.055,44.436,0.000,-0.817
'[11:08:34.194 07/11/1995]',-0.054,-0.055,44.436,0.000,-0.817
'[11:08:34.196 07/11/1995]',-0.054,-0.056,44.436,0.000,-0.817
'[11:08:34.198 07/11/1995]',-0.065,-0.056,44.436,0.000,-0.817
'[11:08:34.200 07/11/1995]',-0.065,-0.058,44.361,0.000,-0.806
'[11:08:34.202 07/11/1995]',-0.054,-0.059,44.361,0.000,-0.806
'[11:08:34.204 07/11/1995]',-0.054,-0.059,44.361,0.000,-0.806
'[11:08:34.206 07/11/1995]',-0.054,-0.059,44.361,0.000,-0.806
'[11:08:34.208 07/11/1995]',-0.054,-0.059,44.211,0.000,-0.796
'[11:08:34.210 07/11/1995]',-0.054,-0.059,44.211,0.000,-0.796
'[11:08:34.212 07/11/1995]',-0.054,-0.059,44.211,0.000,-0.796
'[11:08:34.214 07/11/1995]',-0.065,-0.060,44.211,0.000,-0.796
'[11:08:34.216 07/11/1995]',-0.065,-0.061,44.135,0.000,-0.785
'[11:08:34.218 07/11/1995]',-0.054,-0.062,44.135,0.000,-0.785
'[11:08:34.220 07/11/1995]',-0.054,-0.062,44.135,0.000,-0.785
'[11:08:34.222 07/11/1995]',-0.054,-0.063,44.135,0.000,-0.785
'[11:08:34.224 07/11/1995]',-0.043,-0.063,44.060,0.000,-0.775
'[11:08:34.226 07/11/1995]',-0.054,-0.063,44.060,0.000,-0.775
'[11:08:34.228 07/11/1995]',-0.054,-0.063,44.060,0.000,-0.775
'[11:08:34.230 07/11/1995]',-0.054,-0.063,44.060,0.000,-0.775
'[11:08:34.232 07/11/1995]',-0.065,-0.063,44.060,0.000,-0.765
'[11:08:34.234 07/11/1995]',-0.054,-0.063,44.060,0.000,-0.765
'[11:08:34.236 07/11/1995]',-0.054,-0.063,44.060,0.000,-0.765
'[11:08:34.238 07/11/1995]',-0.043,-0.063,44.060,0.000,-0.765
'[11:08:34.240 07/11/1995]',-0.043,-0.063,44.361,0.000,-0.755
'[11:08:34.242 07/11/1995]',-0.043,-0.063,44.361,0.000,-0.755
'[11:08:34.244 07/11/1995]',-0.043,-0.063,44.361,0.000,-0.755
'[11:08:34.246 07/11/1995]',-0.054,-0.063,44.361,0.000,-0.755
'[11:08:34.248 07/11/1995]',-0.054,-0.062,45.489,0.000,-0.746
'[11:08:34.250 07/11/1995]',-0.054,-0.062,45.489,0.000,-0.746
'[11:08:34.252 07/11/1995]',-0.054,-0.061,45.489,0.000,-0.746
'[11:08:34.254 07/11/1995]',-0.043,-0.060,45.489,0.000,-0.746
'[11:08:34.256 07/11/1995]',-0.043,-0.059,48.271,0.000,-0.736
'[11:08:34.258 07/11/1995]',-0.043,-0.059,48.271,0.000,-0.736
'[11:08:34.260 07/11/1995]',-0.032,-0.059,48.271,0.000,-0.736
'[11:08:34.262 07/11/1995]',-0.043,-0.059,48.271,0.000,-0.736
'[11:08:34.264 07/11/1995]',-0.043,-0.060,53.008,0.000,-0.727
'[11:08:34.266 07/11/1995]',-0.043,-0.062,53.008,0.000,-0.727
'[11:08:34.268 07/11/1995]',-0.043,-0.062,53.008,0.000,-0.727
'[11:08:34.270 07/11/1995]',-0.043,-0.063,53.008,0.000,-0.727
'[11:08:34.272 07/11/1995]',-0.032,-0.063,59.398,0.000,-0.718
'[11:08:34.274 07/11/1995]',-0.032,-0.063,59.398,0.000,-0.718
'[11:08:34.276 07/11/1995]',-0.032,-0.063,59.398,0.000,-0.718
'[11:08:34.278 07/11/1995]',-0.043,-0.063,59.398,0.000,-0.718
'[11:08:34.280 07/11/1995]',-0.043,-0.063,66.316,0.000,-0.709
'[11:08:34.282 07/11/1995]',-0.043,-0.063,66.316,0.000,-0.709
'[11:08:34.284 07/11/1995]',-0.043,-0.064,66.316,0.000,-0.709
'[11:08:34.286 07/11/1995]',-0.032,-0.064,66.316,0.000,-0.709
'[11:08:34.288 07/11/1995]',-0.032,-0.065,73.383,0.000,-0.700
'[11:08:34.290 07/11/1995]',-0.032,-0.066,73.383,0.000,-0.700
'[11:08:34.292 07/11/1995]',-0.032,-0.067,73.383,0.000,-0.700
'[11:08:34.294 07/11/1995]',-0.032,-0.067,73.383,0.000,-0.700
'[11:08:34.296 07/11/1995]',-0.043,-0.068,80.376,0.000,-0.692
'[11:08:34.298 07/11/1995]',-0.043,-0.069,80.376,0.000,-0.692
'[11:08:34.300 07/11/1995]',-0.054,-0.070,80.376,0.000,-0.692
'[11:08:34.302 07/11/1995]',-0.054,-0.071,80.376,0.000,-0.692
'[11:08:34.304 07/11/1995]',-0.043,-0.071,87.293,0.000,-0.682
'[11:08:34.306 07/11/1995]',-0.032,-0.072,87.293,0.000,-0.682
'[11:08:34.308 07/11/1995]',-0.032,-0.071,87.293,0.000,-0.682
'[11:08:34.310 07/11/1995]',-0.032,-0.071,87.293,0.000,-0.682
'[11:08:34.312 07/11/1995]',-0.032,-0.070,93.835,0.000,-0.674
'[11:08:34.314 07/11/1995]',-0.043,-0.069,93.835,0.000,-0.674
'[11:08:34.316 07/11/1995]',-0.043,-0.070,93.835,0.000,-0.674
'[11:08:34.318 07/11/1995]',-0.032,-0.071,93.835,0.000,-0.674
'[11:08:34.320 07/11/1995]',-0.032,-0.072,99.774,0.000,-0.667
'[11:08:34.322 07/11/1995]',-0.032,-0.073,99.774,0.000,-0.667
'[11:08:34.324 07/11/1995]',-0.032,-0.073,99.774,0.000,-0.667
'[11:08:34.326 07/11/1995]',-0.032,-0.074,99.774,0.000,-0.667
'[11:08:34.328 07/11/1995]',-0.032,-0.073,104.887,0.000,-0.660
'[11:08:34.330 07/11/1995]',-0.043,-0.072,104.887,0.000,-0.660
'[11:08:34.332 07/11/1995]',-0.043,-0.071,104.887,0.000,-0.660
'[11:08:34.334 07/11/1995]',-0.043,-0.070,104.887,0.000,-0.660
'[11:08:34.336 07/11/1995]',-0.043,-0.069,109.023,0.000,-0.654
'[11:08:34.338 07/11/1995]',-0.032,-0.068,109.023,0.000,-0.654
'[11:08:34.340 07/11/1995]',-0.032,-0.068,109.023,0.000,-0.654
'[11:08:34.342 07/11/1995]',-0.032,-0.067,109.023,0.000,-0.654
'[11:08:34.344 07/11/1995]',-0.032,-0.066,112.030,0.000,-0.649
'[11:08:34.346 07/11/1995]',-0.032,-0.065,112.030,0.000,-0.649
'[11:08:34.348 07/11/1995]',-0.032,-0.064,112.030,0.000,-0.649
'[11:08:34.350 07/11/1995]',-0.032,-0.063,112.030,0.000,-0.649
'[11:08:34.352 07/11/1995]',-0.032,-0.062,113.910,0.000,-0.645
'[11:08:34.354 07/11/1995]',-0.032,-0.061,113.910,0.000,-0.645
'[11:08:34.356 07/11/1995]',-0.021,-0.060,113.910,0.000,-0.645
'[11:08:34.358 07/11/1995]',-0.021,-0.060,113.910,0.000,-0.645
'[11:08:34.360 07/11/1995]',-0.032,-0.059,114.887,0.000,-0.641
'[11:08:34.362 07/11/1995]',-0.032,-0.058,114.887,0.000,-0.641
'[11:08:34.364 07/11/1995]',-0.032,-0.056,114.887,0.000,-0.641
'[11:08:34.366 07/11/1995]',-0.032,-0.054,114.887,0.000,-0.641
'[11:08:34.368 07/11/1995]',-0.032,-0.052,115.038,0.000,-0.639
'[11:08:34.370 07/11/1995]',-0.032,-0.051,115.038,0.000,-0.639
'[11:08:34.372 07/11/1995]',-0.032,-0.049,115.038,0.000,-0.639
'[11:08:34.374 07/11/1995]',-0.021,-0.047,115.038,0.000,-0.639
'[11:08:34.376 07/11/1995]',-0.021,-0.045,114.586,0.000,-0.636
'[11:08:34.378 07/11/1995]',-0.021,-0.043,114.586,0.000,-0.636
'[11:08:34.380 07/11/1995]',-0.032,-0.042,114.586,0.000,-0.636
'[11:08:34.382 07/11/1995]',-0.032,-0.040,114.586,0.000,-0.636
'[11:08:34.384 07/11/1995]',-0.021,-0.038,113.684,0.000,-0.633
'[11:08:34.386 07/11/1995]',-0.021,-0.036,113.684,0.000,-0.633
'[11:08:34.388 07/11/1995]',-0.021,-0.035,113.684,0.000,-0.633
'[11:08:34.390 07/11/1995]',-0.010,-0.033,113.684,0.000,-0.633
'[11:08:34.392 07/11/1995]',-0.010,-0.033,112.556,0.000,-0.630
