'Time and date','II ','V ','PLETH ','RESP '
'[08:22:12.784 24/01/1995]',-0.095,0.003,-0.284,-0.159
'[08:22:12.786 24/01/1995]',-0.095,0.003,-0.284,-0.159
'[08:22:12.788 24/01/1995]',-0.095,0.003,-0.284,-0.159
'[08:22:12.790 24/01/1995]',-0.095,0.003,-0.284,-0.159
'[08:22:12.792 24/01/1995]',-0.062,0.035,-0.296,-0.237
'[08:22:12.794 24/01/1995]',-0.062,0.035,-0.296,-0.237
'[08:22:12.796 24/01/1995]',-0.062,0.035,-0.296,-0.237
'[08:22:12.798 24/01/1995]',-0.062,0.068,-0.296,-0.237
'[08:22:12.800 24/01/1995]',-0.062,0.102,-0.315,-0.323
'[08:22:12.802 24/01/1995]',-0.062,0.102,-0.315,-0.323
'[08:22:12.804 24/01/1995]',-0.030,0.135,-0.315,-0.323
'[08:22:12.806 24/01/1995]',0.003,0.135,-0.315,-0.323
'[08:22:12.808 24/01/1995]',0.034,0.135,-0.321,-0.415
'[08:22:12.810 24/01/1995]',0.067,0.102,-0.321,-0.415
'[08:22:12.812 24/01/1995]',0.165,0.102,-0.321,-0.415
'[08:22:12.814 24/01/1995]',0.263,0.068,-0.321,-0.415
'[08:22:12.816 24/01/1995]',0.361,0.003,-0.333,-0.515
'[08:22:12.818 24/01/1995]',0.490,-0.064,-0.333,-0.515
'[08:22:12.820 24/01/1995]',0.620,-0.131,-0.333,-0.515
'[08:22:12.822 24/01/1995]',0.620,-0.164,-0.333,-0.515
'[08:22:12.824 24/01/1995]',0.620,-0.198,-0.350,-0.622
'[08:22:12.826 24/01/1995]',0.490,-0.231,-0.350,-0.622
'[08:22:12.828 24/01/1995]',0.328,-0.264,-0.350,-0.622
'[08:22:12.830 24/01/1995]',0.197,-0.264,-0.350,-0.622
'[08:22:12.832 24/01/1995]',0.067,-0.298,-0.356,-0.735
'[08:22:12.834 24/01/1995]',0.003,-0.264,-0.356,-0.735
'[08:22:12.836 24/01/1995]',-0.062,-0.264,-0.356,-0.735
'[08:22:12.838 24/01/1995]',-0.128,-0.231,-0.356,-0.735
'[08:22:12.840 24/01/1995]',-0.193,-0.231,-0.375,-0.855
'[08:22:12.842 24/01/1995]',-0.226,-0.164,-0.375,-0.855
'[08:22:12.844 24/01/1995]',-0.291,-0.131,-0.375,-0.855
'[08:22:12.846 24/01/1995]',-0.291,-0.097,-0.375,-0.855
'[08:22:12.848 24/01/1995]',-0.291,-0.064,-0.387,-0.982
'[08:22:12.850 24/01/1995]',-0.291,-0.030,-0.387,-0.982
'[08:22:12.852 24/01/1995]',-0.291,-0.030,-0.387,-0.982
'[08:22:12.854 24/01/1995]',-0.226,0.003,-0.387,-0.982
'[08:22:12.856 24/01/1995]',-0.193,0.003,-0.393,-
'[08:22:12.858 24/01/1995]',-0.160,0.003,-0.393,-
'[08:22:12.860 24/01/1995]',-0.128,0.035,-0.393,-
'[08:22:12.862 24/01/1995]',-0.095,0.035,-0.393,-
'[08:22:12.864 24/01/1995]',-0.095,0.035,-0.405,-
'[08:22:12.866 24/01/1995]',-0.095,0.035,-0.405,-
'[08:22:12.868 24/01/1995]',-0.095,0.035,-0.405,-
'[08:22:12.870 24/01/1995]',-0.095,0.035,-0.405,-
'[08:22:12.872 24/01/1995]',-0.062,0.035,-0.423,-
'[08:22:12.874 24/01/1995]',-0.062,0.035,-0.423,-
'[08:22:12.876 24/01/1995]',-0.062,0.035,-0.423,-
'[08:22:12.878 24/01/1995]',-0.030,0.035,-0.423,-
'[08:22:12.880 24/01/1995]',-0.030,0.035,-0.423,-
'[08:22:12.882 24/01/1995]',-0.030,0.003,-0.423,-
'[08:22:12.884 24/01/1995]',-0.030,0.003,-0.423,-
'[08:22:12.886 24/01/1995]',-0.030,0.003,-0.423,-
'[08:22:12.888 24/01/1995]',-0.030,0.003,-0.442,-
'[08:22:12.890 24/01/1995]',-0.030,0.003,-0.442,-
'[08:22:12.892 24/01/1995]',-0.030,0.003,-0.442,-
'[08:22:12.894 24/01/1995]',-0.030,0.003,-0.442,-
'[08:22:12.896 24/01/1995]',-0.030,0.003,-0.442,-
'[08:22:12.898 24/01/1995]',-0.062,0.003,-0.442,-
'[08:22:12.900 24/01/1995]',-0.062,0.003,-0.442,-
'[08:22:12.902 24/01/1995]',-0.062,0.003,-0.442,-
'[08:22:12.904 24/01/1995]',-0.095,0.003,-0.454,-
'[08:22:12.906 24/01/1995]',-0.095,0.003,-0.454,-
'[08:22:12.908 24/01/1995]',-0.095,0.003,-0.454,-
'[08:22:12.910 24/01/1995]',-0.128,0.003,-0.454,-
'[08:22:12.912 24/01/1995]',-0.128,0.003,-0.466,-
'[08:22:12.914 24/01/1995]',-0.128,0.003,-0.466,-
'[08:22:12.916 24/01/1995]',-0.128,0.003,-0.466,-
'[08:22:12.918 24/01/1995]',-0.128,0.035,-0.466,-
'[08:22:12.920 24/01/1995]',-0.128,0.035,-0.471,-
'[08:22:12.922 24/01/1995]',-0.128,0.035,-0.471,-
'[08:22:12.924 24/01/1995]',-0.128,0.035,-0.471,-
'[08:22:12.926 24/01/1995]',-0.128,0.035,-0.471,-
'[08:22:12.928 24/01/1995]',-0.128,0.035,-0.471,-
'[08:22:12.930 24/01/1995]',-0.128,0.035,-0.471,-
'[08:22:12.932 24/01/1995]',-0.128,0.035,-0.471,-
'[08:22:12.934 24/01/1995]',-0.095,0.035,-0.471,-
'[08:22:12.936 24/01/1995]',-0.095,0.035,-0.483,-
'[08:22:12.938 24/01/1995]',-0.095,0.035,-0.483,-
'[08:22:12.940 24/01/1995]',-0.095,0.035,-0.483,-
'[08:22:12.942 24/01/1995]',-0.095,0.035,-0.483,-
'[08:22:12.944 24/01/1995]',-0.095,0.035,-0.489,-
'[08:22:12.946 24/01/1995]',-0.095,0.035,-0.489,-
'[08:22:12.948 24/01/1995]',-0.128,0.035,-0.489,-
'[08:22:12.950 24/01/1995]',-0.095,0.035,-0.489,-
'[08:22:12.952 24/01/1995]',-0.095,0.035,-0.489,-
'[08:22:12.954 24/01/1995]',-0.095,0.035,-0.489,-
'[08:22:12.956 24/01/1995]',-0.095,0.035,-0.489,-
'[08:22:12.958 24/01/1995]',-0.095,0.035,-0.489,-
'[08:22:12.960 24/01/1995]',-0.095,0.035,-0.502,-
'[08:22:12.962 24/01/1995]',-0.095,0.035,-0.502,-
'[08:22:12.964 24/01/1995]',-0.095,0.035,-0.502,-
'[08:22:12.966 24/01/1995]',-0.095,0.035,-0.502,-
'[08:22:12.968 24/01/1995]',-0.095,0.035,-0.502,-
'[08:22:12.970 24/01/1995]',-0.062,0.035,-0.502,-
'[08:22:12.972 24/01/1995]',-0.062,0.035,-0.502,-
'[08:22:12.974 24/01/1995]',-0.062,0.035,-0.502,-
'[08:22:12.976 24/01/1995]',-0.062,0.035,-0.508,-
'[08:22:12.978 24/01/1995]',-0.062,0.035,-0.508,-
'[08:22:12.980 24/01/1995]',-0.062,0.035,-0.508,-
'[08:22:12.982 24/01/1995]',-0.062,0.035,-0.508,-
'[08:22:12.984 24/01/1995]',-0.030,0.035,-0.514,-
'[08:22:12.986 24/01/1995]',-0.030,0.035,-0.514,-
'[08:22:12.988 24/01/1995]',0.003,0.035,-0.514,-
'[08:22:12.990 24/01/1995]',0.003,0.035,-0.514,-
'[08:22:12.992 24/01/1995]',0.003,0.035,-0.514,-
'[08:22:12.994 24/01/1995]',0.003,0.035,-0.514,-
'[08:22:12.996 24/01/1995]',0.003,0.035,-0.514,-
'[08:22:12.998 24/01/1995]',0.034,0.035,-0.514,-
'[08:22:13.000 24/01/1995]',0.034,0.035,-0.514,-
'[08:22:13.002 24/01/1995]',0.067,0.035,-0.514,-
'[08:22:13.004 24/01/1995]',0.067,0.035,-0.514,-
'[08:22:13.006 24/01/1995]',0.067,0.035,-0.514,-
'[08:22:13.008 24/01/1995]',0.099,0.035,-0.514,-
'[08:22:13.010 24/01/1995]',0.099,0.035,-0.514,-
'[08:22:13.012 24/01/1995]',0.099,0.035,-0.514,-
'[08:22:13.014 24/01/1995]',0.132,0.035,-0.514,-
'[08:22:13.016 24/01/1995]',0.165,0.068,-0.508,-
'[08:22:13.018 24/01/1995]',0.165,0.068,-0.508,-
'[08:22:13.020 24/01/1995]',0.165,0.068,-0.508,-
'[08:22:13.022 24/01/1995]',0.197,0.035,-0.508,-
'[08:22:13.024 24/01/1995]',0.197,0.035,-0.508,-
'[08:22:13.026 24/01/1995]',0.230,0.035,-0.508,-
'[08:22:13.028 24/01/1995]',0.230,0.035,-0.508,-
'[08:22:13.030 24/01/1995]',0.263,0.035,-0.508,-
'[08:22:13.032 24/01/1995]',0.263,0.035,-0.495,-
'[08:22:13.034 24/01/1995]',0.295,0.003,-0.495,-
'[08:22:13.036 24/01/1995]',0.295,0.003,-0.495,-
'[08:22:13.038 24/01/1995]',0.295,0.003,-0.495,-
'[08:22:13.040 24/01/1995]',0.295,0.003,-0.483,-
'[08:22:13.042 24/01/1995]',0.295,-0.030,-0.483,-
'[08:22:13.044 24/01/1995]',0.328,-0.030,-0.483,-
'[08:22:13.046 24/01/1995]',0.328,-0.030,-0.483,-
'[08:22:13.048 24/01/1995]',0.328,-0.030,-0.460,-0.993
'[08:22:13.050 24/01/1995]',0.295,-0.030,-0.460,-0.993
'[08:22:13.052 24/01/1995]',0.295,-0.030,-0.460,-0.993
'[08:22:13.054 24/01/1995]',0.295,-0.030,-0.460,-0.993
'[08:22:13.056 24/01/1995]',0.295,-0.030,-0.429,-0.933
'[08:22:13.058 24/01/1995]',0.295,-0.030,-0.429,-0.933
'[08:22:13.060 24/01/1995]',0.263,-0.030,-0.429,-0.933
'[08:22:13.062 24/01/1995]',0.263,-0.030,-0.429,-0.933
'[08:22:13.064 24/01/1995]',0.230,-0.030,-0.387,-0.880
'[08:22:13.066 24/01/1995]',0.230,-0.030,-0.387,-0.880
'[08:22:13.068 24/01/1995]',0.197,-0.030,-0.387,-0.880
'[08:22:13.070 24/01/1995]',0.197,-0.030,-0.387,-0.880
'[08:22:13.072 24/01/1995]',0.197,-0.030,-0.333,-0.835
'[08:22:13.074 24/01/1995]',0.165,-0.030,-0.333,-0.835
'[08:22:13.076 24/01/1995]',0.132,-0.030,-0.333,-0.835
'[08:22:13.078 24/01/1995]',0.099,-0.030,-0.333,-0.835
'[08:22:13.080 24/01/1995]',0.099,0.003,-0.260,-0.794
'[08:22:13.082 24/01/1995]',0.067,0.003,-0.260,-0.794
'[08:22:13.084 24/01/1995]',0.067,0.003,-0.260,-0.794
'[08:22:13.086 24/01/1995]',0.034,0.003,-0.260,-0.794
'[08:22:13.088 24/01/1995]',0.034,0.003,-0.188,-0.761
'[08:22:13.090 24/01/1995]',0.003,0.003,-0.188,-0.761
'[08:22:13.092 24/01/1995]',0.003,0.003,-0.188,-0.761
'[08:22:13.094 24/01/1995]',0.003,0.003,-0.188,-0.761
'[08:22:13.096 24/01/1995]',0.003,0.003,-0.090,-0.737
'[08:22:13.098 24/01/1995]',-0.030,0.003,-0.090,-0.737
'[08:22:13.100 24/01/1995]',-0.030,0.003,-0.090,-0.737
'[08:22:13.102 24/01/1995]',-0.030,0.003,-0.090,-0.737
'[08:22:13.104 24/01/1995]',-0.062,0.003,-0.012,-0.719
'[08:22:13.106 24/01/1995]',-0.062,0.003,-0.012,-0.719
'[08:22:13.108 24/01/1995]',-0.062,0.003,-0.012,-0.719
'[08:22:13.110 24/01/1995]',-0.062,0.003,-0.012,-0.719
'[08:22:13.112 24/01/1995]',-0.095,0.003,0.079,-0.707
'[08:22:13.114 24/01/1995]',-0.095,0.003,0.079,-0.707
'[08:22:13.116 24/01/1995]',-0.095,0.003,0.079,-0.707
'[08:22:13.118 24/01/1995]',-0.095,0.003,0.079,-0.707
'[08:22:13.120 24/01/1995]',-0.095,0.003,0.164,-0.698
'[08:22:13.122 24/01/1995]',-0.095,0.003,0.164,-0.698
'[08:22:13.124 24/01/1995]',-0.095,0.003,0.164,-0.698
'[08:22:13.126 24/01/1995]',-0.095,0.003,0.164,-0.698
'[08:22:13.128 24/01/1995]',-0.128,0.003,0.242,-0.690
'[08:22:13.130 24/01/1995]',-0.128,0.003,0.242,-0.690
'[08:22:13.132 24/01/1995]',-0.128,0.003,0.242,-0.690
'[08:22:13.134 24/01/1995]',-0.128,0.003,0.242,-0.690
'[08:22:13.136 24/01/1995]',-0.128,0.003,0.315,-0.681
'[08:22:13.138 24/01/1995]',-0.128,0.003,0.315,-0.681
'[08:22:13.140 24/01/1995]',-0.128,0.003,0.315,-0.681
'[08:22:13.142 24/01/1995]',-0.128,0.003,0.315,-0.681
'[08:22:13.144 24/01/1995]',-0.128,0.035,0.381,-0.674
'[08:22:13.146 24/01/1995]',-0.128,0.003,0.381,-0.674
'[08:22:13.148 24/01/1995]',-0.128,0.003,0.381,-0.674
'[08:22:13.150 24/01/1995]',-0.095,0.035,0.381,-0.674
'[08:22:13.152 24/01/1995]',-0.128,0.003,0.423,-0.663
'[08:22:13.154 24/01/1995]',-0.128,0.035,0.423,-0.663
'[08:22:13.156 24/01/1995]',-0.128,0.035,0.423,-0.663
'[08:22:13.158 24/01/1995]',-0.128,0.035,0.423,-0.663
'[08:22:13.160 24/01/1995]',-0.128,0.035,0.460,-0.647
'[08:22:13.162 24/01/1995]',-0.128,0.035,0.460,-0.647
'[08:22:13.164 24/01/1995]',-0.128,0.035,0.460,-0.647
'[08:22:13.166 24/01/1995]',-0.128,0.035,0.460,-0.647
'[08:22:13.168 24/01/1995]',-0.095,0.035,0.496,-0.625
'[08:22:13.170 24/01/1995]',-0.095,0.035,0.496,-0.625
'[08:22:13.172 24/01/1995]',-0.095,0.035,0.496,-0.625
'[08:22:13.174 24/01/1995]',-0.095,0.035,0.496,-0.625
'[08:22:13.176 24/01/1995]',-0.095,0.003,0.508,-0.599
'[08:22:13.178 24/01/1995]',-0.062,0.003,0.508,-0.599
'[08:22:13.180 24/01/1995]',-0.062,0.003,0.508,-0.599
'[08:22:13.182 24/01/1995]',-0.062,0.003,0.508,-0.599
'[08:22:13.184 24/01/1995]',-0.062,0.003,0.532,-0.570
'[08:22:13.186 24/01/1995]',-0.062,0.003,0.532,-0.570
'[08:22:13.188 24/01/1995]',-0.062,0.003,0.532,-0.570
'[08:22:13.190 24/01/1995]',-0.062,0.003,0.532,-0.570
'[08:22:13.192 24/01/1995]',-0.062,0.003,0.532,-0.538
'[08:22:13.194 24/01/1995]',-0.062,0.003,0.532,-0.538
'[08:22:13.196 24/01/1995]',-0.062,0.003,0.532,-0.538
'[08:22:13.198 24/01/1995]',-0.062,0.003,0.532,-0.538
'[08:22:13.200 24/01/1995]',-0.062,0.003,0.526,-0.504
'[08:22:13.202 24/01/1995]',-0.030,0.003,0.526,-0.504
'[08:22:13.204 24/01/1995]',-0.030,0.003,0.526,-0.504
'[08:22:13.206 24/01/1995]',-0.030,0.003,0.526,-0.504
'[08:22:13.208 24/01/1995]',-0.030,0.003,0.514,-0.469
'[08:22:13.210 24/01/1995]',0.003,0.003,0.514,-0.469
'[08:22:13.212 24/01/1995]',0.003,0.003,0.514,-0.469
'[08:22:13.214 24/01/1995]',0.003,0.003,0.514,-0.469
'[08:22:13.216 24/01/1995]',0.003,0.003,0.508,-0.440
'[08:22:13.218 24/01/1995]',0.003,0.003,0.508,-0.440
'[08:22:13.220 24/01/1995]',0.003,0.003,0.508,-0.440
'[08:22:13.222 24/01/1995]',0.003,0.003,0.508,-0.440
'[08:22:13.224 24/01/1995]',0.003,-0.030,0.484,-0.421
'[08:22:13.226 24/01/1995]',0.003,-0.030,0.484,-0.421
'[08:22:13.228 24/01/1995]',0.003,0.003,0.484,-0.421
'[08:22:13.230 24/01/1995]',0.003,0.003,0.484,-0.421
'[08:22:13.232 24/01/1995]',0.003,0.003,0.472,-0.413
'[08:22:13.234 24/01/1995]',-0.030,0.003,0.472,-0.413
'[08:22:13.236 24/01/1995]',-0.030,0.003,0.472,-0.413
'[08:22:13.238 24/01/1995]',-0.030,0.003,0.472,-0.413
'[08:22:13.240 24/01/1995]',-0.030,0.003,0.448,-0.414
'[08:22:13.242 24/01/1995]',-0.030,0.003,0.448,-0.414
'[08:22:13.244 24/01/1995]',-0.062,0.003,0.448,-0.414
'[08:22:13.246 24/01/1995]',-0.062,0.003,0.448,-0.414
'[08:22:13.248 24/01/1995]',-0.062,0.003,0.417,-0.423
'[08:22:13.250 24/01/1995]',-0.062,0.003,0.417,-0.423
'[08:22:13.252 24/01/1995]',-0.062,0.003,0.417,-0.423
'[08:22:13.254 24/01/1995]',-0.062,0.003,0.417,-0.423
'[08:22:13.256 24/01/1995]',-0.062,0.003,0.381,-0.439
'[08:22:13.258 24/01/1995]',-0.062,0.003,0.381,-0.439
'[08:22:13.260 24/01/1995]',-0.062,0.003,0.381,-0.439
'[08:22:13.262 24/01/1995]',-0.062,0.003,0.381,-0.439
'[08:22:13.264 24/01/1995]',-0.062,0.003,0.351,-0.461
'[08:22:13.266 24/01/1995]',-0.062,0.003,0.351,-0.461
'[08:22:13.268 24/01/1995]',-0.062,0.003,0.351,-0.461
'[08:22:13.270 24/01/1995]',-0.095,0.003,0.351,-0.461
'[08:22:13.272 24/01/1995]',-0.095,0.003,0.315,-0.487
'[08:22:13.274 24/01/1995]',-0.095,0.035,0.315,-0.487
'[08:22:13.276 24/01/1995]',-0.095,0.035,0.315,-0.487
'[08:22:13.278 24/01/1995]',-0.095,0.068,0.315,-0.487
'[08:22:13.280 24/01/1995]',-0.128,0.102,0.272,-0.514
'[08:22:13.282 24/01/1995]',-0.160,0.102,0.272,-0.514
'[08:22:13.284 24/01/1995]',-0.128,0.135,0.272,-0.514
'[08:22:13.286 24/01/1995]',-0.128,0.169,0.272,-0.514
'[08:22:13.288 24/01/1995]',-0.095,0.169,0.224,-0.536
'[08:22:13.290 24/01/1995]',-0.030,0.169,0.224,-0.536
'[08:22:13.292 24/01/1995]',0.003,0.169,0.224,-0.536
'[08:22:13.294 24/01/1995]',0.099,0.135,0.224,-0.536
'[08:22:13.296 24/01/1995]',0.197,0.068,0.188,-0.555
'[08:22:13.298 24/01/1995]',0.361,0.003,0.188,-0.555
'[08:22:13.300 24/01/1995]',0.490,-0.064,0.188,-0.555
'[08:22:13.302 24/01/1995]',0.588,-0.097,0.188,-0.555
'[08:22:13.304 24/01/1995]',0.588,-0.164,0.145,-0.571
'[08:22:13.306 24/01/1995]',0.490,-0.198,0.145,-0.571
'[08:22:13.308 24/01/1995]',0.361,-0.231,0.145,-0.571
'[08:22:13.310 24/01/1995]',0.230,-0.298,0.145,-0.571
'[08:22:13.312 24/01/1995]',0.099,-0.298,0.103,-0.584
'[08:22:13.314 24/01/1995]',0.034,-0.298,0.103,-0.584
'[08:22:13.316 24/01/1995]',-0.030,-0.298,0.103,-0.584
'[08:22:13.318 24/01/1995]',-0.095,-0.264,0.103,-0.584
'[08:22:13.320 24/01/1995]',-0.160,-0.231,0.067,-0.595
'[08:22:13.322 24/01/1995]',-0.193,-0.198,0.067,-0.595
'[08:22:13.324 24/01/1995]',-0.226,-0.164,0.067,-0.595
'[08:22:13.326 24/01/1995]',-0.226,-0.131,0.067,-0.595
'[08:22:13.328 24/01/1995]',-0.226,-0.097,0.025,-0.603
'[08:22:13.330 24/01/1995]',-0.193,-0.064,0.025,-0.603
'[08:22:13.332 24/01/1995]',-0.160,-0.030,0.025,-0.603
'[08:22:13.334 24/01/1995]',-0.128,-0.030,0.025,-0.603
'[08:22:13.336 24/01/1995]',-0.095,0.003,-0.018,-0.610
'[08:22:13.338 24/01/1995]',-0.095,0.003,-0.018,-0.610
'[08:22:13.340 24/01/1995]',-0.095,0.003,-0.018,-0.610
'[08:22:13.342 24/01/1995]',-0.095,0.003,-0.018,-0.610
'[08:22:13.344 24/01/1995]',-0.095,0.003,-0.042,-0.617
'[08:22:13.346 24/01/1995]',-0.095,0.003,-0.042,-0.617
'[08:22:13.348 24/01/1995]',-0.095,0.003,-0.042,-0.617
'[08:22:13.350 24/01/1995]',-0.095,0.003,-0.042,-0.617
'[08:22:13.352 24/01/1995]',-0.095,0.035,-0.079,-0.626
'[08:22:13.354 24/01/1995]',-0.095,0.035,-0.079,-0.626
'[08:22:13.356 24/01/1995]',-0.095,0.035,-0.079,-0.626
'[08:22:13.358 24/01/1995]',-0.095,0.035,-0.079,-0.626
'[08:22:13.360 24/01/1995]',-0.095,0.035,-0.097,-0.638
'[08:22:13.362 24/01/1995]',-0.095,0.035,-0.097,-0.638
'[08:22:13.364 24/01/1995]',-0.095,0.035,-0.097,-0.638
'[08:22:13.366 24/01/1995]',-0.095,0.035,-0.097,-0.638
'[08:22:13.368 24/01/1995]',-0.095,0.035,-0.127,-0.652
'[08:22:13.370 24/01/1995]',-0.095,0.035,-0.127,-0.652
'[08:22:13.372 24/01/1995]',-0.095,0.035,-0.127,-0.652
'[08:22:13.374 24/01/1995]',-0.095,0.035,-0.127,-0.652
'[08:22:13.376 24/01/1995]',-0.095,0.035,-0.151,-0.663
'[08:22:13.378 24/01/1995]',-0.062,0.035,-0.151,-0.663
'[08:22:13.380 24/01/1995]',-0.062,0.035,-0.151,-0.663
'[08:22:13.382 24/01/1995]',-0.062,0.035,-0.151,-0.663
'[08:22:13.384 24/01/1995]',-0.062,0.035,-0.169,-0.664
'[08:22:13.386 24/01/1995]',-0.062,0.035,-0.169,-0.664
'[08:22:13.388 24/01/1995]',-0.030,0.003,-0.169,-0.664
'[08:22:13.390 24/01/1995]',-0.030,0.003,-0.169,-0.664
'[08:22:13.392 24/01/1995]',-0.030,0.003,-0.194,-0.657
'[08:22:13.394 24/01/1995]',-0.030,0.003,-0.194,-0.657
'[08:22:13.396 24/01/1995]',-0.030,0.003,-0.194,-0.657
'[08:22:13.398 24/01/1995]',-0.030,0.003,-0.194,-0.657
'[08:22:13.400 24/01/1995]',-0.030,0.003,-0.211,-0.643
'[08:22:13.402 24/01/1995]',-0.030,0.003,-0.211,-0.643
'[08:22:13.404 24/01/1995]',-0.030,0.003,-0.211,-0.643
'[08:22:13.406 24/01/1995]',-0.030,0.003,-0.211,-0.643
'[08:22:13.408 24/01/1995]',-0.030,0.003,-0.230,-0.627
'[08:22:13.410 24/01/1995]',-0.030,0.003,-0.230,-0.627
'[08:22:13.412 24/01/1995]',-0.030,0.003,-0.230,-0.627
'[08:22:13.414 24/01/1995]',-0.030,0.003,-0.230,-0.627
'[08:22:13.416 24/01/1995]',-0.030,0.003,-0.248,-0.613
'[08:22:13.418 24/01/1995]',-0.030,0.003,-0.248,-0.613
'[08:22:13.420 24/01/1995]',-0.030,0.003,-0.248,-0.613
'[08:22:13.422 24/01/1995]',-0.030,0.003,-0.248,-0.613
'[08:22:13.424 24/01/1995]',-0.030,0.003,-0.260,-0.601
'[08:22:13.426 24/01/1995]',-0.030,0.003,-0.260,-0.601
'[08:22:13.428 24/01/1995]',-0.062,0.035,-0.260,-0.601
'[08:22:13.430 24/01/1995]',-0.062,0.035,-0.260,-0.601
'[08:22:13.432 24/01/1995]',-0.062,0.035,-0.272,-0.590
'[08:22:13.434 24/01/1995]',-0.062,0.035,-0.272,-0.590
'[08:22:13.436 24/01/1995]',-0.062,0.035,-0.272,-0.590
'[08:22:13.438 24/01/1995]',-0.062,0.035,-0.272,-0.590
'[08:22:13.440 24/01/1995]',-0.062,0.035,-0.290,-0.580
'[08:22:13.442 24/01/1995]',-0.062,0.035,-0.290,-0.580
'[08:22:13.444 24/01/1995]',-0.062,0.035,-0.290,-0.580
'[08:22:13.446 24/01/1995]',-0.062,0.035,-0.290,-0.580
'[08:22:13.448 24/01/1995]',-0.062,0.035,-0.302,-0.572
'[08:22:13.450 24/01/1995]',-0.062,0.035,-0.302,-0.572
'[08:22:13.452 24/01/1995]',-0.030,0.035,-0.302,-0.572
'[08:22:13.454 24/01/1995]',-0.030,0.068,-0.302,-0.572
'[08:22:13.456 24/01/1995]',-0.030,0.068,-0.315,-0.565
'[08:22:13.458 24/01/1995]',-0.030,0.068,-0.315,-0.565
'[08:22:13.460 24/01/1995]',-0.030,0.068,-0.315,-0.565
'[08:22:13.462 24/01/1995]',0.003,0.068,-0.315,-0.565
'[08:22:13.464 24/01/1995]',0.003,0.068,-0.327,-0.558
'[08:22:13.466 24/01/1995]',0.003,0.035,-0.327,-0.558
'[08:22:13.468 24/01/1995]',0.003,0.035,-0.327,-0.558
'[08:22:13.470 24/01/1995]',0.003,0.035,-0.327,-0.558
'[08:22:13.472 24/01/1995]',0.003,0.035,-0.339,-0.553
'[08:22:13.474 24/01/1995]',0.003,0.035,-0.339,-0.553
'[08:22:13.476 24/01/1995]',0.034,0.035,-0.339,-0.553
'[08:22:13.478 24/01/1995]',0.034,0.035,-0.339,-0.553
'[08:22:13.480 24/01/1995]',0.067,0.035,-0.350,-0.548
'[08:22:13.482 24/01/1995]',0.067,0.035,-0.350,-0.548
'[08:22:13.484 24/01/1995]',0.099,0.035,-0.350,-0.548
'[08:22:13.486 24/01/1995]',0.099,0.035,-0.350,-0.548
'[08:22:13.488 24/01/1995]',0.099,0.003,-0.362,-0.544
'[08:22:13.490 24/01/1995]',0.132,0.003,-0.362,-0.544
'[08:22:13.492 24/01/1995]',0.132,0.003,-0.362,-0.544
'[08:22:13.494 24/01/1995]',0.132,0.003,-0.362,-0.544
'[08:22:13.496 24/01/1995]',0.165,0.003,-0.368,-0.540
'[08:22:13.498 24/01/1995]',0.165,0.003,-0.368,-0.540
'[08:22:13.500 24/01/1995]',0.197,0.003,-0.368,-0.540
'[08:22:13.502 24/01/1995]',0.197,0.003,-0.368,-0.540
'[08:22:13.504 24/01/1995]',0.197,0.003,-0.387,-0.537
'[08:22:13.506 24/01/1995]',0.197,0.003,-0.387,-0.537
'[08:22:13.508 24/01/1995]',0.197,0.003,-0.387,-0.537
'[08:22:13.510 24/01/1995]',0.197,0.003,-0.387,-0.537
'[08:22:13.512 24/01/1995]',0.230,0.003,-0.399,-0.534
'[08:22:13.514 24/01/1995]',0.230,0.003,-0.399,-0.534
'[08:22:13.516 24/01/1995]',0.230,0.003,-0.399,-0.534
'[08:22:13.518 24/01/1995]',0.230,0.003,-0.399,-0.534
'[08:22:13.520 24/01/1995]',0.230,0.003,-0.399,-0.531
'[08:22:13.522 24/01/1995]',0.263,0.003,-0.399,-0.531
'[08:22:13.524 24/01/1995]',0.263,0.003,-0.399,-0.531
'[08:22:13.526 24/01/1995]',0.230,0.003,-0.399,-0.531
'[08:22:13.528 24/01/1995]',0.230,0.003,-0.411,-0.529
'[08:22:13.530 24/01/1995]',0.230,0.003,-0.411,-0.529
'[08:22:13.532 24/01/1995]',0.230,0.003,-0.411,-0.529
'[08:22:13.534 24/01/1995]',0.197,0.003,-0.411,-0.529
'[08:22:13.536 24/01/1995]',0.197,0.003,-0.411,-0.527
'[08:22:13.538 24/01/1995]',0.197,0.003,-0.411,-0.527
'[08:22:13.540 24/01/1995]',0.165,0.003,-0.411,-0.527
'[08:22:13.542 24/01/1995]',0.165,0.003,-0.411,-0.527
'[08:22:13.544 24/01/1995]',0.165,0.003,-0.417,-0.526
'[08:22:13.546 24/01/1995]',0.165,0.003,-0.417,-0.526
'[08:22:13.548 24/01/1995]',0.165,0.003,-0.417,-0.526
'[08:22:13.550 24/01/1995]',0.165,0.003,-0.417,-0.526
'[08:22:13.552 24/01/1995]',0.132,0.003,-0.399,-0.524
'[08:22:13.554 24/01/1995]',0.132,0.003,-0.399,-0.524
'[08:22:13.556 24/01/1995]',0.132,0.003,-0.399,-0.524
'[08:22:13.558 24/01/1995]',0.099,-0.030,-0.399,-0.524
'[08:22:13.560 24/01/1995]',0.099,-0.030,-0.393,-0.523
'[08:22:13.562 24/01/1995]',0.099,-0.030,-0.393,-0.523
