'Time and date','MCL1 ','III ','V ','ABP ','PAP ','PLETH ','RESP '
'[15:36:26.580 02/03/1995]',0.031,0.003,0.066,87.300,23.250,-0.160,0.962
'[15:36:26.582 02/03/1995]',0.043,0.005,0.087,87.300,23.250,-0.160,0.962
'[15:36:26.584 02/03/1995]',0.059,0.001,0.113,86.700,23.600,-0.155,0.949
'[15:36:26.586 02/03/1995]',0.076,-0.003,0.139,86.700,23.600,-0.155,0.949
'[15:36:26.588 02/03/1995]',0.094,-0.014,0.167,86.700,23.600,-0.155,0.949
'[15:36:26.590 02/03/1995]',0.112,-0.025,0.194,86.700,23.600,-0.155,0.949
'[15:36:26.592 02/03/1995]',0.126,-0.042,0.217,86.100,23.725,-0.158,0.936
'[15:36:26.594 02/03/1995]',0.139,-0.059,0.240,86.100,23.725,-0.158,0.936
'[15:36:26.596 02/03/1995]',0.146,-0.077,0.255,86.100,23.725,-0.158,0.936
'[15:36:26.598 02/03/1995]',0.153,-0.095,0.269,86.100,23.725,-0.158,0.936
'[15:36:26.600 02/03/1995]',0.154,-0.112,0.276,85.500,23.775,-0.166,0.925
'[15:36:26.602 02/03/1995]',0.156,-0.129,0.283,85.500,23.775,-0.166,0.925
'[15:36:26.604 02/03/1995]',0.152,-0.145,0.284,85.500,23.775,-0.166,0.925
'[15:36:26.606 02/03/1995]',0.148,-0.162,0.285,85.500,23.775,-0.166,0.925
'[15:36:26.608 02/03/1995]',0.140,-0.178,0.279,84.950,23.825,-0.175,0.914
'[15:36:26.610 02/03/1995]',0.131,-0.194,0.273,84.950,23.825,-0.175,0.914
'[15:36:26.612 02/03/1995]',0.113,-0.209,0.251,84.950,23.825,-0.175,0.914
'[15:36:26.614 02/03/1995]',0.094,-0.225,0.229,84.950,23.825,-0.175,0.914
'[15:36:26.616 02/03/1995]',0.059,-0.237,0.177,84.300,23.950,-0.189,0.904
'[15:36:26.618 02/03/1995]',0.023,-0.250,0.126,84.300,23.950,-0.189,0.904
'[15:36:26.620 02/03/1995]',-0.033,-0.259,0.042,84.300,23.950,-0.189,0.904
'[15:36:26.622 02/03/1995]',-0.088,-0.267,-0.042,84.300,23.950,-0.189,0.904
'[15:36:26.624 02/03/1995]',-0.153,-0.272,-0.142,83.650,24.175,-0.207,0.895
'[15:36:26.626 02/03/1995]',-0.218,-0.276,-0.243,83.650,24.175,-0.207,0.895
'[15:36:26.628 02/03/1995]',-0.274,-0.278,-0.329,83.650,24.175,-0.207,0.895
'[15:36:26.630 02/03/1995]',-0.330,-0.279,-0.415,83.650,24.175,-0.207,0.895
'[15:36:26.632 02/03/1995]',-0.360,-0.277,-0.461,82.950,24.650,-0.227,0.887
'[15:36:26.634 02/03/1995]',-0.390,-0.275,-0.507,82.950,24.650,-0.227,0.887
'[15:36:26.636 02/03/1995]',-0.388,-0.270,-0.506,82.950,24.650,-0.227,0.887
'[15:36:26.638 02/03/1995]',-0.385,-0.264,-0.506,82.950,24.650,-0.227,0.887
'[15:36:26.640 02/03/1995]',-0.357,-0.253,-0.471,82.300,25.250,-0.248,0.879
'[15:36:26.642 02/03/1995]',-0.330,-0.241,-0.436,82.300,25.250,-0.248,0.879
'[15:36:26.644 02/03/1995]',-0.292,-0.223,-0.388,82.300,25.250,-0.248,0.879
'[15:36:26.646 02/03/1995]',-0.254,-0.204,-0.340,82.300,25.250,-0.248,0.879
'[15:36:26.648 02/03/1995]',-0.220,-0.181,-0.295,81.750,25.875,-0.269,0.872
'[15:36:26.650 02/03/1995]',-0.185,-0.158,-0.251,81.750,25.875,-0.269,0.872
'[15:36:26.652 02/03/1995]',-0.158,-0.135,-0.215,81.750,25.875,-0.269,0.872
'[15:36:26.654 02/03/1995]',-0.130,-0.111,-0.180,81.750,25.875,-0.269,0.872
'[15:36:26.656 02/03/1995]',-0.108,-0.090,-0.152,81.250,26.525,-0.296,0.864
'[15:36:26.658 02/03/1995]',-0.087,-0.069,-0.125,81.250,26.525,-0.296,0.864
'[15:36:26.660 02/03/1995]',-0.071,-0.052,-0.103,81.250,26.525,-0.296,0.864
'[15:36:26.662 02/03/1995]',-0.055,-0.035,-0.082,81.250,26.525,-0.296,0.864
'[15:36:26.664 02/03/1995]',-0.044,-0.022,-0.066,80.800,27.400,-0.319,0.856
'[15:36:26.666 02/03/1995]',-0.033,-0.010,-0.049,80.800,27.400,-0.319,0.856
'[15:36:26.668 02/03/1995]',-0.026,-0.002,-0.037,80.800,27.400,-0.319,0.856
'[15:36:26.670 02/03/1995]',-0.019,0.006,-0.026,80.800,27.400,-0.319,0.856
'[15:36:26.672 02/03/1995]',-0.014,0.011,-0.018,80.300,28.225,-0.342,0.848
'[15:36:26.674 02/03/1995]',-0.009,0.017,-0.010,80.300,28.225,-0.342,0.848
'[15:36:26.676 02/03/1995]',-0.006,0.020,-0.005,80.300,28.225,-0.342,0.848
'[15:36:26.678 02/03/1995]',-0.003,0.023,0.000,80.300,28.225,-0.342,0.848
'[15:36:26.680 02/03/1995]',-0.001,0.025,0.003,79.850,28.350,-0.365,0.837
'[15:36:26.682 02/03/1995]',0.001,0.026,0.005,79.850,28.350,-0.365,0.837
'[15:36:26.684 02/03/1995]',0.003,0.028,0.006,79.850,28.350,-0.365,0.837
'[15:36:26.686 02/03/1995]',0.004,0.029,0.008,79.850,28.350,-0.365,0.837
'[15:36:26.688 02/03/1995]',0.005,0.029,0.009,79.450,27.525,-0.390,0.825
'[15:36:26.690 02/03/1995]',0.007,0.029,0.011,79.450,27.525,-0.390,0.825
'[15:36:26.692 02/03/1995]',0.009,0.029,0.013,79.450,27.525,-0.390,0.825
'[15:36:26.694 02/03/1995]',0.011,0.029,0.014,79.450,27.525,-0.390,0.825
'[15:36:26.696 02/03/1995]',0.011,0.029,0.015,79.000,26.475,-0.407,0.811
'[15:36:26.698 02/03/1995]',0.012,0.030,0.015,79.000,26.475,-0.407,0.811
'[15:36:26.700 02/03/1995]',0.013,0.031,0.015,79.000,26.475,-0.407,0.811
'[15:36:26.702 02/03/1995]',0.014,0.032,0.014,79.000,26.475,-0.407,0.811
'[15:36:26.704 02/03/1995]',0.015,0.033,0.014,78.650,25.875,-0.428,0.797
'[15:36:26.706 02/03/1995]',0.015,0.034,0.014,78.650,25.875,-0.428,0.797
'[15:36:26.708 02/03/1995]',0.015,0.035,0.014,78.650,25.875,-0.428,0.797
'[15:36:26.710 02/03/1995]',0.014,0.036,0.014,78.650,25.875,-0.428,0.797
'[15:36:26.712 02/03/1995]',0.014,0.036,0.014,78.350,25.875,-0.448,0.781
'[15:36:26.714 02/03/1995]',0.014,0.036,0.014,78.350,25.875,-0.448,0.781
'[15:36:26.716 02/03/1995]',0.014,0.036,0.014,78.350,25.875,-0.448,0.781
'[15:36:26.718 02/03/1995]',0.014,0.036,0.014,78.350,25.875,-0.448,0.781
'[15:36:26.720 02/03/1995]',0.014,0.035,0.014,78.100,26.050,-0.465,0.765
'[15:36:26.722 02/03/1995]',0.014,0.035,0.014,78.100,26.050,-0.465,0.765
'[15:36:26.724 02/03/1995]',0.014,0.035,0.014,78.100,26.050,-0.465,0.765
'[15:36:26.726 02/03/1995]',0.014,0.034,0.014,78.100,26.050,-0.465,0.765
'[15:36:26.728 02/03/1995]',0.015,0.035,0.015,77.900,26.000,-0.478,0.748
'[15:36:26.730 02/03/1995]',0.015,0.035,0.015,77.900,26.000,-0.478,0.748
'[15:36:26.732 02/03/1995]',0.016,0.035,0.016,77.900,26.000,-0.478,0.748
'[15:36:26.734 02/03/1995]',0.017,0.036,0.017,77.900,26.000,-0.478,0.748
'[15:36:26.736 02/03/1995]',0.018,0.036,0.018,77.850,25.700,-0.494,0.731
'[15:36:26.738 02/03/1995]',0.020,0.036,0.020,77.850,25.700,-0.494,0.731
'[15:36:26.740 02/03/1995]',0.021,0.036,0.021,77.850,25.700,-0.494,0.731
'[15:36:26.742 02/03/1995]',0.021,0.036,0.021,77.850,25.700,-0.494,0.731
'[15:36:26.744 02/03/1995]',0.022,0.036,0.022,77.850,25.250,-0.505,0.715
'[15:36:26.746 02/03/1995]',0.023,0.036,0.023,77.850,25.250,-0.505,0.715
'[15:36:26.748 02/03/1995]',0.024,0.035,0.025,77.850,25.250,-0.505,0.715
'[15:36:26.750 02/03/1995]',0.025,0.035,0.026,77.850,25.250,-0.505,0.715
'[15:36:26.752 02/03/1995]',0.026,0.035,0.028,77.950,24.950,-0.515,0.699
'[15:36:26.754 02/03/1995]',0.027,0.034,0.030,77.950,24.950,-0.515,0.699
'[15:36:26.756 02/03/1995]',0.028,0.034,0.032,77.950,24.950,-0.515,0.699
'[15:36:26.758 02/03/1995]',0.028,0.034,0.034,77.950,24.950,-0.515,0.699
'[15:36:26.760 02/03/1995]',0.029,0.034,0.037,78.200,25.000,-0.526,0.683
'[15:36:26.762 02/03/1995]',0.030,0.034,0.040,78.200,25.000,-0.526,0.683
'[15:36:26.764 02/03/1995]',0.032,0.034,0.043,78.200,25.000,-0.526,0.683
'[15:36:26.766 02/03/1995]',0.033,0.034,0.046,78.200,25.000,-0.526,0.683
'[15:36:26.768 02/03/1995]',0.035,0.034,0.049,78.600,25.425,-0.557,0.667
'[15:36:26.770 02/03/1995]',0.037,0.034,0.052,78.600,25.425,-0.557,0.667
'[15:36:26.772 02/03/1995]',0.039,0.035,0.054,78.600,25.425,-0.557,0.667
'[15:36:26.774 02/03/1995]',0.041,0.035,0.056,78.600,25.425,-0.557,0.667
'[15:36:26.776 02/03/1995]',0.043,0.036,0.058,79.350,25.950,-0.561,0.651
'[15:36:26.778 02/03/1995]',0.044,0.037,0.060,79.350,25.950,-0.561,0.651
'[15:36:26.780 02/03/1995]',0.046,0.038,0.064,79.350,25.950,-0.561,0.651
'[15:36:26.782 02/03/1995]',0.048,0.040,0.067,79.350,25.950,-0.561,0.651
'[15:36:26.784 02/03/1995]',0.051,0.041,0.071,80.600,26.350,-0.563,0.635
'[15:36:26.786 02/03/1995]',0.053,0.041,0.075,80.600,26.350,-0.563,0.635
'[15:36:26.788 02/03/1995]',0.056,0.043,0.079,80.600,26.350,-0.563,0.635
'[15:36:26.790 02/03/1995]',0.059,0.044,0.083,80.600,26.350,-0.563,0.635
'[15:36:26.792 02/03/1995]',0.061,0.045,0.087,82.350,26.700,-0.565,0.620
'[15:36:26.794 02/03/1995]',0.064,0.047,0.092,82.350,26.700,-0.565,0.620
'[15:36:26.796 02/03/1995]',0.067,0.048,0.096,82.350,26.700,-0.565,0.620
'[15:36:26.798 02/03/1995]',0.069,0.049,0.100,82.350,26.700,-0.565,0.620
'[15:36:26.800 02/03/1995]',0.072,0.050,0.104,84.650,27.050,-0.561,0.604
'[15:36:26.802 02/03/1995]',0.075,0.051,0.108,84.650,27.050,-0.561,0.604
'[15:36:26.804 02/03/1995]',0.077,0.051,0.112,84.650,27.050,-0.561,0.604
'[15:36:26.806 02/03/1995]',0.080,0.052,0.115,84.650,27.050,-0.561,0.604
'[15:36:26.808 02/03/1995]',0.083,0.053,0.118,87.400,27.575,-0.555,0.590
'[15:36:26.810 02/03/1995]',0.085,0.055,0.122,87.400,27.575,-0.555,0.590
'[15:36:26.812 02/03/1995]',0.087,0.057,0.125,87.400,27.575,-0.555,0.590
'[15:36:26.814 02/03/1995]',0.089,0.058,0.128,87.400,27.575,-0.555,0.590
'[15:36:26.816 02/03/1995]',0.090,0.059,0.130,90.500,28.350,-0.545,0.576
'[15:36:26.818 02/03/1995]',0.092,0.059,0.132,90.500,28.350,-0.545,0.576
'[15:36:26.820 02/03/1995]',0.093,0.059,0.134,90.500,28.350,-0.545,0.576
'[15:36:26.822 02/03/1995]',0.095,0.058,0.136,90.500,28.350,-0.545,0.576
'[15:36:26.824 02/03/1995]',0.097,0.059,0.138,93.900,29.225,-0.530,0.563
'[15:36:26.826 02/03/1995]',0.098,0.059,0.140,93.900,29.225,-0.530,0.563
'[15:36:26.828 02/03/1995]',0.098,0.060,0.141,93.900,29.225,-0.530,0.563
'[15:36:26.830 02/03/1995]',0.098,0.061,0.143,93.900,29.225,-0.530,0.563
'[15:36:26.832 02/03/1995]',0.097,0.061,0.144,97.500,30.175,-0.510,0.550
'[15:36:26.834 02/03/1995]',0.095,0.062,0.146,97.500,30.175,-0.510,0.550
'[15:36:26.836 02/03/1995]',0.094,0.061,0.146,97.500,30.175,-0.510,0.550
'[15:36:26.838 02/03/1995]',0.093,0.061,0.146,97.500,30.175,-0.510,0.550
'[15:36:26.840 02/03/1995]',0.092,0.060,0.143,101.100,31.100,-0.481,0.537
'[15:36:26.842 02/03/1995]',0.092,0.059,0.141,101.100,31.100,-0.481,0.537
'[15:36:26.844 02/03/1995]',0.091,0.058,0.138,101.100,31.100,-0.481,0.537
'[15:36:26.846 02/03/1995]',0.090,0.057,0.135,101.100,31.100,-0.481,0.537
'[15:36:26.848 02/03/1995]',0.088,0.056,0.132,104.600,31.925,-0.445,0.523
'[15:36:26.850 02/03/1995]',0.087,0.054,0.129,104.600,31.925,-0.445,0.523
'[15:36:26.852 02/03/1995]',0.085,0.052,0.126,104.600,31.925,-0.445,0.523
'[15:36:26.854 02/03/1995]',0.083,0.050,0.123,104.600,31.925,-0.445,0.523
'[15:36:26.856 02/03/1995]',0.081,0.048,0.118,107.750,32.500,-0.399,0.509
'[15:36:26.858 02/03/1995]',0.078,0.046,0.114,107.750,32.500,-0.399,0.509
'[15:36:26.860 02/03/1995]',0.075,0.044,0.110,107.750,32.500,-0.399,0.509
'[15:36:26.862 02/03/1995]',0.072,0.042,0.105,107.750,32.500,-0.399,0.509
'[15:36:26.864 02/03/1995]',0.068,0.039,0.100,110.350,32.850,-0.341,0.494
'[15:36:26.866 02/03/1995]',0.063,0.036,0.095,110.350,32.850,-0.341,0.494
'[15:36:26.868 02/03/1995]',0.059,0.034,0.090,110.350,32.850,-0.341,0.494
'[15:36:26.870 02/03/1995]',0.054,0.031,0.085,110.350,32.850,-0.341,0.494
'[15:36:26.872 02/03/1995]',0.049,0.029,0.079,112.400,32.850,-0.275,0.479
'[15:36:26.874 02/03/1995]',0.044,0.028,0.073,112.400,32.850,-0.275,0.479
'[15:36:26.876 02/03/1995]',0.040,0.026,0.066,112.400,32.850,-0.275,0.479
'[15:36:26.878 02/03/1995]',0.035,0.025,0.059,112.400,32.850,-0.275,0.479
'[15:36:26.880 02/03/1995]',0.031,0.023,0.051,113.750,32.575,-0.196,0.465
'[15:36:26.882 02/03/1995]',0.027,0.021,0.044,113.750,32.575,-0.196,0.465
'[15:36:26.884 02/03/1995]',0.024,0.019,0.037,113.750,32.575,-0.196,0.465
'[15:36:26.886 02/03/1995]',0.020,0.018,0.031,113.750,32.575,-0.196,0.465
'[15:36:26.888 02/03/1995]',0.017,0.017,0.027,114.450,31.975,-0.114,0.449
'[15:36:26.890 02/03/1995]',0.014,0.015,0.023,114.450,31.975,-0.114,0.449
'[15:36:26.892 02/03/1995]',0.011,0.013,0.020,114.450,31.975,-0.114,0.449
'[15:36:26.894 02/03/1995]',0.009,0.011,0.017,114.450,31.975,-0.114,0.449
'[15:36:26.896 02/03/1995]',0.006,0.009,0.015,114.450,31.225,-0.025,0.433
'[15:36:26.898 02/03/1995]',0.003,0.006,0.012,114.450,31.225,-0.025,0.433
'[15:36:26.900 02/03/1995]',0.000,0.004,0.009,114.450,31.225,-0.025,0.433
'[15:36:26.902 02/03/1995]',-0.003,0.003,0.005,114.450,31.225,-0.025,0.433
'[15:36:26.904 02/03/1995]',-0.005,0.003,0.002,113.750,30.350,0.060,0.418
'[15:36:26.906 02/03/1995]',-0.008,0.002,-0.002,113.750,30.350,0.060,0.418
'[15:36:26.908 02/03/1995]',-0.011,0.001,-0.005,113.750,30.350,0.060,0.418
'[15:36:26.910 02/03/1995]',-0.013,-0.001,-0.009,113.750,30.350,0.060,0.418
'[15:36:26.912 02/03/1995]',-0.015,-0.003,-0.013,112.550,29.225,0.145,0.402
'[15:36:26.914 02/03/1995]',-0.016,-0.004,-0.016,112.550,29.225,0.145,0.402
'[15:36:26.916 02/03/1995]',-0.018,-0.004,-0.018,112.550,29.225,0.145,0.402
'[15:36:26.918 02/03/1995]',-0.019,-0.005,-0.020,112.550,29.225,0.145,0.402
'[15:36:26.920 02/03/1995]',-0.021,-0.006,-0.021,110.800,28.000,0.226,0.386
'[15:36:26.922 02/03/1995]',-0.022,-0.007,-0.023,110.800,28.000,0.226,0.386
'[15:36:26.924 02/03/1995]',-0.023,-0.007,-0.024,110.800,28.000,0.226,0.386
'[15:36:26.926 02/03/1995]',-0.024,-0.008,-0.025,110.800,28.000,0.226,0.386
'[15:36:26.928 02/03/1995]',-0.025,-0.008,-0.026,108.450,26.775,0.294,0.370
'[15:36:26.930 02/03/1995]',-0.026,-0.008,-0.027,108.450,26.775,0.294,0.370
'[15:36:26.932 02/03/1995]',-0.026,-0.007,-0.026,108.450,26.775,0.294,0.370
'[15:36:26.934 02/03/1995]',-0.026,-0.007,-0.026,108.450,26.775,0.294,0.370
'[15:36:26.936 02/03/1995]',-0.026,-0.006,-0.026,105.750,25.650,0.352,0.354
'[15:36:26.938 02/03/1995]',-0.026,-0.006,-0.027,105.750,25.650,0.352,0.354
'[15:36:26.940 02/03/1995]',-0.025,-0.005,-0.028,105.750,25.650,0.352,0.354
'[15:36:26.942 02/03/1995]',-0.025,-0.005,-0.028,105.750,25.650,0.352,0.354
'[15:36:26.944 02/03/1995]',-0.024,-0.004,-0.028,102.700,24.650,0.398,0.338
'[15:36:26.946 02/03/1995]',-0.023,-0.004,-0.027,102.700,24.650,0.398,0.338
'[15:36:26.948 02/03/1995]',-0.022,-0.004,-0.025,102.700,24.650,0.398,0.338
'[15:36:26.950 02/03/1995]',-0.021,-0.004,-0.024,102.700,24.650,0.398,0.338
'[15:36:26.952 02/03/1995]',-0.020,-0.004,-0.024,99.400,23.550,0.427,0.321
'[15:36:26.954 02/03/1995]',-0.019,-0.003,-0.023,99.400,23.550,0.427,0.321
'[15:36:26.956 02/03/1995]',-0.018,-0.002,-0.022,99.400,23.550,0.427,0.321
'[15:36:26.958 02/03/1995]',-0.018,-0.001,-0.021,99.400,23.550,0.427,0.321
'[15:36:26.960 02/03/1995]',-0.018,0.000,-0.019,96.050,22.300,0.447,0.305
'[15:36:26.962 02/03/1995]',-0.019,0.001,-0.018,96.050,22.300,0.447,0.305
'[15:36:26.964 02/03/1995]',-0.018,0.002,-0.017,96.050,22.300,0.447,0.305
'[15:36:26.966 02/03/1995]',-0.018,0.003,-0.015,96.050,22.300,0.447,0.305
'[15:36:26.968 02/03/1995]',-0.017,0.004,-0.015,92.800,21.250,0.447,0.291
'[15:36:26.970 02/03/1995]',-0.016,0.004,-0.014,92.800,21.250,0.447,0.291
'[15:36:26.972 02/03/1995]',-0.015,0.005,-0.014,92.800,21.250,0.447,0.291
'[15:36:26.974 02/03/1995]',-0.014,0.006,-0.014,92.800,21.250,0.447,0.291
'[15:36:26.976 02/03/1995]',-0.013,0.007,-0.013,89.850,20.675,0.435,0.278
'[15:36:26.978 02/03/1995]',-0.011,0.008,-0.012,89.850,20.675,0.435,0.278
'[15:36:26.980 02/03/1995]',-0.011,0.008,-0.011,89.850,20.675,0.435,0.278
'[15:36:26.982 02/03/1995]',-0.010,0.008,-0.011,89.850,20.675,0.435,0.278
'[15:36:26.984 02/03/1995]',-0.009,0.009,-0.011,87.400,20.900,0.408,0.265
'[15:36:26.986 02/03/1995]',-0.008,0.010,-0.010,87.400,20.900,0.408,0.265
'[15:36:26.988 02/03/1995]',-0.007,0.011,-0.009,87.400,20.900,0.408,0.265
'[15:36:26.990 02/03/1995]',-0.006,0.012,-0.008,87.400,20.900,0.408,0.265
'[15:36:26.992 02/03/1995]',-0.004,0.013,-0.007,85.400,22.075,0.373,0.253
'[15:36:26.994 02/03/1995]',-0.003,0.015,-0.006,85.400,22.075,0.373,0.253
'[15:36:26.996 02/03/1995]',-0.002,0.018,-0.004,85.400,22.075,0.373,0.253
'[15:36:26.998 02/03/1995]',0.000,0.020,-0.003,85.400,22.075,0.373,0.253
'[15:36:27.000 02/03/1995]',0.002,0.024,-0.002,83.750,23.950,0.325,0.242
'[15:36:27.002 02/03/1995]',0.004,0.028,0.000,83.750,23.950,0.325,0.242
'[15:36:27.004 02/03/1995]',0.006,0.033,0.002,83.750,23.950,0.325,0.242
'[15:36:27.006 02/03/1995]',0.008,0.038,0.003,83.750,23.950,0.325,0.242
'[15:36:27.008 02/03/1995]',0.010,0.044,0.004,82.600,26.250,0.267,0.232
'[15:36:27.010 02/03/1995]',0.012,0.050,0.005,82.600,26.250,0.267,0.232
'[15:36:27.012 02/03/1995]',0.013,0.056,0.006,82.600,26.250,0.267,0.232
'[15:36:27.014 02/03/1995]',0.015,0.061,0.008,82.600,26.250,0.267,0.232
'[15:36:27.016 02/03/1995]',0.017,0.067,0.009,81.900,28.475,0.201,0.222
'[15:36:27.018 02/03/1995]',0.018,0.073,0.010,81.900,28.475,0.201,0.222
'[15:36:27.020 02/03/1995]',0.019,0.080,0.011,81.900,28.475,0.201,0.222
'[15:36:27.022 02/03/1995]',0.020,0.086,0.012,81.900,28.475,0.201,0.222
'[15:36:27.024 02/03/1995]',0.021,0.091,0.013,81.600,30.225,0.130,0.211
'[15:36:27.026 02/03/1995]',0.022,0.097,0.014,81.600,30.225,0.130,0.211
'[15:36:27.028 02/03/1995]',0.024,0.102,0.015,81.600,30.225,0.130,0.211
'[15:36:27.030 02/03/1995]',0.026,0.108,0.015,81.600,30.225,0.130,0.211
'[15:36:27.032 02/03/1995]',0.028,0.113,0.015,81.750,31.400,0.056,0.202
'[15:36:27.034 02/03/1995]',0.030,0.117,0.014,81.750,31.400,0.056,0.202
'[15:36:27.036 02/03/1995]',0.031,0.118,0.014,81.750,31.400,0.056,0.202
'[15:36:27.038 02/03/1995]',0.032,0.119,0.014,81.750,31.400,0.056,0.202
'[15:36:27.040 02/03/1995]',0.033,0.116,0.014,82.300,31.925,-0.018,0.191
'[15:36:27.042 02/03/1995]',0.033,0.113,0.014,82.300,31.925,-0.018,0.191
'[15:36:27.044 02/03/1995]',0.033,0.108,0.014,82.300,31.925,-0.018,0.191
'[15:36:27.046 02/03/1995]',0.032,0.103,0.014,82.300,31.925,-0.018,0.191
'[15:36:27.048 02/03/1995]',0.030,0.098,0.014,83.050,31.875,-0.089,0.180
'[15:36:27.050 02/03/1995]',0.028,0.092,0.014,83.050,31.875,-0.089,0.180
'[15:36:27.052 02/03/1995]',0.026,0.086,0.014,83.050,31.875,-0.089,0.180
'[15:36:27.054 02/03/1995]',0.024,0.080,0.014,83.050,31.875,-0.089,0.180
'[15:36:27.056 02/03/1995]',0.021,0.073,0.013,84.000,31.275,-0.155,0.170
'[15:36:27.058 02/03/1995]',0.018,0.067,0.013,84.000,31.275,-0.155,0.170
'[15:36:27.060 02/03/1995]',0.015,0.061,0.011,84.000,31.275,-0.155,0.170
'[15:36:27.062 02/03/1995]',0.013,0.055,0.010,84.000,31.275,-0.155,0.170
'[15:36:27.064 02/03/1995]',0.011,0.049,0.007,84.950,30.100,-0.216,0.160
'[15:36:27.066 02/03/1995]',0.010,0.042,0.005,84.950,30.100,-0.216,0.160
'[15:36:27.068 02/03/1995]',0.008,0.036,0.002,84.950,30.100,-0.216,0.160
'[15:36:27.070 02/03/1995]',0.006,0.030,-0.002,84.950,30.100,-0.216,0.160
'[15:36:27.072 02/03/1995]',0.004,0.025,-0.005,85.850,28.350,-0.265,0.149
'[15:36:27.074 02/03/1995]',0.001,0.021,-0.008,85.850,28.350,-0.265,0.149
'[15:36:27.076 02/03/1995]',-0.002,0.018,-0.011,85.850,28.350,-0.265,0.149
'[15:36:27.078 02/03/1995]',-0.004,0.016,-0.013,85.850,28.350,-0.265,0.149
'[15:36:27.080 02/03/1995]',-0.007,0.015,-0.015,86.750,26.350,-0.303,0.138
'[15:36:27.082 02/03/1995]',-0.010,0.013,-0.016,86.750,26.350,-0.303,0.138
'[15:36:27.084 02/03/1995]',-0.013,0.011,-0.018,86.750,26.350,-0.303,0.138
'[15:36:27.086 02/03/1995]',-0.015,0.010,-0.019,86.750,26.350,-0.303,0.138
'[15:36:27.088 02/03/1995]',-0.017,0.008,-0.021,87.450,24.475,-0.331,0.127
'[15:36:27.090 02/03/1995]',-0.019,0.006,-0.023,87.450,24.475,-0.331,0.127
'[15:36:27.092 02/03/1995]',-0.019,0.004,-0.025,87.450,24.475,-0.331,0.127
'[15:36:27.094 02/03/1995]',-0.020,0.001,-0.027,87.450,24.475,-0.331,0.127
'[15:36:27.096 02/03/1995]',-0.021,-0.002,-0.029,88.050,22.900,-0.346,0.116
'[15:36:27.098 02/03/1995]',-0.023,-0.004,-0.030,88.050,22.900,-0.346,0.116
'[15:36:27.100 02/03/1995]',-0.024,-0.006,-0.030,88.050,22.900,-0.346,0.116
'[15:36:27.102 02/03/1995]',-0.025,-0.009,-0.030,88.050,22.900,-0.346,0.116
'[15:36:27.104 02/03/1995]',-0.025,-0.010,-0.030,88.400,21.675,-0.352,0.105
'[15:36:27.106 02/03/1995]',-0.026,-0.011,-0.030,88.400,21.675,-0.352,0.105
'[15:36:27.108 02/03/1995]',-0.025,-0.011,-0.030,88.400,21.675,-0.352,0.105
'[15:36:27.110 02/03/1995]',-0.023,-0.011,-0.030,88.400,21.675,-0.352,0.105
'[15:36:27.112 02/03/1995]',-0.022,-0.011,-0.029,88.550,20.800,-0.348,0.094
'[15:36:27.114 02/03/1995]',-0.022,-0.011,-0.029,88.550,20.800,-0.348,0.094
'[15:36:27.116 02/03/1995]',-0.021,-0.011,-0.028,88.550,20.800,-0.348,0.094
'[15:36:27.118 02/03/1995]',-0.021,-0.012,-0.027,88.550,20.800,-0.348,0.094
'[15:36:27.120 02/03/1995]',-0.021,-0.014,-0.025,88.650,20.200,-0.337,0.083
'[15:36:27.122 02/03/1995]',-0.020,-0.016,-0.024,88.650,20.200,-0.337,0.083
'[15:36:27.124 02/03/1995]',-0.020,-0.018,-0.024,88.650,20.200,-0.337,0.083
'[15:36:27.126 02/03/1995]',-0.020,-0.019,-0.023,88.650,20.200,-0.337,0.083
'[15:36:27.128 02/03/1995]',-0.019,-0.020,-0.022,88.500,19.850,-0.321,0.071
'[15:36:27.130 02/03/1995]',-0.019,-0.021,-0.022,88.500,19.850,-0.321,0.071
'[15:36:27.132 02/03/1995]',-0.018,-0.021,-0.022,88.500,19.850,-0.321,0.071
'[15:36:27.134 02/03/1995]',-0.018,-0.020,-0.022,88.500,19.850,-0.321,0.071
'[15:36:27.136 02/03/1995]',-0.018,-0.018,-0.022,88.300,19.675,-0.305,0.059
'[15:36:27.138 02/03/1995]',-0.019,-0.017,-0.022,88.300,19.675,-0.305,0.059
'[15:36:27.140 02/03/1995]',-0.018,-0.016,-0.022,88.300,19.675,-0.305,0.059
'[15:36:27.142 02/03/1995]',-0.018,-0.015,-0.022,88.300,19.675,-0.305,0.059
'[15:36:27.144 02/03/1995]',-0.017,-0.015,-0.021,87.850,19.625,-0.288,0.045
'[15:36:27.146 02/03/1995]',-0.016,-0.014,-0.021,87.850,19.625,-0.288,0.045
'[15:36:27.148 02/03/1995]',-0.015,-0.015,-0.020,87.850,19.625,-0.288,0.045
'[15:36:27.150 02/03/1995]',-0.015,-0.015,-0.019,87.850,19.625,-0.288,0.045
'[15:36:27.152 02/03/1995]',-0.014,-0.015,-0.018,87.400,19.675,-0.277,0.033
'[15:36:27.154 02/03/1995]',-0.013,-0.015,-0.017,87.400,19.675,-0.277,0.033
'[15:36:27.156 02/03/1995]',-0.013,-0.015,-0.017,87.400,19.675,-0.277,0.033
'[15:36:27.158 02/03/1995]',-0.012,-0.014,-0.016,87.400,19.675,-0.277,0.033
'[15:36:27.160 02/03/1995]',-0.011,-0.012,-0.015,86.850,19.850,-0.263,0.022
