'Time and date','V','II','V','ABP','PAP','PLETH','RESP'
'[07:23:51.570 15/12/1995]',0.015,-0.169,0.006,37.134,28.200,0.000,-0.302
'[07:23:51.572 15/12/1995]',0.018,-0.166,0.012,37.134,28.200,0.000,-0.302
'[07:23:51.574 15/12/1995]',0.021,-0.163,0.023,37.134,28.200,0.000,-0.302
'[07:23:51.576 15/12/1995]',0.023,-0.157,0.029,36.984,28.850,0.000,-0.304
'[07:23:51.578 15/12/1995]',0.025,-0.150,0.029,36.984,28.850,0.000,-0.304
'[07:23:51.580 15/12/1995]',0.027,-0.141,0.029,36.984,28.850,0.000,-0.304
'[07:23:51.582 15/12/1995]',0.029,-0.133,0.023,36.984,28.850,0.000,-0.304
'[07:23:51.584 15/12/1995]',0.030,-0.123,0.023,36.759,30.150,0.000,-0.308
'[07:23:51.586 15/12/1995]',0.031,-0.113,0.023,36.759,30.150,0.000,-0.308
'[07:23:51.588 15/12/1995]',0.031,-0.104,0.012,36.759,30.150,0.000,-0.308
'[07:23:51.590 15/12/1995]',0.032,-0.095,0.023,36.759,30.150,0.000,-0.308
'[07:23:51.592 15/12/1995]',0.032,-0.086,0.029,36.534,31.950,0.000,-0.316
'[07:23:51.594 15/12/1995]',0.033,-0.078,0.029,36.534,31.950,0.000,-0.316
'[07:23:51.596 15/12/1995]',0.033,-0.071,0.029,36.534,31.950,0.000,-0.316
'[07:23:51.598 15/12/1995]',0.034,-0.065,0.029,36.534,31.950,0.000,-0.316
'[07:23:51.600 15/12/1995]',0.035,-0.061,0.029,36.234,33.950,0.000,-0.327
'[07:23:51.602 15/12/1995]',0.036,-0.057,0.023,36.234,33.950,0.000,-0.327
'[07:23:51.604 15/12/1995]',0.037,-0.055,0.029,36.234,33.950,0.000,-0.327
'[07:23:51.606 15/12/1995]',0.038,-0.053,0.029,36.234,33.950,0.000,-0.327
'[07:23:51.608 15/12/1995]',0.039,-0.051,0.035,36.009,35.400,0.000,-0.342
'[07:23:51.610 15/12/1995]',0.039,-0.050,0.047,36.009,35.400,0.000,-0.342
'[07:23:51.612 15/12/1995]',0.038,-0.048,0.035,36.009,35.400,0.000,-0.342
'[07:23:51.614 15/12/1995]',0.037,-0.047,0.029,36.009,35.400,0.000,-0.342
'[07:23:51.616 15/12/1995]',0.034,-0.044,0.023,35.709,36.100,0.000,-0.361
'[07:23:51.618 15/12/1995]',0.032,-0.041,0.006,35.709,36.100,0.000,-0.361
'[07:23:51.620 15/12/1995]',0.030,-0.038,0.006,35.709,36.100,0.000,-0.361
'[07:23:51.622 15/12/1995]',0.028,-0.034,0.012,35.709,36.100,0.000,-0.361
'[07:23:51.624 15/12/1995]',0.027,-0.031,0.023,35.409,36.300,0.000,-0.384
'[07:23:51.626 15/12/1995]',0.025,-0.028,0.029,35.409,36.300,0.000,-0.384
'[07:23:51.628 15/12/1995]',0.025,-0.026,0.029,35.409,36.300,0.000,-0.384
'[07:23:51.630 15/12/1995]',0.024,-0.024,0.023,35.409,36.300,0.000,-0.384
'[07:23:51.632 15/12/1995]',0.024,-0.024,0.023,35.109,36.600,0.000,-0.408
'[07:23:51.634 15/12/1995]',0.024,-0.023,0.012,35.109,36.600,0.000,-0.408
'[07:23:51.636 15/12/1995]',0.023,-0.023,0.006,35.109,36.600,0.000,-0.408
'[07:23:51.638 15/12/1995]',0.022,-0.023,0.006,35.109,36.600,0.000,-0.408
'[07:23:51.640 15/12/1995]',0.020,-0.024,0.006,34.734,37.050,0.000,-0.433
'[07:23:51.642 15/12/1995]',0.018,-0.024,0.006,34.734,37.050,0.000,-0.433
'[07:23:51.644 15/12/1995]',0.016,-0.024,0.006,34.734,37.050,0.000,-0.433
'[07:23:51.646 15/12/1995]',0.015,-0.024,0.006,34.734,37.050,0.000,-0.433
'[07:23:51.648 15/12/1995]',0.014,-0.023,0.006,34.434,37.650,0.000,-0.460
'[07:23:51.650 15/12/1995]',0.013,-0.021,0.006,34.434,37.650,0.000,-0.460
'[07:23:51.652 15/12/1995]',0.013,-0.021,0.006,34.434,37.650,0.000,-0.460
'[07:23:51.654 15/12/1995]',0.014,-0.020,0.006,34.434,37.650,0.000,-0.460
'[07:23:51.656 15/12/1995]',0.015,-0.018,0.006,34.134,38.150,0.000,-0.487
'[07:23:51.658 15/12/1995]',0.016,-0.016,0.012,34.134,38.150,0.000,-0.487
'[07:23:51.660 15/12/1995]',0.017,-0.015,0.023,34.134,38.150,0.000,-0.487
'[07:23:51.662 15/12/1995]',0.018,-0.014,0.023,34.134,38.150,0.000,-0.487
'[07:23:51.664 15/12/1995]',0.019,-0.012,0.012,34.134,38.750,0.000,-0.514
'[07:23:51.666 15/12/1995]',0.020,-0.011,0.006,34.134,38.750,0.000,-0.514
'[07:23:51.668 15/12/1995]',0.020,-0.009,0.006,34.134,38.750,0.000,-0.514
'[07:23:51.670 15/12/1995]',0.020,-0.008,0.006,34.134,38.750,0.000,-0.514
'[07:23:51.672 15/12/1995]',0.020,-0.006,0.006,34.884,39.500,0.000,-0.538
'[07:23:51.674 15/12/1995]',0.020,-0.005,0.012,34.884,39.500,0.000,-0.538
'[07:23:51.676 15/12/1995]',0.019,-0.004,0.023,34.884,39.500,0.000,-0.538
'[07:23:51.678 15/12/1995]',0.019,-0.002,0.023,34.884,39.500,0.000,-0.538
'[07:23:51.680 15/12/1995]',0.019,-0.001,0.012,37.659,40.400,0.000,-0.561
'[07:23:51.682 15/12/1995]',0.018,0.000,0.012,37.659,40.400,0.000,-0.561
'[07:23:51.684 15/12/1995]',0.018,0.001,0.006,37.659,40.400,0.000,-0.561
'[07:23:51.686 15/12/1995]',0.017,0.002,0.006,37.659,40.400,0.000,-0.561
'[07:23:51.688 15/12/1995]',0.017,0.003,0.006,43.961,41.350,0.000,-0.583
'[07:23:51.690 15/12/1995]',0.016,0.004,0.006,43.961,41.350,0.000,-0.583
'[07:23:51.692 15/12/1995]',0.015,0.005,0.012,43.961,41.350,0.000,-0.583
'[07:23:51.694 15/12/1995]',0.015,0.006,0.006,43.961,41.350,0.000,-0.583
'[07:23:51.696 15/12/1995]',0.013,0.007,0.001,55.289,42.250,0.000,-0.603
'[07:23:51.698 15/12/1995]',0.012,0.008,0.001,55.289,42.250,0.000,-0.603
'[07:23:51.700 15/12/1995]',0.011,0.010,-0.011,55.289,42.250,0.000,-0.603
'[07:23:51.702 15/12/1995]',0.010,0.011,-0.005,55.289,42.250,0.000,-0.603
'[07:23:51.704 15/12/1995]',0.009,0.013,-0.005,71.343,43.100,0.000,-0.619
'[07:23:51.706 15/12/1995]',0.009,0.014,0.001,71.343,43.100,0.000,-0.619
'[07:23:51.708 15/12/1995]',0.009,0.014,0.006,71.343,43.100,0.000,-0.619
'[07:23:51.710 15/12/1995]',0.009,0.014,0.012,71.343,43.100,0.000,-0.619
'[07:23:51.712 15/12/1995]',0.010,0.014,0.012,89.797,43.850,0.000,-0.633
'[07:23:51.714 15/12/1995]',0.010,0.014,0.006,89.797,43.850,0.000,-0.633
'[07:23:51.716 15/12/1995]',0.010,0.014,0.001,89.797,43.850,0.000,-0.633
'[07:23:51.718 15/12/1995]',0.011,0.014,-0.005,89.797,43.850,0.000,-0.633
'[07:23:51.720 15/12/1995]',0.011,0.014,0.001,107.052,44.550,0.000,-0.645
'[07:23:51.722 15/12/1995]',0.011,0.015,0.001,107.052,44.550,0.000,-0.645
'[07:23:51.724 15/12/1995]',0.011,0.017,0.006,107.052,44.550,0.000,-0.645
'[07:23:51.726 15/12/1995]',0.011,0.019,0.006,107.052,44.550,0.000,-0.645
'[07:23:51.728 15/12/1995]',0.011,0.021,0.001,119.430,45.200,0.000,-0.654
'[07:23:51.730 15/12/1995]',0.011,0.023,0.006,119.430,45.200,0.000,-0.654
'[07:23:51.732 15/12/1995]',0.011,0.024,0.006,119.430,45.200,0.000,-0.654
'[07:23:51.734 15/12/1995]',0.011,0.026,0.001,119.430,45.200,0.000,-0.654
'[07:23:51.736 15/12/1995]',0.010,0.029,0.001,125.131,45.900,0.000,-0.662
'[07:23:51.738 15/12/1995]',0.010,0.031,0.001,125.131,45.900,0.000,-0.662
'[07:23:51.740 15/12/1995]',0.009,0.034,0.001,125.131,45.900,0.000,-0.662
'[07:23:51.742 15/12/1995]',0.008,0.037,0.001,125.131,45.900,0.000,-0.662
'[07:23:51.744 15/12/1995]',0.007,0.038,0.001,124.681,46.550,0.000,-0.667
'[07:23:51.746 15/12/1995]',0.006,0.040,-0.005,124.681,46.550,0.000,-0.667
'[07:23:51.748 15/12/1995]',0.004,0.041,-0.005,124.681,46.550,0.000,-0.667
'[07:23:51.750 15/12/1995]',0.002,0.042,-0.011,124.681,46.550,0.000,-0.667
'[07:23:51.752 15/12/1995]',0.000,0.041,-0.023,120.255,47.350,0.000,-0.671
'[07:23:51.754 15/12/1995]',-0.002,0.040,-0.023,120.255,47.350,0.000,-0.671
'[07:23:51.756 15/12/1995]',-0.002,0.039,-0.011,120.255,47.350,0.000,-0.671
'[07:23:51.758 15/12/1995]',-0.003,0.037,0.001,120.255,47.350,0.000,-0.671
'[07:23:51.760 15/12/1995]',-0.003,0.034,-0.005,114.254,48.200,0.000,-0.672
'[07:23:51.762 15/12/1995]',-0.003,0.031,-0.005,114.254,48.200,0.000,-0.672
'[07:23:51.764 15/12/1995]',-0.002,0.029,-0.005,114.254,48.200,0.000,-0.672
'[07:23:51.766 15/12/1995]',-0.001,0.027,-0.005,114.254,48.200,0.000,-0.672
'[07:23:51.768 15/12/1995]',0.000,0.026,-0.005,108.402,49.050,0.000,-0.672
'[07:23:51.770 15/12/1995]',0.001,0.024,-0.005,108.402,49.050,0.000,-0.672
'[07:23:51.772 15/12/1995]',0.002,0.023,-0.005,108.402,49.050,0.000,-0.672
'[07:23:51.774 15/12/1995]',0.003,0.023,-0.005,108.402,49.050,0.000,-0.672
'[07:23:51.776 15/12/1995]',0.003,0.024,-0.005,103.301,49.800,0.000,-0.669
'[07:23:51.778 15/12/1995]',0.004,0.024,0.001,103.301,49.800,0.000,-0.669
'[07:23:51.780 15/12/1995]',0.004,0.024,-0.005,103.301,49.800,0.000,-0.669
'[07:23:51.782 15/12/1995]',0.004,0.024,-0.005,103.301,49.800,0.000,-0.669
'[07:23:51.784 15/12/1995]',0.004,0.024,-0.005,99.025,50.350,0.000,-0.665
'[07:23:51.786 15/12/1995]',0.004,0.023,-0.011,99.025,50.350,0.000,-0.665
'[07:23:51.788 15/12/1995]',0.004,0.021,-0.005,99.025,50.350,0.000,-0.665
'[07:23:51.790 15/12/1995]',0.004,0.020,-0.005,99.025,50.350,0.000,-0.665
'[07:23:51.792 15/12/1995]',0.005,0.017,0.001,95.274,50.650,0.000,-0.658
'[07:23:51.794 15/12/1995]',0.006,0.014,0.006,95.274,50.650,0.000,-0.658
'[07:23:51.796 15/12/1995]',0.006,0.010,0.006,95.274,50.650,0.000,-0.658
'[07:23:51.798 15/12/1995]',0.007,0.006,0.006,95.274,50.650,0.000,-0.658
'[07:23:51.800 15/12/1995]',0.008,0.003,0.001,91.898,50.750,0.000,-0.650
'[07:23:51.802 15/12/1995]',0.008,0.000,-0.005,91.898,50.750,0.000,-0.650
'[07:23:51.804 15/12/1995]',0.007,-0.000,-0.005,91.898,50.750,0.000,-0.650
'[07:23:51.806 15/12/1995]',0.007,-0.001,-0.005,91.898,50.750,0.000,-0.650
'[07:23:51.808 15/12/1995]',0.006,0.000,-0.005,88.897,50.650,0.000,-0.641
'[07:23:51.810 15/12/1995]',0.006,0.002,0.001,88.897,50.650,0.000,-0.641
'[07:23:51.812 15/12/1995]',0.005,0.004,-0.005,88.897,50.650,0.000,-0.641
'[07:23:51.814 15/12/1995]',0.005,0.006,-0.005,88.897,50.650,0.000,-0.641
'[07:23:51.816 15/12/1995]',0.004,0.008,-0.005,86.347,50.350,0.000,-0.630
'[07:23:51.818 15/12/1995]',0.004,0.010,-0.011,86.347,50.350,0.000,-0.630
'[07:23:51.820 15/12/1995]',0.004,0.010,-0.005,86.347,50.350,0.000,-0.630
'[07:23:51.822 15/12/1995]',0.003,0.010,-0.005,86.347,50.350,0.000,-0.630
'[07:23:51.824 15/12/1995]',0.003,0.008,0.001,84.246,49.750,0.000,-0.619
'[07:23:51.826 15/12/1995]',0.004,0.006,-0.005,84.246,49.750,0.000,-0.619
'[07:23:51.828 15/12/1995]',0.003,0.004,0.001,84.246,49.750,0.000,-0.619
'[07:23:51.830 15/12/1995]',0.003,0.002,-0.005,84.246,49.750,0.000,-0.619
'[07:23:51.832 15/12/1995]',0.002,0.001,-0.005,82.446,49.000,0.000,-0.608
'[07:23:51.834 15/12/1995]',0.002,-0.001,-0.011,82.446,49.000,0.000,-0.608
'[07:23:51.836 15/12/1995]',0.001,-0.002,-0.011,82.446,49.000,0.000,-0.608
'[07:23:51.838 15/12/1995]',-0.001,-0.002,-0.011,82.446,49.000,0.000,-0.608
'[07:23:51.840 15/12/1995]',-0.001,-0.001,-0.005,80.870,47.950,0.000,-0.598
'[07:23:51.842 15/12/1995]',-0.002,0.000,-0.005,80.870,47.950,0.000,-0.598
'[07:23:51.844 15/12/1995]',-0.001,0.002,0.001,80.870,47.950,0.000,-0.598
'[07:23:51.846 15/12/1995]',0.000,0.004,0.001,80.870,47.950,0.000,-0.598
'[07:23:51.848 15/12/1995]',0.001,0.006,0.001,79.370,46.750,0.000,-0.589
'[07:23:51.850 15/12/1995]',0.002,0.009,-0.011,79.370,46.750,0.000,-0.589
'[07:23:51.852 15/12/1995]',0.002,0.011,-0.011,79.370,46.750,0.000,-0.589
'[07:23:51.854 15/12/1995]',0.002,0.014,-0.011,79.370,46.750,0.000,-0.589
'[07:23:51.856 15/12/1995]',0.002,0.016,-0.011,77.719,45.500,0.000,-0.581
'[07:23:51.858 15/12/1995]',0.001,0.018,-0.005,77.719,45.500,0.000,-0.581
'[07:23:51.860 15/12/1995]',0.001,0.018,-0.005,77.719,45.500,0.000,-0.581
'[07:23:51.862 15/12/1995]',0.000,0.019,-0.005,77.719,45.500,0.000,-0.581
'[07:23:51.864 15/12/1995]',-0.000,0.020,-0.005,75.919,44.100,0.000,-0.574
'[07:23:51.866 15/12/1995]',-0.001,0.021,-0.005,75.919,44.100,0.000,-0.574
'[07:23:51.868 15/12/1995]',-0.000,0.021,-0.011,75.919,44.100,0.000,-0.574
'[07:23:51.870 15/12/1995]',0.000,0.022,-0.011,75.919,44.100,0.000,-0.574
'[07:23:51.872 15/12/1995]',0.000,0.024,-0.005,73.818,42.650,0.000,-0.569
'[07:23:51.874 15/12/1995]',0.000,0.026,-0.005,73.818,42.650,0.000,-0.569
'[07:23:51.876 15/12/1995]',-0.001,0.028,0.001,73.818,42.650,0.000,-0.569
'[07:23:51.878 15/12/1995]',-0.001,0.031,-0.005,73.818,42.650,0.000,-0.569
'[07:23:51.880 15/12/1995]',-0.003,0.033,-0.011,71.418,41.350,0.000,-0.565
'[07:23:51.882 15/12/1995]',-0.004,0.035,-0.011,71.418,41.350,0.000,-0.565
'[07:23:51.884 15/12/1995]',-0.006,0.037,-0.023,71.418,41.350,0.000,-0.565
'[07:23:51.886 15/12/1995]',-0.008,0.039,-0.023,71.418,41.350,0.000,-0.565
'[07:23:51.888 15/12/1995]',-0.008,0.039,-0.023,68.642,40.050,0.000,-0.562
'[07:23:51.890 15/12/1995]',-0.008,0.039,-0.011,68.642,40.050,0.000,-0.562
'[07:23:51.892 15/12/1995]',-0.007,0.037,-0.005,68.642,40.050,0.000,-0.562
'[07:23:51.894 15/12/1995]',-0.006,0.036,-0.005,68.642,40.050,0.000,-0.562
'[07:23:51.896 15/12/1995]',-0.004,0.035,-0.005,65.491,38.850,0.000,-0.560
'[07:23:51.898 15/12/1995]',-0.003,0.034,-0.005,65.491,38.850,0.000,-0.560
'[07:23:51.900 15/12/1995]',-0.002,0.033,-0.011,65.491,38.850,0.000,-0.560
'[07:23:51.902 15/12/1995]',-0.001,0.033,-0.011,65.491,38.850,0.000,-0.560
'[07:23:51.904 15/12/1995]',-0.000,0.034,-0.011,62.041,37.950,0.000,-0.558
'[07:23:51.906 15/12/1995]',0.000,0.035,-0.011,62.041,37.950,0.000,-0.558
'[07:23:51.908 15/12/1995]',-0.000,0.037,-0.011,62.041,37.950,0.000,-0.558
'[07:23:51.910 15/12/1995]',-0.001,0.039,-0.005,62.041,37.950,0.000,-0.558
'[07:23:51.912 15/12/1995]',-0.001,0.040,-0.005,58.515,37.150,0.000,-0.558
'[07:23:51.914 15/12/1995]',-0.002,0.042,-0.005,58.515,37.150,0.000,-0.558
'[07:23:51.916 15/12/1995]',-0.002,0.042,-0.011,58.515,37.150,0.000,-0.558
'[07:23:51.918 15/12/1995]',-0.002,0.042,-0.011,58.515,37.150,0.000,-0.558
'[07:23:51.920 15/12/1995]',-0.002,0.042,-0.023,55.289,36.600,0.000,-0.558
'[07:23:51.922 15/12/1995]',-0.002,0.042,-0.011,55.289,36.600,0.000,-0.558
'[07:23:51.924 15/12/1995]',-0.002,0.043,-0.005,55.289,36.600,0.000,-0.558
'[07:23:51.926 15/12/1995]',-0.002,0.043,-0.005,55.289,36.600,0.000,-0.558
'[07:23:51.928 15/12/1995]',-0.003,0.046,-0.005,52.363,36.300,0.000,-0.560
'[07:23:51.930 15/12/1995]',-0.003,0.048,-0.011,52.363,36.300,0.000,-0.560
'[07:23:51.932 15/12/1995]',-0.004,0.051,-0.023,52.363,36.300,0.000,-0.560
'[07:23:51.934 15/12/1995]',-0.006,0.054,-0.023,52.363,36.300,0.000,-0.560
'[07:23:51.936 15/12/1995]',-0.007,0.057,-0.023,50.113,36.300,0.000,-0.564
'[07:23:51.938 15/12/1995]',-0.009,0.060,-0.023,50.113,36.300,0.000,-0.564
'[07:23:51.940 15/12/1995]',-0.010,0.061,-0.023,50.113,36.300,0.000,-0.564
'[07:23:51.942 15/12/1995]',-0.012,0.063,-0.011,50.113,36.300,0.000,-0.564
'[07:23:51.944 15/12/1995]',-0.013,0.061,-0.023,48.387,36.450,0.000,-0.569
'[07:23:51.946 15/12/1995]',-0.014,0.060,-0.028,48.387,36.450,0.000,-0.569
'[07:23:51.948 15/12/1995]',-0.015,0.057,-0.023,48.387,36.450,0.000,-0.569
'[07:23:51.950 15/12/1995]',-0.016,0.054,-0.028,48.387,36.450,0.000,-0.569
'[07:23:51.952 15/12/1995]',-0.016,0.050,-0.028,47.262,36.750,0.000,-0.575
'[07:23:51.954 15/12/1995]',-0.016,0.047,-0.028,47.262,36.750,0.000,-0.575
'[07:23:51.956 15/12/1995]',-0.015,0.044,-0.023,47.262,36.750,0.000,-0.575
'[07:23:51.958 15/12/1995]',-0.015,0.041,-0.011,47.262,36.750,0.000,-0.575
'[07:23:51.960 15/12/1995]',-0.013,0.039,-0.005,46.662,37.200,0.000,-0.581
'[07:23:51.962 15/12/1995]',-0.012,0.037,-0.005,46.662,37.200,0.000,-0.581
'[07:23:51.964 15/12/1995]',-0.012,0.035,-0.011,46.662,37.200,0.000,-0.581
'[07:23:51.966 15/12/1995]',-0.011,0.034,-0.023,46.662,37.200,0.000,-0.581
'[07:23:51.968 15/12/1995]',-0.011,0.035,-0.028,46.287,37.650,0.000,-0.587
'[07:23:51.970 15/12/1995]',-0.012,0.035,-0.028,46.287,37.650,0.000,-0.587
'[07:23:51.972 15/12/1995]',-0.012,0.036,-0.028,46.287,37.650,0.000,-0.587
'[07:23:51.974 15/12/1995]',-0.013,0.037,-0.023,46.287,37.650,0.000,-0.587
'[07:23:51.976 15/12/1995]',-0.013,0.039,-0.023,46.137,38.050,0.000,-0.593
'[07:23:51.978 15/12/1995]',-0.014,0.041,-0.011,46.137,38.050,0.000,-0.593
'[07:23:51.980 15/12/1995]',-0.014,0.042,-0.011,46.137,38.050,0.000,-0.593
'[07:23:51.982 15/12/1995]',-0.013,0.043,-0.023,46.137,38.050,0.000,-0.593
'[07:23:51.984 15/12/1995]',-0.013,0.043,-0.023,46.137,38.400,0.000,-0.599
'[07:23:51.986 15/12/1995]',-0.013,0.043,-0.028,46.137,38.400,0.000,-0.599
'[07:23:51.988 15/12/1995]',-0.013,0.043,-0.028,46.137,38.400,0.000,-0.599
'[07:23:51.990 15/12/1995]',-0.013,0.043,-0.023,46.137,38.400,0.000,-0.599
'[07:23:51.992 15/12/1995]',-0.013,0.042,-0.023,46.212,38.550,0.000,-0.603
'[07:23:51.994 15/12/1995]',-0.013,0.041,-0.005,46.212,38.550,0.000,-0.603
'[07:23:51.996 15/12/1995]',-0.012,0.042,-0.011,46.212,38.550,0.000,-0.603
'[07:23:51.998 15/12/1995]',-0.011,0.042,-0.023,46.212,38.550,0.000,-0.603
'[07:23:52.000 15/12/1995]',-0.010,0.042,-0.023,46.362,38.550,0.000,-0.606
'[07:23:52.002 15/12/1995]',-0.009,0.043,-0.023,46.362,38.550,0.000,-0.606
'[07:23:52.004 15/12/1995]',-0.009,0.043,-0.023,46.362,38.550,0.000,-0.606
'[07:23:52.006 15/12/1995]',-0.008,0.044,-0.023,46.362,38.550,0.000,-0.606
'[07:23:52.008 15/12/1995]',-0.008,0.045,-0.005,46.662,38.450,0.000,-0.607
'[07:23:52.010 15/12/1995]',-0.008,0.045,-0.011,46.662,38.450,0.000,-0.607
'[07:23:52.012 15/12/1995]',-0.009,0.044,-0.011,46.662,38.450,0.000,-0.607
'[07:23:52.014 15/12/1995]',-0.010,0.043,-0.011,46.662,38.450,0.000,-0.607
'[07:23:52.016 15/12/1995]',-0.011,0.043,-0.028,46.962,38.200,0.000,-0.608
'[07:23:52.018 15/12/1995]',-0.012,0.042,-0.028,46.962,38.200,0.000,-0.608
'[07:23:52.020 15/12/1995]',-0.014,0.041,-0.028,46.962,38.200,0.000,-0.608
'[07:23:52.022 15/12/1995]',-0.016,0.040,-0.034,46.962,38.200,0.000,-0.608
'[07:23:52.024 15/12/1995]',-0.017,0.040,-0.028,47.262,37.950,0.000,-0.609
'[07:23:52.026 15/12/1995]',-0.018,0.040,-0.023,47.262,37.950,0.000,-0.609
'[07:23:52.028 15/12/1995]',-0.018,0.042,-0.023,47.262,37.950,0.000,-0.609
'[07:23:52.030 15/12/1995]',-0.019,0.043,-0.023,47.262,37.950,0.000,-0.609
'[07:23:52.032 15/12/1995]',-0.019,0.046,-0.028,47.412,37.650,0.000,-0.609
'[07:23:52.034 15/12/1995]',-0.019,0.050,-0.028,47.412,37.650,0.000,-0.609
'[07:23:52.036 15/12/1995]',-0.019,0.055,-0.028,47.412,37.650,0.000,-0.609
'[07:23:52.038 15/12/1995]',-0.019,0.060,-0.034,47.412,37.650,0.000,-0.609
'[07:23:52.040 15/12/1995]',-0.018,0.066,-0.028,47.487,37.350,0.000,-0.609
'[07:23:52.042 15/12/1995]',-0.018,0.072,-0.023,47.487,37.350,0.000,-0.609
'[07:23:52.044 15/12/1995]',-0.017,0.079,-0.011,47.487,37.350,0.000,-0.609
'[07:23:52.046 15/12/1995]',-0.017,0.085,-0.011,47.487,37.350,0.000,-0.609
'[07:23:52.048 15/12/1995]',-0.016,0.089,-0.023,47.412,37.000,0.000,-0.609
'[07:23:52.050 15/12/1995]',-0.015,0.094,-0.023,47.412,37.000,0.000,-0.609
'[07:23:52.052 15/12/1995]',-0.014,0.096,-0.023,47.412,37.000,0.000,-0.609
'[07:23:52.054 15/12/1995]',-0.013,0.098,-0.023,47.412,37.000,0.000,-0.609
'[07:23:52.056 15/12/1995]',-0.014,0.100,-0.023,47.262,36.600,0.000,-0.609
'[07:23:52.058 15/12/1995]',-0.014,0.101,-0.023,47.262,36.600,0.000,-0.609
'[07:23:52.060 15/12/1995]',-0.016,0.103,-0.023,47.262,36.600,0.000,-0.609
'[07:23:52.062 15/12/1995]',-0.018,0.104,-0.028,47.262,36.600,0.000,-0.609
'[07:23:52.064 15/12/1995]',-0.021,0.105,-0.028,46.962,36.050,0.000,-0.608
'[07:23:52.066 15/12/1995]',-0.024,0.107,-0.046,46.962,36.050,0.000,-0.608
'[07:23:52.068 15/12/1995]',-0.028,0.109,-0.052,46.962,36.050,0.000,-0.608
'[07:23:52.070 15/12/1995]',-0.032,0.111,-0.052,46.962,36.050,0.000,-0.608
'[07:23:52.072 15/12/1995]',-0.034,0.113,-0.052,46.587,35.450,0.000,-0.608
'[07:23:52.074 15/12/1995]',-0.037,0.115,-0.046,46.587,35.450,0.000,-0.608
'[07:23:52.076 15/12/1995]',-0.037,0.115,-0.046,46.587,35.450,0.000,-0.608
'[07:23:52.078 15/12/1995]',-0.038,0.115,-0.034,46.587,35.450,0.000,-0.608
'[07:23:52.080 15/12/1995]',-0.037,0.113,-0.034,46.137,34.800,0.000,-0.607
'[07:23:52.082 15/12/1995]',-0.036,0.111,-0.034,46.137,34.800,0.000,-0.607
'[07:23:52.084 15/12/1995]',-0.035,0.106,-0.034,46.137,34.800,0.000,-0.607
'[07:23:52.086 15/12/1995]',-0.034,0.102,-0.034,46.137,34.800,0.000,-0.607
'[07:23:52.088 15/12/1995]',-0.033,0.099,-0.034,45.686,34.250,0.000,-0.606
'[07:23:52.090 15/12/1995]',-0.033,0.095,-0.046,45.686,34.250,0.000,-0.606
'[07:23:52.092 15/12/1995]',-0.033,0.094,-0.034,45.686,34.250,0.000,-0.606
'[07:23:52.094 15/12/1995]',-0.033,0.092,-0.034,45.686,34.250,0.000,-0.606
'[07:23:52.096 15/12/1995]',-0.035,0.092,-0.046,45.161,33.600,0.000,-0.605
'[07:23:52.098 15/12/1995]',-0.036,0.092,-0.052,45.161,33.600,0.000,-0.605
'[07:23:52.100 15/12/1995]',-0.037,0.093,-0.052,45.161,33.600,0.000,-0.605
'[07:23:52.102 15/12/1995]',-0.038,0.095,-0.052,45.161,33.600,0.000,-0.605
'[07:23:52.104 15/12/1995]',-0.039,0.095,-0.052,44.561,32.900,0.000,-0.604
'[07:23:52.106 15/12/1995]',-0.039,0.096,-0.052,44.561,32.900,0.000,-0.604
'[07:23:52.108 15/12/1995]',-0.039,0.095,-0.034,44.561,32.900,0.000,-0.604
'[07:23:52.110 15/12/1995]',-0.038,0.094,-0.034,44.561,32.900,0.000,-0.604
'[07:23:52.112 15/12/1995]',-0.036,0.091,-0.034,44.036,32.250,0.000,-0.603
'[07:23:52.114 15/12/1995]',-0.033,0.088,-0.034,44.036,32.250,0.000,-0.603
'[07:23:52.116 15/12/1995]',-0.030,0.084,-0.034,44.036,32.250,0.000,-0.603
'[07:23:52.118 15/12/1995]',-0.027,0.079,-0.034,44.036,32.250,0.000,-0.603
'[07:23:52.120 15/12/1995]',-0.023,0.074,-0.028,43.511,31.750,0.000,-0.601
'[07:23:52.122 15/12/1995]',-0.020,0.069,-0.028,43.511,31.750,0.000,-0.601
'[07:23:52.124 15/12/1995]',-0.017,0.064,-0.011,43.511,31.750,0.000,-0.601
'[07:23:52.126 15/12/1995]',-0.013,0.059,-0.011,43.511,31.750,0.000,-0.601
'[07:23:52.128 15/12/1995]',-0.011,0.055,-0.005,42.986,31.400,0.000,-0.598
'[07:23:52.130 15/12/1995]',-0.009,0.050,-0.005,42.986,31.400,0.000,-0.598
'[07:23:52.132 15/12/1995]',-0.006,0.045,-0.005,42.986,31.400,0.000,-0.598
'[07:23:52.134 15/12/1995]',-0.004,0.040,-0.005,42.986,31.400,0.000,-0.598
'[07:23:52.136 15/12/1995]',-0.002,0.033,-0.011,42.461,31.050,0.000,-0.595
'[07:23:52.138 15/12/1995]',0.000,0.027,-0.011,42.461,31.050,0.000,-0.595
'[07:23:52.140 15/12/1995]',0.001,0.020,-0.011,42.461,31.050,0.000,-0.595
'[07:23:52.142 15/12/1995]',0.003,0.014,-0.005,42.461,31.050,0.000,-0.595
'[07:23:52.144 15/12/1995]',0.003,0.007,0.001,41.935,30.700,0.000,-0.592
