'Time and date','I','MCL1','V','ABP','PAP','RESP'
'[12:45:33.646 22/05/1995]',0.002,-0.017,0.002,110.084,33.709,0.475
'[12:45:33.648 22/05/1995]',0.002,-0.017,0.002,111.096,33.183,0.478
'[12:45:33.650 22/05/1995]',0.002,-0.017,0.002,111.096,33.183,0.478
'[12:45:33.652 22/05/1995]',0.002,-0.017,0.002,111.096,33.183,0.478
'[12:45:33.654 22/05/1995]',0.002,-0.017,0.002,111.096,33.183,0.478
'[12:45:33.656 22/05/1995]',0.002,-0.017,0.002,111.501,32.732,0.481
'[12:45:33.658 22/05/1995]',0.002,-0.017,0.002,111.501,32.732,0.481
'[12:45:33.660 22/05/1995]',0.002,-0.017,0.002,111.501,32.732,0.481
'[12:45:33.662 22/05/1995]',0.002,-0.017,0.002,111.501,32.732,0.481
'[12:45:33.664 22/05/1995]',0.002,-0.017,0.002,111.450,32.431,0.485
'[12:45:33.666 22/05/1995]',0.002,-0.017,0.002,111.450,32.431,0.485
'[12:45:33.668 22/05/1995]',0.002,-0.017,0.002,111.450,32.431,0.485
'[12:45:33.670 22/05/1995]',0.002,-0.017,0.002,111.450,32.431,0.485
'[12:45:33.672 22/05/1995]',0.002,-0.017,0.002,110.944,32.256,0.489
'[12:45:33.674 22/05/1995]',0.002,-0.017,0.002,110.944,32.256,0.489
'[12:45:33.676 22/05/1995]',0.002,-0.017,0.002,110.944,32.256,0.489
'[12:45:33.678 22/05/1995]',0.002,-0.017,0.002,110.944,32.256,0.489
'[12:45:33.680 22/05/1995]',0.002,-0.017,0.002,109.932,31.955,0.493
'[12:45:33.682 22/05/1995]',0.002,-0.017,0.002,109.932,31.955,0.493
'[12:45:33.684 22/05/1995]',0.002,-0.017,0.002,109.932,31.955,0.493
'[12:45:33.686 22/05/1995]',0.002,-0.017,0.002,109.932,31.955,0.493
'[12:45:33.688 22/05/1995]',0.002,-0.017,0.002,108.415,31.554,0.496
'[12:45:33.690 22/05/1995]',0.002,0.002,0.002,108.415,31.554,0.496
'[12:45:33.692 22/05/1995]',0.002,-0.017,0.002,108.415,31.554,0.496
'[12:45:33.694 22/05/1995]',0.002,-0.017,0.002,108.415,31.554,0.496
'[12:45:33.696 22/05/1995]',0.002,-0.017,0.002,106.593,30.952,0.498
'[12:45:33.698 22/05/1995]',0.002,-0.017,0.002,106.593,30.952,0.498
'[12:45:33.700 22/05/1995]',0.002,-0.017,0.002,106.593,30.952,0.498
'[12:45:33.702 22/05/1995]',0.002,-0.017,0.002,106.593,30.952,0.498
'[12:45:33.704 22/05/1995]',0.002,0.002,0.002,104.367,30.201,0.501
'[12:45:33.706 22/05/1995]',0.002,0.002,0.002,104.367,30.201,0.501
'[12:45:33.708 22/05/1995]',0.002,0.002,0.002,104.367,30.201,0.501
'[12:45:33.710 22/05/1995]',0.002,-0.017,0.002,104.367,30.201,0.501
'[12:45:33.712 22/05/1995]',0.002,-0.017,0.002,101.787,29.323,0.502
'[12:45:33.714 22/05/1995]',0.002,0.002,0.002,101.787,29.323,0.502
'[12:45:33.716 22/05/1995]',0.002,0.002,0.002,101.787,29.323,0.502
'[12:45:33.718 22/05/1995]',0.002,0.002,0.002,101.787,29.323,0.502
'[12:45:33.720 22/05/1995]',0.002,-0.017,0.002,99.055,28.596,0.503
'[12:45:33.722 22/05/1995]',0.002,0.002,0.002,99.055,28.596,0.503
'[12:45:33.724 22/05/1995]',0.002,0.002,0.002,99.055,28.596,0.503
'[12:45:33.726 22/05/1995]',0.002,-0.017,0.002,99.055,28.596,0.503
'[12:45:33.728 22/05/1995]',0.002,-0.017,0.002,96.273,28.145,0.504
'[12:45:33.730 22/05/1995]',0.002,-0.017,0.002,96.273,28.145,0.504
'[12:45:33.732 22/05/1995]',0.002,0.002,0.002,96.273,28.145,0.504
'[12:45:33.734 22/05/1995]',0.002,-0.017,0.002,96.273,28.145,0.504
'[12:45:33.736 22/05/1995]',0.002,-0.017,0.002,93.592,27.669,0.505
'[12:45:33.738 22/05/1995]',0.002,0.002,0.002,93.592,27.669,0.505
'[12:45:33.740 22/05/1995]',0.002,0.002,0.002,93.592,27.669,0.505
'[12:45:33.742 22/05/1995]',0.002,0.002,0.002,93.592,27.669,0.505
'[12:45:33.744 22/05/1995]',0.002,-0.017,0.002,91.163,27.143,0.505
'[12:45:33.746 22/05/1995]',0.002,0.002,0.002,91.163,27.143,0.505
'[12:45:33.748 22/05/1995]',0.002,-0.017,0.002,91.163,27.143,0.505
'[12:45:33.750 22/05/1995]',0.002,-0.017,0.002,91.163,27.143,0.505
'[12:45:33.752 22/05/1995]',0.002,-0.017,0.002,88.988,26.491,0.505
'[12:45:33.754 22/05/1995]',0.002,-0.017,0.002,88.988,26.491,0.505
'[12:45:33.756 22/05/1995]',0.002,-0.017,0.002,88.988,26.491,0.505
'[12:45:33.758 22/05/1995]',0.002,-0.017,0.002,88.988,26.491,0.505
'[12:45:33.760 22/05/1995]',0.002,-0.017,0.002,87.116,25.564,0.504
'[12:45:33.762 22/05/1995]',0.002,-0.017,0.002,87.116,25.564,0.504
'[12:45:33.764 22/05/1995]',0.002,-0.017,0.002,87.116,25.564,0.504
'[12:45:33.766 22/05/1995]',0.002,-0.017,0.002,87.116,25.564,0.504
'[12:45:33.768 22/05/1995]',0.002,-0.017,0.002,85.548,24.662,0.504
'[12:45:33.770 22/05/1995]',0.002,-0.017,0.002,85.548,24.662,0.504
'[12:45:33.772 22/05/1995]',0.002,0.002,0.002,85.548,24.662,0.504
'[12:45:33.774 22/05/1995]',0.002,-0.017,0.002,85.548,24.662,0.504
'[12:45:33.776 22/05/1995]',0.019,-0.017,0.002,84.233,24.561,0.503
'[12:45:33.778 22/05/1995]',0.002,-0.017,-0.016,84.233,24.561,0.503
'[12:45:33.780 22/05/1995]',0.002,-0.017,0.002,84.233,24.561,0.503
'[12:45:33.782 22/05/1995]',0.002,-0.017,0.002,84.233,24.561,0.503
'[12:45:33.784 22/05/1995]',0.019,-0.017,0.002,83.170,25.213,0.501
'[12:45:33.786 22/05/1995]',0.019,-0.017,0.002,83.170,25.213,0.501
'[12:45:33.788 22/05/1995]',0.002,-0.017,-0.016,83.170,25.213,0.501
'[12:45:33.790 22/05/1995]',0.002,-0.017,0.002,83.170,25.213,0.501
'[12:45:33.792 22/05/1995]',0.002,-0.017,0.002,82.411,25.915,0.499
'[12:45:33.794 22/05/1995]',0.002,-0.017,0.002,82.411,25.915,0.499
'[12:45:33.796 22/05/1995]',0.019,-0.017,0.002,82.411,25.915,0.499
'[12:45:33.798 22/05/1995]',0.019,-0.017,0.002,82.411,25.915,0.499
'[12:45:33.800 22/05/1995]',0.019,-0.017,0.002,82.158,25.739,0.497
'[12:45:33.802 22/05/1995]',0.019,-0.017,-0.016,82.158,25.739,0.497
'[12:45:33.804 22/05/1995]',0.019,-0.017,-0.016,82.158,25.739,0.497
'[12:45:33.806 22/05/1995]',0.019,-0.017,-0.016,82.158,25.739,0.497
'[12:45:33.808 22/05/1995]',0.019,-0.017,-0.016,82.361,24.737,0.495
'[12:45:33.810 22/05/1995]',0.019,-0.017,-0.016,82.361,24.737,0.495
'[12:45:33.812 22/05/1995]',0.019,-0.017,-0.016,82.361,24.737,0.495
'[12:45:33.814 22/05/1995]',0.019,-0.017,-0.016,82.361,24.737,0.495
'[12:45:33.816 22/05/1995]',0.019,-0.017,-0.016,82.968,23.860,0.493
'[12:45:33.818 22/05/1995]',0.019,-0.017,0.002,82.968,23.860,0.493
'[12:45:33.820 22/05/1995]',0.019,-0.017,0.002,82.968,23.860,0.493
'[12:45:33.822 22/05/1995]',0.019,-0.017,0.002,82.968,23.860,0.493
'[12:45:33.824 22/05/1995]',0.019,-0.017,0.002,84.030,23.910,0.491
'[12:45:33.826 22/05/1995]',0.002,-0.017,0.002,84.030,23.910,0.491
'[12:45:33.828 22/05/1995]',0.019,-0.017,0.002,84.030,23.910,0.491
'[12:45:33.830 22/05/1995]',0.019,-0.017,-0.016,84.030,23.910,0.491
'[12:45:33.832 22/05/1995]',0.019,-0.017,0.002,85.599,24.912,0.489
'[12:45:33.834 22/05/1995]',0.019,-0.017,0.002,85.599,24.912,0.489
'[12:45:33.836 22/05/1995]',0.019,-0.017,0.002,85.599,24.912,0.489
'[12:45:33.838 22/05/1995]',0.019,-0.017,0.002,85.599,24.912,0.489
'[12:45:33.840 22/05/1995]',0.019,-0.017,0.002,87.673,26.140,0.487
'[12:45:33.842 22/05/1995]',0.019,0.002,0.002,87.673,26.140,0.487
'[12:45:33.844 22/05/1995]',0.019,0.002,0.002,87.673,26.140,0.487
'[12:45:33.846 22/05/1995]',0.002,0.002,0.002,87.673,26.140,0.487
'[12:45:33.848 22/05/1995]',0.002,0.002,0.002,90.354,26.842,0.485
'[12:45:33.850 22/05/1995]',0.002,0.002,0.002,90.354,26.842,0.485
'[12:45:33.852 22/05/1995]',0.002,0.002,0.002,90.354,26.842,0.485
'[12:45:33.854 22/05/1995]',0.019,0.002,0.002,90.354,26.842,0.485
'[12:45:33.856 22/05/1995]',0.002,0.002,0.002,93.491,26.617,0.483
'[12:45:33.858 22/05/1995]',0.019,0.002,0.002,93.491,26.617,0.483
'[12:45:33.860 22/05/1995]',0.019,0.002,0.002,93.491,26.617,0.483
'[12:45:33.862 22/05/1995]',0.019,0.002,0.002,93.491,26.617,0.483
'[12:45:33.864 22/05/1995]',0.019,0.002,0.002,97.133,25.739,0.482
'[12:45:33.866 22/05/1995]',0.019,0.002,0.002,97.133,25.739,0.482
'[12:45:33.868 22/05/1995]',0.036,0.002,0.002,97.133,25.739,0.482
'[12:45:33.870 22/05/1995]',0.036,-0.017,0.002,97.133,25.739,0.482
'[12:45:33.872 22/05/1995]',0.036,-0.017,-0.016,100.978,24.837,0.481
'[12:45:33.874 22/05/1995]',0.054,-0.017,-0.016,100.978,24.837,0.481
'[12:45:33.876 22/05/1995]',0.054,-0.036,-0.016,100.978,24.837,0.481
'[12:45:33.878 22/05/1995]',0.072,-0.036,-0.034,100.978,24.837,0.481
'[12:45:33.880 22/05/1995]',0.072,-0.055,-0.034,105.076,24.486,0.480
'[12:45:33.882 22/05/1995]',0.072,-0.055,-0.034,105.076,24.486,0.480
'[12:45:33.884 22/05/1995]',0.072,-0.073,-0.034,105.076,24.486,0.480
'[12:45:33.886 22/05/1995]',0.072,-0.073,-0.034,105.076,24.486,0.480
'[12:45:33.888 22/05/1995]',0.090,-0.073,-0.034,109.275,24.737,0.479
'[12:45:33.890 22/05/1995]',0.090,-0.073,-0.034,109.275,24.737,0.479
'[12:45:33.892 22/05/1995]',0.072,-0.073,-0.034,109.275,24.737,0.479
'[12:45:33.894 22/05/1995]',0.072,-0.073,-0.034,109.275,24.737,0.479
'[12:45:33.896 22/05/1995]',0.072,-0.073,-0.034,113.727,25.313,0.479
'[12:45:33.898 22/05/1995]',0.072,-0.073,-0.034,113.727,25.313,0.479
'[12:45:33.900 22/05/1995]',0.072,-0.073,-0.034,113.727,25.313,0.479
'[12:45:33.902 22/05/1995]',0.072,-0.055,-0.034,113.727,25.313,0.479
'[12:45:33.904 22/05/1995]',0.054,-0.055,-0.016,118.229,25.739,0.478
'[12:45:33.906 22/05/1995]',0.054,-0.055,-0.016,118.229,25.739,0.478
'[12:45:33.908 22/05/1995]',0.054,-0.055,-0.034,118.229,25.739,0.478
'[12:45:33.910 22/05/1995]',0.036,-0.055,-0.016,118.229,25.739,0.478
'[12:45:33.912 22/05/1995]',0.036,-0.036,-0.016,122.681,25.664,0.477
'[12:45:33.914 22/05/1995]',0.019,-0.036,-0.016,122.681,25.664,0.477
'[12:45:33.916 22/05/1995]',0.019,-0.036,-0.016,122.681,25.664,0.477
'[12:45:33.918 22/05/1995]',0.019,-0.036,-0.016,122.681,25.664,0.477
'[12:45:33.920 22/05/1995]',0.019,-0.036,-0.016,126.829,25.038,0.476
'[12:45:33.922 22/05/1995]',0.019,-0.017,0.002,126.829,25.038,0.476
'[12:45:33.924 22/05/1995]',0.019,-0.017,0.002,126.829,25.038,0.476
'[12:45:33.926 22/05/1995]',0.002,-0.017,0.002,126.829,25.038,0.476
'[12:45:33.928 22/05/1995]',0.002,-0.017,0.002,130.624,24.085,0.475
'[12:45:33.930 22/05/1995]',0.002,-0.017,0.002,130.624,24.085,0.475
'[12:45:33.932 22/05/1995]',0.002,-0.017,0.002,130.624,24.085,0.475
'[12:45:33.934 22/05/1995]',0.019,-0.017,0.002,130.624,24.085,0.475
'[12:45:33.936 22/05/1995]',0.019,-0.017,0.002,133.861,23.208,0.475
'[12:45:33.938 22/05/1995]',0.002,-0.017,0.002,133.861,23.208,0.475
'[12:45:33.940 22/05/1995]',0.002,-0.017,0.002,133.861,23.208,0.475
'[12:45:33.942 22/05/1995]',0.002,-0.017,0.002,133.861,23.208,0.475
'[12:45:33.944 22/05/1995]',0.002,-0.017,0.002,136.644,22.857,0.475
'[12:45:33.946 22/05/1995]',0.002,-0.017,0.002,136.644,22.857,0.475
'[12:45:33.948 22/05/1995]',0.019,-0.017,0.002,136.644,22.857,0.475
'[12:45:33.950 22/05/1995]',0.002,-0.036,-0.016,136.644,22.857,0.475
'[12:45:33.952 22/05/1995]',0.019,-0.017,0.002,138.921,22.957,0.475
'[12:45:33.954 22/05/1995]',0.019,-0.036,0.002,138.921,22.957,0.475
'[12:45:33.956 22/05/1995]',0.002,-0.036,-0.016,138.921,22.957,0.475
'[12:45:33.958 22/05/1995]',0.002,-0.036,-0.016,138.921,22.957,0.475
'[12:45:33.960 22/05/1995]',0.002,-0.017,-0.016,140.590,23.208,0.475
'[12:45:33.962 22/05/1995]',0.002,-0.017,0.002,140.590,23.208,0.475
'[12:45:33.964 22/05/1995]',0.002,-0.017,0.002,140.590,23.208,0.475
'[12:45:33.966 22/05/1995]',0.002,-0.017,0.002,140.590,23.208,0.475
'[12:45:33.968 22/05/1995]',0.002,-0.017,0.002,141.551,23.083,0.475
'[12:45:33.970 22/05/1995]',0.002,-0.017,0.002,141.551,23.083,0.475
'[12:45:33.972 22/05/1995]',0.002,-0.017,0.002,141.551,23.083,0.475
'[12:45:33.974 22/05/1995]',0.002,-0.017,0.002,141.551,23.083,0.475
'[12:45:33.976 22/05/1995]',0.002,0.002,0.002,142.007,22.607,0.475
'[12:45:33.978 22/05/1995]',-0.016,0.020,0.002,142.007,22.607,0.475
'[12:45:33.980 22/05/1995]',-0.052,0.057,0.018,142.007,22.607,0.475
'[12:45:33.982 22/05/1995]',-0.105,0.113,0.036,142.007,22.607,0.475
'[12:45:33.984 22/05/1995]',-0.123,0.132,0.071,141.956,22.331,0.475
'[12:45:33.986 22/05/1995]',-0.141,0.151,0.071,141.956,22.331,0.475
'[12:45:33.988 22/05/1995]',-0.123,0.132,0.071,141.956,22.331,0.475
'[12:45:33.990 22/05/1995]',-0.123,0.113,0.054,141.956,22.331,0.475
'[12:45:33.992 22/05/1995]',-0.088,0.057,0.018,141.298,22.607,0.475
'[12:45:33.994 22/05/1995]',-0.034,0.020,0.002,141.298,22.607,0.475
'[12:45:33.996 22/05/1995]',0.002,-0.036,-0.016,141.298,22.607,0.475
'[12:45:33.998 22/05/1995]',0.072,-0.130,-0.069,141.298,22.607,0.475
'[12:45:34.000 22/05/1995]',0.179,-0.261,-0.122,139.983,23.333,0.475
'[12:45:34.002 22/05/1995]',0.303,-0.391,-0.174,139.983,23.333,0.475
'[12:45:34.004 22/05/1995]',0.428,-0.523,-0.245,139.983,23.333,0.475
'[12:45:34.006 22/05/1995]',0.570,-0.691,-0.297,139.983,23.333,0.475
'[12:45:34.008 22/05/1995]',0.766,-0.896,-0.385,137.909,23.910,0.475
'[12:45:34.010 22/05/1995]',0.962,-1.158,-0.507,137.909,23.910,0.475
'[12:45:34.012 22/05/1995]',1.157,-1.382,-0.613,137.909,23.910,0.475
'[12:45:34.014 22/05/1995]',1.193,-1.476,-0.666,137.909,23.910,0.475
'[12:45:34.016 22/05/1995]',1.139,-1.438,-0.648,135.076,24.261,0.474
'[12:45:34.018 22/05/1995]',1.032,-1.327,-0.630,135.076,24.261,0.474
'[12:45:34.020 22/05/1995]',0.819,-1.101,-0.560,135.076,24.261,0.474
'[12:45:34.022 22/05/1995]',0.606,-0.840,-0.507,135.076,24.261,0.474
'[12:45:34.024 22/05/1995]',0.446,-0.634,-0.455,131.332,24.436,0.473
'[12:45:34.026 22/05/1995]',0.321,-0.485,-0.402,131.332,24.436,0.473
'[12:45:34.028 22/05/1995]',0.251,-0.410,-0.367,131.332,24.436,0.473
'[12:45:34.030 22/05/1995]',0.197,-0.373,-0.314,131.332,24.436,0.473
'[12:45:34.032 22/05/1995]',0.161,-0.335,-0.279,126.779,24.486,0.471
'[12:45:34.034 22/05/1995]',0.126,-0.298,-0.262,126.779,24.486,0.471
'[12:45:34.036 22/05/1995]',0.126,-0.279,-0.210,126.779,24.486,0.471
'[12:45:34.038 22/05/1995]',0.090,-0.223,-0.174,126.779,24.486,0.471
'[12:45:34.040 22/05/1995]',0.054,-0.167,-0.122,121.366,24.035,0.469
'[12:45:34.042 22/05/1995]',0.019,-0.130,-0.086,121.366,24.035,0.469
'[12:45:34.044 22/05/1995]',0.002,-0.092,-0.051,121.366,24.035,0.469
'[12:45:34.046 22/05/1995]',0.002,-0.036,-0.034,121.366,24.035,0.469
'[12:45:34.048 22/05/1995]',-0.016,-0.017,0.002,115.295,22.957,0.465
'[12:45:34.050 22/05/1995]',-0.034,0.002,0.002,115.295,22.957,0.465
'[12:45:34.052 22/05/1995]',-0.052,0.038,0.002,115.295,22.957,0.465
'[12:45:34.054 22/05/1995]',-0.052,0.057,0.018,115.295,22.957,0.465
'[12:45:34.056 22/05/1995]',-0.070,0.076,0.018,108.870,21.805,0.461
'[12:45:34.058 22/05/1995]',-0.070,0.095,0.036,108.870,21.805,0.461
'[12:45:34.060 22/05/1995]',-0.088,0.095,0.036,108.870,21.805,0.461
'[12:45:34.062 22/05/1995]',-0.088,0.113,0.036,108.870,21.805,0.461
'[12:45:34.064 22/05/1995]',-0.088,0.113,0.054,102.344,21.153,0.457
'[12:45:34.066 22/05/1995]',-0.088,0.132,0.054,102.344,21.153,0.457
'[12:45:34.068 22/05/1995]',-0.088,0.132,0.054,102.344,21.153,0.457
'[12:45:34.070 22/05/1995]',-0.105,0.132,0.054,102.344,21.153,0.457
'[12:45:34.072 22/05/1995]',-0.088,0.132,0.054,95.919,21.504,0.452
'[12:45:34.074 22/05/1995]',-0.088,0.132,0.054,95.919,21.504,0.452
'[12:45:34.076 22/05/1995]',-0.105,0.132,0.071,95.919,21.504,0.452
'[12:45:34.078 22/05/1995]',-0.105,0.132,0.071,95.919,21.504,0.452
'[12:45:34.080 22/05/1995]',-0.105,0.132,0.071,89.696,22.682,0.446
'[12:45:34.082 22/05/1995]',-0.105,0.132,0.071,89.696,22.682,0.446
'[12:45:34.084 22/05/1995]',-0.105,0.132,0.071,89.696,22.682,0.446
'[12:45:34.086 22/05/1995]',-0.105,0.132,0.071,89.696,22.682,0.446
'[12:45:34.088 22/05/1995]',-0.105,0.132,0.071,83.828,23.960,0.441
'[12:45:34.090 22/05/1995]',-0.105,0.151,0.071,83.828,23.960,0.441
'[12:45:34.092 22/05/1995]',-0.105,0.151,0.071,83.828,23.960,0.441
'[12:45:34.094 22/05/1995]',-0.105,0.132,0.071,83.828,23.960,0.441
'[12:45:34.096 22/05/1995]',-0.088,0.132,0.071,78.314,24.962,0.434
'[12:45:34.098 22/05/1995]',-0.105,0.132,0.071,78.314,24.962,0.434
'[12:45:34.100 22/05/1995]',-0.105,0.132,0.071,78.314,24.962,0.434
'[12:45:34.102 22/05/1995]',-0.105,0.151,0.071,78.314,24.962,0.434
'[12:45:34.104 22/05/1995]',-0.105,0.132,0.071,73.255,26.015,0.428
'[12:45:34.106 22/05/1995]',-0.105,0.151,0.071,73.255,26.015,0.428
'[12:45:34.108 22/05/1995]',-0.105,0.132,0.071,73.255,26.015,0.428
'[12:45:34.110 22/05/1995]',-0.105,0.151,0.071,73.255,26.015,0.428
'[12:45:34.112 22/05/1995]',-0.105,0.132,0.071,68.701,27.018,0.421
'[12:45:34.114 22/05/1995]',-0.105,0.132,0.071,68.701,27.018,0.421
'[12:45:34.116 22/05/1995]',-0.105,0.151,0.071,68.701,27.018,0.421
'[12:45:34.118 22/05/1995]',-0.105,0.132,0.071,68.701,27.018,0.421
'[12:45:34.120 22/05/1995]',-0.105,0.132,0.071,64.705,26.967,0.412
'[12:45:34.122 22/05/1995]',-0.105,0.132,0.071,64.705,26.967,0.412
'[12:45:34.124 22/05/1995]',-0.088,0.132,0.071,64.705,26.967,0.412
'[12:45:34.126 22/05/1995]',-0.105,0.132,0.071,64.705,26.967,0.412
'[12:45:34.128 22/05/1995]',-0.105,0.132,0.071,61.012,25.138,0.402
'[12:45:34.130 22/05/1995]',-0.105,0.151,0.071,61.012,25.138,0.402
'[12:45:34.132 22/05/1995]',-0.105,0.132,0.071,61.012,25.138,0.402
'[12:45:34.134 22/05/1995]',-0.105,0.132,0.071,61.012,25.138,0.402
'[12:45:34.136 22/05/1995]',-0.105,0.132,0.071,57.825,23.083,0.390
'[12:45:34.138 22/05/1995]',-0.105,0.132,0.071,57.825,23.083,0.390
'[12:45:34.140 22/05/1995]',-0.105,0.132,0.071,57.825,23.083,0.390
'[12:45:34.142 22/05/1995]',-0.105,0.132,0.071,57.825,23.083,0.390
'[12:45:34.144 22/05/1995]',-0.105,0.132,0.071,55.194,23.258,0.377
'[12:45:34.146 22/05/1995]',-0.105,0.132,0.071,55.194,23.258,0.377
'[12:45:34.148 22/05/1995]',-0.105,0.132,0.071,55.194,23.258,0.377
'[12:45:34.150 22/05/1995]',-0.105,0.151,0.071,55.194,23.258,0.377
'[12:45:34.152 22/05/1995]',-0.105,0.151,0.071,53.474,26.441,0.362
'[12:45:34.154 22/05/1995]',-0.105,0.132,0.071,53.474,26.441,0.362
'[12:45:34.156 22/05/1995]',-0.105,0.151,0.071,53.474,26.441,0.362
'[12:45:34.158 22/05/1995]',-0.105,0.151,0.071,53.474,26.441,0.362
'[12:45:34.160 22/05/1995]',-0.105,0.151,0.071,52.816,30.476,0.348
'[12:45:34.162 22/05/1995]',-0.105,0.151,0.089,52.816,30.476,0.348
'[12:45:34.164 22/05/1995]',-0.105,0.151,0.089,52.816,30.476,0.348
'[12:45:34.166 22/05/1995]',-0.105,0.151,0.089,52.816,30.476,0.348
'[12:45:34.168 22/05/1995]',-0.105,0.151,0.089,53.221,32.957,0.335
'[12:45:34.170 22/05/1995]',-0.105,0.151,0.089,53.221,32.957,0.335
'[12:45:34.172 22/05/1995]',-0.105,0.151,0.089,53.221,32.957,0.335
'[12:45:34.174 22/05/1995]',-0.123,0.151,0.089,53.221,32.957,0.335
'[12:45:34.176 22/05/1995]',-0.123,0.151,0.089,54.789,33.434,0.322
'[12:45:34.178 22/05/1995]',-0.105,0.151,0.089,54.789,33.434,0.322
'[12:45:34.180 22/05/1995]',-0.123,0.151,0.089,54.789,33.434,0.322
'[12:45:34.182 22/05/1995]',-0.123,0.151,0.089,54.789,33.434,0.322
'[12:45:34.184 22/05/1995]',-0.123,0.151,0.089,57.572,33.308,0.308
'[12:45:34.186 22/05/1995]',-0.123,0.151,0.089,57.572,33.308,0.308
'[12:45:34.188 22/05/1995]',-0.123,0.170,0.089,57.572,33.308,0.308
'[12:45:34.190 22/05/1995]',-0.123,0.170,0.089,57.572,33.308,0.308
'[12:45:34.192 22/05/1995]',-0.123,0.170,0.089,61.113,33.358,0.296
'[12:45:34.194 22/05/1995]',-0.141,0.170,0.089,61.113,33.358,0.296
'[12:45:34.196 22/05/1995]',-0.123,0.170,0.089,61.113,33.358,0.296
'[12:45:34.198 22/05/1995]',-0.123,0.170,0.089,61.113,33.358,0.296
'[12:45:34.200 22/05/1995]',-0.123,0.188,0.106,64.958,33.784,0.284
'[12:45:34.202 22/05/1995]',-0.141,0.188,0.106,64.958,33.784,0.284
'[12:45:34.204 22/05/1995]',-0.141,0.188,0.106,64.958,33.784,0.284
'[12:45:34.206 22/05/1995]',-0.141,0.188,0.106,64.958,33.784,0.284
'[12:45:34.208 22/05/1995]',-0.141,0.188,0.106,69.056,34.612,0.272
'[12:45:34.210 22/05/1995]',-0.159,0.188,0.106,69.056,34.612,0.272
'[12:45:34.212 22/05/1995]',-0.159,0.188,0.106,69.056,34.612,0.272
'[12:45:34.214 22/05/1995]',-0.159,0.207,0.106,69.056,34.612,0.272
'[12:45:34.216 22/05/1995]',-0.159,0.207,0.106,73.356,35.714,0.260
'[12:45:34.218 22/05/1995]',-0.159,0.188,0.106,73.356,35.714,0.260
'[12:45:34.220 22/05/1995]',-0.159,0.207,0.106,73.356,35.714,0.260
'[12:45:34.222 22/05/1995]',-0.159,0.207,0.106,73.356,35.714,0.260
'[12:45:34.224 22/05/1995]',-0.159,0.207,0.106,77.706,36.366,0.248
'[12:45:34.226 22/05/1995]',-0.159,0.188,0.106,77.706,36.366,0.248
'[12:45:34.228 22/05/1995]',-0.159,0.207,0.106,77.706,36.366,0.248
'[12:45:34.230 22/05/1995]',-0.177,0.207,0.106,77.706,36.366,0.248
'[12:45:34.232 22/05/1995]',-0.159,0.188,0.106,82.007,36.366,0.236
'[12:45:34.234 22/05/1995]',-0.159,0.188,0.106,82.007,36.366,0.236
'[12:45:34.236 22/05/1995]',-0.177,0.188,0.106,82.007,36.366,0.236
'[12:45:34.238 22/05/1995]',-0.159,0.188,0.106,82.007,36.366,0.236
'[12:45:34.240 22/05/1995]',-0.159,0.188,0.106,86.256,36.065,0.224
'[12:45:34.242 22/05/1995]',-0.159,0.188,0.106,86.256,36.065,0.224
'[12:45:34.244 22/05/1995]',-0.159,0.170,0.089,86.256,36.065,0.224
'[12:45:34.246 22/05/1995]',-0.159,0.170,0.106,86.256,36.065,0.224
'[12:45:34.248 22/05/1995]',-0.159,0.170,0.089,90.455,36.065,0.211
'[12:45:34.250 22/05/1995]',-0.141,0.151,0.089,90.455,36.065,0.211
'[12:45:34.252 22/05/1995]',-0.141,0.151,0.089,90.455,36.065,0.211
'[12:45:34.254 22/05/1995]',-0.141,0.151,0.089,90.455,36.065,0.211
'[12:45:34.256 22/05/1995]',-0.141,0.132,0.071,94.452,36.541,0.199
'[12:45:34.258 22/05/1995]',-0.123,0.132,0.071,94.452,36.541,0.199
'[12:45:34.260 22/05/1995]',-0.123,0.132,0.071,94.452,36.541,0.199
'[12:45:34.262 22/05/1995]',-0.123,0.132,0.071,94.452,36.541,0.199
'[12:45:34.264 22/05/1995]',-0.123,0.113,0.054,98.246,37.193,0.185
'[12:45:34.266 22/05/1995]',-0.123,0.113,0.054,98.246,37.193,0.185
'[12:45:34.268 22/05/1995]',-0.123,0.095,0.054,98.246,37.193,0.185
'[12:45:34.270 22/05/1995]',-0.105,0.076,0.054,98.246,37.193,0.185
'[12:45:34.272 22/05/1995]',-0.088,0.076,0.054,101.737,37.719,0.172
'[12:45:34.274 22/05/1995]',-0.088,0.057,0.036,101.737,37.719,0.172
'[12:45:34.276 22/05/1995]',-0.088,0.057,0.036,101.737,37.719,0.172
'[12:45:34.278 22/05/1995]',-0.070,0.057,0.036,101.737,37.719,0.172
'[12:45:34.280 22/05/1995]',-0.070,0.038,0.018,104.873,37.820,0.160
'[12:45:34.282 22/05/1995]',-0.052,0.038,0.018,104.873,37.820,0.160
'[12:45:34.284 22/05/1995]',-0.052,0.020,0.018,104.873,37.820,0.160
'[12:45:34.286 22/05/1995]',-0.052,0.020,0.018,104.873,37.820,0.160
'[12:45:34.288 22/05/1995]',-0.034,0.020,0.018,107.555,37.469,0.148
'[12:45:34.290 22/05/1995]',-0.034,0.002,0.002,107.555,37.469,0.148
'[12:45:34.292 22/05/1995]',-0.034,0.002,0.002,107.555,37.469,0.148
