'Time and date','MCL1 ','II ','V ','ABP ','PAP ','PLETH ','RESP '
'[14:00:04.572 04/04/1995]',-0.056,0.009,0.013,49.750,11.407,0.000,-0.470
'[14:00:04.574 04/04/1995]',-0.043,0.027,0.013,49.750,11.407,0.000,-0.470
'[14:00:04.576 04/04/1995]',-0.031,0.036,0.001,49.450,11.658,0.000,-0.469
'[14:00:04.578 04/04/1995]',-0.006,0.063,-0.012,49.450,11.658,0.000,-0.469
'[14:00:04.580 04/04/1995]',0.013,0.081,-0.036,49.450,11.658,0.000,-0.469
'[14:00:04.582 04/04/1995]',0.044,0.108,-0.055,49.450,11.658,0.000,-0.469
'[14:00:04.584 04/04/1995]',0.069,0.135,-0.080,49.150,11.784,0.000,-0.469
'[14:00:04.586 04/04/1995]',0.094,0.153,-0.104,49.150,11.784,0.000,-0.469
'[14:00:04.588 04/04/1995]',0.131,0.189,-0.116,49.150,11.784,0.000,-0.469
'[14:00:04.590 04/04/1995]',0.163,0.207,-0.141,49.150,11.784,0.000,-0.469
'[14:00:04.592 04/04/1995]',0.193,0.233,-0.166,48.950,11.709,0.000,-0.469
'[14:00:04.594 04/04/1995]',0.237,0.260,-0.190,48.950,11.709,0.000,-0.469
'[14:00:04.596 04/04/1995]',0.250,0.278,-0.209,48.950,11.709,0.000,-0.469
'[14:00:04.598 04/04/1995]',0.274,0.278,-0.215,48.950,11.709,0.000,-0.469
'[14:00:04.600 04/04/1995]',0.281,0.296,-0.221,48.750,11.608,0.000,-0.469
'[14:00:04.602 04/04/1995]',0.281,0.314,-0.233,48.750,11.608,0.000,-0.469
'[14:00:04.604 04/04/1995]',0.293,0.341,-0.246,48.750,11.608,0.000,-0.469
'[14:00:04.606 04/04/1995]',0.299,0.377,-0.264,48.750,11.608,0.000,-0.469
'[14:00:04.608 04/04/1995]',0.306,0.421,-0.276,48.600,11.357,0.000,-0.469
'[14:00:04.610 04/04/1995]',0.299,0.484,-0.301,48.600,11.357,0.000,-0.469
'[14:00:04.612 04/04/1995]',0.293,0.538,-0.325,48.600,11.357,0.000,-0.469
'[14:00:04.614 04/04/1995]',0.274,0.556,-0.338,48.600,11.357,0.000,-0.469
'[14:00:04.616 04/04/1995]',0.262,0.564,-0.338,48.400,11.055,0.000,-0.469
'[14:00:04.618 04/04/1995]',0.237,0.556,-0.325,48.400,11.055,0.000,-0.469
'[14:00:04.620 04/04/1995]',0.212,0.538,-0.313,48.400,11.055,0.000,-0.469
'[14:00:04.622 04/04/1995]',0.187,0.484,-0.295,48.400,11.055,0.000,-0.469
'[14:00:04.624 04/04/1995]',0.163,0.439,-0.270,48.250,10.829,0.000,-0.470
'[14:00:04.626 04/04/1995]',0.138,0.385,-0.239,48.250,10.829,0.000,-0.470
'[14:00:04.628 04/04/1995]',0.113,0.314,-0.209,48.250,10.829,0.000,-0.470
'[14:00:04.630 04/04/1995]',0.088,0.260,-0.172,48.250,10.829,0.000,-0.470
'[14:00:04.632 04/04/1995]',0.069,0.189,-0.135,48.050,10.603,0.000,-0.470
'[14:00:04.634 04/04/1995]',0.057,0.117,-0.092,48.050,10.603,0.000,-0.470
'[14:00:04.636 04/04/1995]',0.038,0.036,-0.055,48.050,10.603,0.000,-0.470
'[14:00:04.638 04/04/1995]',0.013,-0.017,-0.018,48.050,10.603,0.000,-0.470
'[14:00:04.640 04/04/1995]',0.007,-0.071,0.001,47.900,10.477,0.000,-0.470
'[14:00:04.642 04/04/1995]',-0.006,-0.107,0.019,47.900,10.477,0.000,-0.470
'[14:00:04.644 04/04/1995]',-0.006,-0.133,0.037,47.900,10.477,0.000,-0.470
'[14:00:04.646 04/04/1995]',-0.012,-0.151,0.043,47.900,10.477,0.000,-0.470
'[14:00:04.648 04/04/1995]',-0.018,-0.169,0.056,47.650,10.427,0.000,-0.472
'[14:00:04.650 04/04/1995]',-0.018,-0.169,0.062,47.650,10.427,0.000,-0.472
'[14:00:04.652 04/04/1995]',-0.031,-0.160,0.062,47.650,10.427,0.000,-0.472
'[14:00:04.654 04/04/1995]',-0.031,-0.151,0.062,47.650,10.427,0.000,-0.472
'[14:00:04.656 04/04/1995]',-0.037,-0.142,0.062,47.450,10.528,0.000,-0.474
'[14:00:04.658 04/04/1995]',-0.037,-0.125,0.062,47.450,10.528,0.000,-0.474
'[14:00:04.660 04/04/1995]',-0.043,-0.116,0.056,47.450,10.528,0.000,-0.474
'[14:00:04.662 04/04/1995]',-0.043,-0.098,0.062,47.450,10.528,0.000,-0.474
'[14:00:04.664 04/04/1995]',-0.056,-0.089,0.056,47.300,10.955,0.000,-0.476
'[14:00:04.666 04/04/1995]',-0.056,-0.089,0.056,47.300,10.955,0.000,-0.476
'[14:00:04.668 04/04/1995]',-0.056,-0.080,0.062,47.300,10.955,0.000,-0.476
'[14:00:04.670 04/04/1995]',-0.056,-0.080,0.056,47.300,10.955,0.000,-0.476
'[14:00:04.672 04/04/1995]',-0.056,-0.080,0.062,47.100,11.834,0.000,-0.479
'[14:00:04.674 04/04/1995]',-0.056,-0.080,0.056,47.100,11.834,0.000,-0.479
'[14:00:04.676 04/04/1995]',-0.056,-0.089,0.056,47.100,11.834,0.000,-0.479
'[14:00:04.678 04/04/1995]',-0.056,-0.080,0.062,47.100,11.834,0.000,-0.479
'[14:00:04.680 04/04/1995]',-0.056,-0.089,0.056,46.950,13.065,0.000,-0.481
'[14:00:04.682 04/04/1995]',-0.056,-0.080,0.062,46.950,13.065,0.000,-0.481
'[14:00:04.684 04/04/1995]',-0.056,-0.089,0.062,46.950,13.065,0.000,-0.481
'[14:00:04.686 04/04/1995]',-0.056,-0.089,0.062,46.950,13.065,0.000,-0.481
'[14:00:04.688 04/04/1995]',-0.043,-0.089,0.062,46.750,14.548,0.000,-0.484
'[14:00:04.690 04/04/1995]',-0.043,-0.089,0.062,46.750,14.548,0.000,-0.484
'[14:00:04.692 04/04/1995]',-0.056,-0.089,0.062,46.750,14.548,0.000,-0.484
'[14:00:04.694 04/04/1995]',-0.056,-0.089,0.062,46.750,14.548,0.000,-0.484
'[14:00:04.696 04/04/1995]',-0.056,-0.089,0.062,46.600,16.256,0.000,-0.486
'[14:00:04.698 04/04/1995]',-0.056,-0.089,0.062,46.600,16.256,0.000,-0.486
'[14:00:04.700 04/04/1995]',-0.043,-0.089,0.062,46.600,16.256,0.000,-0.486
'[14:00:04.702 04/04/1995]',-0.056,-0.089,0.062,46.600,16.256,0.000,-0.486
'[14:00:04.704 04/04/1995]',-0.043,-0.098,0.062,46.450,18.241,0.000,-0.489
'[14:00:04.706 04/04/1995]',-0.043,-0.089,0.062,46.450,18.241,0.000,-0.489
'[14:00:04.708 04/04/1995]',-0.043,-0.089,0.062,46.450,18.241,0.000,-0.489
'[14:00:04.710 04/04/1995]',-0.043,-0.089,0.062,46.450,18.241,0.000,-0.489
'[14:00:04.712 04/04/1995]',-0.043,-0.089,0.062,46.300,20.477,0.000,-0.491
'[14:00:04.714 04/04/1995]',-0.043,-0.089,0.056,46.300,20.477,0.000,-0.491
'[14:00:04.716 04/04/1995]',-0.043,-0.089,0.056,46.300,20.477,0.000,-0.491
'[14:00:04.718 04/04/1995]',-0.043,-0.089,0.062,46.300,20.477,0.000,-0.491
'[14:00:04.720 04/04/1995]',-0.043,-0.098,0.062,46.100,22.538,0.000,-0.494
'[14:00:04.722 04/04/1995]',-0.037,-0.089,0.056,46.100,22.538,0.000,-0.494
'[14:00:04.724 04/04/1995]',-0.043,-0.089,0.056,46.100,22.538,0.000,-0.494
'[14:00:04.726 04/04/1995]',-0.037,-0.089,0.056,46.100,22.538,0.000,-0.494
'[14:00:04.728 04/04/1995]',-0.043,-0.080,0.056,45.900,24.322,0.000,-0.497
'[14:00:04.730 04/04/1995]',-0.043,-0.080,0.056,45.900,24.322,0.000,-0.497
'[14:00:04.732 04/04/1995]',-0.037,-0.080,0.056,45.900,24.322,0.000,-0.497
'[14:00:04.734 04/04/1995]',-0.037,-0.071,0.056,45.900,24.322,0.000,-0.497
'[14:00:04.736 04/04/1995]',-0.037,-0.080,0.056,45.700,25.678,0.000,-0.500
'[14:00:04.738 04/04/1995]',-0.037,-0.080,0.056,45.700,25.678,0.000,-0.500
'[14:00:04.740 04/04/1995]',-0.037,-0.080,0.043,45.700,25.678,0.000,-0.500
'[14:00:04.742 04/04/1995]',-0.037,-0.071,0.056,45.700,25.678,0.000,-0.500
'[14:00:04.744 04/04/1995]',-0.037,-0.071,0.056,45.550,26.784,0.000,-0.503
'[14:00:04.746 04/04/1995]',-0.037,-0.062,0.043,45.550,26.784,0.000,-0.503
'[14:00:04.748 04/04/1995]',-0.037,-0.062,0.043,45.550,26.784,0.000,-0.503
'[14:00:04.750 04/04/1995]',-0.037,-0.062,0.043,45.550,26.784,0.000,-0.503
'[14:00:04.752 04/04/1995]',-0.031,-0.062,0.056,45.400,27.613,0.000,-0.506
'[14:00:04.754 04/04/1995]',-0.031,-0.053,0.043,45.400,27.613,0.000,-0.506
'[14:00:04.756 04/04/1995]',-0.037,-0.053,0.037,45.400,27.613,0.000,-0.506
'[14:00:04.758 04/04/1995]',-0.037,-0.053,0.037,45.400,27.613,0.000,-0.506
'[14:00:04.760 04/04/1995]',-0.031,-0.044,0.037,45.350,28.141,0.000,-0.508
'[14:00:04.762 04/04/1995]',-0.031,-0.044,0.037,45.350,28.141,0.000,-0.508
'[14:00:04.764 04/04/1995]',-0.031,-0.035,0.031,45.350,28.141,0.000,-0.508
'[14:00:04.766 04/04/1995]',-0.031,-0.035,0.031,45.350,28.141,0.000,-0.508
'[14:00:04.768 04/04/1995]',-0.031,-0.035,0.031,45.350,28.266,0.000,-0.511
'[14:00:04.770 04/04/1995]',-0.031,-0.026,0.031,45.350,28.266,0.000,-0.511
'[14:00:04.772 04/04/1995]',-0.031,-0.026,0.019,45.350,28.266,0.000,-0.511
'[14:00:04.774 04/04/1995]',-0.031,-0.026,0.019,45.350,28.266,0.000,-0.511
'[14:00:04.776 04/04/1995]',-0.031,-0.017,0.019,45.400,28.015,0.000,-0.513
'[14:00:04.778 04/04/1995]',-0.031,-0.008,0.019,45.400,28.015,0.000,-0.513
'[14:00:04.780 04/04/1995]',-0.031,-0.008,0.013,45.400,28.015,0.000,-0.513
'[14:00:04.782 04/04/1995]',-0.018,0.001,0.013,45.400,28.015,0.000,-0.513
'[14:00:04.784 04/04/1995]',-0.031,0.001,0.013,45.550,27.211,0.000,-0.515
'[14:00:04.786 04/04/1995]',-0.031,0.001,0.013,45.550,27.211,0.000,-0.515
'[14:00:04.788 04/04/1995]',-0.031,0.001,0.006,45.550,27.211,0.000,-0.515
'[14:00:04.790 04/04/1995]',-0.031,0.001,0.013,45.550,27.211,0.000,-0.515
'[14:00:04.792 04/04/1995]',-0.031,0.001,0.013,45.900,25.779,0.000,-0.516
'[14:00:04.794 04/04/1995]',-0.031,0.001,0.006,45.900,25.779,0.000,-0.516
'[14:00:04.796 04/04/1995]',-0.031,0.001,0.006,45.900,25.779,0.000,-0.516
'[14:00:04.798 04/04/1995]',-0.018,0.001,0.006,45.900,25.779,0.000,-0.516
'[14:00:04.800 04/04/1995]',-0.031,0.009,0.006,46.450,24.070,0.000,-0.518
'[14:00:04.802 04/04/1995]',-0.031,0.009,0.006,46.450,24.070,0.000,-0.518
'[14:00:04.804 04/04/1995]',-0.018,0.009,0.006,46.450,24.070,0.000,-0.518
'[14:00:04.806 04/04/1995]',-0.031,0.009,0.001,46.450,24.070,0.000,-0.518
'[14:00:04.808 04/04/1995]',-0.031,0.009,0.006,47.650,22.663,0.000,-0.519
'[14:00:04.810 04/04/1995]',-0.031,0.018,0.001,47.650,22.663,0.000,-0.519
'[14:00:04.812 04/04/1995]',-0.031,0.018,0.001,47.650,22.663,0.000,-0.519
'[14:00:04.814 04/04/1995]',-0.031,0.018,0.001,47.650,22.663,0.000,-0.519
'[14:00:04.816 04/04/1995]',-0.031,0.018,0.001,49.800,21.910,0.000,-0.520
'[14:00:04.818 04/04/1995]',-0.018,0.027,0.001,49.800,21.910,0.000,-0.520
'[14:00:04.820 04/04/1995]',-0.018,0.018,0.001,49.800,21.910,0.000,-0.520
'[14:00:04.822 04/04/1995]',-0.031,0.018,0.001,49.800,21.910,0.000,-0.520
'[14:00:04.824 04/04/1995]',-0.031,0.027,0.001,53.200,21.734,0.000,-0.520
'[14:00:04.826 04/04/1995]',-0.031,0.018,-0.006,53.200,21.734,0.000,-0.520
'[14:00:04.828 04/04/1995]',-0.031,0.027,0.001,53.200,21.734,0.000,-0.520
'[14:00:04.830 04/04/1995]',-0.031,0.036,0.001,53.200,21.734,0.000,-0.520
'[14:00:04.832 04/04/1995]',-0.031,0.036,0.001,57.950,21.734,0.000,-0.521
'[14:00:04.834 04/04/1995]',-0.031,0.036,0.001,57.950,21.734,0.000,-0.521
'[14:00:04.836 04/04/1995]',-0.031,0.036,0.001,57.950,21.734,0.000,-0.521
'[14:00:04.838 04/04/1995]',-0.031,0.036,0.001,57.950,21.734,0.000,-0.521
'[14:00:04.840 04/04/1995]',-0.031,0.036,0.001,64.000,21.834,0.000,-0.521
'[14:00:04.842 04/04/1995]',-0.031,0.036,0.001,64.000,21.834,0.000,-0.521
'[14:00:04.844 04/04/1995]',-0.037,0.036,0.001,64.000,21.834,0.000,-0.521
'[14:00:04.846 04/04/1995]',-0.031,0.036,-0.006,64.000,21.834,0.000,-0.521
'[14:00:04.848 04/04/1995]',-0.031,0.036,0.001,70.750,22.186,0.000,-0.522
'[14:00:04.850 04/04/1995]',-0.031,0.036,0.001,70.750,22.186,0.000,-0.522
'[14:00:04.852 04/04/1995]',-0.031,0.036,-0.006,70.750,22.186,0.000,-0.522
'[14:00:04.854 04/04/1995]',-0.031,0.036,-0.006,70.750,22.186,0.000,-0.522
'[14:00:04.856 04/04/1995]',-0.031,0.045,0.001,77.300,22.839,0.000,-0.522
'[14:00:04.858 04/04/1995]',-0.037,0.036,-0.006,77.300,22.839,0.000,-0.522
'[14:00:04.860 04/04/1995]',-0.031,0.036,0.001,77.300,22.839,0.000,-0.522
'[14:00:04.862 04/04/1995]',-0.031,0.045,-0.006,77.300,22.839,0.000,-0.522
'[14:00:04.864 04/04/1995]',-0.037,0.045,-0.006,83.000,23.543,0.000,-0.523
'[14:00:04.866 04/04/1995]',-0.031,0.045,0.001,83.000,23.543,0.000,-0.523
'[14:00:04.868 04/04/1995]',-0.037,0.036,-0.006,83.000,23.543,0.000,-0.523
'[14:00:04.870 04/04/1995]',-0.037,0.036,0.001,83.000,23.543,0.000,-0.523
'[14:00:04.872 04/04/1995]',-0.037,0.036,-0.006,87.350,24.196,0.000,-0.523
'[14:00:04.874 04/04/1995]',-0.031,0.036,0.001,87.350,24.196,0.000,-0.523
'[14:00:04.876 04/04/1995]',-0.037,0.036,0.001,87.350,24.196,0.000,-0.523
'[14:00:04.878 04/04/1995]',-0.037,0.045,-0.006,87.350,24.196,0.000,-0.523
'[14:00:04.880 04/04/1995]',-0.037,0.045,-0.006,90.300,24.724,0.000,-0.524
'[14:00:04.882 04/04/1995]',-0.037,0.045,-0.006,90.300,24.724,0.000,-0.524
'[14:00:04.884 04/04/1995]',-0.037,0.036,-0.006,90.300,24.724,0.000,-0.524
'[14:00:04.886 04/04/1995]',-0.037,0.036,0.001,90.300,24.724,0.000,-0.524
'[14:00:04.888 04/04/1995]',-0.037,0.036,0.001,92.000,25.327,0.000,-0.525
'[14:00:04.890 04/04/1995]',-0.037,0.036,0.001,92.000,25.327,0.000,-0.525
'[14:00:04.892 04/04/1995]',-0.037,0.036,0.001,92.000,25.327,0.000,-0.525
'[14:00:04.894 04/04/1995]',-0.037,0.036,0.006,92.000,25.327,0.000,-0.525
'[14:00:04.896 04/04/1995]',-0.037,0.036,0.001,92.800,25.779,0.000,-0.526
'[14:00:04.898 04/04/1995]',-0.043,0.036,0.001,92.800,25.779,0.000,-0.526
'[14:00:04.900 04/04/1995]',-0.031,0.036,0.001,92.800,25.779,0.000,-0.526
'[14:00:04.902 04/04/1995]',-0.037,0.027,0.001,92.800,25.779,0.000,-0.526
'[14:00:04.904 04/04/1995]',-0.031,0.027,0.001,93.050,26.080,0.000,-0.527
'[14:00:04.906 04/04/1995]',-0.031,0.027,0.001,93.050,26.080,0.000,-0.527
'[14:00:04.908 04/04/1995]',-0.031,0.027,0.001,93.050,26.080,0.000,-0.527
'[14:00:04.910 04/04/1995]',-0.031,0.018,0.001,93.050,26.080,0.000,-0.527
'[14:00:04.912 04/04/1995]',-0.031,0.027,0.001,92.900,26.131,0.000,-0.528
'[14:00:04.914 04/04/1995]',-0.031,0.027,0.001,92.900,26.131,0.000,-0.528
'[14:00:04.916 04/04/1995]',-0.037,0.018,0.001,92.900,26.131,0.000,-0.528
'[14:00:04.918 04/04/1995]',-0.031,0.027,0.001,92.900,26.131,0.000,-0.528
'[14:00:04.920 04/04/1995]',-0.031,0.018,0.001,92.400,26.030,0.000,-0.529
'[14:00:04.922 04/04/1995]',-0.031,0.018,0.001,92.400,26.030,0.000,-0.529
'[14:00:04.924 04/04/1995]',-0.031,0.018,0.001,92.400,26.030,0.000,-0.529
'[14:00:04.926 04/04/1995]',-0.018,0.018,0.001,92.400,26.030,0.000,-0.529
'[14:00:04.928 04/04/1995]',-0.018,0.018,0.001,91.700,25.729,0.000,-0.530
'[14:00:04.930 04/04/1995]',-0.018,0.018,0.006,91.700,25.729,0.000,-0.530
'[14:00:04.932 04/04/1995]',-0.018,0.018,0.001,91.700,25.729,0.000,-0.530
'[14:00:04.934 04/04/1995]',-0.018,0.018,0.001,91.700,25.729,0.000,-0.530
'[14:00:04.936 04/04/1995]',-0.012,0.018,0.006,90.700,25.327,0.000,-0.531
'[14:00:04.938 04/04/1995]',-0.012,0.018,0.006,90.700,25.327,0.000,-0.531
'[14:00:04.940 04/04/1995]',-0.018,0.009,0.001,90.700,25.327,0.000,-0.531
'[14:00:04.942 04/04/1995]',-0.018,0.018,0.006,90.700,25.327,0.000,-0.531
'[14:00:04.944 04/04/1995]',-0.012,0.018,0.001,89.400,24.849,0.000,-0.531
'[14:00:04.946 04/04/1995]',-0.012,0.009,0.001,89.400,24.849,0.000,-0.531
'[14:00:04.948 04/04/1995]',-0.012,0.009,0.001,89.400,24.849,0.000,-0.531
'[14:00:04.950 04/04/1995]',-0.018,0.009,0.001,89.400,24.849,0.000,-0.531
'[14:00:04.952 04/04/1995]',-0.012,0.009,0.006,87.850,24.322,0.000,-0.532
'[14:00:04.954 04/04/1995]',-0.012,0.001,0.006,87.850,24.322,0.000,-0.532
'[14:00:04.956 04/04/1995]',-0.012,0.009,0.006,87.850,24.322,0.000,-0.532
'[14:00:04.958 04/04/1995]',-0.012,0.001,0.006,87.850,24.322,0.000,-0.532
'[14:00:04.960 04/04/1995]',-0.012,0.009,0.006,86.000,23.894,0.000,-0.532
'[14:00:04.962 04/04/1995]',-0.012,0.009,0.001,86.000,23.894,0.000,-0.532
'[14:00:04.964 04/04/1995]',-0.012,0.009,0.006,86.000,23.894,0.000,-0.532
'[14:00:04.966 04/04/1995]',-0.006,0.009,0.001,86.000,23.894,0.000,-0.532
'[14:00:04.968 04/04/1995]',-0.012,0.009,0.006,83.850,23.618,0.000,-0.533
'[14:00:04.970 04/04/1995]',-0.012,0.009,0.006,83.850,23.618,0.000,-0.533
'[14:00:04.972 04/04/1995]',-0.012,0.001,0.001,83.850,23.618,0.000,-0.533
'[14:00:04.974 04/04/1995]',-0.012,0.001,0.006,83.850,23.618,0.000,-0.533
'[14:00:04.976 04/04/1995]',-0.012,0.001,0.006,81.450,23.442,0.000,-0.533
'[14:00:04.978 04/04/1995]',-0.012,0.009,0.006,81.450,23.442,0.000,-0.533
'[14:00:04.980 04/04/1995]',-0.012,0.001,0.001,81.450,23.442,0.000,-0.533
'[14:00:04.982 04/04/1995]',-0.012,0.009,0.006,81.450,23.442,0.000,-0.533
'[14:00:04.984 04/04/1995]',-0.012,0.009,0.006,78.800,23.317,0.000,-0.533
'[14:00:04.986 04/04/1995]',-0.012,0.001,0.006,78.800,23.317,0.000,-0.533
'[14:00:04.988 04/04/1995]',-0.006,0.001,0.006,78.800,23.317,0.000,-0.533
'[14:00:04.990 04/04/1995]',-0.012,0.001,0.006,78.800,23.317,0.000,-0.533
'[14:00:04.992 04/04/1995]',-0.012,0.001,0.006,76.050,23.191,0.000,-0.533
'[14:00:04.994 04/04/1995]',-0.012,0.001,0.006,76.050,23.191,0.000,-0.533
'[14:00:04.996 04/04/1995]',-0.012,0.001,0.006,76.050,23.191,0.000,-0.533
'[14:00:04.998 04/04/1995]',-0.012,0.001,0.006,76.050,23.191,0.000,-0.533
'[14:00:05.000 04/04/1995]',-0.006,0.001,0.006,73.200,23.191,0.000,-0.533
'[14:00:05.002 04/04/1995]',-0.006,0.001,0.006,73.200,23.191,0.000,-0.533
'[14:00:05.004 04/04/1995]',-0.006,0.001,0.006,73.200,23.191,0.000,-0.533
'[14:00:05.006 04/04/1995]',-0.012,0.001,0.006,73.200,23.191,0.000,-0.533
'[14:00:05.008 04/04/1995]',-0.006,0.001,0.006,70.250,23.317,0.000,-0.533
'[14:00:05.010 04/04/1995]',-0.012,0.001,0.006,70.250,23.317,0.000,-0.533
'[14:00:05.012 04/04/1995]',-0.012,0.001,0.006,70.250,23.317,0.000,-0.533
'[14:00:05.014 04/04/1995]',-0.012,0.001,0.001,70.250,23.317,0.000,-0.533
'[14:00:05.016 04/04/1995]',-0.012,0.001,0.006,67.350,23.492,0.000,-0.533
'[14:00:05.018 04/04/1995]',-0.012,0.001,0.006,67.350,23.492,0.000,-0.533
'[14:00:05.020 04/04/1995]',-0.006,0.001,0.006,67.350,23.492,0.000,-0.533
'[14:00:05.022 04/04/1995]',-0.006,0.001,0.006,67.350,23.492,0.000,-0.533
'[14:00:05.024 04/04/1995]',-0.006,0.001,0.006,64.650,23.719,0.000,-0.533
'[14:00:05.026 04/04/1995]',-0.012,0.001,0.006,64.650,23.719,0.000,-0.533
'[14:00:05.028 04/04/1995]',-0.012,0.001,0.006,64.650,23.719,0.000,-0.533
'[14:00:05.030 04/04/1995]',-0.006,0.001,0.006,64.650,23.719,0.000,-0.533
'[14:00:05.032 04/04/1995]',-0.012,0.001,0.006,62.300,23.844,0.000,-0.533
'[14:00:05.034 04/04/1995]',-0.012,0.001,0.006,62.300,23.844,0.000,-0.533
'[14:00:05.036 04/04/1995]',-0.006,0.001,0.013,62.300,23.844,0.000,-0.533
'[14:00:05.038 04/04/1995]',-0.006,0.001,0.006,62.300,23.844,0.000,-0.533
'[14:00:05.040 04/04/1995]',-0.006,0.001,0.006,60.350,23.844,0.000,-0.534
'[14:00:05.042 04/04/1995]',-0.006,0.001,0.006,60.350,23.844,0.000,-0.534
'[14:00:05.044 04/04/1995]',-0.012,0.001,0.006,60.350,23.844,0.000,-0.534
'[14:00:05.046 04/04/1995]',-0.006,0.001,0.006,60.350,23.844,0.000,-0.534
'[14:00:05.048 04/04/1995]',-0.012,0.001,0.013,59.050,23.668,0.000,-0.534
'[14:00:05.050 04/04/1995]',-0.006,0.001,0.006,59.050,23.668,0.000,-0.534
'[14:00:05.052 04/04/1995]',-0.006,0.001,0.006,59.050,23.668,0.000,-0.534
'[14:00:05.054 04/04/1995]',-0.006,0.001,0.013,59.050,23.668,0.000,-0.534
'[14:00:05.056 04/04/1995]',-0.006,0.001,0.013,58.200,23.367,0.000,-0.535
'[14:00:05.058 04/04/1995]',-0.006,0.001,0.006,58.200,23.367,0.000,-0.535
'[14:00:05.060 04/04/1995]',-0.006,0.001,0.013,58.200,23.367,0.000,-0.535
'[14:00:05.062 04/04/1995]',-0.006,0.001,0.006,58.200,23.367,0.000,-0.535
'[14:00:05.064 04/04/1995]',-0.006,0.001,0.006,57.700,23.090,0.000,-0.535
'[14:00:05.066 04/04/1995]',-0.006,0.001,0.006,57.700,23.090,0.000,-0.535
'[14:00:05.068 04/04/1995]',-0.006,0.001,0.006,57.700,23.090,0.000,-0.535
'[14:00:05.070 04/04/1995]',-0.006,0.001,0.013,57.700,23.090,0.000,-0.535
'[14:00:05.072 04/04/1995]',-0.006,0.001,0.013,57.450,22.839,0.000,-0.536
'[14:00:05.074 04/04/1995]',0.001,0.001,0.013,57.450,22.839,0.000,-0.536
'[14:00:05.076 04/04/1995]',-0.006,-0.008,0.013,57.450,22.839,0.000,-0.536
'[14:00:05.078 04/04/1995]',-0.006,0.001,0.006,57.450,22.839,0.000,-0.536
'[14:00:05.080 04/04/1995]',-0.006,0.001,0.006,57.250,22.538,0.000,-0.536
'[14:00:05.082 04/04/1995]',-0.006,-0.008,0.006,57.250,22.538,0.000,-0.536
'[14:00:05.084 04/04/1995]',0.001,0.001,0.006,57.250,22.538,0.000,-0.536
'[14:00:05.086 04/04/1995]',-0.006,0.001,0.006,57.250,22.538,0.000,-0.536
'[14:00:05.088 04/04/1995]',0.001,0.001,0.006,57.150,22.362,0.000,-0.536
'[14:00:05.090 04/04/1995]',-0.006,0.001,0.006,57.150,22.362,0.000,-0.536
'[14:00:05.092 04/04/1995]',-0.006,-0.008,0.013,57.150,22.362,0.000,-0.536
'[14:00:05.094 04/04/1995]',-0.006,0.001,0.006,57.150,22.362,0.000,-0.536
'[14:00:05.096 04/04/1995]',0.001,0.001,0.006,57.150,22.186,0.000,-0.536
'[14:00:05.098 04/04/1995]',-0.006,0.001,0.006,57.150,22.186,0.000,-0.536
'[14:00:05.100 04/04/1995]',0.001,-0.008,0.006,57.150,22.186,0.000,-0.536
'[14:00:05.102 04/04/1995]',0.001,0.001,0.006,57.150,22.186,0.000,-0.536
'[14:00:05.104 04/04/1995]',0.001,0.001,0.006,57.150,22.010,0.000,-0.536
'[14:00:05.106 04/04/1995]',0.001,0.001,0.006,57.150,22.010,0.000,-0.536
'[14:00:05.108 04/04/1995]',-0.006,0.001,0.001,57.150,22.010,0.000,-0.536
'[14:00:05.110 04/04/1995]',-0.006,0.001,0.001,57.150,22.010,0.000,-0.536
'[14:00:05.112 04/04/1995]',-0.006,0.001,0.001,57.200,21.834,0.000,-0.536
'[14:00:05.114 04/04/1995]',-0.006,0.001,0.001,57.200,21.834,0.000,-0.536
'[14:00:05.116 04/04/1995]',-0.006,0.009,0.001,57.200,21.834,0.000,-0.536
'[14:00:05.118 04/04/1995]',-0.006,0.009,0.001,57.200,21.834,0.000,-0.536
'[14:00:05.120 04/04/1995]',-0.006,0.009,0.006,57.250,21.482,0.000,-0.536
'[14:00:05.122 04/04/1995]',-0.006,0.009,0.006,57.250,21.482,0.000,-0.536
'[14:00:05.124 04/04/1995]',-0.012,0.009,0.006,57.250,21.482,0.000,-0.536
'[14:00:05.126 04/04/1995]',-0.006,0.001,0.006,57.250,21.482,0.000,-0.536
'[14:00:05.128 04/04/1995]',-0.006,0.009,0.006,57.300,20.829,0.000,-0.536
'[14:00:05.130 04/04/1995]',-0.012,0.009,0.006,57.300,20.829,0.000,-0.536
'[14:00:05.132 04/04/1995]',-0.006,0.009,0.006,57.300,20.829,0.000,-0.536
'[14:00:05.134 04/04/1995]',-0.006,0.009,0.006,57.300,20.829,0.000,-0.536
'[14:00:05.136 04/04/1995]',-0.006,0.001,0.001,57.250,19.774,0.000,-0.537
'[14:00:05.138 04/04/1995]',-0.006,0.009,0.001,57.250,19.774,0.000,-0.537
'[14:00:05.140 04/04/1995]',-0.012,0.001,0.001,57.250,19.774,0.000,-0.537
'[14:00:05.142 04/04/1995]',-0.006,0.001,0.001,57.250,19.774,0.000,-0.537
'[14:00:05.144 04/04/1995]',-0.006,0.009,0.001,57.150,18.417,0.000,-0.538
'[14:00:05.146 04/04/1995]',-0.006,0.001,-0.006,57.150,18.417,0.000,-0.538
'[14:00:05.148 04/04/1995]',0.001,0.001,-0.006,57.150,18.417,0.000,-0.538
