'Time and date','II','aVL','V','ABP','PAP','CVP','PLETH'
'[15:13:44.582 01/01/1996]',-0.070,0.078,0.260,51.005,25.922,19.425,-0.063
'[15:13:44.584 01/01/1996]',-0.068,0.085,0.244,50.955,25.746,19.600,-0.064
'[15:13:44.586 01/01/1996]',-0.067,0.078,0.244,50.955,25.746,19.600,-0.064
'[15:13:44.588 01/01/1996]',-0.065,0.078,0.244,50.955,25.746,19.600,-0.064
'[15:13:44.590 01/01/1996]',-0.064,0.078,0.244,50.955,25.746,19.600,-0.064
'[15:13:44.592 01/01/1996]',-0.063,0.078,0.244,50.905,25.571,19.700,-0.064
'[15:13:44.594 01/01/1996]',-0.061,0.085,0.244,50.905,25.571,19.700,-0.064
'[15:13:44.596 01/01/1996]',-0.060,0.078,0.228,50.905,25.571,19.700,-0.064
'[15:13:44.598 01/01/1996]',-0.059,0.078,0.212,50.905,25.571,19.700,-0.064
'[15:13:44.600 01/01/1996]',-0.057,0.085,0.212,50.905,25.221,19.775,-0.066
'[15:13:44.602 01/01/1996]',-0.056,0.078,0.196,50.905,25.221,19.775,-0.066
'[15:13:44.604 01/01/1996]',-0.056,0.070,0.212,50.905,25.221,19.775,-0.066
'[15:13:44.606 01/01/1996]',-0.055,0.070,0.212,50.905,25.221,19.775,-0.066
'[15:13:44.608 01/01/1996]',-0.055,0.070,0.196,50.754,24.871,19.825,-0.067
'[15:13:44.610 01/01/1996]',-0.054,0.070,0.196,50.754,24.871,19.825,-0.067
'[15:13:44.612 01/01/1996]',-0.053,0.078,0.179,50.754,24.871,19.825,-0.067
'[15:13:44.614 01/01/1996]',-0.053,0.078,0.163,50.754,24.871,19.825,-0.067
'[15:13:44.616 01/01/1996]',-0.052,0.070,0.147,50.653,24.520,19.825,-0.068
'[15:13:44.618 01/01/1996]',-0.051,0.070,0.131,50.653,24.520,19.825,-0.068
'[15:13:44.620 01/01/1996]',-0.051,0.070,0.131,50.653,24.520,19.825,-0.068
'[15:13:44.622 01/01/1996]',-0.050,0.070,0.131,50.653,24.520,19.825,-0.068
'[15:13:44.624 01/01/1996]',-0.051,0.070,0.131,50.402,24.170,19.775,-0.069
'[15:13:44.626 01/01/1996]',-0.051,0.070,0.114,50.402,24.170,19.775,-0.069
'[15:13:44.628 01/01/1996]',-0.051,0.070,0.114,50.402,24.170,19.775,-0.069
'[15:13:44.630 01/01/1996]',-0.050,0.070,0.114,50.402,24.170,19.775,-0.069
'[15:13:44.632 01/01/1996]',-0.050,0.070,0.114,50.251,23.920,19.650,-0.068
'[15:13:44.634 01/01/1996]',-0.049,0.070,0.114,50.251,23.920,19.650,-0.068
'[15:13:44.636 01/01/1996]',-0.048,0.070,0.131,50.251,23.920,19.650,-0.068
'[15:13:44.638 01/01/1996]',-0.048,0.062,0.131,50.251,23.920,19.650,-0.068
'[15:13:44.640 01/01/1996]',-0.046,0.062,0.147,50.151,23.745,19.475,-0.068
'[15:13:44.642 01/01/1996]',-0.045,0.062,0.147,50.151,23.745,19.475,-0.068
'[15:13:44.644 01/01/1996]',-0.044,0.070,0.147,50.151,23.745,19.475,-0.068
'[15:13:44.646 01/01/1996]',-0.043,0.070,0.147,50.151,23.745,19.475,-0.068
'[15:13:44.648 01/01/1996]',-0.042,0.078,0.131,50.050,23.645,19.300,-0.068
'[15:13:44.650 01/01/1996]',-0.042,0.070,0.131,50.050,23.645,19.300,-0.068
'[15:13:44.652 01/01/1996]',-0.041,0.070,0.147,50.050,23.645,19.300,-0.068
'[15:13:44.654 01/01/1996]',-0.041,0.070,0.147,50.050,23.645,19.300,-0.068
'[15:13:44.656 01/01/1996]',-0.040,0.062,0.147,50.050,23.570,19.075,-0.067
'[15:13:44.658 01/01/1996]',-0.040,0.070,0.147,50.050,23.570,19.075,-0.067
'[15:13:44.660 01/01/1996]',-0.039,0.062,0.147,50.050,23.570,19.075,-0.067
'[15:13:44.662 01/01/1996]',-0.038,0.062,0.147,50.050,23.570,19.075,-0.067
'[15:13:44.664 01/01/1996]',-0.038,0.070,0.147,50.050,23.570,18.900,-0.064
'[15:13:44.666 01/01/1996]',-0.037,0.070,0.147,50.050,23.570,18.900,-0.064
'[15:13:44.668 01/01/1996]',-0.037,0.070,0.147,50.050,23.570,18.900,-0.064
'[15:13:44.670 01/01/1996]',-0.037,0.062,0.163,50.050,23.570,18.900,-0.064
'[15:13:44.672 01/01/1996]',-0.038,0.062,0.179,50.000,23.570,18.650,-0.064
'[15:13:44.674 01/01/1996]',-0.038,0.062,0.196,50.000,23.570,18.650,-0.064
'[15:13:44.676 01/01/1996]',-0.038,0.062,0.196,50.000,23.570,18.650,-0.064
'[15:13:44.678 01/01/1996]',-0.038,0.062,0.196,50.000,23.570,18.650,-0.064
'[15:13:44.680 01/01/1996]',-0.038,0.070,0.196,49.950,23.645,18.425,-0.062
'[15:13:44.682 01/01/1996]',-0.037,0.070,0.196,49.950,23.645,18.425,-0.062
'[15:13:44.684 01/01/1996]',-0.037,0.062,0.212,49.950,23.645,18.425,-0.062
'[15:13:44.686 01/01/1996]',-0.037,0.062,0.212,49.950,23.645,18.425,-0.062
'[15:13:44.688 01/01/1996]',-0.038,0.062,0.228,49.799,23.695,18.250,-0.059
'[15:13:44.690 01/01/1996]',-0.038,0.054,0.228,49.799,23.695,18.250,-0.059
'[15:13:44.692 01/01/1996]',-0.038,0.054,0.228,49.799,23.695,18.250,-0.059
'[15:13:44.694 01/01/1996]',-0.038,0.054,0.228,49.799,23.695,18.250,-0.059
'[15:13:44.696 01/01/1996]',-0.037,0.062,0.244,49.548,23.870,18.075,-0.058
'[15:13:44.698 01/01/1996]',-0.037,0.054,0.228,49.548,23.870,18.075,-0.058
'[15:13:44.700 01/01/1996]',-0.035,0.062,0.244,49.548,23.870,18.075,-0.058
'[15:13:44.702 01/01/1996]',-0.034,0.062,0.244,49.548,23.870,18.075,-0.058
'[15:13:44.704 01/01/1996]',-0.032,0.062,0.260,49.296,23.995,17.900,-0.054
'[15:13:44.706 01/01/1996]',-0.030,0.054,0.260,49.296,23.995,17.900,-0.054
'[15:13:44.708 01/01/1996]',-0.027,0.047,0.276,49.296,23.995,17.900,-0.054
'[15:13:44.710 01/01/1996]',-0.024,0.054,0.276,49.296,23.995,17.900,-0.054
'[15:13:44.712 01/01/1996]',-0.020,0.054,0.276,48.995,24.170,17.825,-0.053
'[15:13:44.714 01/01/1996]',-0.016,0.054,0.276,48.995,24.170,17.825,-0.053
'[15:13:44.716 01/01/1996]',-0.011,0.054,0.292,48.995,24.170,17.825,-0.053
'[15:13:44.718 01/01/1996]',-0.006,0.047,0.292,48.995,24.170,17.825,-0.053
'[15:13:44.720 01/01/1996]',-0.001,0.039,0.309,48.693,24.345,17.725,-0.051
'[15:13:44.722 01/01/1996]',0.004,0.031,0.341,48.693,24.345,17.725,-0.051
'[15:13:44.724 01/01/1996]',0.008,0.008,0.357,48.693,24.345,17.725,-0.051
'[15:13:44.726 01/01/1996]',0.012,-0.022,0.390,48.693,24.345,17.725,-0.051
'[15:13:44.728 01/01/1996]',0.015,-0.038,0.422,48.492,24.395,17.650,-0.049
'[15:13:44.730 01/01/1996]',0.017,-0.069,0.455,48.492,24.395,17.650,-0.049
'[15:13:44.732 01/01/1996]',0.017,-0.108,0.487,48.492,24.395,17.650,-0.049
'[15:13:44.734 01/01/1996]',0.017,-0.138,0.535,48.492,24.395,17.650,-0.049
'[15:13:44.736 01/01/1996]',0.013,-0.177,0.568,48.291,24.445,17.600,-0.048
'[15:13:44.738 01/01/1996]',0.010,-0.215,0.617,48.291,24.445,17.600,-0.048
'[15:13:44.740 01/01/1996]',-0.002,-0.246,0.682,48.291,24.445,17.600,-0.048
'[15:13:44.742 01/01/1996]',-0.013,-0.285,0.730,48.291,24.445,17.600,-0.048
'[15:13:44.744 01/01/1996]',-0.034,-0.323,0.795,48.191,24.395,17.550,-0.044
'[15:13:44.746 01/01/1996]',-0.056,-0.354,0.827,48.191,24.395,17.550,-0.044
'[15:13:44.748 01/01/1996]',-0.086,-0.377,0.860,48.191,24.395,17.550,-0.044
'[15:13:44.750 01/01/1996]',-0.116,-0.377,0.908,48.191,24.395,17.550,-0.044
'[15:13:44.752 01/01/1996]',-0.153,-0.369,0.940,48.090,24.395,17.475,-0.043
'[15:13:44.754 01/01/1996]',-0.190,-0.369,0.989,48.090,24.395,17.475,-0.043
'[15:13:44.756 01/01/1996]',-0.226,-0.369,1.021,48.090,24.395,17.475,-0.043
'[15:13:44.758 01/01/1996]',-0.263,-0.362,1.070,48.090,24.395,17.475,-0.043
'[15:13:44.760 01/01/1996]',-0.291,-0.338,1.103,47.940,24.395,17.475,-0.042
'[15:13:44.762 01/01/1996]',-0.320,-0.323,1.119,47.940,24.395,17.475,-0.042
'[15:13:44.764 01/01/1996]',-0.337,-0.300,1.167,47.940,24.395,17.475,-0.042
'[15:13:44.766 01/01/1996]',-0.354,-0.300,1.216,47.940,24.395,17.475,-0.042
'[15:13:44.768 01/01/1996]',-0.359,-0.292,1.264,47.889,24.270,17.600,-0.040
'[15:13:44.770 01/01/1996]',-0.364,-0.285,1.313,47.889,24.270,17.600,-0.040
'[15:13:44.772 01/01/1996]',-0.358,-0.285,1.346,47.889,24.270,17.600,-0.040
'[15:13:44.774 01/01/1996]',-0.353,-0.285,1.394,47.889,24.270,17.600,-0.040
'[15:13:44.776 01/01/1996]',-0.340,-0.292,1.442,47.789,23.870,17.775,-0.038
'[15:13:44.778 01/01/1996]',-0.328,-0.308,1.491,47.789,23.870,17.775,-0.038
'[15:13:44.780 01/01/1996]',-0.314,-0.323,1.512,47.789,23.870,17.775,-0.038
'[15:13:44.782 01/01/1996]',-0.300,-0.338,1.512,47.789,23.870,17.775,-0.038
'[15:13:44.784 01/01/1996]',-0.290,-0.369,1.512,47.638,23.044,18.250,-0.037
'[15:13:44.786 01/01/1996]',-0.280,-0.385,1.512,47.638,23.044,18.250,-0.037
'[15:13:44.788 01/01/1996]',-0.277,-0.408,1.512,47.638,23.044,18.250,-0.037
'[15:13:44.790 01/01/1996]',-0.274,-0.408,1.512,47.638,23.044,18.250,-0.037
'[15:13:44.792 01/01/1996]',-0.280,-0.400,1.512,47.538,21.993,19.000,-0.036
'[15:13:44.794 01/01/1996]',-0.286,-0.393,1.512,47.538,21.993,19.000,-0.036
'[15:13:44.796 01/01/1996]',-0.300,-0.377,1.512,47.538,21.993,19.000,-0.036
'[15:13:44.798 01/01/1996]',-0.315,-0.354,1.512,47.538,21.993,19.000,-0.036
'[15:13:44.800 01/01/1996]',-0.334,-0.331,1.512,47.437,21.168,20.125,-0.036
'[15:13:44.802 01/01/1996]',-0.354,-0.292,1.512,47.437,21.168,20.125,-0.036
'[15:13:44.804 01/01/1996]',-0.375,-0.262,1.512,47.437,21.168,20.125,-0.036
'[15:13:44.806 01/01/1996]',-0.396,-0.238,1.512,47.437,21.168,20.125,-0.036
'[15:13:44.808 01/01/1996]',-0.412,-0.208,1.512,47.437,20.992,21.575,-0.034
'[15:13:44.810 01/01/1996]',-0.428,-0.169,1.512,47.437,20.992,21.575,-0.034
'[15:13:44.812 01/01/1996]',-0.437,-0.138,1.512,47.437,20.992,21.575,-0.034
'[15:13:44.814 01/01/1996]',-0.445,-0.115,1.512,47.437,20.992,21.575,-0.034
'[15:13:44.816 01/01/1996]',-0.444,-0.100,1.512,47.387,21.768,23.350,-0.033
'[15:13:44.818 01/01/1996]',-0.443,-0.084,1.512,47.387,21.768,23.350,-0.033
'[15:13:44.820 01/01/1996]',-0.433,-0.069,1.512,47.387,21.768,23.350,-0.033
'[15:13:44.822 01/01/1996]',-0.423,-0.053,1.512,47.387,21.768,23.350,-0.033
'[15:13:44.824 01/01/1996]',-0.407,-0.022,1.512,47.236,23.219,25.325,-0.032
'[15:13:44.826 01/01/1996]',-0.392,0.001,1.512,47.236,23.219,25.325,-0.032
'[15:13:44.828 01/01/1996]',-0.372,0.031,1.512,47.236,23.219,25.325,-0.032
'[15:13:44.830 01/01/1996]',-0.352,0.054,1.512,47.236,23.219,25.325,-0.032
'[15:13:44.832 01/01/1996]',-0.330,0.078,1.507,47.186,25.046,27.500,-0.032
'[15:13:44.834 01/01/1996]',-0.309,0.101,1.426,47.186,25.046,27.500,-0.032
'[15:13:44.836 01/01/1996]',-0.286,0.116,1.329,47.186,25.046,27.500,-0.032
'[15:13:44.838 01/01/1996]',-0.263,0.131,1.232,47.186,25.046,27.500,-0.032
'[15:13:44.840 01/01/1996]',-0.243,0.147,1.135,47.136,27.323,29.725,-0.031
'[15:13:44.842 01/01/1996]',-0.222,0.155,1.054,47.136,27.323,29.725,-0.031
'[15:13:44.844 01/01/1996]',-0.206,0.170,0.940,47.136,27.323,29.725,-0.031
'[15:13:44.846 01/01/1996]',-0.189,0.186,0.827,47.136,27.323,29.725,-0.031
'[15:13:44.848 01/01/1996]',-0.176,0.193,0.713,47.085,30.676,32.025,-0.031
'[15:13:44.850 01/01/1996]',-0.162,0.201,0.584,47.085,30.676,32.025,-0.031
'[15:13:44.852 01/01/1996]',-0.150,0.209,0.470,47.085,30.676,32.025,-0.031
'[15:13:44.854 01/01/1996]',-0.138,0.217,0.357,47.085,30.676,32.025,-0.031
'[15:13:44.856 01/01/1996]',-0.124,0.232,0.260,47.136,35.079,34.250,-0.029
'[15:13:44.858 01/01/1996]',-0.111,0.239,0.147,47.136,35.079,34.250,-0.029
'[15:13:44.860 01/01/1996]',-0.093,0.255,0.049,47.136,35.079,34.250,-0.029
'[15:13:44.862 01/01/1996]',-0.075,0.247,-0.015,47.136,35.079,34.250,-0.029
'[15:13:44.864 01/01/1996]',-0.056,0.247,-0.080,47.136,40.008,36.175,-0.028
'[15:13:44.866 01/01/1996]',-0.037,0.239,-0.129,47.136,40.008,36.175,-0.028
'[15:13:44.868 01/01/1996]',-0.019,0.232,-0.161,47.136,40.008,36.175,-0.028
'[15:13:44.870 01/01/1996]',-0.001,0.224,-0.194,47.136,40.008,36.175,-0.028
'[15:13:44.872 01/01/1996]',0.014,0.217,-0.210,47.186,44.862,37.575,-0.028
'[15:13:44.874 01/01/1996]',0.030,0.209,-0.242,47.186,44.862,37.575,-0.028
'[15:13:44.876 01/01/1996]',0.043,0.201,-0.258,47.186,44.862,37.575,-0.028
'[15:13:44.878 01/01/1996]',0.056,0.201,-0.274,47.186,44.862,37.575,-0.028
'[15:13:44.880 01/01/1996]',0.064,0.201,-0.274,47.186,49.491,38.450,-0.026
'[15:13:44.882 01/01/1996]',0.073,0.193,-0.274,47.186,49.491,38.450,-0.026
'[15:13:44.884 01/01/1996]',0.079,0.186,-0.274,47.186,49.491,38.450,-0.026
'[15:13:44.886 01/01/1996]',0.084,0.178,-0.258,47.186,49.491,38.450,-0.026
'[15:13:44.888 01/01/1996]',0.087,0.178,-0.242,47.236,53.895,38.750,-0.026
'[15:13:44.890 01/01/1996]',0.089,0.170,-0.242,47.236,53.895,38.750,-0.026
'[15:13:44.892 01/01/1996]',0.090,0.178,-0.242,47.236,53.895,38.750,-0.026
'[15:13:44.894 01/01/1996]',0.091,0.178,-0.242,47.236,53.895,38.750,-0.026
'[15:13:44.896 01/01/1996]',0.091,0.178,-0.242,47.286,57.998,38.525,-0.025
'[15:13:44.898 01/01/1996]',0.091,0.186,-0.242,47.286,57.998,38.525,-0.025
'[15:13:44.900 01/01/1996]',0.091,0.186,-0.242,47.286,57.998,38.525,-0.025
'[15:13:44.902 01/01/1996]',0.091,0.186,-0.242,47.286,57.998,38.525,-0.025
'[15:13:44.904 01/01/1996]',0.090,0.178,-0.226,47.286,61.576,37.925,-0.024
'[15:13:44.906 01/01/1996]',0.090,0.178,-0.226,47.286,61.576,37.925,-0.024
'[15:13:44.908 01/01/1996]',0.089,0.178,-0.226,47.286,61.576,37.925,-0.024
'[15:13:44.910 01/01/1996]',0.089,0.186,-0.226,47.286,61.576,37.925,-0.024
'[15:13:44.912 01/01/1996]',0.088,0.186,-0.226,47.186,64.279,37.100,-0.022
'[15:13:44.914 01/01/1996]',0.088,0.193,-0.226,47.186,64.279,37.100,-0.022
'[15:13:44.916 01/01/1996]',0.088,0.186,-0.226,47.186,64.279,37.100,-0.022
'[15:13:44.918 01/01/1996]',0.088,0.186,-0.226,47.186,64.279,37.100,-0.022
'[15:13:44.920 01/01/1996]',0.089,0.186,-0.210,46.935,65.805,36.175,-0.021
'[15:13:44.922 01/01/1996]',0.089,0.178,-0.226,46.935,65.805,36.175,-0.021
'[15:13:44.924 01/01/1996]',0.090,0.186,-0.210,46.935,65.805,36.175,-0.021
'[15:13:44.926 01/01/1996]',0.091,0.186,-0.210,46.935,65.805,36.175,-0.021
'[15:13:44.928 01/01/1996]',0.091,0.193,-0.210,46.784,66.205,35.175,-0.021
'[15:13:44.930 01/01/1996]',0.091,0.193,-0.210,46.784,66.205,35.175,-0.021
'[15:13:44.932 01/01/1996]',0.090,0.193,-0.210,46.784,66.205,35.175,-0.021
'[15:13:44.934 01/01/1996]',0.090,0.201,-0.210,46.784,66.205,35.175,-0.021
'[15:13:44.936 01/01/1996]',0.089,0.201,-0.210,46.884,65.680,34.175,-0.019
'[15:13:44.938 01/01/1996]',0.088,0.193,-0.210,46.884,65.680,34.175,-0.019
'[15:13:44.940 01/01/1996]',0.087,0.193,-0.210,46.884,65.680,34.175,-0.019
'[15:13:44.942 01/01/1996]',0.086,0.186,-0.226,46.884,65.680,34.175,-0.019
'[15:13:44.944 01/01/1996]',0.085,0.193,-0.226,47.990,64.404,33.350,-0.018
'[15:13:44.946 01/01/1996]',0.085,0.201,-0.242,47.990,64.404,33.350,-0.018
'[15:13:44.948 01/01/1996]',0.084,0.201,-0.258,47.990,64.404,33.350,-0.018
'[15:13:44.950 01/01/1996]',0.083,0.201,-0.258,47.990,64.404,33.350,-0.018
'[15:13:44.952 01/01/1996]',0.084,0.209,-0.258,51.407,62.627,32.775,-0.015
'[15:13:44.954 01/01/1996]',0.085,0.201,-0.274,51.407,62.627,32.775,-0.015
'[15:13:44.956 01/01/1996]',0.085,0.201,-0.258,51.407,62.627,32.775,-0.015
'[15:13:44.958 01/01/1996]',0.086,0.201,-0.258,51.407,62.627,32.775,-0.015
'[15:13:44.960 01/01/1996]',0.085,0.209,-0.274,58.141,60.701,32.300,-0.015
'[15:13:44.962 01/01/1996]',0.085,0.209,-0.290,58.141,60.701,32.300,-0.015
'[15:13:44.964 01/01/1996]',0.084,0.217,-0.290,58.141,60.701,32.300,-0.015
'[15:13:44.966 01/01/1996]',0.083,0.217,-0.306,58.141,60.701,32.300,-0.015
'[15:13:44.968 01/01/1996]',0.083,0.217,-0.306,68.090,58.949,31.950,-0.013
'[15:13:44.970 01/01/1996]',0.083,0.217,-0.306,68.090,58.949,31.950,-0.013
'[15:13:44.972 01/01/1996]',0.082,0.209,-0.290,68.090,58.949,31.950,-0.013
'[15:13:44.974 01/01/1996]',0.082,0.209,-0.306,68.090,58.949,31.950,-0.013
'[15:13:44.976 01/01/1996]',0.081,0.217,-0.306,79.648,57.173,31.650,-0.011
'[15:13:44.978 01/01/1996]',0.080,0.217,-0.323,79.648,57.173,31.650,-0.011
'[15:13:44.980 01/01/1996]',0.080,0.217,-0.339,79.648,57.173,31.650,-0.011
'[15:13:44.982 01/01/1996]',0.080,0.217,-0.339,79.648,57.173,31.650,-0.011
'[15:13:44.984 01/01/1996]',0.080,0.224,-0.339,89.950,55.471,31.650,-0.006
'[15:13:44.986 01/01/1996]',0.080,0.217,-0.339,89.950,55.471,31.650,-0.006
'[15:13:44.988 01/01/1996]',0.081,0.224,-0.339,89.950,55.471,31.650,-0.006
'[15:13:44.990 01/01/1996]',0.082,0.217,-0.323,89.950,55.471,31.650,-0.006
'[15:13:44.992 01/01/1996]',0.082,0.224,-0.323,96.734,54.020,31.950,-0.002
'[15:13:44.994 01/01/1996]',0.083,0.224,-0.323,96.734,54.020,31.950,-0.002
'[15:13:44.996 01/01/1996]',0.083,0.232,-0.339,96.734,54.020,31.950,-0.002
'[15:13:44.998 01/01/1996]',0.083,0.232,-0.339,96.734,54.020,31.950,-0.002
'[15:13:45.000 01/01/1996]',0.083,0.232,-0.339,99.698,52.669,32.375,0.005
'[15:13:45.002 01/01/1996]',0.083,0.232,-0.339,99.698,52.669,32.375,0.005
'[15:13:45.004 01/01/1996]',0.084,0.232,-0.339,99.698,52.669,32.375,0.005
'[15:13:45.006 01/01/1996]',0.085,0.224,-0.339,99.698,52.669,32.375,0.005
'[15:13:45.008 01/01/1996]',0.086,0.224,-0.339,100.050,51.443,32.825,0.015
'[15:13:45.010 01/01/1996]',0.086,0.232,-0.339,100.050,51.443,32.825,0.015
'[15:13:45.012 01/01/1996]',0.087,0.232,-0.355,100.050,51.443,32.825,0.015
'[15:13:45.014 01/01/1996]',0.089,0.232,-0.355,100.050,51.443,32.825,0.015
'[15:13:45.016 01/01/1996]',0.090,0.232,-0.355,99.749,50.367,33.350,0.025
'[15:13:45.018 01/01/1996]',0.091,0.224,-0.355,99.749,50.367,33.350,0.025
'[15:13:45.020 01/01/1996]',0.091,0.232,-0.355,99.749,50.367,33.350,0.025
'[15:13:45.022 01/01/1996]',0.091,0.224,-0.339,99.749,50.367,33.350,0.025
'[15:13:45.024 01/01/1996]',0.092,0.224,-0.339,100.201,49.441,33.825,0.039
'[15:13:45.026 01/01/1996]',0.093,0.232,-0.339,100.201,49.441,33.825,0.039
'[15:13:45.028 01/01/1996]',0.094,0.224,-0.355,100.201,49.441,33.825,0.039
'[15:13:45.030 01/01/1996]',0.094,0.217,-0.355,100.201,49.441,33.825,0.039
'[15:13:45.032 01/01/1996]',0.095,0.224,-0.355,101.759,48.315,34.250,0.053
'[15:13:45.034 01/01/1996]',0.095,0.224,-0.355,101.759,48.315,34.250,0.053
'[15:13:45.036 01/01/1996]',0.095,0.217,-0.339,101.759,48.315,34.250,0.053
'[15:13:45.038 01/01/1996]',0.094,0.209,-0.339,101.759,48.315,34.250,0.053
'[15:13:45.040 01/01/1996]',0.095,0.201,-0.323,104.372,47.089,34.525,0.070
'[15:13:45.042 01/01/1996]',0.096,0.201,-0.323,104.372,47.089,34.525,0.070
'[15:13:45.044 01/01/1996]',0.097,0.201,-0.323,104.372,47.089,34.525,0.070
'[15:13:45.046 01/01/1996]',0.099,0.201,-0.323,104.372,47.089,34.525,0.070
'[15:13:45.048 01/01/1996]',0.101,0.201,-0.323,107.688,45.563,34.600,0.086
'[15:13:45.050 01/01/1996]',0.103,0.193,-0.306,107.688,45.563,34.600,0.086
'[15:13:45.052 01/01/1996]',0.105,0.193,-0.290,107.688,45.563,34.600,0.086
'[15:13:45.054 01/01/1996]',0.107,0.186,-0.274,107.688,45.563,34.600,0.086
'[15:13:45.056 01/01/1996]',0.108,0.178,-0.258,111.357,43.686,34.425,0.103
'[15:13:45.058 01/01/1996]',0.109,0.170,-0.258,111.357,43.686,34.425,0.103
'[15:13:45.060 01/01/1996]',0.111,0.170,-0.242,111.357,43.686,34.425,0.103
'[15:13:45.062 01/01/1996]',0.112,0.170,-0.242,111.357,43.686,34.425,0.103
'[15:13:45.064 01/01/1996]',0.114,0.170,-0.242,115.126,41.409,33.950,0.120
'[15:13:45.066 01/01/1996]',0.116,0.162,-0.226,115.126,41.409,33.950,0.120
'[15:13:45.068 01/01/1996]',0.117,0.155,-0.210,115.126,41.409,33.950,0.120
'[15:13:45.070 01/01/1996]',0.118,0.155,-0.194,115.126,41.409,33.950,0.120
'[15:13:45.072 01/01/1996]',0.120,0.139,-0.177,118.442,38.832,33.250,0.138
'[15:13:45.074 01/01/1996]',0.121,0.131,-0.161,118.442,38.832,33.250,0.138
'[15:13:45.076 01/01/1996]',0.124,0.124,-0.145,118.442,38.832,33.250,0.138
'[15:13:45.078 01/01/1996]',0.126,0.116,-0.129,118.442,38.832,33.250,0.138
'[15:13:45.080 01/01/1996]',0.127,0.124,-0.112,120.854,36.355,32.375,0.154
'[15:13:45.082 01/01/1996]',0.129,0.116,-0.112,120.854,36.355,32.375,0.154
'[15:13:45.084 01/01/1996]',0.130,0.116,-0.096,120.854,36.355,32.375,0.154
'[15:13:45.086 01/01/1996]',0.132,0.101,-0.080,120.854,36.355,32.375,0.154
'[15:13:45.088 01/01/1996]',0.133,0.101,-0.064,122.513,34.429,31.200,0.168
'[15:13:45.090 01/01/1996]',0.134,0.093,-0.047,122.513,34.429,31.200,0.168
'[15:13:45.092 01/01/1996]',0.134,0.085,-0.015,122.513,34.429,31.200,0.168
'[15:13:45.094 01/01/1996]',0.135,0.078,0.001,122.513,34.429,31.200,0.168
'[15:13:45.096 01/01/1996]',0.135,0.078,0.001,123.618,33.378,29.850,0.183
'[15:13:45.098 01/01/1996]',0.136,0.070,0.001,123.618,33.378,29.850,0.183
'[15:13:45.100 01/01/1996]',0.137,0.062,0.001,123.618,33.378,29.850,0.183
'[15:13:45.102 01/01/1996]',0.138,0.054,0.017,123.618,33.378,29.850,0.183
'[15:13:45.104 01/01/1996]',0.138,0.047,0.049,124.020,33.603,28.200,0.198
'[15:13:45.106 01/01/1996]',0.138,0.039,0.066,124.020,33.603,28.200,0.198
'[15:13:45.108 01/01/1996]',0.139,0.031,0.082,124.020,33.603,28.200,0.198
'[15:13:45.110 01/01/1996]',0.139,0.031,0.082,124.020,33.603,28.200,0.198
'[15:13:45.112 01/01/1996]',0.139,0.031,0.098,123.518,35.129,26.400,0.212
'[15:13:45.114 01/01/1996]',0.138,0.024,0.114,123.518,35.129,26.400,0.212
'[15:13:45.116 01/01/1996]',0.138,0.024,0.114,123.518,35.129,26.400,0.212
'[15:13:45.118 01/01/1996]',0.137,0.016,0.131,123.518,35.129,26.400,0.212
'[15:13:45.120 01/01/1996]',0.136,0.008,0.147,121.658,37.306,24.525,0.225
'[15:13:45.122 01/01/1996]',0.135,0.001,0.163,121.658,37.306,24.525,0.225
'[15:13:45.124 01/01/1996]',0.133,0.001,0.179,121.658,37.306,24.525,0.225
'[15:13:45.126 01/01/1996]',0.131,0.001,0.196,121.658,37.306,24.525,0.225
'[15:13:45.128 01/01/1996]',0.129,0.001,0.196,118.492,39.283,22.750,0.236
'[15:13:45.130 01/01/1996]',0.127,-0.007,0.196,118.492,39.283,22.750,0.236
'[15:13:45.132 01/01/1996]',0.125,-0.007,0.212,118.492,39.283,22.750,0.236
'[15:13:45.134 01/01/1996]',0.123,-0.015,0.212,118.492,39.283,22.750,0.236
'[15:13:45.136 01/01/1996]',0.121,-0.015,0.228,114.221,40.634,21.000,0.248
'[15:13:45.138 01/01/1996]',0.119,-0.022,0.244,114.221,40.634,21.000,0.248
'[15:13:45.140 01/01/1996]',0.118,-0.030,0.244,114.221,40.634,21.000,0.248
'[15:13:45.142 01/01/1996]',0.117,-0.030,0.260,114.221,40.634,21.000,0.248
'[15:13:45.144 01/01/1996]',0.115,-0.030,0.260,109.246,41.284,19.300,0.260
'[15:13:45.146 01/01/1996]',0.113,-0.030,0.260,109.246,41.284,19.300,0.260
'[15:13:45.148 01/01/1996]',0.112,-0.030,0.276,109.246,41.284,19.300,0.260
'[15:13:45.150 01/01/1996]',0.111,-0.030,0.276,109.246,41.284,19.300,0.260
'[15:13:45.152 01/01/1996]',0.109,-0.030,0.276,104.020,41.409,17.725,0.267
'[15:13:45.154 01/01/1996]',0.108,-0.038,0.292,104.020,41.409,17.725,0.267
'[15:13:45.156 01/01/1996]',0.106,-0.046,0.292,104.020,41.409,17.725,0.267
'[15:13:45.158 01/01/1996]',0.104,-0.038,0.292,104.020,41.409,17.725,0.267
'[15:13:45.160 01/01/1996]',0.102,-0.038,0.292,98.593,41.159,16.300,0.274
'[15:13:45.162 01/01/1996]',0.101,-0.038,0.276,98.593,41.159,16.300,0.274
'[15:13:45.164 01/01/1996]',0.100,-0.038,0.276,98.593,41.159,16.300,0.274
