'Time and date','I','I','V','ABP','PLETH','RESP'
'[05:19:49.622 03/05/1995]',-0.028,-0.034,-0.034,85.275,-0.519,0.018
'[05:19:49.624 03/05/1995]',-0.027,-0.046,-0.034,85.425,-0.538,0.017
'[05:19:49.626 03/05/1995]',-0.026,-0.034,-0.034,85.425,-0.538,0.017
'[05:19:49.628 03/05/1995]',-0.023,-0.046,-0.046,85.425,-0.538,0.017
'[05:19:49.630 03/05/1995]',-0.021,-0.046,-0.034,85.425,-0.538,0.017
'[05:19:49.632 03/05/1995]',-0.017,-0.034,-0.034,85.575,-0.555,0.015
'[05:19:49.634 03/05/1995]',-0.012,-0.022,-0.034,85.575,-0.555,0.015
'[05:19:49.636 03/05/1995]',-0.009,-0.022,-0.022,85.575,-0.555,0.015
'[05:19:49.638 03/05/1995]',-0.005,-0.022,-0.022,85.575,-0.555,0.015
'[05:19:49.640 03/05/1995]',-0.003,-0.011,-0.022,85.725,-0.562,0.013
'[05:19:49.642 03/05/1995]',-0.001,-0.011,-0.022,85.725,-0.562,0.013
'[05:19:49.644 03/05/1995]',-0.001,-0.011,-0.022,85.725,-0.562,0.013
'[05:19:49.646 03/05/1995]',-0.001,0.001,-0.022,85.725,-0.562,0.013
'[05:19:49.648 03/05/1995]',-0.003,0.001,-0.022,85.725,-0.565,0.010
'[05:19:49.650 03/05/1995]',-0.005,-0.011,-0.011,85.725,-0.565,0.010
'[05:19:49.652 03/05/1995]',-0.009,-0.011,-0.011,85.725,-0.565,0.010
'[05:19:49.654 03/05/1995]',-0.012,-0.011,-0.011,85.725,-0.565,0.010
'[05:19:49.656 03/05/1995]',-0.017,-0.022,-0.022,85.725,-0.560,0.007
'[05:19:49.658 03/05/1995]',-0.021,-0.022,-0.022,85.725,-0.560,0.007
'[05:19:49.660 03/05/1995]',-0.024,-0.022,-0.022,85.725,-0.560,0.007
'[05:19:49.662 03/05/1995]',-0.028,-0.022,-0.022,85.725,-0.560,0.007
'[05:19:49.664 03/05/1995]',-0.030,-0.034,-0.022,85.725,-0.555,0.004
'[05:19:49.666 03/05/1995]',-0.031,-0.034,-0.022,85.725,-0.555,0.004
'[05:19:49.668 03/05/1995]',-0.032,-0.034,-0.022,85.725,-0.555,0.004
'[05:19:49.670 03/05/1995]',-0.032,-0.046,-0.022,85.725,-0.555,0.004
'[05:19:49.672 03/05/1995]',-0.033,-0.046,-0.022,85.575,-0.545,0.000
'[05:19:49.674 03/05/1995]',-0.034,-0.046,-0.022,85.575,-0.545,0.000
'[05:19:49.676 03/05/1995]',-0.035,-0.046,-0.022,85.575,-0.545,0.000
'[05:19:49.678 03/05/1995]',-0.035,-0.046,-0.022,85.575,-0.545,0.000
'[05:19:49.680 03/05/1995]',-0.035,-0.046,-0.022,85.425,-0.531,-0.004
'[05:19:49.682 03/05/1995]',-0.034,-0.046,-0.022,85.425,-0.531,-0.004
'[05:19:49.684 03/05/1995]',-0.034,-0.046,-0.022,85.425,-0.531,-0.004
'[05:19:49.686 03/05/1995]',-0.034,-0.058,-0.022,85.425,-0.531,-0.004
'[05:19:49.688 03/05/1995]',-0.034,-0.046,-0.022,85.200,-0.516,-0.007
'[05:19:49.690 03/05/1995]',-0.034,-0.046,-0.034,85.200,-0.516,-0.007
'[05:19:49.692 03/05/1995]',-0.034,-0.046,-0.034,85.200,-0.516,-0.007
'[05:19:49.694 03/05/1995]',-0.034,-0.046,-0.034,85.200,-0.516,-0.007
'[05:19:49.696 03/05/1995]',-0.035,-0.046,-0.034,84.975,-0.499,-0.012
'[05:19:49.698 03/05/1995]',-0.036,-0.046,-0.022,84.975,-0.499,-0.012
'[05:19:49.700 03/05/1995]',-0.040,-0.046,-0.022,84.975,-0.499,-0.012
'[05:19:49.702 03/05/1995]',-0.044,-0.046,-0.022,84.975,-0.499,-0.012
'[05:19:49.704 03/05/1995]',-0.049,-0.046,-0.022,84.600,-0.482,-0.016
'[05:19:49.706 03/05/1995]',-0.055,-0.046,-0.034,84.600,-0.482,-0.016
'[05:19:49.708 03/05/1995]',-0.059,-0.058,-0.022,84.600,-0.482,-0.016
'[05:19:49.710 03/05/1995]',-0.063,-0.058,-0.034,84.600,-0.482,-0.016
'[05:19:49.712 03/05/1995]',-0.065,-0.058,-0.022,84.225,-0.464,-0.021
'[05:19:49.714 03/05/1995]',-0.066,-0.081,-0.011,84.225,-0.464,-0.021
'[05:19:49.716 03/05/1995]',-0.062,-0.081,0.001,84.225,-0.464,-0.021
'[05:19:49.718 03/05/1995]',-0.058,-0.093,0.012,84.225,-0.464,-0.021
'[05:19:49.720 03/05/1995]',-0.045,-0.093,0.036,83.925,-0.447,-0.025
'[05:19:49.722 03/05/1995]',-0.032,-0.081,0.059,83.925,-0.447,-0.025
'[05:19:49.724 03/05/1995]',-0.008,-0.081,0.082,83.925,-0.447,-0.025
'[05:19:49.726 03/05/1995]',0.016,-0.058,0.106,83.925,-0.447,-0.025
'[05:19:49.728 03/05/1995]',0.048,-0.034,0.141,83.550,-0.429,-0.030
'[05:19:49.730 03/05/1995]',0.081,-0.011,0.187,83.550,-0.429,-0.030
'[05:19:49.732 03/05/1995]',0.121,0.012,0.211,83.550,-0.429,-0.030
'[05:19:49.734 03/05/1995]',0.161,0.048,0.234,83.550,-0.429,-0.030
'[05:19:49.736 03/05/1995]',0.204,0.095,0.269,83.175,-0.412,-0.035
'[05:19:49.738 03/05/1995]',0.247,0.142,0.269,83.175,-0.412,-0.035
'[05:19:49.740 03/05/1995]',0.288,0.177,0.293,83.175,-0.412,-0.035
'[05:19:49.742 03/05/1995]',0.330,0.212,0.293,83.175,-0.412,-0.035
'[05:19:49.744 03/05/1995]',0.365,0.259,0.281,82.800,-0.399,-0.039
'[05:19:49.746 03/05/1995]',0.400,0.294,0.269,82.800,-0.399,-0.039
'[05:19:49.748 03/05/1995]',0.419,0.330,0.246,82.800,-0.399,-0.039
'[05:19:49.750 03/05/1995]',0.439,0.364,0.211,82.800,-0.399,-0.039
'[05:19:49.752 03/05/1995]',0.437,0.400,0.164,82.575,-0.389,-0.042
'[05:19:49.754 03/05/1995]',0.435,0.435,0.106,82.575,-0.389,-0.042
'[05:19:49.756 03/05/1995]',0.408,0.447,0.047,82.575,-0.389,-0.042
'[05:19:49.758 03/05/1995]',0.380,0.447,0.001,82.575,-0.389,-0.042
'[05:19:49.760 03/05/1995]',0.331,0.411,-0.057,82.275,-0.374,-0.045
'[05:19:49.762 03/05/1995]',0.282,0.364,-0.116,82.275,-0.374,-0.045
'[05:19:49.764 03/05/1995]',0.225,0.318,-0.174,82.275,-0.374,-0.045
'[05:19:49.766 03/05/1995]',0.168,0.247,-0.232,82.275,-0.374,-0.045
'[05:19:49.768 03/05/1995]',0.119,0.177,-0.303,81.975,-0.364,-0.049
'[05:19:49.770 03/05/1995]',0.070,0.118,-0.384,81.975,-0.364,-0.049
'[05:19:49.772 03/05/1995]',0.037,0.048,-0.466,81.975,-0.364,-0.049
'[05:19:49.774 03/05/1995]',0.004,0.001,-0.501,81.975,-0.364,-0.049
'[05:19:49.776 03/05/1995]',-0.010,-0.034,-0.512,81.600,-0.359,-0.051
'[05:19:49.778 03/05/1995]',-0.025,-0.046,-0.501,81.600,-0.359,-0.051
'[05:19:49.780 03/05/1995]',-0.026,-0.046,-0.443,81.600,-0.359,-0.051
'[05:19:49.782 03/05/1995]',-0.027,-0.034,-0.396,81.600,-0.359,-0.051
'[05:19:49.784 03/05/1995]',-0.024,-0.034,-0.337,81.150,-0.355,-0.054
'[05:19:49.786 03/05/1995]',-0.021,-0.022,-0.291,81.150,-0.355,-0.054
'[05:19:49.788 03/05/1995]',-0.020,-0.022,-0.268,81.150,-0.355,-0.054
'[05:19:49.790 03/05/1995]',-0.019,-0.022,-0.232,81.150,-0.355,-0.054
'[05:19:49.792 03/05/1995]',-0.019,-0.022,-0.186,80.625,-0.352,-0.058
'[05:19:49.794 03/05/1995]',-0.020,-0.022,-0.163,80.625,-0.352,-0.058
'[05:19:49.796 03/05/1995]',-0.022,-0.022,-0.116,80.625,-0.352,-0.058
'[05:19:49.798 03/05/1995]',-0.024,-0.022,-0.104,80.625,-0.352,-0.058
'[05:19:49.800 03/05/1995]',-0.026,-0.034,-0.081,80.175,-0.350,-0.060
'[05:19:49.802 03/05/1995]',-0.029,-0.034,-0.057,80.175,-0.350,-0.060
'[05:19:49.804 03/05/1995]',-0.032,-0.046,-0.057,80.175,-0.350,-0.060
'[05:19:49.806 03/05/1995]',-0.034,-0.046,-0.046,80.175,-0.350,-0.060
'[05:19:49.808 03/05/1995]',-0.035,-0.046,-0.034,79.725,-0.352,-0.064
'[05:19:49.810 03/05/1995]',-0.036,-0.046,-0.034,79.725,-0.352,-0.064
'[05:19:49.812 03/05/1995]',-0.037,-0.046,-0.034,79.725,-0.352,-0.064
'[05:19:49.814 03/05/1995]',-0.037,-0.046,-0.022,79.725,-0.352,-0.064
'[05:19:49.816 03/05/1995]',-0.038,-0.058,-0.022,79.350,-0.352,-0.067
'[05:19:49.818 03/05/1995]',-0.039,-0.046,-0.011,79.350,-0.352,-0.067
'[05:19:49.820 03/05/1995]',-0.040,-0.046,-0.022,79.350,-0.352,-0.067
'[05:19:49.822 03/05/1995]',-0.041,-0.058,-0.022,79.350,-0.352,-0.067
'[05:19:49.824 03/05/1995]',-0.041,-0.046,-0.011,78.975,-0.355,-0.071
'[05:19:49.826 03/05/1995]',-0.041,-0.058,-0.022,78.975,-0.355,-0.071
'[05:19:49.828 03/05/1995]',-0.040,-0.046,-0.011,78.975,-0.355,-0.071
'[05:19:49.830 03/05/1995]',-0.038,-0.046,-0.011,78.975,-0.355,-0.071
'[05:19:49.832 03/05/1995]',-0.037,-0.046,0.001,78.600,-0.357,-0.075
'[05:19:49.834 03/05/1995]',-0.036,-0.046,0.001,78.600,-0.357,-0.075
'[05:19:49.836 03/05/1995]',-0.036,-0.046,0.001,78.600,-0.357,-0.075
'[05:19:49.838 03/05/1995]',-0.035,-0.046,0.001,78.600,-0.357,-0.075
'[05:19:49.840 03/05/1995]',-0.034,-0.046,0.001,78.225,-0.362,-0.079
'[05:19:49.842 03/05/1995]',-0.033,-0.046,0.001,78.225,-0.362,-0.079
'[05:19:49.844 03/05/1995]',-0.032,-0.046,0.001,78.225,-0.362,-0.079
'[05:19:49.846 03/05/1995]',-0.031,-0.046,0.001,78.225,-0.362,-0.079
'[05:19:49.848 03/05/1995]',-0.031,-0.034,0.001,77.850,-0.367,-0.082
'[05:19:49.850 03/05/1995]',-0.030,-0.046,0.001,77.850,-0.367,-0.082
'[05:19:49.852 03/05/1995]',-0.030,-0.046,0.001,77.850,-0.367,-0.082
'[05:19:49.854 03/05/1995]',-0.030,-0.046,0.001,77.850,-0.367,-0.082
'[05:19:49.856 03/05/1995]',-0.029,-0.034,0.001,77.475,-0.369,-0.086
'[05:19:49.858 03/05/1995]',-0.028,-0.034,0.001,77.475,-0.369,-0.086
'[05:19:49.860 03/05/1995]',-0.027,-0.034,0.001,77.475,-0.369,-0.086
'[05:19:49.862 03/05/1995]',-0.026,-0.034,0.001,77.475,-0.369,-0.086
'[05:19:49.864 03/05/1995]',-0.026,-0.022,0.001,77.175,-0.390,-0.090
'[05:19:49.866 03/05/1995]',-0.026,-0.022,0.001,77.175,-0.390,-0.090
'[05:19:49.868 03/05/1995]',-0.025,-0.022,0.012,77.175,-0.390,-0.090
'[05:19:49.870 03/05/1995]',-0.024,-0.022,0.012,77.175,-0.390,-0.090
'[05:19:49.872 03/05/1995]',-0.023,-0.022,0.001,76.875,-0.392,-0.095
'[05:19:49.874 03/05/1995]',-0.022,-0.022,0.001,76.875,-0.392,-0.095
'[05:19:49.876 03/05/1995]',-0.020,-0.022,0.001,76.875,-0.392,-0.095
'[05:19:49.878 03/05/1995]',-0.019,-0.022,0.001,76.875,-0.392,-0.095
'[05:19:49.880 03/05/1995]',-0.017,-0.022,0.012,76.650,-0.402,-0.100
'[05:19:49.882 03/05/1995]',-0.016,-0.022,0.001,76.650,-0.402,-0.100
'[05:19:49.884 03/05/1995]',-0.014,-0.022,0.012,76.650,-0.402,-0.100
'[05:19:49.886 03/05/1995]',-0.012,-0.022,0.012,76.650,-0.402,-0.100
'[05:19:49.888 03/05/1995]',-0.010,-0.022,0.012,76.425,-0.406,-0.106
'[05:19:49.890 03/05/1995]',-0.008,-0.022,0.012,76.425,-0.406,-0.106
'[05:19:49.892 03/05/1995]',-0.005,-0.022,0.012,76.425,-0.406,-0.106
'[05:19:49.894 03/05/1995]',-0.002,-0.022,0.012,76.425,-0.406,-0.106
'[05:19:49.896 03/05/1995]',0.001,-0.011,0.024,76.425,-0.413,-0.114
'[05:19:49.898 03/05/1995]',0.004,-0.022,0.024,76.425,-0.413,-0.114
'[05:19:49.900 03/05/1995]',0.006,-0.022,0.024,76.425,-0.413,-0.114
'[05:19:49.902 03/05/1995]',0.007,-0.011,0.024,76.425,-0.413,-0.114
'[05:19:49.904 03/05/1995]',0.008,-0.011,0.024,76.725,-0.423,-0.124
'[05:19:49.906 03/05/1995]',0.009,-0.011,0.024,76.725,-0.423,-0.124
'[05:19:49.908 03/05/1995]',0.010,-0.011,0.012,76.725,-0.423,-0.124
'[05:19:49.910 03/05/1995]',0.010,-0.011,0.024,76.725,-0.423,-0.124
'[05:19:49.912 03/05/1995]',0.011,0.001,0.024,77.775,-0.425,-0.138
'[05:19:49.914 03/05/1995]',0.012,0.001,0.024,77.775,-0.425,-0.138
'[05:19:49.916 03/05/1995]',0.013,0.001,0.024,77.775,-0.425,-0.138
'[05:19:49.918 03/05/1995]',0.015,0.001,0.024,77.775,-0.425,-0.138
'[05:19:49.920 03/05/1995]',0.015,0.001,0.036,79.425,-0.432,-0.153
'[05:19:49.922 03/05/1995]',0.016,0.001,0.024,79.425,-0.432,-0.153
'[05:19:49.924 03/05/1995]',0.015,0.001,0.024,79.425,-0.432,-0.153
'[05:19:49.926 03/05/1995]',0.015,0.001,0.024,79.425,-0.432,-0.153
'[05:19:49.928 03/05/1995]',0.015,0.001,0.036,81.600,-0.438,-0.170
'[05:19:49.930 03/05/1995]',0.016,0.001,0.036,81.600,-0.438,-0.170
'[05:19:49.932 03/05/1995]',0.017,0.001,0.047,81.600,-0.438,-0.170
'[05:19:49.934 03/05/1995]',0.018,0.001,0.059,81.600,-0.438,-0.170
'[05:19:49.936 03/05/1995]',0.020,0.001,0.047,84.150,-0.440,-0.188
'[05:19:49.938 03/05/1995]',0.022,0.001,0.047,84.150,-0.440,-0.188
'[05:19:49.940 03/05/1995]',0.024,0.012,0.047,84.150,-0.440,-0.188
'[05:19:49.942 03/05/1995]',0.027,0.012,0.047,84.150,-0.440,-0.188
'[05:19:49.944 03/05/1995]',0.032,0.012,0.059,86.625,-0.438,-0.206
'[05:19:49.946 03/05/1995]',0.036,0.024,0.059,86.625,-0.438,-0.206
'[05:19:49.948 03/05/1995]',0.041,0.012,0.059,86.625,-0.438,-0.206
'[05:19:49.950 03/05/1995]',0.047,0.024,0.059,86.625,-0.438,-0.206
'[05:19:49.952 03/05/1995]',0.051,0.024,0.071,89.025,-0.425,-0.225
'[05:19:49.954 03/05/1995]',0.056,0.024,0.071,89.025,-0.425,-0.225
'[05:19:49.956 03/05/1995]',0.061,0.024,0.071,89.025,-0.425,-0.225
'[05:19:49.958 03/05/1995]',0.065,0.036,0.071,89.025,-0.425,-0.225
'[05:19:49.960 03/05/1995]',0.070,0.036,0.082,91.425,-0.408,-0.244
'[05:19:49.962 03/05/1995]',0.075,0.048,0.082,91.425,-0.408,-0.244
'[05:19:49.964 03/05/1995]',0.079,0.048,0.082,91.425,-0.408,-0.244
'[05:19:49.966 03/05/1995]',0.084,0.059,0.094,91.425,-0.408,-0.244
'[05:19:49.968 03/05/1995]',0.089,0.059,0.094,93.825,-0.380,-0.261
'[05:19:49.970 03/05/1995]',0.094,0.059,0.094,93.825,-0.380,-0.261
'[05:19:49.972 03/05/1995]',0.098,0.059,0.106,93.825,-0.380,-0.261
'[05:19:49.974 03/05/1995]',0.103,0.071,0.106,93.825,-0.380,-0.261
'[05:19:49.976 03/05/1995]',0.108,0.083,0.118,96.075,-0.342,-0.276
'[05:19:49.978 03/05/1995]',0.113,0.083,0.118,96.075,-0.342,-0.276
'[05:19:49.980 03/05/1995]',0.118,0.083,0.118,96.075,-0.342,-0.276
'[05:19:49.982 03/05/1995]',0.122,0.095,0.129,96.075,-0.342,-0.276
'[05:19:49.984 03/05/1995]',0.127,0.095,0.129,98.100,-0.289,-0.290
'[05:19:49.986 03/05/1995]',0.132,0.106,0.129,98.100,-0.289,-0.290
'[05:19:49.988 03/05/1995]',0.136,0.106,0.129,98.100,-0.289,-0.290
'[05:19:49.990 03/05/1995]',0.140,0.106,0.129,98.100,-0.289,-0.290
'[05:19:49.992 03/05/1995]',0.143,0.118,0.129,99.825,-0.225,-0.303
'[05:19:49.994 03/05/1995]',0.146,0.118,0.129,99.825,-0.225,-0.303
'[05:19:49.996 03/05/1995]',0.149,0.118,0.129,99.825,-0.225,-0.303
'[05:19:49.998 03/05/1995]',0.151,0.118,0.129,99.825,-0.225,-0.303
'[05:19:50.000 03/05/1995]',0.152,0.130,0.141,101.250,-0.153,-0.317
'[05:19:50.002 03/05/1995]',0.152,0.130,0.129,101.250,-0.153,-0.317
'[05:19:50.004 03/05/1995]',0.151,0.130,0.129,101.250,-0.153,-0.317
'[05:19:50.006 03/05/1995]',0.150,0.130,0.118,101.250,-0.153,-0.317
'[05:19:50.008 03/05/1995]',0.148,0.130,0.118,102.225,-0.069,-0.329
'[05:19:50.010 03/05/1995]',0.146,0.118,0.118,102.225,-0.069,-0.329
'[05:19:50.012 03/05/1995]',0.142,0.118,0.106,102.225,-0.069,-0.329
'[05:19:50.014 03/05/1995]',0.139,0.118,0.106,102.225,-0.069,-0.329
'[05:19:50.016 03/05/1995]',0.134,0.118,0.106,102.675,0.012,-0.341
'[05:19:50.018 03/05/1995]',0.129,0.118,0.094,102.675,0.012,-0.341
'[05:19:50.020 03/05/1995]',0.124,0.118,0.094,102.675,0.012,-0.341
'[05:19:50.022 03/05/1995]',0.119,0.095,0.082,102.675,0.012,-0.341
'[05:19:50.024 03/05/1995]',0.113,0.095,0.082,102.675,0.098,-0.352
'[05:19:50.026 03/05/1995]',0.107,0.083,0.071,102.675,0.098,-0.352
'[05:19:50.028 03/05/1995]',0.101,0.083,0.071,102.675,0.098,-0.352
'[05:19:50.030 03/05/1995]',0.095,0.083,0.059,102.675,0.098,-0.352
'[05:19:50.032 03/05/1995]',0.089,0.071,0.059,102.225,0.179,-0.362
'[05:19:50.034 03/05/1995]',0.083,0.071,0.059,102.225,0.179,-0.362
'[05:19:50.036 03/05/1995]',0.076,0.059,0.047,102.225,0.179,-0.362
'[05:19:50.038 03/05/1995]',0.068,0.059,0.036,102.225,0.179,-0.362
'[05:19:50.040 03/05/1995]',0.062,0.048,0.024,101.550,0.256,-0.371
'[05:19:50.042 03/05/1995]',0.055,0.048,0.024,101.550,0.256,-0.371
'[05:19:50.044 03/05/1995]',0.048,0.024,0.024,101.550,0.256,-0.371
'[05:19:50.046 03/05/1995]',0.041,0.024,0.012,101.550,0.256,-0.371
'[05:19:50.048 03/05/1995]',0.035,0.024,0.012,100.725,0.325,-0.378
'[05:19:50.050 03/05/1995]',0.029,0.012,0.012,100.725,0.325,-0.378
'[05:19:50.052 03/05/1995]',0.024,0.012,0.012,100.725,0.325,-0.378
'[05:19:50.054 03/05/1995]',0.020,0.001,0.001,100.725,0.325,-0.378
'[05:19:50.056 03/05/1995]',0.017,0.001,0.001,99.825,0.378,-0.384
'[05:19:50.058 03/05/1995]',0.015,0.001,0.001,99.825,0.378,-0.384
'[05:19:50.060 03/05/1995]',0.012,0.001,0.001,99.825,0.378,-0.384
'[05:19:50.062 03/05/1995]',0.009,0.001,0.001,99.825,0.378,-0.384
'[05:19:50.064 03/05/1995]',0.005,-0.011,0.001,98.925,0.418,-0.389
'[05:19:50.066 03/05/1995]',0.001,-0.011,0.001,98.925,0.418,-0.389
'[05:19:50.068 03/05/1995]',-0.004,-0.011,0.001,98.925,0.418,-0.389
'[05:19:50.070 03/05/1995]',-0.009,-0.022,-0.011,98.925,0.418,-0.389
'[05:19:50.072 03/05/1995]',-0.013,-0.022,-0.011,97.950,0.447,-0.393
'[05:19:50.074 03/05/1995]',-0.018,-0.022,-0.022,97.950,0.447,-0.393
'[05:19:50.076 03/05/1995]',-0.021,-0.034,-0.022,97.950,0.447,-0.393
'[05:19:50.078 03/05/1995]',-0.024,-0.046,-0.022,97.950,0.447,-0.393
'[05:19:50.080 03/05/1995]',-0.025,-0.022,-0.022,96.975,0.464,-0.395
'[05:19:50.082 03/05/1995]',-0.027,-0.034,-0.022,96.975,0.464,-0.395
'[05:19:50.084 03/05/1995]',-0.028,-0.034,-0.022,96.975,0.464,-0.395
'[05:19:50.086 03/05/1995]',-0.029,-0.034,-0.022,96.975,0.464,-0.395
'[05:19:50.088 03/05/1995]',-0.030,-0.046,-0.022,96.225,0.467,-0.396
'[05:19:50.090 03/05/1995]',-0.030,-0.046,-0.022,96.225,0.467,-0.396
'[05:19:50.092 03/05/1995]',-0.031,-0.046,-0.022,96.225,0.467,-0.396
'[05:19:50.094 03/05/1995]',-0.031,-0.046,-0.022,96.225,0.467,-0.396
'[05:19:50.096 03/05/1995]',-0.031,-0.046,-0.022,95.400,0.459,-0.396
'[05:19:50.098 03/05/1995]',-0.031,-0.034,-0.022,95.400,0.459,-0.396
'[05:19:50.100 03/05/1995]',-0.031,-0.046,-0.022,95.400,0.459,-0.396
'[05:19:50.102 03/05/1995]',-0.031,-0.046,-0.022,95.400,0.459,-0.396
'[05:19:50.104 03/05/1995]',-0.031,-0.046,-0.022,94.575,0.440,-0.394
'[05:19:50.106 03/05/1995]',-0.031,-0.058,-0.022,94.575,0.440,-0.394
'[05:19:50.108 03/05/1995]',-0.031,-0.058,-0.022,94.575,0.440,-0.394
'[05:19:50.110 03/05/1995]',-0.031,-0.046,-0.022,94.575,0.440,-0.394
'[05:19:50.112 03/05/1995]',-0.031,-0.034,-0.022,93.525,0.409,-0.390
'[05:19:50.114 03/05/1995]',-0.031,-0.034,-0.022,93.525,0.409,-0.390
'[05:19:50.116 03/05/1995]',-0.031,-0.034,-0.022,93.525,0.409,-0.390
'[05:19:50.118 03/05/1995]',-0.031,-0.034,-0.022,93.525,0.409,-0.390
'[05:19:50.120 03/05/1995]',-0.031,-0.034,-0.022,92.325,0.373,-0.387
'[05:19:50.122 03/05/1995]',-0.031,-0.046,-0.022,92.325,0.373,-0.387
'[05:19:50.124 03/05/1995]',-0.031,-0.046,-0.022,92.325,0.373,-0.387
'[05:19:50.126 03/05/1995]',-0.031,-0.034,-0.022,92.325,0.373,-0.387
'[05:19:50.128 03/05/1995]',-0.031,-0.034,-0.022,90.825,0.333,-0.383
'[05:19:50.130 03/05/1995]',-0.030,-0.034,-0.022,90.825,0.333,-0.383
'[05:19:50.132 03/05/1995]',-0.029,-0.034,-0.011,90.825,0.333,-0.383
'[05:19:50.134 03/05/1995]',-0.028,-0.034,-0.011,90.825,0.333,-0.383
'[05:19:50.136 03/05/1995]',-0.027,-0.034,-0.022,89.325,0.282,-0.380
'[05:19:50.138 03/05/1995]',-0.026,-0.034,-0.011,89.325,0.282,-0.380
'[05:19:50.140 03/05/1995]',-0.026,-0.034,-0.022,89.325,0.282,-0.380
'[05:19:50.142 03/05/1995]',-0.027,-0.034,-0.022,89.325,0.282,-0.380
'[05:19:50.144 03/05/1995]',-0.026,-0.022,-0.011,87.825,0.230,-0.377
'[05:19:50.146 03/05/1995]',-0.026,-0.034,-0.022,87.825,0.230,-0.377
'[05:19:50.148 03/05/1995]',-0.025,-0.022,-0.011,87.825,0.230,-0.377
'[05:19:50.150 03/05/1995]',-0.024,-0.022,-0.011,87.825,0.230,-0.377
'[05:19:50.152 03/05/1995]',-0.023,-0.022,-0.011,86.325,0.172,-0.374
'[05:19:50.154 03/05/1995]',-0.023,-0.022,-0.011,86.325,0.172,-0.374
'[05:19:50.156 03/05/1995]',-0.022,-0.022,-0.022,86.325,0.172,-0.374
'[05:19:50.158 03/05/1995]',-0.022,-0.022,-0.011,86.325,0.172,-0.374
'[05:19:50.160 03/05/1995]',-0.021,-0.022,-0.011,85.125,0.110,-0.372
'[05:19:50.162 03/05/1995]',-0.020,-0.022,-0.011,85.125,0.110,-0.372
'[05:19:50.164 03/05/1995]',-0.019,-0.022,-0.011,85.125,0.110,-0.372
'[05:19:50.166 03/05/1995]',-0.019,-0.022,0.001,85.125,0.110,-0.372
'[05:19:50.168 03/05/1995]',-0.019,-0.022,0.001,84.150,0.051,-0.371
'[05:19:50.170 03/05/1995]',-0.020,-0.022,-0.011,84.150,0.051,-0.371
'[05:19:50.172 03/05/1995]',-0.020,-0.022,-0.011,84.150,0.051,-0.371
'[05:19:50.174 03/05/1995]',-0.020,-0.022,-0.011,84.150,0.051,-0.371
'[05:19:50.176 03/05/1995]',-0.020,-0.022,-0.011,83.475,-0.012,-0.370
'[05:19:50.178 03/05/1995]',-0.020,-0.022,-0.011,83.475,-0.012,-0.370
'[05:19:50.180 03/05/1995]',-0.020,-0.022,-0.011,83.475,-0.012,-0.370
'[05:19:50.182 03/05/1995]',-0.020,-0.022,0.001,83.475,-0.012,-0.370
'[05:19:50.184 03/05/1995]',-0.020,-0.022,0.001,82.875,-0.076,-0.370
'[05:19:50.186 03/05/1995]',-0.020,-0.022,-0.011,82.875,-0.076,-0.370
'[05:19:50.188 03/05/1995]',-0.020,-0.022,-0.011,82.875,-0.076,-0.370
'[05:19:50.190 03/05/1995]',-0.020,-0.022,-0.011,82.875,-0.076,-0.370
'[05:19:50.192 03/05/1995]',-0.020,-0.022,-0.011,82.575,-0.136,-0.370
'[05:19:50.194 03/05/1995]',-0.021,-0.022,-0.011,82.575,-0.136,-0.370
'[05:19:50.196 03/05/1995]',-0.022,-0.022,-0.011,82.575,-0.136,-0.370
'[05:19:50.198 03/05/1995]',-0.023,-0.022,-0.011,82.575,-0.136,-0.370
'[05:19:50.200 03/05/1995]',-0.023,-0.022,-0.011,82.275,-0.196,-0.371
'[05:19:50.202 03/05/1995]',-0.023,-0.022,-0.011,82.275,-0.196,-0.371
'[05:19:50.204 03/05/1995]',-0.023,-0.022,-0.022,82.275,-0.196,-0.371
'[05:19:50.206 03/05/1995]',-0.023,-0.022,-0.011,82.275,-0.196,-0.371
'[05:19:50.208 03/05/1995]',-0.023,-0.022,-0.022,82.275,-0.251,-0.372
'[05:19:50.210 03/05/1995]',-0.023,-0.022,-0.022,82.275,-0.251,-0.372
'[05:19:50.212 03/05/1995]',-0.022,-0.022,-0.022,82.275,-0.251,-0.372
'[05:19:50.214 03/05/1995]',-0.022,-0.034,-0.011,82.275,-0.251,-0.372
'[05:19:50.216 03/05/1995]',-0.021,-0.022,-0.011,82.275,-0.306,-0.373
'[05:19:50.218 03/05/1995]',-0.020,-0.022,-0.011,82.275,-0.306,-0.373
'[05:19:50.220 03/05/1995]',-0.020,-0.022,-0.011,82.275,-0.306,-0.373
'[05:19:50.222 03/05/1995]',-0.020,-0.022,-0.011,82.275,-0.306,-0.373
'[05:19:50.224 03/05/1995]',-0.022,-0.022,-0.022,82.500,-0.353,-0.373
'[05:19:50.226 03/05/1995]',-0.024,-0.022,-0.011,82.500,-0.353,-0.373
'[05:19:50.228 03/05/1995]',-0.025,-0.022,-0.011,82.500,-0.353,-0.373
'[05:19:50.230 03/05/1995]',-0.027,-0.022,-0.011,82.500,-0.353,-0.373
'[05:19:50.232 03/05/1995]',-0.027,-0.022,-0.011,82.725,-0.402,-0.373
'[05:19:50.234 03/05/1995]',-0.027,-0.034,-0.011,82.725,-0.402,-0.373
