'Time and date','MCL1 ','ABP ','RESP '
'[11:27:45.886 14/08/1994]',0.163,53.583,-0.382
'[11:27:45.888 14/08/1994]',0.171,53.193,-0.369
'[11:27:45.890 14/08/1994]',0.178,53.193,-0.369
'[11:27:45.892 14/08/1994]',0.200,53.193,-0.369
'[11:27:45.894 14/08/1994]',0.215,53.193,-0.369
'[11:27:45.896 14/08/1994]',0.222,52.726,-0.356
'[11:27:45.898 14/08/1994]',0.222,52.726,-0.356
'[11:27:45.900 14/08/1994]',0.230,52.726,-0.356
'[11:27:45.902 14/08/1994]',0.230,52.726,-0.356
'[11:27:45.904 14/08/1994]',0.230,52.336,-0.343
'[11:27:45.906 14/08/1994]',0.237,52.336,-0.343
'[11:27:45.908 14/08/1994]',0.237,52.336,-0.343
'[11:27:45.910 14/08/1994]',0.237,52.336,-0.343
'[11:27:45.912 14/08/1994]',0.245,51.791,-0.329
'[11:27:45.914 14/08/1994]',0.252,51.791,-0.329
'[11:27:45.916 14/08/1994]',0.252,51.791,-0.329
'[11:27:45.918 14/08/1994]',0.252,51.791,-0.329
'[11:27:45.920 14/08/1994]',0.267,51.324,-0.316
'[11:27:45.922 14/08/1994]',0.267,51.324,-0.316
'[11:27:45.924 14/08/1994]',0.267,51.324,-0.316
'[11:27:45.926 14/08/1994]',0.267,51.324,-0.316
'[11:27:45.928 14/08/1994]',0.267,50.935,-0.302
'[11:27:45.930 14/08/1994]',0.274,50.935,-0.302
'[11:27:45.932 14/08/1994]',0.274,50.935,-0.302
'[11:27:45.934 14/08/1994]',0.282,50.935,-0.302
'[11:27:45.936 14/08/1994]',0.282,50.467,-0.289
'[11:27:45.938 14/08/1994]',0.282,50.467,-0.289
'[11:27:45.940 14/08/1994]',0.289,50.467,-0.289
'[11:27:45.942 14/08/1994]',0.289,50.467,-0.289
'[11:27:45.944 14/08/1994]',0.274,50.156,-0.277
'[11:27:45.946 14/08/1994]',0.282,50.156,-0.277
'[11:27:45.948 14/08/1994]',0.274,50.156,-0.277
'[11:27:45.950 14/08/1994]',0.274,50.156,-0.277
'[11:27:45.952 14/08/1994]',0.282,50.156,-0.265
'[11:27:45.954 14/08/1994]',0.282,50.156,-0.265
'[11:27:45.956 14/08/1994]',0.289,50.156,-0.265
'[11:27:45.958 14/08/1994]',0.289,50.156,-0.265
'[11:27:45.960 14/08/1994]',0.289,50.857,-0.253
'[11:27:45.962 14/08/1994]',0.297,50.857,-0.253
'[11:27:45.964 14/08/1994]',0.297,50.857,-0.253
'[11:27:45.966 14/08/1994]',0.304,50.857,-0.253
'[11:27:45.968 14/08/1994]',0.297,52.804,-0.240
'[11:27:45.970 14/08/1994]',0.304,52.804,-0.240
'[11:27:45.972 14/08/1994]',0.311,52.804,-0.240
'[11:27:45.974 14/08/1994]',0.319,52.804,-0.240
'[11:27:45.976 14/08/1994]',0.333,56.542,-0.228
'[11:27:45.978 14/08/1994]',0.341,56.542,-0.228
'[11:27:45.980 14/08/1994]',0.348,56.542,-0.228
'[11:27:45.982 14/08/1994]',0.363,56.542,-0.228
'[11:27:45.984 14/08/1994]',0.378,62.072,-0.214
'[11:27:45.986 14/08/1994]',0.385,62.072,-0.214
'[11:27:45.988 14/08/1994]',0.400,62.072,-0.214
'[11:27:45.990 14/08/1994]',0.400,62.072,-0.214
'[11:27:45.992 14/08/1994]',0.408,68.224,-0.202
'[11:27:45.994 14/08/1994]',0.422,68.224,-0.202
'[11:27:45.996 14/08/1994]',0.422,68.224,-0.202
'[11:27:45.998 14/08/1994]',0.430,68.224,-0.202
'[11:27:46.000 14/08/1994]',0.430,73.598,-0.189
'[11:27:46.002 14/08/1994]',0.430,73.598,-0.189
'[11:27:46.004 14/08/1994]',0.437,73.598,-0.189
'[11:27:46.006 14/08/1994]',0.452,73.598,-0.189
'[11:27:46.008 14/08/1994]',0.474,77.570,-0.175
'[11:27:46.010 14/08/1994]',0.496,77.570,-0.175
'[11:27:46.012 14/08/1994]',0.504,77.570,-0.175
'[11:27:46.014 14/08/1994]',0.511,77.570,-0.175
'[11:27:46.016 14/08/1994]',0.519,80.062,-0.162
'[11:27:46.018 14/08/1994]',0.519,80.062,-0.162
'[11:27:46.020 14/08/1994]',0.519,80.062,-0.162
'[11:27:46.022 14/08/1994]',0.533,80.062,-0.162
'[11:27:46.024 14/08/1994]',0.533,81.464,-0.148
'[11:27:46.026 14/08/1994]',0.533,81.464,-0.148
'[11:27:46.028 14/08/1994]',0.519,81.464,-0.148
'[11:27:46.030 14/08/1994]',0.519,81.464,-0.148
'[11:27:46.032 14/08/1994]',0.504,82.165,-0.135
'[11:27:46.034 14/08/1994]',0.496,82.165,-0.135
'[11:27:46.036 14/08/1994]',0.481,82.165,-0.135
'[11:27:46.038 14/08/1994]',0.474,82.165,-0.135
'[11:27:46.040 14/08/1994]',0.452,82.399,-0.121
'[11:27:46.042 14/08/1994]',0.437,82.399,-0.121
'[11:27:46.044 14/08/1994]',0.422,82.399,-0.121
'[11:27:46.046 14/08/1994]',0.408,82.399,-0.121
'[11:27:46.048 14/08/1994]',0.385,82.321,-0.107
'[11:27:46.050 14/08/1994]',0.378,82.321,-0.107
'[11:27:46.052 14/08/1994]',0.363,82.321,-0.107
'[11:27:46.054 14/08/1994]',0.341,82.321,-0.107
'[11:27:46.056 14/08/1994]',0.319,82.009,-0.093
'[11:27:46.058 14/08/1994]',0.311,82.009,-0.093
'[11:27:46.060 14/08/1994]',0.289,82.009,-0.093
'[11:27:46.062 14/08/1994]',0.282,82.009,-0.093
'[11:27:46.064 14/08/1994]',0.274,81.464,-0.079
'[11:27:46.066 14/08/1994]',0.252,81.464,-0.079
'[11:27:46.068 14/08/1994]',0.245,81.464,-0.079
'[11:27:46.070 14/08/1994]',0.237,81.464,-0.079
'[11:27:46.072 14/08/1994]',0.222,80.763,-0.064
'[11:27:46.074 14/08/1994]',0.215,80.763,-0.064
'[11:27:46.076 14/08/1994]',0.208,80.763,-0.064
'[11:27:46.078 14/08/1994]',0.200,80.763,-0.064
'[11:27:46.080 14/08/1994]',0.178,79.907,-0.048
'[11:27:46.082 14/08/1994]',0.163,79.907,-0.048
'[11:27:46.084 14/08/1994]',0.156,79.907,-0.048
'[11:27:46.086 14/08/1994]',0.156,79.907,-0.048
'[11:27:46.088 14/08/1994]',0.156,78.738,-0.032
'[11:27:46.090 14/08/1994]',0.148,78.738,-0.032
'[11:27:46.092 14/08/1994]',0.141,78.738,-0.032
'[11:27:46.094 14/08/1994]',0.134,78.738,-0.032
'[11:27:46.096 14/08/1994]',0.111,77.336,-0.018
'[11:27:46.098 14/08/1994]',0.104,77.336,-0.018
'[11:27:46.100 14/08/1994]',0.097,77.336,-0.018
'[11:27:46.102 14/08/1994]',0.082,77.336,-0.018
'[11:27:46.104 14/08/1994]',0.067,75.623,-0.004
'[11:27:46.106 14/08/1994]',0.037,75.623,-0.004
'[11:27:46.108 14/08/1994]',0.030,75.623,-0.004
'[11:27:46.110 14/08/1994]',0.008,75.623,-0.004
'[11:27:46.112 14/08/1994]',-0.007,73.754,0.010
'[11:27:46.114 14/08/1994]',-0.022,73.754,0.010
'[11:27:46.116 14/08/1994]',-0.051,73.754,0.010
'[11:27:46.118 14/08/1994]',-0.051,73.754,0.010
'[11:27:46.120 14/08/1994]',-0.044,71.651,0.024
'[11:27:46.122 14/08/1994]',-0.014,71.651,0.024
'[11:27:46.124 14/08/1994]',0.008,71.651,0.024
'[11:27:46.126 14/08/1994]',0.030,71.651,0.024
'[11:27:46.128 14/08/1994]',0.030,69.393,0.037
'[11:27:46.130 14/08/1994]',0.030,69.393,0.037
'[11:27:46.132 14/08/1994]',0.023,69.393,0.037
'[11:27:46.134 14/08/1994]',0.015,69.393,0.037
'[11:27:46.136 14/08/1994]',0.015,67.134,0.052
'[11:27:46.138 14/08/1994]',0.030,67.134,0.052
'[11:27:46.140 14/08/1994]',0.067,67.134,0.052
'[11:27:46.142 14/08/1994]',0.097,67.134,0.052
'[11:27:46.144 14/08/1994]',0.111,64.875,0.068
'[11:27:46.146 14/08/1994]',0.111,64.875,0.068
'[11:27:46.148 14/08/1994]',0.104,64.875,0.068
'[11:27:46.150 14/08/1994]',0.097,64.875,0.068
'[11:27:46.152 14/08/1994]',0.089,62.539,0.083
'[11:27:46.154 14/08/1994]',0.082,62.539,0.083
'[11:27:46.156 14/08/1994]',0.075,62.539,0.083
'[11:27:46.158 14/08/1994]',0.075,62.539,0.083
'[11:27:46.160 14/08/1994]',0.075,60.436,0.097
'[11:27:46.162 14/08/1994]',0.067,60.436,0.097
'[11:27:46.164 14/08/1994]',0.052,60.436,0.097
'[11:27:46.166 14/08/1994]',0.045,60.436,0.097
'[11:27:46.168 14/08/1994]',0.037,58.489,0.110
'[11:27:46.170 14/08/1994]',0.037,58.489,0.110
'[11:27:46.172 14/08/1994]',0.030,58.489,0.110
'[11:27:46.174 14/08/1994]',0.023,58.489,0.110
'[11:27:46.176 14/08/1994]',0.023,56.931,0.123
'[11:27:46.178 14/08/1994]',0.015,56.931,0.123
'[11:27:46.180 14/08/1994]',0.008,56.931,0.123
'[11:27:46.182 14/08/1994]',0.008,56.931,0.123
'[11:27:46.184 14/08/1994]',0.001,55.997,0.137
'[11:27:46.186 14/08/1994]',0.001,55.997,0.137
'[11:27:46.188 14/08/1994]',0.001,55.997,0.137
'[11:27:46.190 14/08/1994]',0.001,55.997,0.137
'[11:27:46.192 14/08/1994]',0.001,55.607,0.151
'[11:27:46.194 14/08/1994]',-0.007,55.607,0.151
'[11:27:46.196 14/08/1994]',0.001,55.607,0.151
'[11:27:46.198 14/08/1994]',-0.007,55.607,0.151
'[11:27:46.200 14/08/1994]',-0.007,55.685,0.167
'[11:27:46.202 14/08/1994]',0.001,55.685,0.167
'[11:27:46.204 14/08/1994]',-0.007,55.685,0.167
'[11:27:46.206 14/08/1994]',-0.007,55.685,0.167
'[11:27:46.208 14/08/1994]',0.001,56.153,0.184
'[11:27:46.210 14/08/1994]',-0.007,56.153,0.184
'[11:27:46.212 14/08/1994]',-0.007,56.153,0.184
'[11:27:46.214 14/08/1994]',-0.007,56.153,0.184
'[11:27:46.216 14/08/1994]',-0.007,56.620,0.201
'[11:27:46.218 14/08/1994]',-0.014,56.620,0.201
'[11:27:46.220 14/08/1994]',-0.014,56.620,0.201
'[11:27:46.222 14/08/1994]',-0.022,56.620,0.201
'[11:27:46.224 14/08/1994]',-0.022,57.087,0.215
'[11:27:46.226 14/08/1994]',-0.022,57.087,0.215
'[11:27:46.228 14/08/1994]',-0.029,57.087,0.215
'[11:27:46.230 14/08/1994]',-0.036,57.087,0.215
'[11:27:46.232 14/08/1994]',-0.036,57.477,0.229
'[11:27:46.234 14/08/1994]',-0.036,57.477,0.229
'[11:27:46.236 14/08/1994]',-0.036,57.477,0.229
'[11:27:46.238 14/08/1994]',-0.044,57.477,0.229
'[11:27:46.240 14/08/1994]',-0.044,57.710,0.240
'[11:27:46.242 14/08/1994]',-0.066,57.710,0.240
'[11:27:46.244 14/08/1994]',-0.044,57.710,0.240
'[11:27:46.246 14/08/1994]',-0.044,57.710,0.240
'[11:27:46.248 14/08/1994]',-0.036,57.944,0.250
'[11:27:46.250 14/08/1994]',-0.029,57.944,0.250
'[11:27:46.252 14/08/1994]',-0.029,57.944,0.250
'[11:27:46.254 14/08/1994]',-0.051,57.944,0.250
'[11:27:46.256 14/08/1994]',-0.074,58.100,0.256
'[11:27:46.258 14/08/1994]',-0.103,58.100,0.256
'[11:27:46.260 14/08/1994]',-0.155,58.100,0.256
'[11:27:46.262 14/08/1994]',-0.214,58.100,0.256
'[11:27:46.264 14/08/1994]',-0.296,58.178,0.258
'[11:27:46.266 14/08/1994]',-0.399,58.178,0.258
'[11:27:46.268 14/08/1994]',-0.503,58.178,0.258
'[11:27:46.270 14/08/1994]',-0.584,58.178,0.258
'[11:27:46.272 14/08/1994]',-0.651,58.333,0.257
'[11:27:46.274 14/08/1994]',-,58.333,0.257
'[11:27:46.276 14/08/1994]',-,58.333,0.257
'[11:27:46.278 14/08/1994]',-,58.333,0.257
'[11:27:46.280 14/08/1994]',-,58.333,0.252
'[11:27:46.282 14/08/1994]',-,58.333,0.252
'[11:27:46.284 14/08/1994]',-,58.333,0.252
'[11:27:46.286 14/08/1994]',-,58.333,0.252
'[11:27:46.288 14/08/1994]',-,58.255,0.241
'[11:27:46.290 14/08/1994]',-,58.255,0.241
'[11:27:46.292 14/08/1994]',-,58.255,0.241
'[11:27:46.294 14/08/1994]',-,58.255,0.241
'[11:27:46.296 14/08/1994]',-,58.100,0.226
'[11:27:46.298 14/08/1994]',-,58.100,0.226
'[11:27:46.300 14/08/1994]',-,58.100,0.226
'[11:27:46.302 14/08/1994]',-,58.100,0.226
'[11:27:46.304 14/08/1994]',-0.629,57.944,0.207
'[11:27:46.306 14/08/1994]',-0.554,57.944,0.207
'[11:27:46.308 14/08/1994]',-0.488,57.944,0.207
'[11:27:46.310 14/08/1994]',-0.429,57.944,0.207
'[11:27:46.312 14/08/1994]',-0.347,57.788,0.185
'[11:27:46.314 14/08/1994]',-0.296,57.788,0.185
'[11:27:46.316 14/08/1994]',-0.236,57.788,0.185
'[11:27:46.318 14/08/1994]',-0.199,57.788,0.185
'[11:27:46.320 14/08/1994]',-0.162,57.632,0.163
'[11:27:46.322 14/08/1994]',-0.118,57.632,0.163
'[11:27:46.324 14/08/1994]',-0.088,57.632,0.163
'[11:27:46.326 14/08/1994]',-0.066,57.632,0.163
'[11:27:46.328 14/08/1994]',-0.036,57.632,0.139
'[11:27:46.330 14/08/1994]',-0.029,57.632,0.139
'[11:27:46.332 14/08/1994]',-0.022,57.632,0.139
'[11:27:46.334 14/08/1994]',-0.014,57.632,0.139
'[11:27:46.336 14/08/1994]',0.001,57.555,0.114
'[11:27:46.338 14/08/1994]',0.008,57.555,0.114
'[11:27:46.340 14/08/1994]',0.015,57.555,0.114
'[11:27:46.342 14/08/1994]',0.008,57.555,0.114
'[11:27:46.344 14/08/1994]',0.008,57.555,0.088
'[11:27:46.346 14/08/1994]',0.008,57.555,0.088
'[11:27:46.348 14/08/1994]',0.001,57.555,0.088
'[11:27:46.350 14/08/1994]',0.001,57.555,0.088
'[11:27:46.352 14/08/1994]',0.008,57.555,0.064
'[11:27:46.354 14/08/1994]',0.001,57.555,0.064
'[11:27:46.356 14/08/1994]',0.015,57.555,0.064
'[11:27:46.358 14/08/1994]',0.037,57.555,0.064
'[11:27:46.360 14/08/1994]',0.067,57.477,0.040
'[11:27:46.362 14/08/1994]',0.082,57.477,0.040
'[11:27:46.364 14/08/1994]',0.097,57.477,0.040
'[11:27:46.366 14/08/1994]',0.111,57.477,0.040
'[11:27:46.368 14/08/1994]',0.119,57.399,0.017
'[11:27:46.370 14/08/1994]',0.119,57.399,0.017
'[11:27:46.372 14/08/1994]',0.111,57.399,0.017
'[11:27:46.374 14/08/1994]',0.119,57.399,0.017
'[11:27:46.376 14/08/1994]',0.134,57.321,-0.007
'[11:27:46.378 14/08/1994]',0.134,57.321,-0.007
'[11:27:46.380 14/08/1994]',0.134,57.321,-0.007
'[11:27:46.382 14/08/1994]',0.119,57.321,-0.007
'[11:27:46.384 14/08/1994]',0.119,57.165,-0.030
'[11:27:46.386 14/08/1994]',0.119,57.165,-0.030
'[11:27:46.388 14/08/1994]',0.119,57.165,-0.030
'[11:27:46.390 14/08/1994]',0.119,57.165,-0.030
'[11:27:46.392 14/08/1994]',0.119,57.087,-0.053
'[11:27:46.394 14/08/1994]',0.134,57.087,-0.053
'[11:27:46.396 14/08/1994]',0.134,57.087,-0.053
'[11:27:46.398 14/08/1994]',0.134,57.087,-0.053
'[11:27:46.400 14/08/1994]',0.134,57.009,-0.075
'[11:27:46.402 14/08/1994]',0.134,57.009,-0.075
'[11:27:46.404 14/08/1994]',0.119,57.009,-0.075
'[11:27:46.406 14/08/1994]',0.111,57.009,-0.075
'[11:27:46.408 14/08/1994]',0.097,56.854,-0.098
'[11:27:46.410 14/08/1994]',0.089,56.854,-0.098
'[11:27:46.412 14/08/1994]',0.075,56.854,-0.098
'[11:27:46.414 14/08/1994]',0.067,56.854,-0.098
'[11:27:46.416 14/08/1994]',0.052,56.776,-0.119
'[11:27:46.418 14/08/1994]',0.045,56.776,-0.119
'[11:27:46.420 14/08/1994]',0.052,56.776,-0.119
'[11:27:46.422 14/08/1994]',0.082,56.776,-0.119
'[11:27:46.424 14/08/1994]',0.097,56.698,-0.140
'[11:27:46.426 14/08/1994]',0.119,56.698,-0.140
'[11:27:46.428 14/08/1994]',0.141,56.698,-0.140
'[11:27:46.430 14/08/1994]',0.148,56.698,-0.140
'[11:27:46.432 14/08/1994]',0.156,56.620,-0.160
'[11:27:46.434 14/08/1994]',0.156,56.620,-0.160
'[11:27:46.436 14/08/1994]',0.148,56.620,-0.160
'[11:27:46.438 14/08/1994]',0.141,56.620,-0.160
'[11:27:46.440 14/08/1994]',0.141,56.776,-0.178
'[11:27:46.442 14/08/1994]',0.141,56.776,-0.178
'[11:27:46.444 14/08/1994]',0.141,56.776,-0.178
'[11:27:46.446 14/08/1994]',0.134,56.776,-0.178
'[11:27:46.448 14/08/1994]',0.134,57.243,-0.197
'[11:27:46.450 14/08/1994]',0.119,57.243,-0.197
'[11:27:46.452 14/08/1994]',0.134,57.243,-0.197
'[11:27:46.454 14/08/1994]',0.156,57.243,-0.197
'[11:27:46.456 14/08/1994]',0.178,58.489,-0.213
'[11:27:46.458 14/08/1994]',0.200,58.489,-0.213
'[11:27:46.460 14/08/1994]',0.200,58.489,-0.213
'[11:27:46.462 14/08/1994]',0.186,58.489,-0.213
'[11:27:46.464 14/08/1994]',0.178,61.371,-0.230
'[11:27:46.466 14/08/1994]',0.178,61.371,-0.230
'[11:27:46.468 14/08/1994]',0.186,61.371,-0.230
'[11:27:46.470 14/08/1994]',0.186,61.371,-0.230
'[11:27:46.472 14/08/1994]',0.186,65.966,-0.243
'[11:27:46.474 14/08/1994]',0.200,65.966,-0.243
'[11:27:46.476 14/08/1994]',0.200,65.966,-0.243
'[11:27:46.478 14/08/1994]',0.215,65.966,-0.243
'[11:27:46.480 14/08/1994]',0.222,71.729,-0.253
'[11:27:46.482 14/08/1994]',0.230,71.729,-0.253
'[11:27:46.484 14/08/1994]',0.230,71.729,-0.253
'[11:27:46.486 14/08/1994]',0.230,71.729,-0.253
'[11:27:46.488 14/08/1994]',0.222,77.414,-0.259
'[11:27:46.490 14/08/1994]',0.222,77.414,-0.259
'[11:27:46.492 14/08/1994]',0.215,77.414,-0.259
'[11:27:46.494 14/08/1994]',0.222,77.414,-0.259
'[11:27:46.496 14/08/1994]',0.230,81.854,-0.262
'[11:27:46.498 14/08/1994]',0.252,81.854,-0.262
'[11:27:46.500 14/08/1994]',0.297,81.854,-0.262
'[11:27:46.502 14/08/1994]',0.341,81.854,-0.262
'[11:27:46.504 14/08/1994]',0.370,84.891,-0.262
'[11:27:46.506 14/08/1994]',0.370,84.891,-0.262
'[11:27:46.508 14/08/1994]',0.370,84.891,-0.262
'[11:27:46.510 14/08/1994]',0.356,84.891,-0.262
'[11:27:46.512 14/08/1994]',0.356,86.760,-0.261
'[11:27:46.514 14/08/1994]',0.341,86.760,-0.261
'[11:27:46.516 14/08/1994]',0.341,86.760,-0.261
'[11:27:46.518 14/08/1994]',0.333,86.760,-0.261
'[11:27:46.520 14/08/1994]',0.333,87.695,-0.259
'[11:27:46.522 14/08/1994]',0.319,87.695,-0.259
'[11:27:46.524 14/08/1994]',0.304,87.695,-0.259
'[11:27:46.526 14/08/1994]',0.297,87.695,-0.259
'[11:27:46.528 14/08/1994]',0.289,88.084,-0.256
'[11:27:46.530 14/08/1994]',0.267,88.084,-0.256
'[11:27:46.532 14/08/1994]',0.267,88.084,-0.256
'[11:27:46.534 14/08/1994]',0.245,88.084,-0.256
'[11:27:46.536 14/08/1994]',0.230,88.084,-0.253
'[11:27:46.538 14/08/1994]',0.215,88.084,-0.253
'[11:27:46.540 14/08/1994]',0.200,88.084,-0.253
'[11:27:46.542 14/08/1994]',0.178,88.084,-0.253
'[11:27:46.544 14/08/1994]',0.171,87.850,-0.251
'[11:27:46.546 14/08/1994]',0.148,87.850,-0.251
'[11:27:46.548 14/08/1994]',0.119,87.850,-0.251
'[11:27:46.550 14/08/1994]',0.104,87.850,-0.251
'[11:27:46.552 14/08/1994]',0.075,87.383,-0.248
'[11:27:46.554 14/08/1994]',0.067,87.383,-0.248
'[11:27:46.556 14/08/1994]',0.037,87.383,-0.248
'[11:27:46.558 14/08/1994]',0.030,87.383,-0.248
'[11:27:46.560 14/08/1994]',0.037,86.760,-0.246
'[11:27:46.562 14/08/1994]',0.030,86.760,-0.246
'[11:27:46.564 14/08/1994]',0.052,86.760,-0.246
'[11:27:46.566 14/08/1994]',0.067,86.760,-0.246
'[11:27:46.568 14/08/1994]',0.082,85.826,-0.246
'[11:27:46.570 14/08/1994]',0.082,85.826,-0.246
'[11:27:46.572 14/08/1994]',0.075,85.826,-0.246
'[11:27:46.574 14/08/1994]',0.052,85.826,-0.246
'[11:27:46.576 14/08/1994]',0.045,84.735,-0.249
'[11:27:46.578 14/08/1994]',0.030,84.735,-0.249
'[11:27:46.580 14/08/1994]',0.008,84.735,-0.249
'[11:27:46.582 14/08/1994]',-0.007,84.735,-0.249
'[11:27:46.584 14/08/1994]',-0.014,83.411,-0.254
'[11:27:46.586 14/08/1994]',0.001,83.411,-0.254
'[11:27:46.588 14/08/1994]',0.015,83.411,-0.254
'[11:27:46.590 14/08/1994]',0.015,83.411,-0.254
'[11:27:46.592 14/08/1994]',0.023,81.854,-0.261
'[11:27:46.594 14/08/1994]',0.015,81.854,-0.261
'[11:27:46.596 14/08/1994]',0.015,81.854,-0.261
'[11:27:46.598 14/08/1994]',0.008,81.854,-0.261
'[11:27:46.600 14/08/1994]',-0.007,80.218,-0.269
'[11:27:46.602 14/08/1994]',-0.022,80.218,-0.269
'[11:27:46.604 14/08/1994]',-0.022,80.218,-0.269
'[11:27:46.606 14/08/1994]',-0.036,80.218,-0.269
'[11:27:46.608 14/08/1994]',-0.051,78.271,-0.277
'[11:27:46.610 14/08/1994]',-0.081,78.271,-0.277
'[11:27:46.612 14/08/1994]',-0.103,78.271,-0.277
'[11:27:46.614 14/08/1994]',-0.110,78.271,-0.277
'[11:27:46.616 14/08/1994]',-0.103,76.168,-0.285
'[11:27:46.618 14/08/1994]',-0.096,76.168,-0.285
'[11:27:46.620 14/08/1994]',-0.081,76.168,-0.285
'[11:27:46.622 14/08/1994]',-0.066,76.168,-0.285
'[11:27:46.624 14/08/1994]',-0.036,73.988,-0.293
'[11:27:46.626 14/08/1994]',-0.029,73.988,-0.293
'[11:27:46.628 14/08/1994]',-0.022,73.988,-0.293
'[11:27:46.630 14/08/1994]',-0.029,73.988,-0.293
'[11:27:46.632 14/08/1994]',-0.029,71.807,-0.302
'[11:27:46.634 14/08/1994]',-0.022,71.807,-0.302
'[11:27:46.636 14/08/1994]',-0.014,71.807,-0.302
'[11:27:46.638 14/08/1994]',-0.014,71.807,-0.302
'[11:27:46.640 14/08/1994]',-0.007,69.704,-0.310
'[11:27:46.642 14/08/1994]',-0.007,69.704,-0.310
'[11:27:46.644 14/08/1994]',-0.007,69.704,-0.310
'[11:27:46.646 14/08/1994]',-0.014,69.704,-0.310
'[11:27:46.648 14/08/1994]',-0.022,67.679,-0.318
'[11:27:46.650 14/08/1994]',-0.029,67.679,-0.318
'[11:27:46.652 14/08/1994]',-0.044,67.679,-0.318
'[11:27:46.654 14/08/1994]',-0.051,67.679,-0.318
'[11:27:46.656 14/08/1994]',-0.051,65.732,-0.326
'[11:27:46.658 14/08/1994]',-0.066,65.732,-0.326
'[11:27:46.660 14/08/1994]',-0.074,65.732,-0.326
'[11:27:46.662 14/08/1994]',-0.074,65.732,-0.326
'[11:27:46.664 14/08/1994]',-0.066,64.330,-0.332
'[11:27:46.666 14/08/1994]',-0.066,64.330,-0.332
'[11:27:46.668 14/08/1994]',-0.051,64.330,-0.332
'[11:27:46.670 14/08/1994]',-0.051,64.330,-0.332
'[11:27:46.672 14/08/1994]',-0.051,63.318,-0.338
'[11:27:46.674 14/08/1994]',-0.051,63.318,-0.338
'[11:27:46.676 14/08/1994]',-0.044,63.318,-0.338
'[11:27:46.678 14/08/1994]',-0.029,63.318,-0.338
'[11:27:46.680 14/08/1994]',-0.022,62.928,-0.342
'[11:27:46.682 14/08/1994]',-0.022,62.928,-0.342
'[11:27:46.684 14/08/1994]',-0.029,62.928,-0.342
'[11:27:46.686 14/08/1994]',-0.044,62.928,-0.342
'[11:27:46.688 14/08/1994]',-0.051,63.084,-0.344
'[11:27:46.690 14/08/1994]',-0.051,63.084,-0.344
'[11:27:46.692 14/08/1994]',-0.051,63.084,-0.344
'[11:27:46.694 14/08/1994]',-0.044,63.084,-0.344
'[11:27:46.696 14/08/1994]',-0.036,63.474,-0.346
'[11:27:46.698 14/08/1994]',-0.036,63.474,-0.346
'[11:27:46.700 14/08/1994]',-0.029,63.474,-0.346
'[11:27:46.702 14/08/1994]',-0.036,63.474,-0.346
'[11:27:46.704 14/08/1994]',-0.029,63.785,-0.347
'[11:27:46.706 14/08/1994]',-0.036,63.785,-0.347
'[11:27:46.708 14/08/1994]',-0.029,63.785,-0.347
'[11:27:46.710 14/08/1994]',-0.022,63.785,-0.347
'[11:27:46.712 14/08/1994]',-0.022,64.019,-0.348
'[11:27:46.714 14/08/1994]',-0.029,64.019,-0.348
'[11:27:46.716 14/08/1994]',-0.036,64.019,-0.348
'[11:27:46.718 14/08/1994]',-0.036,64.019,-0.348
'[11:27:46.720 14/08/1994]',-0.044,64.174,-0.348
'[11:27:46.722 14/08/1994]',-0.051,64.174,-0.348
'[11:27:46.724 14/08/1994]',-0.066,64.174,-0.348
'[11:27:46.726 14/08/1994]',-0.074,64.174,-0.348
'[11:27:46.728 14/08/1994]',-0.066,64.174,-0.347
'[11:27:46.730 14/08/1994]',-0.066,64.174,-0.347
'[11:27:46.732 14/08/1994]',-0.051,64.174,-0.347
'[11:27:46.734 14/08/1994]',-0.051,64.174,-0.347
'[11:27:46.736 14/08/1994]',-0.036,64.097,-0.346
'[11:27:46.738 14/08/1994]',-0.029,64.097,-0.346
'[11:27:46.740 14/08/1994]',-0.007,64.097,-0.346
'[11:27:46.742 14/08/1994]',-0.007,64.097,-0.346
'[11:27:46.744 14/08/1994]',-0.007,64.019,-0.345
'[11:27:46.746 14/08/1994]',-0.007,64.019,-0.345
'[11:27:46.748 14/08/1994]',-0.036,64.019,-0.345
'[11:27:46.750 14/08/1994]',-0.074,64.019,-0.345
'[11:27:46.752 14/08/1994]',-0.103,64.019,-0.343
'[11:27:46.754 14/08/1994]',-0.147,64.019,-0.343
'[11:27:46.756 14/08/1994]',-0.199,64.019,-0.343
'[11:27:46.758 14/08/1994]',-0.236,64.019,-0.343
'[11:27:46.760 14/08/1994]',-0.303,63.863,-0.342
'[11:27:46.762 14/08/1994]',-0.369,63.863,-0.342
'[11:27:46.764 14/08/1994]',-0.451,63.863,-0.342
'[11:27:46.766 14/08/1994]',-0.532,63.863,-0.342
'[11:27:46.768 14/08/1994]',-0.614,63.785,-0.342
'[11:27:46.770 14/08/1994]',-,63.785,-0.342
'[11:27:46.772 14/08/1994]',-,63.785,-0.342
'[11:27:46.774 14/08/1994]',-,63.785,-0.342
'[11:27:46.776 14/08/1994]',-,63.629,-0.343
'[11:27:46.778 14/08/1994]',-,63.629,-0.343
'[11:27:46.780 14/08/1994]',-,63.629,-0.343
'[11:27:46.782 14/08/1994]',-,63.629,-0.343
'[11:27:46.784 14/08/1994]',-,63.474,-0.345
'[11:27:46.786 14/08/1994]',-,63.474,-0.345
'[11:27:46.788 14/08/1994]',-,63.474,-0.345
