'Time and date','V','II','ABP','RESP'
'[10:40:45.792 04/04/1996]',0.047,-0.133,72.329,1.024
'[10:40:45.794 04/04/1996]',0.047,-0.160,72.329,1.024
'[10:40:45.796 04/04/1996]',0.047,-0.160,72.329,1.024
'[10:40:45.798 04/04/1996]',0.058,-0.160,72.329,1.024
'[10:40:45.800 04/04/1996]',0.047,-0.160,70.615,1.024
'[10:40:45.802 04/04/1996]',0.058,-0.160,70.615,1.024
'[10:40:45.804 04/04/1996]',0.058,-0.187,70.615,1.024
'[10:40:45.806 04/04/1996]',0.058,-0.160,70.615,1.024
'[10:40:45.808 04/04/1996]',0.058,-0.187,69.153,1.024
'[10:40:45.810 04/04/1996]',0.047,-0.187,69.153,1.024
'[10:40:45.812 04/04/1996]',0.058,-0.187,69.153,1.024
'[10:40:45.814 04/04/1996]',0.058,-0.187,69.153,1.024
'[10:40:45.816 04/04/1996]',0.058,-0.187,68.044,1.024
'[10:40:45.818 04/04/1996]',0.070,-0.215,68.044,1.024
'[10:40:45.820 04/04/1996]',0.081,-0.242,68.044,1.024
'[10:40:45.822 04/04/1996]',0.081,-0.242,68.044,1.024
'[10:40:45.824 04/04/1996]',0.093,-0.242,67.288,1.024
'[10:40:45.826 04/04/1996]',0.081,-0.215,67.288,1.024
'[10:40:45.828 04/04/1996]',0.070,-0.133,67.288,1.024
'[10:40:45.830 04/04/1996]',0.024,-0.052,67.288,1.024
'[10:40:45.832 04/04/1996]',0.001,0.055,66.885,1.024
'[10:40:45.834 04/04/1996]',-0.068,0.218,66.885,1.024
'[10:40:45.836 04/04/1996]',-0.138,0.434,66.885,1.024
'[10:40:45.838 04/04/1996]',-0.230,0.651,66.885,1.024
'[10:40:45.840 04/04/1996]',-0.322,0.840,66.734,1.024
'[10:40:45.842 04/04/1996]',-0.403,1.002,66.734,1.024
'[10:40:45.844 04/04/1996]',-0.484,1.138,66.734,1.024
'[10:40:45.846 04/04/1996]',-0.529,1.245,66.734,1.024
'[10:40:45.848 04/04/1996]',-0.553,1.273,66.986,1.024
'[10:40:45.850 04/04/1996]',-0.553,1.245,66.986,1.024
'[10:40:45.852 04/04/1996]',-0.541,1.164,66.986,1.024
'[10:40:45.854 04/04/1996]',-0.461,0.975,66.986,1.024
'[10:40:45.856 04/04/1996]',-0.345,0.651,67.389,1.024
'[10:40:45.858 04/04/1996]',-0.230,0.300,67.389,1.024
'[10:40:45.860 04/04/1996]',-0.126,0.002,67.389,1.024
'[10:40:45.862 04/04/1996]',-0.057,-0.187,67.389,1.024
'[10:40:45.864 04/04/1996]',0.001,-0.296,67.994,1.024
'[10:40:45.866 04/04/1996]',0.001,-0.323,67.994,1.024
'[10:40:45.868 04/04/1996]',0.024,-0.350,67.994,1.024
'[10:40:45.870 04/04/1996]',0.035,-0.323,67.994,1.024
'[10:40:45.872 04/04/1996]',0.047,-0.323,68.599,1.024
'[10:40:45.874 04/04/1996]',0.058,-0.296,68.599,1.024
'[10:40:45.876 04/04/1996]',0.058,-0.269,68.599,1.024
'[10:40:45.878 04/04/1996]',0.058,-0.242,68.599,1.024
'[10:40:45.880 04/04/1996]',0.070,-0.242,69.254,1.024
'[10:40:45.882 04/04/1996]',0.070,-0.215,69.254,1.024
'[10:40:45.884 04/04/1996]',0.070,-0.215,69.254,1.024
'[10:40:45.886 04/04/1996]',0.081,-0.187,69.254,1.024
'[10:40:45.888 04/04/1996]',0.081,-0.187,69.808,1.024
'[10:40:45.890 04/04/1996]',0.081,-0.187,69.808,1.024
'[10:40:45.892 04/04/1996]',0.081,-0.187,69.808,1.024
'[10:40:45.894 04/04/1996]',0.081,-0.187,69.808,1.024
'[10:40:45.896 04/04/1996]',0.081,-0.187,70.363,1.024
'[10:40:45.898 04/04/1996]',0.081,-0.187,70.363,1.024
'[10:40:45.900 04/04/1996]',0.081,-0.187,70.363,1.024
'[10:40:45.902 04/04/1996]',0.081,-0.160,70.363,1.024
'[10:40:45.904 04/04/1996]',0.081,-0.160,70.817,1.024
'[10:40:45.906 04/04/1996]',0.081,-0.160,70.817,1.024
'[10:40:45.908 04/04/1996]',0.081,-0.160,70.817,1.024
'[10:40:45.910 04/04/1996]',0.081,-0.160,70.817,1.024
'[10:40:45.912 04/04/1996]',0.081,-0.160,71.119,1.024
'[10:40:45.914 04/04/1996]',0.070,-0.133,71.119,1.024
'[10:40:45.916 04/04/1996]',0.070,-0.133,71.119,1.024
'[10:40:45.918 04/04/1996]',0.070,-0.133,71.119,1.024
'[10:40:45.920 04/04/1996]',0.070,-0.133,71.321,1.024
'[10:40:45.922 04/04/1996]',0.070,-0.106,71.321,1.024
'[10:40:45.924 04/04/1996]',0.070,-0.106,71.321,1.024
'[10:40:45.926 04/04/1996]',0.070,-0.106,71.321,1.024
'[10:40:45.928 04/04/1996]',0.058,-0.106,71.371,1.024
'[10:40:45.930 04/04/1996]',0.058,-0.079,71.371,1.024
'[10:40:45.932 04/04/1996]',0.070,-0.079,71.371,1.024
'[10:40:45.934 04/04/1996]',0.058,-0.079,71.371,1.024
'[10:40:45.936 04/04/1996]',0.058,-0.079,71.220,1.024
'[10:40:45.938 04/04/1996]',0.058,-0.052,71.220,1.024
'[10:40:45.940 04/04/1996]',0.058,-0.052,71.220,1.024
'[10:40:45.942 04/04/1996]',0.058,-0.052,71.220,1.024
'[10:40:45.944 04/04/1996]',0.047,-0.025,71.018,1.024
'[10:40:45.946 04/04/1996]',0.047,-0.025,71.018,1.024
'[10:40:45.948 04/04/1996]',0.047,-0.025,71.018,1.024
'[10:40:45.950 04/04/1996]',0.035,0.002,71.018,1.024
'[10:40:45.952 04/04/1996]',0.035,0.002,70.665,1.024
'[10:40:45.954 04/04/1996]',0.035,0.002,70.665,1.024
'[10:40:45.956 04/04/1996]',0.035,0.002,70.665,1.024
'[10:40:45.958 04/04/1996]',0.035,0.002,70.665,1.024
'[10:40:45.960 04/04/1996]',0.024,0.002,70.262,1.024
'[10:40:45.962 04/04/1996]',0.035,0.028,70.262,1.024
'[10:40:45.964 04/04/1996]',0.024,0.028,70.262,1.024
'[10:40:45.966 04/04/1996]',0.024,0.055,70.262,1.024
'[10:40:45.968 04/04/1996]',0.024,0.055,69.808,1.024
'[10:40:45.970 04/04/1996]',0.024,0.055,69.808,1.024
'[10:40:45.972 04/04/1996]',0.024,0.055,69.808,1.024
'[10:40:45.974 04/04/1996]',0.024,0.083,69.808,1.024
'[10:40:45.976 04/04/1996]',0.024,0.083,69.355,1.024
'[10:40:45.978 04/04/1996]',0.024,0.083,69.355,1.024
'[10:40:45.980 04/04/1996]',0.024,0.083,69.355,1.024
'[10:40:45.982 04/04/1996]',0.024,0.110,69.355,1.024
'[10:40:45.984 04/04/1996]',0.024,0.110,68.901,1.024
'[10:40:45.986 04/04/1996]',0.012,0.110,68.901,1.024
'[10:40:45.988 04/04/1996]',0.012,0.110,68.901,1.024
'[10:40:45.990 04/04/1996]',0.024,0.110,68.901,1.024
'[10:40:45.992 04/04/1996]',0.024,0.110,68.548,1.024
'[10:40:45.994 04/04/1996]',0.024,0.110,68.548,1.024
'[10:40:45.996 04/04/1996]',0.024,0.110,68.548,1.024
'[10:40:45.998 04/04/1996]',0.024,0.110,68.548,1.024
'[10:40:46.000 04/04/1996]',0.024,0.083,68.649,1.024
'[10:40:46.002 04/04/1996]',0.024,0.083,68.649,1.024
'[10:40:46.004 04/04/1996]',0.024,0.083,68.649,1.024
'[10:40:46.006 04/04/1996]',0.024,0.083,68.649,1.024
'[10:40:46.008 04/04/1996]',0.024,0.055,69.607,1.024
'[10:40:46.010 04/04/1996]',0.024,0.055,69.607,1.024
'[10:40:46.012 04/04/1996]',0.024,0.055,69.607,1.024
'[10:40:46.014 04/04/1996]',0.035,0.028,69.607,1.024
'[10:40:46.016 04/04/1996]',0.024,0.028,71.724,1.024
'[10:40:46.018 04/04/1996]',0.024,0.028,71.724,1.024
'[10:40:46.020 04/04/1996]',0.035,0.002,71.724,1.024
'[10:40:46.022 04/04/1996]',0.035,0.002,71.724,1.024
'[10:40:46.024 04/04/1996]',0.035,0.002,75.151,1.024
'[10:40:46.026 04/04/1996]',0.035,0.002,75.151,1.024
'[10:40:46.028 04/04/1996]',0.035,0.002,75.151,1.024
'[10:40:46.030 04/04/1996]',0.035,0.002,75.151,1.024
'[10:40:46.032 04/04/1996]',0.035,0.002,79.587,1.024
'[10:40:46.034 04/04/1996]',0.035,-0.025,79.587,1.024
'[10:40:46.036 04/04/1996]',0.035,-0.025,79.587,1.024
'[10:40:46.038 04/04/1996]',0.035,-0.025,79.587,1.024
'[10:40:46.040 04/04/1996]',0.035,-0.025,84.778,1.024
'[10:40:46.042 04/04/1996]',0.035,-0.025,84.778,1.024
'[10:40:46.044 04/04/1996]',0.047,-0.052,84.778,1.024
'[10:40:46.046 04/04/1996]',0.035,-0.052,84.778,1.024
'[10:40:46.048 04/04/1996]',0.035,-0.052,90.272,1.024
'[10:40:46.050 04/04/1996]',0.035,-0.079,90.272,1.024
'[10:40:46.052 04/04/1996]',0.035,-0.079,90.272,1.024
'[10:40:46.054 04/04/1996]',0.035,-0.079,90.272,1.024
'[10:40:46.056 04/04/1996]',0.035,-0.079,95.615,1.024
'[10:40:46.058 04/04/1996]',0.035,-0.079,95.615,1.024
'[10:40:46.060 04/04/1996]',0.035,-0.079,95.615,1.024
'[10:40:46.062 04/04/1996]',0.035,-0.106,95.615,1.024
'[10:40:46.064 04/04/1996]',0.035,-0.106,100.504,1.024
'[10:40:46.066 04/04/1996]',0.035,-0.106,100.504,1.024
'[10:40:46.068 04/04/1996]',0.035,-0.106,100.504,1.024
'[10:40:46.070 04/04/1996]',0.035,-0.106,100.504,1.024
'[10:40:46.072 04/04/1996]',0.035,-0.106,104.486,1.024
'[10:40:46.074 04/04/1996]',0.047,-0.106,104.486,1.024
'[10:40:46.076 04/04/1996]',0.035,-0.133,104.486,1.024
'[10:40:46.078 04/04/1996]',0.035,-0.133,104.486,1.024
'[10:40:46.080 04/04/1996]',0.035,-0.133,107.308,1.024
'[10:40:46.082 04/04/1996]',0.035,-0.133,107.308,1.024
'[10:40:46.084 04/04/1996]',0.035,-0.133,107.308,1.024
'[10:40:46.086 04/04/1996]',0.047,-0.133,107.308,1.024
'[10:40:46.088 04/04/1996]',0.035,-0.133,108.871,1.024
'[10:40:46.090 04/04/1996]',0.035,-0.133,108.871,1.024
'[10:40:46.092 04/04/1996]',0.047,-0.133,108.871,1.024
'[10:40:46.094 04/04/1996]',0.035,-0.133,108.871,1.024
'[10:40:46.096 04/04/1996]',0.035,-0.133,109.123,1.024
'[10:40:46.098 04/04/1996]',0.035,-0.133,109.123,1.024
'[10:40:46.100 04/04/1996]',0.035,-0.133,109.123,1.024
'[10:40:46.102 04/04/1996]',0.035,-0.133,109.123,1.024
'[10:40:46.104 04/04/1996]',0.035,-0.133,108.216,1.024
'[10:40:46.106 04/04/1996]',0.035,-0.133,108.216,1.024
'[10:40:46.108 04/04/1996]',0.035,-0.133,108.216,1.024
'[10:40:46.110 04/04/1996]',0.035,-0.106,108.216,1.024
'[10:40:46.112 04/04/1996]',0.035,-0.133,106.452,1.024
'[10:40:46.114 04/04/1996]',0.035,-0.106,106.452,1.024
'[10:40:46.116 04/04/1996]',0.035,-0.106,106.452,1.024
'[10:40:46.118 04/04/1996]',0.035,-0.106,106.452,1.024
'[10:40:46.120 04/04/1996]',0.035,-0.106,104.032,1.024
'[10:40:46.122 04/04/1996]',0.035,-0.106,104.032,1.024
'[10:40:46.124 04/04/1996]',0.035,-0.106,104.032,1.024
'[10:40:46.126 04/04/1996]',0.035,-0.106,104.032,1.024
'[10:40:46.128 04/04/1996]',0.035,-0.106,101.310,1.024
'[10:40:46.130 04/04/1996]',0.035,-0.106,101.310,1.024
'[10:40:46.132 04/04/1996]',0.024,-0.106,101.310,1.024
'[10:40:46.134 04/04/1996]',0.035,-0.106,101.310,1.024
'[10:40:46.136 04/04/1996]',0.024,-0.106,98.337,1.024
'[10:40:46.138 04/04/1996]',0.035,-0.106,98.337,1.024
'[10:40:46.140 04/04/1996]',0.024,-0.106,98.337,1.024
'[10:40:46.142 04/04/1996]',0.024,-0.106,98.337,1.024
'[10:40:46.144 04/04/1996]',0.035,-0.106,95.413,1.024
'[10:40:46.146 04/04/1996]',0.035,-0.079,95.413,1.024
'[10:40:46.148 04/04/1996]',0.035,-0.079,95.413,1.024
'[10:40:46.150 04/04/1996]',0.035,-0.079,95.413,1.024
'[10:40:46.152 04/04/1996]',0.024,-0.052,92.440,1.024
'[10:40:46.154 04/04/1996]',0.024,-0.052,92.440,1.024
'[10:40:46.156 04/04/1996]',0.024,-0.052,92.440,1.024
'[10:40:46.158 04/04/1996]',0.024,-0.052,92.440,1.024
'[10:40:46.160 04/04/1996]',0.024,-0.052,89.516,1.024
'[10:40:46.162 04/04/1996]',0.024,-0.052,89.516,1.024
'[10:40:46.164 04/04/1996]',0.024,-0.052,89.516,1.024
'[10:40:46.166 04/04/1996]',0.024,-0.052,89.516,1.024
'[10:40:46.168 04/04/1996]',0.024,-0.052,86.542,1.024
'[10:40:46.170 04/04/1996]',0.024,-0.052,86.542,1.024
'[10:40:46.172 04/04/1996]',0.024,-0.052,86.542,1.024
'[10:40:46.174 04/04/1996]',0.024,-0.052,86.542,1.024
'[10:40:46.176 04/04/1996]',0.024,-0.052,83.669,1.024
'[10:40:46.178 04/04/1996]',0.024,-0.052,83.669,1.024
'[10:40:46.180 04/04/1996]',0.024,-0.052,83.669,1.024
'[10:40:46.182 04/04/1996]',0.012,-0.052,83.669,1.024
'[10:40:46.184 04/04/1996]',0.024,-0.052,80.796,1.024
'[10:40:46.186 04/04/1996]',0.012,-0.079,80.796,1.024
'[10:40:46.188 04/04/1996]',0.012,-0.079,80.796,1.024
'[10:40:46.190 04/04/1996]',0.012,-0.079,80.796,1.024
'[10:40:46.192 04/04/1996]',0.024,-0.079,78.175,1.024
'[10:40:46.194 04/04/1996]',0.012,-0.079,78.175,1.024
'[10:40:46.196 04/04/1996]',0.024,-0.106,78.175,1.024
'[10:40:46.198 04/04/1996]',0.024,-0.106,78.175,1.024
'[10:40:46.200 04/04/1996]',0.024,-0.106,75.655,1.024
'[10:40:46.202 04/04/1996]',0.024,-0.133,75.655,1.024
'[10:40:46.204 04/04/1996]',0.024,-0.133,75.655,1.024
'[10:40:46.206 04/04/1996]',0.047,-0.160,75.655,1.024
'[10:40:46.208 04/04/1996]',0.047,-0.160,73.488,1.024
'[10:40:46.210 04/04/1996]',0.058,-0.160,73.488,1.024
'[10:40:46.212 04/04/1996]',0.058,-0.160,73.488,1.024
'[10:40:46.214 04/04/1996]',0.058,-0.160,73.488,1.024
'[10:40:46.216 04/04/1996]',0.058,-0.187,71.673,1.024
'[10:40:46.218 04/04/1996]',0.058,-0.187,71.673,1.024
'[10:40:46.220 04/04/1996]',0.058,-0.187,71.673,1.024
'[10:40:46.222 04/04/1996]',0.058,-0.187,71.673,1.024
'[10:40:46.224 04/04/1996]',0.058,-0.187,70.111,1.024
'[10:40:46.226 04/04/1996]',0.058,-0.187,70.111,1.024
'[10:40:46.228 04/04/1996]',0.058,-0.187,70.111,1.024
'[10:40:46.230 04/04/1996]',0.058,-0.187,70.111,1.024
'[10:40:46.232 04/04/1996]',0.058,-0.187,68.952,1.024
'[10:40:46.234 04/04/1996]',0.070,-0.215,68.952,1.024
'[10:40:46.236 04/04/1996]',0.070,-0.215,68.952,1.024
'[10:40:46.238 04/04/1996]',0.081,-0.242,68.952,1.024
'[10:40:46.240 04/04/1996]',0.081,-0.242,68.044,1.024
'[10:40:46.242 04/04/1996]',0.093,-0.269,68.044,1.024
'[10:40:46.244 04/04/1996]',0.105,-0.269,68.044,1.024
'[10:40:46.246 04/04/1996]',0.093,-0.242,68.044,1.024
'[10:40:46.248 04/04/1996]',0.081,-0.187,67.540,1.024
'[10:40:46.250 04/04/1996]',0.047,-0.106,67.540,1.024
'[10:40:46.252 04/04/1996]',0.012,0.002,67.540,1.024
'[10:40:46.254 04/04/1996]',-0.034,0.137,67.540,1.024
'[10:40:46.256 04/04/1996]',-0.115,0.354,67.339,1.024
'[10:40:46.258 04/04/1996]',-0.195,0.570,67.339,1.024
'[10:40:46.260 04/04/1996]',-0.288,0.760,67.339,1.024
'[10:40:46.262 04/04/1996]',-0.380,0.948,67.339,1.024
'[10:40:46.264 04/04/1996]',-0.449,1.111,67.540,1.024
'[10:40:46.266 04/04/1996]',-0.506,1.164,67.540,1.024
'[10:40:46.268 04/04/1996]',-0.541,1.218,67.540,1.024
'[10:40:46.270 04/04/1996]',-0.553,1.218,67.540,1.024
'[10:40:46.272 04/04/1996]',-0.529,1.138,67.944,1.024
'[10:40:46.274 04/04/1996]',-0.472,0.975,67.944,1.024
'[10:40:46.276 04/04/1996]',-0.380,0.678,67.944,1.024
'[10:40:46.278 04/04/1996]',-0.264,0.327,67.944,1.024
'[10:40:46.280 04/04/1996]',-0.149,0.002,68.548,1.024
'[10:40:46.282 04/04/1996]',-0.057,-0.215,68.548,1.024
'[10:40:46.284 04/04/1996]',-0.011,-0.323,68.548,1.024
'[10:40:46.286 04/04/1996]',0.012,-0.350,68.548,1.024
'[10:40:46.288 04/04/1996]',0.024,-0.377,69.153,1.024
'[10:40:46.290 04/04/1996]',0.035,-0.350,69.153,1.024
'[10:40:46.292 04/04/1996]',0.058,-0.350,69.153,1.024
'[10:40:46.294 04/04/1996]',0.058,-0.323,69.153,1.024
'[10:40:46.296 04/04/1996]',0.058,-0.296,69.808,1.024
'[10:40:46.298 04/04/1996]',0.070,-0.269,69.808,1.024
'[10:40:46.300 04/04/1996]',0.070,-0.242,69.808,1.024
'[10:40:46.302 04/04/1996]',0.070,-0.242,69.808,1.024
'[10:40:46.304 04/04/1996]',0.081,-0.215,70.363,1.024
'[10:40:46.306 04/04/1996]',0.081,-0.215,70.363,1.024
'[10:40:46.308 04/04/1996]',0.081,-0.215,70.363,1.024
'[10:40:46.310 04/04/1996]',0.081,-0.215,70.363,1.024
'[10:40:46.312 04/04/1996]',0.081,-0.215,70.867,1.024
'[10:40:46.314 04/04/1996]',0.081,-0.215,70.867,1.024
'[10:40:46.316 04/04/1996]',0.081,-0.215,70.867,1.024
'[10:40:46.318 04/04/1996]',0.081,-0.215,70.867,1.024
'[10:40:46.320 04/04/1996]',0.081,-0.187,71.371,1.024
'[10:40:46.322 04/04/1996]',0.081,-0.187,71.371,1.024
'[10:40:46.324 04/04/1996]',0.081,-0.187,71.371,1.024
'[10:40:46.326 04/04/1996]',0.081,-0.187,71.371,1.024
'[10:40:46.328 04/04/1996]',0.081,-0.187,71.774,1.024
'[10:40:46.330 04/04/1996]',0.081,-0.160,71.774,1.024
'[10:40:46.332 04/04/1996]',0.081,-0.160,71.774,1.024
'[10:40:46.334 04/04/1996]',0.070,-0.160,71.774,1.024
'[10:40:46.336 04/04/1996]',0.081,-0.133,72.026,1.024
'[10:40:46.338 04/04/1996]',0.070,-0.133,72.026,1.024
'[10:40:46.340 04/04/1996]',0.081,-0.133,72.026,1.024
'[10:40:46.342 04/04/1996]',0.070,-0.133,72.026,1.024
'[10:40:46.344 04/04/1996]',0.070,-0.133,72.077,1.024
'[10:40:46.346 04/04/1996]',0.070,-0.106,72.077,1.024
'[10:40:46.348 04/04/1996]',0.070,-0.106,72.077,1.024
'[10:40:46.350 04/04/1996]',0.058,-0.106,72.077,1.024
'[10:40:46.352 04/04/1996]',0.058,-0.079,72.077,1.024
'[10:40:46.354 04/04/1996]',0.058,-0.079,72.077,1.024
'[10:40:46.356 04/04/1996]',0.058,-0.079,72.077,1.024
'[10:40:46.358 04/04/1996]',0.058,-0.052,72.077,1.024
'[10:40:46.360 04/04/1996]',0.058,-0.052,71.875,1.024
'[10:40:46.362 04/04/1996]',0.058,-0.052,71.875,1.024
'[10:40:46.364 04/04/1996]',0.047,-0.052,71.875,1.024
'[10:40:46.366 04/04/1996]',0.058,-0.025,71.875,1.024
'[10:40:46.368 04/04/1996]',0.058,-0.025,71.573,1.024
'[10:40:46.370 04/04/1996]',0.047,-0.025,71.573,1.024
'[10:40:46.372 04/04/1996]',0.047,0.002,71.573,1.024
'[10:40:46.374 04/04/1996]',0.047,0.002,71.573,1.024
'[10:40:46.376 04/04/1996]',0.047,0.002,71.169,1.024
'[10:40:46.378 04/04/1996]',0.035,0.002,71.169,1.024
'[10:40:46.380 04/04/1996]',0.035,0.002,71.169,1.024
'[10:40:46.382 04/04/1996]',0.035,0.002,71.169,1.024
'[10:40:46.384 04/04/1996]',0.035,0.028,70.716,1.024
'[10:40:46.386 04/04/1996]',0.035,0.028,70.716,1.024
'[10:40:46.388 04/04/1996]',0.035,0.028,70.716,1.024
'[10:40:46.390 04/04/1996]',0.024,0.055,70.716,1.024
'[10:40:46.392 04/04/1996]',0.035,0.055,70.262,1.024
'[10:40:46.394 04/04/1996]',0.024,0.055,70.262,1.024
'[10:40:46.396 04/04/1996]',0.024,0.055,70.262,1.024
'[10:40:46.398 04/04/1996]',0.024,0.083,70.262,1.024
'[10:40:46.400 04/04/1996]',0.024,0.083,69.708,1.024
'[10:40:46.402 04/04/1996]',0.024,0.083,69.708,1.024
'[10:40:46.404 04/04/1996]',0.024,0.083,69.708,1.024
'[10:40:46.406 04/04/1996]',0.024,0.110,69.708,1.024
'[10:40:46.408 04/04/1996]',0.024,0.110,69.254,1.024
'[10:40:46.410 04/04/1996]',0.024,0.083,69.254,1.024
'[10:40:46.412 04/04/1996]',0.024,0.083,69.254,1.024
'[10:40:46.414 04/04/1996]',0.024,0.110,69.254,1.024
'[10:40:46.416 04/04/1996]',0.024,0.083,68.952,1.024
'[10:40:46.418 04/04/1996]',0.024,0.083,68.952,1.024
'[10:40:46.420 04/04/1996]',0.024,0.083,68.952,1.024
'[10:40:46.422 04/04/1996]',0.024,0.083,68.952,1.024
'[10:40:46.424 04/04/1996]',0.024,0.083,69.304,1.024
'[10:40:46.426 04/04/1996]',0.024,0.055,69.304,1.024
'[10:40:46.428 04/04/1996]',0.024,0.055,69.304,1.024
'[10:40:46.430 04/04/1996]',0.024,0.028,69.304,1.024
'[10:40:46.432 04/04/1996]',0.035,0.028,70.514,1.024
'[10:40:46.434 04/04/1996]',0.035,0.028,70.514,1.024
'[10:40:46.436 04/04/1996]',0.047,0.002,70.514,1.024
'[10:40:46.438 04/04/1996]',0.047,0.002,70.514,1.024
'[10:40:46.440 04/04/1996]',0.047,0.002,73.034,1.024
'[10:40:46.442 04/04/1996]',0.058,0.002,73.034,1.024
'[10:40:46.444 04/04/1996]',0.058,0.002,73.034,1.024
'[10:40:46.446 04/04/1996]',0.047,0.002,73.034,1.024
'[10:40:46.448 04/04/1996]',0.047,0.002,76.714,1.024
'[10:40:46.450 04/04/1996]',0.047,-0.025,76.714,1.024
'[10:40:46.452 04/04/1996]',0.047,-0.025,76.714,1.024
'[10:40:46.454 04/04/1996]',0.047,-0.025,76.714,1.024
'[10:40:46.456 04/04/1996]',0.047,-0.025,81.401,1.024
'[10:40:46.458 04/04/1996]',0.047,-0.025,81.401,1.024
'[10:40:46.460 04/04/1996]',0.047,-0.052,81.401,1.024
'[10:40:46.462 04/04/1996]',0.047,-0.052,81.401,1.024
'[10:40:46.464 04/04/1996]',0.047,-0.052,86.643,1.024
'[10:40:46.466 04/04/1996]',0.047,-0.052,86.643,1.024
'[10:40:46.468 04/04/1996]',0.047,-0.052,86.643,1.024
'[10:40:46.470 04/04/1996]',0.047,-0.079,86.643,1.024
'[10:40:46.472 04/04/1996]',0.047,-0.079,92.137,1.024
'[10:40:46.474 04/04/1996]',0.047,-0.079,92.137,1.024
'[10:40:46.476 04/04/1996]',0.035,-0.079,92.137,1.024
'[10:40:46.478 04/04/1996]',0.047,-0.079,92.137,1.024
'[10:40:46.480 04/04/1996]',0.035,-0.079,97.329,1.024
'[10:40:46.482 04/04/1996]',0.035,-0.106,97.329,1.024
'[10:40:46.484 04/04/1996]',0.035,-0.106,97.329,1.024
'[10:40:46.486 04/04/1996]',0.035,-0.106,97.329,1.024
'[10:40:46.488 04/04/1996]',0.035,-0.106,101.966,1.024
'[10:40:46.490 04/04/1996]',0.035,-0.106,101.966,1.024
'[10:40:46.492 04/04/1996]',0.047,-0.106,101.966,1.024
'[10:40:46.494 04/04/1996]',0.035,-0.106,101.966,1.024
'[10:40:46.496 04/04/1996]',0.047,-0.106,105.595,1.024
'[10:40:46.498 04/04/1996]',0.035,-0.106,105.595,1.024
'[10:40:46.500 04/04/1996]',0.035,-0.106,105.595,1.024
'[10:40:46.502 04/04/1996]',0.035,-0.133,105.595,1.024
'[10:40:46.504 04/04/1996]',0.047,-0.133,108.065,1.024
'[10:40:46.506 04/04/1996]',0.047,-0.133,108.065,1.024
'[10:40:46.508 04/04/1996]',0.035,-0.133,108.065,1.024
'[10:40:46.510 04/04/1996]',0.047,-0.133,108.065,1.024
'[10:40:46.512 04/04/1996]',0.047,-0.133,109.123,1.024
'[10:40:46.514 04/04/1996]',0.035,-0.133,109.123,1.024
'[10:40:46.516 04/04/1996]',0.035,-0.133,109.123,1.024
'[10:40:46.518 04/04/1996]',0.035,-0.133,109.123,1.024
'[10:40:46.520 04/04/1996]',0.035,-0.133,108.921,1.024
'[10:40:46.522 04/04/1996]',0.035,-0.106,108.921,1.024
'[10:40:46.524 04/04/1996]',0.035,-0.106,108.921,1.024
'[10:40:46.526 04/04/1996]',0.035,-0.106,108.921,1.024
'[10:40:46.528 04/04/1996]',0.035,-0.106,107.661,1.024
'[10:40:46.530 04/04/1996]',0.035,-0.106,107.661,1.024
'[10:40:46.532 04/04/1996]',0.035,-0.106,107.661,1.024
'[10:40:46.534 04/04/1996]',0.035,-0.106,107.661,1.024
'[10:40:46.536 04/04/1996]',0.035,-0.106,105.595,1.024
'[10:40:46.538 04/04/1996]',0.035,-0.106,105.595,1.024
'[10:40:46.540 04/04/1996]',0.035,-0.106,105.595,1.024
'[10:40:46.542 04/04/1996]',0.035,-0.106,105.595,1.024
'[10:40:46.544 04/04/1996]',0.035,-0.106,103.024,1.024
'[10:40:46.546 04/04/1996]',0.035,-0.106,103.024,1.024
'[10:40:46.548 04/04/1996]',0.035,-0.106,103.024,1.024
'[10:40:46.550 04/04/1996]',0.035,-0.106,103.024,1.024
'[10:40:46.552 04/04/1996]',0.035,-0.106,100.101,1.024
'[10:40:46.554 04/04/1996]',0.035,-0.106,100.101,1.024
'[10:40:46.556 04/04/1996]',0.035,-0.106,100.101,1.024
'[10:40:46.558 04/04/1996]',0.035,-0.106,100.101,1.024
'[10:40:46.560 04/04/1996]',0.035,-0.106,97.077,1.024
'[10:40:46.562 04/04/1996]',0.024,-0.106,97.077,1.024
'[10:40:46.564 04/04/1996]',0.024,-0.106,97.077,1.024
'[10:40:46.566 04/04/1996]',0.024,-0.079,97.077,1.024
'[10:40:46.568 04/04/1996]',0.035,-0.079,93.901,1.024
'[10:40:46.570 04/04/1996]',0.024,-0.079,93.901,1.024
'[10:40:46.572 04/04/1996]',0.024,-0.052,93.901,1.024
'[10:40:46.574 04/04/1996]',0.024,-0.052,93.901,1.024
'[10:40:46.576 04/04/1996]',0.035,-0.052,90.776,1.024
'[10:40:46.578 04/04/1996]',0.024,-0.052,90.776,1.024
'[10:40:46.580 04/04/1996]',0.024,-0.052,90.776,1.024
'[10:40:46.582 04/04/1996]',0.024,-0.052,90.776,1.024
'[10:40:46.584 04/04/1996]',0.024,-0.052,87.651,1.024
'[10:40:46.586 04/04/1996]',0.024,-0.052,87.651,1.024
'[10:40:46.588 04/04/1996]',0.024,-0.052,87.651,1.024
'[10:40:46.590 04/04/1996]',0.012,-0.025,87.651,1.024
'[10:40:46.592 04/04/1996]',0.024,-0.025,84.577,1.024
