'Time and date','II','MCL1','V','ABP','PAP'
'[09:38:50.698 20/12/1995]',-0.183,0.088,0.001,88.863,30.400
'[09:38:50.700 20/12/1995]',-0.183,0.088,0.001,88.863,30.400
'[09:38:50.702 20/12/1995]',-0.183,0.076,0.001,88.863,30.400
'[09:38:50.704 20/12/1995]',-0.183,0.076,0.001,88.009,30.350
'[09:38:50.706 20/12/1995]',-0.183,0.076,0.001,88.009,30.350
'[09:38:50.708 20/12/1995]',-0.183,0.076,0.001,88.009,30.350
'[09:38:50.710 20/12/1995]',-0.183,0.101,0.010,88.009,30.350
'[09:38:50.712 20/12/1995]',-0.203,0.138,0.028,87.299,30.350
'[09:38:50.714 20/12/1995]',-0.224,0.163,0.037,87.299,30.350
'[09:38:50.716 20/12/1995]',-0.244,0.176,0.046,87.299,30.350
'[09:38:50.718 20/12/1995]',-0.285,0.163,0.046,87.299,30.350
'[09:38:50.720 20/12/1995]',-0.325,0.126,0.046,86.635,30.225
'[09:38:50.722 20/12/1995]',-0.346,0.076,0.037,86.635,30.225
'[09:38:50.724 20/12/1995]',-0.325,0.026,0.037,86.635,30.225
'[09:38:50.726 20/12/1995]',-0.305,0.001,0.019,86.635,30.225
'[09:38:50.728 20/12/1995]',-0.265,-0.024,0.001,86.066,30.050
'[09:38:50.730 20/12/1995]',-0.183,-0.074,-0.027,86.066,30.050
'[09:38:50.732 20/12/1995]',-0.060,-0.099,-0.054,86.066,30.050
'[09:38:50.734 20/12/1995]',0.042,-0.161,-0.082,86.066,30.050
'[09:38:50.736 20/12/1995]',0.165,-0.211,-0.119,85.545,29.875
'[09:38:50.738 20/12/1995]',0.247,-0.248,-0.164,85.545,29.875
'[09:38:50.740 20/12/1995]',0.349,-0.273,-0.192,85.545,29.875
'[09:38:50.742 20/12/1995]',0.431,-0.298,-0.247,85.545,29.875
'[09:38:50.744 20/12/1995]',0.513,-0.336,-0.293,85.071,29.700
'[09:38:50.746 20/12/1995]',0.594,-0.360,-0.338,85.071,29.700
'[09:38:50.748 20/12/1995]',0.696,-0.373,-0.384,85.071,29.700
'[09:38:50.750 20/12/1995]',0.737,-0.410,-0.421,85.071,29.700
'[09:38:50.752 20/12/1995]',0.758,-0.410,-0.439,84.550,29.700
'[09:38:50.754 20/12/1995]',0.676,-0.398,-0.430,84.550,29.700
'[09:38:50.756 20/12/1995]',0.554,-0.373,-0.412,84.550,29.700
'[09:38:50.758 20/12/1995]',0.431,-0.323,-0.375,84.550,29.700
'[09:38:50.760 20/12/1995]',0.328,-0.273,-0.348,84.171,29.875
'[09:38:50.762 20/12/1995]',0.185,-0.211,-0.293,84.171,29.875
'[09:38:50.764 20/12/1995]',0.042,-0.149,-0.238,84.171,29.875
'[09:38:50.766 20/12/1995]',-0.080,-0.074,-0.173,84.171,29.875
'[09:38:50.768 20/12/1995]',-0.162,0.001,-0.100,83.839,30.400
'[09:38:50.770 20/12/1995]',-0.224,0.051,-0.054,83.839,30.400
'[09:38:50.772 20/12/1995]',-0.285,0.088,-0.018,83.839,30.400
'[09:38:50.774 20/12/1995]',-0.325,0.113,0.001,83.839,30.400
'[09:38:50.776 20/12/1995]',-0.346,0.113,0.019,83.460,31.175
'[09:38:50.778 20/12/1995]',-0.366,0.126,0.037,83.460,31.175
'[09:38:50.780 20/12/1995]',-0.346,0.126,0.037,83.460,31.175
'[09:38:50.782 20/12/1995]',-0.346,0.138,0.046,83.460,31.175
'[09:38:50.784 20/12/1995]',-0.305,0.138,0.046,82.986,31.925
'[09:38:50.786 20/12/1995]',-0.285,0.138,0.046,82.986,31.925
'[09:38:50.788 20/12/1995]',-0.244,0.113,0.046,82.986,31.925
'[09:38:50.790 20/12/1995]',-0.224,0.101,0.037,82.986,31.925
'[09:38:50.792 20/12/1995]',-0.183,0.101,0.028,82.464,32.350
'[09:38:50.794 20/12/1995]',-0.162,0.101,0.019,82.464,32.350
'[09:38:50.796 20/12/1995]',-0.142,0.101,0.010,82.464,32.350
'[09:38:50.798 20/12/1995]',-0.142,0.101,0.010,82.464,32.350
'[09:38:50.800 20/12/1995]',-0.142,0.088,0.019,81.659,32.275
'[09:38:50.802 20/12/1995]',-0.142,0.101,0.019,81.659,32.275
'[09:38:50.804 20/12/1995]',-0.142,0.101,0.028,81.659,32.275
'[09:38:50.806 20/12/1995]',-0.142,0.101,0.028,81.659,32.275
'[09:38:50.808 20/12/1995]',-0.142,0.088,0.019,80.711,31.925
'[09:38:50.810 20/12/1995]',-0.142,0.076,0.010,80.711,31.925
'[09:38:50.812 20/12/1995]',-0.142,0.076,0.001,80.711,31.925
'[09:38:50.814 20/12/1995]',-0.142,0.076,0.010,80.711,31.925
'[09:38:50.816 20/12/1995]',-0.142,0.076,0.001,79.526,31.575
'[09:38:50.818 20/12/1995]',-0.142,0.076,0.001,79.526,31.575
'[09:38:50.820 20/12/1995]',-0.142,0.076,0.001,79.526,31.575
'[09:38:50.822 20/12/1995]',-0.142,0.076,0.010,79.526,31.575
'[09:38:50.824 20/12/1995]',-0.142,0.101,0.019,78.057,31.300
'[09:38:50.826 20/12/1995]',-0.142,0.138,0.037,78.057,31.300
'[09:38:50.828 20/12/1995]',-0.142,0.163,0.046,78.057,31.300
'[09:38:50.830 20/12/1995]',-0.142,0.188,0.046,78.057,31.300
'[09:38:50.832 20/12/1995]',-0.142,0.188,0.046,76.398,30.950
'[09:38:50.834 20/12/1995]',-0.142,0.176,0.046,76.398,30.950
'[09:38:50.836 20/12/1995]',-0.101,0.163,0.037,76.398,30.950
'[09:38:50.838 20/12/1995]',-0.101,0.138,0.028,76.398,30.950
'[09:38:50.840 20/12/1995]',-0.101,0.113,0.028,74.739,30.300
'[09:38:50.842 20/12/1995]',-0.101,0.126,0.028,74.739,30.300
'[09:38:50.844 20/12/1995]',-0.101,0.126,0.019,74.739,30.300
'[09:38:50.846 20/12/1995]',-0.121,0.126,0.010,74.739,30.300
'[09:38:50.848 20/12/1995]',-0.121,0.101,0.001,73.033,29.475
'[09:38:50.850 20/12/1995]',-0.101,0.076,0.001,73.033,29.475
'[09:38:50.852 20/12/1995]',-0.101,0.051,0.001,73.033,29.475
'[09:38:50.854 20/12/1995]',-0.080,0.026,0.001,73.033,29.475
'[09:38:50.856 20/12/1995]',-0.080,0.026,0.001,71.327,28.700
'[09:38:50.858 20/12/1995]',-0.060,0.001,0.001,71.327,28.700
'[09:38:50.860 20/12/1995]',-0.039,0.001,0.001,71.327,28.700
'[09:38:50.862 20/12/1995]',-0.019,0.001,-0.008,71.327,28.700
'[09:38:50.864 20/12/1995]',-0.019,0.001,-0.008,69.668,28.250
'[09:38:50.866 20/12/1995]',-0.039,0.013,-0.008,69.668,28.250
'[09:38:50.868 20/12/1995]',-0.039,0.026,-0.008,69.668,28.250
'[09:38:50.870 20/12/1995]',-0.060,0.026,0.001,69.668,28.250
'[09:38:50.872 20/12/1995]',-0.060,0.013,-0.008,68.199,28.300
'[09:38:50.874 20/12/1995]',-0.080,0.013,-0.008,68.199,28.300
'[09:38:50.876 20/12/1995]',-0.080,0.026,-0.008,68.199,28.300
'[09:38:50.878 20/12/1995]',-0.080,0.026,-0.008,68.199,28.300
'[09:38:50.880 20/12/1995]',-0.080,0.026,-0.008,66.777,28.825
'[09:38:50.882 20/12/1995]',-0.060,0.026,-0.008,66.777,28.825
'[09:38:50.884 20/12/1995]',-0.060,0.026,-0.018,66.777,28.825
'[09:38:50.886 20/12/1995]',-0.060,0.026,-0.008,66.777,28.825
'[09:38:50.888 20/12/1995]',-0.060,0.026,-0.008,65.640,29.250
'[09:38:50.890 20/12/1995]',-0.060,0.038,-0.008,65.640,29.250
'[09:38:50.892 20/12/1995]',-0.039,0.063,0.001,65.640,29.250
'[09:38:50.894 20/12/1995]',-0.039,0.063,0.001,65.640,29.250
'[09:38:50.896 20/12/1995]',-0.039,0.076,0.001,64.882,29.125
'[09:38:50.898 20/12/1995]',-0.019,0.076,0.001,64.882,29.125
'[09:38:50.900 20/12/1995]',-0.019,0.076,0.001,64.882,29.125
'[09:38:50.902 20/12/1995]',-0.019,0.063,0.001,64.882,29.125
'[09:38:50.904 20/12/1995]',0.002,0.076,0.001,64.739,28.950
'[09:38:50.906 20/12/1995]',-0.019,0.063,0.001,64.739,28.950
'[09:38:50.908 20/12/1995]',0.002,0.051,0.001,64.739,28.950
'[09:38:50.910 20/12/1995]',0.002,0.051,0.001,64.739,28.950
'[09:38:50.912 20/12/1995]',-0.019,0.051,0.001,65.118,29.825
'[09:38:50.914 20/12/1995]',0.002,0.063,0.001,65.118,29.825
'[09:38:50.916 20/12/1995]',0.002,0.088,0.001,65.118,29.825
'[09:38:50.918 20/12/1995]',0.002,0.101,0.010,65.118,29.825
'[09:38:50.920 20/12/1995]',0.002,0.151,0.019,66.114,32.275
'[09:38:50.922 20/12/1995]',-0.019,0.163,0.028,66.114,32.275
'[09:38:50.924 20/12/1995]',-0.019,0.188,0.037,66.114,32.275
'[09:38:50.926 20/12/1995]',-0.019,0.163,0.037,66.114,32.275
'[09:38:50.928 20/12/1995]',-0.019,0.113,0.019,67.630,35.800
'[09:38:50.930 20/12/1995]',0.002,0.051,0.001,67.630,35.800
'[09:38:50.932 20/12/1995]',0.002,0.001,-0.018,67.630,35.800
'[09:38:50.934 20/12/1995]',0.021,-0.049,-0.036,67.630,35.800
'[09:38:50.936 20/12/1995]',0.042,-0.074,-0.045,69.573,39.200
'[09:38:50.938 20/12/1995]',0.042,-0.074,-0.054,69.573,39.200
'[09:38:50.940 20/12/1995]',0.042,-0.074,-0.054,69.573,39.200
'[09:38:50.942 20/12/1995]',0.042,-0.049,-0.036,69.573,39.200
'[09:38:50.944 20/12/1995]',0.042,-0.011,-0.027,71.801,41.475
'[09:38:50.946 20/12/1995]',0.021,0.013,-0.008,71.801,41.475
'[09:38:50.948 20/12/1995]',0.042,0.038,0.001,71.801,41.475
'[09:38:50.950 20/12/1995]',0.021,0.038,0.001,71.801,41.475
'[09:38:50.952 20/12/1995]',0.042,0.051,0.001,74.171,42.475
'[09:38:50.954 20/12/1995]',0.042,0.026,0.001,74.171,42.475
'[09:38:50.956 20/12/1995]',0.042,0.001,-0.008,74.171,42.475
'[09:38:50.958 20/12/1995]',0.062,-0.024,-0.027,74.171,42.475
'[09:38:50.960 20/12/1995]',0.062,-0.049,-0.045,76.682,42.825
'[09:38:50.962 20/12/1995]',0.062,-0.061,-0.054,76.682,42.825
'[09:38:50.964 20/12/1995]',0.062,-0.074,-0.064,76.682,42.825
'[09:38:50.966 20/12/1995]',0.062,-0.074,-0.064,76.682,42.825
'[09:38:50.968 20/12/1995]',0.062,-0.086,-0.064,79.242,43.125
'[09:38:50.970 20/12/1995]',0.062,-0.086,-0.064,79.242,43.125
'[09:38:50.972 20/12/1995]',0.062,-0.074,-0.064,79.242,43.125
'[09:38:50.974 20/12/1995]',0.083,-0.074,-0.054,79.242,43.125
'[09:38:50.976 20/12/1995]',0.103,-0.061,-0.054,81.848,43.225
'[09:38:50.978 20/12/1995]',0.103,-0.061,-0.045,81.848,43.225
'[09:38:50.980 20/12/1995]',0.083,-0.049,-0.045,81.848,43.225
'[09:38:50.982 20/12/1995]',0.083,-0.061,-0.045,81.848,43.225
'[09:38:50.984 20/12/1995]',0.062,-0.061,-0.045,84.455,43.000
'[09:38:50.986 20/12/1995]',0.083,-0.074,-0.054,84.455,43.000
'[09:38:50.988 20/12/1995]',0.062,-0.074,-0.054,84.455,43.000
'[09:38:50.990 20/12/1995]',0.062,-0.074,-0.054,84.455,43.000
'[09:38:50.992 20/12/1995]',0.062,-0.074,-0.054,87.156,42.350
'[09:38:50.994 20/12/1995]',0.062,-0.074,-0.054,87.156,42.350
'[09:38:50.996 20/12/1995]',0.103,-0.074,-0.045,87.156,42.350
'[09:38:50.998 20/12/1995]',0.124,-0.074,-0.036,87.156,42.350
'[09:38:51.000 20/12/1995]',0.124,-0.074,-0.045,89.953,41.525
'[09:38:51.002 20/12/1995]',0.124,-0.074,-0.045,89.953,41.525
'[09:38:51.004 20/12/1995]',0.124,-0.086,-0.045,89.953,41.525
'[09:38:51.006 20/12/1995]',0.083,-0.086,-0.045,89.953,41.525
'[09:38:51.008 20/12/1995]',0.062,-0.074,-0.045,92.796,41.000
'[09:38:51.010 20/12/1995]',0.062,-0.074,-0.054,92.796,41.000
'[09:38:51.012 20/12/1995]',0.042,-0.074,-0.054,92.796,41.000
'[09:38:51.014 20/12/1995]',0.042,-0.061,-0.054,92.796,41.000
'[09:38:51.016 20/12/1995]',0.062,-0.061,-0.045,95.450,40.700
'[09:38:51.018 20/12/1995]',0.062,-0.074,-0.054,95.450,40.700
'[09:38:51.020 20/12/1995]',0.062,-0.086,-0.054,95.450,40.700
'[09:38:51.022 20/12/1995]',0.083,-0.099,-0.054,95.450,40.700
'[09:38:51.024 20/12/1995]',0.165,-0.124,-0.045,97.820,40.600
'[09:38:51.026 20/12/1995]',0.206,-0.136,-0.036,97.820,40.600
'[09:38:51.028 20/12/1995]',0.165,-0.136,-0.045,97.820,40.600
'[09:38:51.030 20/12/1995]',0.103,-0.136,-0.054,97.820,40.600
'[09:38:51.032 20/12/1995]',0.042,-0.124,-0.064,99.953,40.300
'[09:38:51.034 20/12/1995]',0.021,-0.136,-0.064,99.953,40.300
'[09:38:51.036 20/12/1995]',0.002,-0.136,-0.064,99.953,40.300
'[09:38:51.038 20/12/1995]',0.002,-0.136,-0.064,99.953,40.300
'[09:38:51.040 20/12/1995]',0.002,-0.136,-0.054,101.659,39.950
'[09:38:51.042 20/12/1995]',0.002,-0.149,-0.064,101.659,39.950
'[09:38:51.044 20/12/1995]',0.002,-0.149,-0.064,101.659,39.950
'[09:38:51.046 20/12/1995]',0.002,-0.149,-0.064,101.659,39.950
'[09:38:51.048 20/12/1995]',0.002,-0.161,-0.064,102.938,39.675
'[09:38:51.050 20/12/1995]',0.002,-0.186,-0.073,102.938,39.675
'[09:38:51.052 20/12/1995]',0.021,-0.186,-0.073,102.938,39.675
'[09:38:51.054 20/12/1995]',0.002,-0.186,-0.064,102.938,39.675
'[09:38:51.056 20/12/1995]',0.002,-0.186,-0.073,103.839,39.775
'[09:38:51.058 20/12/1995]',-0.039,-0.161,-0.064,103.839,39.775
'[09:38:51.060 20/12/1995]',-0.039,-0.149,-0.064,103.839,39.775
'[09:38:51.062 20/12/1995]',-0.039,-0.136,-0.064,103.839,39.775
'[09:38:51.064 20/12/1995]',-0.039,-0.136,-0.064,104.265,40.300
'[09:38:51.066 20/12/1995]',-0.019,-0.149,-0.064,104.265,40.300
'[09:38:51.068 20/12/1995]',-0.019,-0.161,-0.064,104.265,40.300
'[09:38:51.070 20/12/1995]',0.002,-0.161,-0.064,104.265,40.300
'[09:38:51.072 20/12/1995]',-0.019,-0.149,-0.054,104.313,40.875
'[09:38:51.074 20/12/1995]',-0.019,-0.124,-0.036,104.313,40.875
'[09:38:51.076 20/12/1995]',-0.019,-0.099,-0.036,104.313,40.875
'[09:38:51.078 20/12/1995]',-0.019,-0.099,-0.027,104.313,40.875
'[09:38:51.080 20/12/1995]',0.002,-0.074,-0.008,104.123,41.300
'[09:38:51.082 20/12/1995]',0.002,-0.049,0.001,104.123,41.300
'[09:38:51.084 20/12/1995]',0.002,-0.036,0.001,104.123,41.300
'[09:38:51.086 20/12/1995]',-0.019,-0.024,0.001,104.123,41.300
'[09:38:51.088 20/12/1995]',-0.060,0.001,0.001,103.555,41.300
'[09:38:51.090 20/12/1995]',-0.060,0.001,0.001,103.555,41.300
'[09:38:51.092 20/12/1995]',-0.060,0.001,0.001,103.555,41.300
'[09:38:51.094 20/12/1995]',-0.039,0.013,0.001,103.555,41.300
'[09:38:51.096 20/12/1995]',-0.039,0.026,0.001,102.844,40.950
'[09:38:51.098 20/12/1995]',-0.039,0.026,0.001,102.844,40.950
'[09:38:51.100 20/12/1995]',-0.039,0.026,0.001,102.844,40.950
'[09:38:51.102 20/12/1995]',-0.019,0.013,0.001,102.844,40.950
'[09:38:51.104 20/12/1995]',0.002,0.001,0.001,101.943,40.250
'[09:38:51.106 20/12/1995]',0.002,0.001,0.010,101.943,40.250
'[09:38:51.108 20/12/1995]',0.002,0.001,0.019,101.943,40.250
'[09:38:51.110 20/12/1995]',0.002,0.001,0.019,101.943,40.250
'[09:38:51.112 20/12/1995]',0.002,0.026,0.028,100.900,39.375
'[09:38:51.114 20/12/1995]',-0.019,0.026,0.019,100.900,39.375
'[09:38:51.116 20/12/1995]',-0.039,0.038,0.019,100.900,39.375
'[09:38:51.118 20/12/1995]',-0.060,0.038,0.019,100.900,39.375
'[09:38:51.120 20/12/1995]',-0.060,0.051,0.019,99.621,38.250
'[09:38:51.122 20/12/1995]',-0.060,0.051,0.019,99.621,38.250
'[09:38:51.124 20/12/1995]',-0.060,0.051,0.028,99.621,38.250
'[09:38:51.126 20/12/1995]',-0.039,0.063,0.028,99.621,38.250
'[09:38:51.128 20/12/1995]',-0.060,0.088,0.028,98.246,37.025
'[09:38:51.130 20/12/1995]',-0.060,0.126,0.037,98.246,37.025
'[09:38:51.132 20/12/1995]',-0.060,0.151,0.056,98.246,37.025
'[09:38:51.134 20/12/1995]',-0.060,0.163,0.065,98.246,37.025
'[09:38:51.136 20/12/1995]',-0.060,0.163,0.074,96.777,35.625
'[09:38:51.138 20/12/1995]',-0.039,0.138,0.065,96.777,35.625
'[09:38:51.140 20/12/1995]',-0.039,0.113,0.065,96.777,35.625
'[09:38:51.142 20/12/1995]',-0.039,0.101,0.056,96.777,35.625
'[09:38:51.144 20/12/1995]',-0.019,0.076,0.037,95.213,34.275
'[09:38:51.146 20/12/1995]',-0.019,0.051,0.028,95.213,34.275
'[09:38:51.148 20/12/1995]',0.002,0.038,0.037,95.213,34.275
'[09:38:51.150 20/12/1995]',-0.019,0.026,0.019,95.213,34.275
'[09:38:51.152 20/12/1995]',-0.039,0.013,0.019,93.649,32.925
'[09:38:51.154 20/12/1995]',-0.019,0.013,0.019,93.649,32.925
'[09:38:51.156 20/12/1995]',0.002,0.001,0.019,93.649,32.925
'[09:38:51.158 20/12/1995]',0.002,0.001,0.010,93.649,32.925
'[09:38:51.160 20/12/1995]',0.002,0.001,0.019,92.180,31.750
'[09:38:51.162 20/12/1995]',0.002,0.026,0.019,92.180,31.750
'[09:38:51.164 20/12/1995]',0.002,0.026,0.019,92.180,31.750
'[09:38:51.166 20/12/1995]',0.002,0.038,0.019,92.180,31.750
'[09:38:51.168 20/12/1995]',0.002,0.051,0.028,90.806,30.750
'[09:38:51.170 20/12/1995]',0.002,0.076,0.046,90.806,30.750
'[09:38:51.172 20/12/1995]',0.002,0.101,0.056,90.806,30.750
'[09:38:51.174 20/12/1995]',-0.019,0.113,0.056,90.806,30.750
'[09:38:51.176 20/12/1995]',-0.039,0.138,0.056,89.431,30.050
'[09:38:51.178 20/12/1995]',-0.060,0.151,0.056,89.431,30.050
'[09:38:51.180 20/12/1995]',-0.039,0.163,0.056,89.431,30.050
'[09:38:51.182 20/12/1995]',-0.019,0.151,0.056,89.431,30.050
'[09:38:51.184 20/12/1995]',0.002,0.138,0.056,88.246,29.650
'[09:38:51.186 20/12/1995]',0.002,0.126,0.056,88.246,29.650
'[09:38:51.188 20/12/1995]',0.002,0.113,0.056,88.246,29.650
'[09:38:51.190 20/12/1995]',0.002,0.101,0.065,88.246,29.650
'[09:38:51.192 20/12/1995]',0.021,0.101,0.056,87.251,29.600
'[09:38:51.194 20/12/1995]',0.021,0.076,0.046,87.251,29.600
'[09:38:51.196 20/12/1995]',0.002,0.063,0.037,87.251,29.600
'[09:38:51.198 20/12/1995]',0.002,0.051,0.037,87.251,29.600
'[09:38:51.200 20/12/1995]',0.002,0.051,0.037,86.445,29.875
'[09:38:51.202 20/12/1995]',-0.019,0.051,0.037,86.445,29.875
'[09:38:51.204 20/12/1995]',-0.019,0.063,0.046,86.445,29.875
'[09:38:51.206 20/12/1995]',-0.019,0.076,0.056,86.445,29.875
'[09:38:51.208 20/12/1995]',-0.019,0.088,0.065,85.877,30.350
'[09:38:51.210 20/12/1995]',-0.019,0.101,0.056,85.877,30.350
'[09:38:51.212 20/12/1995]',-0.019,0.088,0.056,85.877,30.350
'[09:38:51.214 20/12/1995]',0.002,0.076,0.056,85.877,30.350
'[09:38:51.216 20/12/1995]',0.002,0.076,0.046,85.687,30.650
'[09:38:51.218 20/12/1995]',0.002,0.076,0.056,85.687,30.650
'[09:38:51.220 20/12/1995]',0.002,0.076,0.056,85.687,30.650
'[09:38:51.222 20/12/1995]',0.002,0.088,0.056,85.687,30.650
'[09:38:51.224 20/12/1995]',0.002,0.088,0.056,85.735,30.700
'[09:38:51.226 20/12/1995]',0.002,0.088,0.056,85.735,30.700
'[09:38:51.228 20/12/1995]',0.002,0.088,0.056,85.735,30.700
'[09:38:51.230 20/12/1995]',0.002,0.076,0.065,85.735,30.700
'[09:38:51.232 20/12/1995]',0.002,0.088,0.056,86.019,30.575
'[09:38:51.234 20/12/1995]',0.002,0.101,0.065,86.019,30.575
'[09:38:51.236 20/12/1995]',0.002,0.101,0.065,86.019,30.575
'[09:38:51.238 20/12/1995]',0.002,0.101,0.065,86.019,30.575
'[09:38:51.240 20/12/1995]',0.002,0.088,0.065,86.540,30.400
'[09:38:51.242 20/12/1995]',0.002,0.076,0.065,86.540,30.400
'[09:38:51.244 20/12/1995]',0.042,0.076,0.074,86.540,30.400
'[09:38:51.246 20/12/1995]',0.062,0.076,0.083,86.540,30.400
'[09:38:51.248 20/12/1995]',0.062,0.076,0.074,87.299,30.175
'[09:38:51.250 20/12/1995]',0.021,0.076,0.065,87.299,30.175
'[09:38:51.252 20/12/1995]',0.002,0.076,0.056,87.299,30.175
'[09:38:51.254 20/12/1995]',-0.039,0.076,0.046,87.299,30.175
'[09:38:51.256 20/12/1995]',-0.039,0.076,0.046,88.152,29.825
'[09:38:51.258 20/12/1995]',-0.039,0.076,0.046,88.152,29.825
'[09:38:51.260 20/12/1995]',-0.039,0.076,0.056,88.152,29.825
'[09:38:51.262 20/12/1995]',-0.019,0.076,0.056,88.152,29.825
'[09:38:51.264 20/12/1995]',0.002,0.076,0.065,89.052,29.300
'[09:38:51.266 20/12/1995]',0.002,0.076,0.074,89.052,29.300
'[09:38:51.268 20/12/1995]',0.002,0.063,0.074,89.052,29.300
'[09:38:51.270 20/12/1995]',0.002,0.063,0.074,89.052,29.300
'[09:38:51.272 20/12/1995]',-0.019,0.063,0.074,90.095,28.525
'[09:38:51.274 20/12/1995]',-0.039,0.076,0.074,90.095,28.525
'[09:38:51.276 20/12/1995]',-0.019,0.101,0.083,90.095,28.525
'[09:38:51.278 20/12/1995]',-0.019,0.126,0.083,90.095,28.525
'[09:38:51.280 20/12/1995]',-0.039,0.138,0.092,91.137,27.775
'[09:38:51.282 20/12/1995]',-0.060,0.163,0.092,91.137,27.775
'[09:38:51.284 20/12/1995]',-0.060,0.176,0.092,91.137,27.775
'[09:38:51.286 20/12/1995]',-0.060,0.151,0.092,91.137,27.775
'[09:38:51.288 20/12/1995]',-0.039,0.138,0.092,92.180,27.200
'[09:38:51.290 20/12/1995]',-0.019,0.101,0.083,92.180,27.200
'[09:38:51.292 20/12/1995]',-0.039,0.076,0.074,92.180,27.200
'[09:38:51.294 20/12/1995]',-0.019,0.051,0.065,92.180,27.200
'[09:38:51.296 20/12/1995]',0.002,0.051,0.065,93.128,26.775
'[09:38:51.298 20/12/1995]',0.002,0.038,0.074,93.128,26.775
'[09:38:51.300 20/12/1995]',0.021,0.038,0.065,93.128,26.775
'[09:38:51.302 20/12/1995]',0.042,0.026,0.074,93.128,26.775
'[09:38:51.304 20/12/1995]',0.021,0.038,0.074,94.076,26.725
'[09:38:51.306 20/12/1995]',0.002,0.038,0.065,94.076,26.725
'[09:38:51.308 20/12/1995]',0.002,0.051,0.065,94.076,26.725
'[09:38:51.310 20/12/1995]',0.002,0.051,0.074,94.076,26.725
'[09:38:51.312 20/12/1995]',0.002,0.076,0.074,94.929,26.775
'[09:38:51.314 20/12/1995]',-0.039,0.101,0.083,94.929,26.775
'[09:38:51.316 20/12/1995]',-0.060,0.138,0.083,94.929,26.775
'[09:38:51.318 20/12/1995]',-0.080,0.163,0.083,94.929,26.775
'[09:38:51.320 20/12/1995]',-0.101,0.163,0.083,95.877,26.825
'[09:38:51.322 20/12/1995]',-0.101,0.163,0.083,95.877,26.825
'[09:38:51.324 20/12/1995]',-0.101,0.138,0.074,95.877,26.825
'[09:38:51.326 20/12/1995]',-0.080,0.088,0.074,95.877,26.825
'[09:38:51.328 20/12/1995]',-0.060,0.063,0.065,96.825,26.775
'[09:38:51.330 20/12/1995]',-0.039,0.051,0.065,96.825,26.775
'[09:38:51.332 20/12/1995]',-0.019,0.051,0.065,96.825,26.775
'[09:38:51.334 20/12/1995]',-0.039,0.051,0.065,96.825,26.775
'[09:38:51.336 20/12/1995]',-0.019,0.051,0.065,97.773,26.550
'[09:38:51.338 20/12/1995]',-0.019,0.038,0.065,97.773,26.550
'[09:38:51.340 20/12/1995]',0.002,0.038,0.074,97.773,26.550
'[09:38:51.342 20/12/1995]',0.002,0.051,0.074,97.773,26.550
'[09:38:51.344 20/12/1995]',0.002,0.063,0.083,98.720,26.125
'[09:38:51.346 20/12/1995]',0.002,0.076,0.083,98.720,26.125
'[09:38:51.348 20/12/1995]',0.002,0.101,0.092,98.720,26.125
'[09:38:51.350 20/12/1995]',0.002,0.151,0.111,98.720,26.125
'[09:38:51.352 20/12/1995]',0.002,0.163,0.111,99.621,25.675
'[09:38:51.354 20/12/1995]',0.002,0.163,0.120,99.621,25.675
'[09:38:51.356 20/12/1995]',0.002,0.138,0.102,99.621,25.675
'[09:38:51.358 20/12/1995]',0.002,0.113,0.092,99.621,25.675
'[09:38:51.360 20/12/1995]',0.002,0.101,0.083,100.427,25.125
'[09:38:51.362 20/12/1995]',-0.019,0.076,0.065,100.427,25.125
'[09:38:51.364 20/12/1995]',0.002,0.051,0.065,100.427,25.125
'[09:38:51.366 20/12/1995]',0.002,0.026,0.056,100.427,25.125
'[09:38:51.368 20/12/1995]',0.002,0.026,0.056,101.185,24.600
'[09:38:51.370 20/12/1995]',0.002,0.026,0.056,101.185,24.600
'[09:38:51.372 20/12/1995]',0.021,0.026,0.065,101.185,24.600
'[09:38:51.374 20/12/1995]',0.083,0.013,0.083,101.185,24.600
'[09:38:51.376 20/12/1995]',0.165,0.001,0.092,101.706,24.025
'[09:38:51.378 20/12/1995]',0.226,0.013,0.102,101.706,24.025
'[09:38:51.380 20/12/1995]',0.185,0.026,0.102,101.706,24.025
'[09:38:51.382 20/12/1995]',0.062,0.076,0.092,101.706,24.025
'[09:38:51.384 20/12/1995]',0.002,0.101,0.083,102.180,23.450
'[09:38:51.386 20/12/1995]',-0.060,0.126,0.083,102.180,23.450
'[09:38:51.388 20/12/1995]',-0.060,0.138,0.083,102.180,23.450
'[09:38:51.390 20/12/1995]',-0.080,0.138,0.083,102.180,23.450
'[09:38:51.392 20/12/1995]',-0.101,0.126,0.083,102.370,22.850
'[09:38:51.394 20/12/1995]',-0.101,0.101,0.065,102.370,22.850
'[09:38:51.396 20/12/1995]',-0.080,0.101,0.065,102.370,22.850
'[09:38:51.398 20/12/1995]',-0.039,0.088,0.065,102.370,22.850
'[09:38:51.400 20/12/1995]',-0.019,0.088,0.065,102.227,22.325
'[09:38:51.402 20/12/1995]',-0.019,0.101,0.074,102.227,22.325
'[09:38:51.404 20/12/1995]',0.002,0.113,0.083,102.227,22.325
'[09:38:51.406 20/12/1995]',0.002,0.126,0.092,102.227,22.325
'[09:38:51.408 20/12/1995]',0.002,0.101,0.092,101.706,21.850
'[09:38:51.410 20/12/1995]',0.021,0.088,0.092,101.706,21.850
