'Time and date','MCL1','III','ABP','PLETH','RESP'
'[12:32:07.688 08/02/1996]',0.021,-0.034,58.346,-0.425,-0.660
'[12:32:07.690 08/02/1996]',0.018,-0.034,58.346,-0.425,-0.660
'[12:32:07.692 08/02/1996]',0.009,-0.034,58.346,-0.425,-0.660
'[12:32:07.694 08/02/1996]',0.001,-0.034,58.346,-0.425,-0.660
'[12:32:07.696 08/02/1996]',-0.015,0.001,58.045,-0.432,-0.660
'[12:32:07.698 08/02/1996]',-0.031,0.024,58.045,-0.432,-0.660
'[12:32:07.700 08/02/1996]',-0.056,0.083,58.045,-0.432,-0.660
'[12:32:07.702 08/02/1996]',-0.081,0.130,58.045,-0.432,-0.660
'[12:32:07.704 08/02/1996]',-0.111,0.200,57.744,-0.439,-0.661
'[12:32:07.706 08/02/1996]',-0.142,0.247,57.744,-0.439,-0.661
'[12:32:07.708 08/02/1996]',-0.180,0.259,57.744,-0.439,-0.661
'[12:32:07.710 08/02/1996]',-0.217,0.247,57.744,-0.439,-0.661
'[12:32:07.712 08/02/1996]',-0.262,0.212,57.519,-0.445,-0.665
'[12:32:07.714 08/02/1996]',-0.306,0.165,57.519,-0.445,-0.665
'[12:32:07.716 08/02/1996]',-0.358,0.118,57.519,-0.445,-0.665
'[12:32:07.718 08/02/1996]',-0.409,0.083,57.519,-0.445,-0.665
'[12:32:07.720 08/02/1996]',-0.463,0.036,57.218,-0.451,-0.671
'[12:32:07.722 08/02/1996]',-0.518,0.024,57.218,-0.451,-0.671
'[12:32:07.724 08/02/1996]',-0.564,0.001,57.218,-0.451,-0.671
'[12:32:07.726 08/02/1996]',-0.610,-0.034,57.218,-0.451,-0.671
'[12:32:07.728 08/02/1996]',-0.640,-0.081,56.917,-0.456,-0.679
'[12:32:07.730 08/02/1996]',-0.669,-0.152,56.917,-0.456,-0.679
'[12:32:07.732 08/02/1996]',-0.672,-0.222,56.917,-0.456,-0.679
'[12:32:07.734 08/02/1996]',-0.675,-0.293,56.917,-0.456,-0.679
'[12:32:07.736 08/02/1996]',-0.645,-0.375,56.617,-0.462,-0.688
'[12:32:07.738 08/02/1996]',-0.615,-0.469,56.617,-0.462,-0.688
'[12:32:07.740 08/02/1996]',-0.555,-0.539,56.617,-0.462,-0.688
'[12:32:07.742 08/02/1996]',-0.496,-0.621,56.617,-0.462,-0.688
'[12:32:07.744 08/02/1996]',-0.420,-0.668,56.466,-0.467,-0.695
'[12:32:07.746 08/02/1996]',-0.344,-0.703,56.466,-0.467,-0.695
'[12:32:07.748 08/02/1996]',-0.270,-0.703,56.466,-0.467,-0.695
'[12:32:07.750 08/02/1996]',-0.195,-0.680,56.466,-0.467,-0.695
'[12:32:07.752 08/02/1996]',-0.136,-0.668,56.241,-0.471,-0.702
'[12:32:07.754 08/02/1996]',-0.077,-0.633,56.241,-0.471,-0.702
'[12:32:07.756 08/02/1996]',-0.038,-0.621,56.241,-0.471,-0.702
'[12:32:07.758 08/02/1996]',0.001,-0.574,56.241,-0.471,-0.702
'[12:32:07.760 08/02/1996]',0.023,-0.515,56.015,-0.475,-0.707
'[12:32:07.762 08/02/1996]',0.045,-0.469,56.015,-0.475,-0.707
'[12:32:07.764 08/02/1996]',0.057,-0.422,56.015,-0.475,-0.707
'[12:32:07.766 08/02/1996]',0.069,-0.386,56.015,-0.475,-0.707
'[12:32:07.768 08/02/1996]',0.075,-0.339,55.789,-0.480,-0.711
'[12:32:07.770 08/02/1996]',0.081,-0.328,55.789,-0.480,-0.711
'[12:32:07.772 08/02/1996]',0.082,-0.293,55.789,-0.480,-0.711
'[12:32:07.774 08/02/1996]',0.084,-0.269,55.789,-0.480,-0.711
'[12:32:07.776 08/02/1996]',0.084,-0.246,55.564,-0.484,-0.713
'[12:32:07.778 08/02/1996]',0.084,-0.210,55.564,-0.484,-0.713
'[12:32:07.780 08/02/1996]',0.085,-0.199,55.564,-0.484,-0.713
'[12:32:07.782 08/02/1996]',0.086,-0.164,55.564,-0.484,-0.713
'[12:32:07.784 08/02/1996]',0.087,-0.117,55.263,-0.488,-0.712
'[12:32:07.786 08/02/1996]',0.088,-0.105,55.263,-0.488,-0.712
'[12:32:07.788 08/02/1996]',0.090,-0.081,55.263,-0.488,-0.712
'[12:32:07.790 08/02/1996]',0.092,-0.070,55.263,-0.488,-0.712
'[12:32:07.792 08/02/1996]',0.094,-0.034,55.038,-0.491,-0.710
'[12:32:07.794 08/02/1996]',0.096,-0.034,55.038,-0.491,-0.710
'[12:32:07.796 08/02/1996]',0.098,-0.011,55.038,-0.491,-0.710
'[12:32:07.798 08/02/1996]',0.100,0.001,55.038,-0.491,-0.710
'[12:32:07.800 08/02/1996]',0.101,0.001,54.737,-0.493,-0.707
'[12:32:07.802 08/02/1996]',0.101,0.001,54.737,-0.493,-0.707
'[12:32:07.804 08/02/1996]',0.101,0.012,54.737,-0.493,-0.707
'[12:32:07.806 08/02/1996]',0.100,0.024,54.737,-0.493,-0.707
'[12:32:07.808 08/02/1996]',0.100,0.012,54.436,-0.495,-0.702
'[12:32:07.810 08/02/1996]',0.100,0.012,54.436,-0.495,-0.702
'[12:32:07.812 08/02/1996]',0.100,0.012,54.436,-0.495,-0.702
'[12:32:07.814 08/02/1996]',0.099,0.024,54.436,-0.495,-0.702
'[12:32:07.816 08/02/1996]',0.098,0.036,54.135,-0.497,-0.697
'[12:32:07.818 08/02/1996]',0.097,0.036,54.135,-0.497,-0.697
'[12:32:07.820 08/02/1996]',0.097,0.036,54.135,-0.497,-0.697
'[12:32:07.822 08/02/1996]',0.096,0.036,54.135,-0.497,-0.697
'[12:32:07.824 08/02/1996]',0.097,0.024,53.835,-0.498,-0.691
'[12:32:07.826 08/02/1996]',0.097,0.036,53.835,-0.498,-0.691
'[12:32:07.828 08/02/1996]',0.098,0.024,53.835,-0.498,-0.691
'[12:32:07.830 08/02/1996]',0.099,0.036,53.835,-0.498,-0.691
'[12:32:07.832 08/02/1996]',0.100,0.036,53.534,-0.500,-0.686
'[12:32:07.834 08/02/1996]',0.101,0.048,53.534,-0.500,-0.686
'[12:32:07.836 08/02/1996]',0.101,0.048,53.534,-0.500,-0.686
'[12:32:07.838 08/02/1996]',0.100,0.048,53.534,-0.500,-0.686
'[12:32:07.840 08/02/1996]',0.100,0.036,53.158,-0.500,-0.684
'[12:32:07.842 08/02/1996]',0.099,0.036,53.158,-0.500,-0.684
'[12:32:07.844 08/02/1996]',0.098,0.036,53.158,-0.500,-0.684
'[12:32:07.846 08/02/1996]',0.097,0.036,53.158,-0.500,-0.684
'[12:32:07.848 08/02/1996]',0.097,0.036,52.857,-0.500,-0.685
'[12:32:07.850 08/02/1996]',0.096,0.036,52.857,-0.500,-0.685
'[12:32:07.852 08/02/1996]',0.096,0.036,52.857,-0.500,-0.685
'[12:32:07.854 08/02/1996]',0.095,0.048,52.857,-0.500,-0.685
'[12:32:07.856 08/02/1996]',0.095,0.036,52.556,-0.501,-0.688
'[12:32:07.858 08/02/1996]',0.094,0.036,52.556,-0.501,-0.688
'[12:32:07.860 08/02/1996]',0.095,0.036,52.556,-0.501,-0.688
'[12:32:07.862 08/02/1996]',0.095,0.036,52.556,-0.501,-0.688
'[12:32:07.864 08/02/1996]',0.096,0.048,52.331,-0.505,-0.693
'[12:32:07.866 08/02/1996]',0.097,0.048,52.331,-0.505,-0.693
'[12:32:07.868 08/02/1996]',0.097,0.048,52.331,-0.505,-0.693
'[12:32:07.870 08/02/1996]',0.096,0.059,52.331,-0.505,-0.693
'[12:32:07.872 08/02/1996]',0.096,0.059,52.256,-0.505,-0.702
'[12:32:07.874 08/02/1996]',0.095,0.048,52.256,-0.505,-0.702
'[12:32:07.876 08/02/1996]',0.094,0.036,52.256,-0.505,-0.702
'[12:32:07.878 08/02/1996]',0.092,0.036,52.256,-0.505,-0.702
'[12:32:07.880 08/02/1996]',0.090,0.036,52.481,-0.506,-0.715
'[12:32:07.882 08/02/1996]',0.088,0.059,52.481,-0.506,-0.715
'[12:32:07.884 08/02/1996]',0.086,0.048,52.481,-0.506,-0.715
'[12:32:07.886 08/02/1996]',0.084,0.059,52.481,-0.506,-0.715
'[12:32:07.888 08/02/1996]',0.082,0.059,53.233,-0.507,-0.730
'[12:32:07.890 08/02/1996]',0.081,0.059,53.233,-0.507,-0.730
'[12:32:07.892 08/02/1996]',0.080,0.059,53.233,-0.507,-0.730
'[12:32:07.894 08/02/1996]',0.079,0.048,53.233,-0.507,-0.730
'[12:32:07.896 08/02/1996]',0.079,0.059,54.887,-0.507,-0.746
'[12:32:07.898 08/02/1996]',0.079,0.059,54.887,-0.507,-0.746
'[12:32:07.900 08/02/1996]',0.079,0.071,54.887,-0.507,-0.746
'[12:32:07.902 08/02/1996]',0.080,0.083,54.887,-0.507,-0.746
'[12:32:07.904 08/02/1996]',0.081,0.071,57.594,-0.506,-0.760
'[12:32:07.906 08/02/1996]',0.082,0.071,57.594,-0.506,-0.760
'[12:32:07.908 08/02/1996]',0.081,0.071,57.594,-0.506,-0.760
'[12:32:07.910 08/02/1996]',0.080,0.071,57.594,-0.506,-0.760
'[12:32:07.912 08/02/1996]',0.079,0.071,61.429,-0.506,-0.773
'[12:32:07.914 08/02/1996]',0.078,0.083,61.429,-0.506,-0.773
'[12:32:07.916 08/02/1996]',0.076,0.083,61.429,-0.506,-0.773
'[12:32:07.918 08/02/1996]',0.074,0.083,61.429,-0.506,-0.773
'[12:32:07.920 08/02/1996]',0.071,0.095,66.466,-0.506,-0.786
'[12:32:07.922 08/02/1996]',0.068,0.083,66.466,-0.506,-0.786
'[12:32:07.924 08/02/1996]',0.065,0.083,66.466,-0.506,-0.786
'[12:32:07.926 08/02/1996]',0.063,0.083,66.466,-0.506,-0.786
'[12:32:07.928 08/02/1996]',0.061,0.083,72.256,-0.503,-0.795
'[12:32:07.930 08/02/1996]',0.060,0.095,72.256,-0.503,-0.795
'[12:32:07.932 08/02/1996]',0.059,0.095,72.256,-0.503,-0.795
'[12:32:07.934 08/02/1996]',0.058,0.095,72.256,-0.503,-0.795
'[12:32:07.936 08/02/1996]',0.058,0.106,78.571,-0.502,-0.799
'[12:32:07.938 08/02/1996]',0.057,0.118,78.571,-0.502,-0.799
'[12:32:07.940 08/02/1996]',0.057,0.106,78.571,-0.502,-0.799
'[12:32:07.942 08/02/1996]',0.057,0.106,78.571,-0.502,-0.799
'[12:32:07.944 08/02/1996]',0.057,0.106,85.188,-0.498,-0.797
'[12:32:07.946 08/02/1996]',0.056,0.118,85.188,-0.498,-0.797
'[12:32:07.948 08/02/1996]',0.055,0.118,85.188,-0.498,-0.797
'[12:32:07.950 08/02/1996]',0.054,0.130,85.188,-0.498,-0.797
'[12:32:07.952 08/02/1996]',0.053,0.142,91.729,-0.493,-0.791
'[12:32:07.954 08/02/1996]',0.051,0.154,91.729,-0.493,-0.791
'[12:32:07.956 08/02/1996]',0.048,0.165,91.729,-0.493,-0.791
'[12:32:07.958 08/02/1996]',0.045,0.165,91.729,-0.493,-0.791
'[12:32:07.960 08/02/1996]',0.042,0.165,97.970,-0.483,-0.784
'[12:32:07.962 08/02/1996]',0.038,0.165,97.970,-0.483,-0.784
'[12:32:07.964 08/02/1996]',0.034,0.177,97.970,-0.483,-0.784
'[12:32:07.966 08/02/1996]',0.030,0.200,97.970,-0.483,-0.784
'[12:32:07.968 08/02/1996]',0.026,0.200,103.759,-0.469,-0.778
'[12:32:07.970 08/02/1996]',0.022,0.212,103.759,-0.469,-0.778
'[12:32:07.972 08/02/1996]',0.019,0.212,103.759,-0.469,-0.778
'[12:32:07.974 08/02/1996]',0.016,0.212,103.759,-0.469,-0.778
'[12:32:07.976 08/02/1996]',0.015,0.224,108.947,-0.449,-0.773
'[12:32:07.978 08/02/1996]',0.014,0.224,108.947,-0.449,-0.773
'[12:32:07.980 08/02/1996]',0.014,0.247,108.947,-0.449,-0.773
'[12:32:07.982 08/02/1996]',0.014,0.259,108.947,-0.449,-0.773
'[12:32:07.984 08/02/1996]',0.013,0.283,113.534,-0.422,-0.769
'[12:32:07.986 08/02/1996]',0.013,0.294,113.534,-0.422,-0.769
'[12:32:07.988 08/02/1996]',0.011,0.294,113.534,-0.422,-0.769
'[12:32:07.990 08/02/1996]',0.009,0.294,113.534,-0.422,-0.769
'[12:32:07.992 08/02/1996]',0.006,0.294,117.293,-0.389,-0.766
'[12:32:07.994 08/02/1996]',0.003,0.318,117.293,-0.389,-0.766
'[12:32:07.996 08/02/1996]',0.000,0.318,117.293,-0.389,-0.766
'[12:32:07.998 08/02/1996]',-0.002,0.330,117.293,-0.389,-0.766
'[12:32:08.000 08/02/1996]',-0.003,0.330,120.376,-0.346,-0.764
'[12:32:08.002 08/02/1996]',-0.005,0.330,120.376,-0.346,-0.764
'[12:32:08.004 08/02/1996]',-0.006,0.353,120.376,-0.346,-0.764
'[12:32:08.006 08/02/1996]',-0.007,0.353,120.376,-0.346,-0.764
'[12:32:08.008 08/02/1996]',-0.007,0.364,122.782,-0.297,-0.764
'[12:32:08.010 08/02/1996]',-0.008,0.364,122.782,-0.297,-0.764
'[12:32:08.012 08/02/1996]',-0.008,0.364,122.782,-0.297,-0.764
'[12:32:08.014 08/02/1996]',-0.008,0.376,122.782,-0.297,-0.764
'[12:32:08.016 08/02/1996]',-0.007,0.376,124.586,-0.241,-0.764
'[12:32:08.018 08/02/1996]',-0.007,0.376,124.586,-0.241,-0.764
'[12:32:08.020 08/02/1996]',-0.008,0.376,124.586,-0.241,-0.764
'[12:32:08.022 08/02/1996]',-0.009,0.376,124.586,-0.241,-0.764
'[12:32:08.024 08/02/1996]',-0.012,0.376,125.940,-0.181,-0.765
'[12:32:08.026 08/02/1996]',-0.015,0.364,125.940,-0.181,-0.765
'[12:32:08.028 08/02/1996]',-0.017,0.364,125.940,-0.181,-0.765
'[12:32:08.030 08/02/1996]',-0.020,0.353,125.940,-0.181,-0.765
'[12:32:08.032 08/02/1996]',-0.021,0.353,127.068,-0.117,-0.764
'[12:32:08.034 08/02/1996]',-0.023,0.353,127.068,-0.117,-0.764
'[12:32:08.036 08/02/1996]',-0.022,0.341,127.068,-0.117,-0.764
'[12:32:08.038 08/02/1996]',-0.021,0.330,127.068,-0.117,-0.764
'[12:32:08.040 08/02/1996]',-0.019,0.330,127.895,-0.051,-0.762
'[12:32:08.042 08/02/1996]',-0.018,0.318,127.895,-0.051,-0.762
'[12:32:08.044 08/02/1996]',-0.015,0.294,127.895,-0.051,-0.762
'[12:32:08.046 08/02/1996]',-0.013,0.294,127.895,-0.051,-0.762
'[12:32:08.048 08/02/1996]',-0.009,0.283,128.496,0.014,-0.759
'[12:32:08.050 08/02/1996]',-0.005,0.271,128.496,0.014,-0.759
'[12:32:08.052 08/02/1996]',-0.000,0.271,128.496,0.014,-0.759
'[12:32:08.054 08/02/1996]',0.004,0.247,128.496,0.014,-0.759
'[12:32:08.056 08/02/1996]',0.008,0.224,128.797,0.078,-0.755
'[12:32:08.058 08/02/1996]',0.012,0.200,128.797,0.078,-0.755
'[12:32:08.060 08/02/1996]',0.013,0.188,128.797,0.078,-0.755
'[12:32:08.062 08/02/1996]',0.015,0.177,128.797,0.078,-0.755
'[12:32:08.064 08/02/1996]',0.015,0.165,128.722,0.139,-0.752
'[12:32:08.066 08/02/1996]',0.016,0.165,128.722,0.139,-0.752
'[12:32:08.068 08/02/1996]',0.016,0.142,128.722,0.139,-0.752
'[12:32:08.070 08/02/1996]',0.017,0.142,128.722,0.139,-0.752
'[12:32:08.072 08/02/1996]',0.019,0.118,128.496,0.196,-0.750
'[12:32:08.074 08/02/1996]',0.021,0.118,128.496,0.196,-0.750
'[12:32:08.076 08/02/1996]',0.023,0.095,128.496,0.196,-0.750
'[12:32:08.078 08/02/1996]',0.025,0.083,128.496,0.196,-0.750
'[12:32:08.080 08/02/1996]',0.028,0.071,127.895,0.249,-0.747
'[12:32:08.082 08/02/1996]',0.031,0.059,127.895,0.249,-0.747
'[12:32:08.084 08/02/1996]',0.033,0.048,127.895,0.249,-0.747
'[12:32:08.086 08/02/1996]',0.035,0.036,127.895,0.249,-0.747
'[12:32:08.088 08/02/1996]',0.038,0.024,126.992,0.296,-0.746
'[12:32:08.090 08/02/1996]',0.040,0.012,126.992,0.296,-0.746
'[12:32:08.092 08/02/1996]',0.042,0.001,126.992,0.296,-0.746
'[12:32:08.094 08/02/1996]',0.044,0.001,126.992,0.296,-0.746
'[12:32:08.096 08/02/1996]',0.045,-0.011,125.865,0.340,-0.747
'[12:32:08.098 08/02/1996]',0.046,-0.011,125.865,0.340,-0.747
'[12:32:08.100 08/02/1996]',0.046,-0.022,125.865,0.340,-0.747
'[12:32:08.102 08/02/1996]',0.046,-0.034,125.865,0.340,-0.747
'[12:32:08.104 08/02/1996]',0.046,-0.034,124.436,0.378,-0.750
'[12:32:08.106 08/02/1996]',0.046,-0.046,124.436,0.378,-0.750
'[12:32:08.108 08/02/1996]',0.047,-0.058,124.436,0.378,-0.750
'[12:32:08.110 08/02/1996]',0.047,-0.070,124.436,0.378,-0.750
'[12:32:08.112 08/02/1996]',0.049,-0.081,122.632,0.411,-0.756
'[12:32:08.114 08/02/1996]',0.050,-0.081,122.632,0.411,-0.756
'[12:32:08.116 08/02/1996]',0.052,-0.081,122.632,0.411,-0.756
'[12:32:08.118 08/02/1996]',0.054,-0.081,122.632,0.411,-0.756
'[12:32:08.120 08/02/1996]',0.054,-0.081,120.526,0.441,-0.762
'[12:32:08.122 08/02/1996]',0.054,-0.093,120.526,0.441,-0.762
'[12:32:08.124 08/02/1996]',0.054,-0.105,120.526,0.441,-0.762
'[12:32:08.126 08/02/1996]',0.054,-0.105,120.526,0.441,-0.762
'[12:32:08.128 08/02/1996]',0.054,-0.105,117.895,0.466,-0.769
'[12:32:08.130 08/02/1996]',0.054,-0.105,117.895,0.466,-0.769
'[12:32:08.132 08/02/1996]',0.054,-0.105,117.895,0.466,-0.769
'[12:32:08.134 08/02/1996]',0.054,-0.105,117.895,0.466,-0.769
'[12:32:08.136 08/02/1996]',0.055,-0.093,114.887,0.486,-0.775
'[12:32:08.138 08/02/1996]',0.055,-0.093,114.887,0.486,-0.775
'[12:32:08.140 08/02/1996]',0.056,-0.105,114.887,0.486,-0.775
'[12:32:08.142 08/02/1996]',0.057,-0.117,114.887,0.486,-0.775
'[12:32:08.144 08/02/1996]',0.058,-0.117,111.429,0.503,-0.782
'[12:32:08.146 08/02/1996]',0.058,-0.105,111.429,0.503,-0.782
'[12:32:08.148 08/02/1996]',0.058,-0.105,111.429,0.503,-0.782
'[12:32:08.150 08/02/1996]',0.057,-0.117,111.429,0.503,-0.782
'[12:32:08.152 08/02/1996]',0.057,-0.105,107.594,0.515,-0.787
'[12:32:08.154 08/02/1996]',0.057,-0.105,107.594,0.515,-0.787
'[12:32:08.156 08/02/1996]',0.057,-0.105,107.594,0.515,-0.787
'[12:32:08.158 08/02/1996]',0.057,-0.117,107.594,0.515,-0.787
'[12:32:08.160 08/02/1996]',0.057,-0.117,103.459,0.523,-0.787
'[12:32:08.162 08/02/1996]',0.057,-0.117,103.459,0.523,-0.787
'[12:32:08.164 08/02/1996]',0.057,-0.105,103.459,0.523,-0.787
'[12:32:08.166 08/02/1996]',0.057,-0.105,103.459,0.523,-0.787
'[12:32:08.168 08/02/1996]',0.057,-0.093,99.023,0.528,-0.783
'[12:32:08.170 08/02/1996]',0.057,-0.093,99.023,0.528,-0.783
'[12:32:08.172 08/02/1996]',0.057,-0.105,99.023,0.528,-0.783
'[12:32:08.174 08/02/1996]',0.056,-0.093,99.023,0.528,-0.783
'[12:32:08.176 08/02/1996]',0.055,-0.093,94.586,0.528,-0.776
'[12:32:08.178 08/02/1996]',0.054,-0.093,94.586,0.528,-0.776
'[12:32:08.180 08/02/1996]',0.054,-0.093,94.586,0.528,-0.776
'[12:32:08.182 08/02/1996]',0.053,-0.093,94.586,0.528,-0.776
'[12:32:08.184 08/02/1996]',0.054,-0.081,90.301,0.522,-0.767
'[12:32:08.186 08/02/1996]',0.054,-0.081,90.301,0.522,-0.767
'[12:32:08.188 08/02/1996]',0.054,-0.081,90.301,0.522,-0.767
'[12:32:08.190 08/02/1996]',0.053,-0.081,90.301,0.522,-0.767
'[12:32:08.192 08/02/1996]',0.052,-0.081,86.316,0.513,-0.758
'[12:32:08.194 08/02/1996]',0.051,-0.070,86.316,0.513,-0.758
'[12:32:08.196 08/02/1996]',0.050,-0.070,86.316,0.513,-0.758
'[12:32:08.198 08/02/1996]',0.048,-0.058,86.316,0.513,-0.758
'[12:32:08.200 08/02/1996]',0.047,-0.058,82.782,0.500,-0.748
'[12:32:08.202 08/02/1996]',0.046,-0.046,82.782,0.500,-0.748
'[12:32:08.204 08/02/1996]',0.044,-0.058,82.782,0.500,-0.748
'[12:32:08.206 08/02/1996]',0.042,-0.058,82.782,0.500,-0.748
'[12:32:08.208 08/02/1996]',0.040,-0.058,79.699,0.483,-0.738
'[12:32:08.210 08/02/1996]',0.037,-0.070,79.699,0.483,-0.738
'[12:32:08.212 08/02/1996]',0.035,-0.070,79.699,0.483,-0.738
'[12:32:08.214 08/02/1996]',0.032,-0.058,79.699,0.483,-0.738
'[12:32:08.216 08/02/1996]',0.032,-0.058,77.068,0.462,-0.729
'[12:32:08.218 08/02/1996]',0.031,-0.058,77.068,0.462,-0.729
'[12:32:08.220 08/02/1996]',0.031,-0.046,77.068,0.462,-0.729
'[12:32:08.222 08/02/1996]',0.031,-0.046,77.068,0.462,-0.729
'[12:32:08.224 08/02/1996]',0.032,-0.058,74.812,0.436,-0.723
'[12:32:08.226 08/02/1996]',0.033,-0.058,74.812,0.436,-0.723
'[12:32:08.228 08/02/1996]',0.035,-0.058,74.812,0.436,-0.723
'[12:32:08.230 08/02/1996]',0.036,-0.046,74.812,0.436,-0.723
'[12:32:08.232 08/02/1996]',0.038,-0.046,73.008,0.406,-0.721
'[12:32:08.234 08/02/1996]',0.040,-0.034,73.008,0.406,-0.721
'[12:32:08.236 08/02/1996]',0.041,-0.034,73.008,0.406,-0.721
'[12:32:08.238 08/02/1996]',0.041,-0.034,73.008,0.406,-0.721
'[12:32:08.240 08/02/1996]',0.040,-0.034,71.654,0.374,-0.722
'[12:32:08.242 08/02/1996]',0.039,-0.034,71.654,0.374,-0.722
'[12:32:08.244 08/02/1996]',0.037,-0.046,71.654,0.374,-0.722
'[12:32:08.246 08/02/1996]',0.034,-0.046,71.654,0.374,-0.722
'[12:32:08.248 08/02/1996]',0.032,-0.046,70.677,0.338,-0.715
'[12:32:08.250 08/02/1996]',0.031,-0.046,70.677,0.338,-0.715
'[12:32:08.252 08/02/1996]',0.028,-0.034,70.677,0.338,-0.715
'[12:32:08.254 08/02/1996]',0.025,-0.034,70.677,0.338,-0.715
'[12:32:08.256 08/02/1996]',0.023,-0.034,69.925,0.300,-0.691
'[12:32:08.258 08/02/1996]',0.021,-0.046,69.925,0.300,-0.691
'[12:32:08.260 08/02/1996]',0.020,-0.046,69.925,0.300,-0.691
'[12:32:08.262 08/02/1996]',0.019,-0.046,69.925,0.300,-0.691
'[12:32:08.264 08/02/1996]',0.019,-0.046,69.398,0.261,-0.652
'[12:32:08.266 08/02/1996]',0.020,-0.046,69.398,0.261,-0.652
'[12:32:08.268 08/02/1996]',0.021,-0.034,69.398,0.261,-0.652
'[12:32:08.270 08/02/1996]',0.023,-0.034,69.398,0.261,-0.652
'[12:32:08.272 08/02/1996]',0.024,-0.046,68.947,0.220,-0.600
'[12:32:08.274 08/02/1996]',0.026,-0.046,68.947,0.220,-0.600
'[12:32:08.276 08/02/1996]',0.027,-0.058,68.947,0.220,-0.600
'[12:32:08.278 08/02/1996]',0.029,-0.046,68.947,0.220,-0.600
'[12:32:08.280 08/02/1996]',0.029,-0.046,68.647,0.177,-0.542
'[12:32:08.282 08/02/1996]',0.029,-0.046,68.647,0.177,-0.542
'[12:32:08.284 08/02/1996]',0.028,-0.046,68.647,0.177,-0.542
'[12:32:08.286 08/02/1996]',0.028,-0.034,68.647,0.177,-0.542
'[12:32:08.288 08/02/1996]',0.027,-0.034,68.421,0.136,-0.486
'[12:32:08.290 08/02/1996]',0.027,-0.034,68.421,0.136,-0.486
'[12:32:08.292 08/02/1996]',0.027,-0.046,68.421,0.136,-0.486
'[12:32:08.294 08/02/1996]',0.028,-0.058,68.421,0.136,-0.486
'[12:32:08.296 08/02/1996]',0.029,-0.046,68.195,0.094,-0.432
'[12:32:08.298 08/02/1996]',0.030,-0.046,68.195,0.094,-0.432
'[12:32:08.300 08/02/1996]',0.031,-0.046,68.195,0.094,-0.432
'[12:32:08.302 08/02/1996]',0.031,-0.034,68.195,0.094,-0.432
'[12:32:08.304 08/02/1996]',0.032,-0.034,68.120,0.053,-0.379
'[12:32:08.306 08/02/1996]',0.032,-0.046,68.120,0.053,-0.379
'[12:32:08.308 08/02/1996]',0.032,-0.046,68.120,0.053,-0.379
'[12:32:08.310 08/02/1996]',0.032,-0.046,68.120,0.053,-0.379
'[12:32:08.312 08/02/1996]',0.031,-0.058,67.895,0.015,-0.338
'[12:32:08.314 08/02/1996]',0.031,-0.046,67.895,0.015,-0.338
'[12:32:08.316 08/02/1996]',0.030,-0.046,67.895,0.015,-0.338
'[12:32:08.318 08/02/1996]',0.029,-0.046,67.895,0.015,-0.338
'[12:32:08.320 08/02/1996]',0.028,-0.046,67.744,-0.021,-0.321
'[12:32:08.322 08/02/1996]',0.028,-0.046,67.744,-0.021,-0.321
'[12:32:08.324 08/02/1996]',0.027,-0.058,67.744,-0.021,-0.321
'[12:32:08.326 08/02/1996]',0.026,-0.058,67.744,-0.021,-0.321
'[12:32:08.328 08/02/1996]',0.025,-0.070,67.594,-0.056,-0.325
'[12:32:08.330 08/02/1996]',0.025,-0.058,67.594,-0.056,-0.325
'[12:32:08.332 08/02/1996]',0.025,-0.058,67.594,-0.056,-0.325
'[12:32:08.334 08/02/1996]',0.025,-0.046,67.594,-0.056,-0.325
'[12:32:08.336 08/02/1996]',0.025,-0.034,67.293,-0.088,-0.347
'[12:32:08.338 08/02/1996]',0.025,-0.046,67.293,-0.088,-0.347
'[12:32:08.340 08/02/1996]',0.025,-0.046,67.293,-0.088,-0.347
'[12:32:08.342 08/02/1996]',0.026,-0.046,67.293,-0.088,-0.347
'[12:32:08.344 08/02/1996]',0.027,-0.046,67.068,-0.119,-0.378
'[12:32:08.346 08/02/1996]',0.028,-0.058,67.068,-0.119,-0.378
'[12:32:08.348 08/02/1996]',0.028,-0.046,67.068,-0.119,-0.378
'[12:32:08.350 08/02/1996]',0.029,-0.046,67.068,-0.119,-0.378
'[12:32:08.352 08/02/1996]',0.028,-0.034,66.692,-0.148,-0.408
'[12:32:08.354 08/02/1996]',0.028,-0.034,66.692,-0.148,-0.408
'[12:32:08.356 08/02/1996]',0.026,-0.034,66.692,-0.148,-0.408
'[12:32:08.358 08/02/1996]',0.025,-0.046,66.692,-0.148,-0.408
'[12:32:08.360 08/02/1996]',0.023,-0.046,66.316,-0.173,-0.439
'[12:32:08.362 08/02/1996]',0.021,-0.046,66.316,-0.173,-0.439
'[12:32:08.364 08/02/1996]',0.019,-0.046,66.316,-0.173,-0.439
'[12:32:08.366 08/02/1996]',0.018,-0.046,66.316,-0.173,-0.439
'[12:32:08.368 08/02/1996]',0.017,-0.034,65.940,-0.197,-0.469
'[12:32:08.370 08/02/1996]',0.017,-0.046,65.940,-0.197,-0.469
'[12:32:08.372 08/02/1996]',0.017,-0.046,65.940,-0.197,-0.469
'[12:32:08.374 08/02/1996]',0.018,-0.046,65.940,-0.197,-0.469
'[12:32:08.376 08/02/1996]',0.018,-0.046,65.489,-0.215,-0.497
'[12:32:08.378 08/02/1996]',0.018,-0.046,65.489,-0.215,-0.497
