'Time and date','III ','ABP ','PLETH ','RESP '
'[01:29:37.764 22/10/1994]',0.044,91.850,-0.369,-0.371
'[01:29:37.766 22/10/1994]',0.051,91.850,-0.369,-0.371
'[01:29:37.768 22/10/1994]',0.058,101.450,-0.390,-0.371
'[01:29:37.770 22/10/1994]',0.065,101.450,-0.390,-0.371
'[01:29:37.772 22/10/1994]',0.072,101.450,-0.390,-0.371
'[01:29:37.774 22/10/1994]',0.080,101.450,-0.390,-0.371
'[01:29:37.776 22/10/1994]',0.087,110.150,-0.398,-0.373
'[01:29:37.778 22/10/1994]',0.094,110.150,-0.398,-0.373
'[01:29:37.780 22/10/1994]',0.101,110.150,-0.398,-0.373
'[01:29:37.782 22/10/1994]',0.108,110.150,-0.398,-0.373
'[01:29:37.784 22/10/1994]',0.114,116.750,-0.394,-0.376
'[01:29:37.786 22/10/1994]',0.120,116.750,-0.394,-0.376
'[01:29:37.788 22/10/1994]',0.124,116.750,-0.394,-0.376
'[01:29:37.790 22/10/1994]',0.128,116.750,-0.394,-0.376
'[01:29:37.792 22/10/1994]',0.131,120.750,-0.386,-0.379
'[01:29:37.794 22/10/1994]',0.133,120.750,-0.386,-0.379
'[01:29:37.796 22/10/1994]',0.134,120.750,-0.386,-0.379
'[01:29:37.798 22/10/1994]',0.135,120.750,-0.386,-0.379
'[01:29:37.800 22/10/1994]',0.135,122.250,-0.357,-0.382
'[01:29:37.802 22/10/1994]',0.134,122.250,-0.357,-0.382
'[01:29:37.804 22/10/1994]',0.133,122.250,-0.357,-0.382
'[01:29:37.806 22/10/1994]',0.131,122.250,-0.357,-0.382
'[01:29:37.808 22/10/1994]',0.129,121.950,-0.314,-0.385
'[01:29:37.810 22/10/1994]',0.126,121.950,-0.314,-0.385
'[01:29:37.812 22/10/1994]',0.122,121.950,-0.314,-0.385
'[01:29:37.814 22/10/1994]',0.118,121.950,-0.314,-0.385
'[01:29:37.816 22/10/1994]',0.113,120.500,-0.253,-0.388
'[01:29:37.818 22/10/1994]',0.107,120.500,-0.253,-0.388
'[01:29:37.820 22/10/1994]',0.102,120.500,-0.253,-0.388
'[01:29:37.822 22/10/1994]',0.097,120.500,-0.253,-0.388
'[01:29:37.824 22/10/1994]',0.092,118.400,-0.169,-0.390
'[01:29:37.826 22/10/1994]',0.088,118.400,-0.169,-0.390
'[01:29:37.828 22/10/1994]',0.083,118.400,-0.169,-0.390
'[01:29:37.830 22/10/1994]',0.077,118.400,-0.169,-0.390
'[01:29:37.832 22/10/1994]',0.070,115.950,-0.072,-0.392
'[01:29:37.834 22/10/1994]',0.064,115.950,-0.072,-0.392
'[01:29:37.836 22/10/1994]',0.058,115.950,-0.072,-0.392
'[01:29:37.838 22/10/1994]',0.051,115.950,-0.072,-0.392
'[01:29:37.840 22/10/1994]',0.046,113.000,0.036,-0.394
'[01:29:37.842 22/10/1994]',0.041,113.000,0.036,-0.394
'[01:29:37.844 22/10/1994]',0.035,113.000,0.036,-0.394
'[01:29:37.846 22/10/1994]',0.030,113.000,0.036,-0.394
'[01:29:37.848 22/10/1994]',0.025,110.150,0.148,-0.396
'[01:29:37.850 22/10/1994]',0.020,110.150,0.148,-0.396
'[01:29:37.852 22/10/1994]',0.016,110.150,0.148,-0.396
'[01:29:37.854 22/10/1994]',0.012,110.150,0.148,-0.396
'[01:29:37.856 22/10/1994]',0.008,107.400,0.257,-0.398
'[01:29:37.858 22/10/1994]',0.004,107.400,0.257,-0.398
'[01:29:37.860 22/10/1994]',-0.001,107.400,0.257,-0.398
'[01:29:37.862 22/10/1994]',-0.006,107.400,0.257,-0.398
'[01:29:37.864 22/10/1994]',-0.011,104.700,0.357,-0.399
'[01:29:37.866 22/10/1994]',-0.016,104.700,0.357,-0.399
'[01:29:37.868 22/10/1994]',-0.021,104.700,0.357,-0.399
'[01:29:37.870 22/10/1994]',-0.025,104.700,0.357,-0.399
'[01:29:37.872 22/10/1994]',-0.028,102.150,0.450,-0.401
'[01:29:37.874 22/10/1994]',-0.030,102.150,0.450,-0.401
'[01:29:37.876 22/10/1994]',-0.032,102.150,0.450,-0.401
'[01:29:37.878 22/10/1994]',-0.034,102.150,0.450,-0.401
'[01:29:37.880 22/10/1994]',-0.036,99.650,0.518,-0.402
'[01:29:37.882 22/10/1994]',-0.038,99.650,0.518,-0.402
'[01:29:37.884 22/10/1994]',-0.039,99.650,0.518,-0.402
'[01:29:37.886 22/10/1994]',-0.040,99.650,0.518,-0.402
'[01:29:37.888 22/10/1994]',-0.041,97.250,0.566,-0.403
'[01:29:37.890 22/10/1994]',-0.041,97.250,0.566,-0.403
'[01:29:37.892 22/10/1994]',-0.041,97.250,0.566,-0.403
'[01:29:37.894 22/10/1994]',-0.041,97.250,0.566,-0.403
'[01:29:37.896 22/10/1994]',-0.042,94.950,0.590,-0.404
'[01:29:37.898 22/10/1994]',-0.043,94.950,0.590,-0.404
'[01:29:37.900 22/10/1994]',-0.043,94.950,0.590,-0.404
'[01:29:37.902 22/10/1994]',-0.044,94.950,0.590,-0.404
'[01:29:37.904 22/10/1994]',-0.044,92.700,0.598,-0.406
'[01:29:37.906 22/10/1994]',-0.044,92.700,0.598,-0.406
'[01:29:37.908 22/10/1994]',-0.043,92.700,0.598,-0.406
'[01:29:37.910 22/10/1994]',-0.041,92.700,0.598,-0.406
'[01:29:37.912 22/10/1994]',-0.041,90.350,0.582,-0.407
'[01:29:37.914 22/10/1994]',-0.040,90.350,0.582,-0.407
'[01:29:37.916 22/10/1994]',-0.040,90.350,0.582,-0.407
'[01:29:37.918 22/10/1994]',-0.039,90.350,0.582,-0.407
'[01:29:37.920 22/10/1994]',-0.037,87.900,0.558,-0.410
'[01:29:37.922 22/10/1994]',-0.036,87.900,0.558,-0.410
'[01:29:37.924 22/10/1994]',-0.034,87.900,0.558,-0.410
'[01:29:37.926 22/10/1994]',-0.032,87.900,0.558,-0.410
'[01:29:37.928 22/10/1994]',-0.029,85.350,0.514,-0.412
'[01:29:37.930 22/10/1994]',-0.025,85.350,0.514,-0.412
'[01:29:37.932 22/10/1994]',-0.021,85.350,0.514,-0.412
'[01:29:37.934 22/10/1994]',-0.018,85.350,0.514,-0.412
'[01:29:37.936 22/10/1994]',-0.016,82.550,0.466,-0.415
'[01:29:37.938 22/10/1994]',-0.014,82.550,0.466,-0.415
'[01:29:37.940 22/10/1994]',-0.015,82.550,0.466,-0.415
'[01:29:37.942 22/10/1994]',-0.015,82.550,0.466,-0.415
'[01:29:37.944 22/10/1994]',-0.017,79.900,0.413,-0.419
'[01:29:37.946 22/10/1994]',-0.019,79.900,0.413,-0.419
'[01:29:37.948 22/10/1994]',-0.021,79.900,0.413,-0.419
'[01:29:37.950 22/10/1994]',-0.023,79.900,0.413,-0.419
'[01:29:37.952 22/10/1994]',-0.025,77.400,0.353,-0.423
'[01:29:37.954 22/10/1994]',-0.027,77.400,0.353,-0.423
'[01:29:37.956 22/10/1994]',-0.029,77.400,0.353,-0.423
'[01:29:37.958 22/10/1994]',-0.032,77.400,0.353,-0.423
'[01:29:37.960 22/10/1994]',-0.035,75.250,0.285,-0.426
'[01:29:37.962 22/10/1994]',-0.037,75.250,0.285,-0.426
'[01:29:37.964 22/10/1994]',-0.039,75.250,0.285,-0.426
'[01:29:37.966 22/10/1994]',-0.041,75.250,0.285,-0.426
'[01:29:37.968 22/10/1994]',-0.043,73.500,0.221,-0.429
'[01:29:37.970 22/10/1994]',-0.044,73.500,0.221,-0.429
'[01:29:37.972 22/10/1994]',-0.044,73.500,0.221,-0.429
'[01:29:37.974 22/10/1994]',-0.045,73.500,0.221,-0.429
'[01:29:37.976 22/10/1994]',-0.044,72.400,0.152,-0.431
'[01:29:37.978 22/10/1994]',-0.044,72.400,0.152,-0.431
'[01:29:37.980 22/10/1994]',-0.044,72.400,0.152,-0.431
'[01:29:37.982 22/10/1994]',-0.044,72.400,0.152,-0.431
'[01:29:37.984 22/10/1994]',-0.044,71.850,0.088,-0.432
'[01:29:37.986 22/10/1994]',-0.045,71.850,0.088,-0.432
'[01:29:37.988 22/10/1994]',-0.046,71.850,0.088,-0.432
'[01:29:37.990 22/10/1994]',-0.048,71.850,0.088,-0.432
'[01:29:37.992 22/10/1994]',-0.050,71.800,0.020,-0.433
'[01:29:37.994 22/10/1994]',-0.051,71.800,0.020,-0.433
'[01:29:37.996 22/10/1994]',-0.052,71.800,0.020,-0.433
'[01:29:37.998 22/10/1994]',-0.053,71.800,0.020,-0.433
'[01:29:38.000 22/10/1994]',-0.054,72.100,-0.049,-0.434
'[01:29:38.002 22/10/1994]',-0.056,72.100,-0.049,-0.434
'[01:29:38.004 22/10/1994]',-0.057,72.100,-0.049,-0.434
'[01:29:38.006 22/10/1994]',-0.058,72.100,-0.049,-0.434
'[01:29:38.008 22/10/1994]',-0.056,72.750,-0.117,-0.434
'[01:29:38.010 22/10/1994]',-0.054,72.750,-0.117,-0.434
'[01:29:38.012 22/10/1994]',-0.050,72.750,-0.117,-0.434
'[01:29:38.014 22/10/1994]',-0.045,72.750,-0.117,-0.434
'[01:29:38.016 22/10/1994]',-0.038,73.650,-0.177,-0.434
'[01:29:38.018 22/10/1994]',-0.031,73.650,-0.177,-0.434
'[01:29:38.020 22/10/1994]',-0.022,73.650,-0.177,-0.434
'[01:29:38.022 22/10/1994]',-0.013,73.650,-0.177,-0.434
'[01:29:38.024 22/10/1994]',-0.002,74.850,-0.233,-0.433
'[01:29:38.026 22/10/1994]',0.009,74.850,-0.233,-0.433
'[01:29:38.028 22/10/1994]',0.026,74.850,-0.233,-0.433
'[01:29:38.030 22/10/1994]',0.043,74.850,-0.233,-0.433
'[01:29:38.032 22/10/1994]',0.070,76.200,-0.289,-0.433
'[01:29:38.034 22/10/1994]',0.096,76.200,-0.289,-0.433
'[01:29:38.036 22/10/1994]',0.138,76.200,-0.289,-0.433
'[01:29:38.038 22/10/1994]',0.180,76.200,-0.289,-0.433
'[01:29:38.040 22/10/1994]',0.241,77.550,-0.334,-0.432
'[01:29:38.042 22/10/1994]',0.303,77.550,-0.334,-0.432
'[01:29:38.044 22/10/1994]',0.376,77.550,-0.334,-0.432
'[01:29:38.046 22/10/1994]',0.449,77.550,-0.334,-0.432
'[01:29:38.048 22/10/1994]',0.512,78.750,-0.378,-0.430
'[01:29:38.050 22/10/1994]',0.575,78.750,-0.378,-0.430
'[01:29:38.052 22/10/1994]',0.605,78.750,-0.378,-0.430
'[01:29:38.054 22/10/1994]',0.634,78.750,-0.378,-0.430
'[01:29:38.056 22/10/1994]',0.621,79.750,-0.434,-0.429
'[01:29:38.058 22/10/1994]',0.607,79.750,-0.434,-0.429
'[01:29:38.060 22/10/1994]',0.554,79.750,-0.434,-0.429
'[01:29:38.062 22/10/1994]',0.502,79.750,-0.434,-0.429
'[01:29:38.064 22/10/1994]',0.431,80.300,-0.454,-0.427
'[01:29:38.066 22/10/1994]',0.361,80.300,-0.454,-0.427
'[01:29:38.068 22/10/1994]',0.293,80.300,-0.454,-0.427
'[01:29:38.070 22/10/1994]',0.225,80.300,-0.454,-0.427
'[01:29:38.072 22/10/1994]',0.169,80.450,-0.470,-0.425
'[01:29:38.074 22/10/1994]',0.113,80.450,-0.470,-0.425
'[01:29:38.076 22/10/1994]',0.072,80.450,-0.470,-0.425
'[01:29:38.078 22/10/1994]',0.031,80.450,-0.470,-0.425
'[01:29:38.080 22/10/1994]',0.004,80.300,-0.470,-0.422
'[01:29:38.082 22/10/1994]',-0.023,80.300,-0.470,-0.422
'[01:29:38.084 22/10/1994]',-0.040,80.300,-0.470,-0.422
'[01:29:38.086 22/10/1994]',-0.056,80.300,-0.470,-0.422
'[01:29:38.088 22/10/1994]',-0.066,79.900,-0.470,-0.420
'[01:29:38.090 22/10/1994]',-0.076,79.900,-0.470,-0.420
'[01:29:38.092 22/10/1994]',-0.081,79.900,-0.470,-0.420
'[01:29:38.094 22/10/1994]',-0.086,79.900,-0.470,-0.420
'[01:29:38.096 22/10/1994]',-0.089,79.450,-0.454,-0.417
'[01:29:38.098 22/10/1994]',-0.093,79.450,-0.454,-0.417
'[01:29:38.100 22/10/1994]',-0.095,79.450,-0.454,-0.417
'[01:29:38.102 22/10/1994]',-0.097,79.450,-0.454,-0.417
'[01:29:38.104 22/10/1994]',-0.098,78.850,-0.434,-0.415
'[01:29:38.106 22/10/1994]',-0.099,78.850,-0.434,-0.415
'[01:29:38.108 22/10/1994]',-0.099,78.850,-0.434,-0.415
'[01:29:38.110 22/10/1994]',-0.099,78.850,-0.434,-0.415
'[01:29:38.112 22/10/1994]',-0.099,78.150,-0.414,-0.412
'[01:29:38.114 22/10/1994]',-0.099,78.150,-0.414,-0.412
'[01:29:38.116 22/10/1994]',-0.099,78.150,-0.414,-0.412
'[01:29:38.118 22/10/1994]',-0.098,78.150,-0.414,-0.412
'[01:29:38.120 22/10/1994]',-0.097,77.500,-0.387,-0.409
'[01:29:38.122 22/10/1994]',-0.096,77.500,-0.387,-0.409
'[01:29:38.124 22/10/1994]',-0.096,77.500,-0.387,-0.409
'[01:29:38.126 22/10/1994]',-0.095,77.500,-0.387,-0.409
'[01:29:38.128 22/10/1994]',-0.095,76.800,-0.366,-0.407
'[01:29:38.130 22/10/1994]',-0.095,76.800,-0.366,-0.407
'[01:29:38.132 22/10/1994]',-0.095,76.800,-0.366,-0.407
'[01:29:38.134 22/10/1994]',-0.095,76.800,-0.366,-0.407
'[01:29:38.136 22/10/1994]',-0.094,76.000,-0.346,-0.405
'[01:29:38.138 22/10/1994]',-0.093,76.000,-0.346,-0.405
'[01:29:38.140 22/10/1994]',-0.092,76.000,-0.346,-0.405
'[01:29:38.142 22/10/1994]',-0.091,76.000,-0.346,-0.405
'[01:29:38.144 22/10/1994]',-0.089,75.150,-0.323,-0.402
'[01:29:38.146 22/10/1994]',-0.087,75.150,-0.323,-0.402
'[01:29:38.148 22/10/1994]',-0.086,75.150,-0.323,-0.402
'[01:29:38.150 22/10/1994]',-0.085,75.150,-0.323,-0.402
'[01:29:38.152 22/10/1994]',-0.085,74.250,-0.306,-0.400
'[01:29:38.154 22/10/1994]',-0.084,74.250,-0.306,-0.400
'[01:29:38.156 22/10/1994]',-0.084,74.250,-0.306,-0.400
'[01:29:38.158 22/10/1994]',-0.084,74.250,-0.306,-0.400
'[01:29:38.160 22/10/1994]',-0.084,73.450,-0.302,-0.397
'[01:29:38.162 22/10/1994]',-0.084,73.450,-0.302,-0.397
'[01:29:38.164 22/10/1994]',-0.084,73.450,-0.302,-0.397
'[01:29:38.166 22/10/1994]',-0.083,73.450,-0.302,-0.397
'[01:29:38.168 22/10/1994]',-0.082,72.700,-0.298,-0.395
'[01:29:38.170 22/10/1994]',-0.080,72.700,-0.298,-0.395
'[01:29:38.172 22/10/1994]',-0.078,72.700,-0.298,-0.395
'[01:29:38.174 22/10/1994]',-0.076,72.700,-0.298,-0.395
'[01:29:38.176 22/10/1994]',-0.072,72.000,-0.298,-0.392
'[01:29:38.178 22/10/1994]',-0.069,72.000,-0.298,-0.392
'[01:29:38.180 22/10/1994]',-0.068,72.000,-0.298,-0.392
'[01:29:38.182 22/10/1994]',-0.066,72.000,-0.298,-0.392
'[01:29:38.184 22/10/1994]',-0.066,71.500,-0.306,-0.390
'[01:29:38.186 22/10/1994]',-0.065,71.500,-0.306,-0.390
'[01:29:38.188 22/10/1994]',-0.064,71.500,-0.306,-0.390
'[01:29:38.190 22/10/1994]',-0.062,71.500,-0.306,-0.390
'[01:29:38.192 22/10/1994]',-0.060,71.350,-0.319,-0.389
'[01:29:38.194 22/10/1994]',-0.058,71.350,-0.319,-0.389
'[01:29:38.196 22/10/1994]',-0.056,71.350,-0.319,-0.389
'[01:29:38.198 22/10/1994]',-0.054,71.350,-0.319,-0.389
'[01:29:38.200 22/10/1994]',-0.051,71.800,-0.331,-0.388
'[01:29:38.202 22/10/1994]',-0.049,71.800,-0.331,-0.388
'[01:29:38.204 22/10/1994]',-0.044,71.800,-0.331,-0.388
'[01:29:38.206 22/10/1994]',-0.040,71.800,-0.331,-0.388
'[01:29:38.208 22/10/1994]',-0.035,73.350,-0.350,-0.388
'[01:29:38.210 22/10/1994]',-0.031,73.350,-0.350,-0.388
'[01:29:38.212 22/10/1994]',-0.027,73.350,-0.350,-0.388
'[01:29:38.214 22/10/1994]',-0.023,73.350,-0.350,-0.388
'[01:29:38.216 22/10/1994]',-0.018,76.900,-0.370,-0.389
'[01:29:38.218 22/10/1994]',-0.013,76.900,-0.370,-0.389
'[01:29:38.220 22/10/1994]',-0.007,76.900,-0.370,-0.389
'[01:29:38.222 22/10/1994]',-0.002,76.900,-0.370,-0.389
'[01:29:38.224 22/10/1994]',0.004,82.850,-0.387,-0.389
'[01:29:38.226 22/10/1994]',0.010,82.850,-0.387,-0.389
'[01:29:38.228 22/10/1994]',0.015,82.850,-0.387,-0.389
'[01:29:38.230 22/10/1994]',0.021,82.850,-0.387,-0.389
'[01:29:38.232 22/10/1994]',0.026,91.200,-0.410,-0.390
'[01:29:38.234 22/10/1994]',0.032,91.200,-0.410,-0.390
'[01:29:38.236 22/10/1994]',0.040,91.200,-0.410,-0.390
'[01:29:38.238 22/10/1994]',0.047,91.200,-0.410,-0.390
'[01:29:38.240 22/10/1994]',0.057,100.700,-0.426,-0.391
'[01:29:38.242 22/10/1994]',0.066,100.700,-0.426,-0.391
'[01:29:38.244 22/10/1994]',0.076,100.700,-0.426,-0.391
'[01:29:38.246 22/10/1994]',0.086,100.700,-0.426,-0.391
'[01:29:38.248 22/10/1994]',0.096,109.700,-0.438,-0.393
'[01:29:38.250 22/10/1994]',0.106,109.700,-0.438,-0.393
'[01:29:38.252 22/10/1994]',0.115,109.700,-0.438,-0.393
'[01:29:38.254 22/10/1994]',0.123,109.700,-0.438,-0.393
'[01:29:38.256 22/10/1994]',0.128,116.600,-0.434,-0.395
'[01:29:38.258 22/10/1994]',0.133,116.600,-0.434,-0.395
'[01:29:38.260 22/10/1994]',0.135,116.600,-0.434,-0.395
'[01:29:38.262 22/10/1994]',0.136,116.600,-0.434,-0.395
'[01:29:38.264 22/10/1994]',0.136,120.750,-0.426,-0.397
'[01:29:38.266 22/10/1994]',0.136,120.750,-0.426,-0.397
'[01:29:38.268 22/10/1994]',0.137,120.750,-0.426,-0.397
'[01:29:38.270 22/10/1994]',0.137,120.750,-0.426,-0.397
'[01:29:38.272 22/10/1994]',0.136,122.400,-0.403,-0.400
'[01:29:38.274 22/10/1994]',0.135,122.400,-0.403,-0.400
'[01:29:38.276 22/10/1994]',0.133,122.400,-0.403,-0.400
'[01:29:38.278 22/10/1994]',0.130,122.400,-0.403,-0.400
'[01:29:38.280 22/10/1994]',0.128,122.000,-0.362,-0.404
'[01:29:38.282 22/10/1994]',0.125,122.000,-0.362,-0.404
'[01:29:38.284 22/10/1994]',0.120,122.000,-0.362,-0.404
'[01:29:38.286 22/10/1994]',0.115,122.000,-0.362,-0.404
'[01:29:38.288 22/10/1994]',0.108,120.450,-0.302,-0.406
'[01:29:38.290 22/10/1994]',0.102,120.450,-0.302,-0.406
'[01:29:38.292 22/10/1994]',0.096,120.450,-0.302,-0.406
'[01:29:38.294 22/10/1994]',0.089,120.450,-0.302,-0.406
'[01:29:38.296 22/10/1994]',0.082,118.100,-0.223,-0.409
'[01:29:38.298 22/10/1994]',0.075,118.100,-0.223,-0.409
'[01:29:38.300 22/10/1994]',0.068,118.100,-0.223,-0.409
'[01:29:38.302 22/10/1994]',0.060,118.100,-0.223,-0.409
'[01:29:38.304 22/10/1994]',0.054,115.250,-0.136,-0.412
'[01:29:38.306 22/10/1994]',0.048,115.250,-0.136,-0.412
'[01:29:38.308 22/10/1994]',0.043,115.250,-0.136,-0.412
'[01:29:38.310 22/10/1994]',0.038,115.250,-0.136,-0.412
'[01:29:38.312 22/10/1994]',0.034,112.250,-0.024,-0.415
'[01:29:38.314 22/10/1994]',0.030,112.250,-0.024,-0.415
'[01:29:38.316 22/10/1994]',0.026,112.250,-0.024,-0.415
'[01:29:38.318 22/10/1994]',0.022,112.250,-0.024,-0.415
'[01:29:38.320 22/10/1994]',0.018,109.250,0.084,-0.418
'[01:29:38.322 22/10/1994]',0.015,109.250,0.084,-0.418
'[01:29:38.324 22/10/1994]',0.012,109.250,0.084,-0.418
'[01:29:38.326 22/10/1994]',0.009,109.250,0.084,-0.418
'[01:29:38.328 22/10/1994]',0.005,106.400,0.192,-0.421
'[01:29:38.330 22/10/1994]',0.001,106.400,0.192,-0.421
'[01:29:38.332 22/10/1994]',-0.004,106.400,0.192,-0.421
'[01:29:38.334 22/10/1994]',-0.009,106.400,0.192,-0.421
'[01:29:38.336 22/10/1994]',-0.013,103.700,0.291,-0.424
'[01:29:38.338 22/10/1994]',-0.017,103.700,0.291,-0.424
'[01:29:38.340 22/10/1994]',-0.020,103.700,0.291,-0.424
'[01:29:38.342 22/10/1994]',-0.023,103.700,0.291,-0.424
'[01:29:38.344 22/10/1994]',-0.025,101.100,0.379,-0.427
'[01:29:38.346 22/10/1994]',-0.028,101.100,0.379,-0.427
'[01:29:38.348 22/10/1994]',-0.031,101.100,0.379,-0.427
'[01:29:38.350 22/10/1994]',-0.034,101.100,0.379,-0.427
'[01:29:38.352 22/10/1994]',-0.036,98.600,0.455,-0.429
'[01:29:38.354 22/10/1994]',-0.039,98.600,0.455,-0.429
'[01:29:38.356 22/10/1994]',-0.042,98.600,0.455,-0.429
'[01:29:38.358 22/10/1994]',-0.044,98.600,0.455,-0.429
'[01:29:38.360 22/10/1994]',-0.046,96.300,0.498,-0.431
'[01:29:38.362 22/10/1994]',-0.049,96.300,0.498,-0.431
'[01:29:38.364 22/10/1994]',-0.051,96.300,0.498,-0.431
'[01:29:38.366 22/10/1994]',-0.052,96.300,0.498,-0.431
'[01:29:38.368 22/10/1994]',-0.053,93.950,0.526,-0.433
'[01:29:38.370 22/10/1994]',-0.055,93.950,0.526,-0.433
'[01:29:38.372 22/10/1994]',-0.054,93.950,0.526,-0.433
'[01:29:38.374 22/10/1994]',-0.054,93.950,0.526,-0.433
'[01:29:38.376 22/10/1994]',-0.052,91.700,0.526,-0.435
'[01:29:38.378 22/10/1994]',-0.051,91.700,0.526,-0.435
'[01:29:38.380 22/10/1994]',-0.049,91.700,0.526,-0.435
'[01:29:38.382 22/10/1994]',-0.047,91.700,0.526,-0.435
'[01:29:38.384 22/10/1994]',-0.045,89.300,0.518,-0.438
'[01:29:38.386 22/10/1994]',-0.043,89.300,0.518,-0.438
'[01:29:38.388 22/10/1994]',-0.042,89.300,0.518,-0.438
'[01:29:38.390 22/10/1994]',-0.040,89.300,0.518,-0.438
'[01:29:38.392 22/10/1994]',-0.038,86.850,0.482,-0.441
'[01:29:38.394 22/10/1994]',-0.036,86.850,0.482,-0.441
'[01:29:38.396 22/10/1994]',-0.034,86.850,0.482,-0.441
'[01:29:38.398 22/10/1994]',-0.032,86.850,0.482,-0.441
'[01:29:38.400 22/10/1994]',-0.031,84.200,0.443,-0.444
'[01:29:38.402 22/10/1994]',-0.030,84.200,0.443,-0.444
'[01:29:38.404 22/10/1994]',-0.029,84.200,0.443,-0.444
'[01:29:38.406 22/10/1994]',-0.029,84.200,0.443,-0.444
'[01:29:38.408 22/10/1994]',-0.029,81.500,0.391,-0.448
'[01:29:38.410 22/10/1994]',-0.030,81.500,0.391,-0.448
'[01:29:38.412 22/10/1994]',-0.030,81.500,0.391,-0.448
'[01:29:38.414 22/10/1994]',-0.030,81.500,0.391,-0.448
'[01:29:38.416 22/10/1994]',-0.030,78.850,0.331,-0.453
'[01:29:38.418 22/10/1994]',-0.030,78.850,0.331,-0.453
'[01:29:38.420 22/10/1994]',-0.030,78.850,0.331,-0.453
'[01:29:38.422 22/10/1994]',-0.031,78.850,0.331,-0.453
'[01:29:38.424 22/10/1994]',-0.032,76.350,0.267,-0.459
'[01:29:38.426 22/10/1994]',-0.033,76.350,0.267,-0.459
'[01:29:38.428 22/10/1994]',-0.034,76.350,0.267,-0.459
'[01:29:38.430 22/10/1994]',-0.035,76.350,0.267,-0.459
'[01:29:38.432 22/10/1994]',-0.036,74.250,0.203,-0.466
'[01:29:38.434 22/10/1994]',-0.037,74.250,0.203,-0.466
'[01:29:38.436 22/10/1994]',-0.040,74.250,0.203,-0.466
'[01:29:38.438 22/10/1994]',-0.042,74.250,0.203,-0.466
'[01:29:38.440 22/10/1994]',-0.045,72.600,0.132,-0.472
'[01:29:38.442 22/10/1994]',-0.048,72.600,0.132,-0.472
'[01:29:38.444 22/10/1994]',-0.051,72.600,0.132,-0.472
'[01:29:38.446 22/10/1994]',-0.054,72.600,0.132,-0.472
'[01:29:38.448 22/10/1994]',-0.056,71.400,0.068,-0.478
'[01:29:38.450 22/10/1994]',-0.058,71.400,0.068,-0.478
'[01:29:38.452 22/10/1994]',-0.059,71.400,0.068,-0.478
'[01:29:38.454 22/10/1994]',-0.060,71.400,0.068,-0.478
'[01:29:38.456 22/10/1994]',-0.059,70.650,0.000,-0.482
'[01:29:38.458 22/10/1994]',-0.059,70.650,0.000,-0.482
'[01:29:38.460 22/10/1994]',-0.059,70.650,0.000,-0.482
'[01:29:38.462 22/10/1994]',-0.058,70.650,0.000,-0.482
'[01:29:38.464 22/10/1994]',-0.059,70.450,-0.071,-0.486
'[01:29:38.466 22/10/1994]',-0.060,70.450,-0.071,-0.486
'[01:29:38.468 22/10/1994]',-0.061,70.450,-0.071,-0.486
'[01:29:38.470 22/10/1994]',-0.062,70.450,-0.071,-0.486
'[01:29:38.472 22/10/1994]',-0.062,70.650,-0.140,-0.489
'[01:29:38.474 22/10/1994]',-0.063,70.650,-0.140,-0.489
'[01:29:38.476 22/10/1994]',-0.062,70.650,-0.140,-0.489
'[01:29:38.478 22/10/1994]',-0.062,70.650,-0.140,-0.489
'[01:29:38.480 22/10/1994]',-0.060,71.100,-0.211,-0.491
'[01:29:38.482 22/10/1994]',-0.058,71.100,-0.211,-0.491
'[01:29:38.484 22/10/1994]',-0.053,71.100,-0.211,-0.491
'[01:29:38.486 22/10/1994]',-0.048,71.100,-0.211,-0.491
'[01:29:38.488 22/10/1994]',-0.041,71.800,-0.275,-0.492
'[01:29:38.490 22/10/1994]',-0.034,71.800,-0.275,-0.492
'[01:29:38.492 22/10/1994]',-0.025,71.800,-0.275,-0.492
'[01:29:38.494 22/10/1994]',-0.017,71.800,-0.275,-0.492
'[01:29:38.496 22/10/1994]',-0.006,72.750,-0.335,-0.492
'[01:29:38.498 22/10/1994]',0.005,72.750,-0.335,-0.492
'[01:29:38.500 22/10/1994]',0.020,72.750,-0.335,-0.492
'[01:29:38.502 22/10/1994]',0.035,72.750,-0.335,-0.492
'[01:29:38.504 22/10/1994]',0.057,73.900,-0.387,-0.491
'[01:29:38.506 22/10/1994]',0.079,73.900,-0.387,-0.491
'[01:29:38.508 22/10/1994]',0.116,73.900,-0.387,-0.491
'[01:29:38.510 22/10/1994]',0.153,73.900,-0.387,-0.491
'[01:29:38.512 22/10/1994]',0.211,75.000,-0.438,-0.489
'[01:29:38.514 22/10/1994]',0.269,75.000,-0.438,-0.489
'[01:29:38.516 22/10/1994]',0.340,75.000,-0.438,-0.489
'[01:29:38.518 22/10/1994]',0.411,75.000,-0.438,-0.489
'[01:29:38.520 22/10/1994]',0.476,76.150,-0.478,-0.487
'[01:29:38.522 22/10/1994]',0.541,76.150,-0.478,-0.487
'[01:29:38.524 22/10/1994]',0.577,76.150,-0.478,-0.487
'[01:29:38.526 22/10/1994]',0.613,76.150,-0.478,-0.487
'[01:29:38.528 22/10/1994]',0.606,77.100,-0.514,-0.483
'[01:29:38.530 22/10/1994]',0.599,77.100,-0.514,-0.483
'[01:29:38.532 22/10/1994]',0.552,77.100,-0.514,-0.483
