'Time and date','V ','ABP ','PAP ','ART ','ART1 '
'[12:13:11.726 02/02/1995]',-0.941,54.550,16.288,58.550,47.750
'[12:13:11.728 02/02/1995]',-1.029,54.300,15.700,56.800,46.400
'[12:13:11.730 02/02/1995]',-1.117,54.300,15.700,56.800,46.400
'[12:13:11.732 02/02/1995]',-1.139,54.300,15.700,56.800,46.400
'[12:13:11.734 02/02/1995]',-1.073,54.300,15.700,56.800,46.400
'[12:13:11.736 02/02/1995]',-1.007,54.650,15.175,53.300,45.100
'[12:13:11.738 02/02/1995]',-0.898,54.650,15.175,53.300,45.100
'[12:13:11.740 02/02/1995]',-0.722,54.650,15.175,53.300,45.100
'[12:13:11.742 02/02/1995]',-0.591,54.650,15.175,53.300,45.100
'[12:13:11.744 02/02/1995]',-0.481,54.700,14.938,49.950,43.850
'[12:13:11.746 02/02/1995]',-0.437,54.700,14.938,49.950,43.850
'[12:13:11.748 02/02/1995]',-0.349,54.700,14.938,49.950,43.850
'[12:13:11.750 02/02/1995]',-0.306,54.700,14.938,49.950,43.850
'[12:13:11.752 02/02/1995]',-0.240,54.000,14.812,47.750,42.750
'[12:13:11.754 02/02/1995]',-0.196,54.000,14.812,47.750,42.750
'[12:13:11.756 02/02/1995]',-0.174,54.000,14.812,47.750,42.750
'[12:13:11.758 02/02/1995]',-0.108,54.000,14.812,47.750,42.750
'[12:13:11.760 02/02/1995]',-0.064,52.600,14.588,46.500,41.650
'[12:13:11.762 02/02/1995]',-0.064,52.600,14.588,46.500,41.650
'[12:13:11.764 02/02/1995]',-0.020,52.600,14.588,46.500,41.650
'[12:13:11.766 02/02/1995]',0.002,52.600,14.588,46.500,41.650
'[12:13:11.768 02/02/1995]',0.002,50.900,14.287,46.050,40.600
'[12:13:11.770 02/02/1995]',0.023,50.900,14.287,46.050,40.600
'[12:13:11.772 02/02/1995]',0.045,50.900,14.287,46.050,40.600
'[12:13:11.774 02/02/1995]',0.045,50.900,14.287,46.050,40.600
'[12:13:11.776 02/02/1995]',0.067,49.300,13.825,45.900,39.550
'[12:13:11.778 02/02/1995]',0.067,49.300,13.825,45.900,39.550
'[12:13:11.780 02/02/1995]',0.067,49.300,13.825,45.900,39.550
'[12:13:11.782 02/02/1995]',0.089,49.300,13.825,45.900,39.550
'[12:13:11.784 02/02/1995]',0.067,48.200,13.238,45.850,38.550
'[12:13:11.786 02/02/1995]',0.089,48.200,13.238,45.850,38.550
'[12:13:11.788 02/02/1995]',0.089,48.200,13.238,45.850,38.550
'[12:13:11.790 02/02/1995]',0.111,48.200,13.238,45.850,38.550
'[12:13:11.792 02/02/1995]',0.111,47.400,12.363,45.700,37.600
'[12:13:11.794 02/02/1995]',0.089,47.400,12.363,45.700,37.600
'[12:13:11.796 02/02/1995]',0.111,47.400,12.363,45.700,37.600
'[12:13:11.798 02/02/1995]',0.111,47.400,12.363,45.700,37.600
'[12:13:11.800 02/02/1995]',0.111,46.750,11.300,45.350,36.850
'[12:13:11.802 02/02/1995]',0.111,46.750,11.300,45.350,36.850
'[12:13:11.804 02/02/1995]',0.089,46.750,11.300,45.350,36.850
'[12:13:11.806 02/02/1995]',0.111,46.750,11.300,45.350,36.850
'[12:13:11.808 02/02/1995]',0.111,46.150,10.312,44.750,36.150
'[12:13:11.810 02/02/1995]',0.111,46.150,10.312,44.750,36.150
'[12:13:11.812 02/02/1995]',0.111,46.150,10.312,44.750,36.150
'[12:13:11.814 02/02/1995]',0.111,46.150,10.312,44.750,36.150
'[12:13:11.816 02/02/1995]',0.111,45.550,9.725,44.050,35.550
'[12:13:11.818 02/02/1995]',0.089,45.550,9.725,44.050,35.550
'[12:13:11.820 02/02/1995]',0.111,45.550,9.725,44.050,35.550
'[12:13:11.822 02/02/1995]',0.111,45.550,9.725,44.050,35.550
'[12:13:11.824 02/02/1995]',0.111,45.200,9.550,43.200,35.050
'[12:13:11.826 02/02/1995]',0.111,45.200,9.550,43.200,35.050
'[12:13:11.828 02/02/1995]',0.111,45.200,9.550,43.200,35.050
'[12:13:11.830 02/02/1995]',0.111,45.200,9.550,43.200,35.050
'[12:13:11.832 02/02/1995]',0.111,45.050,9.775,42.350,34.700
'[12:13:11.834 02/02/1995]',0.089,45.050,9.775,42.350,34.700
'[12:13:11.836 02/02/1995]',0.089,45.050,9.775,42.350,34.700
'[12:13:11.838 02/02/1995]',0.089,45.050,9.775,42.350,34.700
'[12:13:11.840 02/02/1995]',0.089,44.850,10.312,41.400,34.350
'[12:13:11.842 02/02/1995]',0.111,44.850,10.312,41.400,34.350
'[12:13:11.844 02/02/1995]',0.111,44.850,10.312,41.400,34.350
'[12:13:11.846 02/02/1995]',0.089,44.850,10.312,41.400,34.350
'[12:13:11.848 02/02/1995]',0.089,44.550,11.062,40.500,34.100
'[12:13:11.850 02/02/1995]',0.111,44.550,11.062,40.500,34.100
'[12:13:11.852 02/02/1995]',0.089,44.550,11.062,40.500,34.100
'[12:13:11.854 02/02/1995]',0.089,44.550,11.062,40.500,34.100
'[12:13:11.856 02/02/1995]',0.089,44.050,12.125,39.750,33.800
'[12:13:11.858 02/02/1995]',0.089,44.050,12.125,39.750,33.800
'[12:13:11.860 02/02/1995]',0.089,44.050,12.125,39.750,33.800
'[12:13:11.862 02/02/1995]',0.067,44.050,12.125,39.750,33.800
'[12:13:11.864 02/02/1995]',0.067,43.300,13.475,39.150,33.550
'[12:13:11.866 02/02/1995]',0.067,43.300,13.475,39.150,33.550
'[12:13:11.868 02/02/1995]',0.067,43.300,13.475,39.150,33.550
'[12:13:11.870 02/02/1995]',0.067,43.300,13.475,39.150,33.550
'[12:13:11.872 02/02/1995]',0.089,42.300,14.875,38.900,33.450
'[12:13:11.874 02/02/1995]',0.089,42.300,14.875,38.900,33.450
'[12:13:11.876 02/02/1995]',0.089,42.300,14.875,38.900,33.450
'[12:13:11.878 02/02/1995]',0.089,42.300,14.875,38.900,33.450
'[12:13:11.880 02/02/1995]',0.089,41.350,16.050,38.950,33.550
'[12:13:11.882 02/02/1995]',0.067,41.350,16.050,38.950,33.550
'[12:13:11.884 02/02/1995]',0.089,41.350,16.050,38.950,33.550
'[12:13:11.886 02/02/1995]',0.089,41.350,16.050,38.950,33.550
'[12:13:11.888 02/02/1995]',0.089,40.500,16.812,39.600,34.150
'[12:13:11.890 02/02/1995]',0.067,40.500,16.812,39.600,34.150
'[12:13:11.892 02/02/1995]',0.067,40.500,16.812,39.600,34.150
'[12:13:11.894 02/02/1995]',0.067,40.500,16.812,39.600,34.150
'[12:13:11.896 02/02/1995]',0.067,40.000,17.163,41.400,35.350
'[12:13:11.898 02/02/1995]',0.067,40.000,17.163,41.400,35.350
'[12:13:11.900 02/02/1995]',0.045,40.000,17.163,41.400,35.350
'[12:13:11.902 02/02/1995]',0.067,40.000,17.163,41.400,35.350
'[12:13:11.904 02/02/1995]',0.067,40.000,17.163,44.800,37.400
'[12:13:11.906 02/02/1995]',0.067,40.000,17.163,44.800,37.400
'[12:13:11.908 02/02/1995]',0.067,40.000,17.163,44.800,37.400
'[12:13:11.910 02/02/1995]',0.067,40.000,17.163,44.800,37.400
'[12:13:11.912 02/02/1995]',0.067,40.650,16.875,49.700,40.350
'[12:13:11.914 02/02/1995]',0.067,40.650,16.875,49.700,40.350
'[12:13:11.916 02/02/1995]',0.067,40.650,16.875,49.700,40.350
'[12:13:11.918 02/02/1995]',0.045,40.650,16.875,49.700,40.350
'[12:13:11.920 02/02/1995]',0.045,42.100,16.225,54.950,43.800
'[12:13:11.922 02/02/1995]',0.045,42.100,16.225,54.950,43.800
'[12:13:11.924 02/02/1995]',0.067,42.100,16.225,54.950,43.800
'[12:13:11.926 02/02/1995]',0.067,42.100,16.225,54.950,43.800
'[12:13:11.928 02/02/1995]',0.067,44.450,15.350,59.150,47.300
'[12:13:11.930 02/02/1995]',0.067,44.450,15.350,59.150,47.300
'[12:13:11.932 02/02/1995]',0.067,44.450,15.350,59.150,47.300
'[12:13:11.934 02/02/1995]',0.045,44.450,15.350,59.150,47.300
'[12:13:11.936 02/02/1995]',0.067,47.650,14.412,61.450,50.350
'[12:13:11.938 02/02/1995]',0.067,47.650,14.412,61.450,50.350
'[12:13:11.940 02/02/1995]',0.067,47.650,14.412,61.450,50.350
'[12:13:11.942 02/02/1995]',0.067,47.650,14.412,61.450,50.350
'[12:13:11.944 02/02/1995]',0.067,51.550,13.475,61.950,52.700
'[12:13:11.946 02/02/1995]',0.089,51.550,13.475,61.950,52.700
'[12:13:11.948 02/02/1995]',0.067,51.550,13.475,61.950,52.700
'[12:13:11.950 02/02/1995]',0.067,51.550,13.475,61.950,52.700
'[12:13:11.952 02/02/1995]',0.067,55.700,12.537,61.450,54.150
'[12:13:11.954 02/02/1995]',0.067,55.700,12.537,61.450,54.150
'[12:13:11.956 02/02/1995]',0.067,55.700,12.537,61.450,54.150
'[12:13:11.958 02/02/1995]',0.067,55.700,12.537,61.450,54.150
'[12:13:11.960 02/02/1995]',0.045,59.500,11.650,60.600,55.000
'[12:13:11.962 02/02/1995]',0.045,59.500,11.650,60.600,55.000
'[12:13:11.964 02/02/1995]',0.045,59.500,11.650,60.600,55.000
'[12:13:11.966 02/02/1995]',0.045,59.500,11.650,60.600,55.000
'[12:13:11.968 02/02/1995]',0.045,62.500,10.713,60.100,55.350
'[12:13:11.970 02/02/1995]',0.045,62.500,10.713,60.100,55.350
'[12:13:11.972 02/02/1995]',0.045,62.500,10.713,60.100,55.350
'[12:13:11.974 02/02/1995]',0.045,62.500,10.713,60.100,55.350
'[12:13:11.976 02/02/1995]',0.045,64.450,9.775,60.000,55.400
'[12:13:11.978 02/02/1995]',0.045,64.450,9.775,60.000,55.400
'[12:13:11.980 02/02/1995]',0.067,64.450,9.775,60.000,55.400
'[12:13:11.982 02/02/1995]',0.067,64.450,9.775,60.000,55.400
'[12:13:11.984 02/02/1995]',0.067,65.350,8.900,60.250,55.300
'[12:13:11.986 02/02/1995]',0.045,65.350,8.900,60.250,55.300
'[12:13:11.988 02/02/1995]',0.067,65.350,8.900,60.250,55.300
'[12:13:11.990 02/02/1995]',0.045,65.350,8.900,60.250,55.300
'[12:13:11.992 02/02/1995]',0.045,65.400,8.200,60.800,55.000
'[12:13:11.994 02/02/1995]',0.045,65.400,8.200,60.800,55.000
'[12:13:11.996 02/02/1995]',0.045,65.400,8.200,60.800,55.000
'[12:13:11.998 02/02/1995]',0.045,65.400,8.200,60.800,55.000
'[12:13:12.000 02/02/1995]',0.045,65.050,7.675,61.300,54.550
'[12:13:12.002 02/02/1995]',0.045,65.050,7.675,61.300,54.550
'[12:13:12.004 02/02/1995]',0.067,65.050,7.675,61.300,54.550
'[12:13:12.006 02/02/1995]',0.045,65.050,7.675,61.300,54.550
'[12:13:12.008 02/02/1995]',0.045,64.450,7.312,61.600,53.900
'[12:13:12.010 02/02/1995]',0.045,64.450,7.312,61.600,53.900
'[12:13:12.012 02/02/1995]',0.067,64.450,7.312,61.600,53.900
'[12:13:12.014 02/02/1995]',0.045,64.450,7.312,61.600,53.900
'[12:13:12.016 02/02/1995]',0.045,63.750,7.138,61.650,53.200
'[12:13:12.018 02/02/1995]',0.045,63.750,7.138,61.650,53.200
'[12:13:12.020 02/02/1995]',0.045,63.750,7.138,61.650,53.200
'[12:13:12.022 02/02/1995]',0.045,63.750,7.138,61.650,53.200
'[12:13:12.024 02/02/1995]',0.045,63.100,7.138,61.400,52.500
'[12:13:12.026 02/02/1995]',0.045,63.100,7.138,61.400,52.500
'[12:13:12.028 02/02/1995]',0.045,63.100,7.138,61.400,52.500
'[12:13:12.030 02/02/1995]',0.023,63.100,7.138,61.400,52.500
'[12:13:12.032 02/02/1995]',0.045,62.550,7.263,60.900,51.750
'[12:13:12.034 02/02/1995]',0.023,62.550,7.263,60.900,51.750
'[12:13:12.036 02/02/1995]',0.045,62.550,7.263,60.900,51.750
'[12:13:12.038 02/02/1995]',0.045,62.550,7.263,60.900,51.750
'[12:13:12.040 02/02/1995]',0.045,62.150,7.375,60.250,51.150
'[12:13:12.042 02/02/1995]',0.045,62.150,7.375,60.250,51.150
'[12:13:12.044 02/02/1995]',0.045,62.150,7.375,60.250,51.150
'[12:13:12.046 02/02/1995]',0.045,62.150,7.375,60.250,51.150
'[12:13:12.048 02/02/1995]',0.045,61.850,7.675,59.550,50.600
'[12:13:12.050 02/02/1995]',0.045,61.850,7.675,59.550,50.600
'[12:13:12.052 02/02/1995]',0.045,61.850,7.675,59.550,50.600
'[12:13:12.054 02/02/1995]',0.045,61.850,7.675,59.550,50.600
'[12:13:12.056 02/02/1995]',0.045,61.600,8.025,58.800,50.050
'[12:13:12.058 02/02/1995]',0.045,61.600,8.025,58.800,50.050
'[12:13:12.060 02/02/1995]',0.023,61.600,8.025,58.800,50.050
'[12:13:12.062 02/02/1995]',0.002,61.600,8.025,58.800,50.050
'[12:13:12.064 02/02/1995]',0.002,61.300,8.438,58.050,49.500
'[12:13:12.066 02/02/1995]',0.002,61.300,8.438,58.050,49.500
'[12:13:12.068 02/02/1995]',0.023,61.300,8.438,58.050,49.500
'[12:13:12.070 02/02/1995]',0.023,61.300,8.438,58.050,49.500
'[12:13:12.072 02/02/1995]',-0.020,61.100,8.613,57.150,48.950
'[12:13:12.074 02/02/1995]',-0.020,61.100,8.613,57.150,48.950
'[12:13:12.076 02/02/1995]',-0.020,61.100,8.613,57.150,48.950
'[12:13:12.078 02/02/1995]',-0.020,61.100,8.613,57.150,48.950
'[12:13:12.080 02/02/1995]',-0.042,60.800,8.200,56.150,48.300
'[12:13:12.082 02/02/1995]',-0.042,60.800,8.200,56.150,48.300
'[12:13:12.084 02/02/1995]',-0.042,60.800,8.200,56.150,48.300
'[12:13:12.086 02/02/1995]',-0.064,60.800,8.200,56.150,48.300
'[12:13:12.088 02/02/1995]',-0.064,60.500,7.263,55.000,47.600
'[12:13:12.090 02/02/1995]',-0.064,60.500,7.263,55.000,47.600
'[12:13:12.092 02/02/1995]',-0.064,60.500,7.263,55.000,47.600
'[12:13:12.094 02/02/1995]',-0.042,60.500,7.263,55.000,47.600
'[12:13:12.096 02/02/1995]',-0.042,60.100,6.263,53.750,46.850
'[12:13:12.098 02/02/1995]',-0.042,60.100,6.263,53.750,46.850
'[12:13:12.100 02/02/1995]',-0.042,60.100,6.263,53.750,46.850
'[12:13:12.102 02/02/1995]',-0.042,60.100,6.263,53.750,46.850
'[12:13:12.104 02/02/1995]',-0.042,59.550,5.325,52.350,46.100
'[12:13:12.106 02/02/1995]',-0.020,59.550,5.325,52.350,46.100
'[12:13:12.108 02/02/1995]',-0.020,59.550,5.325,52.350,46.100
'[12:13:12.110 02/02/1995]',-0.042,59.550,5.325,52.350,46.100
'[12:13:12.112 02/02/1995]',-0.042,58.800,4.562,51.000,45.350
'[12:13:12.114 02/02/1995]',-0.042,58.800,4.562,51.000,45.350
'[12:13:12.116 02/02/1995]',-0.042,58.800,4.562,51.000,45.350
'[12:13:12.118 02/02/1995]',-0.042,58.800,4.562,51.000,45.350
'[12:13:12.120 02/02/1995]',-0.020,57.900,3.975,49.700,44.700
'[12:13:12.122 02/02/1995]',-0.042,57.900,3.975,49.700,44.700
'[12:13:12.124 02/02/1995]',-0.042,57.900,3.975,49.700,44.700
'[12:13:12.126 02/02/1995]',0.002,57.900,3.975,49.700,44.700
'[12:13:12.128 02/02/1995]',0.002,56.800,3.688,48.650,44.150
'[12:13:12.130 02/02/1995]',0.002,56.800,3.688,48.650,44.150
'[12:13:12.132 02/02/1995]',0.023,56.800,3.688,48.650,44.150
'[12:13:12.134 02/02/1995]',0.023,56.800,3.688,48.650,44.150
'[12:13:12.136 02/02/1995]',0.067,55.500,3.688,47.950,43.700
'[12:13:12.138 02/02/1995]',0.067,55.500,3.688,47.950,43.700
'[12:13:12.140 02/02/1995]',0.089,55.500,3.688,47.950,43.700
'[12:13:12.142 02/02/1995]',0.111,55.500,3.688,47.950,43.700
'[12:13:12.144 02/02/1995]',0.089,54.050,3.750,47.650,43.350
'[12:13:12.146 02/02/1995]',0.089,54.050,3.750,47.650,43.350
'[12:13:12.148 02/02/1995]',0.089,54.050,3.750,47.650,43.350
'[12:13:12.150 02/02/1995]',0.111,54.050,3.750,47.650,43.350
'[12:13:12.152 02/02/1995]',0.111,52.500,3.862,47.600,43.100
'[12:13:12.154 02/02/1995]',0.111,52.500,3.862,47.600,43.100
'[12:13:12.156 02/02/1995]',0.111,52.500,3.862,47.600,43.100
'[12:13:12.158 02/02/1995]',0.111,52.500,3.862,47.600,43.100
'[12:13:12.160 02/02/1995]',0.111,51.000,4.100,47.600,43.000
'[12:13:12.162 02/02/1995]',0.089,51.000,4.100,47.600,43.000
'[12:13:12.164 02/02/1995]',0.089,51.000,4.100,47.600,43.000
'[12:13:12.166 02/02/1995]',0.089,51.000,4.100,47.600,43.000
'[12:13:12.168 02/02/1995]',0.111,49.800,4.500,47.550,42.900
'[12:13:12.170 02/02/1995]',0.111,49.800,4.500,47.550,42.900
'[12:13:12.172 02/02/1995]',0.111,49.800,4.500,47.550,42.900
'[12:13:12.174 02/02/1995]',0.111,49.800,4.500,47.550,42.900
'[12:13:12.176 02/02/1995]',0.111,48.950,4.912,47.450,42.850
'[12:13:12.178 02/02/1995]',0.089,48.950,4.912,47.450,42.850
'[12:13:12.180 02/02/1995]',0.111,48.950,4.912,47.450,42.850
'[12:13:12.182 02/02/1995]',0.111,48.950,4.912,47.450,42.850
'[12:13:12.184 02/02/1995]',0.111,48.600,5.213,47.200,42.850
'[12:13:12.186 02/02/1995]',0.111,48.600,5.213,47.200,42.850
'[12:13:12.188 02/02/1995]',0.111,48.600,5.213,47.200,42.850
'[12:13:12.190 02/02/1995]',0.111,48.600,5.213,47.200,42.850
'[12:13:12.192 02/02/1995]',0.155,48.650,5.625,46.900,42.900
'[12:13:12.194 02/02/1995]',0.111,48.650,5.625,46.900,42.900
'[12:13:12.196 02/02/1995]',0.111,48.650,5.625,46.900,42.900
'[12:13:12.198 02/02/1995]',0.111,48.650,5.625,46.900,42.900
'[12:13:12.200 02/02/1995]',0.155,48.950,6.088,46.600,43.000
'[12:13:12.202 02/02/1995]',0.111,48.950,6.088,46.600,43.000
'[12:13:12.204 02/02/1995]',0.111,48.950,6.088,46.600,43.000
'[12:13:12.206 02/02/1995]',0.155,48.950,6.088,46.600,43.000
'[12:13:12.208 02/02/1995]',0.111,49.350,6.612,46.300,43.000
'[12:13:12.210 02/02/1995]',0.111,49.350,6.612,46.300,43.000
'[12:13:12.212 02/02/1995]',0.111,49.350,6.612,46.300,43.000
'[12:13:12.214 02/02/1995]',0.111,49.350,6.612,46.300,43.000
'[12:13:12.216 02/02/1995]',0.111,49.850,7.312,46.100,42.900
'[12:13:12.218 02/02/1995]',0.111,49.850,7.312,46.100,42.900
'[12:13:12.220 02/02/1995]',0.155,49.850,7.312,46.100,42.900
'[12:13:12.222 02/02/1995]',0.155,49.850,7.312,46.100,42.900
'[12:13:12.224 02/02/1995]',0.155,50.200,8.025,45.900,42.850
'[12:13:12.226 02/02/1995]',0.111,50.200,8.025,45.900,42.850
'[12:13:12.228 02/02/1995]',0.177,50.200,8.025,45.900,42.850
'[12:13:12.230 02/02/1995]',0.155,50.200,8.025,45.900,42.850
'[12:13:12.232 02/02/1995]',0.155,50.400,8.725,45.800,42.800
'[12:13:12.234 02/02/1995]',0.155,50.400,8.725,45.800,42.800
'[12:13:12.236 02/02/1995]',0.155,50.400,8.725,45.800,42.800
'[12:13:12.238 02/02/1995]',0.155,50.400,8.725,45.800,42.800
'[12:13:12.240 02/02/1995]',0.155,50.550,9.188,45.700,42.750
'[12:13:12.242 02/02/1995]',0.111,50.550,9.188,45.700,42.750
'[12:13:12.244 02/02/1995]',0.155,50.550,9.188,45.700,42.750
'[12:13:12.246 02/02/1995]',0.111,50.550,9.188,45.700,42.750
'[12:13:12.248 02/02/1995]',0.155,50.500,9.600,45.550,42.650
'[12:13:12.250 02/02/1995]',0.111,50.500,9.600,45.550,42.650
'[12:13:12.252 02/02/1995]',0.089,50.500,9.600,45.550,42.650
'[12:13:12.254 02/02/1995]',0.111,50.500,9.600,45.550,42.650
'[12:13:12.256 02/02/1995]',0.111,50.300,10.125,45.450,42.500
'[12:13:12.258 02/02/1995]',0.111,50.300,10.125,45.450,42.500
'[12:13:12.260 02/02/1995]',0.111,50.300,10.125,45.450,42.500
'[12:13:12.262 02/02/1995]',0.089,50.300,10.125,45.450,42.500
'[12:13:12.264 02/02/1995]',0.111,50.000,10.775,45.250,42.350
'[12:13:12.266 02/02/1995]',0.111,50.000,10.775,45.250,42.350
'[12:13:12.268 02/02/1995]',0.111,50.000,10.775,45.250,42.350
'[12:13:12.270 02/02/1995]',0.155,50.000,10.775,45.250,42.350
'[12:13:12.272 02/02/1995]',0.155,49.650,11.425,45.050,42.100
'[12:13:12.274 02/02/1995]',0.155,49.650,11.425,45.050,42.100
'[12:13:12.276 02/02/1995]',0.177,49.650,11.425,45.050,42.100
'[12:13:12.278 02/02/1995]',0.221,49.650,11.425,45.050,42.100
'[12:13:12.280 02/02/1995]',0.221,49.250,11.950,44.850,41.850
'[12:13:12.282 02/02/1995]',0.221,49.250,11.950,44.850,41.850
'[12:13:12.284 02/02/1995]',0.155,49.250,11.950,44.850,41.850
'[12:13:12.286 02/02/1995]',0.067,49.250,11.950,44.850,41.850
'[12:13:12.288 02/02/1995]',0.023,48.850,12.412,44.800,41.600
'[12:13:12.290 02/02/1995]',-0.086,48.850,12.412,44.800,41.600
'[12:13:12.292 02/02/1995]',-0.306,48.850,12.412,44.800,41.600
'[12:13:12.294 02/02/1995]',-0.481,48.850,12.412,44.800,41.600
'[12:13:12.296 02/02/1995]',-0.634,48.450,12.762,44.800,41.300
'[12:13:12.298 02/02/1995]',-0.766,48.450,12.762,44.800,41.300
'[12:13:12.300 02/02/1995]',-0.832,48.450,12.762,44.800,41.300
'[12:13:12.302 02/02/1995]',-0.854,48.450,12.762,44.800,41.300
'[12:13:12.304 02/02/1995]',-0.898,48.150,12.938,44.750,41.000
'[12:13:12.306 02/02/1995]',-0.898,48.150,12.938,44.750,41.000
'[12:13:12.308 02/02/1995]',-0.876,48.150,12.938,44.750,41.000
'[12:13:12.310 02/02/1995]',-0.766,48.150,12.938,44.750,41.000
'[12:13:12.312 02/02/1995]',-0.634,47.850,13.000,44.700,40.700
'[12:13:12.314 02/02/1995]',-0.481,47.850,13.000,44.700,40.700
'[12:13:12.316 02/02/1995]',-0.437,47.850,13.000,44.700,40.700
'[12:13:12.318 02/02/1995]',-0.349,47.850,13.000,44.700,40.700
'[12:13:12.320 02/02/1995]',-0.284,47.550,12.938,44.600,40.400
'[12:13:12.322 02/02/1995]',-0.240,47.550,12.938,44.600,40.400
'[12:13:12.324 02/02/1995]',-0.196,47.550,12.938,44.600,40.400
'[12:13:12.326 02/02/1995]',-0.174,47.550,12.938,44.600,40.400
'[12:13:12.328 02/02/1995]',-0.152,47.300,12.762,44.450,40.100
'[12:13:12.330 02/02/1995]',-0.108,47.300,12.762,44.450,40.100
'[12:13:12.332 02/02/1995]',-0.086,47.300,12.762,44.450,40.100
'[12:13:12.334 02/02/1995]',-0.042,47.300,12.762,44.450,40.100
'[12:13:12.336 02/02/1995]',-0.020,47.050,12.475,44.250,39.750
'[12:13:12.338 02/02/1995]',-0.020,47.050,12.475,44.250,39.750
'[12:13:12.340 02/02/1995]',0.002,47.050,12.475,44.250,39.750
'[12:13:12.342 02/02/1995]',0.023,47.050,12.475,44.250,39.750
'[12:13:12.344 02/02/1995]',0.023,46.850,12.125,44.150,39.550
'[12:13:12.346 02/02/1995]',0.067,46.850,12.125,44.150,39.550
'[12:13:12.348 02/02/1995]',0.045,46.850,12.125,44.150,39.550
'[12:13:12.350 02/02/1995]',0.045,46.850,12.125,44.150,39.550
'[12:13:12.352 02/02/1995]',0.067,46.600,11.775,44.050,39.300
'[12:13:12.354 02/02/1995]',0.067,46.600,11.775,44.050,39.300
'[12:13:12.356 02/02/1995]',0.067,46.600,11.775,44.050,39.300
'[12:13:12.358 02/02/1995]',0.067,46.600,11.775,44.050,39.300
'[12:13:12.360 02/02/1995]',0.089,46.450,11.475,43.900,39.050
'[12:13:12.362 02/02/1995]',0.067,46.450,11.475,43.900,39.050
'[12:13:12.364 02/02/1995]',0.067,46.450,11.475,43.900,39.050
'[12:13:12.366 02/02/1995]',0.067,46.450,11.475,43.900,39.050
'[12:13:12.368 02/02/1995]',0.089,46.200,11.188,43.850,38.900
'[12:13:12.370 02/02/1995]',0.067,46.200,11.188,43.850,38.900
'[12:13:12.372 02/02/1995]',0.067,46.200,11.188,43.850,38.900
'[12:13:12.374 02/02/1995]',0.067,46.200,11.188,43.850,38.900
'[12:13:12.376 02/02/1995]',0.067,46.050,11.062,43.850,38.700
'[12:13:12.378 02/02/1995]',0.067,46.050,11.062,43.850,38.700
'[12:13:12.380 02/02/1995]',0.067,46.050,11.062,43.850,38.700
'[12:13:12.382 02/02/1995]',0.067,46.050,11.062,43.850,38.700
'[12:13:12.384 02/02/1995]',0.067,45.800,11.475,43.900,38.600
'[12:13:12.386 02/02/1995]',0.067,45.800,11.475,43.900,38.600
'[12:13:12.388 02/02/1995]',0.067,45.800,11.475,43.900,38.600
'[12:13:12.390 02/02/1995]',0.067,45.800,11.475,43.900,38.600
'[12:13:12.392 02/02/1995]',0.067,45.600,12.938,44.000,38.450
'[12:13:12.394 02/02/1995]',0.067,45.600,12.938,44.000,38.450
'[12:13:12.396 02/02/1995]',0.067,45.600,12.938,44.000,38.450
'[12:13:12.398 02/02/1995]',0.067,45.600,12.938,44.000,38.450
'[12:13:12.400 02/02/1995]',0.067,45.550,15.637,44.000,38.350
'[12:13:12.402 02/02/1995]',0.045,45.550,15.637,44.000,38.350
'[12:13:12.404 02/02/1995]',0.067,45.550,15.637,44.000,38.350
'[12:13:12.406 02/02/1995]',0.045,45.550,15.637,44.000,38.350
'[12:13:12.408 02/02/1995]',0.045,45.500,18.863,44.000,38.300
'[12:13:12.410 02/02/1995]',0.045,45.500,18.863,44.000,38.300
'[12:13:12.412 02/02/1995]',0.045,45.500,18.863,44.000,38.300
'[12:13:12.414 02/02/1995]',0.023,45.500,18.863,44.000,38.300
'[12:13:12.416 02/02/1995]',0.045,45.500,21.613,43.900,38.300
'[12:13:12.418 02/02/1995]',0.023,45.500,21.613,43.900,38.300
'[12:13:12.420 02/02/1995]',0.045,45.500,21.613,43.900,38.300
'[12:13:12.422 02/02/1995]',0.045,45.500,21.613,43.900,38.300
'[12:13:12.424 02/02/1995]',0.045,45.550,23.788,43.850,38.250
'[12:13:12.426 02/02/1995]',0.045,45.550,23.788,43.850,38.250
'[12:13:12.428 02/02/1995]',0.045,45.550,23.788,43.850,38.250
'[12:13:12.430 02/02/1995]',0.023,45.550,23.788,43.850,38.250
'[12:13:12.432 02/02/1995]',0.045,45.600,26.012,43.850,38.250
'[12:13:12.434 02/02/1995]',0.023,45.600,26.012,43.850,38.250
'[12:13:12.436 02/02/1995]',0.045,45.600,26.012,43.850,38.250
'[12:13:12.438 02/02/1995]',0.045,45.600,26.012,43.850,38.250
'[12:13:12.440 02/02/1995]',0.023,45.700,28.238,43.900,38.300
'[12:13:12.442 02/02/1995]',0.023,45.700,28.238,43.900,38.300
'[12:13:12.444 02/02/1995]',0.023,45.700,28.238,43.900,38.300
'[12:13:12.446 02/02/1995]',0.023,45.700,28.238,43.900,38.300
'[12:13:12.448 02/02/1995]',0.023,45.750,29.938,44.100,38.450
