'Time and date','II ','II ','V ','PAP ','PLETH ','RESP '
'[12:49:04.614 25/01/1995]',0.030,0.003,0.102,25.452,-0.372,-0.533
'[12:49:04.616 25/01/1995]',0.030,0.003,0.102,25.452,-0.378,-0.534
'[12:49:04.618 25/01/1995]',0.015,0.003,0.102,25.452,-0.378,-0.534
'[12:49:04.620 25/01/1995]',0.015,0.003,0.102,25.452,-0.378,-0.534
'[12:49:04.622 25/01/1995]',0.015,0.003,0.102,25.452,-0.378,-0.534
'[12:49:04.624 25/01/1995]',0.001,0.003,0.102,25.729,-0.382,-0.536
'[12:49:04.626 25/01/1995]',0.001,0.003,0.102,25.729,-0.382,-0.536
'[12:49:04.628 25/01/1995]',0.001,0.003,0.068,25.729,-0.382,-0.536
'[12:49:04.630 25/01/1995]',0.001,0.003,0.068,25.729,-0.382,-0.536
'[12:49:04.632 25/01/1995]',0.001,0.003,0.068,26.558,-0.387,-0.538
'[12:49:04.634 25/01/1995]',-0.013,0.003,0.035,26.558,-0.387,-0.538
'[12:49:04.636 25/01/1995]',-0.013,0.003,0.035,26.558,-0.387,-0.538
'[12:49:04.638 25/01/1995]',-0.013,0.003,0.003,26.558,-0.387,-0.538
'[12:49:04.640 25/01/1995]',-0.013,0.003,0.003,27.864,-0.409,-0.540
'[12:49:04.642 25/01/1995]',-0.013,0.003,0.003,27.864,-0.409,-0.540
'[12:49:04.644 25/01/1995]',-0.013,0.003,0.003,27.864,-0.409,-0.540
'[12:49:04.646 25/01/1995]',-0.013,0.003,0.003,27.864,-0.409,-0.540
'[12:49:04.648 25/01/1995]',-0.013,0.003,0.003,29.397,-0.416,-0.543
'[12:49:04.650 25/01/1995]',-0.013,0.003,0.003,29.397,-0.416,-0.543
'[12:49:04.652 25/01/1995]',-0.013,0.003,0.003,29.397,-0.416,-0.543
'[12:49:04.654 25/01/1995]',-0.013,0.003,0.003,29.397,-0.416,-0.543
'[12:49:04.656 25/01/1995]',-0.013,0.003,0.003,30.754,-0.424,-0.547
'[12:49:04.658 25/01/1995]',-0.013,0.003,0.003,30.754,-0.424,-0.547
'[12:49:04.660 25/01/1995]',-0.013,0.003,0.003,30.754,-0.424,-0.547
'[12:49:04.662 25/01/1995]',-0.013,0.003,0.003,30.754,-0.424,-0.547
'[12:49:04.664 25/01/1995]',0.001,0.003,0.003,31.281,-0.429,-0.551
'[12:49:04.666 25/01/1995]',0.001,0.003,0.003,31.281,-0.429,-0.551
'[12:49:04.668 25/01/1995]',0.001,0.003,0.003,31.281,-0.429,-0.551
'[12:49:04.670 25/01/1995]',0.015,0.003,0.003,31.281,-0.429,-0.551
'[12:49:04.672 25/01/1995]',0.015,0.003,0.003,30.503,-0.436,-0.555
'[12:49:04.674 25/01/1995]',0.015,0.003,0.003,30.503,-0.436,-0.555
'[12:49:04.676 25/01/1995]',0.015,0.003,0.003,30.503,-0.436,-0.555
'[12:49:04.678 25/01/1995]',0.030,0.037,0.003,30.503,-0.436,-0.555
'[12:49:04.680 25/01/1995]',0.030,0.037,0.003,28.342,-0.443,-0.558
'[12:49:04.682 25/01/1995]',0.045,0.037,0.003,28.342,-0.443,-0.558
'[12:49:04.684 25/01/1995]',0.059,0.073,0.003,28.342,-0.443,-0.558
'[12:49:04.686 25/01/1995]',0.074,0.073,0.003,28.342,-0.443,-0.558
'[12:49:04.688 25/01/1995]',0.074,0.073,0.003,25.678,-0.449,-0.560
'[12:49:04.690 25/01/1995]',0.089,0.073,0.003,25.678,-0.449,-0.560
'[12:49:04.692 25/01/1995]',0.104,0.073,0.003,25.678,-0.449,-0.560
'[12:49:04.694 25/01/1995]',0.118,0.109,0.003,25.678,-0.449,-0.560
'[12:49:04.696 25/01/1995]',0.133,0.109,0.003,23.668,-0.455,-0.562
'[12:49:04.698 25/01/1995]',0.148,0.145,0.003,23.668,-0.455,-0.562
'[12:49:04.700 25/01/1995]',0.162,0.145,0.003,23.668,-0.455,-0.562
'[12:49:04.702 25/01/1995]',0.162,0.181,0.003,23.668,-0.455,-0.562
'[12:49:04.704 25/01/1995]',0.177,0.181,0.003,23.141,-0.461,-0.563
'[12:49:04.706 25/01/1995]',0.192,0.181,0.003,23.141,-0.461,-0.563
'[12:49:04.708 25/01/1995]',0.192,0.181,0.003,23.141,-0.461,-0.563
'[12:49:04.710 25/01/1995]',0.207,0.217,0.003,23.141,-0.461,-0.563
'[12:49:04.712 25/01/1995]',0.207,0.217,0.003,24.095,-0.468,-0.564
'[12:49:04.714 25/01/1995]',0.207,0.217,0.003,24.095,-0.468,-0.564
'[12:49:04.716 25/01/1995]',0.207,0.217,0.003,24.095,-0.468,-0.564
'[12:49:04.718 25/01/1995]',0.207,0.217,0.003,24.095,-0.468,-0.564
'[12:49:04.720 25/01/1995]',0.221,0.217,0.003,25.628,-0.474,-0.563
'[12:49:04.722 25/01/1995]',0.221,0.217,0.003,25.628,-0.474,-0.563
'[12:49:04.724 25/01/1995]',0.221,0.217,0.003,25.628,-0.474,-0.563
'[12:49:04.726 25/01/1995]',0.235,0.217,0.003,25.628,-0.474,-0.563
'[12:49:04.728 25/01/1995]',0.235,0.252,0.003,27.035,-0.479,-0.562
'[12:49:04.730 25/01/1995]',0.250,0.252,0.003,27.035,-0.479,-0.562
'[12:49:04.732 25/01/1995]',0.250,0.252,0.003,27.035,-0.479,-0.562
'[12:49:04.734 25/01/1995]',0.250,0.252,0.035,27.035,-0.479,-0.562
'[12:49:04.736 25/01/1995]',0.250,0.252,0.035,28.216,-0.485,-0.560
'[12:49:04.738 25/01/1995]',0.250,0.252,0.035,28.216,-0.485,-0.560
'[12:49:04.740 25/01/1995]',0.235,0.252,0.035,28.216,-0.485,-0.560
'[12:49:04.742 25/01/1995]',0.235,0.252,0.003,28.216,-0.485,-0.560
'[12:49:04.744 25/01/1995]',0.235,0.252,0.003,29.673,-0.488,-0.559
'[12:49:04.746 25/01/1995]',0.221,0.252,0.035,29.673,-0.488,-0.559
'[12:49:04.748 25/01/1995]',0.221,0.217,0.035,29.673,-0.488,-0.559
'[12:49:04.750 25/01/1995]',0.221,0.217,0.035,29.673,-0.488,-0.559
'[12:49:04.752 25/01/1995]',0.207,0.217,0.035,31.558,-0.490,-0.557
'[12:49:04.754 25/01/1995]',0.207,0.217,0.035,31.558,-0.490,-0.557
'[12:49:04.756 25/01/1995]',0.207,0.217,0.035,31.558,-0.490,-0.557
'[12:49:04.758 25/01/1995]',0.192,0.217,0.035,31.558,-0.490,-0.557
'[12:49:04.760 25/01/1995]',0.192,0.181,0.035,33.744,-0.488,-0.554
'[12:49:04.762 25/01/1995]',0.162,0.181,0.035,33.744,-0.488,-0.554
'[12:49:04.764 25/01/1995]',0.162,0.181,0.035,33.744,-0.488,-0.554
'[12:49:04.766 25/01/1995]',0.148,0.145,0.035,33.744,-0.488,-0.554
'[12:49:04.768 25/01/1995]',0.133,0.145,0.035,35.804,-0.479,-0.552
'[12:49:04.770 25/01/1995]',0.118,0.109,0.035,35.804,-0.479,-0.552
'[12:49:04.772 25/01/1995]',0.118,0.109,0.068,35.804,-0.479,-0.552
'[12:49:04.774 25/01/1995]',0.104,0.109,0.068,35.804,-0.479,-0.552
'[12:49:04.776 25/01/1995]',0.104,0.109,0.068,37.462,-0.463,-0.550
'[12:49:04.778 25/01/1995]',0.104,0.109,0.068,37.462,-0.463,-0.550
'[12:49:04.780 25/01/1995]',0.104,0.109,0.068,37.462,-0.463,-0.550
'[12:49:04.782 25/01/1995]',0.104,0.109,0.068,37.462,-0.463,-0.550
'[12:49:04.784 25/01/1995]',0.089,0.073,0.068,38.869,-0.435,-0.548
'[12:49:04.786 25/01/1995]',0.074,0.073,0.068,38.869,-0.435,-0.548
'[12:49:04.788 25/01/1995]',0.074,0.073,0.068,38.869,-0.435,-0.548
'[12:49:04.790 25/01/1995]',0.059,0.073,0.068,38.869,-0.435,-0.548
'[12:49:04.792 25/01/1995]',0.059,0.037,0.068,40.101,-0.394,-0.546
'[12:49:04.794 25/01/1995]',0.045,0.037,0.035,40.101,-0.394,-0.546
'[12:49:04.796 25/01/1995]',0.030,0.037,0.035,40.101,-0.394,-0.546
'[12:49:04.798 25/01/1995]',0.030,0.037,0.035,40.101,-0.394,-0.546
'[12:49:04.800 25/01/1995]',0.030,0.037,0.035,41.332,-0.339,-0.544
'[12:49:04.802 25/01/1995]',0.015,0.037,0.035,41.332,-0.339,-0.544
'[12:49:04.804 25/01/1995]',0.015,0.003,0.035,41.332,-0.339,-0.544
'[12:49:04.806 25/01/1995]',0.001,0.003,0.035,41.332,-0.339,-0.544
'[12:49:04.808 25/01/1995]',0.001,0.003,0.003,42.412,-0.272,-0.543
'[12:49:04.810 25/01/1995]',0.001,0.003,0.003,42.412,-0.272,-0.543
'[12:49:04.812 25/01/1995]',-0.013,0.003,0.003,42.412,-0.272,-0.543
'[12:49:04.814 25/01/1995]',-0.013,0.003,0.003,42.412,-0.272,-0.543
'[12:49:04.816 25/01/1995]',-0.013,0.003,0.003,43.116,-0.190,-0.542
'[12:49:04.818 25/01/1995]',-0.028,0.003,0.003,43.116,-0.190,-0.542
'[12:49:04.820 25/01/1995]',-0.028,-0.033,0.003,43.116,-0.190,-0.542
'[12:49:04.822 25/01/1995]',-0.028,0.003,0.003,43.116,-0.190,-0.542
'[12:49:04.824 25/01/1995]',-0.013,0.003,0.003,43.417,-0.101,-0.541
'[12:49:04.826 25/01/1995]',-0.028,-0.033,0.003,43.417,-0.101,-0.541
'[12:49:04.828 25/01/1995]',-0.028,-0.033,0.003,43.417,-0.101,-0.541
'[12:49:04.830 25/01/1995]',-0.028,-0.033,0.003,43.417,-0.101,-0.541
'[12:49:04.832 25/01/1995]',-0.028,-0.033,0.003,43.417,-0.007,-0.540
'[12:49:04.834 25/01/1995]',-0.043,-0.033,0.003,43.417,-0.007,-0.540
'[12:49:04.836 25/01/1995]',-0.043,-0.033,0.003,43.417,-0.007,-0.540
'[12:49:04.838 25/01/1995]',-0.028,-0.033,0.003,43.417,-0.007,-0.540
'[12:49:04.840 25/01/1995]',-0.028,-0.033,0.003,43.291,0.087,-0.539
'[12:49:04.842 25/01/1995]',-0.013,0.003,0.003,43.291,0.087,-0.539
'[12:49:04.844 25/01/1995]',-0.013,0.003,0.003,43.291,0.087,-0.539
'[12:49:04.846 25/01/1995]',-0.013,0.003,0.003,43.291,0.087,-0.539
'[12:49:04.848 25/01/1995]',-0.013,0.003,0.003,42.940,0.178,-0.539
'[12:49:04.850 25/01/1995]',-0.013,0.003,0.003,42.940,0.178,-0.539
'[12:49:04.852 25/01/1995]',-0.013,0.003,0.003,42.940,0.178,-0.539
'[12:49:04.854 25/01/1995]',-0.028,-0.033,0.003,42.940,0.178,-0.539
'[12:49:04.856 25/01/1995]',-0.028,0.003,0.003,42.337,0.263,-0.540
'[12:49:04.858 25/01/1995]',-0.028,0.003,0.003,42.337,0.263,-0.540
'[12:49:04.860 25/01/1995]',-0.028,0.003,0.003,42.337,0.263,-0.540
'[12:49:04.862 25/01/1995]',-0.013,0.003,0.003,42.337,0.263,-0.540
'[12:49:04.864 25/01/1995]',-0.013,0.003,0.003,41.332,0.336,-0.541
'[12:49:04.866 25/01/1995]',-0.013,0.003,0.003,41.332,0.336,-0.541
'[12:49:04.868 25/01/1995]',-0.013,0.003,0.003,41.332,0.336,-0.541
'[12:49:04.870 25/01/1995]',0.001,0.003,0.003,41.332,0.336,-0.541
'[12:49:04.872 25/01/1995]',0.001,0.003,0.003,40.101,0.397,-0.542
'[12:49:04.874 25/01/1995]',-0.013,0.003,0.003,40.101,0.397,-0.542
'[12:49:04.876 25/01/1995]',0.001,0.003,0.003,40.101,0.397,-0.542
'[12:49:04.878 25/01/1995]',0.001,0.003,0.003,40.101,0.397,-0.542
'[12:49:04.880 25/01/1995]',0.001,0.003,0.003,38.744,0.446,-0.543
'[12:49:04.882 25/01/1995]',0.001,0.003,0.003,38.744,0.446,-0.543
'[12:49:04.884 25/01/1995]',0.001,0.003,0.003,38.744,0.446,-0.543
'[12:49:04.886 25/01/1995]',-0.013,0.003,0.003,38.744,0.446,-0.543
'[12:49:04.888 25/01/1995]',-0.013,0.003,0.003,37.462,0.481,-0.545
'[12:49:04.890 25/01/1995]',-0.013,0.003,0.003,37.462,0.481,-0.545
'[12:49:04.892 25/01/1995]',0.001,0.003,0.003,37.462,0.481,-0.545
'[12:49:04.894 25/01/1995]',0.001,0.003,0.003,37.462,0.481,-0.545
'[12:49:04.896 25/01/1995]',0.001,0.003,0.003,36.156,0.507,-0.547
'[12:49:04.898 25/01/1995]',0.001,0.003,0.003,36.156,0.507,-0.547
'[12:49:04.900 25/01/1995]',0.001,0.003,0.003,36.156,0.507,-0.547
'[12:49:04.902 25/01/1995]',0.001,0.003,0.003,36.156,0.507,-0.547
'[12:49:04.904 25/01/1995]',0.001,0.003,0.003,34.925,0.520,-0.548
'[12:49:04.906 25/01/1995]',-0.013,0.003,0.003,34.925,0.520,-0.548
'[12:49:04.908 25/01/1995]',-0.013,0.003,0.003,34.925,0.520,-0.548
'[12:49:04.910 25/01/1995]',-0.013,0.003,0.003,34.925,0.520,-0.548
'[12:49:04.912 25/01/1995]',-0.013,0.003,0.003,33.618,0.523,-0.550
'[12:49:04.914 25/01/1995]',-0.013,0.003,0.003,33.618,0.523,-0.550
'[12:49:04.916 25/01/1995]',-0.013,0.003,0.003,33.618,0.523,-0.550
'[12:49:04.918 25/01/1995]',-0.028,-0.033,0.003,33.618,0.523,-0.550
'[12:49:04.920 25/01/1995]',-0.028,-0.033,0.003,32.387,0.519,-0.551
'[12:49:04.922 25/01/1995]',-0.043,-0.033,0.003,32.387,0.519,-0.551
'[12:49:04.924 25/01/1995]',-0.043,-0.033,0.003,32.387,0.519,-0.551
'[12:49:04.926 25/01/1995]',-0.043,-0.033,0.003,32.387,0.519,-0.551
'[12:49:04.928 25/01/1995]',-0.043,-0.033,0.003,31.206,0.505,-0.553
'[12:49:04.930 25/01/1995]',-0.028,-0.033,0.003,31.206,0.505,-0.553
'[12:49:04.932 25/01/1995]',-0.028,-0.033,0.035,31.206,0.505,-0.553
'[12:49:04.934 25/01/1995]',-0.013,0.003,0.035,31.206,0.505,-0.553
'[12:49:04.936 25/01/1995]',-0.013,0.003,0.068,30.101,0.487,-0.554
'[12:49:04.938 25/01/1995]',0.001,0.003,0.068,30.101,0.487,-0.554
'[12:49:04.940 25/01/1995]',0.001,0.003,0.068,30.101,0.487,-0.554
'[12:49:04.942 25/01/1995]',0.015,0.003,0.102,30.101,0.487,-0.554
'[12:49:04.944 25/01/1995]',0.030,0.037,0.102,29.095,0.463,-0.556
'[12:49:04.946 25/01/1995]',0.030,0.037,0.102,29.095,0.463,-0.556
'[12:49:04.948 25/01/1995]',0.015,0.003,0.068,29.095,0.463,-0.556
'[12:49:04.950 25/01/1995]',0.001,0.003,0.068,29.095,0.463,-0.556
'[12:49:04.952 25/01/1995]',0.015,0.003,0.068,28.342,0.432,-0.557
'[12:49:04.954 25/01/1995]',0.001,0.003,0.068,28.342,0.432,-0.557
'[12:49:04.956 25/01/1995]',0.001,0.003,0.035,28.342,0.432,-0.557
'[12:49:04.958 25/01/1995]',0.001,0.003,0.035,28.342,0.432,-0.557
'[12:49:04.960 25/01/1995]',0.001,0.003,0.035,27.789,0.396,-0.559
'[12:49:04.962 25/01/1995]',0.001,0.003,0.035,27.789,0.396,-0.559
'[12:49:04.964 25/01/1995]',-0.013,0.003,0.003,27.789,0.396,-0.559
'[12:49:04.966 25/01/1995]',-0.013,0.003,0.003,27.789,0.396,-0.559
'[12:49:04.968 25/01/1995]',-0.028,-0.033,0.003,27.563,0.356,-0.560
'[12:49:04.970 25/01/1995]',-0.028,-0.033,0.003,27.563,0.356,-0.560
'[12:49:04.972 25/01/1995]',-0.028,-0.033,0.003,27.563,0.356,-0.560
'[12:49:04.974 25/01/1995]',-0.028,-0.033,0.003,27.563,0.356,-0.560
'[12:49:04.976 25/01/1995]',-0.028,-0.033,0.003,27.387,0.310,-0.561
'[12:49:04.978 25/01/1995]',-0.043,-0.033,0.003,27.387,0.310,-0.561
'[12:49:04.980 25/01/1995]',-0.057,-0.033,0.003,27.387,0.310,-0.561
'[12:49:04.982 25/01/1995]',-0.057,-0.068,0.003,27.387,0.310,-0.561
'[12:49:04.984 25/01/1995]',-0.072,-0.068,-0.030,27.387,0.263,-0.562
'[12:49:04.986 25/01/1995]',-0.072,-0.068,-0.030,27.387,0.263,-0.562
'[12:49:04.988 25/01/1995]',-0.072,-0.068,-0.030,27.387,0.263,-0.562
'[12:49:04.990 25/01/1995]',-0.057,-0.068,-0.030,27.387,0.263,-0.562
'[12:49:04.992 25/01/1995]',-0.057,-0.033,-0.030,27.437,0.213,-0.563
'[12:49:04.994 25/01/1995]',-0.057,-0.068,0.003,27.437,0.213,-0.563
'[12:49:04.996 25/01/1995]',-0.072,-0.068,0.003,27.437,0.213,-0.563
'[12:49:04.998 25/01/1995]',-0.072,-0.068,0.003,27.437,0.213,-0.563
'[12:49:05.000 25/01/1995]',-0.087,-0.068,-0.030,27.688,0.161,-0.564
'[12:49:05.002 25/01/1995]',-0.102,-0.068,-0.030,27.688,0.161,-0.564
'[12:49:05.004 25/01/1995]',-0.102,-0.104,-0.030,27.688,0.161,-0.564
'[12:49:05.006 25/01/1995]',-0.087,-0.068,-0.030,27.688,0.161,-0.564
'[12:49:05.008 25/01/1995]',-0.087,-0.068,0.003,28.090,0.108,-0.564
'[12:49:05.010 25/01/1995]',-0.087,-0.068,-0.030,28.090,0.108,-0.564
'[12:49:05.012 25/01/1995]',-0.087,-0.068,-0.030,28.090,0.108,-0.564
'[12:49:05.014 25/01/1995]',-0.087,-0.068,-0.030,28.090,0.108,-0.564
'[12:49:05.016 25/01/1995]',-0.072,-0.068,0.003,28.618,0.056,-0.563
'[12:49:05.018 25/01/1995]',-0.072,-0.068,-0.030,28.618,0.056,-0.563
'[12:49:05.020 25/01/1995]',-0.072,-0.068,0.003,28.618,0.056,-0.563
'[12:49:05.022 25/01/1995]',-0.072,-0.068,0.003,28.618,0.056,-0.563
'[12:49:05.024 25/01/1995]',-0.072,-0.068,0.003,29.045,0.004,-0.562
'[12:49:05.026 25/01/1995]',-0.072,-0.068,0.003,29.045,0.004,-0.562
'[12:49:05.028 25/01/1995]',-0.072,-0.068,0.003,29.045,0.004,-0.562
'[12:49:05.030 25/01/1995]',-0.072,-0.068,0.003,29.045,0.004,-0.562
'[12:49:05.032 25/01/1995]',-0.072,-0.068,0.003,29.221,-0.045,-0.561
'[12:49:05.034 25/01/1995]',-0.072,-0.068,0.003,29.221,-0.045,-0.561
'[12:49:05.036 25/01/1995]',-0.072,-0.068,0.003,29.221,-0.045,-0.561
'[12:49:05.038 25/01/1995]',-0.072,-0.068,0.003,29.221,-0.045,-0.561
'[12:49:05.040 25/01/1995]',-0.072,-0.068,0.003,29.095,-0.092,-0.560
'[12:49:05.042 25/01/1995]',-0.072,-0.068,0.003,29.095,-0.092,-0.560
'[12:49:05.044 25/01/1995]',-0.057,-0.033,0.003,29.095,-0.092,-0.560
'[12:49:05.046 25/01/1995]',-0.057,-0.033,0.003,29.095,-0.092,-0.560
'[12:49:05.048 25/01/1995]',-0.028,-0.033,0.003,28.744,-0.136,-0.559
'[12:49:05.050 25/01/1995]',-0.028,-0.033,0.003,28.744,-0.136,-0.559
'[12:49:05.052 25/01/1995]',-0.028,-0.033,0.003,28.744,-0.136,-0.559
'[12:49:05.054 25/01/1995]',-0.028,-0.033,0.003,28.744,-0.136,-0.559
'[12:49:05.056 25/01/1995]',-0.028,-0.033,0.003,28.216,-0.174,-0.558
'[12:49:05.058 25/01/1995]',-0.028,-0.033,0.003,28.216,-0.174,-0.558
'[12:49:05.060 25/01/1995]',-0.043,-0.033,0.003,28.216,-0.174,-0.558
'[12:49:05.062 25/01/1995]',-0.043,-0.033,0.003,28.216,-0.174,-0.558
'[12:49:05.064 25/01/1995]',-0.043,-0.033,0.003,27.739,-0.210,-0.557
'[12:49:05.066 25/01/1995]',-0.028,-0.033,0.003,27.739,-0.210,-0.557
'[12:49:05.068 25/01/1995]',-0.028,-0.033,0.003,27.739,-0.210,-0.557
'[12:49:05.070 25/01/1995]',-0.028,-0.033,0.003,27.739,-0.210,-0.557
'[12:49:05.072 25/01/1995]',-0.028,-0.033,0.003,27.337,-0.240,-0.556
'[12:49:05.074 25/01/1995]',-0.013,0.003,0.003,27.337,-0.240,-0.556
'[12:49:05.076 25/01/1995]',-0.013,0.003,0.003,27.337,-0.240,-0.556
'[12:49:05.078 25/01/1995]',-0.013,0.003,0.003,27.337,-0.240,-0.556
'[12:49:05.080 25/01/1995]',-0.013,0.003,0.035,26.985,-0.268,-0.555
'[12:49:05.082 25/01/1995]',-0.013,0.003,0.035,26.985,-0.268,-0.555
'[12:49:05.084 25/01/1995]',-0.013,0.003,0.068,26.985,-0.268,-0.555
'[12:49:05.086 25/01/1995]',0.001,0.003,0.068,26.985,-0.268,-0.555
'[12:49:05.088 25/01/1995]',0.001,0.003,0.068,26.558,-0.291,-0.553
'[12:49:05.090 25/01/1995]',0.001,0.003,0.068,26.558,-0.291,-0.553
'[12:49:05.092 25/01/1995]',0.015,0.003,0.035,26.558,-0.291,-0.553
'[12:49:05.094 25/01/1995]',0.030,0.037,0.035,26.558,-0.291,-0.553
'[12:49:05.096 25/01/1995]',0.074,0.073,0.035,26.206,-0.309,-0.552
'[12:49:05.098 25/01/1995]',0.133,0.145,0.068,26.206,-0.309,-0.552
'[12:49:05.100 25/01/1995]',0.207,0.217,0.068,26.206,-0.309,-0.552
'[12:49:05.102 25/01/1995]',0.294,0.324,0.068,26.206,-0.309,-0.552
'[12:49:05.104 25/01/1995]',0.397,0.432,0.068,25.804,-0.327,-0.550
'[12:49:05.106 25/01/1995]',0.499,0.537,0.068,25.804,-0.327,-0.550
'[12:49:05.108 25/01/1995]',0.558,0.609,0.068,25.804,-0.327,-0.550
'[12:49:05.110 25/01/1995]',0.558,0.609,0.068,25.804,-0.327,-0.550
'[12:49:05.112 25/01/1995]',0.529,0.573,0.035,25.377,-0.340,-0.547
'[12:49:05.114 25/01/1995]',0.441,0.467,0.003,25.377,-0.340,-0.547
'[12:49:05.116 25/01/1995]',0.294,0.288,0.003,25.377,-0.340,-0.547
'[12:49:05.118 25/01/1995]',0.148,0.145,-0.030,25.377,-0.340,-0.547
'[12:49:05.120 25/01/1995]',0.015,0.003,-0.064,24.975,-0.352,-0.545
'[12:49:05.122 25/01/1995]',-0.102,-0.104,-0.097,24.975,-0.352,-0.545
'[12:49:05.124 25/01/1995]',-0.175,-0.176,-0.097,24.975,-0.352,-0.545
'[12:49:05.126 25/01/1995]',-0.248,-0.248,-0.097,24.975,-0.352,-0.545
'[12:49:05.128 25/01/1995]',-0.307,-0.319,-0.097,24.623,-0.359,-0.542
'[12:49:05.130 25/01/1995]',-0.351,-0.355,-0.131,24.623,-0.359,-0.542
'[12:49:05.132 25/01/1995]',-0.380,-0.391,-0.164,24.623,-0.359,-0.542
'[12:49:05.134 25/01/1995]',-0.395,-0.427,-0.164,24.623,-0.359,-0.542
'[12:49:05.136 25/01/1995]',-0.410,-0.427,-0.198,24.271,-0.368,-0.538
'[12:49:05.138 25/01/1995]',-0.410,-0.427,-0.198,24.271,-0.368,-0.538
'[12:49:05.140 25/01/1995]',-0.395,-0.391,-0.198,24.271,-0.368,-0.538
'[12:49:05.142 25/01/1995]',-0.351,-0.355,-0.164,24.271,-0.368,-0.538
'[12:49:05.144 25/01/1995]',-0.292,-0.319,-0.164,23.970,-0.375,-0.535
'[12:49:05.146 25/01/1995]',-0.248,-0.248,-0.131,23.970,-0.375,-0.535
'[12:49:05.148 25/01/1995]',-0.205,-0.212,-0.097,23.970,-0.375,-0.535
'[12:49:05.150 25/01/1995]',-0.160,-0.176,-0.064,23.970,-0.375,-0.535
'[12:49:05.152 25/01/1995]',-0.146,-0.140,-0.064,23.668,-0.384,-0.531
'[12:49:05.154 25/01/1995]',-0.116,-0.104,-0.030,23.668,-0.384,-0.531
'[12:49:05.156 25/01/1995]',-0.102,-0.104,-0.030,23.668,-0.384,-0.531
'[12:49:05.158 25/01/1995]',-0.102,-0.104,-0.030,23.668,-0.384,-0.531
'[12:49:05.160 25/01/1995]',-0.087,-0.068,-0.030,23.442,-0.389,-0.526
'[12:49:05.162 25/01/1995]',-0.087,-0.068,-0.030,23.442,-0.389,-0.526
'[12:49:05.164 25/01/1995]',-0.072,-0.068,-0.030,23.442,-0.389,-0.526
'[12:49:05.166 25/01/1995]',-0.072,-0.068,-0.030,23.442,-0.389,-0.526
'[12:49:05.168 25/01/1995]',-0.072,-0.068,-0.030,23.266,-0.395,-0.522
'[12:49:05.170 25/01/1995]',-0.087,-0.104,-0.030,23.266,-0.395,-0.522
'[12:49:05.172 25/01/1995]',-0.102,-0.104,-0.030,23.266,-0.395,-0.522
'[12:49:05.174 25/01/1995]',-0.102,-0.104,-0.030,23.266,-0.395,-0.522
'[12:49:05.176 25/01/1995]',-0.102,-0.104,-0.030,23.141,-0.399,-0.517
'[12:49:05.178 25/01/1995]',-0.102,-0.104,-0.030,23.141,-0.399,-0.517
'[12:49:05.180 25/01/1995]',-0.102,-0.104,-0.030,23.141,-0.399,-0.517
'[12:49:05.182 25/01/1995]',-0.102,-0.104,-0.030,23.141,-0.399,-0.517
'[12:49:05.184 25/01/1995]',-0.102,-0.104,-0.030,23.090,-0.404,-0.513
'[12:49:05.186 25/01/1995]',-0.087,-0.068,-0.030,23.090,-0.404,-0.513
'[12:49:05.188 25/01/1995]',-0.087,-0.068,-0.030,23.090,-0.404,-0.513
'[12:49:05.190 25/01/1995]',-0.087,-0.068,-0.030,23.090,-0.404,-0.513
'[12:49:05.192 25/01/1995]',-0.072,-0.068,-0.030,22.965,-0.406,-0.508
'[12:49:05.194 25/01/1995]',-0.087,-0.068,-0.030,22.965,-0.406,-0.508
'[12:49:05.196 25/01/1995]',-0.102,-0.104,-0.030,22.965,-0.406,-0.508
'[12:49:05.198 25/01/1995]',-0.102,-0.104,0.003,22.965,-0.406,-0.508
'[12:49:05.200 25/01/1995]',-0.102,-0.104,0.003,22.915,-0.412,-0.504
'[12:49:05.202 25/01/1995]',-0.087,-0.068,0.003,22.915,-0.412,-0.504
'[12:49:05.204 25/01/1995]',-0.072,-0.068,-0.030,22.915,-0.412,-0.504
'[12:49:05.206 25/01/1995]',-0.072,-0.068,-0.030,22.915,-0.412,-0.504
'[12:49:05.208 25/01/1995]',-0.072,-0.068,0.003,22.864,-0.415,-0.499
'[12:49:05.210 25/01/1995]',-0.072,-0.068,0.003,22.864,-0.415,-0.499
'[12:49:05.212 25/01/1995]',-0.072,-0.068,0.003,22.864,-0.415,-0.499
'[12:49:05.214 25/01/1995]',-0.072,-0.068,0.003,22.864,-0.415,-0.499
'[12:49:05.216 25/01/1995]',-0.072,-0.068,0.003,22.965,-0.419,-0.495
'[12:49:05.218 25/01/1995]',-0.072,-0.068,0.003,22.965,-0.419,-0.495
'[12:49:05.220 25/01/1995]',-0.072,-0.068,0.003,22.965,-0.419,-0.495
'[12:49:05.222 25/01/1995]',-0.072,-0.068,0.003,22.965,-0.419,-0.495
'[12:49:05.224 25/01/1995]',-0.072,-0.068,0.003,23.618,-0.424,-0.491
'[12:49:05.226 25/01/1995]',-0.072,-0.068,0.003,23.618,-0.424,-0.491
'[12:49:05.228 25/01/1995]',-0.057,-0.068,0.003,23.618,-0.424,-0.491
'[12:49:05.230 25/01/1995]',-0.057,-0.033,0.003,23.618,-0.424,-0.491
'[12:49:05.232 25/01/1995]',-0.057,-0.033,0.003,24.925,-0.429,-0.488
'[12:49:05.234 25/01/1995]',-0.043,-0.033,0.003,24.925,-0.429,-0.488
