'Time and date','II','V','ABP','PAP','UAP','PLETH','RESP'
'[09:05:54.566 05/12/1995]',-0.040,-0.005,78.977,18.925,84.800,0.339,-0.345
'[09:05:54.568 05/12/1995]',-0.040,0.001,75.977,20.150,84.800,0.329,-0.325
'[09:05:54.570 05/12/1995]',-0.040,-0.005,75.977,20.150,84.800,0.329,-0.325
'[09:05:54.572 05/12/1995]',-0.040,-0.005,75.977,20.150,84.800,0.329,-0.325
'[09:05:54.574 05/12/1995]',-0.030,-0.011,75.977,20.150,84.800,0.329,-0.325
'[09:05:54.576 05/12/1995]',-0.030,-0.005,72.827,22.375,84.800,0.314,-0.303
'[09:05:54.578 05/12/1995]',-0.040,0.001,72.827,22.375,84.800,0.314,-0.303
'[09:05:54.580 05/12/1995]',-0.051,0.001,72.827,22.375,84.800,0.314,-0.303
'[09:05:54.582 05/12/1995]',-0.061,0.001,72.827,22.375,84.800,0.314,-0.303
'[09:05:54.584 05/12/1995]',-0.071,0.001,69.902,25.300,84.900,0.297,-0.281
'[09:05:54.586 05/12/1995]',-0.051,-0.005,69.902,25.300,84.900,0.297,-0.281
'[09:05:54.588 05/12/1995]',-0.040,-0.011,69.902,25.300,84.900,0.297,-0.281
'[09:05:54.590 05/12/1995]',-0.030,-0.023,69.902,25.300,84.900,0.297,-0.281
'[09:05:54.592 05/12/1995]',-0.020,-0.011,67.127,29.050,85.050,0.280,-0.258
'[09:05:54.594 05/12/1995]',-0.030,-0.023,67.127,29.050,85.050,0.280,-0.258
'[09:05:54.596 05/12/1995]',-0.040,-0.005,67.127,29.050,85.050,0.280,-0.258
'[09:05:54.598 05/12/1995]',-0.061,0.001,67.127,29.050,85.050,0.280,-0.258
'[09:05:54.600 05/12/1995]',-0.071,0.006,64.577,33.675,85.150,0.258,-0.234
'[09:05:54.602 05/12/1995]',-0.071,0.006,64.577,33.675,85.150,0.258,-0.234
'[09:05:54.604 05/12/1995]',-0.061,0.001,64.577,33.675,85.150,0.258,-0.234
'[09:05:54.606 05/12/1995]',-0.040,-0.005,64.577,33.675,85.150,0.258,-0.234
'[09:05:54.608 05/12/1995]',-0.040,0.001,62.402,38.900,85.300,0.234,-0.209
'[09:05:54.610 05/12/1995]',-0.040,0.001,62.402,38.900,85.300,0.234,-0.209
'[09:05:54.612 05/12/1995]',-0.051,0.001,62.402,38.900,85.300,0.234,-0.209
'[09:05:54.614 05/12/1995]',-0.061,0.001,62.402,38.900,85.300,0.234,-0.209
'[09:05:54.616 05/12/1995]',-0.071,0.006,60.527,43.125,85.350,0.210,-0.184
'[09:05:54.618 05/12/1995]',-0.071,0.006,60.527,43.125,85.350,0.210,-0.184
'[09:05:54.620 05/12/1995]',-0.040,0.001,60.527,43.125,85.350,0.210,-0.184
'[09:05:54.622 05/12/1995]',-0.030,0.001,60.527,43.125,85.350,0.210,-0.184
'[09:05:54.624 05/12/1995]',-0.020,-0.005,58.801,44.575,85.250,0.183,-0.159
'[09:05:54.626 05/12/1995]',-0.009,-0.005,58.801,44.575,85.250,0.183,-0.159
'[09:05:54.628 05/12/1995]',-0.020,-0.005,58.801,44.575,85.250,0.183,-0.159
'[09:05:54.630 05/12/1995]',-0.040,0.001,58.801,44.575,85.250,0.183,-0.159
'[09:05:54.632 05/12/1995]',-0.061,0.006,57.226,42.475,85.100,0.157,-0.133
'[09:05:54.634 05/12/1995]',-0.061,0.012,57.226,42.475,85.100,0.157,-0.133
'[09:05:54.636 05/12/1995]',-0.071,0.006,57.226,42.475,85.100,0.157,-0.133
'[09:05:54.638 05/12/1995]',-0.051,0.001,57.226,42.475,85.100,0.157,-0.133
'[09:05:54.640 05/12/1995]',-0.040,-0.005,55.801,37.300,85.000,0.129,-0.107
'[09:05:54.642 05/12/1995]',-0.020,-0.005,55.801,37.300,85.000,0.129,-0.107
'[09:05:54.644 05/12/1995]',-0.020,-0.011,55.801,37.300,85.000,0.129,-0.107
'[09:05:54.646 05/12/1995]',-0.040,-0.005,55.801,37.300,85.000,0.129,-0.107
'[09:05:54.648 05/12/1995]',-0.040,0.001,54.601,30.400,85.000,0.102,-0.082
'[09:05:54.650 05/12/1995]',-0.040,0.001,54.601,30.400,85.000,0.102,-0.082
'[09:05:54.652 05/12/1995]',-0.051,0.006,54.601,30.400,85.000,0.102,-0.082
'[09:05:54.654 05/12/1995]',-0.040,0.001,54.601,30.400,85.000,0.102,-0.082
'[09:05:54.656 05/12/1995]',-0.030,-0.005,53.401,23.475,85.000,0.072,-0.057
'[09:05:54.658 05/12/1995]',-0.009,-0.005,53.401,23.475,85.000,0.072,-0.057
'[09:05:54.660 05/12/1995]',-0.020,0.001,53.401,23.475,85.000,0.072,-0.057
'[09:05:54.662 05/12/1995]',-0.030,0.001,53.401,23.475,85.000,0.072,-0.057
'[09:05:54.664 05/12/1995]',-0.040,0.006,52.426,17.925,85.050,0.044,-0.033
'[09:05:54.666 05/12/1995]',-0.061,0.012,52.426,17.925,85.050,0.044,-0.033
'[09:05:54.668 05/12/1995]',-0.061,0.012,52.426,17.925,85.050,0.044,-0.033
'[09:05:54.670 05/12/1995]',-0.051,0.006,52.426,17.925,85.050,0.044,-0.033
'[09:05:54.672 05/12/1995]',-0.040,0.001,51.526,14.625,85.100,0.017,-0.008
'[09:05:54.674 05/12/1995]',-0.020,0.001,51.526,14.625,85.100,0.017,-0.008
'[09:05:54.676 05/12/1995]',-0.009,-0.005,51.526,14.625,85.100,0.017,-0.008
'[09:05:54.678 05/12/1995]',-0.009,-0.005,51.526,14.625,85.100,0.017,-0.008
'[09:05:54.680 05/12/1995]',-0.020,0.001,50.701,13.700,85.150,-0.011,0.016
'[09:05:54.682 05/12/1995]',-0.040,0.001,50.701,13.700,85.150,-0.011,0.016
'[09:05:54.684 05/12/1995]',-0.040,0.006,50.701,13.700,85.150,-0.011,0.016
'[09:05:54.686 05/12/1995]',-0.040,0.006,50.701,13.700,85.150,-0.011,0.016
'[09:05:54.688 05/12/1995]',-0.040,0.006,50.026,14.750,85.150,-0.040,0.040
'[09:05:54.690 05/12/1995]',-0.030,0.001,50.026,14.750,85.150,-0.040,0.040
'[09:05:54.692 05/12/1995]',-0.030,0.006,50.026,14.750,85.150,-0.040,0.040
'[09:05:54.694 05/12/1995]',-0.030,0.006,50.026,14.750,85.150,-0.040,0.040
'[09:05:54.696 05/12/1995]',-0.040,0.012,49.351,17.225,85.250,-0.068,0.062
'[09:05:54.698 05/12/1995]',-0.051,0.012,49.351,17.225,85.250,-0.068,0.062
'[09:05:54.700 05/12/1995]',-0.061,0.024,49.351,17.225,85.250,-0.068,0.062
'[09:05:54.702 05/12/1995]',-0.051,0.012,49.351,17.225,85.250,-0.068,0.062
'[09:05:54.704 05/12/1995]',-0.040,0.006,48.751,20.200,85.250,-0.095,0.084
'[09:05:54.706 05/12/1995]',-0.020,0.006,48.751,20.200,85.250,-0.095,0.084
'[09:05:54.708 05/12/1995]',-0.009,0.001,48.751,20.200,85.250,-0.095,0.084
'[09:05:54.710 05/12/1995]',-0.009,-0.005,48.751,20.200,85.250,-0.095,0.084
'[09:05:54.712 05/12/1995]',-0.009,0.001,48.151,22.725,85.300,-0.121,0.106
'[09:05:54.714 05/12/1995]',-0.030,0.001,48.151,22.725,85.300,-0.121,0.106
'[09:05:54.716 05/12/1995]',-0.040,0.006,48.151,22.725,85.300,-0.121,0.106
'[09:05:54.718 05/12/1995]',-0.051,0.012,48.151,22.725,85.300,-0.121,0.106
'[09:05:54.720 05/12/1995]',-0.040,0.012,47.701,24.125,85.300,-0.147,0.128
'[09:05:54.722 05/12/1995]',-0.020,0.006,47.701,24.125,85.300,-0.147,0.128
'[09:05:54.724 05/12/1995]',-0.009,0.001,47.701,24.125,85.300,-0.147,0.128
'[09:05:54.726 05/12/1995]',0.001,-0.005,47.701,24.125,85.300,-0.147,0.128
'[09:05:54.728 05/12/1995]',-0.009,0.001,47.326,24.375,85.300,-0.172,0.148
'[09:05:54.730 05/12/1995]',-0.009,0.001,47.326,24.375,85.300,-0.172,0.148
'[09:05:54.732 05/12/1995]',-0.030,0.006,47.326,24.375,85.300,-0.172,0.148
'[09:05:54.734 05/12/1995]',-0.030,0.012,47.326,24.375,85.300,-0.172,0.148
'[09:05:54.736 05/12/1995]',-0.040,0.006,46.951,23.550,85.300,-0.196,0.168
'[09:05:54.738 05/12/1995]',-0.030,0.006,46.951,23.550,85.300,-0.196,0.168
'[09:05:54.740 05/12/1995]',-0.009,0.001,46.951,23.550,85.300,-0.196,0.168
'[09:05:54.742 05/12/1995]',-0.009,-0.005,46.951,23.550,85.300,-0.196,0.168
'[09:05:54.744 05/12/1995]',-0.009,0.001,46.576,21.950,85.300,-0.220,0.188
'[09:05:54.746 05/12/1995]',-0.040,0.001,46.576,21.950,85.300,-0.220,0.188
'[09:05:54.748 05/12/1995]',-0.040,0.001,46.576,21.950,85.300,-0.220,0.188
'[09:05:54.750 05/12/1995]',-0.040,0.006,46.576,21.950,85.300,-0.220,0.188
'[09:05:54.752 05/12/1995]',-0.040,0.006,46.276,20.325,85.250,-0.242,0.207
'[09:05:54.754 05/12/1995]',-0.030,0.006,46.276,20.325,85.250,-0.242,0.207
'[09:05:54.756 05/12/1995]',-0.009,0.006,46.276,20.325,85.250,-0.242,0.207
'[09:05:54.758 05/12/1995]',0.001,0.006,46.276,20.325,85.250,-0.242,0.207
'[09:05:54.760 05/12/1995]',-0.009,0.001,46.051,19.100,85.250,-0.265,0.225
'[09:05:54.762 05/12/1995]',-0.020,0.001,46.051,19.100,85.250,-0.265,0.225
'[09:05:54.764 05/12/1995]',-0.040,0.006,46.051,19.100,85.250,-0.265,0.225
'[09:05:54.766 05/12/1995]',-0.040,0.006,46.051,19.100,85.250,-0.265,0.225
'[09:05:54.768 05/12/1995]',-0.040,0.006,45.751,18.450,85.150,-0.284,0.241
'[09:05:54.770 05/12/1995]',-0.030,0.001,45.751,18.450,85.150,-0.284,0.241
'[09:05:54.772 05/12/1995]',-0.009,0.001,45.751,18.450,85.150,-0.284,0.241
'[09:05:54.774 05/12/1995]',0.001,0.001,45.751,18.450,85.150,-0.284,0.241
'[09:05:54.776 05/12/1995]',0.001,0.001,45.526,18.275,85.150,-0.305,0.257
'[09:05:54.778 05/12/1995]',0.001,0.006,45.526,18.275,85.150,-0.305,0.257
'[09:05:54.780 05/12/1995]',-0.020,0.001,45.526,18.275,85.150,-0.305,0.257
'[09:05:54.782 05/12/1995]',-0.030,0.012,45.526,18.275,85.150,-0.305,0.257
'[09:05:54.784 05/12/1995]',-0.040,0.012,45.301,18.325,85.250,-0.324,0.272
'[09:05:54.786 05/12/1995]',-0.040,0.006,45.301,18.325,85.250,-0.324,0.272
'[09:05:54.788 05/12/1995]',-0.030,0.006,45.301,18.325,85.250,-0.324,0.272
'[09:05:54.790 05/12/1995]',-0.009,0.001,45.301,18.325,85.250,-0.324,0.272
'[09:05:54.792 05/12/1995]',0.001,-0.005,45.151,18.500,85.250,-0.342,0.287
'[09:05:54.794 05/12/1995]',0.001,0.001,45.151,18.500,85.250,-0.342,0.287
'[09:05:54.796 05/12/1995]',0.001,0.001,45.151,18.500,85.250,-0.342,0.287
'[09:05:54.798 05/12/1995]',-0.009,0.001,45.151,18.500,85.250,-0.342,0.287
'[09:05:54.800 05/12/1995]',-0.009,0.006,44.926,18.750,85.150,-0.359,0.303
'[09:05:54.802 05/12/1995]',0.001,0.012,44.926,18.750,85.150,-0.359,0.303
'[09:05:54.804 05/12/1995]',0.001,0.001,44.926,18.750,85.150,-0.359,0.303
'[09:05:54.806 05/12/1995]',0.001,-0.005,44.926,18.750,85.150,-0.359,0.303
'[09:05:54.808 05/12/1995]',0.001,0.001,44.701,18.975,85.000,-0.376,0.319
'[09:05:54.810 05/12/1995]',0.001,0.006,44.701,18.975,85.000,-0.376,0.319
'[09:05:54.812 05/12/1995]',0.001,0.006,44.701,18.975,85.000,-0.376,0.319
'[09:05:54.814 05/12/1995]',-0.020,0.012,44.701,18.975,85.000,-0.376,0.319
'[09:05:54.816 05/12/1995]',-0.020,0.012,44.401,19.100,84.700,-0.394,0.335
'[09:05:54.818 05/12/1995]',-0.020,0.012,44.401,19.100,84.700,-0.394,0.335
'[09:05:54.820 05/12/1995]',-0.009,0.006,44.401,19.100,84.700,-0.394,0.335
'[09:05:54.822 05/12/1995]',0.001,0.001,44.401,19.100,84.700,-0.394,0.335
'[09:05:54.824 05/12/1995]',0.011,-0.005,44.176,19.150,84.350,-0.409,0.348
'[09:05:54.826 05/12/1995]',0.021,-0.005,44.176,19.150,84.350,-0.409,0.348
'[09:05:54.828 05/12/1995]',0.031,-0.005,44.176,19.150,84.350,-0.409,0.348
'[09:05:54.830 05/12/1995]',0.031,-0.005,44.176,19.150,84.350,-0.409,0.348
'[09:05:54.832 05/12/1995]',0.011,0.001,43.876,19.100,84.000,-0.422,0.361
'[09:05:54.834 05/12/1995]',0.021,0.001,43.876,19.100,84.000,-0.422,0.361
'[09:05:54.836 05/12/1995]',0.031,-0.005,43.876,19.100,84.000,-0.422,0.361
'[09:05:54.838 05/12/1995]',0.042,-0.011,43.876,19.100,84.000,-0.422,0.361
'[09:05:54.840 05/12/1995]',0.063,-0.011,43.651,18.975,83.650,-0.436,0.373
'[09:05:54.842 05/12/1995]',0.052,-0.011,43.651,18.975,83.650,-0.436,0.373
'[09:05:54.844 05/12/1995]',0.042,-0.011,43.651,18.975,83.650,-0.436,0.373
'[09:05:54.846 05/12/1995]',0.021,-0.005,43.651,18.975,83.650,-0.436,0.373
'[09:05:54.848 05/12/1995]',0.011,0.001,43.426,18.800,83.350,-0.462,0.385
'[09:05:54.850 05/12/1995]',0.001,0.001,43.426,18.800,83.350,-0.462,0.385
'[09:05:54.852 05/12/1995]',0.001,0.001,43.426,18.800,83.350,-0.462,0.385
'[09:05:54.854 05/12/1995]',0.011,0.001,43.426,18.800,83.350,-0.462,0.385
'[09:05:54.856 05/12/1995]',0.021,-0.005,43.201,18.450,83.050,-0.476,0.396
'[09:05:54.858 05/12/1995]',0.031,-0.005,43.201,18.450,83.050,-0.476,0.396
'[09:05:54.860 05/12/1995]',0.031,-0.011,43.201,18.450,83.050,-0.476,0.396
'[09:05:54.862 05/12/1995]',0.021,-0.005,43.201,18.450,83.050,-0.476,0.396
'[09:05:54.864 05/12/1995]',0.001,0.001,42.976,18.100,82.850,-0.487,0.406
'[09:05:54.866 05/12/1995]',0.001,0.001,42.976,18.100,82.850,-0.487,0.406
'[09:05:54.868 05/12/1995]',-0.009,0.001,42.976,18.100,82.850,-0.487,0.406
'[09:05:54.870 05/12/1995]',-0.009,0.001,42.976,18.100,82.850,-0.487,0.406
'[09:05:54.872 05/12/1995]',0.001,0.001,42.676,17.850,82.600,-0.500,0.417
'[09:05:54.874 05/12/1995]',0.001,0.001,42.676,17.850,82.600,-0.500,0.417
'[09:05:54.876 05/12/1995]',0.011,0.001,42.676,17.850,82.600,-0.500,0.417
'[09:05:54.878 05/12/1995]',0.001,0.006,42.676,17.850,82.600,-0.500,0.417
'[09:05:54.880 05/12/1995]',-0.009,0.012,42.451,17.850,82.300,-0.512,0.428
'[09:05:54.882 05/12/1995]',-0.030,0.024,42.451,17.850,82.300,-0.512,0.428
'[09:05:54.884 05/12/1995]',-0.040,0.024,42.451,17.850,82.300,-0.512,0.428
'[09:05:54.886 05/12/1995]',-0.040,0.012,42.451,17.850,82.300,-0.512,0.428
'[09:05:54.888 05/12/1995]',-0.040,0.012,42.226,18.025,82.050,-0.522,0.439
'[09:05:54.890 05/12/1995]',-0.020,0.012,42.226,18.025,82.050,-0.522,0.439
'[09:05:54.892 05/12/1995]',-0.020,0.012,42.226,18.025,82.050,-0.522,0.439
'[09:05:54.894 05/12/1995]',-0.020,0.012,42.226,18.025,82.050,-0.522,0.439
'[09:05:54.896 05/12/1995]',-0.040,0.024,41.926,18.150,81.700,-0.534,0.450
'[09:05:54.898 05/12/1995]',-0.061,0.030,41.926,18.150,81.700,-0.534,0.450
'[09:05:54.900 05/12/1995]',-0.071,0.030,41.926,18.150,81.700,-0.534,0.450
'[09:05:54.902 05/12/1995]',-0.071,0.030,41.926,18.150,81.700,-0.534,0.450
'[09:05:54.904 05/12/1995]',-0.061,0.030,41.701,18.100,81.050,-0.544,0.460
'[09:05:54.906 05/12/1995]',-0.040,0.024,41.701,18.100,81.050,-0.544,0.460
'[09:05:54.908 05/12/1995]',-0.020,0.012,41.701,18.100,81.050,-0.544,0.460
'[09:05:54.910 05/12/1995]',-0.009,0.012,41.701,18.100,81.050,-0.544,0.460
'[09:05:54.912 05/12/1995]',-0.009,0.012,41.401,17.850,80.050,-0.552,0.471
'[09:05:54.914 05/12/1995]',-0.020,0.012,41.401,17.850,80.050,-0.552,0.471
'[09:05:54.916 05/12/1995]',-0.040,0.024,41.401,17.850,80.050,-0.552,0.471
'[09:05:54.918 05/12/1995]',-0.030,0.024,41.401,17.850,80.050,-0.552,0.471
'[09:05:54.920 05/12/1995]',-0.030,0.012,41.176,17.400,78.500,-0.562,0.482
'[09:05:54.922 05/12/1995]',-0.020,0.012,41.176,17.400,78.500,-0.562,0.482
'[09:05:54.924 05/12/1995]',-0.009,0.006,41.176,17.400,78.500,-0.562,0.482
'[09:05:54.926 05/12/1995]',-0.009,0.006,41.176,17.400,78.500,-0.562,0.482
'[09:05:54.928 05/12/1995]',-0.030,0.006,40.801,16.675,76.400,-0.570,0.493
'[09:05:54.930 05/12/1995]',-0.040,0.012,40.801,16.675,76.400,-0.570,0.493
'[09:05:54.932 05/12/1995]',-0.051,0.012,40.801,16.675,76.400,-0.570,0.493
'[09:05:54.934 05/12/1995]',-0.051,0.012,40.801,16.675,76.400,-0.570,0.493
'[09:05:54.936 05/12/1995]',-0.040,0.012,40.426,15.975,74.000,-0.577,0.505
'[09:05:54.938 05/12/1995]',-0.030,0.012,40.426,15.975,74.000,-0.577,0.505
'[09:05:54.940 05/12/1995]',-0.020,0.001,40.426,15.975,74.000,-0.577,0.505
'[09:05:54.942 05/12/1995]',-0.009,0.006,40.426,15.975,74.000,-0.577,0.505
'[09:05:54.944 05/12/1995]',-0.020,0.006,40.126,15.400,71.750,-0.583,0.517
'[09:05:54.946 05/12/1995]',-0.030,0.006,40.126,15.400,71.750,-0.583,0.517
'[09:05:54.948 05/12/1995]',-0.040,0.024,40.126,15.400,71.750,-0.583,0.517
'[09:05:54.950 05/12/1995]',-0.051,0.012,40.126,15.400,71.750,-0.583,0.517
'[09:05:54.952 05/12/1995]',-0.040,0.012,39.901,15.225,70.000,-0.592,0.530
'[09:05:54.954 05/12/1995]',-0.030,0.012,39.901,15.225,70.000,-0.592,0.530
'[09:05:54.956 05/12/1995]',-0.009,0.006,39.901,15.225,70.000,-0.592,0.530
'[09:05:54.958 05/12/1995]',-0.009,0.012,39.901,15.225,70.000,-0.592,0.530
'[09:05:54.960 05/12/1995]',-0.020,0.006,39.751,15.575,68.700,-0.598,0.542
'[09:05:54.962 05/12/1995]',-0.030,0.012,39.751,15.575,68.700,-0.598,0.542
'[09:05:54.964 05/12/1995]',-0.040,0.012,39.751,15.575,68.700,-0.598,0.542
'[09:05:54.966 05/12/1995]',-0.061,0.024,39.751,15.575,68.700,-0.598,0.542
'[09:05:54.968 05/12/1995]',-0.061,0.024,39.601,16.325,67.900,-0.605,0.555
'[09:05:54.970 05/12/1995]',-0.051,0.024,39.601,16.325,67.900,-0.605,0.555
'[09:05:54.972 05/12/1995]',-0.040,0.012,39.601,16.325,67.900,-0.605,0.555
'[09:05:54.974 05/12/1995]',-0.020,0.006,39.601,16.325,67.900,-0.605,0.555
'[09:05:54.976 05/12/1995]',-0.020,0.012,39.301,17.275,67.300,-0.610,0.568
'[09:05:54.978 05/12/1995]',-0.030,0.006,39.301,17.275,67.300,-0.610,0.568
'[09:05:54.980 05/12/1995]',-0.040,0.012,39.301,17.275,67.300,-0.610,0.568
'[09:05:54.982 05/12/1995]',-0.040,0.012,39.301,17.275,67.300,-0.610,0.568
'[09:05:54.984 05/12/1995]',-0.040,0.012,39.076,17.925,66.750,-0.615,0.581
'[09:05:54.986 05/12/1995]',-0.030,0.006,39.076,17.925,66.750,-0.615,0.581
'[09:05:54.988 05/12/1995]',-0.009,0.001,39.076,17.925,66.750,-0.615,0.581
'[09:05:54.990 05/12/1995]',0.001,-0.005,39.076,17.925,66.750,-0.615,0.581
'[09:05:54.992 05/12/1995]',0.001,-0.011,38.776,18.150,66.200,-0.621,0.593
'[09:05:54.994 05/12/1995]',0.001,-0.005,38.776,18.150,66.200,-0.621,0.593
'[09:05:54.996 05/12/1995]',-0.020,0.001,38.776,18.150,66.200,-0.621,0.593
'[09:05:54.998 05/12/1995]',-0.030,0.012,38.776,18.150,66.200,-0.621,0.593
'[09:05:55.000 05/12/1995]',-0.020,0.036,38.551,17.800,65.550,-0.625,0.605
'[09:05:55.002 05/12/1995]',0.001,0.065,38.551,17.800,65.550,-0.625,0.605
'[09:05:55.004 05/12/1995]',0.052,0.089,38.551,17.800,65.550,-0.625,0.605
'[09:05:55.006 05/12/1995]',0.104,0.112,38.551,17.800,65.550,-0.625,0.605
'[09:05:55.008 05/12/1995]',0.135,0.136,38.401,17.275,64.900,-0.630,0.616
'[09:05:55.010 05/12/1995]',0.176,0.165,38.401,17.275,64.900,-0.630,0.616
'[09:05:55.012 05/12/1995]',0.207,0.200,38.401,17.275,64.900,-0.630,0.616
'[09:05:55.014 05/12/1995]',0.238,0.224,38.401,17.275,64.900,-0.630,0.616
'[09:05:55.016 05/12/1995]',0.290,0.242,38.251,16.875,64.250,-0.634,0.627
'[09:05:55.018 05/12/1995]',0.341,0.259,38.251,16.875,64.250,-0.634,0.627
'[09:05:55.020 05/12/1995]',0.403,0.265,38.251,16.875,64.250,-0.634,0.627
'[09:05:55.022 05/12/1995]',0.465,0.265,38.251,16.875,64.250,-0.634,0.627
'[09:05:55.024 05/12/1995]',0.516,0.265,38.026,16.875,63.600,-0.638,0.638
'[09:05:55.026 05/12/1995]',0.558,0.271,38.026,16.875,63.600,-0.638,0.638
'[09:05:55.028 05/12/1995]',0.578,0.265,38.026,16.875,63.600,-0.638,0.638
'[09:05:55.030 05/12/1995]',0.578,0.265,38.026,16.875,63.600,-0.638,0.638
'[09:05:55.032 05/12/1995]',0.578,0.259,37.951,17.275,62.900,-0.640,0.649
'[09:05:55.034 05/12/1995]',0.578,0.242,37.951,17.275,62.900,-0.640,0.649
'[09:05:55.036 05/12/1995]',0.568,0.218,37.951,17.275,62.900,-0.640,0.649
'[09:05:55.038 05/12/1995]',0.578,0.200,37.951,17.275,62.900,-0.640,0.649
'[09:05:55.040 05/12/1995]',0.558,0.177,37.726,18.025,62.250,-0.645,0.659
'[09:05:55.042 05/12/1995]',0.527,0.142,37.726,18.025,62.250,-0.645,0.659
'[09:05:55.044 05/12/1995]',0.485,0.118,37.726,18.025,62.250,-0.645,0.659
'[09:05:55.046 05/12/1995]',0.454,0.100,37.726,18.025,62.250,-0.645,0.659
'[09:05:55.048 05/12/1995]',0.444,0.094,37.576,19.100,61.650,-0.648,0.670
'[09:05:55.050 05/12/1995]',0.424,0.089,37.576,19.100,61.650,-0.648,0.670
'[09:05:55.052 05/12/1995]',0.424,0.071,37.576,19.100,61.650,-0.648,0.670
'[09:05:55.054 05/12/1995]',0.434,0.065,37.576,19.100,61.650,-0.648,0.670
'[09:05:55.056 05/12/1995]',0.444,0.036,37.501,20.375,61.300,-0.652,0.680
'[09:05:55.058 05/12/1995]',0.434,0.024,37.501,20.375,61.300,-0.652,0.680
'[09:05:55.060 05/12/1995]',0.424,0.012,37.501,20.375,61.300,-0.652,0.680
'[09:05:55.062 05/12/1995]',0.403,0.024,37.501,20.375,61.300,-0.652,0.680
'[09:05:55.064 05/12/1995]',0.362,0.024,37.276,21.675,61.100,-0.653,0.690
'[09:05:55.066 05/12/1995]',0.320,0.024,37.276,21.675,61.100,-0.653,0.690
'[09:05:55.068 05/12/1995]',0.290,0.024,37.276,21.675,61.100,-0.653,0.690
'[09:05:55.070 05/12/1995]',0.269,0.012,37.276,21.675,61.100,-0.653,0.690
'[09:05:55.072 05/12/1995]',0.228,0.006,37.126,22.850,61.100,-0.656,0.699
'[09:05:55.074 05/12/1995]',0.197,0.006,37.126,22.850,61.100,-0.656,0.699
'[09:05:55.076 05/12/1995]',0.165,0.006,37.126,22.850,61.100,-0.656,0.699
'[09:05:55.078 05/12/1995]',0.114,0.006,37.126,22.850,61.100,-0.656,0.699
'[09:05:55.080 05/12/1995]',0.052,0.024,36.976,23.550,61.100,-0.659,0.708
'[09:05:55.082 05/12/1995]',0.001,0.030,36.976,23.550,61.100,-0.659,0.708
'[09:05:55.084 05/12/1995]',-0.020,0.030,36.976,23.550,61.100,-0.659,0.708
'[09:05:55.086 05/12/1995]',-0.061,0.030,36.976,23.550,61.100,-0.659,0.708
'[09:05:55.088 05/12/1995]',-0.082,0.024,36.826,23.725,61.200,-0.660,0.717
'[09:05:55.090 05/12/1995]',-0.082,0.012,36.826,23.725,61.200,-0.660,0.717
'[09:05:55.092 05/12/1995]',-0.092,0.012,36.826,23.725,61.200,-0.660,0.717
'[09:05:55.094 05/12/1995]',-0.123,0.012,36.826,23.725,61.200,-0.660,0.717
'[09:05:55.096 05/12/1995]',-0.134,0.012,36.676,23.600,61.450,-0.663,0.726
'[09:05:55.098 05/12/1995]',-0.164,0.012,36.676,23.600,61.450,-0.663,0.726
'[09:05:55.100 05/12/1995]',-0.174,0.012,36.676,23.600,61.450,-0.663,0.726
'[09:05:55.102 05/12/1995]',-0.164,0.012,36.676,23.600,61.450,-0.663,0.726
'[09:05:55.104 05/12/1995]',-0.174,0.006,36.451,23.725,61.750,-0.664,0.734
'[09:05:55.106 05/12/1995]',-0.144,0.001,36.451,23.725,61.750,-0.664,0.734
'[09:05:55.108 05/12/1995]',-0.134,0.001,36.451,23.725,61.750,-0.664,0.734
'[09:05:55.110 05/12/1995]',-0.134,-0.005,36.451,23.725,61.750,-0.664,0.734
'[09:05:55.112 05/12/1995]',-0.134,0.001,36.301,24.600,62.050,-0.666,0.742
'[09:05:55.114 05/12/1995]',-0.154,0.001,36.301,24.600,62.050,-0.666,0.742
'[09:05:55.116 05/12/1995]',-0.154,0.001,36.301,24.600,62.050,-0.666,0.742
'[09:05:55.118 05/12/1995]',-0.164,0.006,36.301,24.600,62.050,-0.666,0.742
'[09:05:55.120 05/12/1995]',-0.154,0.006,36.151,26.350,62.300,-0.665,0.750
'[09:05:55.122 05/12/1995]',-0.134,-0.005,36.151,26.350,62.300,-0.665,0.750
'[09:05:55.124 05/12/1995]',-0.123,-0.005,36.151,26.350,62.300,-0.665,0.750
'[09:05:55.126 05/12/1995]',-0.123,-0.005,36.151,26.350,62.300,-0.665,0.750
'[09:05:55.128 05/12/1995]',-0.134,-0.005,35.926,28.650,62.550,-0.666,0.757
'[09:05:55.130 05/12/1995]',-0.144,0.001,35.926,28.650,62.550,-0.666,0.757
'[09:05:55.132 05/12/1995]',-0.174,0.006,35.926,28.650,62.550,-0.666,0.757
'[09:05:55.134 05/12/1995]',-0.174,0.006,35.926,28.650,62.550,-0.666,0.757
'[09:05:55.136 05/12/1995]',-0.164,0.006,35.851,31.275,62.800,-0.668,0.764
'[09:05:55.138 05/12/1995]',-0.134,0.001,35.851,31.275,62.800,-0.668,0.764
'[09:05:55.140 05/12/1995]',-0.123,-0.005,35.851,31.275,62.800,-0.668,0.764
'[09:05:55.142 05/12/1995]',-0.113,-0.005,35.851,31.275,62.800,-0.668,0.764
'[09:05:55.144 05/12/1995]',-0.134,-0.005,35.626,34.150,62.950,-0.667,0.770
'[09:05:55.146 05/12/1995]',-0.144,0.001,35.626,34.150,62.950,-0.667,0.770
