'Time and date','II','aVF','V','ABP','PAP','CVP','PLETH'
'[14:48:54.572 29/04/1996]',-0.007,-0.015,0.001,82.550,24.775,15.338,-0.271
'[14:48:54.574 29/04/1996]',-0.015,-0.015,0.001,82.550,24.775,15.338,-0.271
'[14:48:54.576 29/04/1996]',-0.015,-0.015,0.001,82.050,25.375,15.275,-0.219
'[14:48:54.578 29/04/1996]',-0.022,-0.032,-0.015,82.050,25.375,15.275,-0.219
'[14:48:54.580 29/04/1996]',-0.030,-0.032,-0.015,82.050,25.375,15.275,-0.219
'[14:48:54.582 29/04/1996]',-0.030,-0.032,-0.015,82.050,25.375,15.275,-0.219
'[14:48:54.584 29/04/1996]',-0.038,-0.049,-0.015,81.650,26.300,15.225,-0.157
'[14:48:54.586 29/04/1996]',-0.038,-0.049,-0.031,81.650,26.300,15.225,-0.157
'[14:48:54.588 29/04/1996]',-0.053,-0.049,-0.015,81.650,26.300,15.225,-0.157
'[14:48:54.590 29/04/1996]',-0.061,-0.049,-0.015,81.650,26.300,15.225,-0.157
'[14:48:54.592 29/04/1996]',-0.061,-0.066,-0.015,81.250,27.475,15.162,-0.104
'[14:48:54.594 29/04/1996]',-0.069,-0.066,-0.031,81.250,27.475,15.162,-0.104
'[14:48:54.596 29/04/1996]',-0.069,-0.066,-0.031,81.250,27.475,15.162,-0.104
'[14:48:54.598 29/04/1996]',-0.069,-0.066,-0.031,81.250,27.475,15.162,-0.104
'[14:48:54.600 29/04/1996]',-0.069,-0.066,-0.031,80.550,28.600,15.050,-0.042
'[14:48:54.602 29/04/1996]',-0.076,-0.083,-0.047,80.550,28.600,15.050,-0.042
'[14:48:54.604 29/04/1996]',-0.076,-0.083,-0.047,80.550,28.600,15.050,-0.042
'[14:48:54.606 29/04/1996]',-0.084,-0.083,-0.047,80.550,28.600,15.050,-0.042
'[14:48:54.608 29/04/1996]',-0.084,-0.083,-0.047,79.350,29.300,14.988,-0.021
'[14:48:54.610 29/04/1996]',-0.084,-0.083,-0.047,79.350,29.300,14.988,-0.021
'[14:48:54.612 29/04/1996]',-0.084,-0.083,-0.047,79.350,29.300,14.988,-0.021
'[14:48:54.614 29/04/1996]',-0.076,-0.083,-0.047,79.350,29.300,14.988,-0.021
'[14:48:54.616 29/04/1996]',-0.076,-0.083,-0.047,77.850,29.350,14.863,0.000
'[14:48:54.618 29/04/1996]',-0.076,-0.083,-0.047,77.850,29.350,14.863,0.000
'[14:48:54.620 29/04/1996]',-0.084,-0.083,-0.047,77.850,29.350,14.863,0.000
'[14:48:54.622 29/04/1996]',-0.084,-0.083,-0.047,77.850,29.350,14.863,0.000
'[14:48:54.624 29/04/1996]',-0.084,-0.083,-0.047,76.800,28.600,14.750,0.011
'[14:48:54.626 29/04/1996]',-0.084,-0.083,-0.047,76.800,28.600,14.750,0.011
'[14:48:54.628 29/04/1996]',-0.076,-0.083,-0.047,76.800,28.600,14.750,0.011
'[14:48:54.630 29/04/1996]',-0.084,-0.083,-0.047,76.800,28.600,14.750,0.011
'[14:48:54.632 29/04/1996]',-0.076,-0.083,-0.047,76.850,27.175,14.637,-0.010
'[14:48:54.634 29/04/1996]',-0.084,-0.083,-0.047,76.850,27.175,14.637,-0.010
'[14:48:54.636 29/04/1996]',-0.084,-0.083,-0.047,76.850,27.175,14.637,-0.010
'[14:48:54.638 29/04/1996]',-0.084,-0.083,-0.047,76.850,27.175,14.637,-0.010
'[14:48:54.640 29/04/1996]',-0.084,-0.083,-0.047,78.200,25.900,14.400,-0.021
'[14:48:54.642 29/04/1996]',-0.084,-0.083,-0.047,78.200,25.900,14.400,-0.021
'[14:48:54.644 29/04/1996]',-0.084,-0.083,-0.031,78.200,25.900,14.400,-0.021
'[14:48:54.646 29/04/1996]',-0.076,-0.066,-0.031,78.200,25.900,14.400,-0.021
'[14:48:54.648 29/04/1996]',-0.069,-0.066,-0.031,80.300,25.650,14.050,-0.084
'[14:48:54.650 29/04/1996]',-0.069,-0.066,-0.031,80.300,25.650,14.050,-0.084
'[14:48:54.652 29/04/1996]',-0.076,-0.083,-0.047,80.300,25.650,14.050,-0.084
'[14:48:54.654 29/04/1996]',-0.076,-0.083,-0.031,80.300,25.650,14.050,-0.084
'[14:48:54.656 29/04/1996]',-0.076,-0.083,-0.047,83.750,26.825,13.637,-0.157
'[14:48:54.658 29/04/1996]',-0.076,-0.083,-0.031,83.750,26.825,13.637,-0.157
'[14:48:54.660 29/04/1996]',-0.076,-0.083,-0.031,83.750,26.825,13.637,-0.157
'[14:48:54.662 29/04/1996]',-0.084,-0.083,-0.031,83.750,26.825,13.637,-0.157
'[14:48:54.664 29/04/1996]',-0.076,-0.066,-0.031,89.800,29.125,13.113,-0.230
'[14:48:54.666 29/04/1996]',-0.076,-0.066,-0.031,89.800,29.125,13.113,-0.230
'[14:48:54.668 29/04/1996]',-0.076,-0.066,-0.031,89.800,29.125,13.113,-0.230
'[14:48:54.670 29/04/1996]',-0.076,-0.066,-0.031,89.800,29.125,13.113,-0.230
'[14:48:54.672 29/04/1996]',-0.069,-0.066,-0.031,99.150,32.100,12.588,-0.303
'[14:48:54.674 29/04/1996]',-0.076,-0.066,-0.031,99.150,32.100,12.588,-0.303
'[14:48:54.676 29/04/1996]',-0.076,-0.066,-0.031,99.150,32.100,12.588,-0.303
'[14:48:54.678 29/04/1996]',-0.076,-0.066,-0.031,99.150,32.100,12.588,-0.303
'[14:48:54.680 29/04/1996]',-0.076,-0.066,-0.047,111.150,35.150,12.000,-0.355
'[14:48:54.682 29/04/1996]',-0.076,-0.083,-0.047,111.150,35.150,12.000,-0.355
'[14:48:54.684 29/04/1996]',-0.076,-0.083,-0.047,111.150,35.150,12.000,-0.355
'[14:48:54.686 29/04/1996]',-0.084,-0.083,-0.047,111.150,35.150,12.000,-0.355
'[14:48:54.688 29/04/1996]',-0.076,-0.083,-0.047,123.300,37.975,11.412,-0.397
'[14:48:54.690 29/04/1996]',-0.076,-0.083,-0.047,123.300,37.975,11.412,-0.397
'[14:48:54.692 29/04/1996]',-0.076,-0.083,-0.047,123.300,37.975,11.412,-0.397
'[14:48:54.694 29/04/1996]',-0.069,-0.083,-0.047,123.300,37.975,11.412,-0.397
'[14:48:54.696 29/04/1996]',-0.061,-0.066,-0.047,133.450,40.300,10.825,-0.387
'[14:48:54.698 29/04/1996]',-0.069,-0.066,-0.047,133.450,40.300,10.825,-0.387
'[14:48:54.700 29/04/1996]',-0.061,-0.066,-0.047,133.450,40.300,10.825,-0.387
'[14:48:54.702 29/04/1996]',-0.069,-0.066,-0.063,133.450,40.300,10.825,-0.387
'[14:48:54.704 29/04/1996]',-0.069,-0.066,-0.047,140.850,42.125,10.238,-0.344
'[14:48:54.706 29/04/1996]',-0.069,-0.066,-0.063,140.850,42.125,10.238,-0.344
'[14:48:54.708 29/04/1996]',-0.069,-0.066,-0.063,140.850,42.125,10.238,-0.344
'[14:48:54.710 29/04/1996]',-0.069,-0.066,-0.047,140.850,42.125,10.238,-0.344
'[14:48:54.712 29/04/1996]',-0.069,-0.049,-0.047,146.100,43.175,9.713,-0.303
'[14:48:54.714 29/04/1996]',-0.069,-0.049,-0.047,146.100,43.175,9.713,-0.303
'[14:48:54.716 29/04/1996]',-0.061,-0.049,-0.047,146.100,43.175,9.713,-0.303
'[14:48:54.718 29/04/1996]',-0.053,-0.049,-0.047,146.100,43.175,9.713,-0.303
'[14:48:54.720 29/04/1996]',-0.053,-0.049,-0.047,150.450,43.350,9.125,-0.199
'[14:48:54.722 29/04/1996]',-0.053,-0.049,-0.047,150.450,43.350,9.125,-0.199
'[14:48:54.724 29/04/1996]',-0.053,-0.049,-0.047,150.450,43.350,9.125,-0.199
'[14:48:54.726 29/04/1996]',-0.053,-0.032,-0.047,150.450,43.350,9.125,-0.199
'[14:48:54.728 29/04/1996]',-0.030,-0.015,-0.047,154.200,42.825,8.537,-0.094
'[14:48:54.730 29/04/1996]',-0.038,-0.032,-0.047,154.200,42.825,8.537,-0.094
'[14:48:54.732 29/04/1996]',-0.030,-0.015,-0.031,154.200,42.825,8.537,-0.094
'[14:48:54.734 29/04/1996]',-0.030,-0.015,-0.031,154.200,42.825,8.537,-0.094
'[14:48:54.736 29/04/1996]',-0.030,-0.032,-0.031,157.050,41.650,8.012,0.042
'[14:48:54.738 29/04/1996]',-0.030,-0.015,-0.031,157.050,41.650,8.012,0.042
'[14:48:54.740 29/04/1996]',-0.030,-0.032,-0.031,157.050,41.650,8.012,0.042
'[14:48:54.742 29/04/1996]',-0.030,-0.015,-0.031,157.050,41.650,8.012,0.042
'[14:48:54.744 29/04/1996]',-0.030,-0.015,-0.031,158.400,40.025,7.600,0.167
'[14:48:54.746 29/04/1996]',-0.030,-0.015,-0.015,158.400,40.025,7.600,0.167
'[14:48:54.748 29/04/1996]',-0.030,-0.015,-0.015,158.400,40.025,7.600,0.167
'[14:48:54.750 29/04/1996]',-0.030,-0.015,-0.031,158.400,40.025,7.600,0.167
'[14:48:54.752 29/04/1996]',-0.030,-0.015,-0.015,157.950,38.075,7.250,0.292
'[14:48:54.754 29/04/1996]',-0.022,-0.015,-0.015,157.950,38.075,7.250,0.292
'[14:48:54.756 29/04/1996]',-0.022,-0.015,-0.031,157.950,38.075,7.250,0.292
'[14:48:54.758 29/04/1996]',-0.022,-0.015,-0.031,157.950,38.075,7.250,0.292
'[14:48:54.760 29/04/1996]',-0.015,0.002,-0.015,155.950,35.850,6.963,0.407
'[14:48:54.762 29/04/1996]',-0.015,0.002,-0.015,155.950,35.850,6.963,0.407
'[14:48:54.764 29/04/1996]',-0.015,0.002,-0.015,155.950,35.850,6.963,0.407
'[14:48:54.766 29/04/1996]',-0.007,0.002,-0.015,155.950,35.850,6.963,0.407
'[14:48:54.768 29/04/1996]',-0.007,0.002,-0.015,153.150,33.575,6.787,0.511
'[14:48:54.770 29/04/1996]',-0.007,0.002,-0.015,153.150,33.575,6.787,0.511
'[14:48:54.772 29/04/1996]',-0.007,0.002,-0.015,153.150,33.575,6.787,0.511
'[14:48:54.774 29/04/1996]',-0.007,0.002,-0.015,153.150,33.575,6.787,0.511
'[14:48:54.776 29/04/1996]',-0.007,0.002,-0.015,150.000,31.350,6.662,0.574
'[14:48:54.778 29/04/1996]',-0.007,0.002,-0.015,150.000,31.350,6.662,0.574
'[14:48:54.780 29/04/1996]',-0.007,0.018,-0.015,150.000,31.350,6.662,0.574
'[14:48:54.782 29/04/1996]',-0.007,0.018,-0.015,150.000,31.350,6.662,0.574
'[14:48:54.784 29/04/1996]',-0.007,0.018,-0.015,146.700,29.175,6.612,0.626
'[14:48:54.786 29/04/1996]',-0.007,0.018,-0.015,146.700,29.175,6.612,0.626
'[14:48:54.788 29/04/1996]',-0.015,0.002,-0.015,146.700,29.175,6.612,0.626
'[14:48:54.790 29/04/1996]',-0.015,0.002,-0.015,146.700,29.175,6.612,0.626
'[14:48:54.792 29/04/1996]',-0.015,0.002,-0.015,143.250,27.075,6.662,0.657
'[14:48:54.794 29/04/1996]',-0.022,0.002,-0.031,143.250,27.075,6.662,0.657
'[14:48:54.796 29/04/1996]',-0.007,0.018,-0.015,143.250,27.075,6.662,0.657
'[14:48:54.798 29/04/1996]',-0.007,0.018,-0.015,143.250,27.075,6.662,0.657
'[14:48:54.800 29/04/1996]',0.001,0.018,-0.015,139.550,25.075,6.963,0.689
'[14:48:54.802 29/04/1996]',-0.007,0.018,-0.015,139.550,25.075,6.963,0.689
'[14:48:54.804 29/04/1996]',-0.007,0.018,-0.015,139.550,25.075,6.963,0.689
'[14:48:54.806 29/04/1996]',0.001,0.018,-0.015,139.550,25.075,6.963,0.689
'[14:48:54.808 29/04/1996]',-0.007,0.018,-0.015,135.600,23.250,7.425,0.678
'[14:48:54.810 29/04/1996]',0.001,0.018,0.001,135.600,23.250,7.425,0.678
'[14:48:54.812 29/04/1996]',-0.007,0.018,0.001,135.600,23.250,7.425,0.678
'[14:48:54.814 29/04/1996]',0.001,0.018,0.001,135.600,23.250,7.425,0.678
'[14:48:54.816 29/04/1996]',-0.007,0.018,0.001,131.400,21.675,8.125,0.636
'[14:48:54.818 29/04/1996]',-0.015,0.002,0.001,131.400,21.675,8.125,0.636
'[14:48:54.820 29/04/1996]',-0.015,0.002,-0.015,131.400,21.675,8.125,0.636
'[14:48:54.822 29/04/1996]',-0.015,0.002,-0.015,131.400,21.675,8.125,0.636
'[14:48:54.824 29/04/1996]',-0.015,0.002,-0.015,126.900,20.375,9.012,0.595
'[14:48:54.826 29/04/1996]',-0.022,0.002,-0.015,126.900,20.375,9.012,0.595
'[14:48:54.828 29/04/1996]',-0.015,0.002,-0.015,126.900,20.375,9.012,0.595
'[14:48:54.830 29/04/1996]',-0.015,0.002,-0.015,126.900,20.375,9.012,0.595
'[14:48:54.832 29/04/1996]',-0.007,0.002,-0.015,122.100,19.400,10.000,0.542
'[14:48:54.834 29/04/1996]',-0.015,0.002,0.001,122.100,19.400,10.000,0.542
'[14:48:54.836 29/04/1996]',-0.015,0.002,0.001,122.100,19.400,10.000,0.542
'[14:48:54.838 29/04/1996]',-0.015,0.002,0.001,122.100,19.400,10.000,0.542
'[14:48:54.840 29/04/1996]',-0.007,0.018,0.001,117.000,18.800,11.113,0.469
'[14:48:54.842 29/04/1996]',0.008,0.018,0.001,117.000,18.800,11.113,0.469
'[14:48:54.844 29/04/1996]',0.016,0.035,0.001,117.000,18.800,11.113,0.469
'[14:48:54.846 29/04/1996]',0.024,0.035,0.001,117.000,18.800,11.113,0.469
'[14:48:54.848 29/04/1996]',0.024,0.052,0.001,112.050,18.575,12.238,0.407
'[14:48:54.850 29/04/1996]',0.031,0.052,0.017,112.050,18.575,12.238,0.407
'[14:48:54.852 29/04/1996]',0.024,0.052,0.001,112.050,18.575,12.238,0.407
'[14:48:54.854 29/04/1996]',0.024,0.052,0.017,112.050,18.575,12.238,0.407
'[14:48:54.856 29/04/1996]',0.031,0.052,0.017,107.750,18.800,13.287,0.334
'[14:48:54.858 29/04/1996]',0.031,0.052,0.017,107.750,18.800,13.287,0.334
'[14:48:54.860 29/04/1996]',0.039,0.052,0.017,107.750,18.800,13.287,0.334
'[14:48:54.862 29/04/1996]',0.054,0.069,0.017,107.750,18.800,13.287,0.334
'[14:48:54.864 29/04/1996]',0.054,0.069,0.033,104.450,19.500,14.225,0.271
'[14:48:54.866 29/04/1996]',0.062,0.069,0.033,104.450,19.500,14.225,0.271
'[14:48:54.868 29/04/1996]',0.062,0.069,0.033,104.450,19.500,14.225,0.271
'[14:48:54.870 29/04/1996]',0.070,0.069,0.033,104.450,19.500,14.225,0.271
'[14:48:54.872 29/04/1996]',0.070,0.069,0.033,102.350,20.750,15.050,0.198
'[14:48:54.874 29/04/1996]',0.078,0.069,0.033,102.350,20.750,15.050,0.198
'[14:48:54.876 29/04/1996]',0.078,0.085,0.033,102.350,20.750,15.050,0.198
'[14:48:54.878 29/04/1996]',0.085,0.085,0.049,102.350,20.750,15.050,0.198
'[14:48:54.880 29/04/1996]',0.085,0.085,0.033,101.050,22.375,15.750,0.146
'[14:48:54.882 29/04/1996]',0.085,0.085,0.033,101.050,22.375,15.750,0.146
'[14:48:54.884 29/04/1996]',0.085,0.085,0.033,101.050,22.375,15.750,0.146
'[14:48:54.886 29/04/1996]',0.085,0.085,0.033,101.050,22.375,15.750,0.146
'[14:48:54.888 29/04/1996]',0.085,0.085,0.033,100.100,24.200,16.212,0.084
'[14:48:54.890 29/04/1996]',0.078,0.085,0.033,100.100,24.200,16.212,0.084
'[14:48:54.892 29/04/1996]',0.085,0.085,0.049,100.100,24.200,16.212,0.084
'[14:48:54.894 29/04/1996]',0.101,0.102,0.049,100.100,24.200,16.212,0.084
'[14:48:54.896 29/04/1996]',0.101,0.102,0.049,99.350,25.825,16.512,0.021
'[14:48:54.898 29/04/1996]',0.108,0.102,0.065,99.350,25.825,16.512,0.021
'[14:48:54.900 29/04/1996]',0.124,0.119,0.065,99.350,25.825,16.512,0.021
'[14:48:54.902 29/04/1996]',0.131,0.153,0.065,99.350,25.825,16.512,0.021
'[14:48:54.904 29/04/1996]',0.131,0.136,0.065,98.650,27.125,16.562,-0.021
'[14:48:54.906 29/04/1996]',0.147,0.136,0.065,98.650,27.125,16.562,-0.021
'[14:48:54.908 29/04/1996]',0.124,0.119,0.065,98.650,27.125,16.562,-0.021
'[14:48:54.910 29/04/1996]',0.116,0.119,0.065,98.650,27.125,16.562,-0.021
'[14:48:54.912 29/04/1996]',0.101,0.102,0.049,98.050,27.875,16.450,-0.084
'[14:48:54.914 29/04/1996]',0.078,0.085,0.033,98.050,27.875,16.450,-0.084
'[14:48:54.916 29/04/1996]',0.054,0.069,0.017,98.050,27.875,16.450,-0.084
'[14:48:54.918 29/04/1996]',0.024,0.052,0.001,98.050,27.875,16.450,-0.084
'[14:48:54.920 29/04/1996]',0.016,0.035,0.001,97.500,28.075,16.163,-0.126
'[14:48:54.922 29/04/1996]',-0.007,0.018,-0.015,97.500,28.075,16.163,-0.126
'[14:48:54.924 29/04/1996]',-0.015,0.018,0.001,97.500,28.075,16.163,-0.126
'[14:48:54.926 29/04/1996]',-0.022,0.002,-0.015,97.500,28.075,16.163,-0.126
'[14:48:54.928 29/04/1996]',-0.030,0.002,-0.015,97.000,27.700,15.800,-0.177
'[14:48:54.930 29/04/1996]',-0.030,0.002,-0.015,97.000,27.700,15.800,-0.177
'[14:48:54.932 29/04/1996]',-0.038,-0.015,-0.031,97.000,27.700,15.800,-0.177
'[14:48:54.934 29/04/1996]',-0.053,0.002,-0.031,97.000,27.700,15.800,-0.177
'[14:48:54.936 29/04/1996]',-0.053,-0.015,-0.031,96.500,26.900,15.338,-0.240
'[14:48:54.938 29/04/1996]',-0.061,-0.015,-0.031,96.500,26.900,15.338,-0.240
'[14:48:54.940 29/04/1996]',-0.061,-0.032,-0.031,96.500,26.900,15.338,-0.240
'[14:48:54.942 29/04/1996]',-0.061,-0.032,-0.031,96.500,26.900,15.338,-0.240
'[14:48:54.944 29/04/1996]',-0.061,-0.032,-0.031,95.800,25.825,14.812,-0.292
'[14:48:54.946 29/04/1996]',-0.061,-0.032,-0.031,95.800,25.825,14.812,-0.292
'[14:48:54.948 29/04/1996]',-0.069,-0.032,-0.031,95.800,25.825,14.812,-0.292
'[14:48:54.950 29/04/1996]',-0.069,-0.032,-0.031,95.800,25.825,14.812,-0.292
'[14:48:54.952 29/04/1996]',-0.069,-0.032,-0.031,95.000,24.550,14.338,-0.344
'[14:48:54.954 29/04/1996]',-0.069,-0.032,-0.047,95.000,24.550,14.338,-0.344
'[14:48:54.956 29/04/1996]',-0.069,-0.032,-0.031,95.000,24.550,14.338,-0.344
'[14:48:54.958 29/04/1996]',-0.061,-0.032,-0.031,95.000,24.550,14.338,-0.344
'[14:48:54.960 29/04/1996]',-0.061,-0.032,-0.031,94.200,23.200,13.812,-0.387
'[14:48:54.962 29/04/1996]',-0.061,-0.015,-0.031,94.200,23.200,13.812,-0.387
'[14:48:54.964 29/04/1996]',-0.061,-0.015,-0.031,94.200,23.200,13.812,-0.387
'[14:48:54.966 29/04/1996]',-0.061,-0.015,-0.031,94.200,23.200,13.812,-0.387
'[14:48:54.968 29/04/1996]',-0.061,-0.032,-0.031,93.450,21.900,13.287,-0.428
'[14:48:54.970 29/04/1996]',-0.069,-0.032,-0.047,93.450,21.900,13.287,-0.428
'[14:48:54.972 29/04/1996]',-0.069,-0.032,-0.031,93.450,21.900,13.287,-0.428
'[14:48:54.974 29/04/1996]',-0.069,-0.032,-0.031,93.450,21.900,13.287,-0.428
'[14:48:54.976 29/04/1996]',-0.061,-0.032,-0.031,92.800,20.800,12.812,-0.470
'[14:48:54.978 29/04/1996]',-0.061,-0.032,-0.031,92.800,20.800,12.812,-0.470
'[14:48:54.980 29/04/1996]',-0.061,-0.032,-0.047,92.800,20.800,12.812,-0.470
'[14:48:54.982 29/04/1996]',-0.061,-0.032,-0.047,92.800,20.800,12.812,-0.470
'[14:48:54.984 29/04/1996]',-0.061,-0.032,-0.047,92.250,19.850,12.412,-0.501
'[14:48:54.986 29/04/1996]',-0.069,-0.049,-0.047,92.250,19.850,12.412,-0.501
'[14:48:54.988 29/04/1996]',-0.069,-0.049,-0.047,92.250,19.850,12.412,-0.501
'[14:48:54.990 29/04/1996]',-0.069,-0.032,-0.047,92.250,19.850,12.412,-0.501
'[14:48:54.992 29/04/1996]',-0.061,-0.032,-0.047,91.800,19.275,12.050,-0.532
'[14:48:54.994 29/04/1996]',-0.061,-0.032,-0.047,91.800,19.275,12.050,-0.532
'[14:48:54.996 29/04/1996]',-0.061,-0.032,-0.047,91.800,19.275,12.050,-0.532
'[14:48:54.998 29/04/1996]',-0.061,-0.032,-0.047,91.800,19.275,12.050,-0.532
'[14:48:55.000 29/04/1996]',-0.061,-0.032,-0.047,91.200,18.975,11.825,-0.585
'[14:48:55.002 29/04/1996]',-0.061,-0.032,-0.047,91.200,18.975,11.825,-0.585
'[14:48:55.004 29/04/1996]',-0.061,-0.032,-0.047,91.200,18.975,11.825,-0.585
'[14:48:55.006 29/04/1996]',-0.069,-0.032,-0.063,91.200,18.975,11.825,-0.585
'[14:48:55.008 29/04/1996]',-0.069,-0.049,-0.063,90.500,19.100,11.762,-0.606
'[14:48:55.010 29/04/1996]',-0.069,-0.032,-0.047,90.500,19.100,11.762,-0.606
'[14:48:55.012 29/04/1996]',-0.076,-0.049,-0.063,90.500,19.100,11.762,-0.606
'[14:48:55.014 29/04/1996]',-0.069,-0.049,-0.063,90.500,19.100,11.762,-0.606
'[14:48:55.016 29/04/1996]',-0.061,-0.049,-0.047,89.600,19.450,11.875,-0.626
'[14:48:55.018 29/04/1996]',-0.076,-0.066,-0.063,89.600,19.450,11.875,-0.626
'[14:48:55.020 29/04/1996]',-0.084,-0.083,-0.079,89.600,19.450,11.875,-0.626
'[14:48:55.022 29/04/1996]',-0.115,-0.100,-0.079,89.600,19.450,11.875,-0.626
'[14:48:55.024 29/04/1996]',-0.122,-0.117,-0.079,88.700,19.975,12.113,-0.657
'[14:48:55.026 29/04/1996]',-0.115,-0.117,-0.063,88.700,19.975,12.113,-0.657
'[14:48:55.028 29/04/1996]',-0.084,-0.100,-0.047,88.700,19.975,12.113,-0.657
'[14:48:55.030 29/04/1996]',-0.061,-0.083,-0.015,88.700,19.975,12.113,-0.657
'[14:48:55.032 29/04/1996]',-0.030,-0.066,0.001,87.800,20.625,12.525,-0.668
'[14:48:55.034 29/04/1996]',0.008,-0.032,0.033,87.800,20.625,12.525,-0.668
'[14:48:55.036 29/04/1996]',0.054,0.002,0.081,87.800,20.625,12.525,-0.668
'[14:48:55.038 29/04/1996]',0.116,0.035,0.129,87.800,20.625,12.525,-0.668
'[14:48:55.040 29/04/1996]',0.170,0.069,0.177,86.950,21.275,12.938,-0.689
'[14:48:55.042 29/04/1996]',0.208,0.085,0.209,86.950,21.275,12.938,-0.689
'[14:48:55.044 29/04/1996]',0.224,0.085,0.209,86.950,21.275,12.938,-0.689
'[14:48:55.046 29/04/1996]',0.254,0.102,0.225,86.950,21.275,12.938,-0.689
'[14:48:55.048 29/04/1996]',0.278,0.119,0.240,86.100,21.975,13.350,-0.721
'[14:48:55.050 29/04/1996]',0.308,0.170,0.240,86.100,21.975,13.350,-0.721
'[14:48:55.052 29/04/1996]',0.324,0.187,0.256,86.100,21.975,13.350,-0.721
'[14:48:55.054 29/04/1996]',0.324,0.204,0.256,86.100,21.975,13.350,-0.721
'[14:48:55.056 29/04/1996]',0.347,0.238,0.272,85.300,22.625,13.812,-0.731
'[14:48:55.058 29/04/1996]',0.324,0.254,0.256,85.300,22.625,13.812,-0.731
'[14:48:55.060 29/04/1996]',0.316,0.271,0.240,85.300,22.625,13.812,-0.731
'[14:48:55.062 29/04/1996]',0.316,0.305,0.225,85.300,22.625,13.812,-0.731
'[14:48:55.064 29/04/1996]',0.316,0.322,0.225,84.550,23.075,14.225,-0.762
'[14:48:55.066 29/04/1996]',0.316,0.305,0.209,84.550,23.075,14.225,-0.762
'[14:48:55.068 29/04/1996]',0.316,0.305,0.209,84.550,23.075,14.225,-0.762
'[14:48:55.070 29/04/1996]',0.331,0.322,0.209,84.550,23.075,14.225,-0.762
'[14:48:55.072 29/04/1996]',0.347,0.339,0.225,83.700,23.425,14.575,-0.772
'[14:48:55.074 29/04/1996]',0.354,0.339,0.225,83.700,23.425,14.575,-0.772
'[14:48:55.076 29/04/1996]',0.324,0.322,0.209,83.700,23.425,14.575,-0.772
'[14:48:55.078 29/04/1996]',0.301,0.288,0.193,83.700,23.425,14.575,-0.772
'[14:48:55.080 29/04/1996]',0.270,0.254,0.177,82.950,23.725,14.925,-0.783
'[14:48:55.082 29/04/1996]',0.216,0.204,0.145,82.950,23.725,14.925,-0.783
'[14:48:55.084 29/04/1996]',0.162,0.153,0.097,82.950,23.725,14.925,-0.783
'[14:48:55.086 29/04/1996]',0.116,0.085,0.065,82.950,23.725,14.925,-0.783
'[14:48:55.088 29/04/1996]',0.078,0.052,0.033,82.200,23.950,15.162,-0.783
'[14:48:55.090 29/04/1996]',0.054,0.018,0.017,82.200,23.950,15.162,-0.783
'[14:48:55.092 29/04/1996]',0.031,0.018,0.017,82.200,23.950,15.162,-0.783
'[14:48:55.094 29/04/1996]',0.016,0.002,0.001,82.200,23.950,15.162,-0.783
'[14:48:55.096 29/04/1996]',0.008,0.002,0.001,81.550,24.325,15.338,-0.815
'[14:48:55.098 29/04/1996]',-0.007,0.002,0.001,81.550,24.325,15.338,-0.815
'[14:48:55.100 29/04/1996]',-0.015,-0.015,-0.015,81.550,24.325,15.338,-0.815
'[14:48:55.102 29/04/1996]',-0.015,-0.015,-0.015,81.550,24.325,15.338,-0.815
'[14:48:55.104 29/04/1996]',-0.022,-0.032,-0.015,80.950,24.950,15.400,-0.835
'[14:48:55.106 29/04/1996]',-0.030,-0.032,-0.031,80.950,24.950,15.400,-0.835
'[14:48:55.108 29/04/1996]',-0.038,-0.049,-0.031,80.950,24.950,15.400,-0.835
'[14:48:55.110 29/04/1996]',-0.038,-0.049,-0.031,80.950,24.950,15.400,-0.835
'[14:48:55.112 29/04/1996]',-0.038,-0.032,-0.015,80.350,25.900,15.400,-0.835
'[14:48:55.114 29/04/1996]',-0.038,-0.049,-0.031,80.350,25.900,15.400,-0.835
'[14:48:55.116 29/04/1996]',-0.038,-0.032,-0.031,80.350,25.900,15.400,-0.835
'[14:48:55.118 29/04/1996]',-0.053,-0.049,-0.031,80.350,25.900,15.400,-0.835
'[14:48:55.120 29/04/1996]',-0.061,-0.049,-0.031,79.700,27.000,15.338,-0.877
'[14:48:55.122 29/04/1996]',-0.069,-0.066,-0.047,79.700,27.000,15.338,-0.877
'[14:48:55.124 29/04/1996]',-0.076,-0.066,-0.047,79.700,27.000,15.338,-0.877
'[14:48:55.126 29/04/1996]',-0.076,-0.083,-0.047,79.700,27.000,15.338,-0.877
'[14:48:55.128 29/04/1996]',-0.076,-0.083,-0.047,79.100,28.000,15.225,-0.877
'[14:48:55.130 29/04/1996]',-0.076,-0.083,-0.047,79.100,28.000,15.225,-0.877
'[14:48:55.132 29/04/1996]',-0.084,-0.083,-0.047,79.100,28.000,15.225,-0.877
'[14:48:55.134 29/04/1996]',-0.084,-0.083,-0.047,79.100,28.000,15.225,-0.877
'[14:48:55.136 29/04/1996]',-0.100,-0.083,-0.047,78.350,28.600,15.100,-0.908
'[14:48:55.138 29/04/1996]',-0.084,-0.083,-0.047,78.350,28.600,15.100,-0.908
'[14:48:55.140 29/04/1996]',-0.100,-0.100,-0.047,78.350,28.600,15.100,-0.908
'[14:48:55.142 29/04/1996]',-0.100,-0.100,-0.047,78.350,28.600,15.100,-0.908
