'Time and date','III','II','V','ABP','PLETH','RESP'
'[14:49:19.618 01/03/1996]',-0.173,-0.218,0.660,78.346,-0.488,-0.553
'[14:49:19.620 01/03/1996]',-0.176,-0.237,0.697,78.346,-0.488,-0.553
'[14:49:19.622 01/03/1996]',-0.178,-0.237,0.697,78.346,-0.488,-0.553
'[14:49:19.624 01/03/1996]',-0.180,-0.218,0.697,77.744,-0.491,-0.556
'[14:49:19.626 01/03/1996]',-0.182,-0.218,0.697,77.744,-0.491,-0.556
'[14:49:19.628 01/03/1996]',-0.184,-0.218,0.697,77.744,-0.491,-0.556
'[14:49:19.630 01/03/1996]',-0.187,-0.218,0.733,77.744,-0.491,-0.556
'[14:49:19.632 01/03/1996]',-0.188,-0.218,0.733,77.293,-0.493,-0.559
'[14:49:19.634 01/03/1996]',-0.190,-0.237,0.733,77.293,-0.493,-0.559
'[14:49:19.636 01/03/1996]',-0.193,-0.237,0.770,77.293,-0.493,-0.559
'[14:49:19.638 01/03/1996]',-0.197,-0.255,0.770,77.293,-0.493,-0.559
'[14:49:19.640 01/03/1996]',-0.201,-0.255,0.807,77.143,-0.496,-0.561
'[14:49:19.642 01/03/1996]',-0.205,-0.237,0.807,77.143,-0.496,-0.561
'[14:49:19.644 01/03/1996]',-0.211,-0.237,0.807,77.143,-0.496,-0.561
'[14:49:19.646 01/03/1996]',-0.217,-0.237,0.843,77.143,-0.496,-0.561
'[14:49:19.648 01/03/1996]',-0.223,-0.237,0.880,77.669,-0.498,-0.564
'[14:49:19.650 01/03/1996]',-0.228,-0.255,0.880,77.669,-0.498,-0.564
'[14:49:19.652 01/03/1996]',-0.235,-0.273,0.917,77.669,-0.498,-0.564
'[14:49:19.654 01/03/1996]',-0.242,-0.291,0.953,77.669,-0.498,-0.564
'[14:49:19.656 01/03/1996]',-0.247,-0.291,0.990,79.398,-0.498,-0.565
'[14:49:19.658 01/03/1996]',-0.253,-0.291,0.990,79.398,-0.498,-0.565
'[14:49:19.660 01/03/1996]',-0.258,-0.273,1.027,79.398,-0.498,-0.565
'[14:49:19.662 01/03/1996]',-0.263,-0.273,1.062,79.398,-0.498,-0.565
'[14:49:19.664 01/03/1996]',-0.268,-0.273,1.062,82.782,-0.499,-0.566
'[14:49:19.666 01/03/1996]',-0.273,-0.309,1.098,82.782,-0.499,-0.566
'[14:49:19.668 01/03/1996]',-0.282,-0.309,1.135,82.782,-0.499,-0.566
'[14:49:19.670 01/03/1996]',-0.290,-0.328,1.135,82.782,-0.499,-0.566
'[14:49:19.672 01/03/1996]',-0.298,-0.346,1.172,87.744,-0.499,-0.567
'[14:49:19.674 01/03/1996]',-0.307,-0.346,1.208,87.744,-0.499,-0.567
'[14:49:19.676 01/03/1996]',-0.314,-0.364,1.208,87.744,-0.499,-0.567
'[14:49:19.678 01/03/1996]',-0.322,-0.364,1.245,87.744,-0.499,-0.567
'[14:49:19.680 01/03/1996]',-0.325,-0.364,1.245,94.060,-0.497,-0.569
'[14:49:19.682 01/03/1996]',-0.328,-0.364,1.282,94.060,-0.497,-0.569
'[14:49:19.684 01/03/1996]',-0.330,-0.383,1.282,94.060,-0.497,-0.569
'[14:49:19.686 01/03/1996]',-0.332,-0.383,1.318,94.060,-0.497,-0.569
'[14:49:19.688 01/03/1996]',-0.333,-0.383,1.318,101.128,-0.490,-0.570
'[14:49:19.690 01/03/1996]',-0.333,-0.401,1.318,101.128,-0.490,-0.570
'[14:49:19.692 01/03/1996]',-0.332,-0.383,1.318,101.128,-0.490,-0.570
'[14:49:19.694 01/03/1996]',-0.330,-0.383,1.318,101.128,-0.490,-0.570
'[14:49:19.696 01/03/1996]',-0.325,-0.364,1.282,108.647,-0.476,-0.572
'[14:49:19.698 01/03/1996]',-0.320,-0.383,1.282,108.647,-0.476,-0.572
'[14:49:19.700 01/03/1996]',-0.314,-0.364,1.282,108.647,-0.476,-0.572
'[14:49:19.702 01/03/1996]',-0.308,-0.383,1.245,108.647,-0.476,-0.572
'[14:49:19.704 01/03/1996]',-0.298,-0.364,1.208,116.165,-0.453,-0.574
'[14:49:19.706 01/03/1996]',-0.288,-0.346,1.208,116.165,-0.453,-0.574
'[14:49:19.708 01/03/1996]',-0.276,-0.328,1.135,116.165,-0.453,-0.574
'[14:49:19.710 01/03/1996]',-0.263,-0.309,1.098,116.165,-0.453,-0.574
'[14:49:19.712 01/03/1996]',-0.251,-0.273,1.062,123.684,-0.417,-0.576
'[14:49:19.714 01/03/1996]',-0.238,-0.255,1.027,123.684,-0.417,-0.576
'[14:49:19.716 01/03/1996]',-0.225,-0.237,0.990,123.684,-0.417,-0.576
'[14:49:19.718 01/03/1996]',-0.212,-0.237,0.953,123.684,-0.417,-0.576
'[14:49:19.720 01/03/1996]',-0.195,-0.218,0.880,130.902,-0.370,-0.577
'[14:49:19.722 01/03/1996]',-0.178,-0.218,0.843,130.902,-0.370,-0.577
'[14:49:19.724 01/03/1996]',-0.161,-0.200,0.770,130.902,-0.370,-0.577
'[14:49:19.726 01/03/1996]',-0.143,-0.163,0.733,130.902,-0.370,-0.577
'[14:49:19.728 01/03/1996]',-0.128,-0.145,0.660,137.444,-0.309,-0.577
'[14:49:19.730 01/03/1996]',-0.112,-0.108,0.623,137.444,-0.309,-0.577
'[14:49:19.732 01/03/1996]',-0.098,-0.108,0.550,137.444,-0.309,-0.577
'[14:49:19.734 01/03/1996]',-0.083,-0.090,0.515,137.444,-0.309,-0.577
'[14:49:19.736 01/03/1996]',-0.071,-0.090,0.478,143.534,-0.234,-0.577
'[14:49:19.738 01/03/1996]',-0.058,-0.072,0.442,143.534,-0.234,-0.577
'[14:49:19.740 01/03/1996]',-0.048,-0.072,0.368,143.534,-0.234,-0.577
'[14:49:19.742 01/03/1996]',-0.038,-0.035,0.332,143.534,-0.234,-0.577
'[14:49:19.744 01/03/1996]',-0.030,-0.035,0.295,148.947,-0.150,-0.577
'[14:49:19.746 01/03/1996]',-0.022,-0.017,0.258,148.947,-0.150,-0.577
'[14:49:19.748 01/03/1996]',-0.016,-0.017,0.222,148.947,-0.150,-0.577
'[14:49:19.750 01/03/1996]',-0.010,-0.017,0.185,148.947,-0.150,-0.577
'[14:49:19.752 01/03/1996]',-0.005,-0.017,0.185,153.835,-0.059,-0.578
'[14:49:19.754 01/03/1996]',0.000,-0.017,0.148,153.835,-0.059,-0.578
'[14:49:19.756 01/03/1996]',0.003,-0.017,0.112,153.835,-0.059,-0.578
'[14:49:19.758 01/03/1996]',0.007,0.002,0.112,153.835,-0.059,-0.578
'[14:49:19.760 01/03/1996]',0.009,0.002,0.075,158.120,0.036,-0.579
'[14:49:19.762 01/03/1996]',0.012,0.002,0.075,158.120,0.036,-0.579
'[14:49:19.764 01/03/1996]',0.013,0.002,0.075,158.120,0.036,-0.579
'[14:49:19.766 01/03/1996]',0.015,0.002,0.038,158.120,0.036,-0.579
'[14:49:19.768 01/03/1996]',0.016,0.002,0.038,161.579,0.128,-0.580
'[14:49:19.770 01/03/1996]',0.017,0.002,0.038,161.579,0.128,-0.580
'[14:49:19.772 01/03/1996]',0.018,0.002,0.003,161.579,0.128,-0.580
'[14:49:19.774 01/03/1996]',0.018,0.002,0.003,161.579,0.128,-0.580
'[14:49:19.776 01/03/1996]',0.019,0.002,0.003,164.361,0.213,-0.581
'[14:49:19.778 01/03/1996]',0.020,0.002,0.003,164.361,0.213,-0.581
'[14:49:19.780 01/03/1996]',0.021,0.002,0.003,164.361,0.213,-0.581
'[14:49:19.782 01/03/1996]',0.022,0.002,0.003,164.361,0.213,-0.581
'[14:49:19.784 01/03/1996]',0.021,0.002,0.003,166.316,0.291,-0.582
'[14:49:19.786 01/03/1996]',0.020,-0.017,0.003,166.316,0.291,-0.582
'[14:49:19.788 01/03/1996]',0.018,-0.017,0.003,166.316,0.291,-0.582
'[14:49:19.790 01/03/1996]',0.017,-0.017,0.003,166.316,0.291,-0.582
'[14:49:19.792 01/03/1996]',0.018,-0.017,0.003,167.444,0.358,-0.582
'[14:49:19.794 01/03/1996]',0.018,-0.017,0.003,167.444,0.358,-0.582
'[14:49:19.796 01/03/1996]',0.018,0.002,0.003,167.444,0.358,-0.582
'[14:49:19.798 01/03/1996]',0.018,0.002,0.003,167.444,0.358,-0.582
'[14:49:19.800 01/03/1996]',0.018,0.002,0.003,167.594,0.412,-0.582
'[14:49:19.802 01/03/1996]',0.018,-0.017,0.003,167.594,0.412,-0.582
'[14:49:19.804 01/03/1996]',0.018,-0.035,0.003,167.594,0.412,-0.582
'[14:49:19.806 01/03/1996]',0.018,-0.017,0.003,167.594,0.412,-0.582
'[14:49:19.808 01/03/1996]',0.018,-0.017,0.003,166.917,0.454,-0.583
'[14:49:19.810 01/03/1996]',0.018,-0.017,0.003,166.917,0.454,-0.583
'[14:49:19.812 01/03/1996]',0.018,-0.017,0.003,166.917,0.454,-0.583
'[14:49:19.814 01/03/1996]',0.018,-0.017,0.003,166.917,0.454,-0.583
'[14:49:19.816 01/03/1996]',0.018,-0.017,0.003,165.414,0.484,-0.584
'[14:49:19.818 01/03/1996]',0.018,-0.017,0.003,165.414,0.484,-0.584
'[14:49:19.820 01/03/1996]',0.018,-0.035,0.003,165.414,0.484,-0.584
'[14:49:19.822 01/03/1996]',0.018,-0.035,0.003,165.414,0.484,-0.584
'[14:49:19.824 01/03/1996]',0.018,-0.035,0.003,163.158,0.505,-0.585
'[14:49:19.826 01/03/1996]',0.018,-0.017,0.003,163.158,0.505,-0.585
'[14:49:19.828 01/03/1996]',0.018,-0.017,0.003,163.158,0.505,-0.585
'[14:49:19.830 01/03/1996]',0.018,0.002,0.003,163.158,0.505,-0.585
'[14:49:19.832 01/03/1996]',0.018,-0.017,0.003,160.226,0.518,-0.586
'[14:49:19.834 01/03/1996]',0.018,-0.017,0.003,160.226,0.518,-0.586
'[14:49:19.836 01/03/1996]',0.018,-0.017,0.003,160.226,0.518,-0.586
'[14:49:19.838 01/03/1996]',0.018,-0.035,0.003,160.226,0.518,-0.586
'[14:49:19.840 01/03/1996]',0.018,-0.035,0.003,156.541,0.521,-0.588
'[14:49:19.842 01/03/1996]',0.017,-0.035,0.003,156.541,0.521,-0.588
'[14:49:19.844 01/03/1996]',0.015,-0.017,0.003,156.541,0.521,-0.588
'[14:49:19.846 01/03/1996]',0.013,-0.017,0.003,156.541,0.521,-0.588
'[14:49:19.848 01/03/1996]',0.012,-0.017,0.003,152.331,0.517,-0.589
'[14:49:19.850 01/03/1996]',0.010,-0.017,0.003,152.331,0.517,-0.589
'[14:49:19.852 01/03/1996]',0.010,-0.035,0.003,152.331,0.517,-0.589
'[14:49:19.854 01/03/1996]',0.010,-0.035,0.003,152.331,0.517,-0.589
'[14:49:19.856 01/03/1996]',0.008,-0.035,0.003,147.669,0.506,-0.591
'[14:49:19.858 01/03/1996]',0.007,-0.035,0.003,147.669,0.506,-0.591
'[14:49:19.860 01/03/1996]',0.006,-0.017,0.003,147.669,0.506,-0.591
'[14:49:19.862 01/03/1996]',0.005,-0.017,0.003,147.669,0.506,-0.591
'[14:49:19.864 01/03/1996]',0.004,-0.017,0.003,142.782,0.498,-0.592
'[14:49:19.866 01/03/1996]',0.003,-0.017,0.003,142.782,0.498,-0.592
'[14:49:19.868 01/03/1996]',0.002,-0.035,0.003,142.782,0.498,-0.592
'[14:49:19.870 01/03/1996]',0.000,-0.035,0.003,142.782,0.498,-0.592
'[14:49:19.872 01/03/1996]',-0.001,-0.035,0.003,137.669,0.474,-0.593
'[14:49:19.874 01/03/1996]',-0.002,-0.035,0.003,137.669,0.474,-0.593
'[14:49:19.876 01/03/1996]',-0.001,-0.035,0.003,137.669,0.474,-0.593
'[14:49:19.878 01/03/1996]',0.000,-0.035,0.003,137.669,0.474,-0.593
'[14:49:19.880 01/03/1996]',0.000,-0.035,0.003,132.556,0.446,-0.594
'[14:49:19.882 01/03/1996]',0.000,-0.035,0.003,132.556,0.446,-0.594
'[14:49:19.884 01/03/1996]',0.001,-0.035,0.003,132.556,0.446,-0.594
'[14:49:19.886 01/03/1996]',0.002,-0.053,0.003,132.556,0.446,-0.594
'[14:49:19.888 01/03/1996]',0.003,-0.053,0.003,127.744,0.412,-0.595
'[14:49:19.890 01/03/1996]',0.005,-0.053,0.003,127.744,0.412,-0.595
'[14:49:19.892 01/03/1996]',0.005,-0.035,0.003,127.744,0.412,-0.595
'[14:49:19.894 01/03/1996]',0.005,-0.017,0.003,127.744,0.412,-0.595
'[14:49:19.896 01/03/1996]',0.005,-0.017,0.003,123.383,0.376,-0.595
'[14:49:19.898 01/03/1996]',0.005,-0.017,0.003,123.383,0.376,-0.595
'[14:49:19.900 01/03/1996]',0.006,-0.017,0.003,123.383,0.376,-0.595
'[14:49:19.902 01/03/1996]',0.007,-0.017,0.003,123.383,0.376,-0.595
'[14:49:19.904 01/03/1996]',0.008,-0.035,0.003,119.474,0.336,-0.595
'[14:49:19.906 01/03/1996]',0.010,-0.035,0.003,119.474,0.336,-0.595
'[14:49:19.908 01/03/1996]',0.012,-0.017,0.003,119.474,0.336,-0.595
'[14:49:19.910 01/03/1996]',0.013,-0.017,0.003,119.474,0.336,-0.595
'[14:49:19.912 01/03/1996]',0.013,0.002,0.003,116.165,0.290,-0.595
'[14:49:19.914 01/03/1996]',0.012,-0.017,0.003,116.165,0.290,-0.595
'[14:49:19.916 01/03/1996]',0.013,-0.017,0.003,116.165,0.290,-0.595
'[14:49:19.918 01/03/1996]',0.013,-0.017,0.003,116.165,0.290,-0.595
'[14:49:19.920 01/03/1996]',0.015,-0.017,0.003,113.233,0.244,-0.595
'[14:49:19.922 01/03/1996]',0.017,-0.017,0.003,113.233,0.244,-0.595
'[14:49:19.924 01/03/1996]',0.018,-0.017,0.003,113.233,0.244,-0.595
'[14:49:19.926 01/03/1996]',0.020,0.002,0.003,113.233,0.244,-0.595
'[14:49:19.928 01/03/1996]',0.022,0.002,0.003,110.827,0.197,-0.594
'[14:49:19.930 01/03/1996]',0.025,0.002,0.003,110.827,0.197,-0.594
'[14:49:19.932 01/03/1996]',0.028,0.002,0.003,110.827,0.197,-0.594
'[14:49:19.934 01/03/1996]',0.030,0.002,0.003,110.827,0.197,-0.594
'[14:49:19.936 01/03/1996]',0.032,0.002,0.003,108.722,0.148,-0.593
'[14:49:19.938 01/03/1996]',0.033,0.002,0.003,108.722,0.148,-0.593
'[14:49:19.940 01/03/1996]',0.035,0.019,0.003,108.722,0.148,-0.593
'[14:49:19.942 01/03/1996]',0.037,0.019,0.003,108.722,0.148,-0.593
'[14:49:19.944 01/03/1996]',0.040,0.037,0.003,106.992,0.101,-0.592
'[14:49:19.946 01/03/1996]',0.043,0.037,0.003,106.992,0.101,-0.592
'[14:49:19.948 01/03/1996]',0.047,0.037,0.003,106.992,0.101,-0.592
'[14:49:19.950 01/03/1996]',0.050,0.037,0.003,106.992,0.101,-0.592
'[14:49:19.952 01/03/1996]',0.053,0.037,0.003,105.489,0.053,-0.590
'[14:49:19.954 01/03/1996]',0.057,0.037,0.003,105.489,0.053,-0.590
'[14:49:19.956 01/03/1996]',0.061,0.037,0.003,105.489,0.053,-0.590
'[14:49:19.958 01/03/1996]',0.065,0.056,0.003,105.489,0.053,-0.590
'[14:49:19.960 01/03/1996]',0.067,0.074,0.003,104.135,0.007,-0.588
'[14:49:19.962 01/03/1996]',0.068,0.074,0.003,104.135,0.007,-0.588
'[14:49:19.964 01/03/1996]',0.068,0.074,0.003,104.135,0.007,-0.588
'[14:49:19.966 01/03/1996]',0.067,0.074,0.003,104.135,0.007,-0.588
'[14:49:19.968 01/03/1996]',0.066,0.074,0.003,102.932,-0.035,-0.586
'[14:49:19.970 01/03/1996]',0.065,0.056,0.003,102.932,-0.035,-0.586
'[14:49:19.972 01/03/1996]',0.066,0.056,0.003,102.932,-0.035,-0.586
'[14:49:19.974 01/03/1996]',0.067,0.074,0.003,102.932,-0.035,-0.586
'[14:49:19.976 01/03/1996]',0.067,0.074,-0.033,101.805,-0.076,-0.585
'[14:49:19.978 01/03/1996]',0.067,0.092,-0.033,101.805,-0.076,-0.585
'[14:49:19.980 01/03/1996]',0.066,0.074,-0.033,101.805,-0.076,-0.585
'[14:49:19.982 01/03/1996]',0.065,0.074,-0.033,101.805,-0.076,-0.585
'[14:49:19.984 01/03/1996]',0.062,0.056,-0.070,100.752,-0.112,-0.585
'[14:49:19.986 01/03/1996]',0.060,0.056,-0.070,100.752,-0.112,-0.585
'[14:49:19.988 01/03/1996]',0.056,0.056,-0.070,100.752,-0.112,-0.585
'[14:49:19.990 01/03/1996]',0.052,0.056,-0.033,100.752,-0.112,-0.585
'[14:49:19.992 01/03/1996]',0.047,0.056,-0.070,99.850,-0.144,-0.584
'[14:49:19.994 01/03/1996]',0.042,0.056,-0.033,99.850,-0.144,-0.584
'[14:49:19.996 01/03/1996]',0.038,0.056,-0.033,99.850,-0.144,-0.584
'[14:49:19.998 01/03/1996]',0.035,0.037,-0.033,99.850,-0.144,-0.584
'[14:49:20.000 01/03/1996]',0.032,0.019,-0.033,98.797,-0.174,-0.584
'[14:49:20.002 01/03/1996]',0.028,0.002,-0.033,98.797,-0.174,-0.584
'[14:49:20.004 01/03/1996]',0.026,0.002,0.003,98.797,-0.174,-0.584
'[14:49:20.006 01/03/1996]',0.023,-0.017,0.003,98.797,-0.174,-0.584
'[14:49:20.008 01/03/1996]',0.022,-0.017,0.003,97.970,-0.200,-0.583
'[14:49:20.010 01/03/1996]',0.022,0.002,-0.033,97.970,-0.200,-0.583
'[14:49:20.012 01/03/1996]',0.020,-0.017,-0.033,97.970,-0.200,-0.583
'[14:49:20.014 01/03/1996]',0.018,0.002,-0.033,97.970,-0.200,-0.583
'[14:49:20.016 01/03/1996]',0.018,-0.017,-0.033,97.068,-0.223,-0.583
'[14:49:20.018 01/03/1996]',0.017,-0.017,-0.033,97.068,-0.223,-0.583
'[14:49:20.020 01/03/1996]',0.018,-0.017,-0.033,97.068,-0.223,-0.583
'[14:49:20.022 01/03/1996]',0.018,-0.017,-0.033,97.068,-0.223,-0.583
'[14:49:20.024 01/03/1996]',0.018,-0.017,-0.033,96.241,-0.243,-0.582
'[14:49:20.026 01/03/1996]',0.018,-0.017,-0.033,96.241,-0.243,-0.582
'[14:49:20.028 01/03/1996]',0.018,-0.017,-0.033,96.241,-0.243,-0.582
'[14:49:20.030 01/03/1996]',0.018,-0.017,-0.033,96.241,-0.243,-0.582
'[14:49:20.032 01/03/1996]',0.018,-0.017,0.003,95.414,-0.260,-0.581
'[14:49:20.034 01/03/1996]',0.018,-0.035,0.003,95.414,-0.260,-0.581
'[14:49:20.036 01/03/1996]',0.018,-0.035,0.003,95.414,-0.260,-0.581
'[14:49:20.038 01/03/1996]',0.018,-0.035,0.003,95.414,-0.260,-0.581
'[14:49:20.040 01/03/1996]',0.018,-0.035,0.003,94.662,-0.277,-0.580
'[14:49:20.042 01/03/1996]',0.018,-0.017,0.003,94.662,-0.277,-0.580
'[14:49:20.044 01/03/1996]',0.018,-0.017,-0.033,94.662,-0.277,-0.580
'[14:49:20.046 01/03/1996]',0.017,-0.017,-0.033,94.662,-0.277,-0.580
'[14:49:20.048 01/03/1996]',0.016,0.002,0.003,93.835,-0.292,-0.579
'[14:49:20.050 01/03/1996]',0.015,-0.017,0.003,93.835,-0.292,-0.579
'[14:49:20.052 01/03/1996]',0.019,-0.035,0.003,93.835,-0.292,-0.579
'[14:49:20.054 01/03/1996]',0.023,-0.035,0.003,93.835,-0.292,-0.579
'[14:49:20.056 01/03/1996]',0.038,-0.035,0.003,93.008,-0.305,-0.577
'[14:49:20.058 01/03/1996]',0.053,0.002,0.038,93.008,-0.305,-0.577
'[14:49:20.060 01/03/1996]',0.082,0.002,0.003,93.008,-0.305,-0.577
'[14:49:20.062 01/03/1996]',0.110,0.056,-0.107,93.008,-0.305,-0.577
'[14:49:20.064 01/03/1996]',0.150,0.092,-0.327,92.180,-0.317,-0.576
'[14:49:20.066 01/03/1996]',0.190,0.129,-0.582,92.180,-0.317,-0.576
'[14:49:20.068 01/03/1996]',0.235,0.166,-0.838,92.180,-0.317,-0.576
'[14:49:20.070 01/03/1996]',0.280,0.203,-1.130,92.180,-0.317,-0.576
'[14:49:20.072 01/03/1996]',0.328,0.239,-1.387,91.353,-0.330,-0.574
'[14:49:20.074 01/03/1996]',0.375,0.275,-1.605,91.353,-0.330,-0.574
'[14:49:20.076 01/03/1996]',0.423,0.348,-1.825,91.353,-0.330,-0.574
'[14:49:20.078 01/03/1996]',0.472,0.403,-2.080,91.353,-0.330,-0.574
'[14:49:20.080 01/03/1996]',0.515,0.440,-2.300,90.526,-0.340,-0.572
'[14:49:20.082 01/03/1996]',0.558,0.495,-2.520,90.526,-0.340,-0.572
'[14:49:20.084 01/03/1996]',0.595,0.549,-2.702,90.526,-0.340,-0.572
'[14:49:20.086 01/03/1996]',0.632,0.586,-2.848,90.526,-0.340,-0.572
'[14:49:20.088 01/03/1996]',0.662,0.641,-2.922,89.699,-0.351,-0.570
'[14:49:20.090 01/03/1996]',0.692,0.677,-2.958,89.699,-0.351,-0.570
'[14:49:20.092 01/03/1996]',0.713,0.714,-2.995,89.699,-0.351,-0.570
'[14:49:20.094 01/03/1996]',0.733,0.751,-2.958,89.699,-0.351,-0.570
'[14:49:20.096 01/03/1996]',0.745,0.805,-2.958,88.947,-0.361,-0.568
'[14:49:20.098 01/03/1996]',0.757,0.823,-2.885,88.947,-0.361,-0.568
'[14:49:20.100 01/03/1996]',0.761,0.842,-2.812,88.947,-0.361,-0.568
'[14:49:20.102 01/03/1996]',0.765,0.842,-2.738,88.947,-0.361,-0.568
'[14:49:20.104 01/03/1996]',0.762,0.842,-2.665,88.120,-0.371,-0.567
'[14:49:20.106 01/03/1996]',0.758,0.842,-2.593,88.120,-0.371,-0.567
'[14:49:20.108 01/03/1996]',0.752,0.842,-2.483,88.120,-0.371,-0.567
'[14:49:20.110 01/03/1996]',0.745,0.860,-2.373,88.120,-0.371,-0.567
'[14:49:20.112 01/03/1996]',0.736,0.860,-2.263,87.368,-0.382,-0.566
'[14:49:20.114 01/03/1996]',0.727,0.878,-2.153,87.368,-0.382,-0.566
'[14:49:20.116 01/03/1996]',0.712,0.860,-2.080,87.368,-0.382,-0.566
'[14:49:20.118 01/03/1996]',0.697,0.842,-1.972,87.368,-0.382,-0.566
'[14:49:20.120 01/03/1996]',0.676,0.823,-1.862,86.541,-0.390,-0.566
'[14:49:20.122 01/03/1996]',0.655,0.787,-1.752,86.541,-0.390,-0.566
'[14:49:20.124 01/03/1996]',0.629,0.769,-1.642,86.541,-0.390,-0.566
'[14:49:20.126 01/03/1996]',0.603,0.751,-1.568,86.541,-0.390,-0.566
'[14:49:20.128 01/03/1996]',0.574,0.733,-1.423,85.714,-0.400,-0.565
'[14:49:20.130 01/03/1996]',0.545,0.714,-1.313,85.714,-0.400,-0.565
'[14:49:20.132 01/03/1996]',0.509,0.696,-1.167,85.714,-0.400,-0.565
'[14:49:20.134 01/03/1996]',0.473,0.659,-1.057,85.714,-0.400,-0.565
'[14:49:20.136 01/03/1996]',0.431,0.623,-0.948,85.038,-0.408,-0.564
'[14:49:20.138 01/03/1996]',0.388,0.586,-0.838,85.038,-0.408,-0.564
'[14:49:20.140 01/03/1996]',0.342,0.568,-0.728,85.038,-0.408,-0.564
'[14:49:20.142 01/03/1996]',0.295,0.513,-0.582,85.038,-0.408,-0.564
'[14:49:20.144 01/03/1996]',0.246,0.477,-0.473,84.286,-0.416,-0.563
'[14:49:20.146 01/03/1996]',0.197,0.403,-0.363,84.286,-0.416,-0.563
'[14:49:20.148 01/03/1996]',0.149,0.348,-0.253,84.286,-0.416,-0.563
'[14:49:20.150 01/03/1996]',0.102,0.275,-0.143,84.286,-0.416,-0.563
'[14:49:20.152 01/03/1996]',0.061,0.203,-0.070,83.609,-0.424,-0.562
'[14:49:20.154 01/03/1996]',0.020,0.129,0.003,83.609,-0.424,-0.562
'[14:49:20.156 01/03/1996]',-0.013,0.056,0.112,83.609,-0.424,-0.562
'[14:49:20.158 01/03/1996]',-0.045,0.002,0.185,83.609,-0.424,-0.562
'[14:49:20.160 01/03/1996]',-0.069,-0.017,0.258,82.932,-0.432,-0.562
'[14:49:20.162 01/03/1996]',-0.093,-0.053,0.332,82.932,-0.432,-0.562
'[14:49:20.164 01/03/1996]',-0.108,-0.090,0.368,82.932,-0.432,-0.562
'[14:49:20.166 01/03/1996]',-0.123,-0.127,0.442,82.932,-0.432,-0.562
'[14:49:20.168 01/03/1996]',-0.131,-0.163,0.478,82.256,-0.438,-0.562
'[14:49:20.170 01/03/1996]',-0.138,-0.182,0.515,82.256,-0.438,-0.562
'[14:49:20.172 01/03/1996]',-0.144,-0.200,0.550,82.256,-0.438,-0.562
'[14:49:20.174 01/03/1996]',-0.150,-0.200,0.550,82.256,-0.438,-0.562
'[14:49:20.176 01/03/1996]',-0.155,-0.200,0.587,81.579,-0.445,-0.562
'[14:49:20.178 01/03/1996]',-0.160,-0.200,0.587,81.579,-0.445,-0.562
'[14:49:20.180 01/03/1996]',-0.163,-0.200,0.587,81.579,-0.445,-0.562
'[14:49:20.182 01/03/1996]',-0.167,-0.200,0.587,81.579,-0.445,-0.562
'[14:49:20.184 01/03/1996]',-0.169,-0.237,0.623,80.977,-0.449,-0.562
'[14:49:20.186 01/03/1996]',-0.172,-0.237,0.623,80.977,-0.449,-0.562
'[14:49:20.188 01/03/1996]',-0.174,-0.255,0.623,80.977,-0.449,-0.562
'[14:49:20.190 01/03/1996]',-0.177,-0.218,0.623,80.977,-0.449,-0.562
'[14:49:20.192 01/03/1996]',-0.177,-0.218,0.623,80.226,-0.455,-0.562
'[14:49:20.194 01/03/1996]',-0.177,-0.218,0.623,80.226,-0.455,-0.562
'[14:49:20.196 01/03/1996]',-0.174,-0.218,0.623,80.226,-0.455,-0.562
'[14:49:20.198 01/03/1996]',-0.172,-0.218,0.623,80.226,-0.455,-0.562
'[14:49:20.200 01/03/1996]',-0.171,-0.218,0.623,79.624,-0.459,-0.564
'[14:49:20.202 01/03/1996]',-0.170,-0.237,0.623,79.624,-0.459,-0.564
'[14:49:20.204 01/03/1996]',-0.171,-0.237,0.623,79.624,-0.459,-0.564
'[14:49:20.206 01/03/1996]',-0.172,-0.237,0.623,79.624,-0.459,-0.564
'[14:49:20.208 01/03/1996]',-0.172,-0.237,0.623,78.947,-0.463,-0.565
'[14:49:20.210 01/03/1996]',-0.172,-0.237,0.623,78.947,-0.463,-0.565
'[14:49:20.212 01/03/1996]',-0.172,-0.218,0.660,78.947,-0.463,-0.565
'[14:49:20.214 01/03/1996]',-0.173,-0.218,0.660,78.947,-0.463,-0.565
'[14:49:20.216 01/03/1996]',-0.175,-0.218,0.660,78.346,-0.466,-0.566
'[14:49:20.218 01/03/1996]',-0.177,-0.237,0.660,78.346,-0.466,-0.566
'[14:49:20.220 01/03/1996]',-0.178,-0.255,0.660,78.346,-0.466,-0.566
'[14:49:20.222 01/03/1996]',-0.180,-0.255,0.660,78.346,-0.466,-0.566
'[14:49:20.224 01/03/1996]',-0.184,-0.237,0.697,77.669,-0.468,-0.567
'[14:49:20.226 01/03/1996]',-0.188,-0.218,0.697,77.669,-0.468,-0.567
'[14:49:20.228 01/03/1996]',-0.191,-0.218,0.697,77.669,-0.468,-0.567
'[14:49:20.230 01/03/1996]',-0.193,-0.237,0.697,77.669,-0.468,-0.567
'[14:49:20.232 01/03/1996]',-0.198,-0.237,0.697,77.068,-0.471,-0.567
'[14:49:20.234 01/03/1996]',-0.203,-0.255,0.733,77.068,-0.471,-0.567
'[14:49:20.236 01/03/1996]',-0.209,-0.255,0.733,77.068,-0.471,-0.567
'[14:49:20.238 01/03/1996]',-0.215,-0.273,0.733,77.068,-0.471,-0.567
