'Time and date','V','ABP','PLETH','RESP'
'[08:26:12.790 17/05/1995]',0.118,63.608,0.000,-0.283
'[08:26:12.792 17/05/1995]',0.136,63.093,0.000,-0.271
'[08:26:12.794 17/05/1995]',0.154,63.093,0.000,-0.271
'[08:26:12.796 17/05/1995]',0.166,63.093,0.000,-0.271
'[08:26:12.798 17/05/1995]',0.178,63.093,0.000,-0.271
'[08:26:12.800 17/05/1995]',0.185,62.577,0.000,-0.260
'[08:26:12.802 17/05/1995]',0.193,62.577,0.000,-0.260
'[08:26:12.804 17/05/1995]',0.197,62.577,0.000,-0.260
'[08:26:12.806 17/05/1995]',0.200,62.577,0.000,-0.260
'[08:26:12.808 17/05/1995]',0.202,62.062,0.000,-0.252
'[08:26:12.810 17/05/1995]',0.204,62.062,0.000,-0.252
'[08:26:12.812 17/05/1995]',0.205,62.062,0.000,-0.252
'[08:26:12.814 17/05/1995]',0.206,62.062,0.000,-0.252
'[08:26:12.816 17/05/1995]',0.207,61.649,0.000,-0.244
'[08:26:12.818 17/05/1995]',0.208,61.649,0.000,-0.244
'[08:26:12.820 17/05/1995]',0.208,61.649,0.000,-0.244
'[08:26:12.822 17/05/1995]',0.209,61.649,0.000,-0.244
'[08:26:12.824 17/05/1995]',0.208,61.134,0.000,-0.239
'[08:26:12.826 17/05/1995]',0.206,61.134,0.000,-0.239
'[08:26:12.828 17/05/1995]',0.204,61.134,0.000,-0.239
'[08:26:12.830 17/05/1995]',0.202,61.134,0.000,-0.239
'[08:26:12.832 17/05/1995]',0.201,60.619,0.000,-0.237
'[08:26:12.834 17/05/1995]',0.200,60.619,0.000,-0.237
'[08:26:12.836 17/05/1995]',0.199,60.619,0.000,-0.237
'[08:26:12.838 17/05/1995]',0.198,60.619,0.000,-0.237
'[08:26:12.840 17/05/1995]',0.197,60.000,0.000,-0.238
'[08:26:12.842 17/05/1995]',0.195,60.000,0.000,-0.238
'[08:26:12.844 17/05/1995]',0.194,60.000,0.000,-0.238
'[08:26:12.846 17/05/1995]',0.193,60.000,0.000,-0.238
'[08:26:12.848 17/05/1995]',0.191,59.485,0.000,-0.242
'[08:26:12.850 17/05/1995]',0.189,59.485,0.000,-0.242
'[08:26:12.852 17/05/1995]',0.187,59.485,0.000,-0.242
'[08:26:12.854 17/05/1995]',0.185,59.485,0.000,-0.242
'[08:26:12.856 17/05/1995]',0.186,58.866,0.000,-0.249
'[08:26:12.858 17/05/1995]',0.187,58.866,0.000,-0.249
'[08:26:12.860 17/05/1995]',0.187,58.866,0.000,-0.249
'[08:26:12.862 17/05/1995]',0.187,58.866,0.000,-0.249
'[08:26:12.864 17/05/1995]',0.186,58.247,0.000,-0.258
'[08:26:12.866 17/05/1995]',0.185,58.247,0.000,-0.258
'[08:26:12.868 17/05/1995]',0.183,58.247,0.000,-0.258
'[08:26:12.870 17/05/1995]',0.180,58.247,0.000,-0.258
'[08:26:12.872 17/05/1995]',0.177,57.835,0.000,-0.269
'[08:26:12.874 17/05/1995]',0.174,57.835,0.000,-0.269
'[08:26:12.876 17/05/1995]',0.173,57.835,0.000,-0.269
'[08:26:12.878 17/05/1995]',0.171,57.835,0.000,-0.269
'[08:26:12.880 17/05/1995]',0.170,57.423,0.000,-0.280
'[08:26:12.882 17/05/1995]',0.169,57.423,0.000,-0.280
'[08:26:12.884 17/05/1995]',0.168,57.423,0.000,-0.280
'[08:26:12.886 17/05/1995]',0.167,57.423,0.000,-0.280
'[08:26:12.888 17/05/1995]',0.167,57.629,0.000,-0.292
'[08:26:12.890 17/05/1995]',0.167,57.629,0.000,-0.292
'[08:26:12.892 17/05/1995]',0.167,57.629,0.000,-0.292
'[08:26:12.894 17/05/1995]',0.167,57.629,0.000,-0.292
'[08:26:12.896 17/05/1995]',0.166,58.763,0.000,-0.304
'[08:26:12.898 17/05/1995]',0.165,58.763,0.000,-0.304
'[08:26:12.900 17/05/1995]',0.163,58.763,0.000,-0.304
'[08:26:12.902 17/05/1995]',0.162,58.763,0.000,-0.304
'[08:26:12.904 17/05/1995]',0.159,61.443,0.000,-0.314
'[08:26:12.906 17/05/1995]',0.156,61.443,0.000,-0.314
'[08:26:12.908 17/05/1995]',0.152,61.443,0.000,-0.314
'[08:26:12.910 17/05/1995]',0.149,61.443,0.000,-0.314
'[08:26:12.912 17/05/1995]',0.143,66.289,0.000,-0.321
'[08:26:12.914 17/05/1995]',0.138,66.289,0.000,-0.321
'[08:26:12.916 17/05/1995]',0.134,66.289,0.000,-0.321
'[08:26:12.918 17/05/1995]',0.130,66.289,0.000,-0.321
'[08:26:12.920 17/05/1995]',0.129,72.990,0.000,-0.325
'[08:26:12.922 17/05/1995]',0.127,72.990,0.000,-0.325
'[08:26:12.924 17/05/1995]',0.126,72.990,0.000,-0.325
'[08:26:12.926 17/05/1995]',0.125,72.990,0.000,-0.325
'[08:26:12.928 17/05/1995]',0.122,81.237,0.000,-0.328
'[08:26:12.930 17/05/1995]',0.119,81.237,0.000,-0.328
'[08:26:12.932 17/05/1995]',0.116,81.237,0.000,-0.328
'[08:26:12.934 17/05/1995]',0.112,81.237,0.000,-0.328
'[08:26:12.936 17/05/1995]',0.108,90.412,0.000,-0.331
'[08:26:12.938 17/05/1995]',0.105,90.412,0.000,-0.331
'[08:26:12.940 17/05/1995]',0.102,90.412,0.000,-0.331
'[08:26:12.942 17/05/1995]',0.099,90.412,0.000,-0.331
'[08:26:12.944 17/05/1995]',0.096,99.691,0.000,-0.332
'[08:26:12.946 17/05/1995]',0.092,99.691,0.000,-0.332
'[08:26:12.948 17/05/1995]',0.089,99.691,0.000,-0.332
'[08:26:12.950 17/05/1995]',0.086,99.691,0.000,-0.332
'[08:26:12.952 17/05/1995]',0.085,108.557,0.000,-0.333
'[08:26:12.954 17/05/1995]',0.084,108.557,0.000,-0.333
'[08:26:12.956 17/05/1995]',0.083,108.557,0.000,-0.333
'[08:26:12.958 17/05/1995]',0.081,108.557,0.000,-0.333
'[08:26:12.960 17/05/1995]',0.078,116.701,0.000,-0.333
'[08:26:12.962 17/05/1995]',0.075,116.701,0.000,-0.333
'[08:26:12.964 17/05/1995]',0.072,116.701,0.000,-0.333
'[08:26:12.966 17/05/1995]',0.068,116.701,0.000,-0.333
'[08:26:12.968 17/05/1995]',0.062,123.918,0.000,-0.332
'[08:26:12.970 17/05/1995]',0.057,123.918,0.000,-0.332
'[08:26:12.972 17/05/1995]',0.054,123.918,0.000,-0.332
'[08:26:12.974 17/05/1995]',0.051,123.918,0.000,-0.332
'[08:26:12.976 17/05/1995]',0.050,130.309,0.000,-0.331
'[08:26:12.978 17/05/1995]',0.048,130.309,0.000,-0.331
'[08:26:12.980 17/05/1995]',0.047,130.309,0.000,-0.331
'[08:26:12.982 17/05/1995]',0.046,130.309,0.000,-0.331
'[08:26:12.984 17/05/1995]',0.046,135.773,0.000,-0.330
'[08:26:12.986 17/05/1995]',0.046,135.773,0.000,-0.330
'[08:26:12.988 17/05/1995]',0.046,135.773,0.000,-0.330
'[08:26:12.990 17/05/1995]',0.046,135.773,0.000,-0.330
'[08:26:12.992 17/05/1995]',0.046,140.206,0.000,-0.328
'[08:26:12.994 17/05/1995]',0.046,140.206,0.000,-0.328
'[08:26:12.996 17/05/1995]',0.046,140.206,0.000,-0.328
'[08:26:12.998 17/05/1995]',0.046,140.206,0.000,-0.328
'[08:26:13.000 17/05/1995]',0.046,143.711,0.000,-0.325
'[08:26:13.002 17/05/1995]',0.046,143.711,0.000,-0.325
'[08:26:13.004 17/05/1995]',0.046,143.711,0.000,-0.325
'[08:26:13.006 17/05/1995]',0.046,143.711,0.000,-0.325
'[08:26:13.008 17/05/1995]',0.046,146.289,0.000,-0.321
'[08:26:13.010 17/05/1995]',0.046,146.289,0.000,-0.321
'[08:26:13.012 17/05/1995]',0.046,146.289,0.000,-0.321
'[08:26:13.014 17/05/1995]',0.046,146.289,0.000,-0.321
'[08:26:13.016 17/05/1995]',0.046,148.144,0.000,-0.316
'[08:26:13.018 17/05/1995]',0.046,148.144,0.000,-0.316
'[08:26:13.020 17/05/1995]',0.046,148.144,0.000,-0.316
'[08:26:13.022 17/05/1995]',0.046,148.144,0.000,-0.316
'[08:26:13.024 17/05/1995]',0.046,149.175,0.000,-0.310
'[08:26:13.026 17/05/1995]',0.046,149.175,0.000,-0.310
'[08:26:13.028 17/05/1995]',0.046,149.175,0.000,-0.310
'[08:26:13.030 17/05/1995]',0.046,149.175,0.000,-0.310
'[08:26:13.032 17/05/1995]',0.046,149.485,0.000,-0.303
'[08:26:13.034 17/05/1995]',0.046,149.485,0.000,-0.303
'[08:26:13.036 17/05/1995]',0.046,149.485,0.000,-0.303
'[08:26:13.038 17/05/1995]',0.046,149.485,0.000,-0.303
'[08:26:13.040 17/05/1995]',0.046,149.278,0.000,-0.295
'[08:26:13.042 17/05/1995]',0.046,149.278,0.000,-0.295
'[08:26:13.044 17/05/1995]',0.046,149.278,0.000,-0.295
'[08:26:13.046 17/05/1995]',0.046,149.278,0.000,-0.295
'[08:26:13.048 17/05/1995]',0.045,148.351,0.000,-0.287
'[08:26:13.050 17/05/1995]',0.044,148.351,0.000,-0.287
'[08:26:13.052 17/05/1995]',0.042,148.351,0.000,-0.287
'[08:26:13.054 17/05/1995]',0.040,148.351,0.000,-0.287
'[08:26:13.056 17/05/1995]',0.039,147.010,0.000,-0.278
'[08:26:13.058 17/05/1995]',0.039,147.010,0.000,-0.278
'[08:26:13.060 17/05/1995]',0.037,147.010,0.000,-0.278
'[08:26:13.062 17/05/1995]',0.035,147.010,0.000,-0.278
'[08:26:13.064 17/05/1995]',0.032,145.052,0.000,-0.268
'[08:26:13.066 17/05/1995]',0.029,145.052,0.000,-0.268
'[08:26:13.068 17/05/1995]',0.028,145.052,0.000,-0.268
'[08:26:13.070 17/05/1995]',0.028,145.052,0.000,-0.268
'[08:26:13.072 17/05/1995]',0.028,142.680,0.000,-0.257
'[08:26:13.074 17/05/1995]',0.028,142.680,0.000,-0.257
'[08:26:13.076 17/05/1995]',0.029,142.680,0.000,-0.257
'[08:26:13.078 17/05/1995]',0.031,142.680,0.000,-0.257
'[08:26:13.080 17/05/1995]',0.034,139.897,0.000,-0.246
'[08:26:13.082 17/05/1995]',0.037,139.897,0.000,-0.246
'[08:26:13.084 17/05/1995]',0.039,139.897,0.000,-0.246
'[08:26:13.086 17/05/1995]',0.040,139.897,0.000,-0.246
'[08:26:13.088 17/05/1995]',0.043,136.701,0.000,-0.235
'[08:26:13.090 17/05/1995]',0.046,136.701,0.000,-0.235
'[08:26:13.092 17/05/1995]',0.047,136.701,0.000,-0.235
'[08:26:13.094 17/05/1995]',0.048,136.701,0.000,-0.235
'[08:26:13.096 17/05/1995]',0.047,132.990,0.000,-0.224
'[08:26:13.098 17/05/1995]',0.046,132.990,0.000,-0.224
'[08:26:13.100 17/05/1995]',0.046,132.990,0.000,-0.224
'[08:26:13.102 17/05/1995]',0.046,132.990,0.000,-0.224
'[08:26:13.104 17/05/1995]',0.047,128.866,0.000,-0.213
'[08:26:13.106 17/05/1995]',0.048,128.866,0.000,-0.213
'[08:26:13.108 17/05/1995]',0.050,128.866,0.000,-0.213
'[08:26:13.110 17/05/1995]',0.051,128.866,0.000,-0.213
'[08:26:13.112 17/05/1995]',0.053,124.330,0.000,-0.203
'[08:26:13.114 17/05/1995]',0.055,124.330,0.000,-0.203
'[08:26:13.116 17/05/1995]',0.058,124.330,0.000,-0.203
'[08:26:13.118 17/05/1995]',0.061,124.330,0.000,-0.203
'[08:26:13.120 17/05/1995]',0.063,119.485,0.000,-0.193
'[08:26:13.122 17/05/1995]',0.066,119.485,0.000,-0.193
'[08:26:13.124 17/05/1995]',0.066,119.485,0.000,-0.193
'[08:26:13.126 17/05/1995]',0.066,119.485,0.000,-0.193
'[08:26:13.128 17/05/1995]',0.066,114.330,0.000,-0.181
'[08:26:13.130 17/05/1995]',0.066,114.330,0.000,-0.181
'[08:26:13.132 17/05/1995]',0.066,114.330,0.000,-0.181
'[08:26:13.134 17/05/1995]',0.066,114.330,0.000,-0.181
'[08:26:13.136 17/05/1995]',0.066,109.072,0.000,-0.170
'[08:26:13.138 17/05/1995]',0.066,109.072,0.000,-0.170
'[08:26:13.140 17/05/1995]',0.066,109.072,0.000,-0.170
'[08:26:13.142 17/05/1995]',0.066,109.072,0.000,-0.170
'[08:26:13.144 17/05/1995]',0.066,104.021,0.000,-0.158
'[08:26:13.146 17/05/1995]',0.066,104.021,0.000,-0.158
'[08:26:13.148 17/05/1995]',0.066,104.021,0.000,-0.158
'[08:26:13.150 17/05/1995]',0.066,104.021,0.000,-0.158
'[08:26:13.152 17/05/1995]',0.066,99.278,0.000,-0.146
'[08:26:13.154 17/05/1995]',0.066,99.278,0.000,-0.146
'[08:26:13.156 17/05/1995]',0.066,99.278,0.000,-0.146
'[08:26:13.158 17/05/1995]',0.066,99.278,0.000,-0.146
'[08:26:13.160 17/05/1995]',0.065,94.845,0.000,-0.134
'[08:26:13.162 17/05/1995]',0.064,94.845,0.000,-0.134
'[08:26:13.164 17/05/1995]',0.062,94.845,0.000,-0.134
'[08:26:13.166 17/05/1995]',0.061,94.845,0.000,-0.134
'[08:26:13.168 17/05/1995]',0.059,91.134,0.000,-0.121
'[08:26:13.170 17/05/1995]',0.057,91.134,0.000,-0.121
'[08:26:13.172 17/05/1995]',0.055,91.134,0.000,-0.121
'[08:26:13.174 17/05/1995]',0.053,91.134,0.000,-0.121
'[08:26:13.176 17/05/1995]',0.053,87.835,0.000,-0.108
'[08:26:13.178 17/05/1995]',0.053,87.835,0.000,-0.108
'[08:26:13.180 17/05/1995]',0.052,87.835,0.000,-0.108
'[08:26:13.182 17/05/1995]',0.051,87.835,0.000,-0.108
'[08:26:13.184 17/05/1995]',0.050,85.052,0.000,-0.095
'[08:26:13.186 17/05/1995]',0.048,85.052,0.000,-0.095
'[08:26:13.188 17/05/1995]',0.047,85.052,0.000,-0.095
'[08:26:13.190 17/05/1995]',0.046,85.052,0.000,-0.095
'[08:26:13.192 17/05/1995]',0.046,82.784,0.000,-0.082
'[08:26:13.194 17/05/1995]',0.046,82.784,0.000,-0.082
'[08:26:13.196 17/05/1995]',0.045,82.784,0.000,-0.082
'[08:26:13.198 17/05/1995]',0.044,82.784,0.000,-0.082
'[08:26:13.200 17/05/1995]',0.041,80.722,0.000,-0.069
'[08:26:13.202 17/05/1995]',0.039,80.722,0.000,-0.069
'[08:26:13.204 17/05/1995]',0.037,80.722,0.000,-0.069
'[08:26:13.206 17/05/1995]',0.035,80.722,0.000,-0.069
'[08:26:13.208 17/05/1995]',0.032,79.072,0.000,-0.055
'[08:26:13.210 17/05/1995]',0.029,79.072,0.000,-0.055
'[08:26:13.212 17/05/1995]',0.028,79.072,0.000,-0.055
'[08:26:13.214 17/05/1995]',0.028,79.072,0.000,-0.055
'[08:26:13.216 17/05/1995]',0.027,77.732,0.000,-0.042
'[08:26:13.218 17/05/1995]',0.026,77.732,0.000,-0.042
'[08:26:13.220 17/05/1995]',0.025,77.732,0.000,-0.042
'[08:26:13.222 17/05/1995]',0.024,77.732,0.000,-0.042
'[08:26:13.224 17/05/1995]',0.020,76.598,0.000,-0.030
'[08:26:13.226 17/05/1995]',0.017,76.598,0.000,-0.030
'[08:26:13.228 17/05/1995]',0.010,76.598,0.000,-0.030
'[08:26:13.230 17/05/1995]',0.004,76.598,0.000,-0.030
'[08:26:13.232 17/05/1995]',-0.004,75.670,0.000,-0.020
'[08:26:13.234 17/05/1995]',-0.011,75.670,0.000,-0.020
'[08:26:13.236 17/05/1995]',-0.017,75.670,0.000,-0.020
'[08:26:13.238 17/05/1995]',-0.024,75.670,0.000,-0.020
'[08:26:13.240 17/05/1995]',-0.029,74.845,0.000,-0.010
'[08:26:13.242 17/05/1995]',-0.035,74.845,0.000,-0.010
'[08:26:13.244 17/05/1995]',-0.038,74.845,0.000,-0.010
'[08:26:13.246 17/05/1995]',-0.040,74.845,0.000,-0.010
'[08:26:13.248 17/05/1995]',-0.041,74.227,0.000,-0.001
'[08:26:13.250 17/05/1995]',-0.042,74.227,0.000,-0.001
'[08:26:13.252 17/05/1995]',-0.040,74.227,0.000,-0.001
'[08:26:13.254 17/05/1995]',-0.039,74.227,0.000,-0.001
'[08:26:13.256 17/05/1995]',-0.036,73.608,0.000,0.009
'[08:26:13.258 17/05/1995]',-0.033,73.608,0.000,0.009
'[08:26:13.260 17/05/1995]',-0.029,73.608,0.000,0.009
'[08:26:13.262 17/05/1995]',-0.026,73.608,0.000,0.009
'[08:26:13.264 17/05/1995]',-0.020,73.093,0.000,0.018
'[08:26:13.266 17/05/1995]',-0.015,73.093,0.000,0.018
'[08:26:13.268 17/05/1995]',-0.007,73.093,0.000,0.018
'[08:26:13.270 17/05/1995]',0.000,73.093,0.000,0.018
'[08:26:13.272 17/05/1995]',0.008,72.680,0.000,0.028
'[08:26:13.274 17/05/1995]',0.017,72.680,0.000,0.028
'[08:26:13.276 17/05/1995]',0.024,72.680,0.000,0.028
'[08:26:13.278 17/05/1995]',0.031,72.680,0.000,0.028
'[08:26:13.280 17/05/1995]',0.036,72.268,0.000,0.037
'[08:26:13.282 17/05/1995]',0.040,72.268,0.000,0.037
'[08:26:13.284 17/05/1995]',0.044,72.268,0.000,0.037
'[08:26:13.286 17/05/1995]',0.048,72.268,0.000,0.037
'[08:26:13.288 17/05/1995]',0.051,71.856,0.000,0.047
'[08:26:13.290 17/05/1995]',0.055,71.856,0.000,0.047
'[08:26:13.292 17/05/1995]',0.057,71.856,0.000,0.047
'[08:26:13.294 17/05/1995]',0.059,71.856,0.000,0.047
'[08:26:13.296 17/05/1995]',0.061,71.546,0.000,0.058
'[08:26:13.298 17/05/1995]',0.062,71.546,0.000,0.058
'[08:26:13.300 17/05/1995]',0.065,71.546,0.000,0.058
'[08:26:13.302 17/05/1995]',0.068,71.546,0.000,0.058
'[08:26:13.304 17/05/1995]',0.071,71.237,0.000,0.069
'[08:26:13.306 17/05/1995]',0.073,71.237,0.000,0.069
'[08:26:13.308 17/05/1995]',0.074,71.237,0.000,0.069
'[08:26:13.310 17/05/1995]',0.075,71.237,0.000,0.069
'[08:26:13.312 17/05/1995]',0.077,70.825,0.000,0.080
'[08:26:13.314 17/05/1995]',0.079,70.825,0.000,0.080
'[08:26:13.316 17/05/1995]',0.080,70.825,0.000,0.080
'[08:26:13.318 17/05/1995]',0.081,70.825,0.000,0.080
'[08:26:13.320 17/05/1995]',0.080,70.412,0.000,0.092
'[08:26:13.322 17/05/1995]',0.079,70.412,0.000,0.092
'[08:26:13.324 17/05/1995]',0.077,70.412,0.000,0.092
'[08:26:13.326 17/05/1995]',0.075,70.412,0.000,0.092
'[08:26:13.328 17/05/1995]',0.075,69.794,0.000,0.106
'[08:26:13.330 17/05/1995]',0.075,69.794,0.000,0.106
'[08:26:13.332 17/05/1995]',0.078,69.794,0.000,0.106
'[08:26:13.334 17/05/1995]',0.081,69.794,0.000,0.106
'[08:26:13.336 17/05/1995]',0.085,69.278,0.000,0.120
'[08:26:13.338 17/05/1995]',0.090,69.278,0.000,0.120
'[08:26:13.340 17/05/1995]',0.097,69.278,0.000,0.120
'[08:26:13.342 17/05/1995]',0.105,69.278,0.000,0.120
'[08:26:13.344 17/05/1995]',0.112,68.763,0.000,0.135
'[08:26:13.346 17/05/1995]',0.119,68.763,0.000,0.135
'[08:26:13.348 17/05/1995]',0.122,68.763,0.000,0.135
'[08:26:13.350 17/05/1995]',0.125,68.763,0.000,0.135
'[08:26:13.352 17/05/1995]',0.110,68.144,0.000,0.151
'[08:26:13.354 17/05/1995]',0.096,68.144,0.000,0.151
'[08:26:13.356 17/05/1995]',0.055,68.144,0.000,0.151
'[08:26:13.358 17/05/1995]',0.015,68.144,0.000,0.151
'[08:26:13.360 17/05/1995]',-0.060,67.732,0.000,0.168
'[08:26:13.362 17/05/1995]',-0.134,67.732,0.000,0.168
'[08:26:13.364 17/05/1995]',-0.245,67.732,0.000,0.168
'[08:26:13.366 17/05/1995]',-0.356,67.732,0.000,0.168
'[08:26:13.368 17/05/1995]',-0.495,67.216,0.000,0.186
'[08:26:13.370 17/05/1995]',-0.634,67.216,0.000,0.186
'[08:26:13.372 17/05/1995]',-0.775,67.216,0.000,0.186
'[08:26:13.374 17/05/1995]',-0.916,67.216,0.000,0.186
'[08:26:13.376 17/05/1995]',-1.024,66.701,0.000,0.204
'[08:26:13.378 17/05/1995]',-1.131,66.701,0.000,0.204
'[08:26:13.380 17/05/1995]',-1.179,66.701,0.000,0.204
'[08:26:13.382 17/05/1995]',-1.227,66.701,0.000,0.204
'[08:26:13.384 17/05/1995]',-1.202,66.289,0.000,0.223
'[08:26:13.386 17/05/1995]',-1.177,66.289,0.000,0.223
'[08:26:13.388 17/05/1995]',-1.088,66.289,0.000,0.223
'[08:26:13.390 17/05/1995]',-0.999,66.289,0.000,0.223
'[08:26:13.392 17/05/1995]',-0.875,65.773,0.000,0.241
'[08:26:13.394 17/05/1995]',-0.751,65.773,0.000,0.241
'[08:26:13.396 17/05/1995]',-0.626,65.773,0.000,0.241
'[08:26:13.398 17/05/1995]',-0.501,65.773,0.000,0.241
'[08:26:13.400 17/05/1995]',-0.396,65.361,0.000,0.260
'[08:26:13.402 17/05/1995]',-0.290,65.361,0.000,0.260
'[08:26:13.404 17/05/1995]',-0.211,65.361,0.000,0.260
'[08:26:13.406 17/05/1995]',-0.132,65.361,0.000,0.260
'[08:26:13.408 17/05/1995]',-0.075,64.845,0.000,0.277
'[08:26:13.410 17/05/1995]',-0.018,64.845,0.000,0.277
'[08:26:13.412 17/05/1995]',0.024,64.845,0.000,0.277
'[08:26:13.414 17/05/1995]',0.066,64.845,0.000,0.277
'[08:26:13.416 17/05/1995]',0.095,64.433,0.000,0.292
'[08:26:13.418 17/05/1995]',0.123,64.433,0.000,0.292
'[08:26:13.420 17/05/1995]',0.141,64.433,0.000,0.292
'[08:26:13.422 17/05/1995]',0.160,64.433,0.000,0.292
'[08:26:13.424 17/05/1995]',0.170,63.918,0.000,0.306
'[08:26:13.426 17/05/1995]',0.180,63.918,0.000,0.306
'[08:26:13.428 17/05/1995]',0.185,63.918,0.000,0.306
'[08:26:13.430 17/05/1995]',0.189,63.918,0.000,0.306
'[08:26:13.432 17/05/1995]',0.193,63.505,0.000,0.319
'[08:26:13.434 17/05/1995]',0.197,63.505,0.000,0.319
'[08:26:13.436 17/05/1995]',0.199,63.505,0.000,0.319
'[08:26:13.438 17/05/1995]',0.202,63.505,0.000,0.319
'[08:26:13.440 17/05/1995]',0.205,62.990,0.000,0.329
'[08:26:13.442 17/05/1995]',0.208,62.990,0.000,0.329
'[08:26:13.444 17/05/1995]',0.208,62.990,0.000,0.329
'[08:26:13.446 17/05/1995]',0.209,62.990,0.000,0.329
'[08:26:13.448 17/05/1995]',0.208,62.474,0.000,0.336
'[08:26:13.450 17/05/1995]',0.208,62.474,0.000,0.336
'[08:26:13.452 17/05/1995]',0.208,62.474,0.000,0.336
'[08:26:13.454 17/05/1995]',0.208,62.474,0.000,0.336
'[08:26:13.456 17/05/1995]',0.207,62.062,0.000,0.340
'[08:26:13.458 17/05/1995]',0.206,62.062,0.000,0.340
'[08:26:13.460 17/05/1995]',0.204,62.062,0.000,0.340
'[08:26:13.462 17/05/1995]',0.202,62.062,0.000,0.340
'[08:26:13.464 17/05/1995]',0.201,61.443,0.000,0.341
'[08:26:13.466 17/05/1995]',0.200,61.443,0.000,0.341
'[08:26:13.468 17/05/1995]',0.199,61.443,0.000,0.341
'[08:26:13.470 17/05/1995]',0.198,61.443,0.000,0.341
'[08:26:13.472 17/05/1995]',0.197,60.928,0.000,0.340
'[08:26:13.474 17/05/1995]',0.195,60.928,0.000,0.340
'[08:26:13.476 17/05/1995]',0.194,60.928,0.000,0.340
'[08:26:13.478 17/05/1995]',0.193,60.928,0.000,0.340
'[08:26:13.480 17/05/1995]',0.191,60.309,0.000,0.336
'[08:26:13.482 17/05/1995]',0.189,60.309,0.000,0.336
'[08:26:13.484 17/05/1995]',0.187,60.309,0.000,0.336
'[08:26:13.486 17/05/1995]',0.185,60.309,0.000,0.336
'[08:26:13.488 17/05/1995]',0.185,59.588,0.000,0.330
'[08:26:13.490 17/05/1995]',0.185,59.588,0.000,0.330
'[08:26:13.492 17/05/1995]',0.184,59.588,0.000,0.330
'[08:26:13.494 17/05/1995]',0.182,59.588,0.000,0.330
'[08:26:13.496 17/05/1995]',0.180,59.072,0.000,0.322
'[08:26:13.498 17/05/1995]',0.178,59.072,0.000,0.322
'[08:26:13.500 17/05/1995]',0.176,59.072,0.000,0.322
'[08:26:13.502 17/05/1995]',0.174,59.072,0.000,0.322
'[08:26:13.504 17/05/1995]',0.173,58.557,0.000,0.313
'[08:26:13.506 17/05/1995]',0.171,58.557,0.000,0.313
'[08:26:13.508 17/05/1995]',0.170,58.557,0.000,0.313
'[08:26:13.510 17/05/1995]',0.169,58.557,0.000,0.313
'[08:26:13.512 17/05/1995]',0.168,58.454,0.000,0.305
'[08:26:13.514 17/05/1995]',0.167,58.454,0.000,0.305
'[08:26:13.516 17/05/1995]',0.167,58.454,0.000,0.305
'[08:26:13.518 17/05/1995]',0.167,58.454,0.000,0.305
'[08:26:13.520 17/05/1995]',0.167,58.969,0.000,0.298
'[08:26:13.522 17/05/1995]',0.167,58.969,0.000,0.298
'[08:26:13.524 17/05/1995]',0.167,58.969,0.000,0.298
'[08:26:13.526 17/05/1995]',0.167,58.969,0.000,0.298
'[08:26:13.528 17/05/1995]',0.167,61.031,0.000,0.291
'[08:26:13.530 17/05/1995]',0.167,61.031,0.000,0.291
'[08:26:13.532 17/05/1995]',0.166,61.031,0.000,0.291
'[08:26:13.534 17/05/1995]',0.165,61.031,0.000,0.291
'[08:26:13.536 17/05/1995]',0.163,64.845,0.000,0.286
'[08:26:13.538 17/05/1995]',0.160,64.845,0.000,0.286
'[08:26:13.540 17/05/1995]',0.156,64.845,0.000,0.286
'[08:26:13.542 17/05/1995]',0.152,64.845,0.000,0.286
'[08:26:13.544 17/05/1995]',0.149,70.825,0.000,0.281
'[08:26:13.546 17/05/1995]',0.145,70.825,0.000,0.281
'[08:26:13.548 17/05/1995]',0.142,70.825,0.000,0.281
'[08:26:13.550 17/05/1995]',0.140,70.825,0.000,0.281
'[08:26:13.552 17/05/1995]',0.136,78.763,0.000,0.277
'[08:26:13.554 17/05/1995]',0.132,78.763,0.000,0.277
'[08:26:13.556 17/05/1995]',0.129,78.763,0.000,0.277
'[08:26:13.558 17/05/1995]',0.125,78.763,0.000,0.277
'[08:26:13.560 17/05/1995]',0.123,87.835,0.000,0.272
'[08:26:13.562 17/05/1995]',0.121,87.835,0.000,0.272
'[08:26:13.564 17/05/1995]',0.119,87.835,0.000,0.272
'[08:26:13.566 17/05/1995]',0.118,87.835,0.000,0.272
'[08:26:13.568 17/05/1995]',0.115,97.423,0.000,0.269
'[08:26:13.570 17/05/1995]',0.112,97.423,0.000,0.269
'[08:26:13.572 17/05/1995]',0.109,97.423,0.000,0.269
'[08:26:13.574 17/05/1995]',0.107,97.423,0.000,0.269
'[08:26:13.576 17/05/1995]',0.103,106.804,0.000,0.267
'[08:26:13.578 17/05/1995]',0.099,106.804,0.000,0.267
'[08:26:13.580 17/05/1995]',0.096,106.804,0.000,0.267
'[08:26:13.582 17/05/1995]',0.092,106.804,0.000,0.267
'[08:26:13.584 17/05/1995]',0.088,115.464,0.000,0.266
'[08:26:13.586 17/05/1995]',0.084,115.464,0.000,0.266
'[08:26:13.588 17/05/1995]',0.083,115.464,0.000,0.266
'[08:26:13.590 17/05/1995]',0.081,115.464,0.000,0.266
'[08:26:13.592 17/05/1995]',0.079,123.196,0.000,0.267
