'Time and date','III','MCL1'
'[09:32:35.038 04/12/1995]',-0.015,0.003
'[09:32:35.040 04/12/1995]',-0.017,0.003
'[09:32:35.042 04/12/1995]',-0.018,0.003
'[09:32:35.044 04/12/1995]',-0.019,0.003
'[09:32:35.046 04/12/1995]',-0.020,0.003
'[09:32:35.048 04/12/1995]',-0.021,0.003
'[09:32:35.050 04/12/1995]',-0.022,0.003
'[09:32:35.052 04/12/1995]',-0.023,0.003
'[09:32:35.054 04/12/1995]',-0.024,0.003
'[09:32:35.056 04/12/1995]',-0.025,0.003
'[09:32:35.058 04/12/1995]',-0.027,0.003
'[09:32:35.060 04/12/1995]',-0.027,0.003
'[09:32:35.062 04/12/1995]',-0.028,0.003
'[09:32:35.064 04/12/1995]',-0.029,0.003
'[09:32:35.066 04/12/1995]',-0.029,0.003
'[09:32:35.068 04/12/1995]',-0.030,0.003
'[09:32:35.070 04/12/1995]',-0.030,0.003
'[09:32:35.072 04/12/1995]',-0.030,0.003
'[09:32:35.074 04/12/1995]',-0.031,0.003
'[09:32:35.076 04/12/1995]',-0.031,0.003
'[09:32:35.078 04/12/1995]',-0.031,0.003
'[09:32:35.080 04/12/1995]',-0.030,0.003
'[09:32:35.082 04/12/1995]',-0.030,0.003
'[09:32:35.084 04/12/1995]',-0.029,0.003
'[09:32:35.086 04/12/1995]',-0.028,0.003
'[09:32:35.088 04/12/1995]',-0.028,0.003
'[09:32:35.090 04/12/1995]',-0.028,0.003
'[09:32:35.092 04/12/1995]',-0.028,0.003
'[09:32:35.094 04/12/1995]',-0.028,0.003
'[09:32:35.096 04/12/1995]',-0.028,0.003
'[09:32:35.098 04/12/1995]',-0.027,0.003
'[09:32:35.100 04/12/1995]',-0.025,0.003
'[09:32:35.102 04/12/1995]',-0.023,-0.030
'[09:32:35.104 04/12/1995]',-0.020,-0.030
'[09:32:35.106 04/12/1995]',-0.017,-0.030
'[09:32:35.108 04/12/1995]',-0.009,-0.030
'[09:32:35.110 04/12/1995]',-0.002,-0.030
'[09:32:35.112 04/12/1995]',0.012,-0.030
'[09:32:35.114 04/12/1995]',0.025,-0.030
'[09:32:35.116 04/12/1995]',0.045,-0.064
'[09:32:35.118 04/12/1995]',0.064,-0.064
'[09:32:35.120 04/12/1995]',0.089,-0.064
'[09:32:35.122 04/12/1995]',0.114,-0.097
'[09:32:35.124 04/12/1995]',0.140,-0.164
'[09:32:35.126 04/12/1995]',0.166,-0.198
'[09:32:35.128 04/12/1995]',0.188,-0.231
'[09:32:35.130 04/12/1995]',0.211,-0.298
'[09:32:35.132 04/12/1995]',0.225,-0.399
'[09:32:35.134 04/12/1995]',0.239,-0.498
'[09:32:35.136 04/12/1995]',0.241,-0.632
'[09:32:35.138 04/12/1995]',0.243,-0.799
'[09:32:35.140 04/12/1995]',0.232,-0.933
'[09:32:35.142 04/12/1995]',0.222,-1.065
'[09:32:35.144 04/12/1995]',0.203,-1.199
'[09:32:35.146 04/12/1995]',0.184,-1.333
'[09:32:35.148 04/12/1995]',0.161,-1.432
'[09:32:35.150 04/12/1995]',0.138,-1.499
'[09:32:35.152 04/12/1995]',0.118,-1.566
'[09:32:35.154 04/12/1995]',0.097,-1.600
'[09:32:35.156 04/12/1995]',0.084,-1.600
'[09:32:35.158 04/12/1995]',0.071,-1.566
'[09:32:35.160 04/12/1995]',0.069,-1.533
'[09:32:35.162 04/12/1995]',0.066,-1.499
'[09:32:35.164 04/12/1995]',0.073,-1.432
'[09:32:35.166 04/12/1995]',0.081,-1.367
'[09:32:35.168 04/12/1995]',0.100,-1.333
'[09:32:35.170 04/12/1995]',0.119,-1.266
'[09:32:35.172 04/12/1995]',0.146,-1.199
'[09:32:35.174 04/12/1995]',0.173,-1.065
'[09:32:35.176 04/12/1995]',0.201,-0.965
'[09:32:35.178 04/12/1995]',0.229,-0.866
'[09:32:35.180 04/12/1995]',0.249,-0.732
'[09:32:35.182 04/12/1995]',0.269,-0.598
'[09:32:35.184 04/12/1995]',0.272,-0.498
'[09:32:35.186 04/12/1995]',0.276,-0.399
'[09:32:35.188 04/12/1995]',0.261,-0.332
'[09:32:35.190 04/12/1995]',0.247,-0.265
'[09:32:35.192 04/12/1995]',0.220,-0.198
'[09:32:35.194 04/12/1995]',0.194,-0.131
'[09:32:35.196 04/12/1995]',0.164,-0.064
'[09:32:35.198 04/12/1995]',0.134,0.003
'[09:32:35.200 04/12/1995]',0.106,0.035
'[09:32:35.202 04/12/1995]',0.079,0.068
'[09:32:35.204 04/12/1995]',0.057,0.068
'[09:32:35.206 04/12/1995]',0.034,0.102
'[09:32:35.208 04/12/1995]',0.017,0.135
'[09:32:35.210 04/12/1995]',-0.001,0.169
'[09:32:35.212 04/12/1995]',-0.014,0.202
'[09:32:35.214 04/12/1995]',-0.027,0.202
'[09:32:35.216 04/12/1995]',-0.037,0.236
'[09:32:35.218 04/12/1995]',-0.047,0.236
'[09:32:35.220 04/12/1995]',-0.056,0.236
'[09:32:35.222 04/12/1995]',-0.064,0.236
'[09:32:35.224 04/12/1995]',-0.069,0.236
'[09:32:35.226 04/12/1995]',-0.075,0.236
'[09:32:35.228 04/12/1995]',-0.078,0.269
'[09:32:35.230 04/12/1995]',-0.081,0.269
'[09:32:35.232 04/12/1995]',-0.082,0.269
'[09:32:35.234 04/12/1995]',-0.083,0.269
'[09:32:35.236 04/12/1995]',-0.082,0.269
'[09:32:35.238 04/12/1995]',-0.082,0.269
'[09:32:35.240 04/12/1995]',-0.081,0.269
'[09:32:35.242 04/12/1995]',-0.080,0.269
'[09:32:35.244 04/12/1995]',-0.078,0.269
'[09:32:35.246 04/12/1995]',-0.076,0.269
'[09:32:35.248 04/12/1995]',-0.074,0.269
'[09:32:35.250 04/12/1995]',-0.071,0.269
'[09:32:35.252 04/12/1995]',-0.069,0.269
'[09:32:35.254 04/12/1995]',-0.066,0.269
'[09:32:35.256 04/12/1995]',-0.064,0.269
'[09:32:35.258 04/12/1995]',-0.061,0.269
'[09:32:35.260 04/12/1995]',-0.058,0.303
'[09:32:35.262 04/12/1995]',-0.055,0.303
'[09:32:35.264 04/12/1995]',-0.052,0.303
'[09:32:35.266 04/12/1995]',-0.048,0.303
'[09:32:35.268 04/12/1995]',-0.045,0.269
'[09:32:35.270 04/12/1995]',-0.041,0.269
'[09:32:35.272 04/12/1995]',-0.036,0.303
'[09:32:35.274 04/12/1995]',-0.031,0.303
'[09:32:35.276 04/12/1995]',-0.025,0.303
'[09:32:35.278 04/12/1995]',-0.019,0.303
'[09:32:35.280 04/12/1995]',-0.013,0.336
'[09:32:35.282 04/12/1995]',-0.007,0.336
'[09:32:35.284 04/12/1995]',-0.003,0.336
'[09:32:35.286 04/12/1995]',0.002,0.336
'[09:32:35.288 04/12/1995]',0.004,0.336
'[09:32:35.290 04/12/1995]',0.007,0.336
'[09:32:35.292 04/12/1995]',0.008,0.336
'[09:32:35.294 04/12/1995]',0.009,0.336
'[09:32:35.296 04/12/1995]',0.010,0.336
'[09:32:35.298 04/12/1995]',0.011,0.370
'[09:32:35.300 04/12/1995]',0.011,0.370
'[09:32:35.302 04/12/1995]',0.011,0.370
'[09:32:35.304 04/12/1995]',0.011,0.370
'[09:32:35.306 04/12/1995]',0.010,0.370
'[09:32:35.308 04/12/1995]',0.009,0.370
'[09:32:35.310 04/12/1995]',0.008,0.370
'[09:32:35.312 04/12/1995]',0.007,0.370
'[09:32:35.314 04/12/1995]',0.006,0.403
'[09:32:35.316 04/12/1995]',0.005,0.403
'[09:32:35.318 04/12/1995]',0.004,0.403
'[09:32:35.320 04/12/1995]',0.003,0.403
'[09:32:35.322 04/12/1995]',0.002,0.403
'[09:32:35.324 04/12/1995]',0.003,0.403
'[09:32:35.326 04/12/1995]',0.004,0.403
'[09:32:35.328 04/12/1995]',0.004,0.403
'[09:32:35.330 04/12/1995]',0.005,0.437
'[09:32:35.332 04/12/1995]',0.005,0.437
'[09:32:35.334 04/12/1995]',0.005,0.403
'[09:32:35.336 04/12/1995]',0.005,0.403
'[09:32:35.338 04/12/1995]',0.005,0.403
'[09:32:35.340 04/12/1995]',0.004,0.403
'[09:32:35.342 04/12/1995]',0.004,0.403
'[09:32:35.344 04/12/1995]',0.004,0.403
'[09:32:35.346 04/12/1995]',0.005,0.403
'[09:32:35.348 04/12/1995]',0.005,0.403
'[09:32:35.350 04/12/1995]',0.006,0.403
'[09:32:35.352 04/12/1995]',0.006,0.370
'[09:32:35.354 04/12/1995]',0.007,0.370
'[09:32:35.356 04/12/1995]',0.008,0.370
'[09:32:35.358 04/12/1995]',0.008,0.370
'[09:32:35.360 04/12/1995]',0.009,0.370
'[09:32:35.362 04/12/1995]',0.010,0.336
'[09:32:35.364 04/12/1995]',0.012,0.336
'[09:32:35.366 04/12/1995]',0.013,0.336
'[09:32:35.368 04/12/1995]',0.014,0.303
'[09:32:35.370 04/12/1995]',0.015,0.303
'[09:32:35.372 04/12/1995]',0.015,0.303
'[09:32:35.374 04/12/1995]',0.015,0.303
'[09:32:35.376 04/12/1995]',0.014,0.269
'[09:32:35.378 04/12/1995]',0.014,0.269
'[09:32:35.380 04/12/1995]',0.012,0.269
'[09:32:35.382 04/12/1995]',0.011,0.236
'[09:32:35.384 04/12/1995]',0.010,0.236
'[09:32:35.386 04/12/1995]',0.009,0.202
'[09:32:35.388 04/12/1995]',0.009,0.202
'[09:32:35.390 04/12/1995]',0.009,0.202
'[09:32:35.392 04/12/1995]',0.010,0.202
'[09:32:35.394 04/12/1995]',0.010,0.169
'[09:32:35.396 04/12/1995]',0.011,0.169
'[09:32:35.398 04/12/1995]',0.012,0.169
'[09:32:35.400 04/12/1995]',0.012,0.169
'[09:32:35.402 04/12/1995]',0.012,0.135
'[09:32:35.404 04/12/1995]',0.012,0.135
'[09:32:35.406 04/12/1995]',0.011,0.102
'[09:32:35.408 04/12/1995]',0.011,0.102
'[09:32:35.410 04/12/1995]',0.010,0.102
'[09:32:35.412 04/12/1995]',0.009,0.102
'[09:32:35.414 04/12/1995]',0.008,0.068
'[09:32:35.416 04/12/1995]',0.006,0.068
'[09:32:35.418 04/12/1995]',0.005,0.068
'[09:32:35.420 04/12/1995]',0.004,0.035
'[09:32:35.422 04/12/1995]',0.003,0.035
'[09:32:35.424 04/12/1995]',0.003,0.035
'[09:32:35.426 04/12/1995]',0.002,0.035
'[09:32:35.428 04/12/1995]',0.002,0.035
'[09:32:35.430 04/12/1995]',0.002,0.035
'[09:32:35.432 04/12/1995]',0.001,0.035
'[09:32:35.434 04/12/1995]',0.000,0.035
'[09:32:35.436 04/12/1995]',-0.002,0.003
'[09:32:35.438 04/12/1995]',-0.005,0.003
'[09:32:35.440 04/12/1995]',-0.008,0.003
'[09:32:35.442 04/12/1995]',-0.011,0.003
'[09:32:35.444 04/12/1995]',-0.014,0.003
'[09:32:35.446 04/12/1995]',-0.017,0.003
'[09:32:35.448 04/12/1995]',-0.019,0.003
'[09:32:35.450 04/12/1995]',-0.020,0.003
'[09:32:35.452 04/12/1995]',-0.019,0.003
'[09:32:35.454 04/12/1995]',-0.019,0.003
'[09:32:35.456 04/12/1995]',-0.017,0.003
'[09:32:35.458 04/12/1995]',-0.015,0.003
'[09:32:35.460 04/12/1995]',-0.014,0.003
'[09:32:35.462 04/12/1995]',-0.013,0.003
'[09:32:35.464 04/12/1995]',-0.013,0.003
'[09:32:35.466 04/12/1995]',-0.014,0.003
'[09:32:35.468 04/12/1995]',-0.015,0.003
'[09:32:35.470 04/12/1995]',-0.017,0.003
'[09:32:35.472 04/12/1995]',-0.019,0.003
'[09:32:35.474 04/12/1995]',-0.022,0.003
'[09:32:35.476 04/12/1995]',-0.024,0.003
'[09:32:35.478 04/12/1995]',-0.025,0.003
'[09:32:35.480 04/12/1995]',-0.027,0.003
'[09:32:35.482 04/12/1995]',-0.028,0.003
'[09:32:35.484 04/12/1995]',-0.028,0.003
'[09:32:35.486 04/12/1995]',-0.029,0.003
'[09:32:35.488 04/12/1995]',-0.029,0.003
'[09:32:35.490 04/12/1995]',-0.028,0.003
'[09:32:35.492 04/12/1995]',-0.028,0.003
'[09:32:35.494 04/12/1995]',-0.028,0.003
'[09:32:35.496 04/12/1995]',-0.029,0.003
'[09:32:35.498 04/12/1995]',-0.029,0.003
'[09:32:35.500 04/12/1995]',-0.030,0.035
'[09:32:35.502 04/12/1995]',-0.030,0.035
'[09:32:35.504 04/12/1995]',-0.030,0.003
'[09:32:35.506 04/12/1995]',-0.031,0.003
'[09:32:35.508 04/12/1995]',-0.031,0.003
'[09:32:35.510 04/12/1995]',-0.031,0.035
'[09:32:35.512 04/12/1995]',-0.032,0.035
'[09:32:35.514 04/12/1995]',-0.032,0.035
'[09:32:35.516 04/12/1995]',-0.032,0.035
'[09:32:35.518 04/12/1995]',-0.032,0.035
'[09:32:35.520 04/12/1995]',-0.032,0.035
'[09:32:35.522 04/12/1995]',-0.032,0.035
'[09:32:35.524 04/12/1995]',-0.033,0.035
'[09:32:35.526 04/12/1995]',-0.033,0.035
'[09:32:35.528 04/12/1995]',-0.034,0.035
'[09:32:35.530 04/12/1995]',-0.035,0.035
'[09:32:35.532 04/12/1995]',-0.035,0.035
'[09:32:35.534 04/12/1995]',-0.036,0.035
'[09:32:35.536 04/12/1995]',-0.038,0.035
'[09:32:35.538 04/12/1995]',-0.040,0.035
'[09:32:35.540 04/12/1995]',-0.042,0.035
'[09:32:35.542 04/12/1995]',-0.045,0.035
'[09:32:35.544 04/12/1995]',-0.048,0.035
'[09:32:35.546 04/12/1995]',-0.050,0.035
'[09:32:35.548 04/12/1995]',-0.051,0.035
'[09:32:35.550 04/12/1995]',-0.053,0.035
'[09:32:35.552 04/12/1995]',-0.052,0.035
'[09:32:35.554 04/12/1995]',-0.051,0.003
'[09:32:35.556 04/12/1995]',-0.050,0.003
'[09:32:35.558 04/12/1995]',-0.048,0.003
'[09:32:35.560 04/12/1995]',-0.048,0.035
'[09:32:35.562 04/12/1995]',-0.047,0.035
'[09:32:35.564 04/12/1995]',-0.048,0.035
'[09:32:35.566 04/12/1995]',-0.048,0.035
'[09:32:35.568 04/12/1995]',-0.048,0.003
'[09:32:35.570 04/12/1995]',-0.048,0.003
'[09:32:35.572 04/12/1995]',-0.048,0.003
'[09:32:35.574 04/12/1995]',-0.048,0.003
'[09:32:35.576 04/12/1995]',-0.047,0.003
'[09:32:35.578 04/12/1995]',-0.047,0.003
'[09:32:35.580 04/12/1995]',-0.045,0.003
'[09:32:35.582 04/12/1995]',-0.043,0.003
'[09:32:35.584 04/12/1995]',-0.041,0.003
'[09:32:35.586 04/12/1995]',-0.039,0.003
'[09:32:35.588 04/12/1995]',-0.038,0.003
'[09:32:35.590 04/12/1995]',-0.036,0.003
'[09:32:35.592 04/12/1995]',-0.035,0.003
'[09:32:35.594 04/12/1995]',-0.035,0.003
'[09:32:35.596 04/12/1995]',-0.034,0.003
'[09:32:35.598 04/12/1995]',-0.034,0.035
'[09:32:35.600 04/12/1995]',-0.033,0.003
'[09:32:35.602 04/12/1995]',-0.033,0.003
'[09:32:35.604 04/12/1995]',-0.033,0.003
'[09:32:35.606 04/12/1995]',-0.032,0.003
'[09:32:35.608 04/12/1995]',-0.032,0.003
'[09:32:35.610 04/12/1995]',-0.032,0.003
'[09:32:35.612 04/12/1995]',-0.032,0.003
'[09:32:35.614 04/12/1995]',-0.032,0.003
'[09:32:35.616 04/12/1995]',-0.032,0.003
'[09:32:35.618 04/12/1995]',-0.031,0.003
'[09:32:35.620 04/12/1995]',-0.032,0.003
'[09:32:35.622 04/12/1995]',-0.032,0.003
'[09:32:35.624 04/12/1995]',-0.032,0.003
'[09:32:35.626 04/12/1995]',-0.032,0.003
'[09:32:35.628 04/12/1995]',-0.032,0.003
'[09:32:35.630 04/12/1995]',-0.032,0.003
'[09:32:35.632 04/12/1995]',-0.031,0.003
'[09:32:35.634 04/12/1995]',-0.031,0.003
'[09:32:35.636 04/12/1995]',-0.030,0.003
'[09:32:35.638 04/12/1995]',-0.030,0.003
'[09:32:35.640 04/12/1995]',-0.030,0.003
'[09:32:35.642 04/12/1995]',-0.030,0.003
'[09:32:35.644 04/12/1995]',-0.029,0.003
'[09:32:35.646 04/12/1995]',-0.028,0.003
'[09:32:35.648 04/12/1995]',-0.025,0.003
'[09:32:35.650 04/12/1995]',-0.023,0.003
'[09:32:35.652 04/12/1995]',-0.021,0.003
'[09:32:35.654 04/12/1995]',-0.019,0.003
'[09:32:35.656 04/12/1995]',-0.018,0.003
'[09:32:35.658 04/12/1995]',-0.017,0.003
'[09:32:35.660 04/12/1995]',-0.017,0.003
'[09:32:35.662 04/12/1995]',-0.016,0.003
'[09:32:35.664 04/12/1995]',-0.016,0.003
'[09:32:35.666 04/12/1995]',-0.016,0.035
'[09:32:35.668 04/12/1995]',-0.017,0.035
'[09:32:35.670 04/12/1995]',-0.017,0.035
'[09:32:35.672 04/12/1995]',-0.017,0.035
'[09:32:35.674 04/12/1995]',-0.018,0.035
'[09:32:35.676 04/12/1995]',-0.017,0.035
'[09:32:35.678 04/12/1995]',-0.017,0.035
'[09:32:35.680 04/12/1995]',-0.017,0.035
'[09:32:35.682 04/12/1995]',-0.017,0.035
'[09:32:35.684 04/12/1995]',-0.018,0.035
'[09:32:35.686 04/12/1995]',-0.018,0.003
'[09:32:35.688 04/12/1995]',-0.019,0.003
'[09:32:35.690 04/12/1995]',-0.020,0.003
'[09:32:35.692 04/12/1995]',-0.021,0.003
'[09:32:35.694 04/12/1995]',-0.022,0.003
'[09:32:35.696 04/12/1995]',-0.022,0.003
'[09:32:35.698 04/12/1995]',-0.022,0.003
'[09:32:35.700 04/12/1995]',-0.022,0.003
'[09:32:35.702 04/12/1995]',-0.021,0.003
'[09:32:35.704 04/12/1995]',-0.021,-0.030
'[09:32:35.706 04/12/1995]',-0.021,0.003
'[09:32:35.708 04/12/1995]',-0.021,0.003
'[09:32:35.710 04/12/1995]',-0.021,0.003
'[09:32:35.712 04/12/1995]',-0.022,0.003
'[09:32:35.714 04/12/1995]',-0.022,0.003
'[09:32:35.716 04/12/1995]',-0.023,0.003
'[09:32:35.718 04/12/1995]',-0.024,0.003
'[09:32:35.720 04/12/1995]',-0.025,0.003
'[09:32:35.722 04/12/1995]',-0.026,0.003
'[09:32:35.724 04/12/1995]',-0.028,0.003
'[09:32:35.726 04/12/1995]',-0.031,0.003
'[09:32:35.728 04/12/1995]',-0.033,0.003
'[09:32:35.730 04/12/1995]',-0.035,0.003
'[09:32:35.732 04/12/1995]',-0.037,0.003
'[09:32:35.734 04/12/1995]',-0.038,0.003
'[09:32:35.736 04/12/1995]',-0.038,0.003
'[09:32:35.738 04/12/1995]',-0.038,0.003
'[09:32:35.740 04/12/1995]',-0.038,0.003
'[09:32:35.742 04/12/1995]',-0.037,0.003
'[09:32:35.744 04/12/1995]',-0.037,0.003
'[09:32:35.746 04/12/1995]',-0.037,0.003
'[09:32:35.748 04/12/1995]',-0.038,0.003
'[09:32:35.750 04/12/1995]',-0.040,0.003
'[09:32:35.752 04/12/1995]',-0.041,0.003
'[09:32:35.754 04/12/1995]',-0.042,0.003
'[09:32:35.756 04/12/1995]',-0.043,0.003
'[09:32:35.758 04/12/1995]',-0.043,0.003
'[09:32:35.760 04/12/1995]',-0.044,0.003
'[09:32:35.762 04/12/1995]',-0.044,0.003
'[09:32:35.764 04/12/1995]',-0.045,0.003
'[09:32:35.766 04/12/1995]',-0.045,0.003
'[09:32:35.768 04/12/1995]',-0.046,0.003
'[09:32:35.770 04/12/1995]',-0.047,0.003
'[09:32:35.772 04/12/1995]',-0.047,0.003
'[09:32:35.774 04/12/1995]',-0.048,0.003
'[09:32:35.776 04/12/1995]',-0.049,0.003
'[09:32:35.778 04/12/1995]',-0.050,0.003
'[09:32:35.780 04/12/1995]',-0.051,0.003
'[09:32:35.782 04/12/1995]',-0.053,0.003
'[09:32:35.784 04/12/1995]',-0.053,0.003
'[09:32:35.786 04/12/1995]',-0.054,0.003
'[09:32:35.788 04/12/1995]',-0.054,-0.030
'[09:32:35.790 04/12/1995]',-0.054,0.003
'[09:32:35.792 04/12/1995]',-0.054,0.003
'[09:32:35.794 04/12/1995]',-0.054,0.003
'[09:32:35.796 04/12/1995]',-0.053,0.003
'[09:32:35.798 04/12/1995]',-0.052,0.003
'[09:32:35.800 04/12/1995]',-0.052,0.003
'[09:32:35.802 04/12/1995]',-0.052,0.003
'[09:32:35.804 04/12/1995]',-0.052,0.003
'[09:32:35.806 04/12/1995]',-0.053,0.003
'[09:32:35.808 04/12/1995]',-0.053,0.003
'[09:32:35.810 04/12/1995]',-0.054,0.003
'[09:32:35.812 04/12/1995]',-0.053,0.003
'[09:32:35.814 04/12/1995]',-0.053,0.003
'[09:32:35.816 04/12/1995]',-0.050,-0.030
'[09:32:35.818 04/12/1995]',-0.047,-0.030
'[09:32:35.820 04/12/1995]',-0.039,-0.030
'[09:32:35.822 04/12/1995]',-0.031,-0.030
'[09:32:35.824 04/12/1995]',-0.017,-0.030
'[09:32:35.826 04/12/1995]',-0.004,-0.030
'[09:32:35.828 04/12/1995]',0.016,-0.064
'[09:32:35.830 04/12/1995]',0.036,-0.064
'[09:32:35.832 04/12/1995]',0.060,-0.064
'[09:32:35.834 04/12/1995]',0.083,-0.097
'[09:32:35.836 04/12/1995]',0.108,-0.131
'[09:32:35.838 04/12/1995]',0.132,-0.198
'[09:32:35.840 04/12/1995]',0.153,-0.231
'[09:32:35.842 04/12/1995]',0.173,-0.332
'[09:32:35.844 04/12/1995]',0.186,-0.399
'[09:32:35.846 04/12/1995]',0.198,-0.498
'[09:32:35.848 04/12/1995]',0.199,-0.598
'[09:32:35.850 04/12/1995]',0.199,-0.766
'[09:32:35.852 04/12/1995]',0.188,-0.933
'[09:32:35.854 04/12/1995]',0.177,-1.065
'[09:32:35.856 04/12/1995]',0.158,-1.199
'[09:32:35.858 04/12/1995]',0.138,-1.333
'[09:32:35.860 04/12/1995]',0.117,-1.432
'[09:32:35.862 04/12/1995]',0.096,-1.533
'[09:32:35.864 04/12/1995]',0.079,-1.566
'[09:32:35.866 04/12/1995]',0.061,-1.600
'[09:32:35.868 04/12/1995]',0.051,-1.600
'[09:32:35.870 04/12/1995]',0.041,-1.600
'[09:32:35.872 04/12/1995]',0.040,-1.566
'[09:32:35.874 04/12/1995]',0.040,-1.499
'[09:32:35.876 04/12/1995]',0.050,-1.466
'[09:32:35.878 04/12/1995]',0.060,-1.400
'[09:32:35.880 04/12/1995]',0.080,-1.333
'[09:32:35.882 04/12/1995]',0.101,-1.266
'[09:32:35.884 04/12/1995]',0.129,-1.166
'[09:32:35.886 04/12/1995]',0.157,-1.065
'[09:32:35.888 04/12/1995]',0.186,-0.965
'[09:32:35.890 04/12/1995]',0.215,-0.866
'[09:32:35.892 04/12/1995]',0.234,-0.732
'[09:32:35.894 04/12/1995]',0.253,-0.598
'[09:32:35.896 04/12/1995]',0.255,-0.498
'[09:32:35.898 04/12/1995]',0.257,-0.399
'[09:32:35.900 04/12/1995]',0.241,-0.332
'[09:32:35.902 04/12/1995]',0.226,-0.265
'[09:32:35.904 04/12/1995]',0.198,-0.198
'[09:32:35.906 04/12/1995]',0.171,-0.131
'[09:32:35.908 04/12/1995]',0.139,-0.064
'[09:32:35.910 04/12/1995]',0.108,0.003
'[09:32:35.912 04/12/1995]',0.080,0.003
'[09:32:35.914 04/12/1995]',0.051,0.068
'[09:32:35.916 04/12/1995]',0.029,0.102
'[09:32:35.918 04/12/1995]',0.006,0.102
'[09:32:35.920 04/12/1995]',-0.010,0.135
'[09:32:35.922 04/12/1995]',-0.027,0.169
'[09:32:35.924 04/12/1995]',-0.038,0.169
'[09:32:35.926 04/12/1995]',-0.050,0.202
'[09:32:35.928 04/12/1995]',-0.058,0.236
'[09:32:35.930 04/12/1995]',-0.067,0.236
'[09:32:35.932 04/12/1995]',-0.072,0.269
'[09:32:35.934 04/12/1995]',-0.077,0.269
'[09:32:35.936 04/12/1995]',-0.081,0.269
'[09:32:35.938 04/12/1995]',-0.084,0.269
'[09:32:35.940 04/12/1995]',-0.085,0.269
'[09:32:35.942 04/12/1995]',-0.086,0.269
'[09:32:35.944 04/12/1995]',-0.085,0.303
'[09:32:35.946 04/12/1995]',-0.084,0.303
'[09:32:35.948 04/12/1995]',-0.083,0.303
'[09:32:35.950 04/12/1995]',-0.081,0.303
'[09:32:35.952 04/12/1995]',-0.079,0.303
'[09:32:35.954 04/12/1995]',-0.078,0.303
'[09:32:35.956 04/12/1995]',-0.076,0.303
'[09:32:35.958 04/12/1995]',-0.074,0.303
'[09:32:35.960 04/12/1995]',-0.071,0.303
'[09:32:35.962 04/12/1995]',-0.069,0.303
'[09:32:35.964 04/12/1995]',-0.067,0.303
'[09:32:35.966 04/12/1995]',-0.065,0.303
'[09:32:35.968 04/12/1995]',-0.063,0.303
'[09:32:35.970 04/12/1995]',-0.061,0.303
'[09:32:35.972 04/12/1995]',-0.059,0.303
'[09:32:35.974 04/12/1995]',-0.057,0.303
'[09:32:35.976 04/12/1995]',-0.054,0.303
'[09:32:35.978 04/12/1995]',-0.052,0.303
'[09:32:35.980 04/12/1995]',-0.049,0.303
'[09:32:35.982 04/12/1995]',-0.047,0.336
'[09:32:35.984 04/12/1995]',-0.044,0.336
'[09:32:35.986 04/12/1995]',-0.042,0.303
'[09:32:35.988 04/12/1995]',-0.040,0.303
'[09:32:35.990 04/12/1995]',-0.038,0.303
'[09:32:35.992 04/12/1995]',-0.036,0.336
'[09:32:35.994 04/12/1995]',-0.034,0.336
'[09:32:35.996 04/12/1995]',-0.032,0.336
'[09:32:35.998 04/12/1995]',-0.030,0.336
'[09:32:36.000 04/12/1995]',-0.028,0.336
'[09:32:36.002 04/12/1995]',-0.026,0.336
'[09:32:36.004 04/12/1995]',-0.024,0.336
'[09:32:36.006 04/12/1995]',-0.022,0.336
'[09:32:36.008 04/12/1995]',-0.020,0.336
'[09:32:36.010 04/12/1995]',-0.018,0.370
'[09:32:36.012 04/12/1995]',-0.015,0.370
'[09:32:36.014 04/12/1995]',-0.012,0.370
'[09:32:36.016 04/12/1995]',-0.010,0.370
'[09:32:36.018 04/12/1995]',-0.008,0.370
'[09:32:36.020 04/12/1995]',-0.006,0.370
'[09:32:36.022 04/12/1995]',-0.005,0.370
'[09:32:36.024 04/12/1995]',-0.005,0.370
'[09:32:36.026 04/12/1995]',-0.005,0.403
'[09:32:36.028 04/12/1995]',-0.007,0.403
'[09:32:36.030 04/12/1995]',-0.009,0.403
'[09:32:36.032 04/12/1995]',-0.011,0.403
'[09:32:36.034 04/12/1995]',-0.014,0.403
'[09:32:36.036 04/12/1995]',-0.014,0.403
'[09:32:36.038 04/12/1995]',-0.015,0.403
'[09:32:36.040 04/12/1995]',-0.014,0.403
'[09:32:36.042 04/12/1995]',-0.013,0.403
'[09:32:36.044 04/12/1995]',-0.010,0.403
'[09:32:36.046 04/12/1995]',-0.007,0.403
'[09:32:36.048 04/12/1995]',-0.003,0.403
'[09:32:36.050 04/12/1995]',0.001,0.403
'[09:32:36.052 04/12/1995]',0.004,0.403
'[09:32:36.054 04/12/1995]',0.008,0.403
'[09:32:36.056 04/12/1995]',0.009,0.370
'[09:32:36.058 04/12/1995]',0.011,0.370
'[09:32:36.060 04/12/1995]',0.010,0.370
'[09:32:36.062 04/12/1995]',0.010,0.403
'[09:32:36.064 04/12/1995]',0.009,0.370
'[09:32:36.066 04/12/1995]',0.007,0.370
'[09:32:36.068 04/12/1995]',0.006,0.336
'[09:32:36.070 04/12/1995]',0.004,0.336
'[09:32:36.072 04/12/1995]',0.003,0.336
'[09:32:36.074 04/12/1995]',0.002,0.336
'[09:32:36.076 04/12/1995]',0.002,0.336
'[09:32:36.078 04/12/1995]',0.002,0.336
