'Time and date','MCL1','III','V','ABP','PAP','CVP','PLETH'
'[13:29:51.578 11/01/1996]',0.001,0.067,0.022,85.125,43.725,19.700,-0.815
'[13:29:51.580 11/01/1996]',0.001,0.067,0.011,85.125,43.725,19.700,-0.815
'[13:29:51.582 11/01/1996]',0.011,0.067,0.022,85.125,43.725,19.700,-0.815
'[13:29:51.584 11/01/1996]',0.011,0.067,0.034,90.975,45.025,19.938,-0.684
'[13:29:51.586 11/01/1996]',0.022,0.077,0.044,90.975,45.025,19.938,-0.684
'[13:29:51.588 11/01/1996]',0.034,0.077,0.044,90.975,45.025,19.938,-0.684
'[13:29:51.590 11/01/1996]',0.034,0.088,0.044,90.975,45.025,19.938,-0.684
'[13:29:51.592 11/01/1996]',0.034,0.088,0.044,97.125,45.775,20.350,-0.524
'[13:29:51.594 11/01/1996]',0.034,0.088,0.044,97.125,45.775,20.350,-0.524
'[13:29:51.596 11/01/1996]',0.034,0.088,0.034,97.125,45.775,20.350,-0.524
'[13:29:51.598 11/01/1996]',0.034,0.088,0.044,97.125,45.775,20.350,-0.524
'[13:29:51.600 11/01/1996]',0.044,0.100,0.056,103.200,45.775,20.700,-0.336
'[13:29:51.602 11/01/1996]',0.044,0.100,0.056,103.200,45.775,20.700,-0.336
'[13:29:51.604 11/01/1996]',0.056,0.100,0.056,103.200,45.775,20.700,-0.336
'[13:29:51.606 11/01/1996]',0.056,0.111,0.067,103.200,45.775,20.700,-0.336
'[13:29:51.608 11/01/1996]',0.056,0.111,0.056,108.600,44.600,21.113,-0.127
'[13:29:51.610 11/01/1996]',0.056,0.121,0.056,108.600,44.600,21.113,-0.127
'[13:29:51.612 11/01/1996]',0.056,0.121,0.044,108.600,44.600,21.113,-0.127
'[13:29:51.614 11/01/1996]',0.056,0.133,0.056,108.600,44.600,21.113,-0.127
'[13:29:51.616 11/01/1996]',0.056,0.121,0.056,112.875,42.500,21.462,0.092
'[13:29:51.618 11/01/1996]',0.067,0.133,0.067,112.875,42.500,21.462,0.092
'[13:29:51.620 11/01/1996]',0.067,0.133,0.067,112.875,42.500,21.462,0.092
'[13:29:51.622 11/01/1996]',0.067,0.143,0.044,112.875,42.500,21.462,0.092
'[13:29:51.624 11/01/1996]',0.067,0.143,0.056,116.175,39.975,21.637,0.311
'[13:29:51.626 11/01/1996]',0.067,0.143,0.056,116.175,39.975,21.637,0.311
'[13:29:51.628 11/01/1996]',0.044,0.133,0.044,116.175,39.975,21.637,0.311
'[13:29:51.630 11/01/1996]',0.044,0.143,0.034,116.175,39.975,21.637,0.311
'[13:29:51.632 11/01/1996]',0.044,0.154,0.044,118.425,37.650,21.700,0.520
'[13:29:51.634 11/01/1996]',0.056,0.143,0.044,118.425,37.650,21.700,0.520
'[13:29:51.636 11/01/1996]',0.056,0.143,0.056,118.425,37.650,21.700,0.520
'[13:29:51.638 11/01/1996]',0.056,0.154,0.044,118.425,37.650,21.700,0.520
'[13:29:51.640 11/01/1996]',0.056,0.143,0.044,119.775,35.700,21.700,0.702
'[13:29:51.642 11/01/1996]',0.044,0.154,0.044,119.775,35.700,21.700,0.702
'[13:29:51.644 11/01/1996]',0.044,0.143,0.034,119.775,35.700,21.700,0.702
'[13:29:51.646 11/01/1996]',0.034,0.143,0.034,119.775,35.700,21.700,0.702
'[13:29:51.648 11/01/1996]',0.034,0.133,0.034,120.075,34.425,21.575,0.866
'[13:29:51.650 11/01/1996]',0.034,0.133,0.034,120.075,34.425,21.575,0.866
'[13:29:51.652 11/01/1996]',0.034,0.121,0.034,120.075,34.425,21.575,0.866
'[13:29:51.654 11/01/1996]',0.034,0.121,0.034,120.075,34.425,21.575,0.866
'[13:29:51.656 11/01/1996]',0.022,0.121,0.022,119.775,33.475,21.462,0.999
'[13:29:51.658 11/01/1996]',0.022,0.121,0.022,119.775,33.475,21.462,0.999
'[13:29:51.660 11/01/1996]',0.001,0.100,0.011,119.775,33.475,21.462,0.999
'[13:29:51.662 11/01/1996]',0.001,0.100,0.001,119.775,33.475,21.462,0.999
'[13:29:51.664 11/01/1996]',0.001,0.088,0.011,118.725,32.650,21.288,1.024
'[13:29:51.666 11/01/1996]',0.001,0.077,0.011,118.725,32.650,21.288,1.024
'[13:29:51.668 11/01/1996]',0.001,0.077,0.011,118.725,32.650,21.288,1.024
'[13:29:51.670 11/01/1996]',0.001,0.077,0.011,118.725,32.650,21.288,1.024
'[13:29:51.672 11/01/1996]',0.001,0.077,0.001,116.775,31.900,21.113,1.024
'[13:29:51.674 11/01/1996]',0.001,0.077,0.001,116.775,31.900,21.113,1.024
'[13:29:51.676 11/01/1996]',-0.010,0.067,-0.010,116.775,31.900,21.113,1.024
'[13:29:51.678 11/01/1996]',-0.010,0.067,-0.010,116.775,31.900,21.113,1.024
'[13:29:51.680 11/01/1996]',-0.021,0.056,-0.010,114.225,31.075,20.988,1.024
'[13:29:51.682 11/01/1996]',-0.021,0.056,-0.021,114.225,31.075,20.988,1.024
'[13:29:51.684 11/01/1996]',-0.021,0.056,-0.010,114.225,31.075,20.988,1.024
'[13:29:51.686 11/01/1996]',-0.021,0.044,-0.021,114.225,31.075,20.988,1.024
'[13:29:51.688 11/01/1996]',-0.032,0.044,-0.021,111.225,30.500,20.875,1.024
'[13:29:51.690 11/01/1996]',-0.032,0.044,-0.021,111.225,30.500,20.875,1.024
'[13:29:51.692 11/01/1996]',-0.043,0.034,-0.032,111.225,30.500,20.875,1.024
'[13:29:51.694 11/01/1996]',-0.054,0.034,-0.043,111.225,30.500,20.875,1.024
'[13:29:51.696 11/01/1996]',-0.054,0.034,-0.043,107.625,30.375,20.812,1.024
'[13:29:51.698 11/01/1996]',-0.065,0.022,-0.043,107.625,30.375,20.812,1.024
'[13:29:51.700 11/01/1996]',-0.065,0.022,-0.043,107.625,30.375,20.812,1.024
'[13:29:51.702 11/01/1996]',-0.054,0.022,-0.032,107.625,30.375,20.812,1.024
'[13:29:51.704 11/01/1996]',-0.065,0.022,-0.032,103.725,30.675,20.700,1.024
'[13:29:51.706 11/01/1996]',-0.065,0.022,-0.043,103.725,30.675,20.700,1.024
'[13:29:51.708 11/01/1996]',-0.076,0.011,-0.043,103.725,30.675,20.700,1.024
'[13:29:51.710 11/01/1996]',-0.087,0.011,-0.054,103.725,30.675,20.700,1.024
'[13:29:51.712 11/01/1996]',-0.087,0.011,-0.054,99.525,30.950,20.525,1.024
'[13:29:51.714 11/01/1996]',-0.087,0.011,-0.054,99.525,30.950,20.525,1.024
'[13:29:51.716 11/01/1996]',-0.087,0.011,-0.054,99.525,30.950,20.525,1.024
'[13:29:51.718 11/01/1996]',-0.087,0.001,-0.054,99.525,30.950,20.525,1.024
'[13:29:51.720 11/01/1996]',-0.087,0.001,-0.054,95.250,31.075,20.288,1.024
'[13:29:51.722 11/01/1996]',-0.087,0.001,-0.054,95.250,31.075,20.288,1.024
'[13:29:51.724 11/01/1996]',-0.098,-0.010,-0.065,95.250,31.075,20.288,1.024
'[13:29:51.726 11/01/1996]',-0.098,0.001,-0.076,95.250,31.075,20.288,1.024
'[13:29:51.728 11/01/1996]',-0.098,0.001,-0.065,91.125,30.950,20.000,1.020
'[13:29:51.730 11/01/1996]',-0.098,-0.010,-0.098,91.125,30.950,20.000,1.020
'[13:29:51.732 11/01/1996]',-0.098,-0.010,-0.065,91.125,30.950,20.000,1.020
'[13:29:51.734 11/01/1996]',-0.098,-0.010,-0.065,91.125,30.950,20.000,1.020
'[13:29:51.736 11/01/1996]',-0.098,-0.010,-0.065,87.225,30.950,19.700,0.923
'[13:29:51.738 11/01/1996]',-0.098,-0.010,-0.065,87.225,30.950,19.700,0.923
'[13:29:51.740 11/01/1996]',-0.098,-0.010,-0.076,87.225,30.950,19.700,0.923
'[13:29:51.742 11/01/1996]',-0.109,-0.010,-0.076,87.225,30.950,19.700,0.923
'[13:29:51.744 11/01/1996]',-0.109,-0.010,-0.076,83.700,30.950,19.350,0.821
'[13:29:51.746 11/01/1996]',-0.109,-0.010,-0.076,83.700,30.950,19.350,0.821
'[13:29:51.748 11/01/1996]',-0.120,-0.021,-0.076,83.700,30.950,19.350,0.821
'[13:29:51.750 11/01/1996]',-0.109,-0.021,-0.076,83.700,30.950,19.350,0.821
'[13:29:51.752 11/01/1996]',-0.109,-0.021,-0.076,80.550,30.950,19.000,0.702
'[13:29:51.754 11/01/1996]',-0.120,-0.021,-0.076,80.550,30.950,19.000,0.702
'[13:29:51.756 11/01/1996]',-0.120,-0.032,-0.098,80.550,30.950,19.000,0.702
'[13:29:51.758 11/01/1996]',-0.120,-0.032,-0.098,80.550,30.950,19.000,0.702
'[13:29:51.760 11/01/1996]',-0.120,-0.021,-0.098,77.625,30.850,18.650,0.578
'[13:29:51.762 11/01/1996]',-0.131,-0.032,-0.109,77.625,30.850,18.650,0.578
'[13:29:51.764 11/01/1996]',-0.120,-0.021,-0.098,77.625,30.850,18.650,0.578
'[13:29:51.766 11/01/1996]',-0.131,-0.032,-0.098,77.625,30.850,18.650,0.578
'[13:29:51.768 11/01/1996]',-0.131,-0.032,-0.098,74.775,30.375,18.175,0.448
'[13:29:51.770 11/01/1996]',-0.131,-0.032,-0.098,74.775,30.375,18.175,0.448
'[13:29:51.772 11/01/1996]',-0.131,-0.032,-0.076,74.775,30.375,18.175,0.448
'[13:29:51.774 11/01/1996]',-0.131,-0.032,-0.098,74.775,30.375,18.175,0.448
'[13:29:51.776 11/01/1996]',-0.142,-0.032,-0.098,72.150,29.375,17.712,0.315
'[13:29:51.778 11/01/1996]',-0.142,-0.032,-0.098,72.150,29.375,17.712,0.315
'[13:29:51.780 11/01/1996]',-0.142,-0.032,-0.109,72.150,29.375,17.712,0.315
'[13:29:51.782 11/01/1996]',-0.142,-0.032,-0.098,72.150,29.375,17.712,0.315
'[13:29:51.784 11/01/1996]',-0.142,-0.032,-0.098,69.975,28.150,17.300,0.177
'[13:29:51.786 11/01/1996]',-0.142,-0.043,-0.098,69.975,28.150,17.300,0.177
'[13:29:51.788 11/01/1996]',-0.142,-0.043,-0.109,69.975,28.150,17.300,0.177
'[13:29:51.790 11/01/1996]',-0.142,-0.043,-0.109,69.975,28.150,17.300,0.177
'[13:29:51.792 11/01/1996]',-0.142,-0.032,-0.109,68.025,27.150,16.887,0.054
'[13:29:51.794 11/01/1996]',-0.153,-0.032,-0.120,68.025,27.150,16.887,0.054
'[13:29:51.796 11/01/1996]',-0.153,-0.043,-0.109,68.025,27.150,16.887,0.054
'[13:29:51.798 11/01/1996]',-0.153,-0.032,-0.109,68.025,27.150,16.887,0.054
'[13:29:51.800 11/01/1996]',-0.153,-0.043,-0.109,66.525,26.575,16.600,-0.072
'[13:29:51.802 11/01/1996]',-0.142,-0.043,-0.109,66.525,26.575,16.600,-0.072
'[13:29:51.804 11/01/1996]',-0.142,-0.043,-0.098,66.525,26.575,16.600,-0.072
'[13:29:51.806 11/01/1996]',-0.142,-0.043,-0.098,66.525,26.575,16.600,-0.072
'[13:29:51.808 11/01/1996]',-0.142,-0.043,-0.109,65.100,26.275,16.363,-0.196
'[13:29:51.810 11/01/1996]',-0.153,-0.043,-0.109,65.100,26.275,16.363,-0.196
'[13:29:51.812 11/01/1996]',-0.153,-0.043,-0.109,65.100,26.275,16.363,-0.196
'[13:29:51.814 11/01/1996]',-0.153,-0.043,-0.109,65.100,26.275,16.363,-0.196
'[13:29:51.816 11/01/1996]',-0.153,-0.043,-0.109,63.975,26.150,16.250,-0.311
'[13:29:51.818 11/01/1996]',-0.142,-0.043,-0.109,63.975,26.150,16.250,-0.311
'[13:29:51.820 11/01/1996]',-0.164,-0.054,-0.120,63.975,26.150,16.250,-0.311
'[13:29:51.822 11/01/1996]',-0.164,-0.043,-0.109,63.975,26.150,16.250,-0.311
'[13:29:51.824 11/01/1996]',-0.153,-0.043,-0.109,62.925,26.100,16.188,-0.417
'[13:29:51.826 11/01/1996]',-0.164,-0.054,-0.120,62.925,26.100,16.188,-0.417
'[13:29:51.828 11/01/1996]',-0.153,-0.043,-0.120,62.925,26.100,16.188,-0.417
'[13:29:51.830 11/01/1996]',-0.164,-0.043,-0.120,62.925,26.100,16.188,-0.417
'[13:29:51.832 11/01/1996]',-0.153,-0.032,-0.109,62.175,26.025,16.188,-0.510
'[13:29:51.834 11/01/1996]',-0.153,-0.032,-0.109,62.175,26.025,16.188,-0.510
'[13:29:51.836 11/01/1996]',-0.153,-0.032,-0.109,62.175,26.025,16.188,-0.510
'[13:29:51.838 11/01/1996]',-0.153,-0.043,-0.109,62.175,26.025,16.188,-0.510
'[13:29:51.840 11/01/1996]',-0.153,-0.032,-0.109,61.725,26.025,16.188,-0.599
'[13:29:51.842 11/01/1996]',-0.153,-0.032,-0.120,61.725,26.025,16.188,-0.599
'[13:29:51.844 11/01/1996]',-0.153,-0.032,-0.109,61.725,26.025,16.188,-0.599
'[13:29:51.846 11/01/1996]',-0.142,-0.032,-0.109,61.725,26.025,16.188,-0.599
'[13:29:51.848 11/01/1996]',-0.142,-0.021,-0.109,61.275,25.975,16.188,-0.681
'[13:29:51.850 11/01/1996]',-0.131,-0.032,-0.098,61.275,25.975,16.188,-0.681
'[13:29:51.852 11/01/1996]',-0.131,-0.032,-0.109,61.275,25.975,16.188,-0.681
'[13:29:51.854 11/01/1996]',-0.120,-0.021,-0.098,61.275,25.975,16.188,-0.681
'[13:29:51.856 11/01/1996]',-0.120,-0.010,-0.098,60.975,25.750,16.188,-0.750
'[13:29:51.858 11/01/1996]',-0.120,-0.010,-0.098,60.975,25.750,16.188,-0.750
'[13:29:51.860 11/01/1996]',-0.109,0.001,-0.098,60.975,25.750,16.188,-0.750
'[13:29:51.862 11/01/1996]',-0.109,0.001,-0.098,60.975,25.750,16.188,-0.750
'[13:29:51.864 11/01/1996]',-0.109,0.001,-0.076,60.825,25.325,16.188,-0.808
'[13:29:51.866 11/01/1996]',-0.098,0.011,-0.098,60.825,25.325,16.188,-0.808
'[13:29:51.868 11/01/1996]',-0.098,0.011,-0.076,60.825,25.325,16.188,-0.808
'[13:29:51.870 11/01/1996]',-0.098,0.011,-0.065,60.825,25.325,16.188,-0.808
'[13:29:51.872 11/01/1996]',-0.098,0.022,-0.065,60.750,24.975,16.300,-0.863
'[13:29:51.874 11/01/1996]',-0.098,0.022,-0.065,60.750,24.975,16.300,-0.863
'[13:29:51.876 11/01/1996]',-0.098,0.022,-0.076,60.750,24.975,16.300,-0.863
'[13:29:51.878 11/01/1996]',-0.098,0.011,-0.076,60.750,24.975,16.300,-0.863
'[13:29:51.880 11/01/1996]',-0.120,-0.010,-0.098,60.675,24.875,16.475,-0.910
'[13:29:51.882 11/01/1996]',-0.120,-0.021,-0.098,60.675,24.875,16.475,-0.910
'[13:29:51.884 11/01/1996]',-0.131,-0.032,-0.098,60.675,24.875,16.475,-0.910
'[13:29:51.886 11/01/1996]',-0.120,-0.032,-0.098,60.675,24.875,16.475,-0.910
'[13:29:51.888 11/01/1996]',-0.109,-0.032,-0.065,60.600,25.100,16.712,-0.948
'[13:29:51.890 11/01/1996]',-0.098,-0.032,-0.065,60.600,25.100,16.712,-0.948
'[13:29:51.892 11/01/1996]',-0.098,-0.032,-0.054,60.600,25.100,16.712,-0.948
'[13:29:51.894 11/01/1996]',-0.076,-0.032,-0.043,60.600,25.100,16.712,-0.948
'[13:29:51.896 11/01/1996]',-0.065,-0.043,-0.021,60.600,25.750,16.950,-0.979
'[13:29:51.898 11/01/1996]',-0.010,-0.054,0.034,60.600,25.750,16.950,-0.979
'[13:29:51.900 11/01/1996]',0.001,-0.054,0.044,60.600,25.750,16.950,-0.979
'[13:29:51.902 11/01/1996]',0.034,-0.054,0.077,60.600,25.750,16.950,-0.979
'[13:29:51.904 11/01/1996]',0.056,-0.054,0.100,60.750,26.500,17.300,-1.003
'[13:29:51.906 11/01/1996]',0.067,-0.043,0.100,60.750,26.500,17.300,-1.003
'[13:29:51.908 11/01/1996]',0.056,-0.043,0.067,60.750,26.500,17.300,-1.003
'[13:29:51.910 11/01/1996]',0.044,-0.043,0.056,60.750,26.500,17.300,-1.003
'[13:29:51.912 11/01/1996]',0.034,-0.054,0.044,60.975,26.925,17.775,-
'[13:29:51.914 11/01/1996]',0.022,-0.065,0.034,60.975,26.925,17.775,-
'[13:29:51.916 11/01/1996]',0.001,-0.065,0.022,60.975,26.925,17.775,-
'[13:29:51.918 11/01/1996]',0.001,-0.065,0.011,60.975,26.925,17.775,-
'[13:29:51.920 11/01/1996]',0.001,-0.065,0.011,61.200,26.675,18.175,-
'[13:29:51.922 11/01/1996]',-0.010,-0.076,-0.010,61.200,26.675,18.175,-
'[13:29:51.924 11/01/1996]',-0.021,-0.076,-0.010,61.200,26.675,18.175,-
'[13:29:51.926 11/01/1996]',-0.032,-0.076,-0.021,61.200,26.675,18.175,-
'[13:29:51.928 11/01/1996]',-0.043,-0.087,-0.032,61.275,25.850,18.650,-
'[13:29:51.930 11/01/1996]',-0.054,-0.087,-0.043,61.275,25.850,18.650,-
'[13:29:51.932 11/01/1996]',-0.065,-0.098,-0.043,61.275,25.850,18.650,-
'[13:29:51.934 11/01/1996]',-0.065,-0.098,-0.043,61.275,25.850,18.650,-
'[13:29:51.936 11/01/1996]',-0.054,-0.087,-0.043,61.275,24.625,19.000,-
'[13:29:51.938 11/01/1996]',-0.076,-0.076,-0.065,61.275,24.625,19.000,-
'[13:29:51.940 11/01/1996]',-0.109,-0.065,-0.120,61.275,24.625,19.000,-
'[13:29:51.942 11/01/1996]',-0.142,-0.065,-0.142,61.275,24.625,19.000,-
'[13:29:51.944 11/01/1996]',-0.153,-0.054,-0.153,61.275,23.575,19.413,-
'[13:29:51.946 11/01/1996]',-0.164,-0.054,-0.153,61.275,23.575,19.413,-
'[13:29:51.948 11/01/1996]',-0.164,-0.065,-0.153,61.275,23.575,19.413,-
'[13:29:51.950 11/01/1996]',-0.185,-0.065,-0.164,61.275,23.575,19.413,-
'[13:29:51.952 11/01/1996]',-0.174,-0.054,-0.153,61.350,22.875,19.825,-
'[13:29:51.954 11/01/1996]',-0.197,-0.054,-0.174,61.350,22.875,19.825,-
'[13:29:51.956 11/01/1996]',-0.207,-0.043,-0.174,61.350,22.875,19.825,-
'[13:29:51.958 11/01/1996]',-0.207,-0.043,-0.174,61.350,22.875,19.825,-
'[13:29:51.960 11/01/1996]',-0.207,-0.043,-0.174,61.425,22.700,20.175,-
'[13:29:51.962 11/01/1996]',-0.207,-0.043,-0.174,61.425,22.700,20.175,-
'[13:29:51.964 11/01/1996]',-0.207,-0.043,-0.164,61.425,22.700,20.175,-
'[13:29:51.966 11/01/1996]',-0.207,-0.054,-0.153,61.425,22.700,20.175,-
'[13:29:51.968 11/01/1996]',-0.197,-0.054,-0.142,61.575,22.750,20.400,-
'[13:29:51.970 11/01/1996]',-0.197,-0.065,-0.142,61.575,22.750,20.400,-
'[13:29:51.972 11/01/1996]',-0.185,-0.065,-0.131,61.575,22.750,20.400,-
'[13:29:51.974 11/01/1996]',-0.185,-0.065,-0.142,61.575,22.750,20.400,-
'[13:29:51.976 11/01/1996]',-0.185,-0.065,-0.142,61.575,23.000,20.462,-
'[13:29:51.978 11/01/1996]',-0.185,-0.065,-0.142,61.575,23.000,20.462,-
'[13:29:51.980 11/01/1996]',-0.185,-0.065,-0.142,61.575,23.000,20.462,-
'[13:29:51.982 11/01/1996]',-0.185,-0.065,-0.142,61.575,23.000,20.462,-
'[13:29:51.984 11/01/1996]',-0.174,-0.065,-0.131,61.650,23.225,20.400,-
'[13:29:51.986 11/01/1996]',-0.174,-0.076,-0.131,61.650,23.225,20.400,-
'[13:29:51.988 11/01/1996]',-0.174,-0.065,-0.120,61.650,23.225,20.400,-
'[13:29:51.990 11/01/1996]',-0.174,-0.065,-0.120,61.650,23.225,20.400,-
'[13:29:51.992 11/01/1996]',-0.174,-0.076,-0.120,61.725,23.350,20.175,-
'[13:29:51.994 11/01/1996]',-0.185,-0.065,-0.131,61.725,23.350,20.175,-
'[13:29:51.996 11/01/1996]',-0.174,-0.065,-0.131,61.725,23.350,20.175,-
'[13:29:51.998 11/01/1996]',-0.185,-0.076,-0.131,61.725,23.350,20.175,-
'[13:29:52.000 11/01/1996]',-0.185,-0.065,-0.120,61.650,23.175,19.875,-
'[13:29:52.002 11/01/1996]',-0.185,-0.076,-0.120,61.650,23.175,19.875,-
'[13:29:52.004 11/01/1996]',-0.174,-0.076,-0.120,61.650,23.175,19.875,-
'[13:29:52.006 11/01/1996]',-0.174,-0.076,-0.120,61.650,23.175,19.875,-
'[13:29:52.008 11/01/1996]',-0.174,-0.065,-0.120,61.650,22.650,19.462,-
'[13:29:52.010 11/01/1996]',-0.174,-0.065,-0.120,61.650,22.650,19.462,-
'[13:29:52.012 11/01/1996]',-0.185,-0.076,-0.131,61.650,22.650,19.462,-
'[13:29:52.014 11/01/1996]',-0.185,-0.076,-0.131,61.650,22.650,19.462,-
'[13:29:52.016 11/01/1996]',-0.185,-0.065,-0.120,61.725,22.050,19.175,-
'[13:29:52.018 11/01/1996]',-0.185,-0.076,-0.131,61.725,22.050,19.175,-
'[13:29:52.020 11/01/1996]',-0.185,-0.076,-0.131,61.725,22.050,19.175,-
'[13:29:52.022 11/01/1996]',-0.197,-0.076,-0.131,61.725,22.050,19.175,-
'[13:29:52.024 11/01/1996]',-0.207,-0.065,-0.142,61.875,21.525,18.887,-
'[13:29:52.026 11/01/1996]',-0.207,-0.054,-0.153,61.875,21.525,18.887,-
'[13:29:52.028 11/01/1996]',-0.207,-0.043,-0.153,61.875,21.525,18.887,-
'[13:29:52.030 11/01/1996]',-0.185,-0.032,-0.131,61.875,21.525,18.887,-
'[13:29:52.032 11/01/1996]',-0.142,-0.021,-0.109,62.100,21.225,18.650,-
'[13:29:52.034 11/01/1996]',-0.076,-0.010,-0.043,62.100,21.225,18.650,-
'[13:29:52.036 11/01/1996]',0.011,0.022,0.034,62.100,21.225,18.650,-
'[13:29:52.038 11/01/1996]',0.121,0.056,0.143,62.100,21.225,18.650,-
'[13:29:52.040 11/01/1996]',0.264,0.100,0.253,62.250,21.050,18.413,-
'[13:29:52.042 11/01/1996]',0.406,0.143,0.373,62.250,21.050,18.413,-
'[13:29:52.044 11/01/1996]',0.560,0.198,0.505,62.250,21.050,18.413,-
'[13:29:52.046 11/01/1996]',0.714,0.231,0.636,62.250,21.050,18.413,-
'[13:29:52.048 11/01/1996]',0.856,0.264,0.757,62.325,21.125,18.238,-
'[13:29:52.050 11/01/1996]',0.966,0.264,0.845,62.325,21.125,18.238,-
'[13:29:52.052 11/01/1996]',1.024,0.286,0.922,62.325,21.125,18.238,-
'[13:29:52.054 11/01/1996]',1.024,0.275,0.944,62.325,21.125,18.238,-
'[13:29:52.056 11/01/1996]',1.024,0.264,0.922,62.325,21.400,18.175,-
'[13:29:52.058 11/01/1996]',0.977,0.242,0.834,62.325,21.400,18.175,-
'[13:29:52.060 11/01/1996]',0.834,0.220,0.692,62.325,21.400,18.175,-
'[13:29:52.062 11/01/1996]',0.615,0.165,0.505,62.325,21.400,18.175,-
'[13:29:52.064 11/01/1996]',0.373,0.121,0.297,62.250,22.050,18.238,-
'[13:29:52.066 11/01/1996]',0.176,0.100,0.133,62.250,22.050,18.238,-
'[13:29:52.068 11/01/1996]',0.011,0.088,0.001,62.250,22.050,18.238,-
'[13:29:52.070 11/01/1996]',-0.098,0.088,-0.076,62.250,22.050,18.238,-
'[13:29:52.072 11/01/1996]',-0.142,0.121,-0.131,62.025,23.000,18.350,-
'[13:29:52.074 11/01/1996]',-0.164,0.165,-0.153,62.025,23.000,18.350,-
'[13:29:52.076 11/01/1996]',-0.174,0.198,-0.164,62.025,23.000,18.350,-
'[13:29:52.078 11/01/1996]',-0.185,0.209,-0.174,62.025,23.000,18.350,-
'[13:29:52.080 11/01/1996]',-0.185,0.209,-0.174,61.725,24.350,18.525,-
'[13:29:52.082 11/01/1996]',-0.207,0.187,-0.197,61.725,24.350,18.525,-
'[13:29:52.084 11/01/1996]',-0.207,0.165,-0.174,61.725,24.350,18.525,-
'[13:29:52.086 11/01/1996]',-0.207,0.143,-0.174,61.725,24.350,18.525,-
'[13:29:52.088 11/01/1996]',-0.207,0.133,-0.197,61.425,25.750,18.762,-
'[13:29:52.090 11/01/1996]',-0.218,0.111,-0.207,61.425,25.750,18.762,-
'[13:29:52.092 11/01/1996]',-0.218,0.111,-0.207,61.425,25.750,18.762,-
'[13:29:52.094 11/01/1996]',-0.230,0.100,-0.207,61.425,25.750,18.762,-
'[13:29:52.096 11/01/1996]',-0.218,0.100,-0.207,61.125,26.800,19.000,-
'[13:29:52.098 11/01/1996]',-0.218,0.100,-0.197,61.125,26.800,19.000,-
'[13:29:52.100 11/01/1996]',-0.207,0.088,-0.174,61.125,26.800,19.000,-
'[13:29:52.102 11/01/1996]',-0.207,0.077,-0.164,61.125,26.800,19.000,-
'[13:29:52.104 11/01/1996]',-0.197,0.077,-0.164,60.825,27.150,19.238,-
'[13:29:52.106 11/01/1996]',-0.197,0.067,-0.153,60.825,27.150,19.238,-
'[13:29:52.108 11/01/1996]',-0.197,0.067,-0.164,60.825,27.150,19.238,-
'[13:29:52.110 11/01/1996]',-0.197,0.067,-0.164,60.825,27.150,19.238,-
'[13:29:52.112 11/01/1996]',-0.185,0.067,-0.153,60.525,26.675,19.413,-
'[13:29:52.114 11/01/1996]',-0.185,0.056,-0.153,60.525,26.675,19.413,-
'[13:29:52.116 11/01/1996]',-0.174,0.056,-0.142,60.525,26.675,19.413,-
'[13:29:52.118 11/01/1996]',-0.174,0.034,-0.131,60.525,26.675,19.413,-
'[13:29:52.120 11/01/1996]',-0.164,0.022,-0.131,60.300,25.325,19.525,-
'[13:29:52.122 11/01/1996]',-0.164,0.011,-0.120,60.300,25.325,19.525,-
'[13:29:52.124 11/01/1996]',-0.164,0.001,-0.120,60.300,25.325,19.525,-
'[13:29:52.126 11/01/1996]',-0.164,0.001,-0.131,60.300,25.325,19.525,-
'[13:29:52.128 11/01/1996]',-0.164,-0.010,-0.120,60.075,23.575,19.587,-
'[13:29:52.130 11/01/1996]',-0.153,-0.021,-0.120,60.075,23.575,19.587,-
'[13:29:52.132 11/01/1996]',-0.153,-0.021,-0.109,60.075,23.575,19.587,-
'[13:29:52.134 11/01/1996]',-0.153,-0.021,-0.109,60.075,23.575,19.587,-
'[13:29:52.136 11/01/1996]',-0.142,-0.032,-0.098,59.625,22.000,19.525,-
'[13:29:52.138 11/01/1996]',-0.131,-0.021,-0.098,59.625,22.000,19.525,-
'[13:29:52.140 11/01/1996]',-0.142,-0.032,-0.109,59.625,22.000,19.525,-
'[13:29:52.142 11/01/1996]',-0.142,-0.032,-0.109,59.625,22.000,19.525,-
'[13:29:52.144 11/01/1996]',-0.131,-0.021,-0.098,59.025,21.050,19.350,-
'[13:29:52.146 11/01/1996]',-0.131,-0.021,-0.109,59.025,21.050,19.350,-
'[13:29:52.148 11/01/1996]',-0.131,-0.021,-0.098,59.025,21.050,19.350,-
'[13:29:52.150 11/01/1996]',-0.131,-0.021,-0.098,59.025,21.050,19.350,-
'[13:29:52.152 11/01/1996]',-0.120,-0.032,-0.076,58.425,20.875,19.113,-
'[13:29:52.154 11/01/1996]',-0.120,-0.032,-0.076,58.425,20.875,19.113,-
'[13:29:52.156 11/01/1996]',-0.120,-0.032,-0.076,58.425,20.875,19.113,-
'[13:29:52.158 11/01/1996]',-0.120,-0.043,-0.076,58.425,20.875,19.113,-
'[13:29:52.160 11/01/1996]',-0.120,-0.021,-0.098,57.825,21.400,18.938,-
'[13:29:52.162 11/01/1996]',-0.131,-0.032,-0.098,57.825,21.400,18.938,-
'[13:29:52.164 11/01/1996]',-0.120,-0.032,-0.076,57.825,21.400,18.938,-
