'Time and date','II','aVR','V','ABP','PAP','CVP','PLETH'
'[15:26:28.576 06/04/1996]',-0.072,0.111,-0.086,64.275,17.950,6.375,0.000
'[15:26:28.578 06/04/1996]',-0.082,0.111,-0.086,64.275,17.950,6.375,0.000
'[15:26:28.580 06/04/1996]',-0.082,0.129,-0.108,64.275,17.950,6.375,0.000
'[15:26:28.582 06/04/1996]',-0.072,0.111,-0.108,64.275,17.950,6.375,0.000
'[15:26:28.584 06/04/1996]',-0.072,0.111,-0.108,64.350,18.825,6.550,0.000
'[15:26:28.586 06/04/1996]',-0.063,0.111,-0.086,64.350,18.825,6.550,0.000
'[15:26:28.588 06/04/1996]',-0.072,0.111,-0.086,64.350,18.825,6.550,0.000
'[15:26:28.590 06/04/1996]',-0.072,0.111,-0.108,64.350,18.825,6.550,0.000
'[15:26:28.592 06/04/1996]',-0.063,0.111,-0.108,64.575,20.075,6.725,0.000
'[15:26:28.594 06/04/1996]',-0.063,0.111,-0.108,64.575,20.075,6.725,0.000
'[15:26:28.596 06/04/1996]',-0.072,0.111,-0.108,64.575,20.075,6.725,0.000
'[15:26:28.598 06/04/1996]',-0.072,0.111,-0.130,64.575,20.075,6.725,0.000
'[15:26:28.600 06/04/1996]',-0.054,0.111,-0.108,65.250,21.700,6.963,0.000
'[15:26:28.602 06/04/1996]',-0.063,0.111,-0.130,65.250,21.700,6.963,0.000
'[15:26:28.604 06/04/1996]',-0.054,0.111,-0.108,65.250,21.700,6.963,0.000
'[15:26:28.606 06/04/1996]',-0.054,0.111,-0.108,65.250,21.700,6.963,0.000
'[15:26:28.608 06/04/1996]',-0.054,0.111,-0.108,66.975,23.750,7.263,0.000
'[15:26:28.610 06/04/1996]',-0.054,0.111,-0.108,66.975,23.750,7.263,0.000
'[15:26:28.612 06/04/1996]',-0.045,0.111,-0.130,66.975,23.750,7.263,0.000
'[15:26:28.614 06/04/1996]',-0.045,0.111,-0.130,66.975,23.750,7.263,0.000
'[15:26:28.616 06/04/1996]',-0.036,0.111,-0.130,70.350,26.100,7.438,0.000
'[15:26:28.618 06/04/1996]',-0.036,0.111,-0.130,70.350,26.100,7.438,0.000
'[15:26:28.620 06/04/1996]',-0.045,0.111,-0.130,70.350,26.100,7.438,0.000
'[15:26:28.622 06/04/1996]',-0.036,0.111,-0.130,70.350,26.100,7.438,0.000
'[15:26:28.624 06/04/1996]',-0.036,0.111,-0.130,75.450,28.625,7.612,0.000
'[15:26:28.626 06/04/1996]',-0.036,0.111,-0.130,75.450,28.625,7.612,0.000
'[15:26:28.628 06/04/1996]',-0.045,0.092,-0.130,75.450,28.625,7.612,0.000
'[15:26:28.630 06/04/1996]',-0.045,0.092,-0.130,75.450,28.625,7.612,0.000
'[15:26:28.632 06/04/1996]',-0.036,0.092,-0.130,81.075,31.375,7.662,0.000
'[15:26:28.634 06/04/1996]',-0.036,0.092,-0.130,81.075,31.375,7.662,0.000
'[15:26:28.636 06/04/1996]',-0.027,0.092,-0.108,81.075,31.375,7.662,0.000
'[15:26:28.638 06/04/1996]',-0.036,0.092,-0.108,81.075,31.375,7.662,0.000
'[15:26:28.640 06/04/1996]',-0.036,0.092,-0.108,86.025,34.550,7.725,0.000
'[15:26:28.642 06/04/1996]',-0.036,0.092,-0.108,86.025,34.550,7.725,0.000
'[15:26:28.644 06/04/1996]',-0.036,0.092,-0.108,86.025,34.550,7.725,0.000
'[15:26:28.646 06/04/1996]',-0.045,0.092,-0.108,86.025,34.550,7.725,0.000
'[15:26:28.648 06/04/1996]',-0.036,0.092,-0.108,89.550,38.175,7.787,0.000
'[15:26:28.650 06/04/1996]',-0.036,0.092,-0.108,89.550,38.175,7.787,0.000
'[15:26:28.652 06/04/1996]',-0.036,0.074,-0.108,89.550,38.175,7.787,0.000
'[15:26:28.654 06/04/1996]',-0.045,0.074,-0.086,89.550,38.175,7.787,0.000
'[15:26:28.656 06/04/1996]',-0.045,0.092,-0.086,92.100,42.050,7.787,0.000
'[15:26:28.658 06/04/1996]',-0.045,0.074,-0.086,92.100,42.050,7.787,0.000
'[15:26:28.660 06/04/1996]',-0.054,0.074,-0.086,92.100,42.050,7.787,0.000
'[15:26:28.662 06/04/1996]',-0.063,0.074,-0.086,92.100,42.050,7.787,0.000
'[15:26:28.664 06/04/1996]',-0.045,0.074,-0.086,94.500,45.800,7.787,0.000
'[15:26:28.666 06/04/1996]',-0.054,0.074,-0.086,94.500,45.800,7.787,0.000
'[15:26:28.668 06/04/1996]',-0.054,0.074,-0.086,94.500,45.800,7.787,0.000
'[15:26:28.670 06/04/1996]',-0.045,0.074,-0.086,94.500,45.800,7.787,0.000
'[15:26:28.672 06/04/1996]',-0.054,0.074,-0.064,97.050,49.125,7.787,0.000
'[15:26:28.674 06/04/1996]',-0.054,0.074,-0.064,97.050,49.125,7.787,0.000
'[15:26:28.676 06/04/1996]',-0.063,0.074,-0.064,97.050,49.125,7.787,0.000
'[15:26:28.678 06/04/1996]',-0.063,0.074,-0.064,97.050,49.125,7.787,0.000
'[15:26:28.680 06/04/1996]',-0.063,0.074,-0.064,99.525,51.825,7.787,0.000
'[15:26:28.682 06/04/1996]',-0.063,0.074,-0.064,99.525,51.825,7.787,0.000
'[15:26:28.684 06/04/1996]',-0.063,0.074,-0.064,99.525,51.825,7.787,0.000
'[15:26:28.686 06/04/1996]',-0.063,0.074,-0.064,99.525,51.825,7.787,0.000
'[15:26:28.688 06/04/1996]',-0.063,0.074,-0.064,101.625,53.925,7.725,0.000
'[15:26:28.690 06/04/1996]',-0.063,0.074,-0.064,101.625,53.925,7.725,0.000
'[15:26:28.692 06/04/1996]',-0.072,0.074,-0.064,101.625,53.925,7.725,0.000
'[15:26:28.694 06/04/1996]',-0.072,0.074,-0.064,101.625,53.925,7.725,0.000
'[15:26:28.696 06/04/1996]',-0.072,0.074,-0.064,103.275,55.525,7.662,0.000
'[15:26:28.698 06/04/1996]',-0.072,0.074,-0.064,103.275,55.525,7.662,0.000
'[15:26:28.700 06/04/1996]',-0.063,0.074,-0.064,103.275,55.525,7.662,0.000
'[15:26:28.702 06/04/1996]',-0.063,0.074,-0.064,103.275,55.525,7.662,0.000
'[15:26:28.704 06/04/1996]',-0.063,0.074,-0.064,104.625,56.625,7.662,0.000
'[15:26:28.706 06/04/1996]',-0.072,0.074,-0.064,104.625,56.625,7.662,0.000
'[15:26:28.708 06/04/1996]',-0.072,0.074,-0.064,104.625,56.625,7.662,0.000
'[15:26:28.710 06/04/1996]',-0.072,0.074,-0.064,104.625,56.625,7.662,0.000
'[15:26:28.712 06/04/1996]',-0.072,0.074,-0.042,105.525,57.325,7.662,0.000
'[15:26:28.714 06/04/1996]',-0.072,0.074,-0.064,105.525,57.325,7.662,0.000
'[15:26:28.716 06/04/1996]',-0.063,0.074,-0.064,105.525,57.325,7.662,0.000
'[15:26:28.718 06/04/1996]',-0.063,0.074,-0.064,105.525,57.325,7.662,0.000
'[15:26:28.720 06/04/1996]',-0.063,0.074,-0.064,106.200,57.625,7.662,0.000
'[15:26:28.722 06/04/1996]',-0.063,0.074,-0.064,106.200,57.625,7.662,0.000
'[15:26:28.724 06/04/1996]',-0.072,0.074,-0.064,106.200,57.625,7.662,0.000
'[15:26:28.726 06/04/1996]',-0.072,0.074,-0.064,106.200,57.625,7.662,0.000
'[15:26:28.728 06/04/1996]',-0.072,0.074,-0.064,106.650,57.450,7.612,0.000
'[15:26:28.730 06/04/1996]',-0.072,0.074,-0.064,106.650,57.450,7.612,0.000
'[15:26:28.732 06/04/1996]',-0.063,0.074,-0.064,106.650,57.450,7.612,0.000
'[15:26:28.734 06/04/1996]',-0.063,0.074,-0.064,106.650,57.450,7.612,0.000
'[15:26:28.736 06/04/1996]',-0.063,0.074,-0.064,106.725,56.800,7.612,0.000
'[15:26:28.738 06/04/1996]',-0.063,0.074,-0.064,106.725,56.800,7.612,0.000
'[15:26:28.740 06/04/1996]',-0.063,0.074,-0.064,106.725,56.800,7.612,0.000
'[15:26:28.742 06/04/1996]',-0.063,0.074,-0.064,106.725,56.800,7.612,0.000
'[15:26:28.744 06/04/1996]',-0.063,0.074,-0.042,106.425,55.750,7.550,0.000
'[15:26:28.746 06/04/1996]',-0.063,0.074,-0.042,106.425,55.750,7.550,0.000
'[15:26:28.748 06/04/1996]',-0.063,0.074,-0.064,106.425,55.750,7.550,0.000
'[15:26:28.750 06/04/1996]',-0.063,0.074,-0.064,106.425,55.750,7.550,0.000
'[15:26:28.752 06/04/1996]',-0.063,0.074,-0.064,105.750,54.400,7.550,0.000
'[15:26:28.754 06/04/1996]',-0.054,0.074,-0.064,105.750,54.400,7.550,0.000
'[15:26:28.756 06/04/1996]',-0.063,0.074,-0.064,105.750,54.400,7.550,0.000
'[15:26:28.758 06/04/1996]',-0.063,0.074,-0.064,105.750,54.400,7.550,0.000
'[15:26:28.760 06/04/1996]',-0.063,0.074,-0.042,104.850,52.825,7.487,0.000
'[15:26:28.762 06/04/1996]',-0.063,0.056,-0.064,104.850,52.825,7.487,0.000
'[15:26:28.764 06/04/1996]',-0.054,0.074,-0.064,104.850,52.825,7.487,0.000
'[15:26:28.766 06/04/1996]',-0.045,0.056,-0.042,104.850,52.825,7.487,0.000
'[15:26:28.768 06/04/1996]',-0.045,0.074,-0.042,103.650,51.075,7.438,0.000
'[15:26:28.770 06/04/1996]',-0.045,0.074,-0.042,103.650,51.075,7.438,0.000
'[15:26:28.772 06/04/1996]',-0.036,0.056,-0.042,103.650,51.075,7.438,0.000
'[15:26:28.774 06/04/1996]',-0.036,0.056,-0.042,103.650,51.075,7.438,0.000
'[15:26:28.776 06/04/1996]',-0.036,0.056,-0.042,102.075,49.250,7.438,0.000
'[15:26:28.778 06/04/1996]',-0.036,0.056,-0.042,102.075,49.250,7.438,0.000
'[15:26:28.780 06/04/1996]',-0.036,0.056,-0.042,102.075,49.250,7.438,0.000
'[15:26:28.782 06/04/1996]',-0.027,0.056,-0.042,102.075,49.250,7.438,0.000
'[15:26:28.784 06/04/1996]',-0.027,0.056,-0.042,99.975,47.425,7.487,0.000
'[15:26:28.786 06/04/1996]',-0.027,0.056,-0.042,99.975,47.425,7.487,0.000
'[15:26:28.788 06/04/1996]',-0.027,0.037,-0.042,99.975,47.425,7.487,0.000
'[15:26:28.790 06/04/1996]',-0.027,0.037,-0.064,99.975,47.425,7.487,0.000
'[15:26:28.792 06/04/1996]',-0.027,0.037,-0.042,97.425,45.725,7.550,0.000
'[15:26:28.794 06/04/1996]',-0.027,0.037,-0.064,97.425,45.725,7.550,0.000
'[15:26:28.796 06/04/1996]',-0.036,0.037,-0.042,97.425,45.725,7.550,0.000
'[15:26:28.798 06/04/1996]',-0.027,0.037,-0.042,97.425,45.725,7.550,0.000
'[15:26:28.800 06/04/1996]',-0.027,0.037,-0.042,94.500,43.975,7.612,0.000
'[15:26:28.802 06/04/1996]',-0.018,0.037,-0.042,94.500,43.975,7.612,0.000
'[15:26:28.804 06/04/1996]',-0.018,0.037,-0.042,94.500,43.975,7.612,0.000
'[15:26:28.806 06/04/1996]',-0.018,0.037,-0.042,94.500,43.975,7.612,0.000
'[15:26:28.808 06/04/1996]',-0.018,0.037,-0.042,91.500,42.325,7.787,0.000
'[15:26:28.810 06/04/1996]',-0.018,0.037,-0.042,91.500,42.325,7.787,0.000
'[15:26:28.812 06/04/1996]',-0.018,0.037,-0.042,91.500,42.325,7.787,0.000
'[15:26:28.814 06/04/1996]',-0.018,0.037,-0.042,91.500,42.325,7.787,0.000
'[15:26:28.816 06/04/1996]',-0.008,0.037,-0.042,89.025,40.700,7.963,0.000
'[15:26:28.818 06/04/1996]',-0.008,0.037,-0.042,89.025,40.700,7.963,0.000
'[15:26:28.820 06/04/1996]',-0.008,0.019,-0.042,89.025,40.700,7.963,0.000
'[15:26:28.822 06/04/1996]',0.001,0.019,-0.042,89.025,40.700,7.963,0.000
'[15:26:28.824 06/04/1996]',0.001,0.037,-0.042,87.225,39.050,8.200,0.000
'[15:26:28.826 06/04/1996]',0.001,0.019,-0.042,87.225,39.050,8.200,0.000
'[15:26:28.828 06/04/1996]',0.001,0.019,-0.042,87.225,39.050,8.200,0.000
'[15:26:28.830 06/04/1996]',0.001,0.019,-0.042,87.225,39.050,8.200,0.000
'[15:26:28.832 06/04/1996]',0.010,0.019,-0.042,86.175,37.525,8.425,0.000
'[15:26:28.834 06/04/1996]',0.010,0.019,-0.042,86.175,37.525,8.425,0.000
'[15:26:28.836 06/04/1996]',0.019,0.002,-0.042,86.175,37.525,8.425,0.000
'[15:26:28.838 06/04/1996]',0.019,0.002,-0.020,86.175,37.525,8.425,0.000
'[15:26:28.840 06/04/1996]',0.010,0.002,-0.020,85.575,36.250,8.600,0.000
'[15:26:28.842 06/04/1996]',0.010,0.002,-0.020,85.575,36.250,8.600,0.000
'[15:26:28.844 06/04/1996]',0.019,0.002,-0.020,85.575,36.250,8.600,0.000
'[15:26:28.846 06/04/1996]',0.019,0.002,-0.020,85.575,36.250,8.600,0.000
'[15:26:28.848 06/04/1996]',0.019,0.002,-0.020,84.900,35.300,8.787,0.000
'[15:26:28.850 06/04/1996]',0.019,0.002,-0.020,84.900,35.300,8.787,0.000
'[15:26:28.852 06/04/1996]',0.010,0.002,-0.042,84.900,35.300,8.787,0.000
'[15:26:28.854 06/04/1996]',0.010,0.002,-0.020,84.900,35.300,8.787,0.000
'[15:26:28.856 06/04/1996]',0.010,0.002,-0.020,84.150,34.600,8.963,0.000
'[15:26:28.858 06/04/1996]',0.001,0.002,-0.042,84.150,34.600,8.963,0.000
'[15:26:28.860 06/04/1996]',0.019,0.019,-0.020,84.150,34.600,8.963,0.000
'[15:26:28.862 06/04/1996]',0.010,0.019,-0.020,84.150,34.600,8.963,0.000
'[15:26:28.864 06/04/1996]',0.019,0.002,-0.020,83.175,34.025,9.075,0.000
'[15:26:28.866 06/04/1996]',0.010,0.002,-0.042,83.175,34.025,9.075,0.000
'[15:26:28.868 06/04/1996]',0.010,0.019,-0.020,83.175,34.025,9.075,0.000
'[15:26:28.870 06/04/1996]',0.010,0.019,-0.020,83.175,34.025,9.075,0.000
'[15:26:28.872 06/04/1996]',0.001,0.019,-0.042,82.200,33.550,9.075,0.000
'[15:26:28.874 06/04/1996]',0.001,0.019,-0.020,82.200,33.550,9.075,0.000
'[15:26:28.876 06/04/1996]',0.001,0.019,-0.020,82.200,33.550,9.075,0.000
'[15:26:28.878 06/04/1996]',0.001,0.019,-0.020,82.200,33.550,9.075,0.000
'[15:26:28.880 06/04/1996]',0.001,0.019,-0.042,81.300,33.125,9.075,0.000
'[15:26:28.882 06/04/1996]',0.001,0.019,-0.020,81.300,33.125,9.075,0.000
'[15:26:28.884 06/04/1996]',-0.008,0.019,-0.020,81.300,33.125,9.075,0.000
'[15:26:28.886 06/04/1996]',-0.008,0.019,-0.020,81.300,33.125,9.075,0.000
'[15:26:28.888 06/04/1996]',-0.008,0.037,-0.020,80.550,32.775,8.963,0.000
'[15:26:28.890 06/04/1996]',-0.018,0.019,-0.020,80.550,32.775,8.963,0.000
'[15:26:28.892 06/04/1996]',-0.008,0.019,0.002,80.550,32.775,8.963,0.000
'[15:26:28.894 06/04/1996]',-0.018,0.037,0.002,80.550,32.775,8.963,0.000
'[15:26:28.896 06/04/1996]',-0.018,0.037,0.002,79.950,32.500,8.838,0.000
'[15:26:28.898 06/04/1996]',-0.018,0.037,0.002,79.950,32.500,8.838,0.000
'[15:26:28.900 06/04/1996]',-0.018,0.037,-0.020,79.950,32.500,8.838,0.000
'[15:26:28.902 06/04/1996]',-0.018,0.037,0.002,79.950,32.500,8.838,0.000
'[15:26:28.904 06/04/1996]',-0.008,0.037,0.002,79.425,32.325,8.787,0.000
'[15:26:28.906 06/04/1996]',-0.018,0.037,0.002,79.425,32.325,8.787,0.000
'[15:26:28.908 06/04/1996]',-0.018,0.037,0.002,79.425,32.325,8.787,0.000
'[15:26:28.910 06/04/1996]',-0.018,0.019,0.002,79.425,32.325,8.787,0.000
'[15:26:28.912 06/04/1996]',-0.018,0.037,0.002,78.900,32.200,8.725,0.000
'[15:26:28.914 06/04/1996]',-0.027,0.037,0.002,78.900,32.200,8.725,0.000
'[15:26:28.916 06/04/1996]',-0.027,0.037,0.002,78.900,32.200,8.725,0.000
'[15:26:28.918 06/04/1996]',-0.027,0.037,0.002,78.900,32.200,8.725,0.000
'[15:26:28.920 06/04/1996]',-0.027,0.037,0.002,78.225,32.150,8.662,0.000
'[15:26:28.922 06/04/1996]',-0.036,0.037,-0.020,78.225,32.150,8.662,0.000
'[15:26:28.924 06/04/1996]',-0.036,0.037,0.002,78.225,32.150,8.662,0.000
'[15:26:28.926 06/04/1996]',-0.027,0.037,0.002,78.225,32.150,8.662,0.000
'[15:26:28.928 06/04/1996]',-0.036,0.037,0.002,77.475,32.075,8.600,0.000
'[15:26:28.930 06/04/1996]',-0.036,0.037,0.002,77.475,32.075,8.600,0.000
'[15:26:28.932 06/04/1996]',-0.027,0.037,0.002,77.475,32.075,8.600,0.000
'[15:26:28.934 06/04/1996]',-0.027,0.037,0.002,77.475,32.075,8.600,0.000
'[15:26:28.936 06/04/1996]',-0.018,0.037,0.002,76.725,32.025,8.600,0.000
'[15:26:28.938 06/04/1996]',-0.018,0.037,0.002,76.725,32.025,8.600,0.000
'[15:26:28.940 06/04/1996]',-0.018,0.037,0.002,76.725,32.025,8.600,0.000
'[15:26:28.942 06/04/1996]',-0.027,0.037,0.002,76.725,32.025,8.600,0.000
'[15:26:28.944 06/04/1996]',-0.027,0.037,0.002,75.900,31.900,8.662,0.000
'[15:26:28.946 06/04/1996]',-0.027,0.037,0.002,75.900,31.900,8.662,0.000
'[15:26:28.948 06/04/1996]',-0.036,0.037,-0.020,75.900,31.900,8.662,0.000
'[15:26:28.950 06/04/1996]',-0.036,0.037,-0.020,75.900,31.900,8.662,0.000
'[15:26:28.952 06/04/1996]',-0.027,0.056,0.002,75.225,31.775,8.838,0.000
'[15:26:28.954 06/04/1996]',-0.036,0.037,-0.020,75.225,31.775,8.838,0.000
'[15:26:28.956 06/04/1996]',-0.027,0.037,-0.020,75.225,31.775,8.838,0.000
'[15:26:28.958 06/04/1996]',-0.018,0.037,-0.020,75.225,31.775,8.838,0.000
'[15:26:28.960 06/04/1996]',-0.027,0.037,-0.020,74.625,31.600,9.075,0.000
'[15:26:28.962 06/04/1996]',-0.027,0.037,0.002,74.625,31.600,9.075,0.000
'[15:26:28.964 06/04/1996]',-0.027,0.037,-0.020,74.625,31.600,9.075,0.000
'[15:26:28.966 06/04/1996]',-0.018,0.037,0.002,74.625,31.600,9.075,0.000
'[15:26:28.968 06/04/1996]',-0.018,0.037,-0.020,74.100,31.375,9.363,0.000
'[15:26:28.970 06/04/1996]',-0.027,0.037,0.002,74.100,31.375,9.363,0.000
'[15:26:28.972 06/04/1996]',-0.027,0.037,0.002,74.100,31.375,9.363,0.000
'[15:26:28.974 06/04/1996]',-0.027,0.037,0.002,74.100,31.375,9.363,0.000
'[15:26:28.976 06/04/1996]',-0.027,0.037,0.002,73.650,31.025,9.600,0.000
'[15:26:28.978 06/04/1996]',-0.027,0.037,0.002,73.650,31.025,9.600,0.000
'[15:26:28.980 06/04/1996]',-0.027,0.037,0.002,73.650,31.025,9.600,0.000
'[15:26:28.982 06/04/1996]',-0.027,0.037,0.002,73.650,31.025,9.600,0.000
'[15:26:28.984 06/04/1996]',-0.018,0.037,0.002,73.125,30.450,9.838,0.000
'[15:26:28.986 06/04/1996]',-0.027,0.037,0.002,73.125,30.450,9.838,0.000
'[15:26:28.988 06/04/1996]',-0.027,0.037,0.002,73.125,30.450,9.838,0.000
'[15:26:28.990 06/04/1996]',-0.027,0.037,0.002,73.125,30.450,9.838,0.000
'[15:26:28.992 06/04/1996]',-0.027,0.037,0.002,72.525,29.800,10.075,0.000
'[15:26:28.994 06/04/1996]',-0.027,0.037,0.002,72.525,29.800,10.075,0.000
'[15:26:28.996 06/04/1996]',-0.018,0.037,0.002,72.525,29.800,10.075,0.000
'[15:26:28.998 06/04/1996]',-0.018,0.037,0.002,72.525,29.800,10.075,0.000
'[15:26:29.000 06/04/1996]',-0.018,0.037,0.002,71.925,29.025,10.300,0.000
'[15:26:29.002 06/04/1996]',-0.027,0.037,0.002,71.925,29.025,10.300,0.000
'[15:26:29.004 06/04/1996]',-0.018,0.037,0.002,71.925,29.025,10.300,0.000
'[15:26:29.006 06/04/1996]',-0.008,0.037,-0.020,71.925,29.025,10.300,0.000
'[15:26:29.008 06/04/1996]',0.001,0.037,-0.020,71.400,28.325,10.537,0.000
'[15:26:29.010 06/04/1996]',0.001,0.037,-0.020,71.400,28.325,10.537,0.000
'[15:26:29.012 06/04/1996]',0.001,0.037,-0.042,71.400,28.325,10.537,0.000
'[15:26:29.014 06/04/1996]',0.001,0.037,-0.042,71.400,28.325,10.537,0.000
'[15:26:29.016 06/04/1996]',0.010,0.037,-0.042,71.175,27.750,10.838,0.000
'[15:26:29.018 06/04/1996]',0.010,0.037,-0.064,71.175,27.750,10.838,0.000
'[15:26:29.020 06/04/1996]',0.028,0.037,-0.064,71.175,27.750,10.838,0.000
'[15:26:29.022 06/04/1996]',0.037,0.037,-0.042,71.175,27.750,10.838,0.000
'[15:26:29.024 06/04/1996]',0.055,0.019,-0.042,71.100,27.450,11.062,0.000
'[15:26:29.026 06/04/1996]',0.065,0.002,-0.042,71.100,27.450,11.062,0.000
'[15:26:29.028 06/04/1996]',0.083,0.002,-0.020,71.100,27.450,11.062,0.000
'[15:26:29.030 06/04/1996]',0.092,-0.035,0.002,71.100,27.450,11.062,0.000
'[15:26:29.032 06/04/1996]',0.120,-0.072,0.002,70.800,27.275,11.238,0.000
'[15:26:29.034 06/04/1996]',0.138,-0.108,0.045,70.800,27.275,11.238,0.000
'[15:26:29.036 06/04/1996]',0.156,-0.127,0.067,70.800,27.275,11.238,0.000
'[15:26:29.038 06/04/1996]',0.174,-0.182,0.089,70.800,27.275,11.238,0.000
'[15:26:29.040 06/04/1996]',0.183,-0.218,0.133,70.350,27.325,11.412,0.000
'[15:26:29.042 06/04/1996]',0.193,-0.255,0.177,70.350,27.325,11.412,0.000
'[15:26:29.044 06/04/1996]',0.174,-0.273,0.221,70.350,27.325,11.412,0.000
'[15:26:29.046 06/04/1996]',0.147,-0.291,0.265,70.350,27.325,11.412,0.000
'[15:26:29.048 06/04/1996]',0.120,-0.309,0.309,69.750,27.450,11.475,0.000
'[15:26:29.050 06/04/1996]',0.055,-0.291,0.352,69.750,27.450,11.475,0.000
'[15:26:29.052 06/04/1996]',0.001,-0.273,0.374,69.750,27.450,11.475,0.000
'[15:26:29.054 06/04/1996]',-0.018,-0.255,0.374,69.750,27.450,11.475,0.000
'[15:26:29.056 06/04/1996]',-0.063,-0.237,0.374,69.300,27.675,11.412,0.000
'[15:26:29.058 06/04/1996]',-0.100,-0.200,0.374,69.300,27.675,11.412,0.000
'[15:26:29.060 06/04/1996]',-0.128,-0.182,0.352,69.300,27.675,11.412,0.000
'[15:26:29.062 06/04/1996]',-0.145,-0.145,0.330,69.300,27.675,11.412,0.000
'[15:26:29.064 06/04/1996]',-0.164,-0.108,0.309,69.075,27.750,11.300,0.000
'[15:26:29.066 06/04/1996]',-0.182,-0.090,0.265,69.075,27.750,11.300,0.000
'[15:26:29.068 06/04/1996]',-0.182,-0.053,0.221,69.075,27.750,11.300,0.000
'[15:26:29.070 06/04/1996]',-0.173,-0.035,0.199,69.075,27.750,11.300,0.000
'[15:26:29.072 06/04/1996]',-0.164,-0.017,0.155,68.850,27.625,11.125,0.000
'[15:26:29.074 06/04/1996]',-0.164,0.002,0.133,68.850,27.625,11.125,0.000
'[15:26:29.076 06/04/1996]',-0.155,0.002,0.089,68.850,27.625,11.125,0.000
'[15:26:29.078 06/04/1996]',-0.136,0.002,0.067,68.850,27.625,11.125,0.000
'[15:26:29.080 06/04/1996]',-0.118,0.019,0.045,68.475,27.325,10.838,0.000
'[15:26:29.082 06/04/1996]',-0.100,0.019,0.002,68.475,27.325,10.838,0.000
'[15:26:29.084 06/04/1996]',-0.082,0.037,0.002,68.475,27.325,10.838,0.000
'[15:26:29.086 06/04/1996]',-0.063,0.037,0.002,68.475,27.325,10.838,0.000
'[15:26:29.088 06/04/1996]',-0.045,0.037,0.002,67.800,26.975,10.475,0.000
'[15:26:29.090 06/04/1996]',-0.045,0.037,-0.020,67.800,26.975,10.475,0.000
'[15:26:29.092 06/04/1996]',-0.036,0.037,-0.020,67.800,26.975,10.475,0.000
'[15:26:29.094 06/04/1996]',-0.036,0.037,-0.042,67.800,26.975,10.475,0.000
'[15:26:29.096 06/04/1996]',-0.018,0.056,-0.042,67.200,26.575,10.188,0.000
'[15:26:29.098 06/04/1996]',-0.027,0.056,-0.042,67.200,26.575,10.188,0.000
'[15:26:29.100 06/04/1996]',-0.027,0.056,-0.042,67.200,26.575,10.188,0.000
'[15:26:29.102 06/04/1996]',-0.018,0.056,-0.042,67.200,26.575,10.188,0.000
'[15:26:29.104 06/04/1996]',-0.018,0.056,-0.042,66.825,26.225,9.900,0.000
'[15:26:29.106 06/04/1996]',-0.018,0.056,-0.042,66.825,26.225,9.900,0.000
'[15:26:29.108 06/04/1996]',-0.018,0.037,-0.042,66.825,26.225,9.900,0.000
'[15:26:29.110 06/04/1996]',-0.018,0.037,-0.042,66.825,26.225,9.900,0.000
'[15:26:29.112 06/04/1996]',-0.008,0.037,-0.042,66.675,25.975,9.662,0.000
'[15:26:29.114 06/04/1996]',-0.008,0.037,-0.042,66.675,25.975,9.662,0.000
'[15:26:29.116 06/04/1996]',0.001,0.037,-0.042,66.675,25.975,9.662,0.000
'[15:26:29.118 06/04/1996]',0.001,0.037,-0.042,66.675,25.975,9.662,0.000
'[15:26:29.120 06/04/1996]',0.001,0.056,-0.042,66.375,25.750,9.363,0.000
'[15:26:29.122 06/04/1996]',-0.008,0.056,-0.042,66.375,25.750,9.363,0.000
'[15:26:29.124 06/04/1996]',-0.008,0.056,-0.042,66.375,25.750,9.363,0.000
'[15:26:29.126 06/04/1996]',0.001,0.056,-0.042,66.375,25.750,9.363,0.000
'[15:26:29.128 06/04/1996]',0.001,0.056,-0.042,65.775,25.625,9.075,0.000
'[15:26:29.130 06/04/1996]',0.001,0.056,-0.042,65.775,25.625,9.075,0.000
'[15:26:29.132 06/04/1996]',0.001,0.037,-0.042,65.775,25.625,9.075,0.000
'[15:26:29.134 06/04/1996]',0.001,0.037,-0.042,65.775,25.625,9.075,0.000
'[15:26:29.136 06/04/1996]',0.001,0.056,-0.042,65.175,25.525,8.900,0.000
'[15:26:29.138 06/04/1996]',0.001,0.056,-0.042,65.175,25.525,8.900,0.000
'[15:26:29.140 06/04/1996]',0.001,0.037,-0.042,65.175,25.525,8.900,0.000
'[15:26:29.142 06/04/1996]',-0.008,0.037,-0.042,65.175,25.525,8.900,0.000
'[15:26:29.144 06/04/1996]',0.001,0.037,-0.042,64.650,25.400,8.787,0.000
'[15:26:29.146 06/04/1996]',-0.008,0.037,-0.042,64.650,25.400,8.787,0.000
'[15:26:29.148 06/04/1996]',0.001,0.056,-0.042,64.650,25.400,8.787,0.000
'[15:26:29.150 06/04/1996]',0.001,0.056,-0.042,64.650,25.400,8.787,0.000
'[15:26:29.152 06/04/1996]',-0.008,0.056,-0.042,64.200,25.400,8.725,0.000
'[15:26:29.154 06/04/1996]',0.001,0.056,-0.042,64.200,25.400,8.725,0.000
'[15:26:29.156 06/04/1996]',0.001,0.056,-0.042,64.200,25.400,8.725,0.000
'[15:26:29.158 06/04/1996]',-0.008,0.056,-0.042,64.200,25.400,8.725,0.000
'[15:26:29.160 06/04/1996]',0.001,0.056,-0.042,63.900,25.525,8.725,0.000
