'Time and date','II','aVF','ABP','PAP','CVP','LAP','PLETH','CO2'
'[22:43:33.540 23/02/1996]',-0.101,-0.070,90.100,15.810,8.950,11.425,-0.121,57.733
'[22:43:33.542 23/02/1996]',-0.100,-0.070,90.100,15.810,8.950,11.425,-0.121,57.733
'[22:43:33.544 23/02/1996]',-0.100,-0.070,89.400,13.418,9.475,11.550,-0.144,57.767
'[22:43:33.546 23/02/1996]',-0.099,-0.070,89.400,13.418,9.475,11.550,-0.144,57.767
'[22:43:33.548 23/02/1996]',-0.100,-0.070,89.400,13.418,9.475,11.550,-0.144,57.767
'[22:43:33.550 23/02/1996]',-0.100,-0.071,89.400,13.418,9.475,11.550,-0.144,57.767
'[22:43:33.552 23/02/1996]',-0.102,-0.073,88.700,11.076,10.125,11.550,-0.167,57.850
'[22:43:33.554 23/02/1996]',-0.103,-0.075,88.700,11.076,10.125,11.550,-0.167,57.850
'[22:43:33.556 23/02/1996]',-0.107,-0.080,88.700,11.076,10.125,11.550,-0.167,57.850
'[22:43:33.558 23/02/1996]',-0.111,-0.084,88.700,11.076,10.125,11.550,-0.167,57.850
'[22:43:33.560 23/02/1996]',-0.121,-0.093,87.850,9.680,10.762,11.425,-0.194,57.933
'[22:43:33.562 23/02/1996]',-0.131,-0.103,87.850,9.680,10.762,11.425,-0.194,57.933
'[22:43:33.564 23/02/1996]',-0.148,-0.119,87.850,9.680,10.762,11.425,-0.194,57.933
'[22:43:33.566 23/02/1996]',-0.166,-0.136,87.850,9.680,10.762,11.425,-0.194,57.933
'[22:43:33.568 23/02/1996]',-0.189,-0.161,87.100,9.967,11.350,11.200,-0.216,58.017
'[22:43:33.570 23/02/1996]',-0.211,-0.185,87.100,9.967,11.350,11.200,-0.216,58.017
'[22:43:33.572 23/02/1996]',-0.235,-0.215,87.100,9.967,11.350,11.200,-0.216,58.017
'[22:43:33.574 23/02/1996]',-0.260,-0.245,87.100,9.967,11.350,11.200,-0.216,58.017
'[22:43:33.576 23/02/1996]',-0.282,-0.280,86.300,11.723,11.875,10.963,-0.247,58.117
'[22:43:33.578 23/02/1996]',-0.304,-0.315,86.300,11.723,11.875,10.963,-0.247,58.117
'[22:43:33.580 23/02/1996]',-0.318,-0.350,86.300,11.723,11.875,10.963,-0.247,58.117
'[22:43:33.582 23/02/1996]',-0.332,-0.385,86.300,11.723,11.875,10.963,-0.247,58.117
'[22:43:33.584 23/02/1996]',-0.333,-0.415,85.400,14.066,12.287,10.787,-0.270,58.217
'[22:43:33.586 23/02/1996]',-0.333,-0.446,85.400,14.066,12.287,10.787,-0.270,58.217
'[22:43:33.588 23/02/1996]',-0.320,-0.467,85.400,14.066,12.287,10.787,-0.270,58.217
'[22:43:33.590 23/02/1996]',-0.307,-0.488,85.400,14.066,12.287,10.787,-0.270,58.217
'[22:43:33.592 23/02/1996]',-0.280,-0.491,84.600,15.984,12.588,10.613,-0.292,58.317
'[22:43:33.594 23/02/1996]',-0.253,-0.494,84.600,15.984,12.588,10.613,-0.292,58.317
'[22:43:33.596 23/02/1996]',-0.212,-0.471,84.600,15.984,12.588,10.613,-0.292,58.317
'[22:43:33.598 23/02/1996]',-0.171,-0.448,84.600,15.984,12.588,10.613,-0.292,58.317
'[22:43:33.600 23/02/1996]',-0.120,-0.397,83.700,16.744,12.762,10.488,-0.329,58.417
'[22:43:33.602 23/02/1996]',-0.070,-0.345,83.700,16.744,12.762,10.488,-0.329,58.417
'[22:43:33.604 23/02/1996]',-0.021,-0.274,83.700,16.744,12.762,10.488,-0.329,58.417
'[22:43:33.606 23/02/1996]',0.029,-0.202,83.700,16.744,12.762,10.488,-0.329,58.417
'[22:43:33.608 23/02/1996]',0.068,-0.128,82.850,16.333,12.812,10.312,-0.351,58.350
'[22:43:33.610 23/02/1996]',0.106,-0.054,82.850,16.333,12.812,10.312,-0.351,58.350
'[22:43:33.612 23/02/1996]',0.126,0.003,82.850,16.333,12.812,10.312,-0.351,58.350
'[22:43:33.614 23/02/1996]',0.145,0.059,82.850,16.333,12.812,10.312,-0.351,58.350
'[22:43:33.616 23/02/1996]',0.141,0.086,81.950,15.112,12.700,10.137,-0.369,58.317
'[22:43:33.618 23/02/1996]',0.138,0.113,81.950,15.112,12.700,10.137,-0.369,58.317
'[22:43:33.620 23/02/1996]',0.117,0.112,81.950,15.112,12.700,10.137,-0.369,58.317
'[22:43:33.622 23/02/1996]',0.095,0.111,81.950,15.112,12.700,10.137,-0.369,58.317
'[22:43:33.624 23/02/1996]',0.066,0.092,81.000,13.704,12.525,9.963,-0.396,58.283
'[22:43:33.626 23/02/1996]',0.036,0.074,81.000,13.704,12.525,9.963,-0.396,58.283
'[22:43:33.628 23/02/1996]',0.006,0.051,81.000,13.704,12.525,9.963,-0.396,58.283
'[22:43:33.630 23/02/1996]',-0.023,0.029,81.000,13.704,12.525,9.963,-0.396,58.283
'[22:43:33.632 23/02/1996]',-0.046,0.011,80.100,12.720,12.287,9.850,-0.418,58.250
'[22:43:33.634 23/02/1996]',-0.069,-0.006,80.100,12.720,12.287,9.850,-0.418,58.250
'[22:43:33.636 23/02/1996]',-0.083,-0.015,80.100,12.720,12.287,9.850,-0.418,58.250
'[22:43:33.638 23/02/1996]',-0.096,-0.023,80.100,12.720,12.287,9.850,-0.418,58.250
'[22:43:33.640 23/02/1996]',-0.099,-0.024,79.150,12.770,11.938,9.675,-0.441,58.300
'[22:43:33.642 23/02/1996]',-0.102,-0.024,79.150,12.770,11.938,9.675,-0.441,58.300
'[22:43:33.644 23/02/1996]',-0.095,-0.019,79.150,12.770,11.938,9.675,-0.441,58.300
'[22:43:33.646 23/02/1996]',-0.088,-0.015,79.150,12.770,11.938,9.675,-0.441,58.300
'[22:43:33.648 23/02/1996]',-0.076,-0.006,78.150,14.115,11.588,9.438,-0.459,58.400
'[22:43:33.650 23/02/1996]',-0.064,0.002,78.150,14.115,11.588,9.438,-0.459,58.400
'[22:43:33.652 23/02/1996]',-0.050,0.009,78.150,14.115,11.588,9.438,-0.459,58.400
'[22:43:33.654 23/02/1996]',-0.036,0.017,78.150,14.115,11.588,9.438,-0.459,58.400
'[22:43:33.656 23/02/1996]',-0.025,0.022,77.200,16.109,11.238,9.200,-0.477,58.500
'[22:43:33.658 23/02/1996]',-0.013,0.028,77.200,16.109,11.238,9.200,-0.477,58.500
'[22:43:33.660 23/02/1996]',-0.005,0.033,77.200,16.109,11.238,9.200,-0.477,58.500
'[22:43:33.662 23/02/1996]',0.003,0.038,77.200,16.109,11.238,9.200,-0.477,58.500
'[22:43:33.664 23/02/1996]',0.008,0.044,76.400,17.442,11.000,8.963,-0.499,58.600
'[22:43:33.666 23/02/1996]',0.013,0.050,76.400,17.442,11.000,8.963,-0.499,58.600
'[22:43:33.668 23/02/1996]',0.017,0.055,76.400,17.442,11.000,8.963,-0.499,58.600
'[22:43:33.670 23/02/1996]',0.020,0.060,76.400,17.442,11.000,8.963,-0.499,58.600
'[22:43:33.672 23/02/1996]',0.024,0.064,75.550,17.803,10.762,8.738,-0.508,58.567
'[22:43:33.674 23/02/1996]',0.027,0.067,75.550,17.803,10.762,8.738,-0.508,58.567
'[22:43:33.676 23/02/1996]',0.030,0.071,75.550,17.803,10.762,8.738,-0.508,58.567
'[22:43:33.678 23/02/1996]',0.034,0.075,75.550,17.803,10.762,8.738,-0.508,58.567
'[22:43:33.680 23/02/1996]',0.038,0.078,74.850,17.915,10.650,8.613,-0.526,58.583
'[22:43:33.682 23/02/1996]',0.042,0.081,74.850,17.915,10.650,8.613,-0.526,58.583
'[22:43:33.684 23/02/1996]',0.045,0.083,74.850,17.915,10.650,8.613,-0.526,58.583
'[22:43:33.686 23/02/1996]',0.048,0.085,74.850,17.915,10.650,8.613,-0.526,58.583
'[22:43:33.688 23/02/1996]',0.050,0.086,74.200,18.787,10.588,8.500,-0.531,58.600
'[22:43:33.690 23/02/1996]',0.052,0.088,74.200,18.787,10.588,8.500,-0.531,58.600
'[22:43:33.692 23/02/1996]',0.054,0.090,74.200,18.787,10.588,8.500,-0.531,58.600
'[22:43:33.694 23/02/1996]',0.056,0.092,74.200,18.787,10.588,8.500,-0.531,58.600
'[22:43:33.696 23/02/1996]',0.058,0.093,73.800,20.370,10.650,8.387,-0.540,58.617
'[22:43:33.698 23/02/1996]',0.059,0.095,73.800,20.370,10.650,8.387,-0.540,58.617
'[22:43:33.700 23/02/1996]',0.061,0.096,73.800,20.370,10.650,8.387,-0.540,58.617
'[22:43:33.702 23/02/1996]',0.064,0.097,73.800,20.370,10.650,8.387,-0.540,58.617
'[22:43:33.704 23/02/1996]',0.067,0.100,73.650,22.002,10.762,8.262,-0.549,58.650
'[22:43:33.706 23/02/1996]',0.069,0.102,73.650,22.002,10.762,8.262,-0.549,58.650
'[22:43:33.708 23/02/1996]',0.072,0.104,73.650,22.002,10.762,8.262,-0.549,58.650
'[22:43:33.710 23/02/1996]',0.075,0.107,73.650,22.002,10.762,8.262,-0.549,58.650
'[22:43:33.712 23/02/1996]',0.077,0.109,73.650,23.048,11.000,8.150,-0.558,58.683
'[22:43:33.714 23/02/1996]',0.080,0.111,73.650,23.048,11.000,8.150,-0.558,58.683
'[22:43:33.716 23/02/1996]',0.083,0.114,73.650,23.048,11.000,8.150,-0.558,58.683
'[22:43:33.718 23/02/1996]',0.085,0.117,73.650,23.048,11.000,8.150,-0.558,58.683
'[22:43:33.720 23/02/1996]',0.087,0.120,74.100,23.522,11.175,8.088,-0.558,58.717
'[22:43:33.722 23/02/1996]',0.089,0.123,74.100,23.522,11.175,8.088,-0.558,58.717
'[22:43:33.724 23/02/1996]',0.090,0.126,74.100,23.522,11.175,8.088,-0.558,58.717
'[22:43:33.726 23/02/1996]',0.092,0.128,74.100,23.522,11.175,8.088,-0.558,58.717
'[22:43:33.728 23/02/1996]',0.094,0.130,75.300,23.758,11.350,8.088,-0.562,58.750
'[22:43:33.730 23/02/1996]',0.096,0.132,75.300,23.758,11.350,8.088,-0.562,58.750
'[22:43:33.732 23/02/1996]',0.099,0.135,75.300,23.758,11.350,8.088,-0.562,58.750
'[22:43:33.734 23/02/1996]',0.102,0.137,75.300,23.758,11.350,8.088,-0.562,58.750
'[22:43:33.736 23/02/1996]',0.104,0.140,78.050,23.983,11.350,8.025,-0.572,58.633
'[22:43:33.738 23/02/1996]',0.107,0.142,78.050,23.983,11.350,8.025,-0.572,58.633
'[22:43:33.740 23/02/1996]',0.108,0.143,78.050,23.983,11.350,8.025,-0.572,58.633
'[22:43:33.742 23/02/1996]',0.109,0.144,78.050,23.983,11.350,8.025,-0.572,58.633
'[22:43:33.744 23/02/1996]',0.110,0.144,83.150,24.157,11.287,8.088,-0.572,58.533
'[22:43:33.746 23/02/1996]',0.111,0.145,83.150,24.157,11.287,8.088,-0.572,58.533
'[22:43:33.748 23/02/1996]',0.112,0.146,83.150,24.157,11.287,8.088,-0.572,58.533
'[22:43:33.750 23/02/1996]',0.112,0.148,83.150,24.157,11.287,8.088,-0.572,58.533
'[22:43:33.752 23/02/1996]',0.113,0.148,90.800,24.219,11.238,8.150,-0.558,58.433
'[22:43:33.754 23/02/1996]',0.114,0.149,90.800,24.219,11.238,8.150,-0.558,58.433
'[22:43:33.756 23/02/1996]',0.116,0.149,90.800,24.219,11.238,8.150,-0.558,58.433
'[22:43:33.758 23/02/1996]',0.118,0.150,90.800,24.219,11.238,8.150,-0.558,58.433
'[22:43:33.760 23/02/1996]',0.119,0.150,100.400,24.107,11.062,8.325,-0.540,58.333
'[22:43:33.762 23/02/1996]',0.120,0.150,100.400,24.107,11.062,8.325,-0.540,58.333
'[22:43:33.764 23/02/1996]',0.120,0.149,100.400,24.107,11.062,8.325,-0.540,58.333
'[22:43:33.766 23/02/1996]',0.121,0.149,100.400,24.107,11.062,8.325,-0.540,58.333
'[22:43:33.768 23/02/1996]',0.120,0.146,110.650,23.758,10.938,8.500,-0.508,58.067
'[22:43:33.770 23/02/1996]',0.120,0.144,110.650,23.758,10.938,8.500,-0.508,58.067
'[22:43:33.772 23/02/1996]',0.117,0.139,110.650,23.758,10.938,8.500,-0.508,58.067
'[22:43:33.774 23/02/1996]',0.115,0.134,110.650,23.758,10.938,8.500,-0.508,58.067
'[22:43:33.776 23/02/1996]',0.112,0.130,120.650,23.110,10.887,8.787,-0.464,57.850
'[22:43:33.778 23/02/1996]',0.108,0.125,120.650,23.110,10.887,8.787,-0.464,57.850
'[22:43:33.780 23/02/1996]',0.104,0.119,120.650,23.110,10.887,8.787,-0.464,57.850
'[22:43:33.782 23/02/1996]',0.101,0.114,120.650,23.110,10.887,8.787,-0.464,57.850
'[22:43:33.784 23/02/1996]',0.099,0.107,129.500,22.238,10.887,9.137,-0.405,57.633
'[22:43:33.786 23/02/1996]',0.096,0.101,129.500,22.238,10.887,9.137,-0.405,57.633
'[22:43:33.788 23/02/1996]',0.093,0.097,129.500,22.238,10.887,9.137,-0.405,57.633
'[22:43:33.790 23/02/1996]',0.091,0.092,129.500,22.238,10.887,9.137,-0.405,57.633
'[22:43:33.792 23/02/1996]',0.088,0.089,136.500,21.591,11.062,9.550,-0.333,57.417
'[22:43:33.794 23/02/1996]',0.086,0.086,136.500,21.591,11.062,9.550,-0.333,57.417
'[22:43:33.796 23/02/1996]',0.083,0.084,136.500,21.591,11.062,9.550,-0.333,57.417
'[22:43:33.798 23/02/1996]',0.079,0.081,136.500,21.591,11.062,9.550,-0.333,57.417
'[22:43:33.800 23/02/1996]',0.075,0.076,141.200,21.541,11.350,9.963,-0.247,57.317
'[22:43:33.802 23/02/1996]',0.072,0.072,141.200,21.541,11.350,9.963,-0.247,57.317
'[22:43:33.804 23/02/1996]',0.070,0.067,141.200,21.541,11.350,9.963,-0.247,57.317
'[22:43:33.806 23/02/1996]',0.067,0.062,141.200,21.541,11.350,9.963,-0.247,57.317
'[22:43:33.808 23/02/1996]',0.065,0.058,143.500,22.288,11.700,10.375,-0.158,57.250
'[22:43:33.810 23/02/1996]',0.062,0.054,143.500,22.288,11.700,10.375,-0.158,57.250
'[22:43:33.812 23/02/1996]',0.059,0.049,143.500,22.288,11.700,10.375,-0.158,57.250
'[22:43:33.814 23/02/1996]',0.056,0.044,143.500,22.288,11.700,10.375,-0.158,57.250
'[22:43:33.816 23/02/1996]',0.053,0.040,143.550,23.522,12.113,10.787,-0.059,57.183
'[22:43:33.818 23/02/1996]',0.050,0.035,143.550,23.522,12.113,10.787,-0.059,57.183
'[22:43:33.820 23/02/1996]',0.048,0.031,143.550,23.522,12.113,10.787,-0.059,57.183
'[22:43:33.822 23/02/1996]',0.046,0.027,143.550,23.522,12.113,10.787,-0.059,57.183
'[22:43:33.824 23/02/1996]',0.044,0.024,141.800,24.743,12.463,11.075,0.045,57.117
'[22:43:33.826 23/02/1996]',0.043,0.021,141.800,24.743,12.463,11.075,0.045,57.117
'[22:43:33.828 23/02/1996]',0.042,0.019,141.800,24.743,12.463,11.075,0.045,57.117
'[22:43:33.830 23/02/1996]',0.040,0.018,141.800,24.743,12.463,11.075,0.045,57.117
'[22:43:33.832 23/02/1996]',0.039,0.017,138.750,25.390,12.875,11.250,0.123,57.200
'[22:43:33.834 23/02/1996]',0.038,0.016,138.750,25.390,12.875,11.250,0.123,57.200
'[22:43:33.836 23/02/1996]',0.037,0.015,138.750,25.390,12.875,11.250,0.123,57.200
'[22:43:33.838 23/02/1996]',0.036,0.015,138.750,25.390,12.875,11.250,0.123,57.200
'[22:43:33.840 23/02/1996]',0.034,0.015,135.050,25.154,13.287,11.375,0.205,57.283
'[22:43:33.842 23/02/1996]',0.032,0.014,135.050,25.154,13.287,11.375,0.205,57.283
'[22:43:33.844 23/02/1996]',0.030,0.014,135.050,25.154,13.287,11.375,0.205,57.283
'[22:43:33.846 23/02/1996]',0.029,0.014,135.050,25.154,13.287,11.375,0.205,57.283
'[22:43:33.848 23/02/1996]',0.029,0.015,131.050,24.045,13.575,11.375,0.279,57.367
'[22:43:33.850 23/02/1996]',0.029,0.015,131.050,24.045,13.575,11.375,0.279,57.367
'[22:43:33.852 23/02/1996]',0.029,0.016,131.050,24.045,13.575,11.375,0.279,57.367
'[22:43:33.854 23/02/1996]',0.029,0.017,131.050,24.045,13.575,11.375,0.279,57.367
'[22:43:33.856 23/02/1996]',0.029,0.018,127.200,22.413,13.750,11.375,0.338,57.450
'[22:43:33.858 23/02/1996]',0.029,0.019,127.200,22.413,13.750,11.375,0.338,57.450
'[22:43:33.860 23/02/1996]',0.029,0.018,127.200,22.413,13.750,11.375,0.338,57.450
'[22:43:33.862 23/02/1996]',0.029,0.018,127.200,22.413,13.750,11.375,0.338,57.450
'[22:43:33.864 23/02/1996]',0.029,0.018,123.500,20.656,13.812,11.375,0.379,57.600
'[22:43:33.866 23/02/1996]',0.028,0.017,123.500,20.656,13.812,11.375,0.379,57.600
'[22:43:33.868 23/02/1996]',0.026,0.016,123.500,20.656,13.812,11.375,0.379,57.600
'[22:43:33.870 23/02/1996]',0.025,0.015,123.500,20.656,13.812,11.375,0.379,57.600
'[22:43:33.872 23/02/1996]',0.024,0.015,120.100,18.962,13.812,11.312,0.411,57.767
'[22:43:33.874 23/02/1996]',0.022,0.014,120.100,18.962,13.812,11.312,0.411,57.767
'[22:43:33.876 23/02/1996]',0.021,0.014,120.100,18.962,13.812,11.312,0.411,57.767
'[22:43:33.878 23/02/1996]',0.020,0.014,120.100,18.962,13.812,11.312,0.411,57.767
'[22:43:33.880 23/02/1996]',0.019,0.014,116.800,17.442,13.700,11.200,0.438,57.933
'[22:43:33.882 23/02/1996]',0.018,0.014,116.800,17.442,13.700,11.200,0.438,57.933
'[22:43:33.884 23/02/1996]',0.018,0.014,116.800,17.442,13.700,11.200,0.438,57.933
'[22:43:33.886 23/02/1996]',0.017,0.014,116.800,17.442,13.700,11.200,0.438,57.933
'[22:43:33.888 23/02/1996]',0.016,0.014,113.400,15.984,13.575,11.075,0.448,58.100
'[22:43:33.890 23/02/1996]',0.015,0.014,113.400,15.984,13.575,11.075,0.448,58.100
'[22:43:33.892 23/02/1996]',0.015,0.014,113.400,15.984,13.575,11.075,0.448,58.100
'[22:43:33.894 23/02/1996]',0.014,0.014,113.400,15.984,13.575,11.075,0.448,58.100
'[22:43:33.896 23/02/1996]',0.014,0.014,109.800,14.414,13.400,11.012,0.448,58.150
'[22:43:33.898 23/02/1996]',0.014,0.014,109.800,14.414,13.400,11.012,0.448,58.150
'[22:43:33.900 23/02/1996]',0.013,0.014,109.800,14.414,13.400,11.012,0.448,58.150
'[22:43:33.902 23/02/1996]',0.012,0.014,109.800,14.414,13.400,11.012,0.448,58.150
'[22:43:33.904 23/02/1996]',0.009,0.013,105.800,13.243,13.225,10.900,0.443,58.250
'[22:43:33.906 23/02/1996]',0.007,0.013,105.800,13.243,13.225,10.900,0.443,58.250
'[22:43:33.908 23/02/1996]',0.004,0.012,105.800,13.243,13.225,10.900,0.443,58.250
'[22:43:33.910 23/02/1996]',0.002,0.011,105.800,13.243,13.225,10.900,0.443,58.250
'[22:43:33.912 23/02/1996]',0.001,0.011,101.750,13.355,13.050,10.787,0.429,58.350
'[22:43:33.914 23/02/1996]',-0.001,0.010,101.750,13.355,13.050,10.787,0.429,58.350
'[22:43:33.916 23/02/1996]',-0.003,0.011,101.750,13.355,13.050,10.787,0.429,58.350
'[22:43:33.918 23/02/1996]',-0.005,0.011,101.750,13.355,13.050,10.787,0.429,58.350
'[22:43:33.920 23/02/1996]',-0.006,0.011,98.150,15.635,12.875,10.488,0.406,58.450
'[22:43:33.922 23/02/1996]',-0.007,0.011,98.150,15.635,12.875,10.488,0.406,58.450
'[22:43:33.924 23/02/1996]',-0.007,0.011,98.150,15.635,12.875,10.488,0.406,58.450
'[22:43:33.926 23/02/1996]',-0.008,0.010,98.150,15.635,12.875,10.488,0.406,58.450
'[22:43:33.928 23/02/1996]',-0.007,0.009,95.150,20.021,12.700,10.075,0.388,58.417
'[22:43:33.930 23/02/1996]',-0.006,0.008,95.150,20.021,12.700,10.075,0.388,58.417
'[22:43:33.932 23/02/1996]',-0.003,0.007,95.150,20.021,12.700,10.075,0.388,58.417
'[22:43:33.934 23/02/1996]',0.000,0.006,95.150,20.021,12.700,10.075,0.388,58.417
'[22:43:33.936 23/02/1996]',0.003,0.007,92.850,24.979,12.463,9.550,0.356,58.400
'[22:43:33.938 23/02/1996]',0.006,0.008,92.850,24.979,12.463,9.550,0.356,58.400
'[22:43:33.940 23/02/1996]',0.011,0.010,92.850,24.979,12.463,9.550,0.356,58.400
'[22:43:33.942 23/02/1996]',0.016,0.012,92.850,24.979,12.463,9.550,0.356,58.400
'[22:43:33.944 23/02/1996]',0.021,0.015,91.350,28.131,12.175,9.025,0.310,58.383
'[22:43:33.946 23/02/1996]',0.027,0.018,91.350,28.131,12.175,9.025,0.310,58.383
'[22:43:33.948 23/02/1996]',0.032,0.021,91.350,28.131,12.175,9.025,0.310,58.383
'[22:43:33.950 23/02/1996]',0.036,0.025,91.350,28.131,12.175,9.025,0.310,58.383
'[22:43:33.952 23/02/1996]',0.041,0.029,90.400,27.782,11.938,8.500,0.270,58.367
'[22:43:33.954 23/02/1996]',0.046,0.034,90.400,27.782,11.938,8.500,0.270,58.367
'[22:43:33.956 23/02/1996]',0.051,0.041,90.400,27.782,11.938,8.500,0.270,58.367
'[22:43:33.958 23/02/1996]',0.057,0.047,90.400,27.782,11.938,8.500,0.270,58.367
'[22:43:33.960 23/02/1996]',0.064,0.053,90.000,24.107,11.650,8.025,0.229,58.433
'[22:43:33.962 23/02/1996]',0.070,0.060,90.000,24.107,11.650,8.025,0.229,58.433
'[22:43:33.964 23/02/1996]',0.077,0.066,90.000,24.107,11.650,8.025,0.229,58.433
'[22:43:33.966 23/02/1996]',0.084,0.071,90.000,24.107,11.650,8.025,0.229,58.433
'[22:43:33.968 23/02/1996]',0.089,0.074,90.100,18.787,11.350,7.675,0.182,58.517
'[22:43:33.970 23/02/1996]',0.095,0.078,90.100,18.787,11.350,7.675,0.182,58.517
'[22:43:33.972 23/02/1996]',0.099,0.080,90.100,18.787,11.350,7.675,0.182,58.517
'[22:43:33.974 23/02/1996]',0.103,0.081,90.100,18.787,11.350,7.675,0.182,58.517
'[22:43:33.976 23/02/1996]',0.104,0.081,90.450,14.003,11.000,7.450,0.137,58.600
'[22:43:33.978 23/02/1996]',0.105,0.080,90.450,14.003,11.000,7.450,0.137,58.600
'[22:43:33.980 23/02/1996]',0.103,0.076,90.450,14.003,11.000,7.450,0.137,58.600
'[22:43:33.982 23/02/1996]',0.101,0.073,90.450,14.003,11.000,7.450,0.137,58.600
'[22:43:33.984 23/02/1996]',0.096,0.067,91.050,11.375,10.650,7.388,0.091,58.683
'[22:43:33.986 23/02/1996]',0.090,0.060,91.050,11.375,10.650,7.388,0.091,58.683
'[22:43:33.988 23/02/1996]',0.081,0.051,91.050,11.375,10.650,7.388,0.091,58.683
'[22:43:33.990 23/02/1996]',0.072,0.043,91.050,11.375,10.650,7.388,0.091,58.683
'[22:43:33.992 23/02/1996]',0.060,0.035,91.600,11.312,10.350,7.562,0.046,58.550
'[22:43:33.994 23/02/1996]',0.049,0.027,91.600,11.312,10.350,7.562,0.046,58.550
'[22:43:33.996 23/02/1996]',0.037,0.021,91.600,11.312,10.350,7.562,0.046,58.550
'[22:43:33.998 23/02/1996]',0.025,0.015,91.600,11.312,10.350,7.562,0.046,58.550
'[22:43:34.000 23/02/1996]',0.014,0.010,92.150,13.181,10.000,7.975,0.009,58.433
'[22:43:34.002 23/02/1996]',0.003,0.005,92.150,13.181,10.000,7.975,0.009,58.433
'[22:43:34.004 23/02/1996]',-0.004,0.001,92.150,13.181,10.000,7.975,0.009,58.433
'[22:43:34.006 23/02/1996]',-0.012,-0.003,92.150,13.181,10.000,7.975,0.009,58.433
'[22:43:34.008 23/02/1996]',-0.018,-0.007,92.550,15.748,9.650,8.613,-0.022,58.317
'[22:43:34.010 23/02/1996]',-0.024,-0.012,92.550,15.748,9.650,8.613,-0.022,58.317
'[22:43:34.012 23/02/1996]',-0.029,-0.017,92.550,15.748,9.650,8.613,-0.022,58.317
'[22:43:34.014 23/02/1996]',-0.033,-0.022,92.550,15.748,9.650,8.613,-0.022,58.317
'[22:43:34.016 23/02/1996]',-0.037,-0.026,92.800,18.090,9.412,9.438,-0.054,58.200
'[22:43:34.018 23/02/1996]',-0.041,-0.031,92.800,18.090,9.412,9.438,-0.054,58.200
'[22:43:34.020 23/02/1996]',-0.046,-0.035,92.800,18.090,9.412,9.438,-0.054,58.200
'[22:43:34.022 23/02/1996]',-0.051,-0.039,92.800,18.090,9.412,9.438,-0.054,58.200
'[22:43:34.024 23/02/1996]',-0.055,-0.042,92.900,19.672,9.188,10.200,-0.077,58.233
'[22:43:34.026 23/02/1996]',-0.059,-0.045,92.900,19.672,9.188,10.200,-0.077,58.233
'[22:43:34.028 23/02/1996]',-0.061,-0.047,92.900,19.672,9.188,10.200,-0.077,58.233
'[22:43:34.030 23/02/1996]',-0.064,-0.049,92.900,19.672,9.188,10.200,-0.077,58.233
'[22:43:34.032 23/02/1996]',-0.065,-0.051,92.800,20.195,9.062,10.900,-0.110,58.283
'[22:43:34.034 23/02/1996]',-0.066,-0.052,92.800,20.195,9.062,10.900,-0.110,58.283
'[22:43:34.036 23/02/1996]',-0.067,-0.053,92.800,20.195,9.062,10.900,-0.110,58.283
'[22:43:34.038 23/02/1996]',-0.068,-0.055,92.800,20.195,9.062,10.900,-0.110,58.283
'[22:43:34.040 23/02/1996]',-0.070,-0.056,92.450,19.672,9.125,11.488,-0.123,58.333
'[22:43:34.042 23/02/1996]',-0.072,-0.056,92.450,19.672,9.125,11.488,-0.123,58.333
'[22:43:34.044 23/02/1996]',-0.073,-0.058,92.450,19.672,9.125,11.488,-0.123,58.333
'[22:43:34.046 23/02/1996]',-0.074,-0.059,92.450,19.672,9.125,11.488,-0.123,58.333
'[22:43:34.048 23/02/1996]',-0.073,-0.059,91.900,18.439,9.238,11.950,-0.146,58.383
'[22:43:34.050 23/02/1996]',-0.073,-0.059,91.900,18.439,9.238,11.950,-0.146,58.383
'[22:43:34.052 23/02/1996]',-0.073,-0.059,91.900,18.439,9.238,11.950,-0.146,58.383
'[22:43:34.054 23/02/1996]',-0.073,-0.059,91.900,18.439,9.238,11.950,-0.146,58.383
'[22:43:34.056 23/02/1996]',-0.073,-0.059,91.250,16.806,9.537,12.188,-0.164,57.800
'[22:43:34.058 23/02/1996]',-0.073,-0.059,91.250,16.806,9.537,12.188,-0.164,57.800
'[22:43:34.060 23/02/1996]',-0.073,-0.059,91.250,16.806,9.537,12.188,-0.164,57.800
'[22:43:34.062 23/02/1996]',-0.073,-0.059,91.250,16.806,9.537,12.188,-0.164,57.800
'[22:43:34.064 23/02/1996]',-0.073,-0.059,90.500,14.938,9.887,12.363,-0.182,57.267
'[22:43:34.066 23/02/1996]',-0.073,-0.059,90.500,14.938,9.887,12.363,-0.182,57.267
'[22:43:34.068 23/02/1996]',-0.073,-0.059,90.500,14.938,9.887,12.363,-0.182,57.267
'[22:43:34.070 23/02/1996]',-0.073,-0.060,90.500,14.938,9.887,12.363,-0.182,57.267
'[22:43:34.072 23/02/1996]',-0.073,-0.061,89.650,13.069,10.350,12.363,-0.201,56.733
'[22:43:34.074 23/02/1996]',-0.074,-0.062,89.650,13.069,10.350,12.363,-0.201,56.733
'[22:43:34.076 23/02/1996]',-0.075,-0.062,89.650,13.069,10.350,12.363,-0.201,56.733
'[22:43:34.078 23/02/1996]',-0.076,-0.063,89.650,13.069,10.350,12.363,-0.201,56.733
'[22:43:34.080 23/02/1996]',-0.080,-0.065,88.700,11.487,10.887,12.312,-0.214,56.200
'[22:43:34.082 23/02/1996]',-0.083,-0.066,88.700,11.487,10.887,12.312,-0.214,56.200
