'Time and date','II ','MCL1 ','V ','ABP ','PLETH ','RESP '
'[13:14:12.622 19/05/1995]',0.157,0.086,0.030,93.956,-0.416,0.141
'[13:14:12.624 19/05/1995]',0.142,0.078,0.030,97.312,-0.367,0.144
'[13:14:12.626 19/05/1995]',0.142,0.069,0.020,97.312,-0.367,0.144
'[13:14:12.628 19/05/1995]',0.142,0.061,0.020,97.312,-0.367,0.144
'[13:14:12.630 19/05/1995]',0.157,0.052,0.020,97.312,-0.367,0.144
'[13:14:12.632 19/05/1995]',0.142,0.052,0.020,99.866,-0.313,0.148
'[13:14:12.634 19/05/1995]',0.114,0.061,0.020,99.866,-0.313,0.148
'[13:14:12.636 19/05/1995]',0.114,0.061,0.010,99.866,-0.313,0.148
'[13:14:12.638 19/05/1995]',0.128,0.052,0.001,99.866,-0.313,0.148
'[13:14:12.640 19/05/1995]',0.142,0.043,0.001,101.419,-0.257,0.152
'[13:14:12.642 19/05/1995]',0.142,0.043,0.001,101.419,-0.257,0.152
'[13:14:12.644 19/05/1995]',0.114,0.061,0.010,101.419,-0.257,0.152
'[13:14:12.646 19/05/1995]',0.100,0.052,0.010,101.419,-0.257,0.152
'[13:14:12.648 19/05/1995]',0.086,0.061,0.010,102.070,-0.196,0.155
'[13:14:12.650 19/05/1995]',0.086,0.061,0.010,102.070,-0.196,0.155
'[13:14:12.652 19/05/1995]',0.072,0.061,0.010,102.070,-0.196,0.155
'[13:14:12.654 19/05/1995]',0.072,0.061,0.010,102.070,-0.196,0.155
'[13:14:12.656 19/05/1995]',0.072,0.043,0.010,101.870,-0.131,0.159
'[13:14:12.658 19/05/1995]',0.086,0.026,0.010,101.870,-0.131,0.159
'[13:14:12.660 19/05/1995]',0.086,0.018,0.001,101.870,-0.131,0.159
'[13:14:12.662 19/05/1995]',0.086,0.009,0.001,101.870,-0.131,0.159
'[13:14:12.664 19/05/1995]',0.086,0.009,0.001,100.918,-0.070,0.162
'[13:14:12.666 19/05/1995]',0.114,0.001,0.001,100.918,-0.070,0.162
'[13:14:12.668 19/05/1995]',0.114,0.001,0.001,100.918,-0.070,0.162
'[13:14:12.670 19/05/1995]',0.114,0.018,0.010,100.918,-0.070,0.162
'[13:14:12.672 19/05/1995]',0.114,0.018,0.001,99.365,-0.011,0.164
'[13:14:12.674 19/05/1995]',0.086,0.026,0.001,99.365,-0.011,0.164
'[13:14:12.676 19/05/1995]',0.086,0.009,0.001,99.365,-0.011,0.164
'[13:14:12.678 19/05/1995]',0.086,0.009,0.001,99.365,-0.011,0.164
'[13:14:12.680 19/05/1995]',0.086,0.009,0.010,97.462,0.042,0.167
'[13:14:12.682 19/05/1995]',0.086,0.018,0.010,97.462,0.042,0.167
'[13:14:12.684 19/05/1995]',0.086,0.035,0.010,97.462,0.042,0.167
'[13:14:12.686 19/05/1995]',0.114,0.018,0.010,97.462,0.042,0.167
'[13:14:12.688 19/05/1995]',0.114,0.009,0.001,95.158,0.091,0.169
'[13:14:12.690 19/05/1995]',0.128,0.001,0.001,95.158,0.091,0.169
'[13:14:12.692 19/05/1995]',0.114,0.001,0.001,95.158,0.091,0.169
'[13:14:12.694 19/05/1995]',0.128,0.001,0.001,95.158,0.091,0.169
'[13:14:12.696 19/05/1995]',0.128,0.001,0.001,92.554,0.131,0.171
'[13:14:12.698 19/05/1995]',0.114,0.001,0.001,92.554,0.131,0.171
'[13:14:12.700 19/05/1995]',0.100,0.001,-0.009,92.554,0.131,0.171
'[13:14:12.702 19/05/1995]',0.086,0.001,-0.019,92.554,0.131,0.171
'[13:14:12.704 19/05/1995]',0.114,0.001,-0.009,89.699,0.166,0.173
'[13:14:12.706 19/05/1995]',0.114,0.009,-0.009,89.699,0.166,0.173
'[13:14:12.708 19/05/1995]',0.114,0.001,-0.019,89.699,0.166,0.173
'[13:14:12.710 19/05/1995]',0.114,0.001,-0.019,89.699,0.166,0.173
'[13:14:12.712 19/05/1995]',0.114,0.001,0.001,86.644,0.192,0.176
'[13:14:12.714 19/05/1995]',0.114,0.001,-0.019,86.644,0.192,0.176
'[13:14:12.716 19/05/1995]',0.100,0.001,-0.009,86.644,0.192,0.176
'[13:14:12.718 19/05/1995]',0.086,0.018,-0.019,86.644,0.192,0.176
'[13:14:12.720 19/05/1995]',0.072,0.001,-0.029,83.539,0.215,0.179
'[13:14:12.722 19/05/1995]',0.072,0.001,-0.029,83.539,0.215,0.179
'[13:14:12.724 19/05/1995]',0.043,-0.008,-0.029,83.539,0.215,0.179
'[13:14:12.726 19/05/1995]',0.043,-0.008,-0.029,83.539,0.215,0.179
'[13:14:12.728 19/05/1995]',0.057,-0.016,-0.019,80.634,0.227,0.182
'[13:14:12.730 19/05/1995]',0.072,0.001,0.001,80.634,0.227,0.182
'[13:14:12.732 19/05/1995]',0.072,0.001,-0.009,80.634,0.227,0.182
'[13:14:12.734 19/05/1995]',0.057,0.001,-0.019,80.634,0.227,0.182
'[13:14:12.736 19/05/1995]',0.029,-0.008,-0.029,78.130,0.231,0.186
'[13:14:12.738 19/05/1995]',0.015,-0.008,-0.029,78.130,0.231,0.186
'[13:14:12.740 19/05/1995]',0.015,-0.008,-0.019,78.130,0.231,0.186
'[13:14:12.742 19/05/1995]',0.015,0.001,-0.009,78.130,0.231,0.186
'[13:14:12.744 19/05/1995]',0.001,0.001,-0.009,76.027,0.229,0.190
'[13:14:12.746 19/05/1995]',0.001,0.001,-0.019,76.027,0.229,0.190
'[13:14:12.748 19/05/1995]',0.001,0.001,-0.019,76.027,0.229,0.190
'[13:14:12.750 19/05/1995]',0.001,0.001,-0.009,76.027,0.229,0.190
'[13:14:12.752 19/05/1995]',0.001,0.001,-0.009,74.274,0.220,0.194
'[13:14:12.754 19/05/1995]',0.001,0.009,0.001,74.274,0.220,0.194
'[13:14:12.756 19/05/1995]',0.001,0.009,0.001,74.274,0.220,0.194
'[13:14:12.758 19/05/1995]',0.001,0.026,0.001,74.274,0.220,0.194
'[13:14:12.760 19/05/1995]',-0.013,0.035,0.001,72.671,0.203,0.198
'[13:14:12.762 19/05/1995]',-0.013,0.035,0.001,72.671,0.203,0.198
'[13:14:12.764 19/05/1995]',-0.013,0.035,0.001,72.671,0.203,0.198
'[13:14:12.766 19/05/1995]',-0.013,0.035,0.001,72.671,0.203,0.198
'[13:14:12.768 19/05/1995]',0.001,0.018,0.001,71.269,0.177,0.202
'[13:14:12.770 19/05/1995]',0.001,0.018,0.001,71.269,0.177,0.202
'[13:14:12.772 19/05/1995]',0.001,0.035,0.001,71.269,0.177,0.202
'[13:14:12.774 19/05/1995]',0.001,0.043,0.001,71.269,0.177,0.202
'[13:14:12.776 19/05/1995]',0.001,0.052,0.001,69.916,0.145,0.206
'[13:14:12.778 19/05/1995]',0.001,0.052,0.010,69.916,0.145,0.206
'[13:14:12.780 19/05/1995]',0.001,0.043,0.010,69.916,0.145,0.206
'[13:14:12.782 19/05/1995]',0.001,0.009,0.001,69.916,0.145,0.206
'[13:14:12.784 19/05/1995]',0.001,0.001,0.001,68.664,0.112,0.211
'[13:14:12.786 19/05/1995]',0.001,0.001,0.001,68.664,0.112,0.211
'[13:14:12.788 19/05/1995]',0.001,-0.016,-0.019,68.664,0.112,0.211
'[13:14:12.790 19/05/1995]',-0.013,-0.034,-0.029,68.664,0.112,0.211
'[13:14:12.792 19/05/1995]',-0.027,-0.051,-0.039,67.562,0.077,0.216
'[13:14:12.794 19/05/1995]',-0.027,-0.042,-0.039,67.562,0.077,0.216
'[13:14:12.796 19/05/1995]',-0.013,-0.034,-0.029,67.562,0.077,0.216
'[13:14:12.798 19/05/1995]',-0.013,-0.025,-0.019,67.562,0.077,0.216
'[13:14:12.800 19/05/1995]',0.001,-0.042,-0.019,66.611,0.040,0.222
'[13:14:12.802 19/05/1995]',0.015,-0.034,-0.019,66.611,0.040,0.222
'[13:14:12.804 19/05/1995]',0.001,-0.042,-0.029,66.611,0.040,0.222
'[13:14:12.806 19/05/1995]',-0.013,-0.059,-0.039,66.611,0.040,0.222
'[13:14:12.808 19/05/1995]',0.001,-0.042,-0.029,65.860,0.003,0.229
'[13:14:12.810 19/05/1995]',0.001,-0.025,-0.009,65.860,0.003,0.229
'[13:14:12.812 19/05/1995]',0.001,-0.016,0.001,65.860,0.003,0.229
'[13:14:12.814 19/05/1995]',0.001,-0.016,0.001,65.860,0.003,0.229
'[13:14:12.816 19/05/1995]',0.015,-0.008,0.001,65.409,-0.033,0.235
'[13:14:12.818 19/05/1995]',0.001,-0.008,0.001,65.409,-0.033,0.235
'[13:14:12.820 19/05/1995]',0.001,-0.008,0.001,65.409,-0.033,0.235
'[13:14:12.822 19/05/1995]',0.001,0.001,0.001,65.409,-0.033,0.235
'[13:14:12.824 19/05/1995]',0.001,0.001,0.001,65.359,-0.068,0.243
'[13:14:12.826 19/05/1995]',0.001,0.001,0.001,65.359,-0.068,0.243
'[13:14:12.828 19/05/1995]',0.015,0.001,0.001,65.359,-0.068,0.243
'[13:14:12.830 19/05/1995]',0.015,0.001,0.001,65.359,-0.068,0.243
'[13:14:12.832 19/05/1995]',0.015,0.001,-0.009,65.509,-0.105,0.251
'[13:14:12.834 19/05/1995]',0.015,0.001,-0.009,65.509,-0.105,0.251
'[13:14:12.836 19/05/1995]',0.015,0.001,0.001,65.509,-0.105,0.251
'[13:14:12.838 19/05/1995]',0.015,0.001,0.001,65.509,-0.105,0.251
'[13:14:12.840 19/05/1995]',0.015,0.001,0.001,65.910,-0.131,0.258
'[13:14:12.842 19/05/1995]',0.001,0.001,-0.009,65.910,-0.131,0.258
'[13:14:12.844 19/05/1995]',0.001,0.001,-0.009,65.910,-0.131,0.258
'[13:14:12.846 19/05/1995]',0.001,0.001,0.001,65.910,-0.131,0.258
'[13:14:12.848 19/05/1995]',0.001,0.001,0.001,66.260,-0.147,0.265
'[13:14:12.850 19/05/1995]',0.001,0.001,-0.009,66.260,-0.147,0.265
'[13:14:12.852 19/05/1995]',0.001,0.001,0.001,66.260,-0.147,0.265
'[13:14:12.854 19/05/1995]',0.001,0.001,0.001,66.260,-0.147,0.265
'[13:14:12.856 19/05/1995]',0.001,0.001,0.001,66.561,-0.165,0.271
'[13:14:12.858 19/05/1995]',-0.013,0.001,-0.009,66.561,-0.165,0.271
'[13:14:12.860 19/05/1995]',0.001,0.001,0.001,66.561,-0.165,0.271
'[13:14:12.862 19/05/1995]',0.001,-0.008,-0.009,66.561,-0.165,0.271
'[13:14:12.864 19/05/1995]',0.001,-0.016,-0.009,66.761,-0.175,0.277
'[13:14:12.866 19/05/1995]',0.001,0.001,0.001,66.761,-0.175,0.277
'[13:14:12.868 19/05/1995]',0.001,0.001,0.001,66.761,-0.175,0.277
'[13:14:12.870 19/05/1995]',0.015,0.001,0.001,66.761,-0.175,0.277
'[13:14:12.872 19/05/1995]',0.001,0.009,0.001,66.861,-0.180,0.282
'[13:14:12.874 19/05/1995]',0.001,0.001,0.001,66.861,-0.180,0.282
'[13:14:12.876 19/05/1995]',0.001,0.001,-0.009,66.861,-0.180,0.282
'[13:14:12.878 19/05/1995]',0.001,0.001,0.001,66.861,-0.180,0.282
'[13:14:12.880 19/05/1995]',0.001,0.001,0.001,66.861,-0.184,0.288
'[13:14:12.882 19/05/1995]',0.001,-0.008,0.001,66.861,-0.184,0.288
'[13:14:12.884 19/05/1995]',0.001,-0.016,-0.009,66.861,-0.184,0.288
'[13:14:12.886 19/05/1995]',0.001,-0.025,-0.009,66.861,-0.184,0.288
'[13:14:12.888 19/05/1995]',0.001,-0.016,-0.009,66.811,-0.182,0.293
'[13:14:12.890 19/05/1995]',0.001,-0.025,0.001,66.811,-0.182,0.293
'[13:14:12.892 19/05/1995]',0.001,-0.016,0.001,66.811,-0.182,0.293
'[13:14:12.894 19/05/1995]',0.001,-0.016,0.001,66.811,-0.182,0.293
'[13:14:12.896 19/05/1995]',-0.013,-0.016,0.001,66.711,-0.171,0.297
'[13:14:12.898 19/05/1995]',-0.027,-0.025,0.001,66.711,-0.171,0.297
'[13:14:12.900 19/05/1995]',-0.055,-0.042,-0.009,66.711,-0.171,0.297
'[13:14:12.902 19/05/1995]',-0.070,-0.059,-0.019,66.711,-0.171,0.297
'[13:14:12.904 19/05/1995]',-0.084,-0.111,-0.059,66.561,-0.163,0.301
'[13:14:12.906 19/05/1995]',-0.112,-0.154,-0.089,66.561,-0.163,0.301
'[13:14:12.908 19/05/1995]',-0.141,-0.205,-0.129,66.561,-0.163,0.301
'[13:14:12.910 19/05/1995]',-0.183,-0.248,-0.169,66.561,-0.163,0.301
'[13:14:12.912 19/05/1995]',-0.197,-0.265,-0.179,66.461,-0.152,0.304
'[13:14:12.914 19/05/1995]',-0.211,-0.274,-0.189,66.461,-0.152,0.304
'[13:14:12.916 19/05/1995]',-0.225,-0.282,-0.199,66.461,-0.152,0.304
'[13:14:12.918 19/05/1995]',-0.282,-0.291,-0.209,66.461,-0.152,0.304
'[13:14:12.920 19/05/1995]',-0.324,-0.299,-0.229,66.360,-0.137,0.307
'[13:14:12.922 19/05/1995]',-0.367,-0.325,-0.239,66.360,-0.137,0.307
'[13:14:12.924 19/05/1995]',-0.395,-0.351,-0.249,66.360,-0.137,0.307
'[13:14:12.926 19/05/1995]',-0.423,-0.385,-0.259,66.360,-0.137,0.307
'[13:14:12.928 19/05/1995]',-0.437,-0.436,-0.288,66.110,-0.120,0.309
'[13:14:12.930 19/05/1995]',-0.451,-0.496,-0.338,66.110,-0.120,0.309
'[13:14:12.932 19/05/1995]',-0.494,-0.548,-0.389,66.110,-0.120,0.309
'[13:14:12.934 19/05/1995]',-0.508,-0.591,-0.409,66.110,-0.120,0.309
'[13:14:12.936 19/05/1995]',-0.494,-0.616,-0.428,65.860,-0.101,0.312
'[13:14:12.938 19/05/1995]',-0.494,-0.642,-0.438,65.860,-0.101,0.312
'[13:14:12.940 19/05/1995]',-0.466,-0.625,-0.428,65.860,-0.101,0.312
'[13:14:12.942 19/05/1995]',-0.466,-0.616,-0.419,65.860,-0.101,0.312
'[13:14:12.944 19/05/1995]',-0.466,-0.616,-0.419,65.559,-0.086,0.315
'[13:14:12.946 19/05/1995]',-0.480,-0.616,-0.409,65.559,-0.086,0.315
'[13:14:12.948 19/05/1995]',-0.466,-0.599,-0.389,65.559,-0.086,0.315
'[13:14:12.950 19/05/1995]',-0.451,-0.582,-0.369,65.559,-0.086,0.315
'[13:14:12.952 19/05/1995]',-0.451,-0.548,-0.338,65.209,-0.069,0.317
'[13:14:12.954 19/05/1995]',-0.437,-0.522,-0.328,65.209,-0.069,0.317
'[13:14:12.956 19/05/1995]',-0.423,-0.496,-0.298,65.209,-0.069,0.317
'[13:14:12.958 19/05/1995]',-0.409,-0.479,-0.288,65.209,-0.069,0.317
'[13:14:12.960 19/05/1995]',-0.437,-0.471,-0.269,64.908,-0.056,0.319
'[13:14:12.962 19/05/1995]',-0.423,-0.454,-0.259,64.908,-0.056,0.319
'[13:14:12.964 19/05/1995]',-0.423,-0.436,-0.229,64.908,-0.056,0.319
'[13:14:12.966 19/05/1995]',-0.423,-0.411,-0.209,64.908,-0.056,0.319
'[13:14:12.968 19/05/1995]',-0.437,-0.411,-0.209,64.808,-0.041,0.319
'[13:14:12.970 19/05/1995]',-0.466,-0.385,-0.189,64.808,-0.041,0.319
'[13:14:12.972 19/05/1995]',-0.466,-0.368,-0.169,64.808,-0.041,0.319
'[13:14:12.974 19/05/1995]',-0.437,-0.325,-0.139,64.808,-0.041,0.319
'[13:14:12.976 19/05/1995]',-0.409,-0.308,-0.119,64.808,-0.025,0.317
'[13:14:12.978 19/05/1995]',-0.409,-0.274,-0.109,64.808,-0.025,0.317
'[13:14:12.980 19/05/1995]',-0.409,-0.256,-0.099,64.808,-0.025,0.317
'[13:14:12.982 19/05/1995]',-0.395,-0.248,-0.089,64.808,-0.025,0.317
'[13:14:12.984 19/05/1995]',-0.381,-0.222,-0.079,64.808,-0.011,0.315
'[13:14:12.986 19/05/1995]',-0.367,-0.205,-0.079,64.808,-0.011,0.315
'[13:14:12.988 19/05/1995]',-0.324,-0.179,-0.059,64.808,-0.011,0.315
'[13:14:12.990 19/05/1995]',-0.296,-0.145,-0.049,64.808,-0.011,0.315
'[13:14:12.992 19/05/1995]',-0.268,-0.136,-0.039,64.708,0.004,0.310
'[13:14:12.994 19/05/1995]',-0.239,-0.120,-0.039,64.708,0.004,0.310
'[13:14:12.996 19/05/1995]',-0.211,-0.094,-0.019,64.708,0.004,0.310
'[13:14:12.998 19/05/1995]',-0.197,-0.068,-0.009,64.708,0.004,0.310
'[13:14:13.000 19/05/1995]',-0.155,-0.042,0.001,64.507,0.019,0.304
'[13:14:13.002 19/05/1995]',-0.141,-0.025,0.001,64.507,0.019,0.304
'[13:14:13.004 19/05/1995]',-0.112,0.001,0.010,64.507,0.019,0.304
'[13:14:13.006 19/05/1995]',-0.084,0.001,0.010,64.507,0.019,0.304
'[13:14:13.008 19/05/1995]',-0.070,0.018,0.020,64.307,0.036,0.296
'[13:14:13.010 19/05/1995]',-0.055,0.026,0.020,64.307,0.036,0.296
'[13:14:13.012 19/05/1995]',-0.041,0.035,0.030,64.307,0.036,0.296
'[13:14:13.014 19/05/1995]',-0.027,0.043,0.040,64.307,0.036,0.296
'[13:14:13.016 19/05/1995]',-0.013,0.061,0.040,64.007,0.051,0.287
'[13:14:13.018 19/05/1995]',0.001,0.078,0.061,64.007,0.051,0.287
'[13:14:13.020 19/05/1995]',0.001,0.112,0.071,64.007,0.051,0.287
'[13:14:13.022 19/05/1995]',0.001,0.138,0.081,64.007,0.051,0.287
'[13:14:13.024 19/05/1995]',0.029,0.146,0.081,63.656,0.065,0.277
'[13:14:13.026 19/05/1995]',0.043,0.146,0.081,63.656,0.065,0.277
'[13:14:13.028 19/05/1995]',0.072,0.163,0.091,63.656,0.065,0.277
'[13:14:13.030 19/05/1995]',0.100,0.172,0.091,63.656,0.065,0.277
'[13:14:13.032 19/05/1995]',0.100,0.172,0.081,63.205,0.082,0.265
'[13:14:13.034 19/05/1995]',0.100,0.163,0.071,63.205,0.082,0.265
'[13:14:13.036 19/05/1995]',0.114,0.163,0.071,63.205,0.082,0.265
'[13:14:13.038 19/05/1995]',0.142,0.172,0.081,63.205,0.082,0.265
'[13:14:13.040 19/05/1995]',0.157,0.181,0.091,62.704,0.092,0.253
'[13:14:13.042 19/05/1995]',0.185,0.206,0.101,62.704,0.092,0.253
'[13:14:13.044 19/05/1995]',0.185,0.206,0.101,62.704,0.092,0.253
'[13:14:13.046 19/05/1995]',0.171,0.224,0.101,62.704,0.092,0.253
'[13:14:13.048 19/05/1995]',0.185,0.215,0.101,62.103,0.105,0.239
'[13:14:13.050 19/05/1995]',0.185,0.224,0.111,62.103,0.105,0.239
'[13:14:13.052 19/05/1995]',0.185,0.232,0.111,62.103,0.105,0.239
'[13:14:13.054 19/05/1995]',0.185,0.232,0.111,62.103,0.105,0.239
'[13:14:13.056 19/05/1995]',0.199,0.232,0.111,61.402,0.114,0.226
'[13:14:13.058 19/05/1995]',0.213,0.232,0.121,61.402,0.114,0.226
'[13:14:13.060 19/05/1995]',0.213,0.232,0.121,61.402,0.114,0.226
'[13:14:13.062 19/05/1995]',0.227,0.241,0.131,61.402,0.114,0.226
'[13:14:13.064 19/05/1995]',0.213,0.232,0.121,60.701,0.120,0.212
'[13:14:13.066 19/05/1995]',0.213,0.215,0.101,60.701,0.120,0.212
'[13:14:13.068 19/05/1995]',0.213,0.215,0.111,60.701,0.120,0.212
'[13:14:13.070 19/05/1995]',0.227,0.198,0.101,60.701,0.120,0.212
'[13:14:13.072 19/05/1995]',0.227,0.189,0.101,60.050,0.127,0.199
'[13:14:13.074 19/05/1995]',0.227,0.198,0.101,60.050,0.127,0.199
'[13:14:13.076 19/05/1995]',0.213,0.189,0.091,60.050,0.127,0.199
'[13:14:13.078 19/05/1995]',0.213,0.198,0.101,60.050,0.127,0.199
'[13:14:13.080 19/05/1995]',0.227,0.224,0.121,59.599,0.127,0.185
'[13:14:13.082 19/05/1995]',0.255,0.232,0.131,59.599,0.127,0.185
'[13:14:13.084 19/05/1995]',0.227,0.215,0.111,59.599,0.127,0.185
'[13:14:13.086 19/05/1995]',0.213,0.215,0.101,59.599,0.127,0.185
'[13:14:13.088 19/05/1995]',0.213,0.215,0.101,59.299,0.129,0.172
'[13:14:13.090 19/05/1995]',0.227,0.232,0.111,59.299,0.129,0.172
'[13:14:13.092 19/05/1995]',0.241,0.232,0.121,59.299,0.129,0.172
'[13:14:13.094 19/05/1995]',0.227,0.224,0.121,59.299,0.129,0.172
'[13:14:13.096 19/05/1995]',0.227,0.224,0.121,59.249,0.129,0.160
'[13:14:13.098 19/05/1995]',0.227,0.232,0.121,59.249,0.129,0.160
'[13:14:13.100 19/05/1995]',0.227,0.224,0.121,59.249,0.129,0.160
'[13:14:13.102 19/05/1995]',0.227,0.215,0.101,59.249,0.129,0.160
'[13:14:13.104 19/05/1995]',0.213,0.215,0.101,59.349,0.129,0.147
'[13:14:13.106 19/05/1995]',0.227,0.215,0.111,59.349,0.129,0.147
'[13:14:13.108 19/05/1995]',0.227,0.215,0.111,59.349,0.129,0.147
'[13:14:13.110 19/05/1995]',0.227,0.224,0.121,59.349,0.129,0.147
'[13:14:13.112 19/05/1995]',0.227,0.232,0.131,59.599,0.122,0.135
'[13:14:13.114 19/05/1995]',0.227,0.241,0.131,59.599,0.122,0.135
'[13:14:13.116 19/05/1995]',0.227,0.241,0.131,59.599,0.122,0.135
'[13:14:13.118 19/05/1995]',0.227,0.232,0.131,59.599,0.122,0.135
'[13:14:13.120 19/05/1995]',0.241,0.232,0.131,60.100,0.118,0.123
'[13:14:13.122 19/05/1995]',0.241,0.232,0.121,60.100,0.118,0.123
'[13:14:13.124 19/05/1995]',0.241,0.224,0.131,60.100,0.118,0.123
'[13:14:13.126 19/05/1995]',0.241,0.224,0.131,60.100,0.118,0.123
'[13:14:13.128 19/05/1995]',0.227,0.232,0.131,61.102,0.112,0.112
'[13:14:13.130 19/05/1995]',0.227,0.224,0.131,61.102,0.112,0.112
'[13:14:13.132 19/05/1995]',0.227,0.215,0.121,61.102,0.112,0.112
'[13:14:13.134 19/05/1995]',0.227,0.206,0.121,61.102,0.112,0.112
'[13:14:13.136 19/05/1995]',0.241,0.215,0.131,62.855,0.101,0.100
'[13:14:13.138 19/05/1995]',0.227,0.198,0.121,62.855,0.101,0.100
'[13:14:13.140 19/05/1995]',0.227,0.206,0.121,62.855,0.101,0.100
'[13:14:13.142 19/05/1995]',0.241,0.215,0.131,62.855,0.101,0.100
'[13:14:13.144 19/05/1995]',0.227,0.215,0.131,65.459,0.094,0.088
'[13:14:13.146 19/05/1995]',0.227,0.206,0.111,65.459,0.094,0.088
'[13:14:13.148 19/05/1995]',0.227,0.198,0.111,65.459,0.094,0.088
'[13:14:13.150 19/05/1995]',0.227,0.189,0.111,65.459,0.094,0.088
'[13:14:13.152 19/05/1995]',0.227,0.189,0.101,68.664,0.084,0.078
'[13:14:13.154 19/05/1995]',0.213,0.198,0.111,68.664,0.084,0.078
'[13:14:13.156 19/05/1995]',0.213,0.206,0.101,68.664,0.084,0.078
'[13:14:13.158 19/05/1995]',0.213,0.206,0.111,68.664,0.084,0.078
'[13:14:13.160 19/05/1995]',0.213,0.215,0.111,72.320,0.075,0.069
'[13:14:13.162 19/05/1995]',0.213,0.215,0.111,72.320,0.075,0.069
'[13:14:13.164 19/05/1995]',0.213,0.206,0.121,72.320,0.075,0.069
'[13:14:13.166 19/05/1995]',0.199,0.198,0.111,72.320,0.075,0.069
'[13:14:13.168 19/05/1995]',0.199,0.198,0.121,76.327,0.073,0.059
'[13:14:13.170 19/05/1995]',0.213,0.198,0.131,76.327,0.073,0.059
'[13:14:13.172 19/05/1995]',0.199,0.189,0.121,76.327,0.073,0.059
'[13:14:13.174 19/05/1995]',0.185,0.172,0.101,76.327,0.073,0.059
'[13:14:13.176 19/05/1995]',0.171,0.155,0.081,80.634,0.070,0.051
'[13:14:13.178 19/05/1995]',0.171,0.146,0.081,80.634,0.070,0.051
'[13:14:13.180 19/05/1995]',0.171,0.146,0.091,80.634,0.070,0.051
'[13:14:13.182 19/05/1995]',0.171,0.172,0.091,80.634,0.070,0.051
'[13:14:13.184 19/05/1995]',0.171,0.163,0.091,85.192,0.073,0.044
'[13:14:13.186 19/05/1995]',0.171,0.155,0.081,85.192,0.073,0.044
'[13:14:13.188 19/05/1995]',0.157,0.146,0.081,85.192,0.073,0.044
'[13:14:13.190 19/05/1995]',0.142,0.138,0.081,85.192,0.073,0.044
'[13:14:13.192 19/05/1995]',0.142,0.129,0.071,89.699,0.082,0.037
'[13:14:13.194 19/05/1995]',0.142,0.121,0.081,89.699,0.082,0.037
'[13:14:13.196 19/05/1995]',0.157,0.121,0.091,89.699,0.082,0.037
'[13:14:13.198 19/05/1995]',0.157,0.112,0.091,89.699,0.082,0.037
'[13:14:13.200 19/05/1995]',0.142,0.095,0.071,93.856,0.097,0.030
'[13:14:13.202 19/05/1995]',0.114,0.078,0.040,93.856,0.097,0.030
'[13:14:13.204 19/05/1995]',0.114,0.086,0.051,93.856,0.097,0.030
'[13:14:13.206 19/05/1995]',0.114,0.095,0.061,93.856,0.097,0.030
'[13:14:13.208 19/05/1995]',0.114,0.086,0.061,97.462,0.122,0.025
'[13:14:13.210 19/05/1995]',0.100,0.078,0.051,97.462,0.122,0.025
'[13:14:13.212 19/05/1995]',0.086,0.078,0.051,97.462,0.122,0.025
'[13:14:13.214 19/05/1995]',0.086,0.069,0.051,97.462,0.122,0.025
'[13:14:13.216 19/05/1995]',0.072,0.052,0.040,100.367,0.150,0.018
'[13:14:13.218 19/05/1995]',0.043,0.052,0.040,100.367,0.150,0.018
'[13:14:13.220 19/05/1995]',0.043,0.052,0.040,100.367,0.150,0.018
'[13:14:13.222 19/05/1995]',0.043,0.043,0.040,100.367,0.150,0.018
'[13:14:13.224 19/05/1995]',0.043,0.043,0.040,102.471,0.186,0.013
'[13:14:13.226 19/05/1995]',0.043,0.035,0.040,102.471,0.186,0.013
'[13:14:13.228 19/05/1995]',0.072,0.035,0.040,102.471,0.186,0.013
'[13:14:13.230 19/05/1995]',0.057,0.035,0.030,102.471,0.186,0.013
'[13:14:13.232 19/05/1995]',0.043,0.035,0.030,103.773,0.223,0.008
'[13:14:13.234 19/05/1995]',0.043,0.018,0.030,103.773,0.223,0.008
'[13:14:13.236 19/05/1995]',0.043,0.018,0.020,103.773,0.223,0.008
'[13:14:13.238 19/05/1995]',0.043,0.009,0.020,103.773,0.223,0.008
'[13:14:13.240 19/05/1995]',0.029,0.018,0.020,104.274,0.261,0.004
'[13:14:13.242 19/05/1995]',0.029,0.018,0.020,104.274,0.261,0.004
'[13:14:13.244 19/05/1995]',0.015,0.009,0.020,104.274,0.261,0.004
'[13:14:13.246 19/05/1995]',0.015,0.009,0.030,104.274,0.261,0.004
'[13:14:13.248 19/05/1995]',0.029,0.018,0.030,104.023,0.299,-0.001
'[13:14:13.250 19/05/1995]',0.043,0.018,0.020,104.023,0.299,-0.001
'[13:14:13.252 19/05/1995]',0.043,0.009,0.020,104.023,0.299,-0.001
'[13:14:13.254 19/05/1995]',0.029,0.009,0.010,104.023,0.299,-0.001
'[13:14:13.256 19/05/1995]',0.043,0.001,0.010,103.022,0.334,-0.005
'[13:14:13.258 19/05/1995]',0.043,0.001,0.010,103.022,0.334,-0.005
'[13:14:13.260 19/05/1995]',0.043,0.001,0.020,103.022,0.334,-0.005
'[13:14:13.262 19/05/1995]',0.029,0.001,0.030,103.022,0.334,-0.005
'[13:14:13.264 19/05/1995]',0.029,0.001,0.030,101.569,0.364,-0.009
'[13:14:13.266 19/05/1995]',0.043,0.001,0.020,101.569,0.364,-0.009
