'Time and date','II','MCL1','ABP','PAP','ART','PLETH','RESP'
'[14:11:33.574 07/05/1995]',0.001,0.001,63.500,47.425,85.671,-0.451,-0.559
'[14:11:33.576 07/05/1995]',0.001,0.007,63.150,44.725,83.721,-0.403,-0.557
'[14:11:33.578 07/05/1995]',0.001,0.001,63.150,44.725,83.721,-0.403,-0.557
'[14:11:33.580 07/05/1995]',0.001,0.001,63.150,44.725,83.721,-0.403,-0.557
'[14:11:33.582 07/05/1995]',0.001,0.001,63.150,44.725,83.721,-0.403,-0.557
'[14:11:33.584 07/05/1995]',0.001,-0.006,63.700,41.050,81.545,-0.367,-0.556
'[14:11:33.586 07/05/1995]',0.001,0.001,63.700,41.050,81.545,-0.367,-0.556
'[14:11:33.588 07/05/1995]',0.001,-0.006,63.700,41.050,81.545,-0.367,-0.556
'[14:11:33.590 07/05/1995]',0.001,-0.006,63.700,41.050,81.545,-0.367,-0.556
'[14:11:33.592 07/05/1995]',0.001,-0.006,64.950,37.000,79.295,-0.338,-0.555
'[14:11:33.594 07/05/1995]',0.001,0.001,64.950,37.000,79.295,-0.338,-0.555
'[14:11:33.596 07/05/1995]',0.001,-0.006,64.950,37.000,79.295,-0.338,-0.555
'[14:11:33.598 07/05/1995]',0.001,-0.006,64.950,37.000,79.295,-0.338,-0.555
'[14:11:33.600 07/05/1995]',0.001,-0.006,66.400,34.650,76.969,-0.309,-0.554
'[14:11:33.602 07/05/1995]',0.001,-0.006,66.400,34.650,76.969,-0.309,-0.554
'[14:11:33.604 07/05/1995]',0.001,-0.006,66.400,34.650,76.969,-0.309,-0.554
'[14:11:33.606 07/05/1995]',0.001,-0.013,66.400,34.650,76.969,-0.309,-0.554
'[14:11:33.608 07/05/1995]',0.001,-0.006,67.850,35.950,74.794,-0.293,-0.553
'[14:11:33.610 07/05/1995]',0.001,-0.006,67.850,35.950,74.794,-0.293,-0.553
'[14:11:33.612 07/05/1995]',0.001,-0.006,67.850,35.950,74.794,-0.293,-0.553
'[14:11:33.614 07/05/1995]',0.001,-0.006,67.850,35.950,74.794,-0.293,-0.553
'[14:11:33.616 07/05/1995]',0.017,-0.006,69.300,39.750,72.843,-0.277,-0.553
'[14:11:33.618 07/05/1995]',0.001,-0.006,69.300,39.750,72.843,-0.277,-0.553
'[14:11:33.620 07/05/1995]',0.017,-0.006,69.300,39.750,72.843,-0.277,-0.553
'[14:11:33.622 07/05/1995]',0.017,-0.006,69.300,39.750,72.843,-0.277,-0.553
'[14:11:33.624 07/05/1995]',0.017,-0.006,70.850,42.800,71.043,-0.274,-0.553
'[14:11:33.626 07/05/1995]',0.001,-0.006,70.850,42.800,71.043,-0.274,-0.553
'[14:11:33.628 07/05/1995]',0.017,-0.006,70.850,42.800,71.043,-0.274,-0.553
'[14:11:33.630 07/05/1995]',0.001,-0.006,70.850,42.800,71.043,-0.274,-0.553
'[14:11:33.632 07/05/1995]',0.017,-0.006,72.700,42.925,69.542,-0.267,-0.553
'[14:11:33.634 07/05/1995]',0.001,-0.013,72.700,42.925,69.542,-0.267,-0.553
'[14:11:33.636 07/05/1995]',0.017,-0.006,72.700,42.925,69.542,-0.267,-0.553
'[14:11:33.638 07/05/1995]',0.017,-0.006,72.700,42.925,69.542,-0.267,-0.553
'[14:11:33.640 07/05/1995]',0.017,-0.013,75.050,40.525,68.267,-0.271,-0.554
'[14:11:33.642 07/05/1995]',0.001,-0.013,75.050,40.525,68.267,-0.271,-0.554
'[14:11:33.644 07/05/1995]',0.017,-0.013,75.050,40.525,68.267,-0.271,-0.554
'[14:11:33.646 07/05/1995]',0.017,-0.006,75.050,40.525,68.267,-0.271,-0.554
'[14:11:33.648 07/05/1995]',0.001,-0.006,78.100,37.350,67.292,-0.274,-0.555
'[14:11:33.650 07/05/1995]',0.017,-0.006,78.100,37.350,67.292,-0.274,-0.555
'[14:11:33.652 07/05/1995]',0.017,-0.006,78.100,37.350,67.292,-0.274,-0.555
'[14:11:33.654 07/05/1995]',0.017,-0.006,78.100,37.350,67.292,-0.274,-0.555
'[14:11:33.656 07/05/1995]',0.017,-0.006,81.900,34.900,66.917,-0.280,-0.556
'[14:11:33.658 07/05/1995]',0.017,-0.006,81.900,34.900,66.917,-0.280,-0.556
'[14:11:33.660 07/05/1995]',0.001,-0.006,81.900,34.900,66.917,-0.280,-0.556
'[14:11:33.662 07/05/1995]',0.001,-0.013,81.900,34.900,66.917,-0.280,-0.556
'[14:11:33.664 07/05/1995]',0.017,-0.006,86.450,33.650,67.217,-0.293,-0.557
'[14:11:33.666 07/05/1995]',0.017,-0.006,86.450,33.650,67.217,-0.293,-0.557
'[14:11:33.668 07/05/1995]',0.017,-0.006,86.450,33.650,67.217,-0.293,-0.557
'[14:11:33.670 07/05/1995]',0.001,-0.006,86.450,33.650,67.217,-0.293,-0.557
'[14:11:33.672 07/05/1995]',0.001,-0.006,91.200,33.475,68.267,-0.443,-0.557
'[14:11:33.674 07/05/1995]',0.001,-0.006,91.200,33.475,68.267,-0.443,-0.557
'[14:11:33.676 07/05/1995]',0.001,-0.006,91.200,33.475,68.267,-0.443,-0.557
'[14:11:33.678 07/05/1995]',0.001,-0.006,91.200,33.475,68.267,-0.443,-0.557
'[14:11:33.680 07/05/1995]',0.001,-0.006,95.850,33.950,70.143,-0.455,-0.558
'[14:11:33.682 07/05/1995]',0.001,-0.006,95.850,33.950,70.143,-0.455,-0.558
'[14:11:33.684 07/05/1995]',0.001,-0.006,95.850,33.950,70.143,-0.455,-0.558
'[14:11:33.686 07/05/1995]',0.001,-0.006,95.850,33.950,70.143,-0.455,-0.558
'[14:11:33.688 07/05/1995]',0.001,0.001,100.300,34.725,72.768,-0.474,-0.558
'[14:11:33.690 07/05/1995]',0.001,-0.006,100.300,34.725,72.768,-0.474,-0.558
'[14:11:33.692 07/05/1995]',0.001,-0.006,100.300,34.725,72.768,-0.474,-0.558
'[14:11:33.694 07/05/1995]',0.001,-0.006,100.300,34.725,72.768,-0.474,-0.558
'[14:11:33.696 07/05/1995]',0.001,-0.006,104.200,35.350,76.069,-0.489,-0.557
'[14:11:33.698 07/05/1995]',0.001,-0.006,104.200,35.350,76.069,-0.489,-0.557
'[14:11:33.700 07/05/1995]',0.001,-0.006,104.200,35.350,76.069,-0.489,-0.557
'[14:11:33.702 07/05/1995]',0.001,0.001,104.200,35.350,76.069,-0.489,-0.557
'[14:11:33.704 07/05/1995]',0.001,0.001,106.950,35.775,80.045,-0.505,-0.556
'[14:11:33.706 07/05/1995]',0.001,0.001,106.950,35.775,80.045,-0.505,-0.556
'[14:11:33.708 07/05/1995]',0.001,0.001,106.950,35.775,80.045,-0.505,-0.556
'[14:11:33.710 07/05/1995]',0.001,0.001,106.950,35.775,80.045,-0.505,-0.556
'[14:11:33.712 07/05/1995]',0.001,0.001,108.500,35.825,84.621,-0.523,-0.554
'[14:11:33.714 07/05/1995]',0.001,-0.006,108.500,35.825,84.621,-0.523,-0.554
'[14:11:33.716 07/05/1995]',0.001,0.001,108.500,35.825,84.621,-0.523,-0.554
'[14:11:33.718 07/05/1995]',0.001,0.001,108.500,35.825,84.621,-0.523,-0.554
'[14:11:33.720 07/05/1995]',0.001,0.001,109.800,35.525,89.647,-0.533,-0.551
'[14:11:33.722 07/05/1995]',0.001,0.001,109.800,35.525,89.647,-0.533,-0.551
'[14:11:33.724 07/05/1995]',0.001,0.001,109.800,35.525,89.647,-0.533,-0.551
'[14:11:33.726 07/05/1995]',0.001,0.001,109.800,35.525,89.647,-0.533,-0.551
'[14:11:33.728 07/05/1995]',0.001,0.001,111.750,34.825,94.974,-0.539,-0.548
'[14:11:33.730 07/05/1995]',0.001,0.001,111.750,34.825,94.974,-0.539,-0.548
'[14:11:33.732 07/05/1995]',0.001,0.007,111.750,34.825,94.974,-0.539,-0.548
'[14:11:33.734 07/05/1995]',0.001,0.007,111.750,34.825,94.974,-0.539,-0.548
'[14:11:33.736 07/05/1995]',0.001,0.001,114.500,33.775,100.450,-0.539,-0.544
'[14:11:33.738 07/05/1995]',0.001,0.001,114.500,33.775,100.450,-0.539,-0.544
'[14:11:33.740 07/05/1995]',0.001,0.007,114.500,33.775,100.450,-0.539,-0.544
'[14:11:33.742 07/05/1995]',0.001,0.007,114.500,33.775,100.450,-0.539,-0.544
'[14:11:33.744 07/05/1995]',0.001,0.007,116.800,32.375,105.851,-0.530,-0.541
'[14:11:33.746 07/05/1995]',0.001,0.007,116.800,32.375,105.851,-0.530,-0.541
'[14:11:33.748 07/05/1995]',0.017,0.014,116.800,32.375,105.851,-0.530,-0.541
'[14:11:33.750 07/05/1995]',0.017,0.014,116.800,32.375,105.851,-0.530,-0.541
'[14:11:33.752 07/05/1995]',0.017,0.014,117.350,30.900,111.178,-0.511,-0.537
'[14:11:33.754 07/05/1995]',0.017,0.007,117.350,30.900,111.178,-0.511,-0.537
'[14:11:33.756 07/05/1995]',0.033,0.007,117.350,30.900,111.178,-0.511,-0.537
'[14:11:33.758 07/05/1995]',0.033,0.001,117.350,30.900,111.178,-0.511,-0.537
'[14:11:33.760 07/05/1995]',0.033,0.007,115.850,29.900,115.904,-0.474,-0.534
'[14:11:33.762 07/05/1995]',0.050,0.001,115.850,29.900,115.904,-0.474,-0.534
'[14:11:33.764 07/05/1995]',0.066,0.007,115.850,29.900,115.904,-0.474,-0.534
'[14:11:33.766 07/05/1995]',0.050,0.001,115.850,29.900,115.904,-0.474,-0.534
'[14:11:33.768 07/05/1995]',0.050,0.001,112.150,29.550,119.955,-0.430,-0.531
'[14:11:33.770 07/05/1995]',0.066,0.007,112.150,29.550,119.955,-0.430,-0.531
'[14:11:33.772 07/05/1995]',0.050,0.007,112.150,29.550,119.955,-0.430,-0.531
'[14:11:33.774 07/05/1995]',0.050,0.001,112.150,29.550,119.955,-0.430,-0.531
'[14:11:33.776 07/05/1995]',0.066,0.001,107.200,29.800,123.031,-0.371,-0.528
'[14:11:33.778 07/05/1995]',0.066,0.001,107.200,29.800,123.031,-0.371,-0.528
'[14:11:33.780 07/05/1995]',0.066,-0.006,107.200,29.800,123.031,-0.371,-0.528
'[14:11:33.782 07/05/1995]',0.066,-0.013,107.200,29.800,123.031,-0.371,-0.528
'[14:11:33.784 07/05/1995]',0.082,-0.027,102.550,30.075,125.281,-0.305,-0.525
'[14:11:33.786 07/05/1995]',0.082,-0.027,102.550,30.075,125.281,-0.305,-0.525
'[14:11:33.788 07/05/1995]',0.066,-0.034,102.550,30.075,125.281,-0.305,-0.525
'[14:11:33.790 07/05/1995]',0.066,-0.041,102.550,30.075,125.281,-0.305,-0.525
'[14:11:33.792 07/05/1995]',0.066,-0.041,99.850,30.275,126.557,-0.228,-0.521
'[14:11:33.794 07/05/1995]',0.050,-0.041,99.850,30.275,126.557,-0.228,-0.521
'[14:11:33.796 07/05/1995]',0.050,-0.041,99.850,30.275,126.557,-0.228,-0.521
'[14:11:33.798 07/05/1995]',0.050,-0.041,99.850,30.275,126.557,-0.228,-0.521
'[14:11:33.800 07/05/1995]',0.033,-0.041,99.050,30.275,126.932,-0.146,-0.518
'[14:11:33.802 07/05/1995]',0.033,-0.041,99.050,30.275,126.932,-0.146,-0.518
'[14:11:33.804 07/05/1995]',0.017,-0.041,99.050,30.275,126.932,-0.146,-0.518
'[14:11:33.806 07/05/1995]',0.033,-0.041,99.050,30.275,126.932,-0.146,-0.518
'[14:11:33.808 07/05/1995]',0.033,-0.041,99.450,30.200,126.407,-0.056,-0.515
'[14:11:33.810 07/05/1995]',0.033,-0.034,99.450,30.200,126.407,-0.056,-0.515
'[14:11:33.812 07/05/1995]',0.033,-0.041,99.450,30.200,126.407,-0.056,-0.515
'[14:11:33.814 07/05/1995]',0.033,-0.041,99.450,30.200,126.407,-0.056,-0.515
'[14:11:33.816 07/05/1995]',0.033,-0.054,100.100,30.150,124.831,0.028,-0.513
'[14:11:33.818 07/05/1995]',0.033,-0.041,100.100,30.150,124.831,0.028,-0.513
'[14:11:33.820 07/05/1995]',0.033,-0.054,100.100,30.150,124.831,0.028,-0.513
'[14:11:33.822 07/05/1995]',0.033,-0.041,100.100,30.150,124.831,0.028,-0.513
'[14:11:33.824 07/05/1995]',0.033,-0.034,99.400,29.800,122.206,0.112,-0.511
'[14:11:33.826 07/05/1995]',0.033,-0.034,99.400,29.800,122.206,0.112,-0.511
'[14:11:33.828 07/05/1995]',0.033,-0.027,99.400,29.800,122.206,0.112,-0.511
'[14:11:33.830 07/05/1995]',0.017,-0.027,99.400,29.800,122.206,0.112,-0.511
'[14:11:33.832 07/05/1995]',0.017,-0.013,96.150,28.925,118.680,0.187,-0.509
'[14:11:33.834 07/05/1995]',0.017,-0.006,96.150,28.925,118.680,0.187,-0.509
'[14:11:33.836 07/05/1995]',0.001,-0.006,96.150,28.925,118.680,0.187,-0.509
'[14:11:33.838 07/05/1995]',0.001,0.001,96.150,28.925,118.680,0.187,-0.509
'[14:11:33.840 07/05/1995]',-0.015,0.001,90.750,27.625,114.704,0.256,-0.507
'[14:11:33.842 07/05/1995]',-0.015,0.007,90.750,27.625,114.704,0.256,-0.507
'[14:11:33.844 07/05/1995]',-0.015,0.007,90.750,27.625,114.704,0.256,-0.507
'[14:11:33.846 07/05/1995]',-0.031,0.007,90.750,27.625,114.704,0.256,-0.507
'[14:11:33.848 07/05/1995]',-0.031,0.014,84.300,26.575,110.353,0.311,-0.506
'[14:11:33.850 07/05/1995]',-0.031,0.014,84.300,26.575,110.353,0.311,-0.506
'[14:11:33.852 07/05/1995]',-0.031,0.014,84.300,26.575,110.353,0.311,-0.506
'[14:11:33.854 07/05/1995]',-0.031,0.007,84.300,26.575,110.353,0.311,-0.506
'[14:11:33.856 07/05/1995]',-0.031,0.007,78.400,26.225,106.077,0.358,-0.505
'[14:11:33.858 07/05/1995]',-0.031,0.007,78.400,26.225,106.077,0.358,-0.505
'[14:11:33.860 07/05/1995]',-0.031,0.007,78.400,26.225,106.077,0.358,-0.505
'[14:11:33.862 07/05/1995]',-0.031,0.007,78.400,26.225,106.077,0.358,-0.505
'[14:11:33.864 07/05/1995]',-0.031,0.007,74.200,26.700,101.800,0.396,-0.504
'[14:11:33.866 07/05/1995]',-0.047,0.007,74.200,26.700,101.800,0.396,-0.504
'[14:11:33.868 07/05/1995]',-0.031,0.007,74.200,26.700,101.800,0.396,-0.504
'[14:11:33.870 07/05/1995]',-0.031,0.001,74.200,26.700,101.800,0.396,-0.504
'[14:11:33.872 07/05/1995]',-0.031,0.007,72.100,27.575,97.749,0.414,-0.503
'[14:11:33.874 07/05/1995]',-0.031,0.007,72.100,27.575,97.749,0.414,-0.503
'[14:11:33.876 07/05/1995]',-0.031,0.007,72.100,27.575,97.749,0.414,-0.503
'[14:11:33.878 07/05/1995]',-0.031,0.007,72.100,27.575,97.749,0.414,-0.503
'[14:11:33.880 07/05/1995]',-0.031,0.007,71.950,28.275,93.773,0.430,-0.502
'[14:11:33.882 07/05/1995]',-0.031,0.007,71.950,28.275,93.773,0.430,-0.502
'[14:11:33.884 07/05/1995]',-0.031,0.007,71.950,28.275,93.773,0.430,-0.502
'[14:11:33.886 07/05/1995]',-0.031,0.007,71.950,28.275,93.773,0.430,-0.502
'[14:11:33.888 07/05/1995]',-0.031,0.007,73.200,28.450,90.023,0.424,-0.502
'[14:11:33.890 07/05/1995]',-0.031,0.007,73.200,28.450,90.023,0.424,-0.502
'[14:11:33.892 07/05/1995]',-0.031,0.007,73.200,28.450,90.023,0.424,-0.502
'[14:11:33.894 07/05/1995]',-0.031,0.007,73.200,28.450,90.023,0.424,-0.502
'[14:11:33.896 07/05/1995]',-0.031,0.001,75.000,28.200,86.647,0.414,-0.501
'[14:11:33.898 07/05/1995]',-0.031,0.007,75.000,28.200,86.647,0.414,-0.501
'[14:11:33.900 07/05/1995]',-0.031,0.007,75.000,28.200,86.647,0.414,-0.501
'[14:11:33.902 07/05/1995]',-0.031,0.007,75.000,28.200,86.647,0.414,-0.501
'[14:11:33.904 07/05/1995]',-0.031,0.007,76.950,27.750,83.571,0.393,-0.501
'[14:11:33.906 07/05/1995]',-0.031,0.007,76.950,27.750,83.571,0.393,-0.501
'[14:11:33.908 07/05/1995]',-0.031,0.007,76.950,27.750,83.571,0.393,-0.501
'[14:11:33.910 07/05/1995]',-0.015,0.007,76.950,27.750,83.571,0.393,-0.501
'[14:11:33.912 07/05/1995]',-0.031,0.007,78.450,27.225,80.795,0.358,-0.500
'[14:11:33.914 07/05/1995]',-0.031,0.007,78.450,27.225,80.795,0.358,-0.500
'[14:11:33.916 07/05/1995]',-0.031,0.007,78.450,27.225,80.795,0.358,-0.500
'[14:11:33.918 07/05/1995]',-0.031,0.014,78.450,27.225,80.795,0.358,-0.500
'[14:11:33.920 07/05/1995]',-0.031,0.007,79.250,26.575,78.320,0.318,-0.500
'[14:11:33.922 07/05/1995]',-0.047,0.028,79.250,26.575,78.320,0.318,-0.500
'[14:11:33.924 07/05/1995]',-0.031,0.042,79.250,26.575,78.320,0.318,-0.500
'[14:11:33.926 07/05/1995]',-0.047,0.076,79.250,26.575,78.320,0.318,-0.500
'[14:11:33.928 07/05/1995]',-0.047,0.117,79.100,25.975,76.144,0.271,-0.500
'[14:11:33.930 07/05/1995]',-0.047,0.179,79.100,25.975,76.144,0.271,-0.500
'[14:11:33.932 07/05/1995]',-0.064,0.240,79.100,25.975,76.144,0.271,-0.500
'[14:11:33.934 07/05/1995]',-0.080,0.309,79.100,25.975,76.144,0.271,-0.500
'[14:11:33.936 07/05/1995]',-0.080,0.378,78.300,25.700,74.344,0.215,-0.500
'[14:11:33.938 07/05/1995]',-0.064,0.432,78.300,25.700,74.344,0.215,-0.500
'[14:11:33.940 07/05/1995]',-0.031,0.467,78.300,25.700,74.344,0.215,-0.500
'[14:11:33.942 07/05/1995]',0.017,0.487,78.300,25.700,74.344,0.215,-0.500
'[14:11:33.944 07/05/1995]',0.082,0.494,76.800,25.925,72.768,0.152,-0.500
'[14:11:33.946 07/05/1995]',0.147,0.494,76.800,25.925,72.768,0.152,-0.500
'[14:11:33.948 07/05/1995]',0.213,0.487,76.800,25.925,72.768,0.152,-0.500
'[14:11:33.950 07/05/1995]',0.293,0.467,76.800,25.925,72.768,0.152,-0.500
'[14:11:33.952 07/05/1995]',0.359,0.432,74.950,26.400,71.568,0.087,-0.500
'[14:11:33.954 07/05/1995]',0.342,0.384,74.950,26.400,71.568,0.087,-0.500
'[14:11:33.956 07/05/1995]',0.293,0.378,74.950,26.400,71.568,0.087,-0.500
'[14:11:33.958 07/05/1995]',0.164,0.378,74.950,26.400,71.568,0.087,-0.500
'[14:11:33.960 07/05/1995]',0.001,0.378,72.700,26.750,70.518,0.018,-0.500
'[14:11:33.962 07/05/1995]',-0.161,0.364,72.700,26.750,70.518,0.018,-0.500
'[14:11:33.964 07/05/1995]',-0.324,0.336,72.700,26.750,70.518,0.018,-0.500
'[14:11:33.966 07/05/1995]',-0.470,0.309,72.700,26.750,70.518,0.018,-0.500
'[14:11:33.968 07/05/1995]',-0.551,0.282,70.100,26.575,69.767,-0.053,-0.500
'[14:11:33.970 07/05/1995]',-0.633,0.261,70.100,26.575,69.767,-0.053,-0.500
'[14:11:33.972 07/05/1995]',-0.681,0.240,70.100,26.575,69.767,-0.053,-0.500
'[14:11:33.974 07/05/1995]',-0.697,0.213,70.100,26.575,69.767,-0.053,-0.500
'[14:11:33.976 07/05/1995]',-0.681,0.186,67.250,25.875,69.167,-0.128,-0.500
'[14:11:33.978 07/05/1995]',-0.665,0.138,67.250,25.875,69.167,-0.128,-0.500
'[14:11:33.980 07/05/1995]',-0.616,0.103,67.250,25.875,69.167,-0.128,-0.500
'[14:11:33.982 07/05/1995]',-0.551,0.062,67.250,25.875,69.167,-0.128,-0.500
'[14:11:33.984 07/05/1995]',-0.470,0.028,64.650,25.000,68.717,-0.206,-0.500
'[14:11:33.986 07/05/1995]',-0.405,0.001,64.650,25.000,68.717,-0.206,-0.500
'[14:11:33.988 07/05/1995]',-0.324,-0.013,64.650,25.000,68.717,-0.206,-0.500
'[14:11:33.990 07/05/1995]',-0.242,-0.041,64.650,25.000,68.717,-0.206,-0.500
'[14:11:33.992 07/05/1995]',-0.161,-0.061,62.650,24.450,68.342,-0.281,-0.500
'[14:11:33.994 07/05/1995]',-0.096,-0.075,62.650,24.450,68.342,-0.281,-0.500
'[14:11:33.996 07/05/1995]',-0.047,-0.082,62.650,24.450,68.342,-0.281,-0.500
'[14:11:33.998 07/05/1995]',-0.015,-0.075,62.650,24.450,68.342,-0.281,-0.500
'[14:11:34.000 07/05/1995]',0.001,-0.075,61.200,24.575,68.042,-0.361,-0.500
'[14:11:34.002 07/05/1995]',0.001,-0.075,61.200,24.575,68.042,-0.361,-0.500
'[14:11:34.004 07/05/1995]',0.001,-0.075,61.200,24.575,68.042,-0.361,-0.500
'[14:11:34.006 07/05/1995]',0.001,-0.075,61.200,24.575,68.042,-0.361,-0.500
'[14:11:34.008 07/05/1995]',0.001,-0.075,60.000,25.225,67.892,-0.440,-0.500
'[14:11:34.010 07/05/1995]',0.001,-0.075,60.000,25.225,67.892,-0.440,-0.500
'[14:11:34.012 07/05/1995]',0.001,-0.075,60.000,25.225,67.892,-0.440,-0.500
'[14:11:34.014 07/05/1995]',0.001,-0.075,60.000,25.225,67.892,-0.440,-0.500
'[14:11:34.016 07/05/1995]',0.001,-0.075,58.850,26.325,67.592,-0.511,-0.500
'[14:11:34.018 07/05/1995]',0.001,-0.075,58.850,26.325,67.592,-0.511,-0.500
'[14:11:34.020 07/05/1995]',0.001,-0.075,58.850,26.325,67.592,-0.511,-0.500
'[14:11:34.022 07/05/1995]',0.001,-0.075,58.850,26.325,67.592,-0.511,-0.500
'[14:11:34.024 07/05/1995]',0.017,-0.075,57.350,27.575,67.217,-0.586,-0.500
'[14:11:34.026 07/05/1995]',0.017,-0.075,57.350,27.575,67.217,-0.586,-0.500
'[14:11:34.028 07/05/1995]',0.017,-0.075,57.350,27.575,67.217,-0.586,-0.500
'[14:11:34.030 07/05/1995]',0.017,-0.075,57.350,27.575,67.217,-0.586,-0.500
'[14:11:34.032 07/05/1995]',0.033,-0.075,55.600,28.275,66.617,-0.648,-0.500
'[14:11:34.034 07/05/1995]',0.033,-0.075,55.600,28.275,66.617,-0.648,-0.500
'[14:11:34.036 07/05/1995]',0.033,-0.075,55.600,28.275,66.617,-0.648,-0.500
'[14:11:34.038 07/05/1995]',0.033,-0.082,55.600,28.275,66.617,-0.648,-0.500
'[14:11:34.040 07/05/1995]',0.033,-0.082,53.450,27.675,65.791,-0.705,-0.500
'[14:11:34.042 07/05/1995]',0.033,-0.075,53.450,27.675,65.791,-0.705,-0.500
'[14:11:34.044 07/05/1995]',0.033,-0.075,53.450,27.675,65.791,-0.705,-0.500
'[14:11:34.046 07/05/1995]',0.050,-0.082,53.450,27.675,65.791,-0.705,-0.500
'[14:11:34.048 07/05/1995]',0.050,-0.075,51.150,25.875,64.816,-0.748,-0.500
'[14:11:34.050 07/05/1995]',0.050,-0.075,51.150,25.875,64.816,-0.748,-0.500
'[14:11:34.052 07/05/1995]',0.050,-0.075,51.150,25.875,64.816,-0.748,-0.500
'[14:11:34.054 07/05/1995]',0.050,-0.075,51.150,25.875,64.816,-0.748,-0.500
'[14:11:34.056 07/05/1995]',0.066,-0.075,49.300,24.050,63.691,-0.779,-0.500
'[14:11:34.058 07/05/1995]',0.066,-0.082,49.300,24.050,63.691,-0.779,-0.500
'[14:11:34.060 07/05/1995]',0.066,-0.082,49.300,24.050,63.691,-0.779,-0.500
'[14:11:34.062 07/05/1995]',0.066,-0.082,49.300,24.050,63.691,-0.779,-0.500
'[14:11:34.064 07/05/1995]',0.066,-0.082,48.600,23.700,62.341,-0.798,-0.501
'[14:11:34.066 07/05/1995]',0.082,-0.082,48.600,23.700,62.341,-0.798,-0.501
'[14:11:34.068 07/05/1995]',0.082,-0.082,48.600,23.700,62.341,-0.798,-0.501
'[14:11:34.070 07/05/1995]',0.082,-0.082,48.600,23.700,62.341,-0.798,-0.501
'[14:11:34.072 07/05/1995]',0.082,-0.082,49.350,25.175,60.840,-0.795,-0.502
'[14:11:34.074 07/05/1995]',0.082,-0.082,49.350,25.175,60.840,-0.795,-0.502
'[14:11:34.076 07/05/1995]',0.082,-0.082,49.350,25.175,60.840,-0.795,-0.502
'[14:11:34.078 07/05/1995]',0.082,-0.089,49.350,25.175,60.840,-0.795,-0.502
'[14:11:34.080 07/05/1995]',0.082,-0.082,51.450,28.150,59.265,-0.779,-0.503
'[14:11:34.082 07/05/1995]',0.082,-0.089,51.450,28.150,59.265,-0.779,-0.503
'[14:11:34.084 07/05/1995]',0.082,-0.089,51.450,28.150,59.265,-0.779,-0.503
'[14:11:34.086 07/05/1995]',0.082,-0.089,51.450,28.150,59.265,-0.779,-0.503
'[14:11:34.088 07/05/1995]',0.082,-0.082,54.250,32.675,57.764,-0.751,-0.505
'[14:11:34.090 07/05/1995]',0.082,-0.082,54.250,32.675,57.764,-0.751,-0.505
'[14:11:34.092 07/05/1995]',0.099,-0.082,54.250,32.675,57.764,-0.751,-0.505
'[14:11:34.094 07/05/1995]',0.099,-0.082,54.250,32.675,57.764,-0.751,-0.505
'[14:11:34.096 07/05/1995]',0.082,-0.082,57.250,38.400,56.264,-0.717,-0.506
'[14:11:34.098 07/05/1995]',0.099,-0.082,57.250,38.400,56.264,-0.717,-0.506
'[14:11:34.100 07/05/1995]',0.099,-0.089,57.250,38.400,56.264,-0.717,-0.506
'[14:11:34.102 07/05/1995]',0.099,-0.082,57.250,38.400,56.264,-0.717,-0.506
'[14:11:34.104 07/05/1995]',0.099,-0.082,60.150,44.025,55.139,-0.670,-0.507
'[14:11:34.106 07/05/1995]',0.099,-0.082,60.150,44.025,55.139,-0.670,-0.507
'[14:11:34.108 07/05/1995]',0.099,-0.089,60.150,44.025,55.139,-0.670,-0.507
'[14:11:34.110 07/05/1995]',0.099,-0.089,60.150,44.025,55.139,-0.670,-0.507
'[14:11:34.112 07/05/1995]',0.099,-0.089,63.250,48.075,54.389,-0.629,-0.508
'[14:11:34.114 07/05/1995]',0.099,-0.089,63.250,48.075,54.389,-0.629,-0.508
'[14:11:34.116 07/05/1995]',0.115,-0.089,63.250,48.075,54.389,-0.629,-0.508
'[14:11:34.118 07/05/1995]',0.115,-0.089,63.250,48.075,54.389,-0.629,-0.508
'[14:11:34.120 07/05/1995]',0.115,-0.089,67.400,50.250,54.314,-0.596,-0.509
'[14:11:34.122 07/05/1995]',0.115,-0.089,67.400,50.250,54.314,-0.596,-0.509
'[14:11:34.124 07/05/1995]',0.115,-0.089,67.400,50.250,54.314,-0.596,-0.509
'[14:11:34.126 07/05/1995]',0.115,-0.082,67.400,50.250,54.314,-0.596,-0.509
'[14:11:34.128 07/05/1995]',0.115,-0.089,73.200,51.350,54.914,-0.565,-0.510
'[14:11:34.130 07/05/1995]',0.115,-0.089,73.200,51.350,54.914,-0.565,-0.510
'[14:11:34.132 07/05/1995]',0.115,-0.089,73.200,51.350,54.914,-0.565,-0.510
'[14:11:34.134 07/05/1995]',0.115,-0.082,73.200,51.350,54.914,-0.565,-0.510
'[14:11:34.136 07/05/1995]',0.115,-0.082,80.050,52.300,56.264,-0.548,-0.511
'[14:11:34.138 07/05/1995]',0.115,-0.089,80.050,52.300,56.264,-0.548,-0.511
'[14:11:34.140 07/05/1995]',0.115,-0.089,80.050,52.300,56.264,-0.548,-0.511
'[14:11:34.142 07/05/1995]',0.115,-0.089,80.050,52.300,56.264,-0.548,-0.511
'[14:11:34.144 07/05/1995]',0.115,-0.089,85.850,53.400,58.140,-0.545,-0.513
'[14:11:34.146 07/05/1995]',0.115,-0.089,85.850,53.400,58.140,-0.545,-0.513
