'Time and date','MCL1','II','ABP','PAP','CVP','PLETH'
'[10:38:30.636 09/02/1996]',-0.011,-0.241,63.668,19.391,13.050,-0.597
'[10:38:30.638 09/02/1996]',-0.011,-0.237,63.668,19.391,13.050,-0.597
'[10:38:30.640 09/02/1996]',-0.011,-0.232,63.216,19.216,14.287,-0.609
'[10:38:30.642 09/02/1996]',-0.010,-0.226,63.216,19.216,14.287,-0.609
'[10:38:30.644 09/02/1996]',-0.009,-0.223,63.216,19.216,14.287,-0.609
'[10:38:30.646 09/02/1996]',-0.009,-0.220,63.216,19.216,14.287,-0.609
'[10:38:30.648 09/02/1996]',-0.010,-0.222,62.764,19.291,15.100,-0.623
'[10:38:30.650 09/02/1996]',-0.011,-0.224,62.764,19.291,15.100,-0.623
'[10:38:30.652 09/02/1996]',-0.013,-0.228,62.764,19.291,15.100,-0.623
'[10:38:30.654 09/02/1996]',-0.015,-0.232,62.764,19.291,15.100,-0.623
'[10:38:30.656 09/02/1996]',-0.018,-0.235,62.663,20.092,15.338,-0.632
'[10:38:30.658 09/02/1996]',-0.020,-0.239,62.663,20.092,15.338,-0.632
'[10:38:30.660 09/02/1996]',-0.021,-0.240,62.663,20.092,15.338,-0.632
'[10:38:30.662 09/02/1996]',-0.023,-0.241,62.663,20.092,15.338,-0.632
'[10:38:30.664 09/02/1996]',-0.022,-0.239,63.266,21.868,15.050,-0.641
'[10:38:30.666 09/02/1996]',-0.022,-0.238,63.266,21.868,15.050,-0.641
'[10:38:30.668 09/02/1996]',-0.022,-0.236,63.266,21.868,15.050,-0.641
'[10:38:30.670 09/02/1996]',-0.022,-0.234,63.266,21.868,15.050,-0.641
'[10:38:30.672 09/02/1996]',-0.022,-0.234,65.327,24.095,14.287,-0.648
'[10:38:30.674 09/02/1996]',-0.023,-0.234,65.327,24.095,14.287,-0.648
'[10:38:30.676 09/02/1996]',-0.025,-0.234,65.327,24.095,14.287,-0.648
'[10:38:30.678 09/02/1996]',-0.026,-0.233,65.327,24.095,14.287,-0.648
'[10:38:30.680 09/02/1996]',-0.028,-0.231,69.548,26.147,13.287,-0.656
'[10:38:30.682 09/02/1996]',-0.030,-0.228,69.548,26.147,13.287,-0.656
'[10:38:30.684 09/02/1996]',-0.030,-0.222,69.548,26.147,13.287,-0.656
'[10:38:30.686 09/02/1996]',-0.031,-0.216,69.548,26.147,13.287,-0.656
'[10:38:30.688 09/02/1996]',-0.032,-0.207,76.281,27.723,12.475,-0.656
'[10:38:30.690 09/02/1996]',-0.033,-0.198,76.281,27.723,12.475,-0.656
'[10:38:30.692 09/02/1996]',-0.034,-0.190,76.281,27.723,12.475,-0.656
'[10:38:30.694 09/02/1996]',-0.034,-0.181,76.281,27.723,12.475,-0.656
'[10:38:30.696 09/02/1996]',-0.034,-0.176,85.176,28.849,12.000,-0.656
'[10:38:30.698 09/02/1996]',-0.033,-0.172,85.176,28.849,12.000,-0.656
'[10:38:30.700 09/02/1996]',-0.033,-0.172,85.176,28.849,12.000,-0.656
'[10:38:30.702 09/02/1996]',-0.032,-0.173,85.176,28.849,12.000,-0.656
'[10:38:30.704 09/02/1996]',-0.030,-0.176,95.276,29.900,11.825,-0.649
'[10:38:30.706 09/02/1996]',-0.028,-0.180,95.276,29.900,11.825,-0.649
'[10:38:30.708 09/02/1996]',-0.025,-0.185,95.276,29.900,11.825,-0.649
'[10:38:30.710 09/02/1996]',-0.022,-0.191,95.276,29.900,11.825,-0.649
'[10:38:30.712 09/02/1996]',-0.020,-0.195,105.477,31.251,11.887,-0.632
'[10:38:30.714 09/02/1996]',-0.018,-0.199,105.477,31.251,11.887,-0.632
'[10:38:30.716 09/02/1996]',-0.018,-0.199,105.477,31.251,11.887,-0.632
'[10:38:30.718 09/02/1996]',-0.018,-0.199,105.477,31.251,11.887,-0.632
'[10:38:30.720 09/02/1996]',-0.019,-0.195,114.422,32.527,12.062,-0.609
'[10:38:30.722 09/02/1996]',-0.020,-0.191,114.422,32.527,12.062,-0.609
'[10:38:30.724 09/02/1996]',-0.021,-0.185,114.422,32.527,12.062,-0.609
'[10:38:30.726 09/02/1996]',-0.023,-0.180,114.422,32.527,12.062,-0.609
'[10:38:30.728 09/02/1996]',-0.025,-0.177,121.256,33.653,12.238,-0.575
'[10:38:30.730 09/02/1996]',-0.026,-0.174,121.256,33.653,12.238,-0.575
'[10:38:30.732 09/02/1996]',-0.028,-0.172,121.256,33.653,12.238,-0.575
'[10:38:30.734 09/02/1996]',-0.030,-0.171,121.256,33.653,12.238,-0.575
'[10:38:30.736 09/02/1996]',-0.030,-0.169,125.578,34.304,12.475,-0.531
'[10:38:30.738 09/02/1996]',-0.031,-0.167,125.578,34.304,12.475,-0.531
'[10:38:30.740 09/02/1996]',-0.032,-0.165,125.578,34.304,12.475,-0.531
'[10:38:30.742 09/02/1996]',-0.033,-0.162,125.578,34.304,12.475,-0.531
'[10:38:30.744 09/02/1996]',-0.034,-0.161,127.538,34.704,12.700,-0.476
'[10:38:30.746 09/02/1996]',-0.034,-0.160,127.538,34.704,12.700,-0.476
'[10:38:30.748 09/02/1996]',-0.034,-0.160,127.538,34.704,12.700,-0.476
'[10:38:30.750 09/02/1996]',-0.033,-0.159,127.538,34.704,12.700,-0.476
'[10:38:30.752 09/02/1996]',-0.033,-0.159,127.688,35.054,12.875,-0.412
'[10:38:30.754 09/02/1996]',-0.032,-0.159,127.688,35.054,12.875,-0.412
'[10:38:30.756 09/02/1996]',-0.030,-0.159,127.688,35.054,12.875,-0.412
'[10:38:30.758 09/02/1996]',-0.029,-0.159,127.688,35.054,12.875,-0.412
'[10:38:30.760 09/02/1996]',-0.026,-0.157,126.583,35.354,13.113,-0.341
'[10:38:30.762 09/02/1996]',-0.024,-0.155,126.583,35.354,13.113,-0.341
'[10:38:30.764 09/02/1996]',-0.021,-0.151,126.583,35.354,13.113,-0.341
'[10:38:30.766 09/02/1996]',-0.017,-0.147,126.583,35.354,13.113,-0.341
'[10:38:30.768 09/02/1996]',-0.013,-0.143,124.874,35.630,13.350,-0.263
'[10:38:30.770 09/02/1996]',-0.009,-0.140,124.874,35.630,13.350,-0.263
'[10:38:30.772 09/02/1996]',-0.006,-0.138,124.874,35.630,13.350,-0.263
'[10:38:30.774 09/02/1996]',-0.003,-0.135,124.874,35.630,13.350,-0.263
'[10:38:30.776 09/02/1996]',-0.001,-0.133,123.015,35.580,13.588,-0.181
'[10:38:30.778 09/02/1996]',0.001,-0.131,123.015,35.580,13.588,-0.181
'[10:38:30.780 09/02/1996]',0.003,-0.130,123.015,35.580,13.588,-0.181
'[10:38:30.782 09/02/1996]',0.004,-0.129,123.015,35.580,13.588,-0.181
'[10:38:30.784 09/02/1996]',0.005,-0.129,121.206,35.229,13.762,-0.100
'[10:38:30.786 09/02/1996]',0.007,-0.128,121.206,35.229,13.762,-0.100
'[10:38:30.788 09/02/1996]',0.009,-0.129,121.206,35.229,13.762,-0.100
'[10:38:30.790 09/02/1996]',0.012,-0.129,121.206,35.229,13.762,-0.100
'[10:38:30.792 09/02/1996]',0.013,-0.130,119.447,34.654,13.875,-0.024
'[10:38:30.794 09/02/1996]',0.014,-0.131,119.447,34.654,13.875,-0.024
'[10:38:30.796 09/02/1996]',0.015,-0.131,119.447,34.654,13.875,-0.024
'[10:38:30.798 09/02/1996]',0.016,-0.131,119.447,34.654,13.875,-0.024
'[10:38:30.800 09/02/1996]',0.017,-0.129,117.538,33.953,14.050,0.049
'[10:38:30.802 09/02/1996]',0.017,-0.126,117.538,33.953,14.050,0.049
'[10:38:30.804 09/02/1996]',0.018,-0.122,117.538,33.953,14.050,0.049
'[10:38:30.806 09/02/1996]',0.019,-0.119,117.538,33.953,14.050,0.049
'[10:38:30.808 09/02/1996]',0.019,-0.117,115.427,33.002,14.225,0.112
'[10:38:30.810 09/02/1996]',0.019,-0.116,115.427,33.002,14.225,0.112
'[10:38:30.812 09/02/1996]',0.021,-0.117,115.427,33.002,14.225,0.112
'[10:38:30.814 09/02/1996]',0.022,-0.119,115.427,33.002,14.225,0.112
'[10:38:30.816 09/02/1996]',0.025,-0.121,112.915,31.952,14.350,0.166
'[10:38:30.818 09/02/1996]',0.027,-0.124,112.915,31.952,14.350,0.166
'[10:38:30.820 09/02/1996]',0.030,-0.127,112.915,31.952,14.350,0.166
'[10:38:30.822 09/02/1996]',0.033,-0.130,112.915,31.952,14.350,0.166
'[10:38:30.824 09/02/1996]',0.035,-0.131,109.799,30.726,14.400,0.210
'[10:38:30.826 09/02/1996]',0.038,-0.132,109.799,30.726,14.400,0.210
'[10:38:30.828 09/02/1996]',0.038,-0.132,109.799,30.726,14.400,0.210
'[10:38:30.830 09/02/1996]',0.038,-0.132,109.799,30.726,14.400,0.210
'[10:38:30.832 09/02/1996]',0.036,-0.132,106.181,29.374,14.400,0.242
'[10:38:30.834 09/02/1996]',0.034,-0.132,106.181,29.374,14.400,0.242
'[10:38:30.836 09/02/1996]',0.033,-0.133,106.181,29.374,14.400,0.242
'[10:38:30.838 09/02/1996]',0.031,-0.133,106.181,29.374,14.400,0.242
'[10:38:30.840 09/02/1996]',0.030,-0.135,101.960,28.023,14.350,0.265
'[10:38:30.842 09/02/1996]',0.029,-0.136,101.960,28.023,14.350,0.265
'[10:38:30.844 09/02/1996]',0.029,-0.138,101.960,28.023,14.350,0.265
'[10:38:30.846 09/02/1996]',0.029,-0.139,101.960,28.023,14.350,0.265
'[10:38:30.848 09/02/1996]',0.030,-0.139,97.136,26.797,14.225,0.280
'[10:38:30.850 09/02/1996]',0.031,-0.139,97.136,26.797,14.225,0.280
'[10:38:30.852 09/02/1996]',0.034,-0.139,97.136,26.797,14.225,0.280
'[10:38:30.854 09/02/1996]',0.037,-0.139,97.136,26.797,14.225,0.280
'[10:38:30.856 09/02/1996]',0.041,-0.139,91.859,25.721,14.050,0.281
'[10:38:30.858 09/02/1996]',0.045,-0.138,91.859,25.721,14.050,0.281
'[10:38:30.860 09/02/1996]',0.049,-0.136,91.859,25.721,14.050,0.281
'[10:38:30.862 09/02/1996]',0.052,-0.134,91.859,25.721,14.050,0.281
'[10:38:30.864 09/02/1996]',0.053,-0.130,86.382,24.796,13.762,0.276
'[10:38:30.866 09/02/1996]',0.055,-0.126,86.382,24.796,13.762,0.276
'[10:38:30.868 09/02/1996]',0.055,-0.121,86.382,24.796,13.762,0.276
'[10:38:30.870 09/02/1996]',0.055,-0.116,86.382,24.796,13.762,0.276
'[10:38:30.872 09/02/1996]',0.055,-0.112,81.106,23.920,13.350,0.263
'[10:38:30.874 09/02/1996]',0.055,-0.108,81.106,23.920,13.350,0.263
'[10:38:30.876 09/02/1996]',0.056,-0.104,81.106,23.920,13.350,0.263
'[10:38:30.878 09/02/1996]',0.056,-0.101,81.106,23.920,13.350,0.263
'[10:38:30.880 09/02/1996]',0.058,-0.098,76.382,23.219,12.938,0.240
'[10:38:30.882 09/02/1996]',0.059,-0.095,76.382,23.219,12.938,0.240
'[10:38:30.884 09/02/1996]',0.061,-0.093,76.382,23.219,12.938,0.240
'[10:38:30.886 09/02/1996]',0.063,-0.091,76.382,23.219,12.938,0.240
'[10:38:30.888 09/02/1996]',0.065,-0.090,72.714,22.744,12.525,0.217
'[10:38:30.890 09/02/1996]',0.066,-0.090,72.714,22.744,12.525,0.217
'[10:38:30.892 09/02/1996]',0.068,-0.089,72.714,22.744,12.525,0.217
'[10:38:30.894 09/02/1996]',0.070,-0.088,72.714,22.744,12.525,0.217
'[10:38:30.896 09/02/1996]',0.071,-0.087,70.503,22.794,12.175,0.206
'[10:38:30.898 09/02/1996]',0.072,-0.086,70.503,22.794,12.175,0.206
'[10:38:30.900 09/02/1996]',0.070,-0.086,70.503,22.794,12.175,0.206
'[10:38:30.902 09/02/1996]',0.069,-0.086,70.503,22.794,12.175,0.206
'[10:38:30.904 09/02/1996]',0.069,-0.084,69.497,23.269,11.825,0.172
'[10:38:30.906 09/02/1996]',0.068,-0.082,69.497,23.269,11.825,0.172
'[10:38:30.908 09/02/1996]',0.073,-0.074,69.497,23.269,11.825,0.172
'[10:38:30.910 09/02/1996]',0.078,-0.066,69.497,23.269,11.825,0.172
'[10:38:30.912 09/02/1996]',0.095,-0.048,69.598,23.970,11.475,0.136
'[10:38:30.914 09/02/1996]',0.111,-0.029,69.598,23.970,11.475,0.136
'[10:38:30.916 09/02/1996]',0.142,0.005,69.598,23.970,11.475,0.136
'[10:38:30.918 09/02/1996]',0.174,0.039,69.598,23.970,11.475,0.136
'[10:38:30.920 09/02/1996]',0.221,0.091,70.251,24.570,11.175,0.096
'[10:38:30.922 09/02/1996]',0.268,0.143,70.251,24.570,11.175,0.096
'[10:38:30.924 09/02/1996]',0.325,0.211,70.251,24.570,11.175,0.096
'[10:38:30.926 09/02/1996]',0.382,0.280,70.251,24.570,11.175,0.096
'[10:38:30.928 09/02/1996]',0.439,0.360,71.106,24.971,10.950,0.056
'[10:38:30.930 09/02/1996]',0.495,0.440,71.106,24.971,10.950,0.056
'[10:38:30.932 09/02/1996]',0.534,0.520,71.106,24.971,10.950,0.056
'[10:38:30.934 09/02/1996]',0.574,0.600,71.106,24.971,10.950,0.056
'[10:38:30.936 09/02/1996]',0.582,0.664,71.809,25.321,10.825,0.015
'[10:38:30.938 09/02/1996]',0.590,0.729,71.809,25.321,10.825,0.015
'[10:38:30.940 09/02/1996]',0.562,0.767,71.809,25.321,10.825,0.015
'[10:38:30.942 09/02/1996]',0.534,0.806,71.809,25.321,10.825,0.015
'[10:38:30.944 09/02/1996]',0.477,0.814,72.161,25.671,10.775,-0.026
'[10:38:30.946 09/02/1996]',0.421,0.822,72.161,25.671,10.775,-0.026
'[10:38:30.948 09/02/1996]',0.353,0.802,72.161,25.671,10.775,-0.026
'[10:38:30.950 09/02/1996]',0.285,0.783,72.161,25.671,10.775,-0.026
'[10:38:30.952 09/02/1996]',0.223,0.741,72.211,26.022,10.775,-0.069
'[10:38:30.954 09/02/1996]',0.160,0.699,72.211,26.022,10.775,-0.069
'[10:38:30.956 09/02/1996]',0.113,0.641,72.211,26.022,10.775,-0.069
'[10:38:30.958 09/02/1996]',0.066,0.584,72.211,26.022,10.775,-0.069
'[10:38:30.960 09/02/1996]',0.036,0.518,71.910,26.322,10.825,-0.111
'[10:38:30.962 09/02/1996]',0.007,0.453,71.910,26.322,10.825,-0.111
'[10:38:30.964 09/02/1996]',-0.007,0.388,71.910,26.322,10.825,-0.111
'[10:38:30.966 09/02/1996]',-0.022,0.323,71.910,26.322,10.825,-0.111
'[10:38:30.968 09/02/1996]',-0.025,0.268,71.457,26.447,10.950,-0.148
'[10:38:30.970 09/02/1996]',-0.027,0.212,71.457,26.447,10.950,-0.148
'[10:38:30.972 09/02/1996]',-0.022,0.171,71.457,26.447,10.950,-0.148
'[10:38:30.974 09/02/1996]',-0.017,0.129,71.457,26.447,10.950,-0.148
'[10:38:30.976 09/02/1996]',-0.009,0.101,70.905,26.372,11.175,-0.186
'[10:38:30.978 09/02/1996]',-0.002,0.072,70.905,26.372,11.175,-0.186
'[10:38:30.980 09/02/1996]',0.004,0.051,70.905,26.372,11.175,-0.186
'[10:38:30.982 09/02/1996]',0.009,0.031,70.905,26.372,11.175,-0.186
'[10:38:30.984 09/02/1996]',0.013,0.017,70.402,26.322,11.412,-0.219
'[10:38:30.986 09/02/1996]',0.016,0.002,70.402,26.322,11.412,-0.219
'[10:38:30.988 09/02/1996]',0.018,-0.009,70.402,26.322,11.412,-0.219
'[10:38:30.990 09/02/1996]',0.019,-0.019,70.402,26.322,11.412,-0.219
'[10:38:30.992 09/02/1996]',0.021,-0.026,69.899,26.247,11.713,-0.251
'[10:38:30.994 09/02/1996]',0.022,-0.033,69.899,26.247,11.713,-0.251
'[10:38:30.996 09/02/1996]',0.022,-0.038,69.899,26.247,11.713,-0.251
'[10:38:30.998 09/02/1996]',0.023,-0.044,69.899,26.247,11.713,-0.251
'[10:38:31.000 09/02/1996]',0.025,-0.049,69.397,26.247,11.887,-0.282
'[10:38:31.002 09/02/1996]',0.026,-0.053,69.397,26.247,11.887,-0.282
'[10:38:31.004 09/02/1996]',0.028,-0.057,69.397,26.247,11.887,-0.282
'[10:38:31.006 09/02/1996]',0.030,-0.061,69.397,26.247,11.887,-0.282
'[10:38:31.008 09/02/1996]',0.032,-0.064,68.794,26.247,12.000,-0.310
'[10:38:31.010 09/02/1996]',0.033,-0.067,68.794,26.247,12.000,-0.310
'[10:38:31.012 09/02/1996]',0.034,-0.070,68.794,26.247,12.000,-0.310
'[10:38:31.014 09/02/1996]',0.035,-0.072,68.794,26.247,12.000,-0.310
'[10:38:31.016 09/02/1996]',0.034,-0.075,68.191,26.322,12.000,-0.333
'[10:38:31.018 09/02/1996]',0.033,-0.078,68.191,26.322,12.000,-0.333
'[10:38:31.020 09/02/1996]',0.032,-0.080,68.191,26.322,12.000,-0.333
'[10:38:31.022 09/02/1996]',0.031,-0.081,68.191,26.322,12.000,-0.333
'[10:38:31.024 09/02/1996]',0.030,-0.082,67.739,26.547,11.887,-0.356
'[10:38:31.026 09/02/1996]',0.029,-0.082,67.739,26.547,11.887,-0.356
'[10:38:31.028 09/02/1996]',0.029,-0.083,67.739,26.547,11.887,-0.356
'[10:38:31.030 09/02/1996]',0.028,-0.084,67.739,26.547,11.887,-0.356
'[10:38:31.032 09/02/1996]',0.026,-0.085,67.387,26.897,11.825,-0.376
'[10:38:31.034 09/02/1996]',0.025,-0.086,67.387,26.897,11.825,-0.376
'[10:38:31.036 09/02/1996]',0.024,-0.087,67.387,26.897,11.825,-0.376
'[10:38:31.038 09/02/1996]',0.022,-0.088,67.387,26.897,11.825,-0.376
'[10:38:31.040 09/02/1996]',0.021,-0.090,67.035,27.498,11.762,-0.394
'[10:38:31.042 09/02/1996]',0.020,-0.093,67.035,27.498,11.762,-0.394
'[10:38:31.044 09/02/1996]',0.018,-0.094,67.035,27.498,11.762,-0.394
'[10:38:31.046 09/02/1996]',0.017,-0.095,67.035,27.498,11.762,-0.394
'[10:38:31.048 09/02/1996]',0.016,-0.095,66.533,28.324,11.825,-0.410
'[10:38:31.050 09/02/1996]',0.015,-0.095,66.533,28.324,11.825,-0.410
'[10:38:31.052 09/02/1996]',0.015,-0.093,66.533,28.324,11.825,-0.410
'[10:38:31.054 09/02/1996]',0.015,-0.092,66.533,28.324,11.825,-0.410
'[10:38:31.056 09/02/1996]',0.016,-0.089,66.030,29.299,12.113,-0.425
'[10:38:31.058 09/02/1996]',0.017,-0.087,66.030,29.299,12.113,-0.425
'[10:38:31.060 09/02/1996]',0.018,-0.083,66.030,29.299,12.113,-0.425
'[10:38:31.062 09/02/1996]',0.020,-0.079,66.030,29.299,12.113,-0.425
'[10:38:31.064 09/02/1996]',0.021,-0.075,65.327,30.075,12.588,-0.439
'[10:38:31.066 09/02/1996]',0.021,-0.072,65.327,30.075,12.588,-0.439
'[10:38:31.068 09/02/1996]',0.022,-0.070,65.327,30.075,12.588,-0.439
'[10:38:31.070 09/02/1996]',0.023,-0.067,65.327,30.075,12.588,-0.439
'[10:38:31.072 09/02/1996]',0.024,-0.066,64.573,30.075,13.175,-0.450
'[10:38:31.074 09/02/1996]',0.025,-0.064,64.573,30.075,13.175,-0.450
'[10:38:31.076 09/02/1996]',0.025,-0.064,64.573,30.075,13.175,-0.450
'[10:38:31.078 09/02/1996]',0.026,-0.064,64.573,30.075,13.175,-0.450
'[10:38:31.080 09/02/1996]',0.025,-0.065,63.819,29.475,13.762,-0.462
'[10:38:31.082 09/02/1996]',0.025,-0.066,63.819,29.475,13.762,-0.462
'[10:38:31.084 09/02/1996]',0.025,-0.069,63.819,29.475,13.762,-0.462
'[10:38:31.086 09/02/1996]',0.026,-0.072,63.819,29.475,13.762,-0.462
'[10:38:31.088 09/02/1996]',0.026,-0.077,63.216,29.024,14.287,-0.471
'[10:38:31.090 09/02/1996]',0.027,-0.083,63.216,29.024,14.287,-0.471
'[10:38:31.092 09/02/1996]',0.026,-0.088,63.216,29.024,14.287,-0.471
'[10:38:31.094 09/02/1996]',0.025,-0.094,63.216,29.024,14.287,-0.471
'[10:38:31.096 09/02/1996]',0.023,-0.099,62.613,29.299,14.637,-0.479
'[10:38:31.098 09/02/1996]',0.021,-0.103,62.613,29.299,14.637,-0.479
'[10:38:31.100 09/02/1996]',0.019,-0.106,62.613,29.299,14.637,-0.479
'[10:38:31.102 09/02/1996]',0.018,-0.110,62.613,29.299,14.637,-0.479
'[10:38:31.104 09/02/1996]',0.018,-0.113,62.312,30.651,14.700,-0.489
'[10:38:31.106 09/02/1996]',0.017,-0.116,62.312,30.651,14.700,-0.489
'[10:38:31.108 09/02/1996]',0.018,-0.118,62.312,30.651,14.700,-0.489
'[10:38:31.110 09/02/1996]',0.019,-0.120,62.312,30.651,14.700,-0.489
'[10:38:31.112 09/02/1996]',0.019,-0.120,62.513,32.527,14.575,-0.496
'[10:38:31.114 09/02/1996]',0.020,-0.121,62.513,32.527,14.575,-0.496
'[10:38:31.116 09/02/1996]',0.019,-0.122,62.513,32.527,14.575,-0.496
'[10:38:31.118 09/02/1996]',0.019,-0.123,62.513,32.527,14.575,-0.496
'[10:38:31.120 09/02/1996]',0.018,-0.126,63.568,34.228,14.350,-0.502
'[10:38:31.122 09/02/1996]',0.017,-0.128,63.568,34.228,14.350,-0.502
'[10:38:31.124 09/02/1996]',0.015,-0.131,63.568,34.228,14.350,-0.502
'[10:38:31.126 09/02/1996]',0.013,-0.134,63.568,34.228,14.350,-0.502
'[10:38:31.128 09/02/1996]',0.010,-0.136,65.980,35.530,14.050,-0.506
'[10:38:31.130 09/02/1996]',0.007,-0.138,65.980,35.530,14.050,-0.506
'[10:38:31.132 09/02/1996]',0.004,-0.140,65.980,35.530,14.050,-0.506
'[10:38:31.134 09/02/1996]',0.000,-0.141,65.980,35.530,14.050,-0.506
'[10:38:31.136 09/02/1996]',-0.004,-0.142,69.950,36.530,13.812,-0.511
'[10:38:31.138 09/02/1996]',-0.007,-0.143,69.950,36.530,13.812,-0.511
'[10:38:31.140 09/02/1996]',-0.011,-0.143,69.950,36.530,13.812,-0.511
'[10:38:31.142 09/02/1996]',-0.014,-0.143,69.950,36.530,13.812,-0.511
'[10:38:31.144 09/02/1996]',-0.018,-0.142,75.628,37.506,13.700,-0.511
'[10:38:31.146 09/02/1996]',-0.022,-0.142,75.628,37.506,13.700,-0.511
'[10:38:31.148 09/02/1996]',-0.025,-0.141,75.628,37.506,13.700,-0.511
'[10:38:31.150 09/02/1996]',-0.028,-0.140,75.628,37.506,13.700,-0.511
'[10:38:31.152 09/02/1996]',-0.029,-0.140,82.462,38.757,13.637,-0.509
'[10:38:31.154 09/02/1996]',-0.030,-0.139,82.462,38.757,13.637,-0.509
'[10:38:31.156 09/02/1996]',-0.029,-0.139,82.462,38.757,13.637,-0.509
'[10:38:31.158 09/02/1996]',-0.029,-0.139,82.462,38.757,13.637,-0.509
'[10:38:31.160 09/02/1996]',-0.028,-0.139,89.749,39.983,13.637,-0.499
'[10:38:31.162 09/02/1996]',-0.027,-0.139,89.749,39.983,13.637,-0.499
'[10:38:31.164 09/02/1996]',-0.025,-0.139,89.749,39.983,13.637,-0.499
'[10:38:31.166 09/02/1996]',-0.024,-0.139,89.749,39.983,13.637,-0.499
'[10:38:31.168 09/02/1996]',-0.024,-0.139,96.633,41.084,13.588,-0.489
'[10:38:31.170 09/02/1996]',-0.023,-0.138,96.633,41.084,13.588,-0.489
'[10:38:31.172 09/02/1996]',-0.022,-0.137,96.633,41.084,13.588,-0.489
'[10:38:31.174 09/02/1996]',-0.021,-0.135,96.633,41.084,13.588,-0.489
'[10:38:31.176 09/02/1996]',-0.020,-0.133,102.462,41.810,13.525,-0.469
'[10:38:31.178 09/02/1996]',-0.019,-0.130,102.462,41.810,13.525,-0.469
'[10:38:31.180 09/02/1996]',-0.018,-0.127,102.462,41.810,13.525,-0.469
'[10:38:31.182 09/02/1996]',-0.017,-0.123,102.462,41.810,13.525,-0.469
'[10:38:31.184 09/02/1996]',-0.016,-0.118,106.734,42.160,13.412,-0.442
'[10:38:31.186 09/02/1996]',-0.015,-0.113,106.734,42.160,13.412,-0.442
'[10:38:31.188 09/02/1996]',-0.013,-0.108,106.734,42.160,13.412,-0.442
'[10:38:31.190 09/02/1996]',-0.010,-0.104,106.734,42.160,13.412,-0.442
'[10:38:31.192 09/02/1996]',-0.009,-0.101,109.246,42.435,13.350,-0.407
'[10:38:31.194 09/02/1996]',-0.007,-0.097,109.246,42.435,13.350,-0.407
'[10:38:31.196 09/02/1996]',-0.004,-0.093,109.246,42.435,13.350,-0.407
'[10:38:31.198 09/02/1996]',-0.002,-0.090,109.246,42.435,13.350,-0.407
'[10:38:31.200 09/02/1996]',0.000,-0.086,110.251,42.736,13.287,-0.367
'[10:38:31.202 09/02/1996]',0.002,-0.083,110.251,42.736,13.287,-0.367
'[10:38:31.204 09/02/1996]',0.004,-0.079,110.251,42.736,13.287,-0.367
'[10:38:31.206 09/02/1996]',0.006,-0.075,110.251,42.736,13.287,-0.367
'[10:38:31.208 09/02/1996]',0.008,-0.072,110.000,42.961,13.225,-0.320
'[10:38:31.210 09/02/1996]',0.010,-0.069,110.000,42.961,13.225,-0.320
'[10:38:31.212 09/02/1996]',0.011,-0.067,110.000,42.961,13.225,-0.320
'[10:38:31.214 09/02/1996]',0.013,-0.064,110.000,42.961,13.225,-0.320
'[10:38:31.216 09/02/1996]',0.015,-0.061,108.894,43.086,13.175,-0.267
'[10:38:31.218 09/02/1996]',0.018,-0.059,108.894,43.086,13.175,-0.267
'[10:38:31.220 09/02/1996]',0.021,-0.056,108.894,43.086,13.175,-0.267
'[10:38:31.222 09/02/1996]',0.023,-0.052,108.894,43.086,13.175,-0.267
'[10:38:31.224 09/02/1996]',0.025,-0.049,107.236,43.036,13.225,-0.211
'[10:38:31.226 09/02/1996]',0.026,-0.045,107.236,43.036,13.225,-0.211
'[10:38:31.228 09/02/1996]',0.028,-0.042,107.236,43.036,13.225,-0.211
'[10:38:31.230 09/02/1996]',0.030,-0.039,107.236,43.036,13.225,-0.211
'[10:38:31.232 09/02/1996]',0.032,-0.037,105.126,42.786,13.175,-0.151
'[10:38:31.234 09/02/1996]',0.034,-0.036,105.126,42.786,13.175,-0.151
'[10:38:31.236 09/02/1996]',0.037,-0.034,105.126,42.786,13.175,-0.151
'[10:38:31.238 09/02/1996]',0.041,-0.032,105.126,42.786,13.175,-0.151
'[10:38:31.240 09/02/1996]',0.044,-0.029,102.814,42.385,13.113,-0.096
'[10:38:31.242 09/02/1996]',0.047,-0.026,102.814,42.385,13.113,-0.096
'[10:38:31.244 09/02/1996]',0.048,-0.023,102.814,42.385,13.113,-0.096
'[10:38:31.246 09/02/1996]',0.049,-0.020,102.814,42.385,13.113,-0.096
'[10:38:31.248 09/02/1996]',0.050,-0.017,100.201,41.910,13.050,-0.043
'[10:38:31.250 09/02/1996]',0.051,-0.014,100.201,41.910,13.050,-0.043
'[10:38:31.252 09/02/1996]',0.051,-0.011,100.201,41.910,13.050,-0.043
'[10:38:31.254 09/02/1996]',0.051,-0.007,100.201,41.910,13.050,-0.043
'[10:38:31.256 09/02/1996]',0.050,-0.005,97.236,41.384,13.050,0.009
'[10:38:31.258 09/02/1996]',0.049,-0.003,97.236,41.384,13.050,0.009
'[10:38:31.260 09/02/1996]',0.046,-0.002,97.236,41.384,13.050,0.009
'[10:38:31.262 09/02/1996]',0.044,0.000,97.236,41.384,13.050,0.009
'[10:38:31.264 09/02/1996]',0.042,0.002,93.869,40.684,13.113,0.051
'[10:38:31.266 09/02/1996]',0.039,0.003,93.869,40.684,13.113,0.051
'[10:38:31.268 09/02/1996]',0.039,0.004,93.869,40.684,13.113,0.051
