'Time and date','II','aVF','V','ABP','PLETH','RESP'
'[13:39:24.608 02/12/1995]',-0.065,-0.043,-0.029,63.355,-0.563,-0.714
'[13:39:24.610 02/12/1995]',-0.043,-0.032,-0.029,63.355,-0.563,-0.714
'[13:39:24.612 02/12/1995]',-0.054,-0.043,-0.029,63.355,-0.563,-0.714
'[13:39:24.614 02/12/1995]',-0.065,-0.065,-0.019,63.355,-0.563,-0.714
'[13:39:24.616 02/12/1995]',-0.076,-0.087,-0.009,63.055,-0.578,-0.713
'[13:39:24.618 02/12/1995]',-0.086,-0.098,-0.009,63.055,-0.578,-0.713
'[13:39:24.620 02/12/1995]',-0.086,-0.087,-0.009,63.055,-0.578,-0.713
'[13:39:24.622 02/12/1995]',-0.076,-0.076,-0.019,63.055,-0.578,-0.713
'[13:39:24.624 02/12/1995]',-0.065,-0.043,-0.029,62.754,-0.578,-0.712
'[13:39:24.626 02/12/1995]',-0.054,-0.032,-0.038,62.754,-0.578,-0.712
'[13:39:24.628 02/12/1995]',-0.054,-0.043,-0.029,62.754,-0.578,-0.712
'[13:39:24.630 02/12/1995]',-0.065,-0.054,-0.029,62.754,-0.578,-0.712
'[13:39:24.632 02/12/1995]',-0.076,-0.076,-0.009,62.554,-0.608,-0.711
'[13:39:24.634 02/12/1995]',-0.086,-0.098,-0.009,62.554,-0.608,-0.711
'[13:39:24.636 02/12/1995]',-0.086,-0.098,-0.009,62.554,-0.608,-0.711
'[13:39:24.638 02/12/1995]',-0.076,-0.076,-0.009,62.554,-0.608,-0.711
'[13:39:24.640 02/12/1995]',-0.065,-0.043,-0.019,62.354,-0.608,-0.710
'[13:39:24.642 02/12/1995]',-0.043,-0.032,-0.029,62.354,-0.608,-0.710
'[13:39:24.644 02/12/1995]',-0.043,-0.032,-0.029,62.354,-0.608,-0.710
'[13:39:24.646 02/12/1995]',-0.054,-0.043,-0.019,62.354,-0.608,-0.710
'[13:39:24.648 02/12/1995]',-0.065,-0.065,-0.019,62.254,-0.622,-0.709
'[13:39:24.650 02/12/1995]',-0.076,-0.087,-0.009,62.254,-0.622,-0.709
'[13:39:24.652 02/12/1995]',-0.076,-0.087,-0.009,62.254,-0.622,-0.709
'[13:39:24.654 02/12/1995]',-0.076,-0.076,-0.019,62.254,-0.622,-0.709
'[13:39:24.656 02/12/1995]',-0.065,-0.043,-0.019,62.103,-0.637,-0.708
'[13:39:24.658 02/12/1995]',-0.043,-0.021,-0.029,62.103,-0.637,-0.708
'[13:39:24.660 02/12/1995]',-0.043,-0.032,-0.029,62.103,-0.637,-0.708
'[13:39:24.662 02/12/1995]',-0.043,-0.043,-0.029,62.103,-0.637,-0.708
'[13:39:24.664 02/12/1995]',-0.054,-0.054,-0.019,61.953,-0.622,-0.707
'[13:39:24.666 02/12/1995]',-0.065,-0.076,-0.009,61.953,-0.622,-0.707
'[13:39:24.668 02/12/1995]',-0.076,-0.087,0.001,61.953,-0.622,-0.707
'[13:39:24.670 02/12/1995]',-0.076,-0.076,-0.009,61.953,-0.622,-0.707
'[13:39:24.672 02/12/1995]',-0.065,-0.065,-0.019,61.803,-0.637,-0.706
'[13:39:24.674 02/12/1995]',-0.054,-0.043,-0.019,61.803,-0.637,-0.706
'[13:39:24.676 02/12/1995]',-0.043,-0.032,-0.029,61.803,-0.637,-0.706
'[13:39:24.678 02/12/1995]',-0.043,-0.032,-0.029,61.803,-0.637,-0.706
'[13:39:24.680 02/12/1995]',-0.043,-0.043,-0.019,61.653,-0.652,-0.705
'[13:39:24.682 02/12/1995]',-0.065,-0.065,-0.009,61.653,-0.652,-0.705
'[13:39:24.684 02/12/1995]',-0.065,-0.065,0.001,61.653,-0.652,-0.705
'[13:39:24.686 02/12/1995]',-0.054,-0.054,0.001,61.653,-0.652,-0.705
'[13:39:24.688 02/12/1995]',-0.043,-0.043,0.001,61.402,-0.666,-0.704
'[13:39:24.690 02/12/1995]',-0.021,-0.010,0.001,61.402,-0.666,-0.704
'[13:39:24.692 02/12/1995]',-0.021,0.001,0.001,61.402,-0.666,-0.704
'[13:39:24.694 02/12/1995]',-0.010,0.001,0.001,61.402,-0.666,-0.704
'[13:39:24.696 02/12/1995]',-0.010,0.001,0.001,61.252,-0.652,-0.703
'[13:39:24.698 02/12/1995]',-0.021,-0.021,0.001,61.252,-0.652,-0.703
'[13:39:24.700 02/12/1995]',-0.032,-0.032,0.010,61.252,-0.652,-0.703
'[13:39:24.702 02/12/1995]',-0.032,-0.032,0.010,61.252,-0.652,-0.703
'[13:39:24.704 02/12/1995]',-0.032,-0.021,0.010,61.052,-0.681,-0.702
'[13:39:24.706 02/12/1995]',-0.021,0.001,0.001,61.052,-0.681,-0.702
'[13:39:24.708 02/12/1995]',0.001,0.001,0.001,61.052,-0.681,-0.702
'[13:39:24.710 02/12/1995]',0.001,0.001,0.001,61.052,-0.681,-0.702
'[13:39:24.712 02/12/1995]',0.001,0.001,0.001,60.901,-0.666,-0.701
'[13:39:24.714 02/12/1995]',0.001,0.001,0.010,60.901,-0.666,-0.701
'[13:39:24.716 02/12/1995]',-0.021,-0.010,0.010,60.901,-0.666,-0.701
'[13:39:24.718 02/12/1995]',-0.032,-0.021,0.020,60.901,-0.666,-0.701
'[13:39:24.720 02/12/1995]',-0.032,-0.021,0.010,60.651,-0.696,-0.700
'[13:39:24.722 02/12/1995]',-0.032,-0.010,0.001,60.651,-0.696,-0.700
'[13:39:24.724 02/12/1995]',-0.021,0.001,0.001,60.651,-0.696,-0.700
'[13:39:24.726 02/12/1995]',-0.021,0.001,-0.019,60.651,-0.696,-0.700
'[13:39:24.728 02/12/1995]',-0.021,0.001,-0.009,60.501,-0.696,-0.699
'[13:39:24.730 02/12/1995]',-0.032,-0.021,-0.009,60.501,-0.696,-0.699
'[13:39:24.732 02/12/1995]',-0.043,-0.043,0.001,60.501,-0.696,-0.699
'[13:39:24.734 02/12/1995]',-0.054,-0.054,0.001,60.501,-0.696,-0.699
'[13:39:24.736 02/12/1995]',-0.065,-0.065,0.001,60.350,-0.696,-0.698
'[13:39:24.738 02/12/1995]',-0.065,-0.054,-0.009,60.350,-0.696,-0.698
'[13:39:24.740 02/12/1995]',-0.043,-0.043,-0.019,60.350,-0.696,-0.698
'[13:39:24.742 02/12/1995]',-0.043,-0.032,-0.029,60.350,-0.696,-0.698
'[13:39:24.744 02/12/1995]',-0.043,-0.043,-0.038,60.200,-0.726,-0.697
'[13:39:24.746 02/12/1995]',-0.043,-0.065,-0.038,60.200,-0.726,-0.697
'[13:39:24.748 02/12/1995]',-0.065,-0.087,-0.029,60.200,-0.726,-0.697
'[13:39:24.750 02/12/1995]',-0.076,-0.109,-0.019,60.200,-0.726,-0.697
'[13:39:24.752 02/12/1995]',-0.086,-0.109,-0.029,60.000,-0.726,-0.696
'[13:39:24.754 02/12/1995]',-0.076,-0.098,-0.038,60.000,-0.726,-0.696
'[13:39:24.756 02/12/1995]',-0.065,-0.076,-0.038,60.000,-0.726,-0.696
'[13:39:24.758 02/12/1995]',-0.065,-0.065,-0.048,60.000,-0.726,-0.696
'[13:39:24.760 02/12/1995]',-0.065,-0.054,-0.058,59.699,-0.726,-0.696
'[13:39:24.762 02/12/1995]',-0.054,-0.065,-0.048,59.699,-0.726,-0.696
'[13:39:24.764 02/12/1995]',-0.065,-0.076,-0.038,59.699,-0.726,-0.696
'[13:39:24.766 02/12/1995]',-0.076,-0.098,-0.029,59.699,-0.726,-0.696
'[13:39:24.768 02/12/1995]',-0.086,-0.098,-0.019,59.499,-0.741,-0.695
'[13:39:24.770 02/12/1995]',-0.076,-0.087,-0.019,59.499,-0.741,-0.695
'[13:39:24.772 02/12/1995]',-0.065,-0.065,-0.029,59.499,-0.741,-0.695
'[13:39:24.774 02/12/1995]',-0.054,-0.043,-0.019,59.499,-0.741,-0.695
'[13:39:24.776 02/12/1995]',-0.043,-0.032,-0.029,59.249,-0.755,-0.694
'[13:39:24.778 02/12/1995]',-0.043,-0.032,-0.029,59.249,-0.755,-0.694
'[13:39:24.780 02/12/1995]',-0.054,-0.043,-0.019,59.249,-0.755,-0.694
'[13:39:24.782 02/12/1995]',-0.076,-0.076,-0.019,59.249,-0.755,-0.694
'[13:39:24.784 02/12/1995]',-0.086,-0.087,-0.009,59.048,-0.741,-0.693
'[13:39:24.786 02/12/1995]',-0.086,-0.098,-0.019,59.048,-0.741,-0.693
'[13:39:24.788 02/12/1995]',-0.086,-0.087,-0.019,59.048,-0.741,-0.693
'[13:39:24.790 02/12/1995]',-0.076,-0.065,-0.029,59.048,-0.741,-0.693
'[13:39:24.792 02/12/1995]',-0.065,-0.043,-0.038,58.848,-0.741,-0.691
'[13:39:24.794 02/12/1995]',-0.065,-0.043,-0.038,58.848,-0.741,-0.691
'[13:39:24.796 02/12/1995]',-0.065,-0.054,-0.029,58.848,-0.741,-0.691
'[13:39:24.798 02/12/1995]',-0.076,-0.076,-0.019,58.848,-0.741,-0.691
'[13:39:24.800 02/12/1995]',-0.086,-0.098,-0.019,58.648,-0.741,-0.689
'[13:39:24.802 02/12/1995]',-0.086,-0.098,-0.009,58.648,-0.741,-0.689
'[13:39:24.804 02/12/1995]',-0.086,-0.087,-0.009,58.648,-0.741,-0.689
'[13:39:24.806 02/12/1995]',-0.065,-0.065,-0.019,58.648,-0.741,-0.689
'[13:39:24.808 02/12/1995]',-0.054,-0.043,-0.029,58.447,-0.726,-0.687
'[13:39:24.810 02/12/1995]',-0.054,-0.032,-0.038,58.447,-0.726,-0.687
'[13:39:24.812 02/12/1995]',-0.054,-0.043,-0.019,58.447,-0.726,-0.687
'[13:39:24.814 02/12/1995]',-0.065,-0.076,-0.029,58.447,-0.726,-0.687
'[13:39:24.816 02/12/1995]',-0.076,-0.087,-0.009,58.197,-0.726,-0.686
'[13:39:24.818 02/12/1995]',-0.086,-0.109,0.001,58.197,-0.726,-0.686
'[13:39:24.820 02/12/1995]',-0.086,-0.109,-0.029,58.197,-0.726,-0.686
'[13:39:24.822 02/12/1995]',-0.086,-0.109,-0.038,58.197,-0.726,-0.686
'[13:39:24.824 02/12/1995]',-0.086,-0.098,-0.048,57.997,-0.726,-0.685
'[13:39:24.826 02/12/1995]',-0.076,-0.109,-0.068,57.997,-0.726,-0.685
'[13:39:24.828 02/12/1995]',-0.076,-0.109,-0.068,57.997,-0.726,-0.685
'[13:39:24.830 02/12/1995]',-0.086,-0.142,-0.058,57.997,-0.726,-0.685
'[13:39:24.832 02/12/1995]',-0.097,-0.164,-0.038,57.846,-0.726,-0.684
'[13:39:24.834 02/12/1995]',-0.086,-0.164,-0.009,57.846,-0.726,-0.684
'[13:39:24.836 02/12/1995]',-0.065,-0.131,0.010,57.846,-0.726,-0.684
'[13:39:24.838 02/12/1995]',0.001,-0.065,0.049,57.846,-0.726,-0.684
'[13:39:24.840 02/12/1995]',0.066,0.001,0.089,57.596,-0.711,-0.683
'[13:39:24.842 02/12/1995]',0.132,0.034,0.138,57.596,-0.711,-0.683
'[13:39:24.844 02/12/1995]',0.197,0.077,0.186,57.596,-0.711,-0.683
'[13:39:24.846 02/12/1995]',0.284,0.133,0.265,57.596,-0.711,-0.683
'[13:39:24.848 02/12/1995]',0.338,0.165,0.333,57.345,-0.726,-0.681
'[13:39:24.850 02/12/1995]',0.393,0.165,0.372,57.345,-0.726,-0.681
'[13:39:24.852 02/12/1995]',0.437,0.176,0.402,57.345,-0.726,-0.681
'[13:39:24.854 02/12/1995]',0.502,0.242,0.431,57.345,-0.726,-0.681
'[13:39:24.856 02/12/1995]',0.568,0.362,0.470,57.195,-0.741,-0.680
'[13:39:24.858 02/12/1995]',0.600,0.451,0.490,57.195,-0.741,-0.680
'[13:39:24.860 02/12/1995]',0.611,0.494,0.470,57.195,-0.741,-0.680
'[13:39:24.862 02/12/1995]',0.600,0.527,0.470,57.195,-0.741,-0.680
'[13:39:24.864 02/12/1995]',0.557,0.527,0.460,56.945,-0.741,-0.678
'[13:39:24.866 02/12/1995]',0.524,0.538,0.431,56.945,-0.741,-0.678
'[13:39:24.868 02/12/1995]',0.480,0.527,0.392,56.945,-0.741,-0.678
'[13:39:24.870 02/12/1995]',0.448,0.538,0.333,56.945,-0.741,-0.678
'[13:39:24.872 02/12/1995]',0.404,0.538,0.265,56.744,-0.726,-0.677
'[13:39:24.874 02/12/1995]',0.349,0.505,0.177,56.744,-0.726,-0.677
'[13:39:24.876 02/12/1995]',0.273,0.472,0.089,56.744,-0.726,-0.677
'[13:39:24.878 02/12/1995]',0.186,0.396,0.020,56.744,-0.726,-0.677
'[13:39:24.880 02/12/1995]',0.110,0.308,-0.029,56.544,-0.755,-0.675
'[13:39:24.882 02/12/1995]',0.044,0.220,-0.068,56.544,-0.755,-0.675
'[13:39:24.884 02/12/1995]',-0.010,0.154,-0.087,56.544,-0.755,-0.675
'[13:39:24.886 02/12/1995]',-0.043,0.088,-0.117,56.544,-0.755,-0.675
'[13:39:24.888 02/12/1995]',-0.065,0.056,-0.136,56.294,-0.755,-0.673
'[13:39:24.890 02/12/1995]',-0.076,0.034,-0.156,56.294,-0.755,-0.673
'[13:39:24.892 02/12/1995]',-0.076,0.022,-0.146,56.294,-0.755,-0.673
'[13:39:24.894 02/12/1995]',-0.065,0.001,-0.136,56.294,-0.755,-0.673
'[13:39:24.896 02/12/1995]',-0.065,0.001,-0.117,56.143,-0.755,-0.671
'[13:39:24.898 02/12/1995]',-0.076,-0.021,-0.087,56.143,-0.755,-0.671
'[13:39:24.900 02/12/1995]',-0.086,-0.043,-0.078,56.143,-0.755,-0.671
'[13:39:24.902 02/12/1995]',-0.076,-0.043,-0.058,56.143,-0.755,-0.671
'[13:39:24.904 02/12/1995]',-0.054,-0.021,-0.058,55.943,-0.770,-0.669
'[13:39:24.906 02/12/1995]',-0.043,0.001,-0.048,55.943,-0.770,-0.669
'[13:39:24.908 02/12/1995]',-0.021,0.001,-0.058,55.943,-0.770,-0.669
'[13:39:24.910 02/12/1995]',-0.021,0.001,-0.058,55.943,-0.770,-0.669
'[13:39:24.912 02/12/1995]',-0.021,0.001,-0.048,55.793,-0.755,-0.668
'[13:39:24.914 02/12/1995]',-0.021,-0.010,-0.038,55.793,-0.755,-0.668
'[13:39:24.916 02/12/1995]',-0.043,-0.043,-0.029,55.793,-0.755,-0.668
'[13:39:24.918 02/12/1995]',-0.043,-0.054,-0.019,55.793,-0.755,-0.668
'[13:39:24.920 02/12/1995]',-0.043,-0.043,-0.019,55.593,-0.770,-0.666
'[13:39:24.922 02/12/1995]',-0.032,-0.021,-0.029,55.593,-0.770,-0.666
'[13:39:24.924 02/12/1995]',-0.021,0.001,-0.029,55.593,-0.770,-0.666
'[13:39:24.926 02/12/1995]',0.001,0.001,-0.029,55.593,-0.770,-0.666
'[13:39:24.928 02/12/1995]',-0.010,0.001,-0.038,55.492,-0.755,-0.665
'[13:39:24.930 02/12/1995]',-0.021,-0.010,-0.019,55.492,-0.755,-0.665
'[13:39:24.932 02/12/1995]',-0.032,-0.043,-0.019,55.492,-0.755,-0.665
'[13:39:24.934 02/12/1995]',-0.043,-0.043,-0.009,55.492,-0.755,-0.665
'[13:39:24.936 02/12/1995]',-0.043,-0.054,-0.009,55.292,-0.770,-0.663
'[13:39:24.938 02/12/1995]',-0.032,-0.043,-0.009,55.292,-0.770,-0.663
'[13:39:24.940 02/12/1995]',-0.021,-0.010,-0.019,55.292,-0.770,-0.663
'[13:39:24.942 02/12/1995]',-0.010,0.001,-0.029,55.292,-0.770,-0.663
'[13:39:24.944 02/12/1995]',0.001,0.001,-0.029,55.192,-0.755,-0.662
'[13:39:24.946 02/12/1995]',-0.010,-0.010,-0.019,55.192,-0.755,-0.662
'[13:39:24.948 02/12/1995]',-0.021,-0.032,-0.009,55.192,-0.755,-0.662
'[13:39:24.950 02/12/1995]',-0.043,-0.054,-0.009,55.192,-0.755,-0.662
'[13:39:24.952 02/12/1995]',-0.043,-0.054,0.001,55.092,-0.755,-0.660
'[13:39:24.954 02/12/1995]',-0.043,-0.043,-0.009,55.092,-0.755,-0.660
'[13:39:24.956 02/12/1995]',-0.021,-0.010,-0.019,55.092,-0.755,-0.660
'[13:39:24.958 02/12/1995]',-0.010,0.001,-0.029,55.092,-0.755,-0.660
'[13:39:24.960 02/12/1995]',0.001,0.001,-0.029,54.891,-0.770,-0.659
'[13:39:24.962 02/12/1995]',0.001,0.001,-0.019,54.891,-0.770,-0.659
'[13:39:24.964 02/12/1995]',-0.021,-0.021,-0.019,54.891,-0.770,-0.659
'[13:39:24.966 02/12/1995]',-0.032,-0.043,-0.009,54.891,-0.770,-0.659
'[13:39:24.968 02/12/1995]',-0.043,-0.054,0.001,54.791,-0.755,-0.658
'[13:39:24.970 02/12/1995]',-0.032,-0.043,-0.009,54.791,-0.755,-0.658
'[13:39:24.972 02/12/1995]',-0.021,-0.021,-0.009,54.791,-0.755,-0.658
'[13:39:24.974 02/12/1995]',-0.010,0.001,-0.019,54.791,-0.755,-0.658
'[13:39:24.976 02/12/1995]',0.001,0.001,-0.019,54.591,-0.770,-0.657
'[13:39:24.978 02/12/1995]',0.001,0.001,-0.019,54.591,-0.770,-0.657
'[13:39:24.980 02/12/1995]',0.001,0.001,-0.009,54.591,-0.770,-0.657
'[13:39:24.982 02/12/1995]',-0.010,-0.021,0.001,54.591,-0.770,-0.657
'[13:39:24.984 02/12/1995]',-0.021,-0.043,0.001,54.441,-0.755,-0.656
'[13:39:24.986 02/12/1995]',-0.021,-0.043,0.001,54.441,-0.755,-0.656
'[13:39:24.988 02/12/1995]',-0.021,-0.021,-0.009,54.441,-0.755,-0.656
'[13:39:24.990 02/12/1995]',0.001,0.001,-0.019,54.441,-0.755,-0.656
'[13:39:24.992 02/12/1995]',0.001,0.001,-0.019,54.391,-0.770,-0.656
'[13:39:24.994 02/12/1995]',0.001,0.001,-0.019,54.391,-0.770,-0.656
'[13:39:24.996 02/12/1995]',0.001,0.001,-0.009,54.391,-0.770,-0.656
'[13:39:24.998 02/12/1995]',0.001,-0.021,0.001,54.391,-0.770,-0.656
'[13:39:25.000 02/12/1995]',-0.021,-0.032,0.001,54.240,-0.755,-0.657
'[13:39:25.002 02/12/1995]',-0.021,-0.043,0.001,54.240,-0.755,-0.657
'[13:39:25.004 02/12/1995]',-0.021,-0.021,0.001,54.240,-0.755,-0.657
'[13:39:25.006 02/12/1995]',0.001,-0.010,0.001,54.240,-0.755,-0.657
'[13:39:25.008 02/12/1995]',0.011,0.001,-0.009,54.140,-0.755,-0.658
'[13:39:25.010 02/12/1995]',0.022,0.001,-0.009,54.140,-0.755,-0.658
'[13:39:25.012 02/12/1995]',0.011,0.001,-0.009,54.140,-0.755,-0.658
'[13:39:25.014 02/12/1995]',0.001,0.001,0.001,54.140,-0.755,-0.658
'[13:39:25.016 02/12/1995]',0.001,-0.021,0.001,53.940,-0.755,-0.660
'[13:39:25.018 02/12/1995]',-0.010,-0.032,0.001,53.940,-0.755,-0.660
'[13:39:25.020 02/12/1995]',0.001,-0.021,0.001,53.940,-0.755,-0.660
'[13:39:25.022 02/12/1995]',0.001,0.001,0.001,53.940,-0.755,-0.660
'[13:39:25.024 02/12/1995]',0.022,0.001,0.001,53.840,-0.755,-0.662
'[13:39:25.026 02/12/1995]',0.022,0.011,0.001,53.840,-0.755,-0.662
'[13:39:25.028 02/12/1995]',0.022,0.011,0.001,53.840,-0.755,-0.662
'[13:39:25.030 02/12/1995]',0.022,0.001,0.001,53.840,-0.755,-0.662
'[13:39:25.032 02/12/1995]',0.001,0.001,0.001,53.890,-0.741,-0.664
'[13:39:25.034 02/12/1995]',0.001,-0.010,0.010,53.890,-0.741,-0.664
'[13:39:25.036 02/12/1995]',0.001,-0.010,0.010,53.890,-0.741,-0.664
'[13:39:25.038 02/12/1995]',0.011,0.001,0.001,53.890,-0.741,-0.664
'[13:39:25.040 02/12/1995]',0.022,0.001,0.001,54.090,-0.741,-0.666
'[13:39:25.042 02/12/1995]',0.033,0.011,0.001,54.090,-0.741,-0.666
'[13:39:25.044 02/12/1995]',0.044,0.022,0.001,54.090,-0.741,-0.666
'[13:39:25.046 02/12/1995]',0.044,0.001,0.001,54.090,-0.741,-0.666
'[13:39:25.048 02/12/1995]',0.022,0.001,0.010,54.290,-0.741,-0.668
'[13:39:25.050 02/12/1995]',0.022,0.001,0.010,54.290,-0.741,-0.668
'[13:39:25.052 02/12/1995]',0.022,0.001,0.020,54.290,-0.741,-0.668
'[13:39:25.054 02/12/1995]',0.022,0.001,0.010,54.290,-0.741,-0.668
'[13:39:25.056 02/12/1995]',0.044,0.011,0.010,54.741,-0.726,-0.669
'[13:39:25.058 02/12/1995]',0.055,0.034,0.001,54.741,-0.726,-0.669
'[13:39:25.060 02/12/1995]',0.066,0.044,0.001,54.741,-0.726,-0.669
'[13:39:25.062 02/12/1995]',0.066,0.034,0.001,54.741,-0.726,-0.669
'[13:39:25.064 02/12/1995]',0.055,0.011,0.020,55.542,-0.726,-0.671
'[13:39:25.066 02/12/1995]',0.044,0.001,0.030,55.542,-0.726,-0.671
'[13:39:25.068 02/12/1995]',0.033,0.001,0.030,55.542,-0.726,-0.671
'[13:39:25.070 02/12/1995]',0.044,0.001,0.040,55.542,-0.726,-0.671
'[13:39:25.072 02/12/1995]',0.055,0.011,0.020,56.945,-0.741,-0.672
'[13:39:25.074 02/12/1995]',0.066,0.034,0.020,56.945,-0.741,-0.672
'[13:39:25.076 02/12/1995]',0.077,0.044,0.010,56.945,-0.741,-0.672
'[13:39:25.078 02/12/1995]',0.077,0.044,0.020,56.945,-0.741,-0.672
'[13:39:25.080 02/12/1995]',0.077,0.034,0.030,59.299,-0.711,-0.674
'[13:39:25.082 02/12/1995]',0.066,0.001,0.040,59.299,-0.711,-0.674
'[13:39:25.084 02/12/1995]',0.066,0.001,0.049,59.299,-0.711,-0.674
'[13:39:25.086 02/12/1995]',0.066,0.001,0.040,59.299,-0.711,-0.674
'[13:39:25.088 02/12/1995]',0.066,0.022,0.049,62.654,-0.711,-0.675
'[13:39:25.090 02/12/1995]',0.088,0.044,0.040,62.654,-0.711,-0.675
'[13:39:25.092 02/12/1995]',0.099,0.067,0.030,62.654,-0.711,-0.675
'[13:39:25.094 02/12/1995]',0.110,0.067,0.030,62.654,-0.711,-0.675
'[13:39:25.096 02/12/1995]',0.110,0.056,0.040,66.861,-0.681,-0.675
'[13:39:25.098 02/12/1995]',0.088,0.034,0.059,66.861,-0.681,-0.675
'[13:39:25.100 02/12/1995]',0.088,0.022,0.059,66.861,-0.681,-0.675
'[13:39:25.102 02/12/1995]',0.088,0.022,0.069,66.861,-0.681,-0.675
'[13:39:25.104 02/12/1995]',0.099,0.044,0.059,71.669,-0.666,-0.675
'[13:39:25.106 02/12/1995]',0.121,0.056,0.049,71.669,-0.666,-0.675
'[13:39:25.108 02/12/1995]',0.121,0.077,0.049,71.669,-0.666,-0.675
'[13:39:25.110 02/12/1995]',0.143,0.077,0.049,71.669,-0.666,-0.675
'[13:39:25.112 02/12/1995]',0.143,0.088,0.059,76.578,-0.652,-0.674
'[13:39:25.114 02/12/1995]',0.143,0.067,0.069,76.578,-0.652,-0.674
'[13:39:25.116 02/12/1995]',0.121,0.044,0.079,76.578,-0.652,-0.674
'[13:39:25.118 02/12/1995]',0.121,0.056,0.089,76.578,-0.652,-0.674
'[13:39:25.120 02/12/1995]',0.132,0.056,0.079,80.885,-0.637,-0.673
'[13:39:25.122 02/12/1995]',0.143,0.088,0.079,80.885,-0.637,-0.673
'[13:39:25.124 02/12/1995]',0.164,0.100,0.069,80.885,-0.637,-0.673
'[13:39:25.126 02/12/1995]',0.164,0.121,0.069,80.885,-0.637,-0.673
'[13:39:25.128 02/12/1995]',0.175,0.121,0.079,84.441,-0.593,-0.672
'[13:39:25.130 02/12/1995]',0.164,0.100,0.089,84.441,-0.593,-0.672
'[13:39:25.132 02/12/1995]',0.164,0.088,0.089,84.441,-0.593,-0.672
'[13:39:25.134 02/12/1995]',0.154,0.077,0.099,84.441,-0.593,-0.672
'[13:39:25.136 02/12/1995]',0.154,0.077,0.099,87.195,-0.548,-0.671
'[13:39:25.138 02/12/1995]',0.164,0.100,0.089,87.195,-0.548,-0.671
'[13:39:25.140 02/12/1995]',0.186,0.121,0.089,87.195,-0.548,-0.671
'[13:39:25.142 02/12/1995]',0.208,0.143,0.089,87.195,-0.548,-0.671
'[13:39:25.144 02/12/1995]',0.208,0.154,0.089,89.249,-0.503,-0.670
'[13:39:25.146 02/12/1995]',0.197,0.133,0.089,89.249,-0.503,-0.670
'[13:39:25.148 02/12/1995]',0.197,0.121,0.099,89.249,-0.503,-0.670
'[13:39:25.150 02/12/1995]',0.186,0.111,0.118,89.249,-0.503,-0.670
'[13:39:25.152 02/12/1995]',0.186,0.100,0.118,90.901,-0.445,-0.669
'[13:39:25.154 02/12/1995]',0.186,0.111,0.108,90.901,-0.445,-0.669
'[13:39:25.156 02/12/1995]',0.208,0.143,0.099,90.901,-0.445,-0.669
'[13:39:25.158 02/12/1995]',0.219,0.154,0.099,90.901,-0.445,-0.669
'[13:39:25.160 02/12/1995]',0.230,0.165,0.099,92.354,-0.355,-0.669
'[13:39:25.162 02/12/1995]',0.230,0.165,0.099,92.354,-0.355,-0.669
'[13:39:25.164 02/12/1995]',0.208,0.143,0.108,92.354,-0.355,-0.669
'[13:39:25.166 02/12/1995]',0.208,0.121,0.118,92.354,-0.355,-0.669
'[13:39:25.168 02/12/1995]',0.197,0.121,0.118,93.706,-0.296,-0.670
'[13:39:25.170 02/12/1995]',0.197,0.121,0.108,93.706,-0.296,-0.670
'[13:39:25.172 02/12/1995]',0.208,0.143,0.099,93.706,-0.296,-0.670
'[13:39:25.174 02/12/1995]',0.219,0.165,0.099,93.706,-0.296,-0.670
'[13:39:25.176 02/12/1995]',0.230,0.165,0.089,94.858,-0.207,-0.671
'[13:39:25.178 02/12/1995]',0.219,0.165,0.089,94.858,-0.207,-0.671
'[13:39:25.180 02/12/1995]',0.219,0.154,0.099,94.858,-0.207,-0.671
'[13:39:25.182 02/12/1995]',0.186,0.121,0.099,94.858,-0.207,-0.671
'[13:39:25.184 02/12/1995]',0.186,0.111,0.108,95.759,-0.118,-0.671
'[13:39:25.186 02/12/1995]',0.186,0.111,0.099,95.759,-0.118,-0.671
'[13:39:25.188 02/12/1995]',0.186,0.121,0.099,95.759,-0.118,-0.671
'[13:39:25.190 02/12/1995]',0.197,0.154,0.079,95.759,-0.118,-0.671
'[13:39:25.192 02/12/1995]',0.208,0.165,0.079,96.210,-0.015,-0.672
'[13:39:25.194 02/12/1995]',0.208,0.165,0.079,96.210,-0.015,-0.672
'[13:39:25.196 02/12/1995]',0.186,0.154,0.089,96.210,-0.015,-0.672
'[13:39:25.198 02/12/1995]',0.175,0.121,0.089,96.210,-0.015,-0.672
'[13:39:25.200 02/12/1995]',0.164,0.100,0.079,96.511,0.074,-0.672
'[13:39:25.202 02/12/1995]',0.143,0.088,0.089,96.511,0.074,-0.672
'[13:39:25.204 02/12/1995]',0.143,0.088,0.069,96.511,0.074,-0.672
'[13:39:25.206 02/12/1995]',0.154,0.111,0.049,96.511,0.074,-0.672
'[13:39:25.208 02/12/1995]',0.164,0.133,0.049,96.611,0.163,-0.671
'[13:39:25.210 02/12/1995]',0.154,0.121,0.040,96.611,0.163,-0.671
'[13:39:25.212 02/12/1995]',0.143,0.111,0.040,96.611,0.163,-0.671
'[13:39:25.214 02/12/1995]',0.121,0.088,0.040,96.611,0.163,-0.671
'[13:39:25.216 02/12/1995]',0.110,0.067,0.040,96.711,0.237,-0.671
'[13:39:25.218 02/12/1995]',0.088,0.044,0.040,96.711,0.237,-0.671
'[13:39:25.220 02/12/1995]',0.088,0.056,0.030,96.711,0.237,-0.671
